_id	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav.x	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav.y	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall.x	gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall.y	gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall.x	gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall.y	gekleurd.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.x	gekleurd.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.y
potlood/noun	-1.2404957757025181	1.0063506151490893	-3.0303137806066447	-19.58751514178408	0.48130689989506764	11.155313524093641	37.25468323929592	11.183490680966402	23.113866805803	-0.9174614498282839	23.816701495178158	-10.899551719629065	-27.455950531404294	6.3963549295086155	5.769150712764533	4.898260607688321
prachtig/adj	-0.5068923263071163	-1.7016854423107874	3.5981569379853737	9.937412664438867	1.6422069881644807	-2.7997798500744735	-12.520432008853705	-9.804225369452654	1.4979336973625557	-0.09481097205643432	4.571639999755403	-10.878029978435737	14.429655136015167	6.101585986946725	-4.613462071013619	6.1149528239795465
publiek/noun	11.367098065137792	8.390484980376879	2.306184891576582	30.88503627684176	11.914434502994256	8.36643321060528	-15.14971954835364	-21.850869289307955	17.01843315515411	-30.55847157494343	25.29913138043762	27.93532948852112	2.4479117999514526	-16.003264853665556	14.844847472733312	28.379488481272105
rand/noun	3.2094685030559593	1.1180198718856906	3.5248578045721994	-10.809034262580576	-3.7329256445922696	-1.2734077746631967	-1.6627697816756908	-19.76190679690995	3.8092384462574893	21.35285059534846	-10.490631542060935	14.21698194746004	8.7232504807312	-13.102072183751273	26.157992713034854	-5.013979805217921
rechthoek/noun	9.214812464516445	-7.397750114561496	-5.889966892492063	-25.516580131153045	9.450327079699797	14.451820587618379	-4.43854246574145	26.2065330761812	-1.368263416087959	30.760832757549775	-24.277958422573885	2.606082928352342	-11.579489900581969	-10.159026739443272	30.8800247495458	-8.540795228570131
regionaal/adj	-9.839590039563468	-3.474149668072282	-18.636208585429536	31.266803484481123	25.097383538167044	-15.460598021981115	20.450183984453492	-16.633871429558837	-7.361256860544743	-36.52592208217887	-2.159848924946902	-42.115720753695236	18.046398347138368	-17.983203668437323	-23.689578958450248	37.048198952367756
richting/noun	7.860066746221148	-5.881954429879808	-21.970312839013364	2.230266479869141	0	0	-5.42279779285601	-30.919441175778132	1.6631933734906565	36.31347483301565	-25.135198665356434	25.442473108229347	0	0	2.9930191419755663	20.45001949697111
ring/noun	7.700657520104966	-5.931045839373943	-1.4425448496362001	-15.372811877111035	-0.8559985310832499	13.89080486681312	-5.739473954943668	-32.12167341769524	-15.637261267493871	28.94520574038629	17.99973401946674	18.797947030900133	10.681213209380497	-17.096261342554726	14.583066265966265	-36.226663798249156
ronde_DIM/noun	4.156745610234872	-6.31817185850875	20.677920064774924	-13.613500372570352	2.1351018981926457	6.994037639509339	15.307646869167648	8.907084045050052	6.998474239765023	29.17324665965132	-20.66849281310563	23.828762029637527	-22.699124956264296	-2.071906460309364	-5.792367145519316	-24.3897570301399
rood/adj	0.8315052961311319	2.7987550282131792	2.1685252369958454	-16.090325420730437	-7.491134084874464	10.137789406031793	-6.2071940046845535	19.057847987070378	-8.940289339349526	11.383466033863668	6.009403644116912	6.898757847131853	-7.896357301892416	-9.629953662550703	7.659453283427334	-12.022284760567192
rood/noun	-0.6010728900097666	4.92906928788884	6.451976547303333	-17.17688309413516	-6.211655038919054	10.945210014734284	-5.50868969779979	20.61933178135372	-8.185623387771562	14.610793134368242	14.419678386230586	1.3288349125584134	-6.848972234519013	-11.41244795694565	5.833883868710786	-6.902999640827741
rood_wit/adj	-1.9719952793289557	6.203606969607476	17.27951911926273	-23.650423515078728	-3.4920220536430135	24.030211201611166	-10.75040626121594	21.801420039232344	-9.78403183523685	19.370476721651762	23.196447632114438	9.061344098095129	-10.493823492939585	-14.000765072477359	18.94948780809897	-20.51626450783855
samenleving/noun	-12.508686504085388	-7.133908749218043	-20.020075427379677	26.93316692280393	23.21252330531355	-10.778612001397791	16.723842645163412	-12.040946632106657	-10.994852705554269	-33.26849470687768	-11.090927118033008	-40.96125393022144	6.392368890728756	8.931076279436052	-17.580522550416838	35.87241061053471
scheidsrechter/noun	9.019868554915835	-9.212124417232692	-6.615805646747728	-23.046086184353022	11.90738094563435	13.150345574964511	-7.874310353703286	21.000865478846706	30.590819458897162	1.6913910456692849	25.851139370956748	-2.6329557767834113	-9.2389098547353	-11.16073393327638	14.825787910088282	30.85473212582849
scherm/noun	1.0528972341838168	-2.727601230988458	7.702004657712911	-4.576450722645175	-7.711315414845182	5.025374547672631	14.979624342456521	-2.4675335329818324	-3.178576727580945	17.2131705453708	-3.2842010193457534	7.574408152432859	-1.1174159071056953	2.2869170996783796	8.622798965269691	9.309754186141161
sfeer/noun	-0.2791525699197503	-7.762206291176574	4.108684420259636	15.943501821804258	4.986319675363277	-13.703106596918856	-12.111846082266897	-11.554967920845925	2.6261364243972674	-11.155154832396052	-0.5939454756065287	-15.085920623490368	13.097263433673202	5.256568702677518	-17.560350777002306	5.307780566237275
smaak/noun	12.506542905275467	0.10888578763104725	-20.46297310595242	-7.165069116198717	0	0	0	0	0	0	0	0	0	0	42.88137715043014	18.278907406080414
speler/noun	9.730749548438371	-9.26367541905831	-27.433416028485876	13.226316733163797	15.954720136105388	10.911339011151254	-11.198239086166305	15.195821555821173	35.78558885182721	-22.268384437134827	27.902092106854063	-3.8726418796135325	-0.8645667473257639	-8.938861988886657	-8.394677698844442	-43.33340770067773
staaf_DIM/noun	6.09166107201365	4.280279962775821	-16.518668514020508	-16.441030492847048	-9.4971689250624909	-0.3849285869084091	38.49472824074153	8.963850626613008	12.833067022369743	14.296681157238138	-6.6161126768689575	20.82897934148189	-26.83295721161207	3.9948210263040393	27.559825421360657	9.281868434129397
stadion/noun	5.9966931270426604	-7.099331008888965	9.183161007688213	-0.2288353650453565	6.705877087887207	6.48578674411116	-11.101626339663945	20.79206064126412	17.70691327458417	25.726094571005905	-18.976355564443256	7.320688625624022	-11.990144784079531	-14.385809794349932	17.239992301426184	29.20976346536011
standpunt/noun	-11.228433930691105	-5.761554427646775	-10.522119160759493	29.095444431957716	18.477671129390625	-19.45105402076445	-12.058076495946297	7.072420313057208	2.7486579938625857	-33.75604164261234	3.7497270543197536	-34.67684931787665	20.140774665703834	-11.341388463256425	-28.905654560758038	26.23698300536678
stap_pers/noun	-5.274416689578021	8.806932990649583	15.571976981657745	-26.387624658114202	-11.926261129894732	23.617692116362097	27.06991552543534	9.008969299549682	-25.69574604743409	13.430922713933297	19.792883629815936	5.288971570912502	-16.919111782121384	1.4448713373187856	9.992819086470234	-33.54261410346321
sterk/adj	-7.7390536625350155	-7.590387472519396	6.746634754478915	29.142289903284876	12.998932311251249	-21.506232525569207	1.5831707785967797	14.990681828489931	8.356636082661536	-26.22531122437215	-5.9886721201896105	-23.99590715676313	-4.353088211146088	-16.018032865068147	-16.20882459451866	13.272292459024264
stip_DIM/noun	-0.7045873881916483	1.9991353488227683	-0.3891393846895176	-19.71015454197401	-2.2659113705136162	10.621580938765694	17.260747374773445	-32.866044411704934	25.753106675073045	1.9029067587511768	11.25265831244794	2.733027792758516	-8.22786862335187	-29.319715459293754	3.0013008320391887	-17.18155186975245
stoel_DIM/noun	1.0247465633299346	-1.8167276652136517	-4.779447581474594	-7.833159645337381	3.6091172632702904	4.699970893310902	10.117039357773555	18.639594352488782	11.336317771632986	20.87293514477554	-15.831700915725115	13.258583569497059	-14.729858442852787	-13.511140134707375	26.191221394819845	0.20236674809134858
straat_beeld/noun	-3.2706723607505523	0.13599257451555657	17.80676175399316	3.5845109373283957	0	0	0	0	0	0	0	0	0	0	19.081372019943615	-8.859386710218782
streep/noun	-1.302465950853221	3.5970826196302923	3.350059806500837	-19.918818970598036	-6.157718362508724	12.808195010856581	-8.558073787077296	-21.61922403269402	-12.084941374927716	13.474794993655223	10.024827882530829	4.918513307802809	-17.816239481072575	-21.786919680327514	7.464314121667341	-17.279933232196875
stuk/noun	4.591702088585326	2.181898245501298	-7.8610467089336495	0.34047454751560713	-2.2904455135840998	-4.549416283366059	16.356726361902258	5.323651931947721	6.872595928846333	0.31462298615362	2.240059935010186	17.70381068490992	-10.812558065142325	-0.8309420732895816	4.606755772868938	10.32015723138374
substantie/noun	-5.083293014538358	-0.6912637772777426	-10.120639904299447	-13.753274697756463	-16.063597323537472	-4.728044763214301	10.55601526268168	36.0167301839549	10.488600835111319	13.104048847989962	-7.048952868374739	26.49575283259383	4.7232305754942345	29.109978479698757	33.2347657533769	20.650950283748852
tamelijk/adj	-6.807922824658036	-6.0611172396843	-3.006895339375766	15.679663823057188	10.875773116397262	-19.160395119799574	-21.956030203021985	6.400686894833627	7.619645924481809	-22.837151509794413	-3.60972079870909	-21.44164610049683	14.292763799045945	-13.325408987917044	-24.410065465991305	1.987316735243028
tatoeage/noun	-4.920318520977006	2.2504208932598857	4.5242703169823475	-33.41536079940107	-17.145457314731562	18.991959396927204	-24.32996792549901	16.57933690646952	-26.838296099206566	9.253820823698572	3.268901536208278	-3.19525448888835	-4.6986786975698625	20.978430018353215	-0.47033557886201327	-38.09570630687498
tatoeages/noun	-5.344825119629679	2.27471217727355	4.83001401710861	-32.83522945665237	-16.22005584803842	19.875618736800497	-22.672928243596523	17.085113473876525	-25.76100256739989	9.212978578169292	2.389751557144235	-4.272233336294461	-3.9250324491888837	20.48309568139326	-0.758538764804148	-37.739994082352155
tegel/noun	4.208288742730484	0.06141883355052237	13.045164757667646	-7.764766325470566	-1.4128098894043426	0.8667679621472798	30.579043105301157	4.536012217955303	0.9415564975234108	17.396154757418113	-7.260621436344108	11.753412131342508	-21.93603374990131	4.603972423413721	15.831552114356661	2.01019409505021
tekst/noun	0.9510749353014669	11.27302307214771	9.315056742435127	13.57390920523373	10.156060258695627	-9.086721093621684	-16.008363261593072	-5.377337290488231	22.902576228668256	-11.43820734449889	11.113157129599633	-28.984057390631484	15.995735356263868	5.059688331431366	-16.58818769847085	17.400156472410153
thee/noun	11.23902132126121	2.9386210186727584	-15.730568691794078	-9.372369165599142	-14.506485921144563	-8.285579347584573	13.322181307860063	16.296165195593627	10.214743473877803	7.453989237886748	1.8530576489660313	29.782520706455664	-11.246436642620724	11.719685730184342	39.2564149751786	11.240072738641915
thema/noun	-8.352637773118746	-4.880546641553194	-6.898872775526346	17.84595282849448	14.30218042591243	-12.56339645424367	-14.389455415463548	-10.686763302818113	-0.8247668194264597	-28.44874485929479	3.149809275055911	-29.393368562641083	16.027578074410457	7.195545147361851	-21.543578442669688	23.073929696070312
tint/noun	0.6794330772330234	4.678170571416536	6.034271914788491	-15.207150382815971	0	0	0	0	0	0	0	0	0	0	1.8811298401407075	-4.307720627586996
tint_DIM/noun	-0.7787257227922136	-7.735555546239682	5.497481520938231	16.129097076406723	5.847167367934743	-13.740870360121036	-35.0928735522456	18.622989675127574	1.435809867922579	-11.378317331087223	0.39722045770100906	-15.667271380805612	-29.790001829001312	4.881219956097518	-18.129166614847044	6.321831484005358
tol/noun	1.7437874556402322	-9.43921323373438	27.66955385854738	18.222994221206992	-22.277398986198158	15.38544456481214	-32.520886530717256	-23.947801655401896	-13.32390632690136	-20.195216398504783	-17.369896140889974	35.985136316232236	-15.059332095141775	-27.54222577012803	-8.790625426706397	28.256577926487957
toneel/noun	-4.526428633300291	-8.080813530188106	6.467048153628464	-0.5356562740389951	8.944336406488745	5.673674592092367	-15.531306034449639	-24.94654542655985	17.769456348649268	23.01956169241859	-16.96006676913319	5.699277496974897	21.80973676532682	-2.820492586908424	12.329006653843821	15.774121588796058
trappenhuis/noun	3.9968748796258846	-1.871170574641388	14.250653771518598	-5.25320471184757	1.0013754444102212	2.972172297133165	3.009549490489701	30.294768936224994	12.24230467400368	25.548318317256506	-13.767821599209224	9.389545398357138	0.34927129361387843	-30.93268698224442	13.041303984226825	9.073962346650964
trek/noun	-11.353212674923277	-0.006829928075693101	-15.794515343517219	1.8120439219665114	1.4547028925180254	-10.24610008219417	1.5374176920254725	0.8429358092765453	-7.14085944210109	-3.3695268413342534	6.659261008946407	15.18633715987948	14.091928462437469	-7.936953398631599	-19.855571619429398	-21.94054353190191
tros/noun	2.1171714069931675	-0.6440129456721726	18.1646367775757	-18.656662715817976	0.8384890018704723	17.500731648133538	-23.06282610672392	-8.733456878545722	-7.872842060690952	24.904049274124887	1.920871801281022	21.035506687986267	-29.276707234494143	-8.664980477940452	19.31194632199805	-16.562988954026615
trui/noun	-4.5940880785760925	6.904904700274834	11.88626783722623	-27.005149727811464	-6.574200221854878	21.088794282542604	26.38190130517979	-14.892154665312006	-20.48047931747543	17.782104677041826	15.13084430548207	8.872029000529853	-18.984783404880407	-20.8024702346691	13.364380269253704	-25.217992832720498
unilateralisme/noun	-12.007208120225894	-3.638638010209156	-11.076401023984927	30.48892258384108	19.68078289641774	-19.009012085555966	22.895469258246887	-28.23238048116517	4.3447117648806906	-34.60947987509752	3.8435777554380923	-36.21597454508613	0.6477768892823765	34.092409227816795	-30.422020687639982	27.949242128185578
variant/noun	-7.597368184055834	-4.526372726048582	-3.1598740785457196	20.095823089489482	0	0	0	0	0	0	0	0	0	0	-24.443676641772768	13.870914621073032
veel/adj	13.954754171246774	-0.548733402058319	10.33498810328964	30.958221898806535	9.686565475291607	-22.99924652339416	-5.721222973143008	-13.854238574781329	13.250344084190896	-22.556868736078005	-9.86016015367132	-20.493229699899217	15.575297772476288	-2.271184100424069	-28.86981193735948	-3.1016247405194166
verhaal/noun	-5.002809958479828	-6.49332809583124	0.74326358946129	18.961257945356216	10.834268193047588	-14.550987565445059	-14.849491644615428	-8.38427868459412	2.4341779153651086	-23.825105477654425	3.6098216328301045	-24.816857308496022	16.776747006636715	6.468685365228394	-13.043638363547196	17.965149562619022
verschil/adj	-7.441901545648498	-5.596793905781875	-8.390004815629382	15.321458540142782	15.103114190553367	-10.099549486679711	20.64161787067049	2.550246454326335	-3.0092768430691303	-16.61681767852921	16.84295680407075	27.106006368720834	-10.147615155015345	-3.6063140293546665	-37.40866832030892	7.049235904137022
versie/noun	-6.132224937465213	-4.35822911042693	-2.4636778997043955	19.842419944126437	10.125980994233524	-12.17314546175497	2.8061496782152457	-3.847588005064233	-2.7153085628270612	-41.9398621645366	-0.28240318621622984	-22.37770251571739	16.45327612074404	10.542279911737502	-24.04784715169887	13.856681242284944
versierd/adj	1.4071943022614233	0.6851724598127193	1.6218712243785285	-10.140466009229264	-4.669288469683907	5.6759889125448	33.40541560999552	6.547056417624751	-1.2262179275195226	9.874199425948762	0.5638541786523599	13.236281707814321	-18.358204813509744	-12.27261431220451	13.92112750372507	-4.286979692738166
vis/noun	12.45170114724393	1.2548064337188687	-21.12937604301145	-9.827243757827539	-12.176040843154503	-11.599536180589014	19.099523459962167	9.934492670025122	14.815556484178915	7.157612431708643	-4.316318855656182	33.22138209361859	-14.865919104463249	-7.719895733114644	36.791968326964465	15.708762817942539
visie/noun	-11.690346200943555	-5.978580883658457	-9.882541727570826	29.340782498641776	17.914596677205726	-18.892591219360906	-15.3421575368431	2.347894628794368	2.381490511475345	-34.39015675926363	3.279696037910104	-33.995045663749494	23.78204025115268	8.314968029490073	-28.69512491970985	24.941922331375203
vlag_DIM/noun	0.9547535801877186	-0.7274805397105901	15.820207168209759	-18.116340342545573	-0.7019619919578823	17.175906879911235	18.036104393107507	-23.788992270183538	-9.768754566946368	23.556991710293303	20.756539939511615	13.204590783447037	-10.701248001316545	32.792237389765525	16.281782001810576	-17.335651225082657
vlak/noun	-9.154817619590967	-2.1727505355740866	-16.964222196766855	33.27161767747965	25.52365139015049	-17.599467827530336	5.2668403508509245	14.696156143567833	-5.087439688325481	4.240317668471476	10.317050455847365	-8.726283979510251	29.376825356972724	-5.577403608912842	-0.29844404308756006	21.288159970079008
vlek/noun	-0.4927407643886106	3.0286470089882838	1.1329101776989845	-19.66694384835441	-9.731708709718433	12.067949912804092	28.29169948990112	6.981424349049563	-12.955081007770413	11.587228756855003	9.743008395417387	2.6837395571984928	-17.249917833560392	-3.922600325837094	4.52680722954342	-16.860805089032212
vleugel/noun	2.466380343044241	4.908629132311404	8.913266750282531	-6.461733639053183	1.0433343826868084	5.645527726884087	-7.0931696401493385	-11.526707476761334	0.16610083524112812	21.172206774316503	-10.702501651584996	10.80898577624601	21.214331805803717	-13.135452746909502	-0.9008529276229172	-13.767853358572356
vloeistof/noun	3.8248977345794484	3.6111428391367313	-9.269548537353613	-13.857630780699136	-15.567953753698035	-4.651840204233098	24.268551307650473	20.199099287006838	10.171518180752512	12.895225459631975	-7.087056677894059	25.719373828666622	-17.650596378535404	5.819058605165827	32.864308878835956	20.12109719679476
voering/noun	-4.729975866554664	8.43487752930086	9.055037866030789	-28.120046957506883	-8.21459145594832	24.97007781503448	-31.35183763114673	-1.6141285145815683	-21.520656442591505	15.252495496764613	16.484003481931133	5.8046840321311315	23.766860341616372	19.638549721688566	9.468360984126555	-31.129355387673208
voetballer/noun	10.061833968088735	-9.772831453669932	-27.24649092211803	13.497179057956489	16.075625771737478	10.839047176317056	-11.083646698353494	15.472125997962292	35.786155498395	-22.245221577671106	27.996940716955926	-3.9504019745635466	-0.6878179945424785	-9.060803972974911	-8.39022571097424	-43.30048937517859
vorm/noun	3.1966535049302442	6.483662555029842	-0.7110585108153796	8.139957941601033	0	0	-11.213866635711364	-2.4952666483796584	-5.079607193258353	-11.408736123040919	12.177729789804307	-9.845704465293196	0	0	-27.117857792829266	13.109344490220156
vredig/adj	1.093997127519031	-5.700206040297897	-11.935918817728021	-21.83127358464141	2.4567396277040103	-0.5887395920492934	10.731838818059268	-26.65519423241101	-33.345326295614235	12.192811499611276	-21.134017398346185	18.619480420656053	-12.116330401579736	-19.975396256336815	-0.4804017994523367	5.476523389106543
vreemd/adj	3.8786934506021042	8.988830138129464	12.375490777111825	22.413101603602765	-1.858594764785123	-19.49178784504247	-13.02236673573652	0.18144698945965582	5.879076994967208	-15.223118751478845	-9.286302877282049	-7.815110551566602	13.256557172881438	0.4529997859397242	-19.838603782408374	-12.20437091718132
vrolijk/adj	-1.322677532105533	-4.754389799586519	2.887913700017326	0.6514247952005675	-2.458409316479841	-12.949318805678974	-15.70862634107151	-7.56403530322518	3.3546942075776407	2.585332515069699	1.991034011701167	-9.29416991867853	17.787868202821578	6.066127783859706	14.558854727422037	-11.20817844174363
vrouw/noun	-8.542141410659518	-13.044387127593755	-3.7731433768123237	-32.39167988717738	-17.488898392884927	22.987680127066746	4.582671219811806	-15.047830614079865	-24.603568335124876	3.6110971994190066	-2.0739641055571933	-6.4158274536865045	1.3128450573971149	11.226291339779115	-6.857781869539345	-33.682176640880996
vrouw_DIM/noun	-3.9197773168891965	10.221992911786687	5.632111457787843	-25.226000894237288	-1.2481356958370513	22.15721032495957	-26.333617129848886	-27.68135227173977	-26.963956457865486	4.671638323741487	-4.7924905151056905	-6.353497548277749	-20.971792135371068	14.437743662486604	-5.265969660695304	-31.24457761216012
waarheid/noun	-4.985773401178097	-4.893583578397211	-11.68743362946842	25.81536876884433	17.098898500604673	-22.902326644090593	-17.893992300397418	-5.73371425723518	1.0103514017755952	-31.20575960092997	1.3397463775014644	-31.58404053945154	18.618621968351214	7.711381180349207	-30.953169190589595	-10.432720113925633
water/noun	11.828330811943028	3.499710225385561	-8.450271614651605	-15.482211247925578	-14.235099377944147	-5.406683386737811	10.033386765431322	1.6741762907979971	11.858201187458278	11.174593383025998	-8.846231688077964	28.461296785545095	-0.1744486088712658	-19.51105077279951	32.65304334843699	18.50722415338389
weerstand/noun	-12.470748122451038	-9.534634680449658	4.069759316642257	34.02038145983683	0	0	2.4913763270097258	16.83882359560988	12.902730030597736	-32.35555177481289	-9.063097094297948	-31.704106508065856	0	0	-37.06445009949519	18.19816190842254
wereld/noun	-13.529641525792726	-7.064839572492937	-1.6633664764157758	28.1791769230795	22.337547873432513	-10.295843660789988	-12.286340869182517	-6.145344036009438	-5.404317486738266	-22.508364609073983	-13.020562449619373	-40.66736882267869	18.199165004045156	3.8361060477041837	-32.800916879461624	-11.784532645094485
winkel/noun	10.62787200462748	10.320637381916288	17.07176847157626	-1.083870128013662	0	0	19.279528156446787	-0.10623274835168338	14.473644826856113	-1.3142428070947294	11.650790874042283	16.88455588827111	0	0	24.74756082730151	-15.172836331566184
wit/adj	1.2146563982649028	2.3776624115886285	1.7465575499411778	-13.374391350750921	-8.536774037041608	8.26162248370126	1.0612246810465802	6.5675790728280985	-7.898101722654939	11.212945871804827	4.665292308998255	7.925415653164182	6.549834993435654	3.2406460911558956	6.298666338883681	-12.722084522467464
zand/noun	5.410600779376486	0.4506189665233464	-6.678458228492747	-13.808144413180072	-6.517418866466167	-1.4080049424466607	25.767303761243852	-7.580240747236937	6.816976866334729	15.072936111571755	-10.455628136171438	22.159421064399567	-15.037314968491726	-4.799160407410132	30.82661737217129	1.710000418371373
zangeres/noun	-8.277716932560958	-13.262616986492732	-4.845657075745694	-33.88959523804098	18.392870424433298	8.33845835893838	-22.2603973447917	-14.953597343292643	-26.77665489131834	-0.34840234577884105	-1.7265177473564826	-8.53295707973676	3.5453085225990275	14.158497303625524	-7.561620565218519	-35.50676304779066
zeil/noun	2.344821222767352	-2.317142651861213	18.56977427238171	-15.487338591706278	-5.381463550154904	8.444810663709103e-4	21.523062195913692	-7.049061225700583	1.9193183299126522	22.8533931950133	-8.168181872831799	17.48482884792651	18.10888168847842	-13.150649457930331	-1.5886935785259868	-21.926147175066532
zwart/adj	0.34023586862429755	3.0420930790478096	2.4926224137640385	-14.28385891760421	-9.270284386503727	10.478713526497437	1.300976683661833	5.784438153230692	-10.832099827253655	10.391211435143768	6.021542000464044	5.481966166391446	6.412241237442914	4.3173598300307825	5.6659706476265415	-13.751975384780872
Braziliaans/adj	0	0	-20.79634624153565	17.566188059626093	22.459404223356376	-3.498060120758069	1.2540511345856669	-17.123842187704945	-18.10348886151228	-26.020545318143792	15.041404246822646	-22.090332923257076	-0.7103040591758879	6.675875836589267	-4.257253453738915	39.3714377173923
Caraïbische/adj	0	0	0.925294501967908	23.819107550787344	-26.1652878633784	7.130521391389726	-3.089619627050682	11.685611658979491	15.626249333798121	36.21393704014725	30.53830323326927	3.2955843459756395	-4.4792248014844995	11.632305416814262	-3.795314473250105	36.721387668826544
J.G./name	0	0	28.592804796559403	11.579604699559013	0	0	22.94362658225492	-21.731869927835373	26.49082559086977	-14.55260787756583	0	0	0	0	0	0
Koning/name	0	0	-22.664103172223317	-21.150830968528396	0	0	-11.540700967377827	-30.9421582188833	-29.197682877670285	-25.512603643350793	0	0	0	0	0	0
Mexicaans/adj	0	0	-20.467048700459625	17.42342099212788	22.117081351805417	-2.948547428644367	0.6796243691155118	-17.321697075905096	-17.36267993686109	-25.781357852483026	14.44332342011806	-21.378957135567177	-0.1685052324865006	7.171152340966353	-5.58197888232527	39.02841247524073
Rotterdam/name	0	0	13.858828029813976	4.5974544841060245	0	0	1.967213287535897	-11.283700537915763	29.988074192468144	24.971919952874117	0	0	0	0	0	0
Thuram/name	0	0	-29.80301575988146	12.314358305800292	0	0	0	0	0	0	0	0	0	0	0	0
Wax/name	0	0	19.613935824466882	-3.6973080234305615	0	0	-24.71020100055919	16.360320628054637	15.602942829922252	28.718106934136436	0	0	0	0	0	0
aantal/noun	0	0	-7.254096912504699	11.579567359908918	0	0	19.101314825735884	5.311206519433925	20.2404553081476	-25.0127496547944	14.29867779295316	24.28588063368057	0	0	-40.27884251857431	2.0313117198471655
accent/noun	0	0	7.260009756948155	6.0996108119250625	-5.485898444780193	7.800670053582381	-14.655892504430035	-14.125087175287916	-6.8168513953212315	4.6159953956647	5.804794739324603	-4.700520666267867	10.168420416082201	13.60575806677978	-0.06328174115402589	-4.102388574653513
achter/prep	0	0	5.072860979910552	-7.664952123210257	0	0	-6.619501482950914	-1.2368056237401204	8.285585446174279	23.666654806507115	0	0	0	0	0	0
afkomstig/adj	0	0	-16.14930126300637	-1.355235952200015	0	0	2.8770270530641167	-12.752907597647257	-14.0659247752722	-15.465680487523759	-10.47752949971458	31.110803176451927	0	0	30.602225296717037	23.286435818282122
allemaal/adv	0	0	16.069762609327228	25.147504748778246	-4.47551354659906	-16.824119039450906	-6.388787444385654	-16.102125212419686	9.177828452190008	-16.236530282747736	-12.587516675683984	-13.196862085325815	13.841163227046103	-4.49784629465931	-25.174964468889762	-10.736512983907541
allemaal/pron	0	0	-0.2645171267989638	-30.319875324661783	0	0	10.384328426340861	-17.703778355628568	19.606926503441557	12.068493101337838	0	0	0	0	0	0
als/prep	0	0	-12.204263921814393	11.976816766032764	0	0	-11.17848952053234	-3.8741358018186602	-6.972821603907621	-15.907359723745609	0	0	0	0	0	0
altijd/adv	0	0	14.062214801693568	25.284181514487784	-4.202385422596074	-18.23643803245632	-6.539976391653833	-6.993088636933928	10.724515465857664	-14.551832944338525	-13.294164373189433	-16.49478530752828	14.049278277014436	-3.2124504579292936	-25.984196585736022	-7.505494203895175
anoniem/adj	0	0	-12.72616225707459	9.489968281346165	12.73532078329141	-6.39479453792251	-12.618750786530008	-18.788545088163545	-7.735062256899947	-18.92082550705085	9.037337893855117	-26.277367142541582	3.514195220565573	-2.797064536932269	-40.74205748530536	-4.786528418096851
autentiek/adj	0	0	-3.418949878623449	17.648561253817633	7.914156104821508	-11.187783732717907	-11.745852114320705	-13.204852798995425	1.8798622195086216	-6.8365007481270545	6.918571344895686	-18.546891907436017	12.487633508398488	13.313432808180822	-10.397802913221332	7.3455626709190245
bak_DIM/noun	0	0	-15.391792215923019	-11.274738267934033	-11.622615352643614	-5.06112690398046	15.09522538454181	14.299543100915713	8.935560025310618	10.459464189206866	-1.099456010490302	26.611454736529407	-14.35043890062397	10.67084594808687	33.13177524767596	10.473643090307512
bamboe/noun	0	0	24.31433930005019	-18.12529502506901	-20.811510318982556	-3.1284452375969756	11.56998980876712	-1.139504923692955	-28.801839711835008	26.972205340756215	-3.5613273048700513	22.034481307493902	-14.28965414531512	7.231135521716677	-3.7966254146517433	-9.18394194903906
bank_DIM/noun	0	0	9.917337491294365	-3.120484081531114	0	0	0	0	0	0	0	0	0	0	24.503084393025652	-1.7749883624645575
baseer/verb	0	0	-7.103356677450703	25.860391420476464	13.927883717467541	-17.22334767958112	-11.514715169952352	-7.96622935411904	2.492124752369283	-36.385299723103635	5.26938029942385	-30.281175723413785	16.863703836115466	9.246265950620465	-35.248571896739705	25.253175296471053
bedek/verb	0	0	-0.5294302718964861	-13.360680571831113	0	0	0	0	0	0	0	0	0	0	10.97420823293183	-4.257247507137333
behalve/comp	0	0	-8.500529303860972	2.6259770094108585	0	0	0	0	0	0	0	0	0	0	0	0
bekijk/verb	0	0	18.877787190918486	10.886736673276287	-19.973206289858194	8.764800457902268	-9.342546822225867	4.157971060879199	14.892763285892029	-6.528155532279693	-9.270949354355023	-2.6749515602006966	10.435416626433765	1.5047894228650847	-13.065206406158723	-8.943609864544516
