_id	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav.x	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav.y	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall.x	gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall.y	gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall.x	gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall.y	gekleurd.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.x	gekleurd.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.y
afkomst/noun	-8.170997670465086	-10.813510407995162	-20.438703490693793	21.554360979304356	23.262920496918767	-4.203467598310808	3.245287373748294	-15.67622540709772	-16.79383900349695	-28.850386542850497	-11.67947533091495	-37.195310656261036	-1.8955657994041835	10.786562051384681	-9.212654583382658	35.215686404136605
afval_water/noun	6.524898655706339	2.34695810051809	26.046766256446798	-7.671560391439243	12.191198034020648	0.8492200527084169	23.639661401817197	8.496908837228052	10.112312569731051	37.11523597652421	-15.88643550804962	32.12495484008836	-15.79404130756149	-2.194480899404372	28.643374423037542	20.830769543328174
alge/noun	13.732508998050069	3.1789270256799944	-11.004246017983707	-16.058215795301066	0	0	0.09853097383363751	39.27500697405134	14.740016103175332	11.47948850149751	-7.713898627050363	29.858850001874977	0	0	31.38013270816492	17.749477412711904
anders/adj	-3.497783518165049	-4.6084677645298875	17.37043452044206	28.37500665121694	16.424222877534163	-24.356837134863326	-6.290808527434546	-2.633003644787462	11.123269762658811	-18.423397913909543	-13.920089764912495	-14.636980597959418	12.819668312721177	-1.9412257463459763	-28.00576961451997	-10.660111067065746
apparaat_DIM/noun	6.802686656096815	6.349783963045301	0.7525217760900161	-33.63528514297048	0	0	33.86932828520886	14.379592178446924	-22.476548299967913	28.018984647935646	9.13087542211898	18.989418952224764	0	0	9.611377133535617	-40.91463807174445
aquarel/noun	-2.531523080548798	-1.6080028895349243	13.676400877858928	10.682533538613413	10.763163626560592	-4.04823870921888	-30.784023253741513	-9.658693893111488	21.291559871522775	-4.9244211491357675	22.17807354005537	-15.746479192288787	12.551078536649126	17.580744230142976	-1.983686530972934	12.839171147027793
baksteen/noun	4.282429928792379	0.3241118222356026	12.52960005626844	-8.16098886379834	-1.7531393801273432	0.3559243733191526	4.598759233085853	-26.723354977407514	0.2338310174153237	16.92248007599769	-8.217115854991302	12.588363356712973	13.028557603866048	-20.693377393773375	15.730105729904128	0.8982249763019422
bal/noun	9.23726356643769	-7.740520334094859	-5.410217054372336	-24.993372370697816	10.448932442181087	14.569195092231862	-6.848932599037959	15.532266755617053	-2.4308521475141456	31.118042562786822	-24.2565949707725	1.3692580015534999	-3.7991098643046457	-10.222479455385006	30.929553949475093	-9.639012803988411
bal_DIM/noun	9.274049972378759	3.9321281519107334	-16.923075627772278	-13.528291777181396	-10.109486512455794	-6.46862424783839	-26.342986892466907	-27.701018227968852	7.229698081044191	8.622497001648625	-3.210181571265281	27.13676652347098	-21.029269376567633	14.431379346449974	31.17724426453473	10.84396051462238
ballon/noun	1.426194398251996	-0.5660572475998544	17.25153928265576	-18.671053522259996	0.22246132474429628	17.356467902255492	29.658110193097105	-1.6499131869441999	-8.476991384021765	24.270491188336138	1.4025356760070582	20.53537396003333	-20.027636327807663	-4.678586036295771	18.326971655235347	-16.93165658607518
band_DIM/noun	-7.22224142501222	8.189135816241796	13.966268282531056	-32.018705117562874	-3.4812182765608504	19.926482717996965	-26.50071903050988	-14.467923991381717	-21.48040241860914	19.844936839897166	16.97934255393414	13.227501204315448	0.3149549148247135	19.533795113419572	14.692361731132157	-23.993184724337617
barst_DIM/noun	7.091631773521721	6.902615003452367	7.74222466106594	-34.903115807988605	-1.0054173450198471	4.268596965854884	-35.23163061804155	10.68295438347961	-34.15271938029713	1.9271736443141982	-16.953267118708563	-0.19413124182002653	-19.45527202450328	29.14165015484623	4.819725574287984	0.09411763897627971
bedevaart/noun	-2.2457883847358566	-10.35886284412895	-15.940905364109149	23.047476304592863	28.725904183764378	-13.698431215224081	-8.989235200174065	-23.555539245008124	-7.536794565708346	-28.49217527699831	-5.18127152679365	-44.612210384688154	-5.851583444944404	3.151032477862018	-16.344323210403456	-5.8162683644114574
beeld/noun	1.541490706616468	10.459069609876662	9.761553785838945	10.7681835403137	9.860187600788885	-7.641124406447276	-10.011006302695979	2.476990743866856	19.088273865677287	-8.803968264945976	8.562317381465254	-23.94268871035108	12.213607900603746	2.2778258028091707	-5.912685698470832	14.258956878646705
begrip/noun	-10.962926410012141	-7.0067174860232475	-11.500467535979068	26.938820162964145	18.39039257705921	-21.353131545031303	-13.507569823637205	2.1994298291330723	0.6884774911414449	-32.68637378576891	1.2600130094238071	-33.10314884470255	22.385248899532655	7.493057012021457	-31.121487899002297	25.040154798128285
berichtgeving/noun	-9.549857183768102	-2.694289469619158	-6.459298348377094	29.900999448799066	21.21650731726992	-20.752175855450194	-10.609709943301288	-19.217727699083806	7.093769198383453	-36.18543334645907	6.410003088140776	-36.13791361127049	12.161957150786382	-11.019844366683438	-28.54626975282167	27.968213969059033
bevolking/noun	-10.065839251974884	-11.252852198235022	-21.48650069092566	26.469734830852083	24.41093524320425	-9.428669896743587	17.99076477061196	-11.678292650829116	-12.413260730012054	-33.24899708548706	-9.868186931670172	-40.47858436507476	-5.347639680063554	7.524117054923646	-16.311488087497132	36.83981195048518
bij/noun	12.19614435478259	4.597920037014029	-9.623216109874809	-3.8507087141982392	-19.29454194276669	12.541538813267168	-2.459272855298607	8.40683848942003	-7.123492356025335	-0.3604560193039927	21.81265128574902	1.857024876409763	-5.344805289006773	-5.7824940233692965	22.37431866781625	19.85369264710252
blad/noun	-1.0796618838209775	-0.0902208042817478	13.10235898630605	-13.14918439982473	2.827923667574518	10.087178022153347	-1.4541485535381202	-2.381274784873153	-28.01397380369149	26.010586500524955	-2.6061706408580005	21.067869001730124	20.469247297440788	5.39530720436455	-4.931293187839115	-9.122569342634922
blank/adj	-8.715632583352543	-10.593813945961431	-20.46282018270629	22.227558630284044	25.0312179942144	-5.579658607284605	6.965336908811254	-5.508971224031205	-15.875487895005536	-29.801120183641903	-10.547872764098441	-36.870817928924886	6.149705635075118	5.526245671921448	-10.65261275306974	34.97847259865652
bliksem/noun	0.12097190370178158	8.292904835303233	29.133726032841505	-6.619112097313577	13.869344187975253	0.34641073667368016	-32.52568602543714	-23.962443958280858	12.724715851088435	38.952108648571425	-13.592168442891337	31.641038888139267	-15.055443173739885	-27.56277432517066	34.96753664007827	4.947304224372482
bloedrood/adj	1.3382468361341766	4.05337907096806	2.0120897658701207	-21.548151541057052	-11.461051296376796	13.482264551978687	-33.82624133845674	-16.066450408458063	-15.856863302404882	11.674317612730324	0.12774286678350688	7.905750355255536	2.974350295593782	17.923479319480663	9.629988774938292	-13.87336010354748
blok_DIM/noun	10.448850746769395	1.6558696491717226	-17.986360281852846	-12.757703259662788	-11.043031354499705	-6.676255969506654	21.506390318508316	16.026810141807857	8.39638652676233	8.801464075777345	-2.6879450682478447	28.35309954648427	-18.672763727349437	3.699252422662376	31.041529219122438	12.414707661795502
boei/noun	3.952237999543477	-6.411491369989631	20.917338457374694	-16.480069159655763	4.461441985543482	-2.742837459349558	6.64005428882421	-17.418789077573145	6.440329571347356	31.047761784303173	-16.639073568602875	24.991604077785315	-1.526682516073532	12.931197292701938	-3.695513029377577	-22.620443341668235
bol_DIM/noun	6.260498862736357	5.129831263565912	-15.510184661118833	-15.017541748042149	-9.983993040963224	-1.6187517314032744	23.044433108342695	-0.2597921015891525	5.554714140401741	8.619159765226819	-3.4958175161766114	25.489278721181027	-20.106544497879746	-1.1981855727126254	29.626344771240834	9.725044592916344
bont/adj	-2.3305101325372126	4.8811774888239245	6.43560914683188	-21.878414384797487	-6.692006694164483	15.210477653131022	-20.809728088977867	-23.267613783045423	-5.251103433592348	10.621386284550367	7.126295147208004	10.988447355281055	2.925730548757393	-13.233749148890828	14.569426733989225	-13.202098334494856
boot_DIM/noun	3.081866216976374	-4.383916316742939	21.702632961721154	-16.130771782052093	-18.65356104976046	-1.5075991216222906	10.564450279464209	0.8883681528218168	7.955733132630589	31.992643130781257	-18.313343466419713	24.865008701241234	-0.3605442785197453	-18.442898979475938	-5.068979642606705	-21.243635370829526
bord/noun	9.795544354968468	1.274935962925535	-7.9065980516714545	-10.6763945264473	-8.106539524949651	-4.950116194945878	-0.11658864540780084	19.662511977702458	8.742518480105948	16.697792919447224	-1.126128895267529	17.77315976648689	-7.3305718479693684	-16.792303904299942	24.724312873766973	11.202108838291707
bord_DIM/noun	9.540209906133471	1.430408331912343	-8.168886263543476	-10.884035585165394	-8.44299351433748	-5.1562938912125595	-0.7857961167790648	18.674034191073655	8.921080407518609	16.47345148109021	-1.4133808845141271	18.293564978266815	-7.2793572109222975	-18.417847377506842	24.859951874792564	11.367501136345695
bovenlaag/noun	-11.311168112898404	-10.453250761126915	-20.7024167949267	24.506274733327484	26.006917745256956	-10.15505774300325	17.156649823657705	-23.172392171467333	-14.381328304625566	-35.57298372519154	-7.280092470715691	-39.30758165895489	-9.76050119630057	32.090760497703535	-16.261901817077458	39.86305322189161
bril/noun	-6.018667217790891	6.049620154780651	12.53009148035988	-23.523287837203927	-5.814292846870134	19.202266583050765	17.97820872059175	-6.735251468699197	-20.885070504330084	12.964955083061108	12.194681484345109	6.524656543964891	4.865708731501043	21.117688755475456	6.661062962036038	-29.267893577976857
bril_DIM/noun	-6.804352750881532	6.487651755070781	13.462517925433932	-23.09862943419988	-4.584086747896386	18.701983857843636	8.451658358397207	36.8534250882204	-21.813171415632464	12.415960398498232	12.35483486900662	5.280416342039897	-26.700736313696552	16.057280250038122	6.420480192254088	-30.40892247638009
bruin/adj	1.7293353540230392	3.004807958800847	0.9349672304541564	-14.239992047435242	-9.27890781263028	9.003160891553915	18.643456183548146	16.287598729025582	-10.100721386663324	9.416338392764516	4.394594543001038	6.659161484071302	-3.101065081062861	4.340670150095467	3.9966244628747383	-13.435524183474898
buik/noun	-5.198767658052946	3.679850442063867	3.038398911487963	-30.758476271437512	0	0	-21.425664232654817	-13.75625543550964	-16.089171607192316	7.650039686878851	5.2268734941807224	0.9043975527100184	0	0	2.86055354753384	-33.85556053304025
cast/noun	-5.734378705063581	-8.369709213735831	4.733905651941121	22.250003449338443	18.381823462832326	16.452413515767773	-27.671551594446758	4.354974997273777	17.978004730086795	-39.90470475890738	27.97611575313874	-24.21005062711503	10.02954195835161	4.784539876294357	33.68302435956567	-37.173902143312816
contour/noun	-2.2453175673004586	2.054469570047472	1.6568703046888402	5.71355252891444	0	0	-21.018494734946835	-35.73482888975389	-2.919151163711821	3.8707293261068028	11.775556181641587	-6.253729620985676	0	0	-1.9169955228056654	10.161244745720378
definitie/noun	-10.978774655203717	-6.869774569082049	-10.403291941641104	27.52318221510259	17.936342335451275	-20.599626220151837	-18.40291896041775	-0.7859928382449242	0.8820580105247594	-33.37399864287339	1.8672521884431137	-33.34746839644985	19.06894294115288	-7.443120976404099	-30.585237905005055	25.128135089552565
diamant/noun	5.023648938015798	6.214811903044487	-18.119891310241854	-27.342091040204064	-2.4667090191637584	14.982643551998748	26.987009049071332	5.052888698254486	-13.936417155517386	28.866421874481663	19.459761054418138	17.922933618940327	-12.446192831719221	0.08791547987229073	14.417339560097936	-37.95829664404718
ding_DIM/noun	9.385005403892348	5.234609317876398	14.525701324228175	21.862721375223956	-2.3288164326557186	-16.98923921229031	8.48858988218517	-20.461698449850587	7.74467626586889	-13.292266058700944	-10.492114741831157	-9.980930483893534	-9.733183824389144	2.926186799198897	-21.126902998410877	-18.41186661671213
doek/noun	0.22874521836436898	1.4031628710315802	9.71915273112746	-11.008234286456052	-6.632994497433153	5.856059300958861	-30.27312775188782	-9.66127099413678	-3.211844116636621	15.838180712397545	-2.255743806679471	8.181843314504292	12.551381525276325	16.821160898344232	7.241200707310716	8.3986928024894
donker/adj	0.6575145201112631	3.76899211763744	3.739607085871352	-13.401634963057873	-10.356399743566392	8.581385146715812	3.2950971363383093	23.09555083991479	-11.37812929505453	8.78164104690716	3.997194534585153	3.5492300007383517	3.7653589801921092	5.824776081680039	3.1049949768176157	-11.504009569659098
duurzaam/adj	-12.265358447311662	-7.86216725594905	-21.373387146614554	29.192405489609047	20.783912598645973	-11.87033564366862	12.553458443431122	2.0523323499688955	2.028677055943621	-40.425946793205235	-6.531937742740811	-30.7655718283506	-1.2183160723621371	-23.30119800074496	-29.80565595014672	35.8264078078356
en/vg	2.57386416169235	2.4975644429897974	-9.297498182716298	0.77485484758958445	0	0	-8.106218966668102	-0.9216813163692843	-4.623042297703938	-3.7537507830325705	0	0	0	0	0	0
episode/noun	-5.644693357019652	-8.847532973736278	-4.3915056882659815	22.48501595594756	11.01773588213824	-15.720925153526206	0.42863920792373117	-31.13418067651621	1.2693525441471534	-24.82030704452274	2.458308454332207	-25.645318042790503	-1.1586835150552506	25.24256649275054	-12.004765773772434	20.726323809352824
erg/adj	-11.485207392404947	-0.10502430915388179	7.8429010107196016	31.399991896513495	0	0	-10.74345223805001	-5.78263689167101	9.457501537449147	-21.649129978662454	-7.0009127719265285	-20.724780957566367	0	0	-25.06156711235078	0.039240945308256316
ergernis/noun	10.736101584901355	9.267273644726293	3.3990750622810317	33.03474620122459	9.889956725428027	9.085457651515272	-17.84808889373211	3.9072587540732497	12.413401705499325	-31.736796186091407	-8.76915930963635	-15.103586048634858	18.098758899275765	-1.2488262673584198	-20.918148705720828	-7.36670864575714
ets/noun	-2.8501066284068424	-1.8738991884476868	13.488313798512284	11.009145517908422	10.875967132003117	-4.523818626248338	22.96933063369145	-2.743312553310225	21.401931569454483	-5.297376814071272	22.00367802280216	-16.18848018906093	-21.389079515948065	3.1003967834319246	-1.9002351378960147	13.31470477283162
feestelijk/adj	-1.1219891524821162	-4.706050243906152	3.244387247172042	1.363274214953416	-2.2361956285857154	-12.591165815615394	-14.44357513527969	-26.973013311310417	2.631653610280496	2.136421810739362	2.2912152152134238	-9.83051012432527	5.3474217419737995	-20.60897830503869	14.3195329278424	-10.634320449768838
fel/adj	-0.5801564918042326	5.273017590673732	4.443817573931043	-17.038750098516648	-10.840306741238368	10.858616811512437	-11.965011630342433	5.208468517023153	-8.358267767165195	6.4754953378210525	2.7111873321859403	4.831830283600591	18.844144501289954	-10.107691767703175	3.3198905586481646	-6.053098936388165
flard/noun	1.2910524885560482	9.70192886027322	3.187136030297059	-1.5797089116293994	-15.8063391841131	3.1463210590159587	-3.114469157189355	-7.441016635981888	1.5891339106479667	4.971020463533753	23.48922535073951	6.755066463832328	24.421391861395026	5.222185491411575	0.2792122762791646	-11.440493440330295
foto/noun	0.10896902669076249	12.180293962850168	11.09042817049097	10.069930576583916	10.345650475324438	-6.384104892198987	-10.911300756613942	1.3381429947132557	20.565958749036962	-7.367462599886275	10.40229735815736	-24.174835529729783	11.150901701336805	3.540862189340004	-4.335559074200357	12.796478101285713
gedoseerd/adj	0.2820805654310927	-9.075765973948254	1.9884142313174316	27.11820782718205	7.6355070031426004	-8.882439307793284	-10.037947881035803	-36.62433799314788	12.591576584093966	-27.4510301740763	-15.305446657656296	-23.01851867738345	25.349597531871076	-23.219232892377743	-23.84311175194634	7.560935268712627
geheel/adj	-6.742954961283183	-6.535438171666239	-22.187225136058064	8.633287118846264	4.784094963522086	-6.0243505889872555	0.5315325846128901	-1.6380494256282436	31.674805907995143	-5.162991664024677	11.95435233869118	-16.89602674556494	12.397233334972768	-6.068871703223475	-35.71888170994122	-18.36984708130298
geheugen/noun	2.378916830749077	9.77366640082964	8.85770223959224	18.23601930548639	0	0	0	0	0	0	0	0	0	0	-8.07478677471213	23.600950724856556
gen_therapie/noun	-12.620762834777242	-1.2072303324424614	-11.88822763666404	35.06764016496782	0	0	10.164970753214487	36.21144678928357	4.956094577495486	-29.401416886579085	-11.657993131231432	-27.293313118892144	0	0	-39.722386323414945	28.903729873501934
genre/noun	-7.068296546612696	-4.728912205037654	-1.448199151026102	22.335889463073404	15.455412578746413	-12.664994764132125	-12.036478189916977	-4.538020727734452	-0.11279307091777419	-28.429092150703045	3.8457735487993308	-28.54516676347756	22.779626928254665	2.2499624271776253	-20.43552150062953	11.175970779958682
geparfumeerd/adj	13.517980476055458	1.364111881013	-18.3439792791655	-4.318628844018293	4.438517273515985	16.79042177461026	23.91997728046996	23.335603395603673	13.908483152457684	8.618021896680803	1.8685631459106002	37.50410166204017	-12.772096742650065	-10.078566434431984	45.02019585554785	18.46107644260163
gevel/noun	4.092662061613863	-1.0157246479931878	12.655487094617143	-6.393701049386846	-0.17077802039575726	1.2561124961205914	3.996175446446344	-26.25121971327136	1.5640526274725097	18.266348687773586	-6.515237759474179	11.128890136918002	12.447247900571055	-20.00483683155706	17.194785072438435	1.8733404063698111
gezien/adj	-12.830716549066567	-4.68751334629263	-9.17412106646339	34.36524939907875	16.840591941639044	-15.524989758786718	-5.492863935477385	0.027210034403256648	-1.8739505426598528	-23.449779216070763	-0.3957354751155959	-27.99277637225246	25.488830990432156	-3.707807226735953	-33.926665123013635	32.94104544900074
glas/noun	4.031865518768449	2.333808838443138	-5.412969649272998	-11.62027969473243	-7.7874542499361326	-1.6907858018533495	14.28773562831866	14.021073897021353	4.6574503886320775	13.99084372229103	-3.656307054734879	16.469885681405586	-13.30793324541361	10.56176740810092	22.52325238055897	6.245615643452639
glas_DIM/noun	10.856099472169094	2.5589442227830506	-14.127269390913957	-11.495637469281744	-13.221116793454685	-2.954334528862233	19.128046076545864	20.277282671875096	-3.8802732403659235	22.435195405164638	2.7375752904264723	26.07761684487453	-18.432701757650577	9.624598338309564	38.053034017816444	8.478852230831551
glasplaat/noun	4.293078489356142	4.47462631185287	19.835379341447297	-8.560062088334982	-25.22121067596343	-5.273756442025658	33.155998969598265	14.777690090742492	-2.0076734949849584	19.56254880250917	-9.648505822854895	7.691168072273565	-29.40736293346597	11.438097655190012	18.29437482034504	11.550549574099833
grillig/adj	2.79126947109125	7.251152853017656	1.682746922941377	7.964910572719988	0.45780062420240347	-3.7801019473683324	-9.539803475278115	10.848108332357757	0.2925418927570755	1.8813494813654408	6.220992098510063	-9.04806121247261	28.277246362180954	7.8956986608311475	-2.504611073170846	7.807307052594676
groente/noun	11.697569424901857	0.5353930103673555	-20.448507330469763	-8.964745556242095	-13.47020051537446	-11.816982338859546	16.36090511252309	24.569657160159686	13.221098596459129	5.080907219783021	-0.827131041904007	33.33292600823521	-13.675011644741316	24.701719790163352	39.55175021190805	16.299566524087247
groot/adj	9.941120101024561	8.877122180869597	-4.357878298511819	1.8876238165330552	-11.469108033541374	1.409337616996439	-0.2955847957612512	2.4688542750870632	-14.432111693758534	-8.528915969845302	-10.6301546565741	2.542227461270968	-0.34697528299983577	-1.6267692986796924	15.77813147478272	21.422497304265985
haar/noun	-5.446772017880836	4.968095158098813	2.4728198920378746	-26.295564684051165	-14.249754803710307	16.617092957652364	-21.563517329930946	-3.7614304025141125	-20.06668372022795	8.63728222728947	3.4360717660536895	-0.2623847550203886	4.5557775555919555	10.762225626588345	1.0688307300399078	-28.58616945730833
haar/pron	-6.042879898653386	4.821218882440221	0.6480050888650147	-26.832042645570382	0	0	-13.809554159454532	-4.376848852873555	-21.73100874624016	6.2467438857661195	0	0	0	0	0	0
hagel_slag/noun	10.605444900151694	-0.14297058777104377	-24.308278336575036	-5.895930636283465	-16.482743298371762	-9.308079442855952	22.009003419032364	31.414932312489956	9.24984605940612	5.705233668775865	3.3289187654197145	31.249996772797203	-31.280500361104856	-17.001305194811277	44.368745854547875	13.60828801339522
helder/adj	1.2048322154865807	6.302524653769205	4.641044821258676	4.556457016377193	-12.51517049312045	8.062168133031586	-27.231098902079907	-0.7726126718978502	-9.012799763191918	4.301516251755759	9.460686821557589	-3.5298329780417967	24.059132510843806	10.555072053199108	-9.52799159285668	5.146380863152718
hemd/noun	-3.884813436365494	7.118277111119669	10.300534167840683	-26.646574496052995	-7.724678576914514	21.260081614020013	18.56527209516813	-1.2788577581371923	-19.188402928401764	16.70734564432189	13.923210603276727	9.177632837308053	-7.550786663544216	5.346830808047744	11.497399333267802	-27.058218010424007
hemel/noun	0.6546630647724507	7.252838348650847	-5.797277965784309	-17.99203509533312	-14.813093327764907	6.330155859524412	-15.513927517279201	-9.155389435062935	-10.541743144819073	5.39460746843354	7.965378209066784	-2.3352177236082174	19.993225172343067	9.706841807403093	-1.1022309269388122	-17.113803247561744
hilariteit/noun	11.090482061107537	8.494462072091713	2.8141304001351433	32.05406943008779	11.644737564790729	8.212954436918986	-13.280078924440817	26.90979296692155	16.906473316519488	-31.290577830663175	26.021745249113764	28.2147728732254	-23.07158848703441	-16.142107535476324	-18.28562907360005	1.0935108435360423
hotelkamer/noun	-10.654601585287502	4.091845037183981	17.58616508870497	-3.9187224920582717	6.910215142333349	3.092839988093228	23.95187873439358	3.5779085748865196	15.148443467142956	26.929045366383146	-15.87657566204468	9.47533599595128	-17.868233754914673	-7.3867749724296985	14.471158497422483	11.121381082766355
huid/noun	-4.442467593507844	3.5212851663911184	2.1247206499032547	-27.294337596766898	-15.518402985973898	14.802542419612513	0.1562417030643484	25.30479499856267	-17.741523597538645	7.181980208496191	4.38211605689772	-0.9680017226539306	20.38415945648804	2.762472955237555	1.1085111480635423	-26.76966205088962
huis/noun	5.385309470365664	-2.413167071849709	14.789174589570129	-2.1587273259862907	5.029416355432703	1.585099533030597	0.4286540507350201	-20.228171212883655	13.612654404338107	24.059476039569365	-19.95991408544663	14.149867862085909	6.83499427172638	-11.479695465610163	19.79835379923336	-2.6256002181348834
huis_DIM/noun	4.873398486203525	-2.51565251265452	14.353978552530142	-3.452759891304943	3.0284597858598175	2.2869134750867883	1.991560815835049	-20.27268921046278	12.620450528027947	23.347089730658475	-18.285513971962654	13.809973421250055	6.574574331978716	-12.891359747289648	21.199510118696356	-2.3380572260418298
huiskamer/noun	0.29999237167560155	-6.848381843695163	7.471584824631251	-2.5797464603632845	0	0	0.22010978927575922	-25.735932213820114	15.24698440171965	22.215020349938666	-18.515019175910442	10.071976670163819	0	0	10.00472015340579	13.16262379019036
ideologisch/adj	-11.097003081215176	-4.578970074715539	-14.812209940601212	28.937029626178248	21.243056636507298	-16.138978595254912	-21.934114692720488	3.2109669439320276	-3.217287588041051	-34.32225847888334	0.2263932036603136	-38.24010341351225	-0.2444998028531173	32.57742256434263	-27.073783736246146	31.461575402963867
imago/noun	-8.14065607413164	0.942537623384156	-18.79404518443236	5.518540465446815	0	0	-12.469542519537494	-3.040428500606574	-9.441029307070519	-3.016868794869848	-3.094332833809284	-12.80259803776075	0	0	-12.742826927041138	-19.31961272157589
informatie/noun	9.368148013275194	-2.625202966894168	9.068056348758036	14.45402602894304	10.905492947678162	-9.746801422563632	11.472509329520063	6.3265736174469716	21.14587814182546	-13.530687585406342	10.907612747190754	-33.83151473335715	-7.9036688312333	-2.5085425526841045	-17.59740286063374	20.85615414437736
inhoud/noun	-12.167184499462733	-2.9098999620439585	-9.316969117246861	20.25328003698578	16.055058149147257	-20.029737558690105	17.46807309176632	2.750588397699425	-7.774530389291047	-24.621228757262674	6.469901509488968	-33.45908784578999	-12.376598568982734	-3.774864883004051	-28.050647626952188	21.743758804519953
inkt/noun	-1.1481632281260938	1.057686834937017	-2.4644388874958665	-19.31586998045578	0.2653498928660527	10.84692166643144	0.15352152710667788	31.158057712730503	22.87577837622677	-0.8712143213692463	23.64748147502307	-10.885475657461395	3.9837323294361298	-32.084303842950575	6.068985773732175	4.594443411954642
