cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name	2.0900023	2.0	1.184729	2	19257
!/punct			0.119353175	5	142029
"""/punct"	0.12482192	70.0	-0.07242347	143	4844510
&/name			0.17343445	2	52896
'/punct	-0.21912931	28.0	-0.067170516	81	2720890
'79/noun			5.268	1	160
'96/noun	3.9973338	1.0	3.083533	1	1417
's/adv			-0.69667304	1	62265
's/det	2.6312416	2.0	1.7267166	2	11206
't'/noun	7.8101106	1.0	6.9007134	1	32
(/punct	-0.7294342	17.0	-0.96203315	33	2759129
)/punct	-0.9021856	14.0	-1.0480437	30	2758869
,/punct	0.023243593	240.0	-0.041010704	560	18092245
-/punct	-0.41485408	9.0	-0.38220406	23	1059446
.../punct	0.8185108	3.0	0.42257068	5	103573
./punct	0.40676746	540.0	0.04944382	941	28225482
//punct	0.5456914	1.0	0.34866711	2	45910
02.50/noun	9.068892	1.0	8.177141	1	9
1,25/num			2.626133	1	2265
1/name			-0.572482	1	56531
1/noun	0.11436916	1.0	0.31168577	3	69141
100.000/num			1.0587131	1	10904
11.000/num			2.8521597	1	1814
11/noun			-0.1600175	1	36830
11/num			-0.26157266	1	40771
12/noun			0.5223011	1	18653
1200/num			2.6295733	1	2274
13/noun			1.1076655	2	20739
132.000/num			5.7416034	1	101
14/noun	1.1360899	1.0	0.23183176	1	24865
15/noun			0.030182928	1	30549
15/num			-0.75885713	1	66844
16/noun			1.1402434	2	20089
1685/noun	7.127014	1.0	7.6011453	4	62
170/num			2.0854	1	3896
18/num	0.5386712	1.0	-0.36836502	1	45254
1873/noun	6.210319	2.0	5.297099	2	310
19-19/noun			5.717602	1	102
1903/noun			3.5824888	1	872
1921/noun			3.4521096	1	982
1929/noun			2.8991742	1	1716
1934/noun			2.9116697	1	1693
1935/noun	3.8833175	1.0	2.9721825	1	1594
1940/noun			2.2277641	1	3349
1945/noun	2.7676668	1.0	2.549666	2	4856
1946/noun	3.4562778	1.0	2.546199	1	2444
1948/noun			2.2357237	1	3325
1960/noun			1.9195625	1	4570
1965/noun	3.039867	1.0	2.1293457	1	3701
1973/noun	2.7212806	1.0	1.8105519	1	5091
1975/noun			2.3767097	2	5784
1976/noun			2.3844187	2	5791
1977/noun			1.8005325	1	5222
1978/noun	3.3839238	2.0	2.4723382	2	5248
1981/noun	2.6684473	1.0	1.7570618	1	5361
1984/noun			1.5481372	1	6625
1986/noun	2.3148131	1.0	2.0964215	2	7640
1989/noun	1.8587185	1.0	1.6403116	2	12049
1991/noun	1.648102	1.0	1.8353525	3	14872
1993/noun	1.5195941	1.0	0.6079056	1	16911
1994/num	3.6418962	1.0	2.731476	1	2025
1995/noun			1.2452068	3	26842
1996/noun	0.95404464	1.0	0.7359092	2	29771
1997/noun	1.4473103	2.0	1.4524215	5	36388
1998/noun	1.5095403	3.0	1.1096423	5	51305
1999/noun			0.10495367	2	56174
2,5/num			0.8211495	1	13769
2,8/num			2.4346943	1	2743
2.500/num	2.8445566	1.0	1.93902	1	4511
20/noun			-0.2192052	1	39184
2000/noun	0.9028856	2.0	0.6883936	4	62906
2001/noun	0.34016246	1.0	-0.5660398	1	55236
2002/noun	1.5036044	3.0	0.5978996	3	51756
2004/noun			0.17750166	1	26354
2006/noun			1.1677691	1	9767
2008/noun			3.0074954	2	3106
21/num			-0.16368836	1	36979
22-17/num			7.057556	1	27
22-22/noun	6.5839853	1.0	5.6717334	1	107
23-22/noun			5.9421053	1	82
23/num			-0.061271742	1	33360
24.7/num			7.9368057	1	11
25-jarige/adj			1.8526168	1	4941
25/noun	1.7249556	1.0	0.8238929	1	13820
25/num	0.08795044	1.0	-0.12524402	2	71011
26/noun			0.8579658	1	13371
28/noun			0.7712418	1	14547
3/noun			0.5039371	1	18982
3/num			-1.1282201	1	96814
300/num	1.4446511	1.0	0.5388541	1	18263
31/noun	1.6764611	1.0	0.7730101	1	14497
34/num			0.57693577	1	17620
4-3/noun			3.025388	1	1519
4-5/noun	5.337277	1.0	4.4283857	1	374
4/noun			0.42581034	1	20560
4/num	-0.07110165	1.0	-0.9803614	1	83383
42:1-6/num	11.2521305	1.0	10.334701	1	1
47-jarige/adj			3.0907233	1	1455
470/num			3.8273485	1	680
5-3/noun			3.7081156	1	770
5/num	-0.031190304	1.0	-0.93939185	1	80145
6/noun			0.46466917	1	19732
6/num			-0.6918632	1	62429
750/num			1.9071041	1	4657
82/num			1.528891	1	6772
:/punct	-0.15837249	24.0	-0.60530376	38	2182842
;/punct	-1.1287447	3.0	-1.7553439	4	715025
?/punct	-0.5686003	6.0	-0.4370833	17	826450
A./name	1.2094243	1.0	0.9944885	2	23202
ABM_verdrag/noun	4.680897	1.0	3.7698584	1	718
ACV-hoofdgedelegeerde/name	11.2521305	1.0	10.334701	1	1
AMSTERDAM/name			3.011794	1	1695
AN/name			4.682387	1	295
AP/name	2.0824034	1.0	1.9396696	2	11649
ARDENNE/name			9.775085	1	2
AVT/name			3.1948025	1	1697
AWW/name	5.208607	1.0	4.306663	1	429
Abdoellah/name			5.223617	1	169
Abraham/name	3.9644413	2.0	3.054796	2	2950
Acordis/name			4.7971697	1	267
Advocaten/name	4.6858096	1.0	3.78641	1	718
Afgevaardigden/name			2.8824143	1	1759
Afghaans/adj	2.2555091	1.0	1.3529876	1	8188
Afrika/name			0.40587205	1	20848
Ahold-bestuurders/name			8.960985	1	4
Ahold/name	2.0655446	1.0	2.257088	3	9948
Ahold_bestuurder/noun			7.055671	1	28
Ajax/name			-0.3752526	1	45888
Akzo/name	3.0952973	1.0	2.1924484	1	3568
Al/det	3.4434009	1.0	2.532798	1	2474
Al/name	1.7430102	1.0	0.8359386	1	13584
Albanees/adj	2.1690977	1.0	1.2625655	1	8894
Albanees/noun			1.2990769	1	8531
Albanië/name			2.0293157	1	4120
Algemene/name	2.553595	1.0	1.6475707	1	6056
Ali/name			1.0617801	1	10850
Almere/name			1.5403229	1	6824
Amanoellah/name			7.7697515	1	13
Amato/name			3.8783236	1	644
Amerika/name			-0.38567477	1	45923
Amerikaan/noun	0.32693836	1.0	0.51610595	3	56013
Amerikaans/adj	0.52406484	5.0	0.40851372	11	231449
Amsterdam-Lelylaan/name			8.137476	1	9
Amsterdam/name	-0.6276478	1.0	-0.43001327	3	146502
Amsterdams/adj			-0.44230363	1	49844
Anders/name	2.9365025	1.0	2.7204995	2	4122
Andrea/name	2.9008734	1.0	1.9937079	1	4280
Andreae/noun			7.8089724	1	13
Andrei/name	3.2852833	1.0	2.3771384	1	2918
Andy/name	1.917605	1.0	1.0096309	1	11432
Annuleringen/noun	9.999367	1.0	9.081938	1	4
Anny/name			3.6640613	1	808
Antonio/name			1.5919031	1	6410
Antwerp/name			1.2446259	1	9093
Antwerpen/name	-0.23493889	1.0	-1.1221362	1	98965
Antwerps/adj			0.77723324	3	43848
Antwerpse/name			2.6865094	1	2211
Anwar/name			3.8613503	1	657
Appel/name	2.9657347	1.0	2.0596046	1	4005
Arabisch/adj			0.62832665	1	16633
Arafat/det			3.3207853	1	1125
Arafat/name	1.662412	1.0	1.8540194	3	14737
Arbeiderspartij/name			3.4005957	1	1053
Arben/name			5.3827543	1	143
Arbitragehof/name			3.16774	1	1332
Armee/name			4.556275	1	329
As/name			2.107312	1	3893
Atatürk/name	5.1906734	1.0	4.279557	1	431
Atjeh/name	4.1145535	2.0	3.2118342	2	2536
Atlanta/name			1.8747978	1	4792
Auschwitz/name	4.321941	2.0	3.414844	2	2059
Australië/name			0.57835686	1	17632
Australiër/noun	2.487823	1.0	1.5796173	1	6457
Autoriteit/name			2.6988416	1	2105
Azië/name			1.0392292	1	11101
B./name	1.3348938	1.0	1.5257987	3	20405
BBC/name			0.82991254	1	13905
BBTK/name			3.665647	1	802
BEEK/name	7.9892373	1.0	7.097985	1	27
BGG/name			5.9170656	1	147
BRUSSEL/GENT/name	8.382812	1.0	7.600333	1	19
BUITENLAND_6/num	6.8499947	1.0	5.941487	1	84
BVD/name			2.796179	1	1915
B_kern/noun			3.3502622	1	1095
Babel/name	5.5458508	2.0	4.6360984	2	605
Bakker/name			1.1980608	1	9456
Balkenende/name			0.9262762	1	12556
Bank/name			0.043202896	1	30269
Banton/name	7.0289526	1.0	6.1174016	1	69
Barcelona/name			1.9887681	5	21572
Barcelonees/noun	8.854235	1.0	7.9368057	1	11
Battle/adj			7.1992064	1	23
Beau/name			3.4199202	1	1026
Bechtel/noun			7.5313406	1	17
Beek-Park/name			9.641554	1	2
Beernem/name			2.3019671	1	3214
Beheer/name			3.0505316	1	1500
Belgisch/adj			0.12340026	5	139420
België/name	-0.42218155	1.0	-0.22990179	3	118651
Belgrado/name			1.1025451	1	10434
Bene&#353;-decreten/name			8.725263	1	5
Bene_decreet/noun	8.491329	2.0	7.9833255	3	32
Benk/name			3.9975212	1	599
Bep/name	4.8824434	1.0	3.9731393	1	587
Beria/name			6.327368	1	55
Berlijn/name	1.4011735	1.0	0.49448588	1	19128
Berlusconi/name	3.369878	3.0	2.9740944	5	8039
Bernadette/name	4.4131894	1.0	3.5053937	1	943
Beroep/name	4.106244	1.0	3.9011178	2	1276
Besim/name	7.6244617	1.0	7.4264345	2	38
Beslissing/adj			10.691376	1	1
Biest/name			3.3998654	1	1040
Biests/det	8.479542	1.0	7.574691	1	16
Bijlmer/name	3.0553489	1.0	2.841328	2	3650
Bill/name	1.9043239	1.0	1.6915271	2	11631
Binnenlandse/name			0.4564131	1	19849
Biotechnologiebedrijf/name			6.806871	1	50
Blaauw/name			3.984426	1	580
Blakka/name			7.8089724	2	25
Blatter/name	3.5692446	1.0	3.3583527	2	2213
Blok/name	1.0589719	1.0	0.15265955	1	27014
Bob/name			0.73633313	1	15376
Boedanov/name			6.551648	1	45
Boerenbond/name			2.9025424	1	1731
Bond/name			1.4986103	1	7066
Bondgenoten/name	3.0559	1.0	2.156553	1	3720
Bonn/name			3.0548131	2	2963
Borst/name	2.0230906	1.0	1.812142	2	10421
Boston/name	2.7700202	1.0	2.5569396	2	4857
Bouterse/name	2.7614605	1.0	2.5514455	2	4908
Bouwfonds/name			3.9553413	1	609
Braziliaans/adj			1.1907994	1	9655
Breukhoven/name			3.9874866	1	592
Breyer/name			6.933503	1	30
Britney/name	3.6524785	1.0	2.7521405	1	2048
Brugge/name	0.21523243	1.0	0.41823778	3	63064
Brugse/adj	2.0600939	1.0	1.1570644	1	9925
Bruijstens/name	6.624709	1.0	5.712182	1	103
Bruno/name	2.1136484	1.0	1.2073725	1	9414
Brussel/det			3.2571604	1	1257
Brussel/name	0.16649084	2.0	-0.71489316	2	132165
