_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
herroepen.bound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	0.9597877566876344	-0.8663819844897821	NA	NA	TRUE	BOW	302	selection	all	3-3	5000	nav	236	5	herroepen.bound5-5all.PPMIselection.LENGTH5000.SOCPOSall
herroepen.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	0.8517339512004981	-0.4165375933385343	NA	NA	TRUE	BOW	302	selection	all	3-3	FOC	all	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.9063706175310876	-0.4879057932685727	NA	NA	TRUE	BOW	302	selection	all	3-3	FOC	nav	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3all.PPMIweight.LENGTH5000.SOCPOSall	1.037352963254889	-0.22838912454373336	NA	NA	TRUE	BOW	302	weight	all	3-3	5000	all	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3all.PPMIweight.LENGTH5000.SOCPOSnav	1.1104702571097471	-0.2655166809255009	NA	NA	TRUE	BOW	302	weight	all	3-3	5000	nav	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSall	1.1075127511644878	-0.18197505889898477	NA	NA	TRUE	BOW	302	weight	all	3-3	FOC	all	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSnav	1.1667095792362294	-0.22606357834914337	NA	NA	TRUE	BOW	302	weight	all	3-3	FOC	nav	236	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3lex.PPMIno.LENGTH5000.SOCPOSall	1.190379721568923	0.23881940502009608	NA	NA	TRUE	BOW	255	no	lex	3-3	5000	all	230	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3lex.PPMIno.LENGTH5000.SOCPOSnav	1.1911258429979303	0.27040682262474613	NA	NA	TRUE	BOW	255	no	lex	3-3	5000	nav	230	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
herroepen.bound3-3lex.PPMIno.LENGTHFOC.SOCPOSall	1.0818314087868073	0.1433887939674584	NA	NA	TRUE	BOW	255	no	lex	3-3	FOC	all	230	8	herroepen.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
