cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name			-1.2399068	3	19257
!/punct	-0.93043524	12.0	-0.51352304	45	142029
"""/punct"	-0.54477924	608.0	-0.39343682	1758	4844510
&/name	-0.8377072	5.0	-0.35408127	20	52896
&/noun			0.7284066	2	1846
&/punct	-0.559197	1.0	-0.76687807	2	8058
&Berndt/name			6.811453	1	2
&Berndtson/noun			7.792282	1	1
&Boom/name			5.148474	1	11
&Collectors/name	8.42085	1.0	7.5046	1	1
&Hauspie/name			4.8982134	1	14
'/punct	-0.2958399	440.0	-0.08312014	1351	2720890
'44-'45/num			5.3470407	1	9
'60/num			0.46981564	1	1143
'70/num	1.1455039	1.0	1.8421605	5	1447
'80/num			1.4770144	4	1666
'90/noun	2.6067188	1.0	1.6939082	1	336
'90/num			0.26180205	1	1406
'95/noun			0.4266379	1	1191
'95/num	3.6333575	1.0	2.7263172	1	120
'97/noun	1.6569644	2.0	1.4377961	4	1737
'99/noun			-0.3005486	1	2518
's/adv	-1.2292106	4.0	-1.0418673	12	62265
's/det	-0.89318645	1.0	0.14937885	7	11206
't/name	-1.3688885	1.0	-1.1736457	3	17963
'à/noun			4.255195	2	52
(/noun	0.41694313	1.0	-0.4921717	1	3006
(/punct	-0.68681806	301.0	-0.6659052	752	2759129
(Lim)100/num			7.5558934	1	1
(Lim)99/num			7.5046	1	1
(OVl)106/num			7.7277436	1	1
(OVl)119/num	7.5045586	2.0	6.5883093	2	5
(WVl)115/num			5.9464555	1	5
(staaf)mixer/noun			7.5046	1	1
)/punct	-0.9788962	220.0	-0.68083286	734	2758869
)/tag			-0.75735253	1	3950
*/tag	-2.1228163	3.0	-1.5162497	13	117193
*Deelnemen/noun	5.9359426	1.0	5.0196934	1	12
*Jacques/noun	7.322237	1.0	6.4059877	1	3
*Poëzieprogramma/noun			7.5046	1	1
*Wijn/noun			7.5046	1	1
+/noun			1.0205756	1	666
+/prep			-0.5010907	5	15336
+0,35/num	7.727702	1.0	7.5046	2	2
+1/num	2.5740492	1.0	1.6636677	1	348
+2/num	3.9870608	3.0	3.0777593	3	254
+6/num			3.381506	1	63
,/name			-2.6084554	1	24958
,/punct	-0.08838789	3642.0	-0.04422063	9460	18092245
--/punct	-0.7292516	8.0	-0.39116016	27	75440
--Noteer/noun	7.322237	1.0	6.4059877	1	3
-/name	-2.0688508	1.0	-2.279583	2	36107
-/punct	0.037279442	240.0	0.042441595	596	1059446
-0,07/num	6.341408	1.0	5.4251585	1	8
-1/num	2.5154874	2.0	1.6018983	2	736
-10/num	3.1064126	1.0	2.204035	1	204
-100/num			2.5640295	1	141
-2/num	3.2889802	3.0	2.3742082	3	509
-Albert/name			5.7128406	1	6
-Automobilisten/name	7.727702	1.0	6.811453	1	2
-De/name			0.20062216	1	1530
-Een/name			2.2044094	2	419
-Immigranten/name			7.5046	1	1
-Kamerleden/noun	7.4092484	1.0	6.5490885	1	3
-Oostenrijk/name			6.1183057	1	4
-The/noun	5.8559	1.0	4.9512563	1	13
-Turkse/name			6.811453	1	2
-aandachtspunten/noun			7.5046	1	1
-americain/name			7.5046	1	1
-benamingen/noun			7.5046	1	1
-cellen/noun			7.5046	1	1
-dvd`s/noun			7.5046	1	1
-goederen/noun			6.811453	3	6
-heb/verb	3.7958765	1.0	2.8870072	1	102
-ik/name			6.1183057	1	4
-knijpertje/noun	8.42085	1.0	7.5046	1	1
-liefhebbers/noun	5.088645	1.0	4.86733	2	28
-meters/noun			5.895162	1	5
-n/name			7.935383	1	1
-nacht/noun			2.482036	1	155
-op/noun	3.3994389	1.0	2.4929652	1	152
-opslagplaatsen/noun	6.130843	1.0	5.237642	1	10
-oranje/noun			6.1183057	1	4
-percentage/noun			7.5046	1	1
-producten/noun	5.346999	1.0	4.434224	1	22
-stroom/noun			7.5046	1	1
-thee/noun			6.1183057	1	4
-typisch/noun	8.42085	1.0	7.5046	1	1
-uitgevoerd/name	8.42085	1.0	7.5046	1	1
-verwijder/adj			7.5046	1	1
-vormpjes/noun	8.42085	1.0	7.5046	1	1
-vrouwen/noun	2.8795857	1.0	1.9749725	1	256
.../punct	-0.6264757	12.0	-0.8389142	24	103573
../punct	-0.14658535	1.0	-0.35910898	2	5416
./name			-0.47564605	1	3011
./punct	-0.06505798	5716.0	-0.0050176634	15102	28225482
.50/num			4.9396505	1	13
.eu_adres/noun	8.42085	1.0	7.5046	1	1
//name	-0.32717776	2.0	-1.1948814	2	13088
//noun			1.2692093	1	519
//punct	-0.8992951	4.0	-0.8719958	10	45910
0,001/num			4.172395	1	29
0,02/num			2.2636468	1	192
0,03/num			2.545258	1	144
0,19/num			3.1052246	1	82
0,2/num	0.51762253	1.0	-0.3859077	1	2720
0,23/num			2.9528306	1	95
0,3/num	0.6331561	1.0	-0.27151552	1	2423
0,5/num			0.47925425	3	3424
0,6/num			-0.065276116	1	1971
0,80/num			2.379149	1	171
0,83/num	4.067351	1.0	3.1607945	1	78
0,8485/num			6.811453	1	2
0,9/num			0.19853847	1	1512
0,96/num			3.2066345	1	74
0,97/num			3.244035	1	72
0-0/noun			-0.71673113	1	3803
0-100%/num	8.42085	1.0	7.5046	1	1
0-2/name			-0.37015817	1	2657
0-5/name			0.4518789	1	1169
0-7/name			1.8505331	1	289
0.08/num			3.0893803	1	83
0/adj			4.2600565	1	26
0/noun	2.96675	7.0	2.6087832	12	1668
0/num	1.0587978	31.0	0.47653976	43	49075
00.40/num			2.600437	1	141
010/61.77.07/num			7.8612747	1	1
02-218.38.78/num			5.364534	1	9
03-225.23.24/num	8.42085	1.0	7.5046	1	1
03.00/noun			3.5221186	1	55
03.21/noun			6.811453	1	2
03/326.22.14/num			6.8894143	1	2
03/750.14.11/num			7.099135	1	2
051-48.80.68/num			6.811453	1	2
058-29.86.64/num			5.895162	1	5
06.00/noun			2.8535008	1	113
06_lijn/noun			4.038864	1	33
09-377.93.94/num			3.3994803	1	65
1,15/num			1.1069206	1	610
1,2/num	0.61337316	3.0	0.69043446	8	7412
1,20/num			1.0794069	1	622
1,26/num	3.0542893	1.0	2.1506114	1	215
1,3/num			-0.4454177	2	5767
1,4-tje/noun			6.811453	1	2
1,4/num			-0.2806948	2	4888
1,49/num			2.1985624	1	206
1,5/num	-0.16760582	2.0	-0.6663871	3	10787
1,6/num	-0.052496463	1.0	-0.26343638	2	4810
1,68/num			2.9970427	2	185
1,7/num			-0.18446217	2	4438
1,8/num	-0.064569354	1.0	0.12938596	3	4868
1,9/num	0.46735525	1.0	-0.43637538	1	2861
1-0/num			-2.8439372	1	31566
1-1/noun			-1.8448673	1	11709
1-10/name			3.0009089	1	92
1-10/noun	4.5163546	1.0	3.6016178	1	50
1-7/noun	2.3910658	1.0	1.4807892	1	417
1-Lyra/name	5.329807	1.0	4.4135575	1	22
1.00/num	3.4827847	1.0	2.576622	1	142
1.000/num			-0.8704419	2	8825
1.200.000/num			3.4739053	1	58
1.200/num			-0.46822807	1	2952
1.300/num			0.1487033	1	1598
1.467/num			5.232474	1	10
1.487,36/num			3.6386209	1	48
1.500/num	-0.4148885	1.0	0.06574596	4	6921
1.613/num			4.7320113	1	16
1.750.000(Berndtson/noun	8.42085	1.0	7.7277436	1	1
1.825/num			4.5760765	1	19
1.851/num			6.0005226	2	9
1.900/num			1.4398849	1	442
1/1.8/num	8.42085	1.0	7.5046	1	1
1/1/num	2.4741206	1.0	1.5683839	1	385
1/10.000/num	7.322237	1.0	6.4059877	1	3
1/10/num	5.423036	6.0	4.5092845	6	121
1/100.000/num	8.42085	4.0	7.5046	4	4
1/100/num	6.549047	2.0	5.652216	2	13
1/100ste/num	5.6800094	2.0	4.76376	2	31
1/125/num	8.42085	1.0	7.5046	1	1
1/130.000/num	8.42085	1.0	7.5046	1	1
1/18/num	8.42085	2.0	7.5046	2	2
1/2/num	2.4343972	3.0	2.0366242	5	1200
1/200.000/num	8.015385	2.0	7.099135	2	3
1/200ste/num	8.42085	1.0	7.8612747	1	1
1/25.000/num	6.916772	2.0	6.0005226	2	9
1/25/num	8.015385	2.0	7.099135	2	3
1/2de/num	4.4600363	1.0	3.5552812	1	53
1/30.000/num	7.727702	1.0	6.811453	1	2
1/32/num	5.2427955	1.0	4.3286314	1	24
1/333/num	8.42085	1.0	7.5046	1	1
1/40.000/num	7.727702	1.0	6.811453	1	2
1/40/num	8.42085	1.0	7.5046	1	1
1/40ste/num	7.727702	1.0	6.811453	1	2
1/43/num	8.42085	1.0	7.5046	1	1
1/5.000ste/num	8.42085	1.0	7.5046	1	1
1/5/num	4.513839	2.0	3.6087062	2	100
1/50.000/num	6.916772	2.0	6.0005226	2	9
1/50ste/num	8.42085	1.0	7.5046	1	1
1/60/num	7.727702	1.0	6.811453	1	2
1/72/num	8.42085	2.0	7.5046	2	2
1/75.000/num	7.322237	1.0	6.4059877	1	3
1/8/num	4.1156588	3.0	3.4981763	4	225
1/87/num	8.42085	2.0	7.5046	2	2
1/8ste/num	1.1046335	1.0	0.8973081	2	1521
1/name	-1.1223071	4.0	-0.83763343	13	56531
1/noun	0.61529285	28.0	0.020558842	38	69141
1/num	1.4928226	115.0	0.9921292	172	118827
10-1/name			2.5351338	1	145
10-17/num			1.109088	1	613
10.000/num	-0.39399174	2.0	-0.38204893	5	13558
10.55/noun			3.563018	1	52
10/12_problematiek/noun	8.42085	1.0	7.5046	1	1
10/adj	3.1300602	1.0	2.926544	2	200
10/name			-1.6518543	1	9610
10/noun	-0.44508576	3.0	-0.6540785	6	21393
10/num	1.225338	68.0	0.7251472	102	91258
100-68/num	8.42085	1.0	7.5046	1	1
100.000-en/noun	7.0663037	1.0	6.2098727	1	4
100.000/num	-0.8690644	1.0	0.020371778	6	10904
100/adj	2.3366346	1.0	1.4309796	1	440
100/num	0.5217335	16.0	0.21168903	29	43355
1000/num	0.084743455	2.0	-0.40850034	3	8407
105/num			-0.5739022	1	3270
106.000/num			2.99484	1	93
107,4/num	5.8559	1.0	4.9396505	1	13
11,20/num			3.2461543	1	72
11,80/name			6.4059877	1	3
11.00/num			0.626531	1	1005
11.34/noun			5.7128406	1	6
11.950/num			6.4059877	2	6
11/9/num			2.222158	1	202
11/noun	-0.9883317	3.0	-0.42516896	13	36830
11/num	-0.23971109	7.0	-0.38362324	15	40771
110-76/num	8.42085	1.0	7.5046	1	1
110/num			-1.1973119	1	6110
112/num			-0.36216065	1	2650
115/num			-0.51686966	1	3091
117/num			0.02897732	1	1783
1170/num			3.8977444	1	38
119/num	1.1043011	1.0	0.19632512	1	1510
11_beloning/noun	8.42085	1.0	7.5046	1	1
12,5/num	0.7881454	1.0	0.5771401	2	2075
12-16/num	4.085194	1.0	3.1831198	1	77
12-jarige/adj			0.46078524	1	1183
12.000/num	0.30727297	1.0	0.09458565	2	3362
12.395/num			3.149174	1	78
12.500/num	1.3752905	1.0	1.1641525	2	1154
12.800/num			3.696827	1	47
12/noun			-0.9215054	4	18653
12/num	0.17703652	15.0	0.14570715	36	57411
120/num			-0.83804536	3	12795
124/num			0.05457853	1	1751
125.000/num	1.3678039	1.0	0.46388847	1	1164
125/num			-1.186681	1	6058
1250/noun	4.7931805	1.0	3.8829293	1	38
1258/noun			6.189533	2	8
127/num			0.15588374	1	1573
12_inch/noun			4.79655	1	15
12_salaris/noun	8.42085	1.0	7.5046	1	1
12de/prefix	7.727702	1.0	6.811453	1	2
13,5/num	1.6988214	1.0	0.7971266	1	835
13-14/num	3.8882499	1.0	2.9844432	1	94
13-8/name			3.405268	1	61
13.000/num	1.039581	1.0	0.13528283	1	1623
13.200/num			4.749348	2	33
13.30/name	5.1870847	2.0	4.3069477	2	52
13/noun	-1.513222	1.0	-0.80614454	5	20739
13/num	-1.0727069	3.0	-1.6904757	4	40176
130/num			-1.266809	1	6560
1302/noun			2.0759125	1	230
135.000/num			1.5724874	1	383
136/num			0.19461815	1	1517
137/num			0.32289395	1	1334
139/num			0.4746713	1	1141
13de-eeuwse/adj	3.9737961	1.0	3.0690327	1	86
14-17/noun			2.2168381	1	200
14.465,18/num	7.727702	1.0	6.811453	1	2
14/12/num	3.1200352	1.0	2.2082846	1	201
14/num	-1.255884	3.0	-1.0632272	9	48120
140-150°C/noun			7.5046	1	1
140/num			-0.55152553	2	6410
141/num	1.3456746	1.0	1.1323473	2	1187
1413/noun			5.781833	1	6
142.000/num	4.086832	1.0	3.1804674	1	77
142/noun	8.42085	1.0	7.5046	1	1
143/num			0.34748772	1	1302
144/num			0.22187315	1	1482
145/num			-0.016257707	1	1868
148/num	1.4288678	1.0	0.5236872	1	1094
14de/num			-0.0011398069	1	1856
15,-/num			3.2454474	1	74
15,3/num			1.8807629	1	283
15,7/num			1.9533861	1	263
15-/num			1.8929328	1	275
15-0/name			3.6759586	1	46
15-20/num	3.602586	2.0	3.0999153	3	248
15-30/num			4.6713867	1	17
15-4/num			2.5445564	1	149
15.00/num			-0.8555417	1	4367
15.000/num			-0.090929754	3	6093
15.30/num			1.4158386	2	897
15.800/num			4.7320113	2	33
15.de/num			5.232474	1	10
15/12/num			2.0210485	1	243
15/name	-0.048360873	1.0	-0.95579004	1	4779
15/noun			-1.7013056	3	30549
15/num	-0.2848395	11.0	-0.59322566	20	66844
150.000/num	0.094271995	1.0	-0.8096811	1	4163
150/num	-0.48745647	3.0	0.14800769	14	22300
1500/num	-0.3066453	1.0	-0.51894426	2	6208
150ste/num			1.8705249	1	287
151/num			0.7124239	1	898
1527/noun			4.2937565	1	25
156/name			1.9301672	1	266
1580/noun			3.4450195	1	58
