_model	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	model.x	model.y	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	556	all	10_10	1	weight	NA	NA	FOC	258	nav	4_4	NA	251	haken
haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	556	all	10_10	1	weight	NA	NA	FOC	556	all	4_4	NA	251	haken
haken.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	556	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	556	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	556	all	10_10	1	selection	NA	NA	FOC	258	nav	4_4	NA	251	haken
haken.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	556	all	10_10	1	selection	NA	NA	FOC	556	all	4_4	NA	251	haken
haken.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	1040	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	1040	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	1040	all	10_10	1	no	NA	NA	FOC	521	nav	4_4	NA	251	haken
haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	1040	all	10_10	1	no	NA	NA	FOC	1040	all	4_4	NA	251	haken
haken.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	320	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	244	haken
haken.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	320	lex	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	244	haken
haken.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	320	lex	5_5	1	weight	NA	NA	FOC	218	nav	4_4	NA	244	haken
haken.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	320	lex	5_5	1	weight	NA	NA	FOC	320	all	4_4	NA	244	haken
haken.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	320	lex	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	244	haken
haken.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	320	lex	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	244	haken
haken.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	320	lex	5_5	1	selection	NA	NA	FOC	218	nav	4_4	NA	244	haken
haken.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	320	lex	5_5	1	selection	NA	NA	FOC	320	all	4_4	NA	244	haken
haken.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	440	lex	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	247	haken
haken.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	440	lex	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	247	haken
haken.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	440	lex	5_5	1	no	NA	NA	FOC	305	nav	4_4	NA	247	haken
haken.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	440	lex	5_5	1	no	NA	NA	FOC	440	all	4_4	NA	247	haken
haken.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	474	all	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	474	all	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	474	all	5_5	1	weight	NA	NA	FOC	218	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	474	all	5_5	1	weight	NA	NA	FOC	474	all	4_4	NA	251	haken
haken.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	474	all	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	474	all	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	474	all	5_5	1	selection	NA	NA	FOC	218	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	474	all	5_5	1	selection	NA	NA	FOC	474	all	4_4	NA	251	haken
haken.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	658	all	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	658	all	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	658	all	5_5	1	no	NA	NA	FOC	305	nav	4_4	NA	251	haken
haken.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	658	all	5_5	1	no	NA	NA	FOC	658	all	4_4	NA	251	haken
haken.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	216	lex	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	225	haken
haken.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	216	lex	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	225	haken
haken.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	216	lex	3_3	1	weight	NA	NA	FOC	145	nav	4_4	NA	225	haken
haken.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	216	lex	3_3	1	weight	NA	NA	FOC	216	all	4_4	NA	225	haken
haken.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	216	lex	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	225	haken
haken.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	216	lex	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	225	haken
haken.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	216	lex	3_3	1	selection	NA	NA	FOC	145	nav	4_4	NA	225	haken
haken.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	216	lex	3_3	1	selection	NA	NA	FOC	216	all	4_4	NA	225	haken
haken.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	267	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	230	haken
haken.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	267	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	230	haken
haken.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	267	lex	3_3	1	no	NA	NA	FOC	185	nav	4_4	NA	230	haken
haken.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	267	lex	3_3	1	no	NA	NA	FOC	267	all	4_4	NA	230	haken
haken.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	342	all	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	342	all	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	342	all	3_3	1	weight	NA	NA	FOC	145	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	342	all	3_3	1	weight	NA	NA	FOC	342	all	4_4	NA	251	haken
haken.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	342	all	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	342	all	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	342	all	3_3	1	selection	NA	NA	FOC	145	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	342	all	3_3	1	selection	NA	NA	FOC	342	all	4_4	NA	251	haken
haken.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	427	all	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	427	all	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	427	all	3_3	1	no	NA	NA	FOC	185	nav	4_4	NA	251	haken
haken.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	427	all	3_3	1	no	NA	NA	FOC	427	all	4_4	NA	251	haken
haken.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	463	lex	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	463	lex	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	463	lex	10_10	1	weight	NA	NA	FOC	319	nav	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	463	lex	10_10	1	weight	NA	NA	FOC	463	all	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	463	lex	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	463	lex	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	463	lex	10_10	1	selection	NA	NA	FOC	319	nav	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	463	lex	10_10	1	selection	NA	NA	FOC	463	all	4_4	NA	248	haken
haken.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	1030	lex	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	250	haken
haken.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	1030	lex	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	250	haken
haken.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	1030	lex	10_10	1	no	NA	NA	FOC	734	nav	4_4	NA	250	haken
haken.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	1030	lex	10_10	1	no	NA	NA	FOC	1030	all	4_4	NA	250	haken
haken.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	675	all	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	675	all	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	675	all	10_10	1	weight	NA	NA	FOC	319	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	675	all	10_10	1	weight	NA	NA	FOC	675	all	4_4	NA	251	haken
haken.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	675	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	675	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	675	all	10_10	1	selection	NA	NA	FOC	319	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	675	all	10_10	1	selection	NA	NA	FOC	675	all	4_4	NA	251	haken
haken.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	1473	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	1473	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	1473	all	10_10	1	no	NA	NA	FOC	734	nav	4_4	NA	251	haken
haken.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	1473	all	10_10	1	no	NA	NA	FOC	1473	all	4_4	NA	251	haken
haken.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	367	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	367	lex	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	367	lex	5_5	1	weight	NA	NA	FOC	251	nav	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	367	lex	5_5	1	weight	NA	NA	FOC	367	all	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	367	lex	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	367	lex	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	367	lex	5_5	1	selection	NA	NA	FOC	251	nav	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	367	lex	5_5	1	selection	NA	NA	FOC	367	all	4_4	NA	246	haken
haken.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	534	lex	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	249	haken
haken.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	534	lex	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	249	haken
haken.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	534	lex	5_5	1	no	NA	NA	FOC	371	nav	4_4	NA	249	haken
haken.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	534	lex	5_5	1	no	NA	NA	FOC	534	all	4_4	NA	249	haken
haken.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	NA	NA	FOC	251	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	NA	NA	FOC	552	all	4_4	NA	251	haken
haken.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	NA	NA	FOC	251	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	NA	NA	FOC	552	all	4_4	NA	251	haken
haken.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	803	all	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	803	all	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	803	all	5_5	1	no	NA	NA	FOC	371	nav	4_4	NA	251	haken
haken.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	803	all	5_5	1	no	NA	NA	FOC	803	all	4_4	NA	251	haken
haken.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	240	lex	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	240	lex	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	240	lex	3_3	1	weight	NA	NA	FOC	160	nav	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	240	lex	3_3	1	weight	NA	NA	FOC	240	all	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	240	lex	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	240	lex	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	240	lex	3_3	1	selection	NA	NA	FOC	160	nav	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	240	lex	3_3	1	selection	NA	NA	FOC	240	all	4_4	NA	231	haken
haken.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	302	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	238	haken
haken.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	302	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	238	haken
haken.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	302	lex	3_3	1	no	NA	NA	FOC	211	nav	4_4	NA	238	haken
haken.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	302	lex	3_3	1	no	NA	NA	FOC	302	all	4_4	NA	238	haken
haken.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	382	all	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	382	all	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	382	all	3_3	1	weight	NA	NA	FOC	160	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	382	all	3_3	1	weight	NA	NA	FOC	382	all	4_4	NA	251	haken
haken.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	382	all	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	382	all	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	382	all	3_3	1	selection	NA	NA	FOC	160	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	382	all	3_3	1	selection	NA	NA	FOC	382	all	4_4	NA	251	haken
haken.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	486	all	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	486	all	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	251	haken
haken.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	486	all	3_3	1	no	NA	NA	FOC	211	nav	4_4	NA	251	haken
haken.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	486	all	3_3	1	no	NA	NA	FOC	486	all	4_4	NA	251	haken
