cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!/name			2.1134086	1	144
!!/punct			0.28133795	1	912
!./num			1.5011023	1	267
!/name	-0.77613646	3.0	-0.07290026	15	19257
!/punct	0.16968675	56.0	0.57492113	208	142029
"""/name"	2.5806682	1.0	1.6733252	1	222
"""/punct"	-0.37062815	1124.0	-0.112190776	3625	4844510
$/num			1.2250214	1	352
&/adj			3.4219542	1	41
&/name	-1.5011739	4.0	-0.7012025	22	52896
&/punct	0.9463901	7.0	0.17698483	8	8058
&Kitsch/name	5.415577	1.0	4.5205665	1	13
&Mobiel/name			7.0621686	1	1
&Rolf/name			2.9415066	1	62
&cetera/name	4.487814	1.0	3.6074305	1	33
'/punct	-0.0127952285	907.0	0.142866	2636	2720890
'10:15/num			7.0621686	1	1
'30/num	2.0188768	1.0	1.1049073	1	389
'40/num			1.8054547	1	193
'41/noun			3.324499	1	42
'45/noun			2.1539352	1	136
'53/noun			2.8732717	1	67
'68/noun			0.7147793	1	574
'73/name			5.4987745	2	10
'80/num	1.2563183	2.0	0.34143585	2	1666
'86/num	3.8373916	1.0	2.9214177	1	63
'88/noun			1.0289624	1	419
'90/num			1.4288086	5	1406
'92/noun	1.4423865	1.0	0.52743536	1	693
'93/name	2.9774194	1.0	2.0693579	1	149
'99/noun			-0.04983286	2	2518
'longneck'_fles/noun			7.572994	1	1
'n'/noun			1.417075	1	286
'o'/name	6.188767	1.0	5.270409	1	6
's'/noun			3.8966935	1	24
's/adv	-1.2640686	6.0	-0.14056388	46	62265
's/det	0.7459321	8.0	0.65140903	18	11206
't/name	-1.1160643	2.0	0.11852387	17	17963
(/name			0.9886201	8	3563
(/noun	-0.023379918	1.0	-0.24145596	2	3006
(/punct	-1.1712909	288.0	-0.9209305	907	2759129
(/tag	1.6035868	1.0	0.7022487	1	593
)/name	2.580386	8.0	1.6667812	8	1772
)/punct	-1.0958191	304.0	-0.90175694	916	2758869
)/tag	-0.2904786	1.0	-1.1997839	1	3950
***/num	1.7865037	4.0	0.8757284	4	2003
*/tag	-1.0226943	14.0	-0.5162973	55	117193
*Illy/noun			7.0621686	1	1
*Park/noun			7.0621686	1	1
+++/num			2.09305	1	145
+/name			-0.20977837	1	1471
+/prep	-0.26152256	4.0	-0.94352216	5	15336
+/punct			1.2270654	1	352
+31/num			2.6845264	1	81
,/name	-1.0436552	3.0	-0.055154562	20	24958
,/punct	0.08280203	6713.0	0.12647444	17465	18092245
,/tag	2.6673203	1.0	1.752664	1	204
--/name			0.7611993	1	552
--/punct	-0.47642747	16.0	-0.19760281	51	75440
-/punct	-0.17657226	301.0	-0.060406428	837	1059446
-1/num			0.4663197	1	736
-2/num			0.8331646	1	509
-200/num			5.1162586	1	7
-Een/name	1.9729424	1.0	1.0688307	1	419
-HHH/noun			1.9945229	1	169
-Kom/name			7.0621686	1	1
-Met/name	4.6233387	3.0	3.7093446	3	88
-Wat/noun			2.0091126	1	157
-analyse/noun	5.582631	1.0	4.6642733	1	11
-beker/noun			7.0621686	1	1
-clichés/name	7.9805264	1.0	7.0621686	1	1
-dat/noun	2.6611814	1.0	1.7487162	1	205
-een/noun	1.8785272	1.0	1.6584781	2	447
-gebrul/noun	7.2873793	1.0	6.3690214	1	2
-geen/noun			3.5039673	1	36
-genezing/noun			5.675874	1	4
-hartenA/noun	2.7075267	1.0	1.7912223	1	195
-hartenV9/noun			7.0621686	1	1
-hij/noun			2.7500281	1	76
-kaders/noun			6.3690214	1	2
-kijk/verb	6.034616	1.0	5.1162586	1	7
-kruinen/noun	7.9805264	1.0	7.0621686	1	1
-landen/noun			5.9635563	1	3
-messen/noun			5.9803634	1	3
-nog/noun			2.938265	1	62
-oprichter/name	7.9805264	1.0	7.0621686	1	1
-parken/noun			5.675874	1	4
-potten/noun			6.3690214	2	4
-ruitenV-vierde/noun			7.0621686	1	1
-sch/noun			5.675874	1	4
-schepen/noun	6.881914	1.0	5.9635563	1	3
-schoppenA/noun			2.4572484	2	201
-schoppenAH/noun			3.804072	1	26
-schoppenH/noun	2.6979573	1.0	2.4756715	2	197
-schoppenV/noun			1.9860576	1	161
-tentoonstelling/noun			4.864944	1	9
-toen/noun			3.7888045	1	27
-uvre/noun			7.0621686	1	1
-vrouw/noun			1.4297031	1	283
-we/noun			3.9376035	1	23
-weet/noun			5.675874	1	4
-wel/noun	4.7616506	1.0	3.8473008	1	25
-wil/noun			4.24676	1	17
-ziet/noun			6.3690214	1	2
-zijn/name	4.484019	1.0	3.57174	1	33
-zijn/noun			2.3242173	1	115
..../punct			-0.9381642	2	6065
.../name			1.0107462	6	2586
.../punct	-0.025344832	34.0	0.2941907	116	103573
...?/num			0.60508496	1	657
../name			2.2565095	1	124
../punct	-0.5869084	1.0	0.11475033	5	5416
./name	-0.008822273	1.0	0.46821687	4	3011
./punct	-0.01071038	9374.0	0.021635363	24141	28225482
//name	-1.460648	1.0	-2.33046	1	13088
//punct	0.21852647	19.0	0.39032087	55	45910
0,1/num	0.33453098	1.0	-0.57417345	1	2099
0,19/num			2.6627932	1	82
0,32/num	3.649793	1.0	2.7446804	1	76
0,5/num			0.3245049	4	3424
0,8853/num			7.0621686	1	1
0-0/noun			-1.1591625	1	3803
0-2/num			-2.424086	1	13333
0-3/num	-1.001281	1.0	-1.9134173	1	8010
0.00/num			2.2953048	2	238
0.05-2.00u./noun			4.6642733	1	11
0.05/noun	3.2247832	1.0	2.3146312	1	117
0.20-2.25u./noun			5.9635563	1	3
00-12123074100/name	7.9805264	1.0	7.0621686	1	1
00.00/noun			2.757428	1	76
00.04/num			3.2302716	1	49
00.35/num			1.6610689	1	242
0001/num			4.881751	1	9
013/num	2.3452904	1.0	1.4552641	1	284
02-233.09.23/num	6.034616	1.0	5.1162586	1	7
02-263.03.43/num			2.9529355	1	72
0229214862/num			7.3498507	1	1
03-10/13-10/num			3.8432927	1	25
03-234.34.38/num			5.3129687	1	7
03-288.12.77/num			7.0621686	1	1
051/22.76.69/num			4.5245113	5	64
051/26.24.50/num			4.497219	1	13
056/62.13.40/num			2.2548742	1	126
0570646063/num	7.9805264	1.0	7.0621686	1	1
058/53.29.99/num	4.0462527	1.0	3.1411858	1	52
06_lijn/noun			3.5964327	1	33
06_lijn/verb			7.0621686	1	1
09-02/19-02/num			3.8432927	1	25
09-222.07.28/num	7.2873793	1.0	6.3690214	1	2
09-282.97.62/num			5.1675515	1	8
0900-abnamro/noun			7.0621686	1	1
0900_bloem/noun			7.0621686	1	1
0900_glas/noun			7.0621686	1	1
1,05/num	1.9147083	1.0	1.0114921	1	433
1,2/num			-1.8314385	1	7412
1,3/num	-0.6746229	1.0	-1.5809963	1	5767
1,36/num			1.4732358	1	271
1,4/num			-1.4162735	1	4888
1,40/num			1.0777286	1	401
1,5/noun			4.7595835	1	10
1,5/num	-1.301076	1.0	-0.26152068	7	10787
1,50/num			0.24220675	1	931
1,6/num			-0.7058678	2	4810
1,70/num			1.0119635	1	427
1,80/num	1.7166519	1.0	0.8028739	1	527
1,89/num			2.0768511	1	149
1,9/num	0.027032211	1.0	-0.8788068	1	2861
1,99/num			2.7248778	2	156
1-0/num	-2.3739932	1.0	-2.1877563	3	31566
1-1/noun			-1.5941516	2	11709
1-1/num			-1.1892345	3	11643
1-1_punt_deling/noun			5.278777	1	6
1-2/num	-0.67636365	1.0	-1.5872627	1	5792
1-3/noun	-0.30268356	1.0	-1.2127875	1	3992
1-Journaal/name	3.281183	1.0	2.3874724	1	111
1./tag	1.2392684	1.0	0.3366548	1	863
1.000/num	-0.4052048	2.0	-1.3128734	2	8825
1.036/num			3.8234901	1	26
1.175/num			3.4512506	1	37
1.200/num			-0.9106595	1	2952
1.600/num	0.693821	1.0	-0.21459532	1	1467
1.602/num			4.864944	1	9
1.Jerôme/noun			7.4929514	1	1
1/2/num	1.5886092	2.0	1.3710493	4	1200
1/5/name			5.270409	1	6
1/6-31/10/num			7.0621686	1	1
1/name	-1.8503121	3.0	-0.411027	31	56531
1/noun	-1.7709403	4.0	-1.3514086	15	69141
1/num	0.2778594	53.0	0.19799387	121	118827
10-14/noun			0.9002231	1	476
10.000/num			-1.335306	3	13558
10.05/num			2.7554045	1	77
10.45/num			1.7536533	1	205
10/name			-0.48484778	5	9610
10/noun			-2.8882694	1	21393
10/num	-2.0481985	4.0	-1.2977346	21	91258
100.000/name			3.6011312	1	33
100/name			-0.7339306	1	2480
100/num	-0.20627157	12.0	-0.26583374	28	43355
1000/num			-0.85093176	3	8407
101/num	0.004016735	1.0	-0.90200454	1	2941
102/num	0.25277093	1.0	0.04117386	2	2290
103,0/num			6.3690214	1	2
105/num	-0.10646074	1.0	-1.0163336	1	3270
106/num	0.32572767	1.0	0.8040461	4	2123
107/num			1.0956885	5	1972
10de/num	0.991191	1.0	0.08488719	1	1097
11-16/noun			1.6282282	1	231
11-17u./noun	0.571617	1.0	-0.33303115	1	1682
11.00/name	2.692891	1.0	1.8067586	1	203
11.000/num			0.27277458	2	1814
11.30/noun	0.198866	1.0	-0.70803356	1	2403
11/9/num			1.7797265	1	202
11/name			-1.7263258	1	6645
11/noun	-0.7355075	6.0	-0.7244995	15	36830
11/num	-2.6259444	1.0	-1.4546634	8	40771
110.000/num	1.1001422	1.0	0.1942982	1	981
110/num			-0.5411311	3	6110
112/num			-0.8045921	1	2650
11de/num			-0.12333211	1	1350
11werp/noun	7.9805264	1.0	7.0621686	1	1
12-17/noun			1.2218176	1	347
12-jarige/adj	0.92241323	1.0	0.01835381	1	1183
12.00/name			2.2286682	1	132
12.00/noun			0.5033326	1	723
12/noun			-1.6516188	3	18653
12/num	-0.8918952	8.0	-1.1076545	16	57411
120.000/num			-0.51007724	1	1980
120/num	-0.084827304	4.0	-0.7696512	5	12795
121,5/num			5.001655	2	16
122/num	0.6515146	1.0	-0.25763017	1	1530
123/num			-0.24640775	1	1516
125/num	-0.7225654	1.0	0.16264705	6	6058
128/num			-0.50994855	1	1984
13%/num			1.8337373	1	192
13,34/num			5.282988	2	12
13,42,48/num	7.9805264	1.0	7.0621686	1	1
13-jarige/adj			-0.0941251	1	1328
13-jarigen/adj	2.2585764	1.0	1.3451408	1	307
13.000/num	1.2924051	2.0	0.38599858	2	1623
13.30/name			3.171369	1	52
13.37-15.58u./noun			7.0621686	1	1
13/noun	-1.2603978	2.0	-1.0662544	6	20739
13/num	-2.6116421	1.0	-2.1329072	4	40176
130-tal/noun			3.9376035	1	23
132/num			-0.27844003	1	1560
133/num			-0.12056345	1	1333
136/num	0.66314787	1.0	-0.24781328	1	1517
138/num			-0.13848022	1	1355
139/name			1.8472328	1	186
1395/num			4.5225368	2	26
14,95/name			4.180165	1	19
14-15Uur/noun			7.113462	1	1
14-plussers/noun			4.6642733	1	11
14.45/noun			0.9070982	1	481
14/noun			-0.96125895	8	24865
14/num	-2.7948194	1.0	-1.9111238	6	48120
140/name			1.4559989	1	277
140/num			-0.58849186	3	6410
142/name			2.1996467	1	132
144/num			-0.22055829	1	1482
145/num			-0.45868912	1	1868
146/num	0.93736637	1.0	0.026239943	1	1149
148/num			0.081255734	1	1094
1492/noun			2.1003735	1	144
15,8/num			1.7234292	1	213
15,84/num			4.594069	1	12
15-/num			1.4505013	1	275
15-9/num			1.8686563	1	185
15-jarige/adj			-0.5105402	1	2009
15.40-16.30$^uur/noun			7.0621686	1	1
15/name			-1.3982215	1	4779
15/noun			-2.5492022	2	30549
15/num	-1.3312984	6.0	-1.6334941	11	66844
150-175/num	7.2873793	1.0	6.3690214	1	2
150.000/num			-1.2521125	1	4163
150/num	-0.64009744	4.0	-0.16089234	16	22300
1500/num			-1.6545229	1	6208
151/num	1.1818886	1.0	0.26999247	1	898
1538/noun			3.6983268	1	29
155/num			-0.26044098	1	1536
157/name			1.94238	1	170
1570/noun			2.7406883	1	76
1573/noun	4.845032	1.0	3.9266744	1	23
158/num	1.0469815	1.0	0.13937686	1	1032
159/num			-0.098327935	1	1304
15:50/num			4.308508	1	16
15de/num			-0.56882656	1	2109
16+/num			2.9190338	1	63
16-jarigen/adj			1.2703751	1	329
16.20/noun	3.128496	1.0	2.2254899	1	128
16.30/noun	0.08555594	1.0	-0.12724446	2	2691
16.30/num			0.2730842	1	907
16/2/03/num			6.6567035	2	3
16/2/2003/num			7.0621686	1	1
16/noun			-2.825436	1	20089
16/num	-1.229989	4.0	-1.039763	12	40303
160/num			-1.5938557	1	5839
1606-1669/noun			3.5995624	1	33
161ste/num			4.577262	1	12
162/num			0.13549337	1	1033
1638/noun			3.171369	1	50
165.248.121.95/MIR/MIR.html/noun	7.9805264	1.0	7.0621686	1	1
165/num	0.55375403	1.0	-0.35424	1	1689
1660-1720/noun			7.0621686	1	1
1699/noun			3.804072	1	26
16de-eeuwer/noun			7.0621686	1	1
16de/num			-0.7263332	1	2459
17-jarige/adj	-0.24815115	1.0	-0.054212082	3	3798
17.00/num	0.037453573	1.0	-0.8741163	1	2834
17.29/num	2.2355218	2.0	1.7270372	3	641
17.30/noun			-1.1709627	1	3818
17.30^Torhout-Lennik/noun	7.9805264	1.0	7.0621686	1	1
17/noun	-2.093521	1.0	-1.8984405	3	23878
17/num	-2.5603414	1.0	-1.5224617	7	38139
170.000/num	1.3032854	1.0	0.39941904	1	800
174/num			0.27867347	1	898
1745/noun			3.4512506	1	37
175/num			-0.06698878	2	2537
1750/noun	2.5806682	1.0	1.6692231	1	222
1789/noun			1.7091262	1	213
17de-eeuwse/adj	1.448738	1.0	0.5401493	1	691
18,97/num			4.3213286	1	16
18-jarige/adj	0.35064164	2.0	-0.14847757	3	4170
18.00/num			-0.5869525	1	2131
18.29-18.58u./noun			7.0621686	1	1
18.30/num	0.87597144	1.0	0.67134076	2	1247
18.40/num			1.9607788	1	166
18.50-19.05/noun	7.9805264	1.0	7.0621686	1	1
18/noun			-0.38789287	16	28146
18/num			-1.4436727	9	45254
180/num	-0.80237174	1.0	-0.32402346	4	6553
1810/noun			2.9075916	2	129
1820/noun	2.6648602	1.0	2.4460585	2	204
1827/noun			2.3879387	1	109
184/num			0.38206697	1	810
1847/noun			1.8753415	1	180
1850/noun			0.5356737	1	689
1857-1924/noun			5.4527307	1	5
1859/noun			1.8323977	1	188
1867-1947/noun			5.7674413	1	4
1873/noun			1.3314196	1	310
1878/noun			1.3986874	1	292
1879-1973/noun			5.4527307	1	5
1879/noun	2.2383246	1.0	1.3262416	1	313
1880-2000/name			5.9635563	1	3
1880-2000/num	6.881914	1.0	5.9635563	1	3
1880/noun			0.6973317	1	587
1881-1957/noun			4.2348547	1	17
1890/noun	1.374045	1.0	0.4630466	1	743
1895/num			2.8309648	1	70
1896-1928/noun			5.1162586	1	7
1897/noun	1.8495716	1.0	1.6296481	2	461
1898-1998/name			6.3690214	1	2
1898/num			3.155158	1	50
18de-eeuwse/adj	1.8164223	1.0	0.9045541	1	477
18de/num			-0.89593625	1	2907
18deeeuwse/adj			5.9635563	1	3
19,90/num			1.6145694	1	240
19.00/num			-0.2363273	2	3042
19.02/num			2.6739113	1	85
19.25/num	2.1427958	1.0	1.2376444	1	348
19.30/name			2.4967792	1	100
19.40/name	4.781853	1.0	3.8882902	1	25
19.57-20.28u./noun			6.3690214	1	2
19.58/num			2.905632	1	69
19.59/num			3.9158635	1	24
19/1/name			5.4527307	1	5
19/6/num			3.2871113	1	44
19/noun			-0.8898484	8	23205
19/num	-1.7088549	2.0	-1.3641226	7	32622
190/num			-0.56149787	1	2080
1900/noun			-0.020023128	2	2411
1903/noun	1.213327	1.0	0.30995658	1	872
1904/noun	1.4049276	1.0	1.1870271	2	720
1905/noun			1.0596404	2	817
1906/noun			1.2497559	2	675
1910/noun			1.3099134	3	955
1911/noun	1.2551925	1.0	0.34484762	1	836
1913/noun			0.9151436	2	941
1914/noun			-0.27313945	1	1547
1918/noun	0.7847765	1.0	-0.12820603	1	1337
1919/noun	1.0355957	1.0	0.81688577	2	1040
1920/noun			0.77946573	3	1617
1923/num			2.3612337	1	112
1926-1987/noun			5.7812347	1	4
1926/noun			0.015956512	1	1161
1930/noun			0.28338364	2	1772
1931/noun			-0.00164988	1	1183
1933-1999/num			6.032549	1	3
1933/noun			-0.5328416	1	2008
1934/noun			-0.36086246	1	1693
1936/noun	0.36856025	1.0	0.15047103	2	2030
1938/noun			0.107052684	2	2115
1938/num			1.7036972	1	215
1940/noun			-1.0447681	1	3349
1941/noun	0.25299117	1.0	0.03472093	2	2276
1942/noun	0.2907548	1.0	0.07202714	2	2192
1943/noun			-0.6213042	1	2201
1944-'45/num			4.3541183	1	15
1945-1990/name			7.0621686	1	1
1945/noun	-0.50393707	1.0	-0.72286636	2	4856
1946/noun			-0.033186015	2	2444
1947/noun			-0.8807444	1	2850
1948/num			1.158989	1	371
1950/noun	-0.10553777	1.0	-0.32382202	2	3260
1950/num			0.76496714	1	550
1951/num			1.4691315	1	271
1953/num			1.2411958	1	342
1954/noun	0.118029095	1.0	-0.0998219	2	2612
1955/noun	0.24051428	1.0	0.71523917	4	2309
1956/noun			-0.90486896	1	2919
1956/num			1.0344926	1	422
1958/noun	0.62628394	2.0	0.6326104	5	3143
1959/noun			-0.16413137	2	2786
1959/num	1.9991121	1.0	1.0901417	1	397
1960/noun			-1.3529698	1	4570
1960/num	1.4578822	1.0	1.242605	2	683
1962/noun	-0.21169825	1.0	-0.02306325	3	3629
1964-1970/noun			6.3690214	1	2
1964/noun	1.2100236	4.0	0.70383537	6	3496
1965/noun	-0.23173694	1.0	-1.1431865	1	3701
1966/noun	-0.238463	1.0	-0.051095717	3	3726
1967/noun	-0.4910679	1.0	-0.70975226	2	4799
1968/noun	-0.40996924	1.0	-0.22329232	3	4419
1969/num			0.16284874	1	1011
1971/noun			0.17654385	4	3955
1971/num			0.3570804	1	829
1972/noun	0.17080742	2.0	-0.7405721	2	4944
1973/noun	-0.55032325	1.0	0.32977906	6	5091
1974/noun			-1.5250356	1	5419
1974/num			0.6726832	1	605
1975/noun			-0.8958225	2	5784
1975/num			0.7728241	1	547
1977/num			0.71618134	1	575
1978/noun			0.116096795	5	5248
1979/noun	-0.6090108	1.0	-0.8278337	2	5396
1979/num			1.7939668	3	589
1980/noun			-0.25856358	5	7643
1982/noun			-0.6694039	3	6912
1982/num			0.50482213	1	713
1983/noun			-0.95235735	2	6105
1984/noun			-1.0312479	2	6625
1985/noun			-0.72761726	3	7315
1986/noun			-0.7706456	3	7640
1987/noun			-1.8389801	1	7416
1988/noun			-2.092601	1	9548
1989/noun	-0.7197382	2.0	-0.71592987	5	12049
1990/noun			-1.0321717	4	13235
1990/num			-0.27454048	1	1550
1991/noun			-1.1494976	4	14872
1992/noun	-1.036017	2.0	-1.0322038	5	16536
1992/num			-0.30617115	1	1603
1993/noun	-1.0588627	2.0	-0.71871644	7	16911
1993/num			-0.2865155	1	1568
1994/noun	-2.0803602	1.0	-0.91308457	8	23494
1995-'99/num	6.3710885	1.0	5.4527307	1	5
1995/noun	-1.5204433	2.0	-1.3341782	6	26842
1995/num			-0.6708143	1	2302
1996-'98/num			4.3245597	1	16
1996/noun	-2.3175592	1.0	-1.8434758	4	29771
1996/num			-0.7552757	1	2511
1997/noun	-1.8242936	2.0	-1.0316534	11	36388
1998/name			-0.14495032	1	1375
1998/noun	-2.1675286	2.0	-1.1332706	14	51305
1999/noun	-1.8521073	3.0	-1.6635011	9	56174
1999/num	-0.34138167	1.0	-1.2476807	1	4135
19de-eeuwse/adj			0.84566224	2	1011
19de/num	-0.3445374	1.0	-0.15637481	3	4147
1_programma/noun	1.9263804	1.0	1.0168078	1	427
1kg/noun			3.0862322	1	56
1m76/noun			3.3633387	1	41
2,05/num			1.9025387	1	178
2,20/num			1.5232607	1	256
2,20371/num			3.0288134	1	58
2,4/num			-1.0621005	1	3427
2,5/num	-1.5448893	1.0	-1.0650884	4	13769
2,50/num	0.5914257	1.0	-0.31737003	1	1628
2,55/num			1.8313273	1	190
2,7/num	-0.027631342	1.0	-0.9330201	1	3022
2,99/num			2.4401412	1	105
2-0/num			-1.9133078	3	24044
2-1/noun	-0.6916601	1.0	-1.6001893	1	5886
2-1/num			-2.4918857	1	14374
2-2/num	-0.55725354	1.0	-0.7743592	2	5144
2-3/num	-0.06586295	1.0	-0.9761175	1	3141
2-katsrecept/noun	7.9805264	2.0	7.0621686	2	2
2.000/num			-1.7736675	1	7000
2.162/num	5.6779413	1.0	4.7595835	1	10
2/name	-1.0106807	6.0	-0.65741706	21	49039
2/noun			-1.267101	5	21190
2/num	-0.41943395	25.0	-0.38849953	64	111933
