cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name			-0.2159168	2	19257
!/punct	0.31694353	10.0	0.36736605	26	142029
"""/punct"	-0.25739565	194.0	-0.11334861	557	4844510
&/name	-1.0174448	1.0	-0.128599	6	52896
&/noun			1.4647144	1	1846
&T/name			6.071854	1	18
'/punct	-0.14889325	122.0	0.012665316	356	2720890
'53/noun			4.745158	1	67
'84/noun			3.6600304	1	197
'88/name			4.82976	1	61
'96/noun	2.5957532	1.0	1.6828873	1	1417
'n/noun			3.004732	1	378
's/adv	-1.1858046	1.0	-0.01787725	8	62265
's/det	0.5365139	1.0	-0.36707625	1	11206
't/name	0.060811892	1.0	0.76663494	5	17963
(/noun			0.93728334	1	3006
(/punct	-0.92117673	57.0	-0.74119264	167	2759129
(over)beharing/noun			8.934055	1	1
)/punct	-1.2792618	39.0	-0.7561366	163	2758869
)/tag			0.6721025	1	3950
*/tag	-0.18229039	5.0	-0.16683732	12	117193
*FARHAD/noun	9.85055	1.0	8.934055	1	1
,/name			0.43043756	5	24958
,/punct	0.06070804	1012.0	0.043594033	2473	18092245
--/punct	-0.28038052	3.0	-0.17810042	8	75440
-/punct	0.41715765	84.0	0.26343954	178	1059446
-Björn/name	9.85055	1.0	9.2907295	1	1
-Discussie/noun	9.157402	1.0	8.240908	1	2
-FC/noun	7.220461	1.0	6.3203154	1	14
-Noch/name			8.934055	1	1
-Trainer/name	7.653325	1.0	6.770732	1	9
.../punct	0.5155426	9.0	0.5479812	23	103573
../punct			0.3771989	1	5416
./name			0.953809	1	3011
./punct	-0.033619758	1412.0	-0.020067604	3562	28225482
//name	0.4093754	1.0	0.2345736	2	13088
//punct	-0.85588914	1.0	0.33431572	8	45910
0-3/num			-0.041530903	1	8010
00.20-01.20$^uur/noun			8.934055	1	1
00.50/num			3.5624871	1	223
01.34/noun	9.85055	1.0	8.934055	1	1
071/30.22.72Evolution/noun			8.934055	1	1
0900_nummer/noun			3.757623	1	179
1,2/num			0.040447988	1	7412
1,59/num			4.1061416	1	128
1,7/num			0.5518457	1	4438
1-0/num			-0.7213349	2	31566
1.000/num	0.7716714	1.0	-0.13413405	1	8825
1.50-3.30u./noun	7.9046397	1.0	6.988145	1	7
1/name	0.30739328	4.0	-0.18136826	6	56531
1/noun	-1.2872113	1.0	-0.39581278	6	69141
1/num	-1.129262	2.0	-2.032763	2	118827
10/name	0.6844747	1.0	-0.22239922	1	9610
10/noun	-0.1139977	1.0	0.082229376	3	21393
10/num			-1.7772233	2	91258
100-jarig/adj			3.5295775	1	230
100.000/num	0.5606359	1.0	-0.34193262	1	10904
100/num			-1.7261517	1	43355
11.11.11/num			2.3057492	1	795
11/noun			0.048774652	5	36830
11/num	-0.7559209	1.0	-0.5636061	3	40771
110.000/num	2.9701655	1.0	2.0661848	1	981
110/num			0.23214315	1	6110
113/num	2.2547226	1.0	1.3484693	1	2001
119/num			1.6257802	1	1510
12/num			-2.0083568	1	57411
1200/num			1.2289277	1	2274
1208/noun			6.8546133	1	8
122/num			2.3074036	2	1530
13/noun			0.112484895	3	20739
13/num			-0.2610207	4	40176
130/num			0.16264606	1	6560
135/num			1.069981	1	2636
14./num	1.0877668	1.0	0.17299059	1	6397
14.15/num	2.505185	1.0	1.5955243	1	1561
14/noun			-0.47566682	2	24865
140/num	1.7840478	2.0	1.2833946	3	6410
15./num			0.20548321	1	6197
15.000/num	1.1439972	1.0	0.93306017	2	6093
15/noun			-0.67731565	2	30549
15/num	-0.55988723	2.0	-0.77320856	4	66844
150/num	-0.1563684	1.0	-1.0615946	1	22300
154/num	2.9077892	1.0	1.9999499	1	1040
155/num			1.6114455	1	1536
16/noun			-0.95354956	1	20089
16/num			-0.959636	2	40303
161/num	3.661644	2.0	3.4464095	4	979
17-jarige/adj			0.7190621	1	3798
17.43/num			6.193215	1	16
17/noun	-0.22349784	1.0	-0.43201905	2	23878
17/num			-1.5964853	1	38139
1702/num	2.4461184	1.0	1.5577972	1	1679
1721/noun			5.4003687	1	35
1757/noun			6.2599063	2	29
1793/num			6.5970683	1	11
17de-eeuwse/adj			2.4120357	1	691
17de/num			0.9183479	1	3071
18/noun	-0.38782403	1.0	-1.2885951	1	28146
18/num			-0.6703985	3	45254
1835/noun			3.9525054	1	147
1867/noun			3.5042708	1	229
1872/noun			3.2676284	1	290
1873/noun			3.2033062	1	310
1887/noun			3.0501757	1	362
18de/num			0.97595024	1	2907
19-jarige/adj	1.4741715	1.0	0.5711792	1	4392
19.02/name			6.8735414	1	9
19.10/num			3.9656315	1	146
19/noun			-1.0974035	1	23205
19/num			-0.7449991	2	32622
1902/noun			2.4332159	1	674
1916/noun			2.2430265	1	811
1935/noun			1.5715367	1	1594
1938/noun			1.285792	1	2115
1947/noun			0.9911421	1	2850
1960/noun			0.5189167	1	4570
1962/noun			0.75021094	1	3629
1965/noun	1.6382865	1.0	0.7287	1	3701
1966/noun			1.8207908	3	3726
1969/num			2.0347352	1	1011
1971-2003/num			8.240908	1	2
1974/noun			0.3468508	1	5419
1978/num			2.5214162	1	621
1981/noun			0.35641605	1	5361
1982-1998/noun			5.621689	1	28
1983/noun			0.22638197	1	6105
1984/noun	1.0571083	1.0	0.1474914	1	6625
1986/num			2.1906438	1	858
1990/noun	0.36394212	1.0	0.14656755	2	13235
1992/noun	0.8340064	2.0	-0.076608054	2	16536
1993/name			2.4833477	1	641
1993/noun	0.11801356	1.0	-0.099592924	2	16911
1995/noun			-1.2540512	1	26842
1998-2000/num			5.3673434	2	72
1998/noun	-0.9906525	1.0	-0.8018291	3	51305
1998/num	1.6671872	1.0	0.76050776	1	3597
1999/noun			-0.6025449	4	56174
1A/name			4.9249053	2	112
1ste/num	4.902849	36.0	4.0637207	38	5194
2,2/num			0.7251549	1	3737
2,4/num	1.7153859	1.0	1.5029331	2	3427
2,5/num			-0.5794962	1	13769
2-1/num			0.07314802	2	14374
2-2/noun			0.36986375	1	5357
2-3/noun			1.0915995	1	2591
2/name	-0.23926961	2.0	0.2493885	8	49039
2/noun			-0.3115053	2	21190
2/num			-1.2892017	4	111933
20.000/num			-0.22527623	1	9698
20.05-20.35u./noun	7.0173364	1.0	6.1008415	1	17
20.15/noun			0.8184146	1	3403
20.30-21.00u./noun	4.9558244	3.0	4.0408278	3	404
20.30-22.00u./noun			4.6985	1	71
20.35-21.28u./noun	9.157402	2.0	8.240908	2	4
20.35-21.30u./noun	8.660966	7.0	7.744471	7	23
20.55'De/name	9.85055	1.0	8.934055	1	1
20.55-21.35$^uur/noun	9.85055	3.0	8.985349	3	3
20.55-21.35/noun	9.717018	7.0	8.91987	7	9
20.55/name	6.6968794	8.0	5.8216515	8	201
20.55/noun	5.227417	2.0	4.3966284	2	232
20/noun			-1.619851	1	39184
20/num			-1.6304722	2	78788
200.000/num	1.7470176	2.0	1.2482448	3	6664
200/num			-0.62507606	2	28826
2000/name	0.317836	1.0	0.11156703	2	13959
2000/noun	-0.49869484	2.0	-0.7122522	4	62906
2000/num			-0.6196374	1	14445
2001/noun	-1.061418	1.0	-0.58039117	4	55236
2001/num			0.9291886	2	6128
2002/name	1.6686194	1.0	0.77705723	1	3628
2002/noun			-1.9013584	1	51756
2003/noun			-1.555604	1	36639
2004/noun			-1.223144	1	26354
2005/noun			-0.024761615	2	15874
2007/noun			0.5658492	1	4393
2084/noun			7.5730786	1	4
20uur/noun			4.333395	1	106
21.00-21.30u./noun	5.5067444	1.0	4.5902495	1	77
21.00-22.00u./noun			3.7350056	1	183
21.00-23.20$^uur/noun	8.751937	1.0	7.9044356	1	3
21.00/noun	3.0523303	1.0	2.1642408	1	928
21.10-21.35/noun	9.85055	1.0	8.934055	1	1
21.10-21.50$^uur/noun	9.85055	2.0	9.067586	2	2
21.10-21.50/noun	8.464255	1.0	7.5603395	1	4
21/noun			-0.29191998	2	20754
21/num	-0.6586736	1.0	-1.5643342	1	36979
22.15/noun			1.7172354	1	1389
22/name			1.0813438	1	2612
22/noun			-0.8604878	1	18321
22/num			-1.5978292	1	38168
220/num			0.9040523	1	3114
23-jarige/adj			1.1241688	2	5058
23.40-0.05u./noun	8.751937	1.0	7.8354425	1	3
23.40-0.07u./noun	8.464255	1.0	7.5477605	1	4
23/noun	0.21485169	1.0	0.41145316	3	15400
24/noun	0.14982876	1.0	0.6341382	4	16437
24/num			-1.6728654	1	41130
245/num	3.4352481	1.0	2.5294878	1	614
25-jarige/adj			1.1451182	2	4941
25/noun	0.32337508	1.0	-0.57675284	1	13820
25/num	-1.31363	1.0	-0.1395954	8	71011
252.000/num			5.546281	1	30
26/num			-0.5554292	2	26958
27/num			-0.5461846	2	26724
28/noun	0.2721086	1.0	0.063743204	2	14547
2:13/num	7.771108	1.0	6.8546133	1	8
2de/num	5.062492	46.0	4.16164	46	5648
2m08/noun	6.046669	1.0	5.14307	1	45
3.800/num	4.241078	1.0	3.3345225	1	275
3/10/num			3.9867146	1	143
3/name	-0.44270542	1.0	0.26962355	5	29860
3/noun			-0.20356143	2	18982
3/num	-0.52220297	3.0	-1.1425714	4	96814
30/noun			0.3345417	3	16647
30/num	0.68440723	6.0	0.18394662	9	57761
3020/num			4.854824	1	62
30_seconde/noun	8.751937	1.0	7.8354425	1	3
31-35/num			6.5181413	1	12
31/noun			0.06551154	2	14497
31/num	0.034296248	1.0	0.22762811	3	18484
310/num	3.1366825	1.0	2.2325246	1	827
32/num	-0.105571836	1.0	-0.31846803	2	21246
34/num	0.081536815	1.0	-0.82370996	1	17620
35/num	-0.54959863	1.0	-0.35731834	3	33039
35ste/num			2.0438528	1	1003
388.200/num			7.940803	1	3
3X_model/noun			8.934055	1	1
3_programma/noun			5.378707	1	37
3de/num	4.824266	27.0	3.960133	28	4210
3deMERE/noun	10.138231	1.0	9.4448805	1	1
4.400/num	4.514214	1.0	3.6069074	1	208
4/name	0.026335333	1.0	-0.87735564	1	18612
4/noun			-0.28168824	2	20560
4/num	-1.4726821	1.0	-2.3810072	1	83383
40/num	0.33637708	3.0	0.123335615	6	40859
400.300/num			8.934055	1	1
400.800/num	9.85055	1.0	8.934055	1	1
400/num	0.88155663	2.0	-0.023951117	2	15791
410/num	3.459261	1.0	2.5515623	1	599
414.000/num			5.813895	1	23
42-jarige/adj	2.3492603	1.0	1.4526402	1	1848
42/name			1.7735974	1	1307
42/num	0.26194412	1.0	0.0488667	2	14677
430.500/num			8.934055	1	1
43ste/num	3.629711	1.0	2.7341545	1	507
45/num	-0.22400889	1.0	-1.129779	1	23856
45ste/num			3.8935373	3	474
46/num			-0.81779826	1	17422
47/name	2.82113	1.0	1.9144007	1	1133
47/num			-0.33126584	1	10767
49/num	1.3325193	2.0	0.42878765	2	10068
4de/num	3.865001	8.0	2.9645486	8	3236
5/name			-0.86418587	1	18524
5/noun			-0.90368795	1	19088
5/num			-0.73059964	5	80145
5/tag			4.3174505	1	102
50.000/num	0.8102121	1.0	-0.094013795	1	8497
50/num	-0.94090885	1.0	-1.8466955	1	48857
500/num	1.237961	4.0	0.73794675	6	22123
51/name	3.0241401	1.0	2.8158476	2	926
538/name			2.1854713	1	876
550/num			1.0939782	1	2593
56/num			-0.2646833	1	10059
57/num			-0.2098998	1	9524
58/num			-0.31842968	1	10607
6,5/num			0.7152005	1	3779
6/num			-0.7062146	4	62429
60.000/num	1.5535668	1.0	0.6496391	1	4041
60/noun	4.337121	1.0	3.4232507	1	248
60/num			-0.37926453	3	33710
62/num			-0.14924145	1	8956
7,2/num			2.0711403	1	977
7,5/num			0.5961919	1	4254
7/num	-1.0466548	1.0	-1.9545999	1	54496
70/num			-1.3457657	1	29500
702/num			3.878765	1	158
71/num			0.10202919	1	6949
74/num			0.09501749	1	6998
747AM/name			1.8236855	1	1361
75-WAREGEM/name	9.85055	1.0	8.934055	1	1
75/noun			6.2260046	1	15
75/num			-1.0399632	1	21780
76-jarige/adj	3.204484	1.0	2.997905	2	780
8/noun	-0.067758754	1.0	-0.27800637	2	20423
8/num	-1.0113825	1.0	-1.2256355	2	52574
80.000/num			0.9924393	1	2865
80/num			-1.339835	1	29331
800/num			0.4327829	2	10005
81-jarige/adj			3.1099002	2	696
81/num			0.92972285	2	6070
82-jarige/adj			2.5550349	1	611
82/num			0.82139236	2	6772
86.000/num			3.8948324	1	157
87/num			0.22411151	1	6147
9/11_familie_lid/noun			8.240908	1	2
9/name			1.1793448	3	7101
9/noun	-0.063673794	1.0	-0.96583104	1	20345
9/num			-1.8192127	1	47693
90/num			-1.0600384	1	22181
900/num			0.589752	1	4283
9000_computer/noun			8.934055	1	1
92/num	1.5812091	1.0	1.369635	2	3922
9850/num			6.3500576	2	27
99/num			0.4606361	1	4865
:/punct	-0.0018083536	114.0	-0.08285406	260	2182842
;/punct	-1.5494959	8.0	-1.0159235	34	715025
?!/num			2.1191828	1	940
?./num			2.7549706	1	495
?/punct	-0.2355797	34.0	-0.045969572	102	826450
ABL/name			5.1532803	1	49
ABX/name			1.71808	1	1391
AC/name			-0.024491522	1	8039
ACHTEROP/name			8.090335	2	5
AIR/name	4.7660446	1.0	3.8890183	1	174
ALMAAR/name			6.577929	1	13
ANDRE/name			2.9630482	1	433
APPELTERRE/det	9.984081	1.0	9.364838	1	1
APPELTERRE/name	5.311252	1.0	4.4516177	1	96
ARD/name	2.2766974	1.0	1.380349	1	1983
ASSE-ZELLIK/name	7.054794	1.0	6.2496147	1	19
ASSENEDE-BOEKHOUTE/name	7.959699	1.0	7.1014733	1	7
ASSENEDE-BOEKHOUTE/noun	7.5605435	1.0	6.667097	1	10
AT&T/name	2.8841717	1.0	2.6801782	2	1077
ATV/name			2.5872788	1	595
AVS/name	4.9758296	2.0	4.0723066	2	266
AVT/name			1.7941568	1	1697
AWT/name			4.8976045	2	114
AXA/name	4.4574904	1.0	3.5564644	1	225
Aa/name			1.1039275	1	2559
Aalsmeer/name			2.1585748	2	1807
Aalst/name	-0.31916007	1.0	-0.51843315	2	26544
Aalsterse/adj	3.6889205	5.0	2.7861638	5	2397
Aarde/name			1.456366	1	1806
Aarlen/name			1.6541846	1	1483
Aarlense/adj			5.04735	1	49
Aartrijke/name			1.7918602	1	1306
Aartsen/name			0.040077444	1	7442
Ab/name			0.91933906	1	3125
Aboe/name			2.4721963	1	649
Abominabele/name			8.240908	2	4
Abrahams/name			2.2050078	1	859
Academie/name	1.3888692	1.0	0.48446637	1	4789
Acar/name			4.9934444	1	52
Achmea/name			1.8070838	1	1299
Actuele/name			3.3541365	1	268
Ad/name	1.191358	1.0	0.28693065	1	5850
Adam/name			1.2806668	2	4284
Adams/name			0.5272349	1	4556
Adecco/name	4.433061	4.0	4.0903745	7	923
Adelheid/name			2.5777738	1	585
Adolf/name	2.1294782	1.0	2.322462	3	2270
Adriaan/name			0.9481283	1	3017
Adriaanse/name			0.09367025	1	7021
Adrivalan/name	6.568699	1.0	5.6836805	1	27
Advertising/name	4.4461846	1.0	4.2299447	2	224
Advocaat/name			1.7193226	5	7017
Aegon/name	1.0281354	1.0	0.121762335	1	6888
Aegon_top/noun	7.0173364	1.0	6.112676	1	17
Aendenboom/name	5.1603494	1.0	4.259359	1	109
Afghanistan/name	-0.13907544	1.0	0.34252924	4	21966
African/name			2.173872	1	876
Afrikaan/noun			0.6629798	1	3963
Afrikaans/adj	0.13275936	1.0	-0.081689775	2	16737
Afrit/name			3.8781278	2	323
Aguilera/name			2.839019	1	455
Agus/name	5.9065437	1.0	4.9934444	1	52
Ahuna/name			8.934055	1	1
Aimé/name			0.77811867	1	3581
Ajax/name	-0.17718884	2.0	-0.389604	4	45888
Akim/name			5.6493917	1	27
Alain-Protput-Vandam/name	9.85055	1.0	8.934055	1	1
Alain/name	0.5377204	1.0	0.731568	3	11202
Alarmschijf/noun			7.8354425	1	3
Albert/name			-1.0919112	1	23148
Aleksandr/name			2.9612	2	808
Alex/name	0.48029312	1.0	0.27606997	2	12050
Alfa/name			1.5660939	1	1616
Ali/name	0.56727254	1.0	0.35428149	2	10850
Alice's/name			5.9308505	1	21
Alida/name			3.411195	1	255
Alison_bord_DIM/noun	9.85055	1.0	8.934055	1	1
All/name			0.40556586	1	5158
Allan/name			1.6884713	1	1430
Allary/name			4.768165	1	66
Alle/det			3.273528	1	302
Allen/name			0.6047589	1	4225
Almere/name			0.13967717	1	6824
Alsemberg/name	2.7898588	1.0	1.8918126	1	1181
Altman/name			3.1872928	2	634
Ambonstad/name			7.8354425	1	3
Amerika/name	-0.8775491	1.0	0.0054389485	6	45923
Amerikaan/noun	0.023970162	3.0	0.31943297	10	56013
Amerikaans/adj	-0.6951941	6.0	-0.61743855	16	231449
Ameritrade.com/name	9.157402	1.0	8.240908	1	2
Amerongen/name			2.111422	1	940
Ameye/name			3.1829119	1	319
Amhali/name			3.3586743	1	269
Amin/name	3.2398536	1.0	3.0269237	2	750
Amnesty/name	1.7394468	1.0	1.9318688	3	3380
Amnesty_commercial/noun			8.240908	1	2
Amstel/name			0.3924717	1	5212
Amsterdam/name	0.1679963	9.0	-0.36432195	13	146502
Amsterdammer/name			2.0584614	1	988
Amsterdammer/noun			-0.20475176	1	9563
Amsterdams/adj	0.1536021	3.0	-0.456655	4	49844
Amélie/name	2.8265681	1.0	1.9195552	1	1134
Anciaux/name	0.70393485	1.0	0.48958844	2	9518
Andalusische/adj	4.2879467	1.0	4.0680604	2	262
Anderlecht/name	-0.66945034	1.0	-0.4711954	3	37583
Anders/name			1.3198539	2	4122
Andrea/name			0.59306216	1	4280
Andrew/name			1.3046987	2	4192
André/name	0.507576	2.0	0.29654646	4	23199
Andy/name	0.5160246	1.0	0.30213234	2	11432
Angeles/name			-0.19169106	1	9344
Angelica/name	4.7769394	1.0	3.8667245	1	161
Angelsaksisch/adj			1.4103036	1	1867
Anglicaan/noun			5.0386696	2	103
Angèle/name	3.6798935	1.0	2.778136	1	490
Anheuser/name			5.0514607	1	49
Anja/name	1.4104265	1.0	0.50810033	1	4696
Anky/name			2.3809054	1	729
Anne/name	0.59214556	1.0	-0.31286797	1	10590
Anneke/name	2.445662	1.0	1.5394083	1	1665
Annemans/name			2.1267834	1	919
Anouschka/name			5.219264	1	42
Anthierens/name			2.9328878	1	414
Anthuenis/name			0.47669676	1	4814
Antoine/name			0.38325298	1	5259
Antwerp/name	0.7457087	1.0	0.94259244	3	9093
Antwerpen/name	-0.9433722	2.0	-0.73102254	6	98965
Antwerpenaar/noun			0.6828868	1	3918
Antwerps/adj	-0.82297957	1.0	0.22388533	7	43848
Apeldoorn/name	1.7282156	1.0	0.83062124	1	3404
Aper/name	4.6965356	1.0	3.7845278	1	174
Apple/name			1.0351613	1	2775
April/name			3.399678	1	259
Arabisch-zijn/name			8.934055	1	1
Arabisch/adj	1.2355872	3.0	1.173591	7	16633
Arcade_topper/noun	9.85055	1.0	8.934055	1	1
Arend/name	2.8860598	1.0	1.9841986	1	1081
Argentijns/adj	0.8500511	1.0	-0.05195985	1	8234
Ariane/name	3.2998266	1.0	2.3935301	1	706
Arias/name			3.7865605	1	174
Arjan/name	3.4027817	3.0	2.495051	3	1928
Arme/name	4.096391	1.0	3.1952271	1	324
Armstrong/name	0.3483329	1.0	0.13739088	2	13580
Arnhems/adj			1.2568167	1	2222
Arnold/det			4.7182307	1	70
Arnold/name			1.1691116	2	4843
Aronofsky/noun			6.8546133	1	8
Arquette/name			3.1821175	1	321
Arte/name			1.1094692	1	2657
Artevelde/name			3.3680031	1	269
Artsen/name			1.2707648	1	2178
Arturo/name			3.224125	1	307
Ashcroft/name			1.8794758	1	1177
Ashraf/name			3.807416	1	170
Asimo/noun	7.9046397	1.0	7.0025334	1	7
Asscher/name			2.7838788	1	480
Asse_Zellik/name			3.5461254	1	224
Assenede-/name			8.346269	1	2
Assenede_Boekhoute/name			4.022872	1	138
Astene/name			2.9200954	1	423
Astrid/name			0.7858552	1	3601
Atheense/adj			3.242514	1	303
Atkinson/name			2.3163848	1	771
Augsburg/name			3.9426026	1	148
Australian/name			0.79543185	1	3487
Australisch/adj	0.40061185	1.0	-0.500776	1	12935
Australië/name			-0.12914173	2	17632
Australiëde/name			8.934055	1	1
Authority/name			2.883143	1	428
Auto/prefix	6.5183454	1.0	5.6253386	1	30
Autoschuimers/noun			4.4215484	1	102
Avantgarde/name			4.7391114	1	67
Averulle/noun			7.8354425	1	3
Award/name			1.9613082	3	3270
Awards/name			1.8519473	2	2432
Axe/name	5.265582	1.0	4.354716	1	99
Axion/Kanaal/name			8.934055	1	1
Azië/name	0.5431393	1.0	-0.36141664	1	11101
Azteca/name			6.6314697	1	10
Aïki-noedels/name			8.240908	1	2
B+B/name			6.2949977	1	14
B/name			-1.1919678	1	25527
BA/name			1.4257613	1	1940
BA_huisstijl/noun			8.934055	1	1
BBC-verslaggever/name			6.2260046	1	15
BBC1/name	2.810725	2.0	1.9264544	2	2317
BBC2/name	1.9650323	1.0	1.0648445	1	2697
BBDO/name			5.6587987	1	27
BELZELE/name	6.11288	1.0	5.2527037	1	43
BIB/name			1.8704505	1	1204
BL/name			3.064617	1	499
BLANKENBERGE/name	4.438904	2.0	3.9600837	3	453
BMW/name			0.5695935	2	8794
BOIC/name			1.6116767	1	1539
BON/name	5.847772	1.0	4.9983153	1	59
BORSBEKE/name	6.8930387	1.0	6.0353847	1	20
BRAINE/name	5.603842	1.0	4.7021246	1	71
BRAKEL/name	4.4439387	1.0	3.5810127	1	229
BREDERE/name			8.017764	1	3
B_ploeg/noun			2.6787848	1	529
Bach/name			0.2302246	1	6140
Bachkoralen/name			7.8354425	1	3
Bacon/name	2.7112858	1.0	1.8004	1	1267
Bad/name			1.3555516	1	1993
Baelen/name	3.211491	1.0	2.3041635	1	769
Baert/name			0.71769667	1	3776
Baets/name			2.0143712	1	1022
Bait/name			6.4163585	1	13
Bakers/name			4.6006937	1	79
Bal/name			1.0641565	1	2682
Bald/name			5.582398	1	29
Balearen-premier/name			8.934055	1	1
Balen/name			0.98450476	1	2935
Balkan/name	1.8915358	2.0	1.3903315	3	5758
Balkenende/name	0.4276718	1.0	0.21877766	2	12556
Ballack/name			2.4843748	1	645
Ballard/name			3.2652092	1	292
Balou/name	7.0173364	1.0	6.1008415	1	17
Balthazar/name			2.126341	1	926
Band/name			1.8868204	4	4666
Bank/name			-1.3574429	1	30269
Bankenbergs/adj			8.934055	1	1
Baptiste_spotje/noun	9.85055	1.0	8.934055	1	1
Barak/name	0.9680712	1.0	0.7548833	2	7259
Barango/name			8.240908	2	4
Barbarossa/name			4.060768	1	133
Barbieux/name	4.6396985	1.0	3.731698	1	186
Barcelona/name			-0.32816833	2	21572
Barend/name			0.4845948	1	4753
Barnes/name			2.442194	1	672
Barometer/name	5.9845705	1.0	5.075433	1	48
Baron/name			1.5023999	1	1720
Barroso/name			2.158803	1	895
Barrymores/name			7.940803	1	3
Barrymores/noun			8.240908	1	2
Bart/name	-0.26379627	2.0	-0.06766088	6	50275
Barthelon/name	5.741727	1.0	4.8338943	1	61
Base/name			3.1782336	2	650
Base_reclame/noun			8.934055	1	1
Basecamp/name	9.85055	1.0	8.934055	1	1
Bashar/name	3.4890313	1.0	2.584916	1	587
Basisverlichting/name	9.157402	1.0	8.240908	1	2
Baskisch/adj			0.90607274	1	3167
Bassie/name	4.40705	1.0	3.5033944	1	234
Bassist/name			4.646339	1	75
