_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
horde.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.7470119004538023	-0.2377726966197661	NA	NA	BOW	bound	480	lex	10_10	1	weight	5000	5000	nav	4_4	268	horde
horde.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.5147149382927977	-1.110239812368745	NA	NA	BOW	bound	480	lex	10_10	1	weight	5000	5000	all	4_4	268	horde
horde.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7858035769705487	0.11272028073903964	NA	NA	BOW	bound	480	lex	10_10	1	weight	FOC	354	nav	4_4	268	horde
horde.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.7401397467525433	0.07599811675757752	NA	NA	BOW	bound	480	lex	10_10	1	weight	FOC	480	all	4_4	268	horde
horde.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.8569719932871471	-0.16195043678537097	NA	NA	BOW	bound	480	lex	10_10	1	selection	5000	5000	nav	4_4	268	horde
horde.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.6306082894090516	-1.0334606868910734	NA	NA	BOW	bound	480	lex	10_10	1	selection	5000	5000	all	4_4	268	horde
horde.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7065698294408513	0.23645355732032744	NA	NA	BOW	bound	480	lex	10_10	1	selection	FOC	354	nav	4_4	268	horde
horde.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.6842158585662775	0.21275307037155045	NA	NA	BOW	bound	480	lex	10_10	1	selection	FOC	480	all	4_4	268	horde
horde.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.2313651032674209	0.787166027554401	NA	NA	BOW	bound	926	lex	10_10	1	no	5000	5000	nav	4_4	273	horde
horde.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.4669717071230863	-1.279443011157732	NA	NA	BOW	bound	926	lex	10_10	1	no	5000	5000	all	4_4	273	horde
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.996866595517644	0.7042524065589141	NA	NA	BOW	bound	926	lex	10_10	1	no	FOC	685	nav	4_4	273	horde
horde.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.0073902323409407	0.6793084742009275	NA	NA	BOW	bound	926	lex	10_10	1	no	FOC	926	all	4_4	273	horde
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.16351560478806612	-0.2561024619308301	NA	NA	BOW	bound	659	all	10_10	1	weight	5000	5000	nav	4_4	277	horde
horde.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.0338522089468625	-1.0425265405077513	NA	NA	BOW	bound	659	all	10_10	1	weight	5000	5000	all	4_4	277	horde
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.39970251977337234	0.26322600601030194	NA	NA	BOW	bound	659	all	10_10	1	weight	FOC	354	nav	4_4	277	horde
horde.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.36083068901440224	0.1930417795404994	NA	NA	BOW	bound	659	all	10_10	1	weight	FOC	659	all	4_4	277	horde
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.4117272194564162	1.0502347395882532	NA	NA	BOW	bound	659	all	10_10	1	selection	5000	5000	nav	4_4	277	horde
horde.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.5472901508472297	-1.0490952354879148	NA	NA	BOW	bound	659	all	10_10	1	selection	5000	5000	all	4_4	277	horde
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10063019623634664	0.6273488873315398	NA	NA	BOW	bound	659	all	10_10	1	selection	FOC	354	nav	4_4	277	horde
horde.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.11516994946775568	0.5925012270156779	NA	NA	BOW	bound	659	all	10_10	1	selection	FOC	659	all	4_4	277	horde
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.25878229033223565	1.7581482990084716	NA	NA	BOW	bound	1319	all	10_10	1	no	5000	5000	nav	4_4	277	horde
horde.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.0871281084098247	2.232723492734746	NA	NA	BOW	bound	1319	all	10_10	1	no	5000	5000	all	4_4	277	horde
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.11412865846728458	1.4088294146314542	NA	NA	BOW	bound	1319	all	10_10	1	no	FOC	685	nav	4_4	277	horde
horde.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.24088469648327224	1.4718389355157264	NA	NA	BOW	bound	1319	all	10_10	1	no	FOC	1319	all	4_4	277	horde
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6520731966011702	-0.2417849746729542	NA	NA	BOW	bound	402	lex	5_5	1	weight	5000	5000	nav	4_4	259	horde
horde.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.48411535894947333	-1.046441644925951	NA	NA	BOW	bound	402	lex	5_5	1	weight	5000	5000	all	4_4	259	horde
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6469891061055069	0.010583593177618254	NA	NA	BOW	bound	402	lex	5_5	1	weight	FOC	295	nav	4_4	259	horde
horde.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6270579387005786	-0.021380048233551736	NA	NA	BOW	bound	402	lex	5_5	1	weight	FOC	402	all	4_4	259	horde
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.696029448804413	-0.24045034268280244	NA	NA	BOW	bound	402	lex	5_5	1	selection	5000	5000	nav	4_4	259	horde
horde.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.5339414921316188	-0.9993488019380369	NA	NA	BOW	bound	402	lex	5_5	1	selection	5000	5000	all	4_4	259	horde
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5880718521465811	0.05148425569677278	NA	NA	BOW	bound	402	lex	5_5	1	selection	FOC	295	nav	4_4	259	horde
horde.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5708759717190055	0.026539866822531642	NA	NA	BOW	bound	402	lex	5_5	1	selection	FOC	402	all	4_4	259	horde
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.239820209670283	-0.10444538466805423	NA	NA	BOW	bound	580	lex	5_5	1	no	5000	5000	nav	4_4	271	horde
horde.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.9527146105771526	-1.349768889599079	NA	NA	BOW	bound	580	lex	5_5	1	no	5000	5000	all	4_4	271	horde
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.8548249991422203	0.2577949523882754	NA	NA	BOW	bound	580	lex	5_5	1	no	FOC	436	nav	4_4	271	horde
horde.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.8834876588216446	0.2421364305686644	NA	NA	BOW	bound	580	lex	5_5	1	no	FOC	580	all	4_4	271	horde
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.0397542130229897	-0.20876510952312938	NA	NA	BOW	bound	545	all	5_5	1	weight	5000	5000	nav	4_4	276	horde
horde.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.07863029063455586	-0.9522410583343779	NA	NA	BOW	bound	545	all	5_5	1	weight	5000	5000	all	4_4	276	horde
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24689839580317535	0.05507742587806207	NA	NA	BOW	bound	545	all	5_5	1	weight	FOC	295	nav	4_4	276	horde
horde.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.22889886250025684	0.021358343300492154	NA	NA	BOW	bound	545	all	5_5	1	weight	FOC	545	all	4_4	276	horde
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.5706929096946455	0.6659305141940575	NA	NA	BOW	bound	545	all	5_5	1	selection	5000	5000	nav	4_4	276	horde
horde.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.6092230146540344	-0.7587048494887124	NA	NA	BOW	bound	545	all	5_5	1	selection	5000	5000	all	4_4	276	horde
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.031394450064717555	0.3242659274054593	NA	NA	BOW	bound	545	all	5_5	1	selection	FOC	295	nav	4_4	276	horde
horde.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.03336565071379125	0.2894666311320139	NA	NA	BOW	bound	545	all	5_5	1	selection	FOC	545	all	4_4	276	horde
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.6147955186178182	1.1098465498014312	NA	NA	BOW	bound	812	all	5_5	1	no	5000	5000	nav	4_4	276	horde
horde.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	1.0019783605921317	-1.2168322627286032	NA	NA	BOW	bound	812	all	5_5	1	no	5000	5000	all	4_4	276	horde
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.07809477938810748	0.741643183415689	NA	NA	BOW	bound	812	all	5_5	1	no	FOC	436	nav	4_4	276	horde
horde.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.03222075134582106	0.7828252218872408	NA	NA	BOW	bound	812	all	5_5	1	no	FOC	812	all	4_4	276	horde
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.5095102827597398	-0.26285245277189523	NA	NA	BOW	bound	313	lex	3_3	1	weight	5000	5000	nav	4_4	248	horde
horde.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3310202588369654	-1.0020638792660248	NA	NA	BOW	bound	313	lex	3_3	1	weight	5000	5000	all	4_4	248	horde
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4931147874815903	-0.05277580571918452	NA	NA	BOW	bound	313	lex	3_3	1	weight	FOC	233	nav	4_4	248	horde
horde.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.472239807813844	-0.07357947964977528	NA	NA	BOW	bound	313	lex	3_3	1	weight	FOC	313	all	4_4	248	horde
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.5694063758793012	-0.28877486052265267	NA	NA	BOW	bound	313	lex	3_3	1	selection	5000	5000	nav	4_4	248	horde
horde.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3578001200976229	-1.0182307869381264	NA	NA	BOW	bound	313	lex	3_3	1	selection	5000	5000	all	4_4	248	horde
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.49281000969754213	-0.013693602969014177	NA	NA	BOW	bound	313	lex	3_3	1	selection	FOC	233	nav	4_4	248	horde
horde.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.47778963726916907	-0.03754136172304999	NA	NA	BOW	bound	313	lex	3_3	1	selection	FOC	313	all	4_4	248	horde
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.0025125557354913	-0.280780958740383	NA	NA	BOW	bound	388	lex	3_3	1	no	5000	5000	nav	4_4	259	horde
horde.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-0.5664505282298816	-1.3658954788210518	NA	NA	BOW	bound	388	lex	3_3	1	no	5000	5000	all	4_4	259	horde
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.7262851533441285	0.14169953418205772	NA	NA	BOW	bound	388	lex	3_3	1	no	FOC	289	nav	4_4	259	horde
horde.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.7227793531292346	0.12259570606827642	NA	NA	BOW	bound	388	lex	3_3	1	no	FOC	388	all	4_4	259	horde
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.16072948682881177	-0.2766775050068253	NA	NA	BOW	bound	403	all	3_3	1	weight	5000	5000	nav	4_4	274	horde
horde.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	0.27326732579122853	-1.0120523650392956	NA	NA	BOW	bound	403	all	3_3	1	weight	5000	5000	all	4_4	274	horde
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10672512530867144	-0.034044745935566015	NA	NA	BOW	bound	403	all	3_3	1	weight	FOC	233	nav	4_4	274	horde
horde.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07375203258932829	-0.06894943735690853	NA	NA	BOW	bound	403	all	3_3	1	weight	FOC	403	all	4_4	274	horde
