cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!!/punct			0.30587927	1	592
!!/punct			-0.13238984	1	912
!/name	0.016343521	10.0	0.10115862	27	19257
!/noun			-1.4522289	2	6683
!/punct	0.17549348	85.0	0.075928666	191	142029
!?/noun			0.5654231	1	442
!?/num			0.90575814	1	323
"""/name"			1.2595973	1	222
"""/punct"	0.87101024	5871.0	0.6001747	11178	4844510
$26.000/num			6.648441	1	1
&#352;pidla/name	5.084127	1.0	4.171902	1	12
&/name	-1.1017364	9.0	-0.6796122	34	52896
&/noun			-0.8208998	1	1846
&/punct	-0.71786565	2.0	-0.524425	6	8058
&De/name			2.7063737	2	104
&Fire/name			3.7388113	1	19
&Hardy/name			4.3458557	1	10
&W/name			1.5969834	1	158
'/name			1.2637928	3	662
'/punct	0.19627658	1687.0	0.24125282	4399	2720890
'11:11/num			6.648441	1	1
'14-'18/num			2.7940469	2	96
'28/name			1.671707	1	149
'29/noun			3.5573983	1	22
'30/num			0.6911795	1	389
'33/num			4.188852	1	12
'36/noun			2.9696116	1	40
'39/noun			2.9874465	1	39
'40-'45/name			2.7424357	1	51
'40/noun			2.4740534	1	65
'41/noun			4.009383	3	42
'44-'45/num			4.4908814	1	9
'44/noun			2.6488647	2	110
'45/noun			1.7402074	1	136
'48/name			5.3537135	1	4
'49/noun			2.5709033	1	59
'50/num	0.9441386	1.0	1.4159961	4	756
'53-'54/num			6.648441	1	1
'58/noun			2.3745563	1	72
'59/name			2.9373107	1	42
'59/noun			2.8263423	1	46
'60/noun			2.484104	1	65
'60/num	1.2223012	2.0	1.2230943	5	1143
'61/noun			3.3234048	2	56
'65/noun			3.4845493	4	95
'67/noun			1.6950815	1	142
'68/noun			0.30105153	1	574
'68/num			2.2589421	1	81
'70/noun	2.9638634	1.0	2.0462751	1	100
'70/num	1.3923004	3.0	1.4560049	8	1447
'70_punt_plan/noun			5.9552937	1	2
'72/noun			1.7050142	1	141
'74/noun			2.1373065	2	184
'74/num			2.7627616	1	49
'75/noun			1.6275251	1	152
'76/noun	2.4142978	1.0	2.5995586	3	174
'77/noun			1.7032332	1	141
'78/noun			1.8697375	2	241
'80/name	2.3643403	1.0	2.5515993	3	183
'80/num			1.0263203	6	1666
'81-'96/num			6.648441	1	1
'81/noun			1.4868026	1	175
'81/num			2.874531	1	44
'83/noun			1.3281173	1	205
'84/noun	2.2870996	1.0	2.0675633	2	197
'85/noun			1.1984758	1	234
'86/noun			2.264125	3	241
'87/noun			1.2543588	1	221
'88-'94/num			5.039003	1	5
'88/name	3.4602108	1.0	2.5441458	1	61
'88/noun			0.6152346	1	419
'89/noun	1.6232857	1.0	1.3981326	2	383
'90/noun	1.754903	1.0	1.5308962	2	336
'90/num	0.32257628	1.0	1.1974022	6	1406
'91/noun			1.5322449	3	502
'91/num	3.4581597	1.0	2.5457973	1	61
'92-'96/num	5.9595957	1.0	5.039003	1	5
'92/noun			1.2123199	3	693
'92/num			1.9104894	1	115
'93/noun			0.85314316	2	662
'94/noun	0.6647843	1.0	1.5383121	6	999
'94/num			1.6508907	1	149
'95/name	3.441899	1.0	2.5253468	1	62
'95/noun			0.26362583	2	1191
'96/noun			0.7835674	4	1417
'96/num	2.143533	1.0	1.9219383	2	228
'97/noun	1.2106136	3.0	1.392567	9	1737
'98/name	2.0102768	1.0	1.095675	1	260
'98/noun	-0.2929825	1.0	0.8700921	8	2605
'98/num	1.4078262	1.0	1.1891744	2	478
'99.9/num			6.648441	1	1
'99/noun			0.4527301	5	2518
'Herculesmuis'_experiment/noun			6.648441	1	1
'a/noun			1.2254751	1	230
'binnen'/prefix			5.5498285	1	3
'buiten'_wereld/noun	7.5690336	1.0	6.648441	1	1
'dotcom'_top/noun	7.5690336	1.0	6.648441	1	1
'n'/name			1.1778522	1	241
's-Gravesande/noun			2.2866168	1	79
's-Herenelderen-Hoepertingen/noun	7.5690336	1.0	6.648441	1	1
's/adv	-0.28926703	24.0	0.22223711	100	62265
's/det	-1.0518551	2.0	-0.35010543	10	11206
't/det			1.9139982	1	114
't/name	0.26420233	12.0	-0.037374806	22	17963
'wanted'_poster/noun	6.8758864	1.0	6.033255	1	2
'être/noun			2.6594567	1	54
(/noun	-0.43487275	1.0	0.037963428	4	3006
(/punct	-1.140951	448.0	-1.0179099	1245	2759129
(ver)kleuring/noun	7.5690336	1.0	6.648441	1	1
)/noun			-1.0864024	1	2313
)/punct	-1.1489936	435.0	-1.0529525	1191	2758869
)/tag			-0.5148995	3	3950
***/num	-0.011283563	1.0	-0.23114651	2	2003
*/tag	-2.1273344	7.0	-1.801864	23	117193
*@/num			6.648441	1	1
*Godshuizenlaan/noun			6.648441	1	1
*Inlichtingen/noun			2.4407675	1	74
*oordeel/noun			2.4437482	1	67
+/name			-0.6235062	1	1471
+/prep	-2.0593097	1.0	-1.35725	5	15336
+5%/num			4.5689993	1	8
,/name	-0.94432235	5.0	0.061745897	34	24958
,/noun			-1.974031	1	5599
,/punct	0.011371421	9432.0	-0.018544883	22849	18092245
,/tag			1.3389362	1	204
"-""Ik/name"			3.1889744	1	33
-'President/name	7.8567157	1.0	7.1592665	1	1
---/num	3.294105	1.0	2.4028068	1	73
--/punct	-0.56946653	22.0	-0.51780456	56	75440
--Namens/name			6.648441	1	1
--Tenslotte/noun			5.9552937	1	2
-/name	-2.9206667	1.0	-3.8288894	1	36107
-/punct	-0.37091956	374.0	-0.35701516	941	1059446
-14-jarigen/adj			3.1937027	1	32
-3/num	1.7367845	1.0	0.81949514	1	342
-De/name	0.25614646	1.0	0.037610117	2	1530
-Dewael/noun	6.1827393	1.0	5.2621465	1	4
-Het/name			0.3513314	1	563
-II/name	5.084127	1.0	4.171902	1	12
-Nederland/name	3.1337624	1.0	2.9233499	2	85
-Van/name	3.9054718	1.0	2.9977825	1	39
-brug/noun			5.2621465	1	4
-coordinator/noun	7.5690336	1.0	6.648441	1	1
-de/name	2.4938595	1.0	1.5789078	1	160
-de/noun			0.3746208	1	534
-er/noun	3.8078334	1.0	2.8872406	1	43
-films/noun	4.2017374	1.0	3.2811449	1	29
-gevaar/noun	7.5690336	1.0	6.648441	1	1
-iedereen_gelijk/noun			6.648441	1	1
-in/noun	1.7189885	1.0	0.8069274	1	348
-kerke/noun	6.1827393	1.0	5.31344	1	4
-krediet/noun	6.4704213	1.0	5.5498285	1	3
-lossers/noun			6.648441	1	1
-moeder/adj			5.039003	1	5
-ook/name			4.0129614	1	14
-op/noun			1.6368059	1	152
-oren/noun			4.8566813	1	6
-overigens/noun	4.886301	1.0	3.9708498	1	15
-plezier/noun			6.648441	1	1
-red/name			3.875852	1	16
-straat/noun			3.8789818	1	16
-team/noun			5.2621465	1	4
-vrouw/noun			1.0159752	1	283
-vrouwen/noun			1.1188133	1	256
..../punct			-2.0450392	1	6065
.../name			-1.194741	1	2586
.../punct	0.36753514	76.0	0.31425855	179	103573
...???/num			6.648441	1	1
...te/noun			6.648441	1	1
../name			1.8427817	1	124
../punct	-0.9984012	1.0	-0.1166559	6	5416
./name			0.054489084	4	3011
./punct	0.21030936	17645.0	0.013165541	36204	28225482
//name	-1.8721408	1.0	-0.9524284	6	13088
//num	1.1623597	1.0	0.9616349	2	614
//punct	-0.9401808	9.0	-0.69853556	28	45910
0,30/num			1.8153385	1	127
0,7/num			-1.0794687	1	2306
0,85/num			1.2968196	1	214
0-0/noun	0.033203	2.0	0.21886912	6	3803
0-0/num			-1.0322313	2	4405
0-1/num	-2.4004817	1.0	-1.3700789	7	21461
0-1_nederlaag/noun			2.4926875	1	64
0-2/num	-1.9231155	1.0	-1.4515196	4	13333
0-2_voorsprong/noun			1.5525455	1	165
0-3/num			-1.633998	2	8010
0-4/num	-0.4113323	1.0	-0.631378	2	2942
0-4_cijfer/noun	4.8609834	1.0	3.9403906	1	15
0-6/num	0.31432533	1.0	-0.5998855	1	1424
0-7/num			0.57631826	1	437
0-8/num			0.44580403	1	498
0.00-1.45u./noun	6.064956	1.0	5.1443634	1	5
