size	max_diss	av_diss	diameter	separation	medoid	avg.width
28	3.1943449367099777	2.1375203650944243	3.756288132580761	1.6311465741663802	hoekig.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.10430900448602484
21	3.097614273353246	2.462682181189068	3.797589138508496	1.8797614893922336	hoekig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.15738230746431764
38	3.6996015379538094	2.457175031079133	4.426295555205769	0.9869745383626641	hoekig.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	0.028851803378714905
27	3.482123105270001	2.272550405700176	3.893001255306089	1.054857917820523	hoekig.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.04260359022059433
20	2.252428134307504	1.598758800034265	3.0595902385343905	1.054857917820523	hoekig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.25952613621038934
20	2.2091372021493076	1.500119784297989	2.9851366175355993	1.0879246155642686	hoekig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.2916408792158832
19	3.445159524709298	1.8867900158346695	3.8044952892806374	0.9869745383626641	hoekig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.17244213737970748
27	3.1998689375909684	2.151129611190942	3.7836119512971957	1.8787087002012641	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.1794216736113976
