_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
stof.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.4267890251774222	-0.9444597165600972	LEMMAPATH2	NA	NA	LEMMAPATH	563	no	NA	NA	5000	all	313	1	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall
stof.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.3154533975448637	-0.8112434212397802	LEMMAPATH2	NA	NA	LEMMAPATH	563	no	NA	NA	5000	nav	313	1	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall
stof.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.7712897912719239	-0.16649881522751428	LEMMAPATH2	NA	NA	LEMMAPATH	563	no	NA	NA	FOC	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.7582654930124803	-0.11735939203823116	LEMMAPATH2	NA	NA	LEMMAPATH	563	no	NA	NA	FOC	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.3977267205304946	-0.6660788920211093	LEMMAPATH2	NA	NA	LEMMAPATH	399	selection	NA	NA	5000	all	313	1	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall
stof.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.324564040086935	-0.6004616163860754	LEMMAPATH2	NA	NA	LEMMAPATH	399	selection	NA	NA	5000	nav	313	1	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall
stof.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.7581742281040253	0.04234526633207596	LEMMAPATH2	NA	NA	LEMMAPATH	399	selection	NA	NA	FOC	all	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7878145684814877	0.06500235160216872	LEMMAPATH2	NA	NA	LEMMAPATH	399	selection	NA	NA	FOC	nav	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.7526529468186262	0.6425248643071713	LEMMAPATH2	NA	NA	LEMMAPATH	399	weight	NA	NA	5000	all	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.7405118599304736	0.6680699636303861	LEMMAPATH2	NA	NA	LEMMAPATH	399	weight	NA	NA	5000	nav	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-0.545237396961247	0.9232908416923108	LEMMAPATH2	NA	NA	LEMMAPATH	399	weight	NA	NA	FOC	all	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.542894613363647	0.986308890468134	LEMMAPATH2	NA	NA	LEMMAPATH	399	weight	NA	NA	FOC	nav	313	3	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall
stof.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-0.8339088244221673	-1.7578141693522753	LEMMAPATH3	NA	NA	LEMMAPATH	849	no	NA	NA	5000	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-0.7250294956822307	-1.5371214779157627	LEMMAPATH3	NA	NA	LEMMAPATH	849	no	NA	NA	5000	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.2156637509527914	-0.6463757742945638	LEMMAPATH3	NA	NA	LEMMAPATH	849	no	NA	NA	FOC	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.22124460506509297	-0.5401818975050967	LEMMAPATH3	NA	NA	LEMMAPATH	849	no	NA	NA	FOC	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.9652873833780092	-1.243463927993414	LEMMAPATH3	NA	NA	LEMMAPATH	534	selection	NA	NA	5000	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.8799610336330667	-1.114790247713103	LEMMAPATH3	NA	NA	LEMMAPATH	534	selection	NA	NA	5000	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.28065928527867956	-0.2842852824264531	LEMMAPATH3	NA	NA	LEMMAPATH	534	selection	NA	NA	FOC	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2807922630162879	-0.2512420882507679	LEMMAPATH3	NA	NA	LEMMAPATH	534	selection	NA	NA	FOC	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.2848632937677761	0.39700109926388977	LEMMAPATH3	NA	NA	LEMMAPATH	534	weight	NA	NA	5000	all	313	4	stof.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSall
stof.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.264269765904044	0.4091125390085153	LEMMAPATH3	NA	NA	LEMMAPATH	534	weight	NA	NA	5000	nav	313	4	stof.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSall
stof.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSall	-0.13894837990449543	0.5654994089644054	LEMMAPATH3	NA	NA	LEMMAPATH	534	weight	NA	NA	FOC	all	313	4	stof.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSall
stof.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12676839518498556	0.6153574982718891	LEMMAPATH3	NA	NA	LEMMAPATH	534	weight	NA	NA	FOC	nav	313	4	stof.bound10-10all.PPMIweight.LENGTHFOC.SOCPOSall
stof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.8339088618842642	-1.7578143125485337	LEMMAPATHweight	NA	NA	LEMMAPATH	849	no	NA	NA	5000	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	-0.7250294957352388	-1.5371214780177966	LEMMAPATHweight	NA	NA	LEMMAPATH	849	no	NA	NA	5000	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	-0.2156637509534888	-0.6463757742960169	LEMMAPATHweight	NA	NA	LEMMAPATH	849	no	NA	NA	FOC	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.22124460506509008	-0.5401818975050913	LEMMAPATHweight	NA	NA	LEMMAPATH	849	no	NA	NA	FOC	nav	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
stof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.965287383621642	-1.2434639281666913	LEMMAPATHweight	NA	NA	LEMMAPATH	534	selection	NA	NA	5000	all	313	2	stof.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav
