cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!!/punct	1.527391	1.0	1.3131114	2	592
!/name	-1.9748193	1.0	-1.2711554	5	19257
!/punct	-0.623531	28.0	-0.45554057	82	142029
"""/punct"	-0.48503584	1108.0	-0.32504094	3237	4844510
$/num			1.1253785	1	352
$2,40/num	7.187309	1.0	6.2693787	1	2
%/noun			0.33766398	1	789
&/name	-1.8889264	3.0	-0.39538026	33	52896
&/noun	0.38915893	1.0	-0.50681484	1	1846
&/punct	-0.40644336	2.0	-0.6158052	4	8058
&Wesson/name	5.6832314	1.0	4.770872	1	9
'/punct	-0.2923248	758.0	-0.15546839	2161	2720890
'32/num	5.1977234	1.0	4.9954133	2	15
'60/num	0.84057635	1.0	-0.07225864	1	1143
'92/noun			0.42779252	1	693
'98/noun			-0.8952645	1	2605
'98/num	2.4123957	2.0	1.9087244	3	478
'Fun'_versie/noun			6.962526	1	1
'Scotchgard'_behandeling/noun	7.187309	1.0	6.962526	2	2
'haaienhuid'_folie/noun	7.880456	1.0	6.962526	1	1
'nod'_gen/noun	7.880456	1.0	7.655673	2	1
's-Hertogenbosch/name			1.0251215	1	389
's/adv	-1.076457	8.0	-0.4579302	37	62265
's/det	-1.43358	1.0	-0.5468461	6	11206
't/name	-1.2161348	2.0	-0.61710775	9	17963
(/adj	1.8225015	1.0	0.9177574	1	430
(/name			-1.1904643	1	3563
(/noun			-0.34109882	2	3006
(/punct	-0.7626213	479.0	-0.68709815	1266	2759129
(WNT)Is/name			6.962526	1	1
(bet)overgrootouders/noun			6.962526	1	1
(t)rouwjurken/noun	7.880456	1.0	6.962526	1	1
)/name			-0.51230323	1	1772
)/noun	0.138705	1.0	-0.77231747	1	2313
)/punct	-0.82387245	441.0	-0.6857288	1256	2758869
)/tag			-1.2994268	1	3950
****************8*******************/num			6.962526	1	1
****/num	1.6066358	1.0	0.7070636	1	555
***/num			-0.61020875	1	2003
***ST18SPORTRALLY***/noun			6.962526	1	1
*/tag	-0.67077976	22.0	-0.46439022	64	117193
*Doorlopende/adj			6.962526	1	1
*Groeten/noun			6.2693787	1	2
*Lees/noun	2.66552	1.0	1.9233029	1	207
*Venus/noun			6.962526	1	1
+/adj			5.8639135	1	3
+/prep			-1.9594557	2	15336
,/name			-1.5410918	5	24958
,/punct	0.11964612	7698.0	0.07822222	18386	18092245
--/punct	-0.71002936	14.0	-0.2037196	56	75440
--Lievelingskleren/noun			6.962526	1	1
-/name			-2.8216574	2	36107
-/num			-2.9050756	1	19634
-/punct	-0.056827016	375.0	-0.11793779	873	1059446
-2,7/num			4.477619	1	12
-3,4/num	5.3955493	1.0	4.4986725	1	12
-3/num	2.0482068	1.0	1.1335801	1	342
-3C/name	7.880456	1.0	6.962526	1	1
-Alle/adj			4.8830843	1	8
-Borduurwerk/noun	7.880456	1.0	6.962526	1	1
-Broeken/noun			7.250208	1	1
-De/name			0.35169506	2	1530
-Een/name			0.9691879	1	419
-Het/name			0.66541636	1	563
-Jiménez/noun			6.962526	1	1
-Kousen/noun			6.962526	1	1
-Minister/name			2.3960962	1	98
-Sportwereld/noun			2.8114858	1	64
-Zigeunerlook/noun	7.880456	1.0	6.962526	1	1
-Zuid/noun			4.828359	2	17
-bladeren/noun			5.8639135	1	3
-bloemen/noun			6.2693787	1	2
-cafeïne/noun	7.880456	1.0	6.962526	1	1
-die/name			3.059039	2	100
-die/noun	2.4621356	1.0	1.5466475	1	226
-en/noun	1.8102956	2.0	1.3046708	3	867
-granaten/noun			6.962526	1	1
-hasj/noun			5.8639135	1	3
-haters/name	7.880456	1.0	6.962526	1	1
-in/noun			1.1210123	1	348
-juist/adj	5.9345455	1.0	5.0166154	1	7
-kleinere/adj			5.8639135	1	3
-klimaatveranderingen/noun	7.880456	1.0	6.962526	1	1
-kwaliteit/noun			4.6599407	1	10
-linoleenzuur/noun	6.7818437	1.0	5.8639135	1	3
-met/noun	2.4182143	1.0	1.504857	1	236
-remmende/adj	6.4941616	1.0	5.5762315	1	4
-rijkswacht/noun			6.962526	2	2
-sap/noun			4.4986725	1	12
-stimulerende/adj	8.573603	2.0	8.061138	3	1
-stoelen/noun			4.5072193	1	12
-supplementen/noun	6.271018	1.0	5.353088	1	5
-temperatuur/noun	7.187309	1.0	6.2693787	1	2
-toxicologen/name	7.880456	1.0	6.962526	1	1
-van/noun	3.0100408	1.0	2.101164	1	131
-vervuiling/noun			5.1707664	1	6
