_model	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	model.x	model.y	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
staal.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	319	lex	3_3	1	selection	NA	NA	FOC	247	nav	4_4	NA	292	staal
staal.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	319	lex	3_3	1	selection	NA	NA	FOC	319	all	4_4	NA	292	staal
staal.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	411	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	301	staal
staal.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	411	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	301	staal
staal.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	411	lex	3_3	1	no	NA	NA	FOC	318	nav	4_4	NA	301	staal
staal.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	411	lex	3_3	1	no	NA	NA	FOC	411	all	4_4	NA	301	staal
staal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	415	all	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	309	staal
staal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	415	all	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	309	staal
staal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	415	all	3_3	1	weight	NA	NA	FOC	247	nav	4_4	NA	309	staal
staal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	415	all	3_3	1	weight	NA	NA	FOC	415	all	4_4	NA	309	staal
staal.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	415	all	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	309	staal
staal.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	415	all	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	309	staal
staal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	415	all	3_3	1	selection	NA	NA	FOC	247	nav	4_4	NA	309	staal
staal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	415	all	3_3	1	selection	NA	NA	FOC	415	all	4_4	NA	309	staal
staal.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	542	all	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	310	staal
staal.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	542	all	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	310	staal
staal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	542	all	3_3	1	no	NA	NA	FOC	318	nav	4_4	NA	310	staal
staal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	542	all	3_3	1	no	NA	NA	FOC	542	all	4_4	NA	310	staal
staal.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	715	lex	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	715	lex	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	715	lex	10_10	1	weight	NA	NA	FOC	553	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	715	lex	10_10	1	weight	NA	NA	FOC	715	all	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	715	lex	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	715	lex	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	715	lex	10_10	1	selection	NA	NA	FOC	553	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	715	lex	10_10	1	selection	NA	NA	FOC	715	all	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	1376	lex	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	1376	lex	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	1376	lex	10_10	1	no	NA	NA	FOC	1041	nav	4_4	NA	311	staal
staal.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	1376	lex	10_10	1	no	NA	NA	FOC	1376	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	915	all	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	915	all	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	915	all	10_10	1	weight	NA	NA	FOC	553	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	915	all	10_10	1	weight	NA	NA	FOC	915	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	915	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	915	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	915	all	10_10	1	selection	NA	NA	FOC	553	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	915	all	10_10	1	selection	NA	NA	FOC	915	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	1812	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	1812	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	1812	all	10_10	1	no	NA	NA	FOC	1041	nav	4_4	NA	311	staal
staal.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	1812	all	10_10	1	no	NA	NA	FOC	1812	all	4_4	NA	311	staal
staal.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	514	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	514	lex	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	514	lex	5_5	1	weight	NA	NA	FOC	392	nav	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	514	lex	5_5	1	weight	NA	NA	FOC	514	all	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	514	lex	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	514	lex	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	514	lex	5_5	1	selection	NA	NA	FOC	392	nav	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	514	lex	5_5	1	selection	NA	NA	FOC	514	all	4_4	NA	308	staal
staal.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	732	lex	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	732	lex	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	732	lex	5_5	1	no	NA	NA	FOC	562	nav	4_4	NA	311	staal
staal.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	732	lex	5_5	1	no	NA	NA	FOC	732	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	658	all	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	658	all	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	658	all	5_5	1	weight	NA	NA	FOC	392	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	658	all	5_5	1	weight	NA	NA	FOC	658	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	658	all	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	658	all	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	658	all	5_5	1	selection	NA	NA	FOC	392	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	658	all	5_5	1	selection	NA	NA	FOC	658	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	968	all	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	968	all	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	968	all	5_5	1	no	NA	NA	FOC	562	nav	4_4	NA	311	staal
staal.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	968	all	5_5	1	no	NA	NA	FOC	968	all	4_4	NA	311	staal
staal.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	337	lex	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	337	lex	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	337	lex	3_3	1	weight	NA	NA	FOC	263	nav	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	337	lex	3_3	1	weight	NA	NA	FOC	337	all	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	337	lex	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	337	lex	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	337	lex	3_3	1	selection	NA	NA	FOC	263	nav	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	337	lex	3_3	1	selection	NA	NA	FOC	337	all	4_4	NA	296	staal
staal.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	438	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	304	staal
staal.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	438	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	304	staal
staal.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	438	lex	3_3	1	no	NA	NA	FOC	340	nav	4_4	NA	304	staal
staal.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	438	lex	3_3	1	no	NA	NA	FOC	438	all	4_4	NA	304	staal
staal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	439	all	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	309	staal
staal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	439	all	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	309	staal
staal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	439	all	3_3	1	weight	NA	NA	FOC	263	nav	4_4	NA	309	staal
staal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	439	all	3_3	1	weight	NA	NA	FOC	439	all	4_4	NA	309	staal
staal.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	439	all	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	309	staal
staal.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	439	all	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	309	staal
staal.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	439	all	3_3	1	selection	NA	NA	FOC	263	nav	4_4	NA	309	staal
staal.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	439	all	3_3	1	selection	NA	NA	FOC	439	all	4_4	NA	309	staal
staal.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	579	all	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	311	staal
staal.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	579	all	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	311	staal
staal.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	579	all	3_3	1	no	NA	NA	FOC	340	nav	4_4	NA	311	staal
staal.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	579	all	3_3	1	no	NA	NA	FOC	579	all	4_4	NA	311	staal
staal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	selection2	NA	dependency	NA	bound	310	NA	NA	1	weight	NA	NA	5000	5000	nav	4_4	NA	309	staal
staal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	selection2	NA	dependency	NA	bound	310	NA	NA	1	weight	NA	NA	5000	5000	all	4_4	NA	309	staal
staal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	selection2	NA	dependency	NA	bound	310	NA	NA	1	weight	NA	NA	FOC	206	nav	4_4	NA	309	staal
staal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	selection2	NA	dependency	NA	bound	310	NA	NA	1	weight	NA	NA	FOC	310	all	4_4	NA	309	staal
staal.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	selection2	NA	dependency	NA	bound	310	NA	NA	1	selection	NA	NA	5000	5000	nav	4_4	NA	309	staal
