_id	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall.x	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall.x	hoopvol.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall.x	hoopvol.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall.y	hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.y
Midden-Oosten/name	2.1606518359741385	12.354501281733853	5.7815616205064515	10.928879614276994	0	0	13.03091132074897	-7.321895360759875	0	0	0	0	0	0	-19.777290558620745	-13.914347145786284
Polen/name	13.977511828587977	1.0767240923638577	21.007630014114866	31.960156209073805	0	0	10.932226183052096	4.777443395981461	0	0	0	0	0	0	-6.981561695408951	16.689126710414065
Priscilla/name	-3.015815218564858	-9.58342132779602	-22.029018092206123	2.786513176844601	0	0	33.308524567405186	10.901296932519672	0	0	0	0	0	0	22.34908643300609	-27.802632534942546
Rob/name	8.148585054510255	-10.769120541227691	-20.946145268642113	38.926648681476806	0	0	12.129170515581928	-21.388701922305337	0	0	0	0	0	0	-11.592560771364177	-31.225033704537243
Standaard/name	10.936468521574117	-9.985134418099843	-22.33965533335349	46.563910477164875	0	0	13.218685144422226	-32.72640061794067	0	0	0	0	0	0	-18.490876818045454	-41.484686143397695
Swatch/name	-4.871635268228674	-3.855972938795255	3.575881131651985	-18.988046958217513	0	0	-28.248594501376665	26.605249723841208	0	0	0	0	0	0	-1.2635627733496326	22.76174826247564
Van/name	9.034398868561006	-9.476541508481953	-18.39802467675387	41.97119309234786	0	0	12.62829482689427	-29.36667290068583	0	0	0	0	0	0	-11.688110377009561	-38.60579099456827
Wall/name	1.1281436968816805	1.4508051347494393	34.99861866816835	18.350731865778453	0	0	-2.8577779162017967	-1.1813529829664997	0	0	0	0	0	0	-11.75823237389211	-3.8658493819108126
Wijk/name	7.850803585278524	-10.963143680551209	-6.330996921369236	41.68699312558457	0	0	11.33155955490802	-19.07957218668244	0	0	0	0	0	0	-20.95247933687557	-22.682945157333812
Winter/name	6.918445817629811	-9.101419300668432	-22.94403520458639	40.72622190471097	0	0	18.833036565598547	-25.220961036201683	0	0	0	0	0	0	-12.365351737754679	-43.19843183196543
Wotte/name	8.309320044387643	-1.139517512617989	-15.448968838043807	32.86734334475922	0	0	17.85196215055728	-9.887418419383003	0	0	0	0	0	0	2.992150360201165	32.40544802065663
aanblik/noun	-4.413481638923784	2.7612732530403146	-21.279911863531726	-9.105174255407302	-1.1199299237108533	9.180395114922622	-9.70248728528611	8.893010248967293	3.3911847082318505	29.45556418275557	11.112706713247333	-2.158154542189666	8.175047884457491	-8.067289236789755	11.554962297711945	-7.497053968872131
aangeschaft/adj	-14.638261827552412	6.89151693792444	18.91680085144522	-31.28395363983815	16.34772155045138	-0.2622033409067243	-37.25148311219657	12.423769476692456	5.643834329549147	-65.33378847850666	11.901794249966393	-22.856976101495697	-2.8112083145484164	11.594838656749607	-33.869277103543105	13.453972896625675
aanpak/noun	-3.0441369881376192	-2.298912455120647	1.7021961474605372	18.486831773416956	0	0	9.990488207581372	11.847195075900794	9.50940975110105	-28.219449617033042	-16.06313962414016	20.919447361990375	0	0	-13.016821458637333	12.764365413272975
aanvang/noun	10.77545059604325	6.146342720091934	25.713933875969506	-4.934658433501793	0	0	2.5011155581273683	25.50467770450874	45.563480724910114	-20.73764597188527	-25.029148753081877	-2.0624119700592445	0	0	-7.366303431254281	29.784276548467382
afkomst/noun	-8.148830404102984	-9.891188147669427	-9.781796001572234	-2.127191171844529	0	0	16.028563825125865	-0.6384873919400562	-20.099290547418427	-28.92511940359583	5.8853833697675695	20.94212162122638	0	0	-22.59265994228098	-0.984719924160883
afloop/noun	7.292054689556488	-2.3341209864942782	-17.690190226531357	33.466141073158056	-0.3938532120272957	-0.8957055839722694	-17.979825398126305	-6.372115481920763	24.060248074141327	14.713974404355744	-1.25773476390006	9.492581652861928	7.289206815729419	0.11473892303801765	0.7892763761699967	-27.57134604773849
analist/noun	1.8715076153849168	1.938456022515027	19.362364338809904	23.410286454256468	-3.8786236462566834	-2.520482978742284	-2.152777273759264	1.3319889108810261	6.79363566262301	-44.095980609003504	-5.607499329817417	7.928255657451896	1.09877162906299	9.148054799702141	-9.37735367321577	-0.6402314578133197
auteur/noun	-5.544400046105946	7.6988082201815455	-23.87183777896622	9.018690611797675	9.425863797421222	13.706336506194644	29.53587675157131	6.540096872052777	-29.44634971026737	-14.600103267770905	24.38044130459032	1.9701827135855565	-6.496495109177165	-2.982154347126871	16.37366708769801	-24.020469123535175
begin/noun	10.24750705240499	4.7496685315598635	28.854627268562375	-4.25363310807189	-8.70791731138057	-17.193246622250896	2.5377708575016342	28.949396475444242	47.908726479020885	-22.194589563420625	-26.75486174412818	0.03263798376272869	-6.671100437190396	2.017084063222062	-7.055457749053941	26.246395239605228
bevolking/noun	4.331628392641939	5.820374146486616	8.301529291098223	21.38587736130084	8.933966598150027	5.426664622556973	-5.28484611816253	-17.588446813968545	-2.379858384303363	-15.881797818519587	5.142209371671632	18.557357824095565	-1.923759080679441	8.861570069923026	-21.121617823440033	-4.588754921168524
bewoording/noun	0.9122322062106198	-2.874899355983116	-31.306390313945833	-3.7494242392175514	1.266779145126508	4.6513309925386	-5.541435579472877	-6.99963124296464	3.868218725695286	9.405589813094457	2.2674364984425983	8.964922776657192	4.396558177686379	-7.063154347758013	-0.36920660973908337	-11.895723920999101
bijzonder/adj	-4.355382772527749	-0.9980230048982812	-20.799477612976357	-21.93177543049402	2.5491207917177263	-1.620343982192419	-15.893911827691614	7.190140454373039	-4.998905471845987	21.244096714483	3.351944317889784	-2.9980536358498053	0.6271843508924327	2.4297562706423923	20.838561175146683	-1.6386317020046262
blik/noun	-6.361325096376468	2.1673704824013598	-1.3900342665180179	-13.887201829298181	-5.497130849434464	10.262627408594858	-25.32911983698771	-9.755885637855878	-31.916051825051543	42.42250747098466	14.968581415641928	11.362432673044768	9.295714853083075	-4.064001129957581	13.487821287146211	1.6067379733073675
boek/noun	-5.10835980460277	8.594058977308697	-23.824243246497023	7.0550883982976345	9.016332911373343	15.33981202999452	30.442886531897603	6.005699360809975	-32.59212984068491	-12.09997724943903	24.986420130814917	0.23489690142828692	-6.5503621252238435	-3.1229615427748123	15.801254028284978	-22.562946642623153
boodschap/noun	-2.949556405028004	-0.862436008427341	-19.749274891011865	-4.242780784435908	0.1041718684366621	1.4367106377170527	-2.265524268120584	-7.733258453084916	16.238656928812556	-1.2986885023334485	6.96092341662299	4.819479879656482	1.8188420068998754	-5.140295098376907	6.581877917665908	-6.98957090584641
brief/noun	3.500255815399393	-7.420041557761563	-4.559563200126835	36.33477216600663	13.771311701489914	1.9966361648160151	18.32773258289583	13.88052905184027	-27.879872929080193	-46.942257368870145	7.064515766632079	-21.13002585577916	2.696985013950238	-5.104502457508861	34.20455858761952	-21.004548103397134
buis/noun	-14.620784519511458	6.910037784882322	14.081024623551288	-11.260934453633025	0	0	-16.760304033181207	-15.576174710999053	-42.34588583277612	15.274532402792696	12.737563924633607	5.029616354756835	0	0	-32.05174678853524	12.308039090182262
buitengewoon/adj	3.1561241202008956	-2.5800991336123507	-21.824185156870975	-20.36726088830743	2.7649164001930795	0.3893122166424911	-13.221693371249668	8.623230527346655	-4.227992297623061	20.85929562285668	7.446641322253461	-2.7514717577201195	-1.1406340358307192	10.418800449092588	19.79531079185722	-2.8520001512895945
buurtbewoner/noun	-3.0671975284564637	-10.069740135466333	-7.299542251826063	-4.782275539555424	12.70990539951961	2.4100111326697204	30.80841165788954	-6.30226080219248	31.759124433503207	-38.89620926709989	-0.09741808714683856	16.0881924270142	5.516298235057728	1.638225213983593	16.07174800169563	-34.8509329200307
coach/noun	8.595781767160423	-2.096280482083612	-16.154658378755915	34.859462282164245	-4.000636787571064	-8.882954219283326	5.646295619699348	-25.935642573884376	30.21153626097762	23.298041066407354	-8.580079542923826	4.0898525873719604	7.364057230694335	0.5543077013196045	-3.555124881663537	-34.63820276850754
commentaar/noun	1.7594257662330275	-5.084010502374754	-1.7240497758545592	35.8888935464932	0	0	-0.015415867150198832	-7.495302061715371	1.1140625961225754	5.1808751619706985	5.358361913297889	6.288878621427218	0	0	-6.1953668000963225	-10.961299611394919
constatering/noun	-5.182304057338933	0.8897528570551474	-23.146105103516106	-13.090319627482437	-2.4601306700361776	7.602410025476177	-9.731109175790003	13.425745690136722	-1.150766420200716	16.925845212659564	8.375771385733886	-8.11648817885599	5.64808802642941	-8.60029651809129	14.299367676475043	-5.982296845961097
dag/noun	8.826996849297643	3.265195904676603	31.814685292444786	1.948693762818263	-10.753541999689936	-14.458427487387329	3.207307789657346	34.629054331950094	49.12790001782423	-6.973961158517089	-17.901510922793364	-9.553705520990658	-3.96493384951004	8.082037729870045	-11.691429906188693	38.10068681598065
dansbare/adj	-2.8812070956802494	-4.941086012928709	-25.647191912197385	-2.454509858676712	1.4165927398404576	15.22307064631573	24.87878884819522	18.955184622001063	8.69183195515187	35.57814199891984	20.39663920507363	-5.003869597651541	2.7578904337985906	-12.299927178535498	7.152379265657037	-13.906834131260352
dat/comp	-13.00167601509324	0.8036215848792334	0.5212502226480674	-23.818985599906746	0	0	-21.82200640638162	-2.804641065589677	0	0	0	0	0	0	4.677033485363836	1.0237592696290494
dat/det	-11.861457008025942	1.2966883730194303	-8.621556058615056	-36.145752677812595	0	0	-23.42442365440865	4.785915796195915	0	0	0	0	0	0	22.941968361120978	6.887347187642855
debuut/noun	9.643709098175107	-0.09489265207188201	-22.277059987931622	17.741118232584732	0	0	23.226615095785654	3.3825697087055735	20.562937831344858	-48.57158957596064	20.881784568983793	0.5787507337543973	0	0	17.685536362149815	-17.756169271714775
dichter/noun	7.365083371962899	-7.232717248744075	-23.21678429420849	10.840554431866147	9.798889622533938	11.956782187561142	27.74387839953349	8.773105214901387	-27.9415442285	-15.421706426113328	23.98956103814319	3.4379454378855545	-6.709925668253335	-2.2725745913998523	17.808796716288253	-24.92547192176774
discussie/noun	3.5154446852808015	-6.030030599195368	-0.5118706537459317	22.630495973405687	0	0	0	0	6.832331854094268	-18.70901245398616	0	0	0	0	-22.00937722022268	-10.305713052453376
dit/det	8.380702305837831	5.928706752976561	22.995938774604735	-0.9703030067181481	0	0	-7.162557834671672	19.362651545130237	0	0	0	0	0	0	-10.54552821745896	28.531253709109524
doorbraak/noun	5.298805426718755	10.087199060454681	14.7769753187278	8.763796494393821	0	0	4.510162092265422	15.683089728244788	23.647022310739438	-0.47909647857217463	-25.73922665869328	4.0214559606568425	0	0	-4.819471607093498	20.215575463350216
dorp_DIM/noun	-9.327932740921698	10.176667718539775	16.665376936007043	-6.667662063566326	18.8693842450843	5.028333322159925	25.96057323607014	-11.38600653500463	-28.233693711307506	-33.865380302564844	-2.0058119064422573	26.697019296142713	-8.586588359415265	6.100392050888401	36.764019474780255	-12.111017873321234
droef/adj	-4.674138553194408	3.534711071664468	-21.081060944570684	-7.568175195138567	-0.6163601756558869	10.609355430511574	-9.373500107258362	10.426643176341146	11.253761090437289	21.038331391762192	11.515643285158305	-4.078753939783751	6.6993392889169545	8.966910809943725	13.056749982960234	-9.862602047821797
echt/adj	-11.559484017047515	-2.6456029113846093	-2.3039297491157056	-36.17257518995074	2.9115084900259203	-5.472852117383086	-26.65787795387	11.118097078788486	-16.884492826326248	29.808985464693183	-7.939449261927773	-6.31951867507638	-2.186549919180231	-8.167864116953522	25.552920260539423	13.20235315183886
einde/noun	9.935923160538941	5.0058743037475235	30.309429992990623	-3.6257642555461485	-8.88006298753392	-18.005337278194094	3.807480223336194	28.002643870669484	47.74110397126453	-23.38249444263905	-26.247350949934116	1.9205434145020455	-6.6563831025585305	2.1712761496761885	-6.749392191059135	24.61071875213839
erg/adj	-5.439048442364426	-1.528303016283794	-19.415193841404527	-22.54683953355373	3.0573036027600207	-2.5477645315725437	-17.284658838870065	7.007392724857315	-7.143013765018411	21.3778866637178	1.996175991492831	-3.1673091378414555	-1.9697674181973026	-8.379105169465959	20.350559439219726	0.4331721898613835
even/adj	-7.581672824602805	-0.967166326703889	8.2310586016515	-19.646866667714676	6.003764044133314	-5.978712763302252	-23.13313933459529	0.6300567798285341	-14.447616986867168	22.113219918313735	-7.967602554715508	-8.291145768937302	-1.0594691327372425	-2.1665633299592253	12.576812336537037	11.727342082720249
feestganger/noun	-2.7643807218590775	-5.644621302343535	-4.765467339669858	-6.354505448421614	0	0	26.81453321037309	18.4000905943231	8.35001338071844	50.47328784030774	21.16386697006881	-6.749372986338672	0	0	2.231723899581678	18.86012159696096
film/noun	-4.213016188681807	8.322290175098926	-22.10666717960518	7.908559413692406	7.647036448844951	13.522362084862868	27.33044629716648	5.729628539884293	-28.534714874169502	-19.230225344541378	22.134684466791615	1.8716347163422373	-10.016648036590626	-3.940617476814821	13.918104590888959	-20.753957575190324
gegeven/noun	-9.685116339947255	7.774696253047014	-2.785547893589482	7.098555831749799	-13.17302760794668	-1.717186407895987	1.9313654679823278	8.07238536391984	-9.806008678721184	-23.884874393965656	9.23097251008662	-12.359128832022138	-2.19917403332936	5.485572522989406	-4.305934673320656	-6.306024599342803
gelijkspel/noun	12.469786570078359	-0.19325981880725776	27.765475013551196	9.852276141235999	-4.1055104584923905	-17.448888852714525	11.33715548298858	26.578126995863748	37.89662714670305	30.02265001104966	-20.767226144013623	-4.101693184435859	8.664923417432892	5.012235166938593	-1.275294235279448	35.78112136564677
geluid/noun	-0.7466400622028893	0.06408976542560002	-25.32162457515123	-8.304791619827991	1.4189843150023747	8.540626521987658	-10.031016504297675	5.106985197680807	2.69820189624372	31.12973458434375	13.764763868606572	-1.3129369958361905	-13.85430517822229	-6.228237148116242	8.489839785845076	-7.808500796561895
gericht/adj	0.6008398773153559	10.04899096936894	3.3129873764866127	8.004831932411536	-14.900527708704884	-3.198201821752719	-2.479296589369955	11.847279716325605	-3.677749038885204	-33.23422656408438	-14.889111657643712	16.679948402752423	10.910671807304926	-7.046337753010471	-10.724345213139804	9.750357327643652
geschiedenis/noun	-3.3589348064288416	7.471062750870574	-19.831394676662256	7.625913153475157	10.828792921325455	16.119608691238692	15.265096002659286	8.091654683929852	6.4817701598995034	21.412049423176736	18.436232799851815	0.8607088424919762	-6.69953636022318	-0.6814027977689715	14.399092659694077	-16.532377109115586
gesprek/noun	2.171061714855128	-6.216495407626515	-2.0684680272727265	25.239983164149272	0	0	5.165492898983055	-9.139678134393003	25.505207694644493	-19.51029785411737	-12.678237417800434	-16.859316254444405	0	0	-23.104647357371988	-11.061227085880741
gestemd/adj	0.27073306473633413	0.061989119393766785	14.884985536324532	21.137828427210383	3.4947002638187783	4.96997756528282	-1.730566520415127	-2.96898191231462	17.451803797916465	-11.513116793712198	1.3992766217160046	5.368631167637216	8.500603570036029	-5.956552926872019	-10.688759012183132	-6.804230677437373
geval/noun	-9.226251909453442	4.485324488033575	-12.686809422997841	-30.900966882327744	3.924067156032036	-8.912268246775822	-15.647187134514088	17.09223735109689	-12.143711280815706	26.469029954883055	-4.700154768914329	-2.174684437519104	-2.4127995783547767	7.872917063707564	24.399795142168923	25.408726580697795
glorieus/adj	-0.6846923755765155	8.74348887302341	7.93202364257188	3.746903832742695	12.913898944173216	16.173096204600593	-5.007394758688025	16.66311559951387	19.13418766612649	24.29314285238951	21.296171162064592	10.135367565995978	-8.62758400118229	1.7631749289505336	30.95144806295781	24.37004149252328
hacker/noun	-9.733786033854596	8.312527578967137	-3.387284201737785	5.336003751567657	6.634764248424251	1.332809941856962	21.117470594567653	14.311783361556513	-24.347880473045123	-47.22898761264861	9.538160203998407	-19.417445992092023	-12.382200841263694	-0.22350845047046797	31.95838668862742	-19.182789806395338
herdershond/noun	-2.306971090580643	-11.230729821992911	-20.7531301626486	0.22023821884286493	10.780019105771153	-6.014562984977384	33.32354479621709	14.710258330683159	-43.1254059030376	-23.91063687427115	-1.0855596256837887	19.76949693765619	-13.803414599874914	2.0220146771499756	26.18991139608309	-26.46799663680463
herstel/noun	2.230301601814301	3.560504572159472	-2.585809987510504	13.74162852468543	0	0	-2.0174322706259096	7.150465747961743	23.469247148498873	1.2001684265242256	-8.102758074051286	9.204281656636121	0	0	-10.122719712572431	4.519423288487568
het/noun	-11.121796415407399	0.3251955611134539	-12.437935909873426	-34.549912057610634	3.6956332847875113	-7.5124169519880475	-22.455782246139925	5.7439055270329495	-9.853483022318393	27.688983553045677	-1.69640093021237	-7.972218090123518	0.09950720121137971	-6.656567038721309	23.84454710104738	5.393233477998665
hij/pron	-9.172872476582636	-0.7887948907787179	2.830524098932735	-27.214353387846096	0	0	-26.46616125702857	-3.9447838306195155	0	0	0	0	0	0	15.626582128586778	7.255534474646292
iedereen/pron	-8.987952807247224	-2.0210513350691075	-0.8820039223504222	-27.248851408563723	0	0	-25.033068554470738	-0.29244186927512694	0	0	0	0	0	0	16.044490718704967	11.204543151066737
iets/adv	-1.2561488048861	1.479738104515379	-14.307729408115314	-21.77464996421709	-4.068703193650464	-1.0345247307554286	-15.98694295493374	2.715484991604566	-12.863630129113512	20.191258410169542	-1.589278285972815	-1.152174065640076	0.107737584708816	8.717684087450278	9.323007321153394	11.574931089873411
ik/pron	-10.800056834498276	-0.8871858207184482	0.8608912523464817	-29.324397781743272	0	0	-27.49716281919402	-0.16311634878952863	0	0	0	0	0	0	18.110285263398186	9.060739098102122
indicator/noun	3.1888455384342023	6.1147195950631925	-1.847917638973382	10.23970964654111	-12.138005303425302	-2.0987477035841593	1.6458087849178908	9.980738052142287	-2.3463151018661126	-37.771200311762186	-8.594234772800366	14.260282993268962	1.6823651043499994	9.990152663618051	-12.204626554533823	3.037797935683659
integratie/noun	3.0115709654984157	8.785924214065858	2.982311486493686	17.190810062747545	-14.718252056314181	-5.5099529173194055	9.529310559644797	9.495320009264779	1.7543259540397134	-25.4572136504785	-12.822009474665327	19.736302469658543	-1.7497195619319204	-11.839758735087457	-15.836922829275263	9.536346585337371
kansloos/adj	11.300266198367254	-1.8961293784712385	26.041634412253327	12.711994598131989	-4.978480971376901	-18.764098120326523	9.586216004461168	26.682651212057255	45.2048955479015	28.283393689079837	-25.458022465244305	-7.904495124209161	9.855407437634877	3.646523967082579	1.5990082924293327	34.03529163421449
kant/noun	-1.2399234799555454	-0.6691497954416004	-24.16051795602175	-27.285136492876934	4.492917890661936	-5.138020014677709	-15.041891095057252	11.697035696682947	-15.936819744506504	58.36840301529244	2.7866594529689412	1.1293329004930006	0.012901031229050078	-0.6692438741336292	11.700557241480052	9.810859961091706
kwartaal/noun	2.9752858687036094	0.9135382818986233	22.818018944035753	21.59495660152928	-5.830916132368334	-2.68335757782982	3.0508946773978733	21.460368866720074	5.899108889212028	-53.51621760159176	-15.132761566015626	5.075446714948945	-0.5743834381349187	9.272415047561006	-11.846670400753917	23.020680424902334
liberalisering/noun	4.191661646799722	8.71961070637768	12.291884488324527	13.769234761073793	-10.057368291798033	-0.8104986743218958	6.896049377920061	8.872283654576572	3.692840518586463	-40.00335999555064	-10.520301659141587	17.90754064765533	-5.1838693366162545	-6.75512547737969	-18.606856497006717	4.450689340280067
luchtig/adj	-3.101780114618535	2.0379289350036274	-25.17246972991877	-5.373281316894095	1.674184375577168	10.79391248801937	-8.362297411934215	6.653806855864692	7.932897137470273	32.95239498313062	16.278148070385303	-1.4898976111717857	-13.093153728139239	-4.469290834966007	7.869421226420319	-12.353492498900952
markt/noun	4.806876768163941	7.261730996701767	13.978091823101835	14.982689434275738	-9.83576912996166	-1.6502777945755098	5.045154454788077	9.330768815524895	1.691718692780925	-41.65919603856251	-9.797239206553494	16.69004839063768	1.4913881358221297	7.979447505101537	-13.796704109349927	4.222530071051405
me/pron	-11.623444934286796	-0.9782310765471314	-4.385340471093585	-24.590471172576457	0	0	-30.264636832373462	-1.7544045061082931	0	0	0	0	0	0	18.643798342792824	10.915289482839519
men/pron	-10.240321991510857	1.0732894216682731	0.7559368424961772	-26.941728843343217	0	0	-26.25494461522809	-1.1512436464393834	0	0	0	0	0	0	16.38673421052607	9.790282326979968
mevrouw/noun	5.817450619362939	-9.103552051688919	-25.06928809686879	35.09809907928177	-8.753390059838397	10.990724086347875	17.21653964745608	-21.407955375200604	-43.754996137552546	49.55286142685715	17.664284513190168	15.575757942202026	4.286061090630653	-3.8829922169039066	-11.585698925653922	-28.843206067366797
mij/pron	-12.421621416485744	-1.0502888988471222	-3.6929246903444524	-25.111116853589596	0	0	-30.020905843505254	-1.1156018720578968	0	0	0	0	0	0	19.29798755091406	10.988930230269052
minder/adj	-5.770076880780515	-2.726038312113291	-16.47614845159603	-23.07652130302301	4.479468141202304	-2.9691023000788515	-16.961719521685556	4.52365694462119	-11.29652062104786	17.276794288042773	0.5052169656957078	-1.3645957049691058	-1.8757465760527474	8.143955546784946	6.332881466212732	10.74551258855479
moment/noun	-8.131210522598995	4.614177878746278	-28.780427032346715	-25.24579468884742	0	0	-13.844339901020653	14.131579217241432	-18.64276096799326	61.21201659972814	11.249820528270586	-7.443149771943054	0	0	25.157724269103866	24.485091552307445
mond/noun	-6.696898706452583	1.4482969150608616	-1.5814306448400004	-16.44550123456761	-6.620203331004614	12.101665316702602	-28.31522597175774	-12.346132048168466	-43.5663484540876	41.50227579311795	14.784494778482115	14.627747412844524	5.6142120281121235	-4.588361333912932	10.548095454898782	1.2195531982512795
nog/adv	-13.03897136464785	2.6419339711507215	-2.3882645476790345	-30.64586892022324	-2.8478176787684513	-11.36135735690339	-30.36189571501273	10.863020734868872	-23.083534153156197	24.64028552419097	-8.349846994891184	-10.87161291925333	-2.638880277384252	3.987386577852901	23.262206124699013	14.427548118341438
ondertitel/noun	-4.682332230519018	8.562089625218118	-26.174131106911435	9.602556458360088	8.66359896758368	16.45891662004072	31.957464985973587	3.377227985873001	-33.69028772052171	-10.561486316319447	25.824879301790858	-0.9171734204151695	-10.03025050425494	-2.7393760880560563	16.573909913587247	-21.02504620206041
ontwikkeling/noun	2.584439220991034	7.591644698323088	0.043308872944337475	11.267340292938362	-12.818330706150446	-4.855958220567898	3.1200528330769157	11.719532038523884	1.3231846347161471	-32.75835656942279	-12.024630832095893	15.087785765219586	-4.344212317763719	2.944621052193318	-12.905349804140435	7.721086646694122
ontzettend/adj	-10.625850997180281	-2.1676910334914417	-18.430385562442964	-26.14369143252893	2.829738780079467	-3.9435657730789693	-19.144392826534396	7.439873962529583	-7.676141109569194	23.138364350150677	0.8587908738393789	-4.193396754674535	-9.279657518813053	-9.516412334536254	21.155240913568523	2.470338216609055
