_id	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall.x	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall.x	hoopvol.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	hoopvol.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall.x	hoopvol.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall.y	hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.x	hoopvol.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.y
Eric/name	0	0	-16.831984102303977	41.678061965766005	0	0	10.000742270807796	-29.383637269940703	0	0	0	0	0	0	-9.374224646954078	-35.854159778689386
Franco/name	0	0	15.077731694140361	43.4398432961701	0	0	36.65880389187442	0.6995861547453915	0	0	0	0	0	0	9.169983899276344	-43.04840815984182
Fund/name	0	0	30.05055577328307	31.052227348599896	0	0	21.70604760991998	31.873570967421198	0	0	0	0	0	0	-43.62744889696125	3.1233371394376372
Gabriëls/name	0	0	-8.08766345290985	47.59524889597474	0	0	8.763646518469734	-35.23542793016198	0	0	0	0	0	0	-22.890044217565677	-39.91235988169248
Gelders/adj	0	0	17.30092232036855	-5.884262648282689	18.967775538199103	4.986153048492104	27.01963791287419	-12.193661407072018	-17.07244424948992	-39.83749160153118	-1.7734198614352785	27.24582105700773	5.5958961920539085	3.107261067539236	4.938648954751169	49.318898389681074
Govaerts/name	0	0	-20.450601361485237	48.878091478585496	0	0	14.720171271765395	-21.609821224300788	0	0	0	0	0	0	-15.052867940146823	-31.383998258223848
Griet/name	0	0	-12.0688091455603	46.75587043266608	0	0	0	0	0	0	0	0	0	0	0	0
Grosjean/name	0	0	25.612271392696144	16.49255459329447	0	0	7.041620035993405	-24.67896651392797	0	0	0	0	0	0	-2.3068216628807248	-38.466035687057236
Guy/name	0	0	-18.333399036391743	44.72431984129421	0	0	0	0	0	0	0	0	0	0	-12.618847798821383	-37.08130628019549
Han/name	0	0	-19.809021238821526	27.91127267301172	0	0	0	0	0	0	0	0	0	0	0	0
Harold/name	0	0	-33.002641952270906	37.6386861284125	0	0	-1.4306556697522101	-34.19716058135888	0	0	0	0	0	0	-0.8157386372983695	-45.31710036503886
Hecke/name	0	0	-19.89035839142607	45.60639626902218	0	0	11.985151674271126	-31.718966108062197	0	0	0	0	0	0	-18.70087489254286	-39.788689622705235
I/name	0	0	-29.651559326359884	12.20398088721869	0	0	0	0	0	0	0	0	0	0	0	0
Jean-Marie/name	0	0	-13.811247272311007	38.11656372486544	0	0	6.03671065752876	-30.559998133848694	0	0	0	0	0	0	-9.803664225515723	-33.23617353445769
Marc/name	0	0	-17.926777110146	42.98429084030038	0	0	13.317026695784376	-28.150718548544727	0	0	0	0	0	0	-11.287677568497875	-37.42719201780152
Meyssen/name	0	0	-33.04621850471381	37.62730989571919	0	0	-1.8019580311529835	-34.308149432420485	0	0	0	0	0	0	-0.6837027600105994	-45.62300566475528
Monti/name	0	0	14.69013990417695	28.53447543383934	0	0	10.641019880932284	-16.44400872888443	0	0	0	0	0	0	-18.22683341262498	-21.622568627774125
Newconomy/name	0	0	29.78292663738722	30.813708353835054	0	0	21.514606503851482	31.74048513390489	0	0	0	0	0	0	-43.28473886514199	3.0994450934039555
Noten/name	0	0	-20.12651680473835	28.389681248916343	0	0	0	0	0	0	0	0	0	0	0	0
Nou/name	0	0	16.52139371492275	42.1941586174466	0	0	0	0	0	0	0	0	0	0	0	0
Patrick/name	0	0	-17.402205857421958	43.99754663176708	0	0	0	0	0	0	0	0	0	0	0	0
Remo/name	0	0	30.0050934354323	15.167202757506484	0	0	0	0	0	0	0	0	0	0	0	0
Ridge/name	0	0	18.097637386493883	35.80048514463712	0	0	0	0	0	0	0	0	0	0	0	0
Rompaey/name	0	0	-12.275540051331982	44.20709231846	0	0	16.77720279815586	-24.43317113960891	0	0	0	0	0	0	-15.031690682676738	-43.668716911457565
Soto/name	0	0	9.712729749173402	45.85017760799795	0	0	0	0	0	0	0	0	0	0	0	0
Spaans/adj	0	0	13.748523732260594	44.03784721113927	0	0	0	0	-18.236469672738707	-37.6564905941462	0	0	0	0	0	0
Street/name	0	0	35.125341154433556	18.159432898799214	0	0	-2.8854975839144408	-1.5590563486737898	0	0	0	0	0	0	-12.14770080207781	-4.215920584755037
The/name	0	0	-28.7579874147197	10.411851554316847	0	0	0	0	0	0	0	0	0	0	0	0
Theroux/name	0	0	-24.737926669913435	5.642737433320956	0	0	0	0	0	0	0	0	0	0	0	0
Timmerman/name	0	0	-18.17438313875109	47.60077978358184	0	0	18.563898051467913	-28.900782200082823	0	0	0	0	0	0	-14.896097077884857	-40.045394847763866
Tolkien/name	0	0	-22.835755525276852	4.017620869120289	0	0	33.18998173115878	9.967675868808366	0	0	0	0	0	0	21.307578635673458	-27.53194506879613
Travel/name	0	0	-28.987201645925108	22.573951757723588	0	0	0	0	0	0	0	0	0	0	0	0
VN_gezant/noun	0	0	8.668172198661837	44.1365969394033	0	0	0	0	0	0	0	0	0	0	0	0
Vanneste/name	0	0	-14.676455676539947	46.843449661294855	0	0	16.338710232671584	-30.0291970756395	0	0	0	0	0	0	-15.936986030690495	-36.91597872794639
Verenigd/name	0	0	22.597374330270092	31.18724623458454	0	0	0	0	0	0	0	0	0	0	0	0
W./name	0	0	-9.218685664482207	41.97998070635456	0	0	16.37434326039429	-17.57200898578413	0	0	0	0	0	0	-14.858357671723345	-26.711896792342124
Waregem/name	0	0	26.096991715368137	8.206971276292466	0	0	25.452669085588756	-24.24098031141967	0	0	0	0	0	0	0.4566735188583671	41.44613863132947
Werchter/name	0	0	18.573742732766508	2.8739413671396123	0	0	28.40286874347361	-17.990482205550723	0	0	0	0	0	0	-17.163376286955856	41.50588015814979
Williams/name	0	0	28.130978612427825	17.991556151346064	0	0	0	0	0	0	0	0	0	0	0	0
Zweeds/adj	0	0	13.285609770991172	44.30035608272204	0	0	0	0	-17.089374789016613	-37.08367328662527	0	0	0	0	0	0
aan/comp	0	0	33.34886700983289	-23.249156922936656	0	0	0	0	0	0	0	0	0	0	0	0
aan/part	0	0	6.9163308321197485	-29.269555796029024	0	0	-28.27208653400335	-8.030046661876083	0	0	0	0	0	0	13.355467590128113	4.975516503470856
aan/prep	0	0	21.619497367462042	-40.926703936573816	0	0	0	0	0	0	0	0	0	0	0	0
aankondiging/noun	0	0	2.3841546634864503	33.936251661669935	0	0	0	0	33.6026360409749	-17.90535311498026	0	0	0	0	-12.505502952738219	-13.394443221122133
aantal/noun	0	0	-0.3077282748126994	-2.0853400590038786	0	0	0	0	0.769261181666732	-55.35576615723151	0	0	0	0	0	0
aanwezigheid/noun	0	0	-6.8085483993505	-2.7031621354830935	0	0	0	0	0	0	0	0	0	0	0	0
accoord/noun	0	0	9.168930307246972	28.39681115154183	0	0	7.145249145401668	-7.51630264135473	25.428612449993842	-16.23042919200647	-14.702001568470518	-17.96992094420743	0	0	-25.99622647903682	-10.228430088995097
achter/prep	0	0	10.101178419873081	-3.50096704898996	0	0	0	0	0	0	0	0	0	0	0	0
achttien/num	0	0	1.5966066751263126	-2.996176011319013	0	0	0	0	0	0	0	0	0	0	0	0
actrice/noun	0	0	-23.36152528414284	12.785771475058452	7.789082278346003	11.585776388371597	24.931002005112745	5.766593617470241	-29.977190561841375	-19.773847453042915	21.417579905413348	4.062097334084739	-9.19008801393759	-4.760076222192669	10.18970779524507	-22.46062748207793
af/part	0	0	6.90629915947933	-46.501671880986336	0	0	0	0	0	0	0	0	0	0	0	0
al/adv	0	0	12.442078097159852	-21.1312596556155	0	0	0	0	-22.211251721188667	12.27321387264757	0	0	0	0	0	0
aldus/prep	0	0	-7.559304973795574	32.37731061445295	0	0	4.646459489304032	-15.753516211927272	0	0	0	0	0	0	-10.905450039540504	-23.327077508902562
allemaal/adv	0	0	-7.031547241521625	-29.518589425621084	0	0	0	0	-18.14849382472636	31.881984248912676	0	0	0	0	0	0
alleszins/adv	0	0	-19.331298391436796	-34.07056650931873	-1.4948572331131922	-7.034680804482878	-18.734732578939873	13.514276277129715	-4.9757330642039905	29.068838441201706	-6.573502237584771	0.5224596018273118	11.693222957004446	1.4613598236104979	16.879502673311876	18.707750475554278
alom/adv	0	0	-12.074469072501456	9.03294677182003	3.28124369354685	7.6797892101148015	-8.439628059626088	-0.14865396074745196	11.043496700349714	10.858888674276766	10.513328445366792	3.343761264276504	-6.2508790129198735	-8.616563883694116	6.541813731775789	-2.4071652065847835
als/comp	0	0	1.390827181167431	-35.724213764185905	0	0	0	0	0	0	0	0	0	0	0	0
als/prep	0	0	-10.040194982437793	4.303956412055254	0	0	0	0	0	0	0	0	0	0	0	0
altijd/adv	0	0	-6.188597118005144	-28.243999557901336	0	0	0	0	-14.6536348605072	28.83784519174349	0	0	0	0	0	0
alweer/adv	0	0	12.715089775725287	-19.29084383898575	-6.718013158729877	-11.150395829475611	-13.059206856209245	26.283869106980465	-5.379042038966672	36.5605632252107	-11.959977205346638	-9.624823038067593	0.7745091701989073	0.7936234105427858	5.505821156628272	23.87032039324529
ander/adj	0	0	-5.877277240824551	-14.376959730914203	0	0	0	0	-19.34593072773465	-10.687901694223278	0	0	0	0	0	0
angstig/adj	0	0	-11.08326491819759	-16.157191610689946	0	0	0	0	0	0	0	0	0	0	0	0
antrax/noun	0	0	1.8245226633007392	-7.371936035290013	0	0	0	0	-52.116588482713226	0.5808645516874816	0	0	0	0	0	0
arm/adj	0	0	-13.627973710014865	-4.5694129182620244	0	0	0	0	-32.293362677653235	-30.653046941870777	0	0	0	0	0	0
begin/verb	0	0	27.871298215430954	-5.626358745437426	-8.03091924255974	-16.569751900617245	1.2601456928671146	29.54759758825735	46.86721615265755	-21.143357852219243	-27.20749200990776	-1.0112949466684344	-7.323339886191419	0.9077398843486741	-6.029000822048587	27.04351310726727
beide/det	0	0	9.509502537618035	9.767817853098661	0	0	-11.670191864296902	18.099176093382404	0	0	0	0	0	0	-26.680094119749082	6.811696338326752
bekeken/adj	0	0	-20.691103175118048	-33.95202719414441	0	0	0	0	18.697170559487894	50.95796520983677	0	0	0	0	0	0
beken/verb	0	0	-9.73117591113778	26.665499510386088	-6.56138007045367	3.8195906977427447	1.2191061215145182	-18.255460977107106	-40.90802099215961	-2.1053043964288483	-2.5307746618862623	-16.868480122923412	4.884353777227658	2.2004834505132704	-7.14114365008966	-25.378729972593593
belofte/noun	0	0	12.378844259032828	34.4307579519181	-5.6333453386191215	-16.65460920668802	9.671686998092179	30.958266179565246	46.59432505775173	20.843470329668857	-23.392543143640285	-5.964905451129644	7.456734240270257	2.19841990897655	0.45092835910207707	29.530435601581623
ben/verb	0	0	-15.319160163421452	-31.288500992131954	2.9462847822686284	-10.511754941318415	-21.037115189155195	8.560174072044292	-8.9486498555229	27.287013454929454	-1.2177461036203323	-6.319926511348629	-8.387908014403884	-0.610165842655964	25.40226374949338	5.969466814966067
ben_toe/verb	0	0	32.41264456251781	-13.814134164543399	0	0	0	0	0	0	0	0	0	0	0	0
besluit/verb	0	0	-0.5148503811199461	30.08798000808077	-5.882556795362944	1.4535758452632348	6.274665099076905	-14.840676245633238	31.585372821253273	-15.759276340408583	-11.729186921243729	-19.235830771066713	2.9386380196228674	-0.4602010986386446	-13.111613289998768	-21.244445746423338
bestuur/noun	0	0	4.181377573355508	21.2710346692329	0	0	0	0	23.23544624411617	-39.902243283399194	0	0	0	0	0	0
beteken/verb	0	0	9.584543400865059	-32.67077990711549	4.704791688347749	-12.45807537856611	-22.141064326479192	15.189471309361828	0.5395749728780233	-3.9420255435832474	-12.269408222085348	-3.4863584748821914	-1.376086161655366	6.948714070833371	22.827836258958335	20.17771573146079
betoon/verb	0	0	-32.97506373095519	-10.025640403775478	3.603435969565736	1.5011553015837726	-9.461273225449794	-10.250493849488793	-0.06555604787405787	22.188420242838415	6.053416061478402	-1.3579680418036846	2.775652263168722	-12.014050249385996	26.941377966106426	-3.45222233584054
bewonder/verb	0	0	7.552308724214708	-12.5149983018358	0	0	0	0	-0.4510800905909992	24.30481414777583	0	0	0	0	0	0
bezegel/verb	0	0	0.0806695589294394	27.525225390528455	14.544909183180613	11.819264654166531	13.601488212572095	-8.438200417909204	29.720062277642015	-12.202159348189422	-9.219636458692785	-20.61585637935478	10.698544155721443	-0.3043553481669548	-18.15059370455329	-14.896454271390327
bied/verb	0	0	-5.991166474374112	-16.021141727683183	7.589751445762307	-12.088735777340974	-12.754283282013114	-2.7117566806093767	-18.576222693275326	-6.709418768715007	-24.63179834609308	10.341147773454455	0.36221604769120386	4.995691280288433	0.10241967434768064	10.79885900045273
bij/prep	0	0	27.501841780847318	4.698175293650673	0	0	0	0	0	0	0	0	0	0	0	0
bijna/adv	0	0	3.013866330963836	-3.2218799604234256	0	0	0	0	2.3153102475172096	-58.54001287570777	0	0	0	0	0	0
blijf/verb	0	0	12.653309783466868	-40.948384365467895	-0.14139188292565605	-12.537548512843294	-21.891029963299136	2.724604444032461	-11.771903824057603	36.663339928107234	-9.044253671036577	-0.8580563387926797	-1.2397218261683018	1.4002313233853605	20.597855572725997	15.876488166483565
blijk/verb	0	0	-16.76288515805717	-30.948986184317743	0	0	0	0	-42.41319279940956	-4.974891988994656	0	0	0	0	0	0
blik/verb	0	0	-1.2646336797482456	-11.983915025640492	-0.6527264099296005	-15.12916746365512	-23.55063935460188	-7.9084872732797695	-33.55175270670585	41.0727565557624	12.299910815445406	11.887438255007506	10.271626877815317	9.368759511400228	15.381832660633417	1.9022547348968168
blik_vooruit/verb	0	0	-10.504838905671232	20.87878255300558	-1.1345216090714787	-14.276707468372415	2.8573982407419556	-24.261027336796314	27.181645006335565	29.06315451256113	-10.38062527646766	0.5683897477219149	8.74012058350342	0.5518710432414654	12.206192591382653	34.73391278566719
bovendien/adv	0	0	-12.095937144908117	-26.238542614594802	0	0	0	0	-15.04472783288702	10.458186125728218	0	0	0	0	0	0
breng/verb	0	0	25.130280659144617	-29.799520416072635	0	0	-9.822275054547307	-5.1148035596879025	-13.417539462201521	43.68853834901178	27.824678240734407	-6.011444973438602	0	0	17.75395223586642	26.219909630807535
breng_mee/verb	0	0	-29.051215724993458	-15.487617788712031	0	0	0	0	-1.681160360927246	-5.031364633715363	0	0	0	0	25.656498721513863	18.691704146061255
bruid/noun	0	0	-21.232439542365594	1.7720577832293816	0	0	32.934194901200165	12.350324933130109	-44.73610077369496	-24.881806087189226	0.9756965094693092	19.731052874347302	0	0	24.6716269518229	-27.80975260718456
campagne/noun	0	0	5.382011057514989	19.221572336823566	0	0	0	0	11.840822836389801	-27.147992238454826	0	0	0	0	0	0
cd/noun	0	0	-29.38183171324566	7.167260563175211	3.2672691362649737	14.721225174727499	27.897991705252753	1.7956278957370941	11.671443276452317	37.09638455288928	21.72467505506298	-2.94920409582929	-12.429979485135194	-5.7484696877403145	9.563051861116797	-16.205267066062266
cohabitation/noun	0	0	9.71673910223735	18.994014523506536	7.179134427737067	7.823143455881629	7.0358017452333765	-1.470069325918948	19.2451724330802	-19.060039125983852	-15.43923623600428	-5.576526334776276	-13.86088122461327	2.093944752332694	-34.43392003518765	-0.22557472909173237
competitie_start/noun	0	0	23.520943591994925	4.991010517629078	-5.654698517633254	-9.768108511266012	-4.867992655560314	29.467202566591297	36.012115945831994	16.077561648538605	-17.320455187133412	-0.45912678408307134	8.725696449670775	5.414351065997407	-6.519598630755727	42.29811610320436
concern/noun	0	0	18.112702164376202	25.735957960828397	0	0	0	0	-2.0817540659689855	-47.09067089367773	0	0	0	0	0	0
concurrent/noun	0	0	16.393787338611475	24.746347338572342	0	0	0	0	20.08499260499764	-30.114910616608764	0	0	0	0	0	0
confrontatie/noun	0	0	21.947310808535008	5.773796276146489	0	0	0	0	41.529839634374795	21.166107996667325	0	0	0	0	-4.660168508521683	40.041519506307104
crediteur/noun	0	0	11.159165820177057	26.398507942736032	13.962563644045504	-0.30515898385223467	-0.7670902084372245	18.533448183580273	22.072347955067006	-55.995849488258216	-11.482602618228643	9.019438967278116	-0.019943306184604298	11.700488231393134	-30.610499936265214	-14.081341032884051
cultuur/noun	0	0	-17.01944195473499	9.514110914948192	0	0	0	0	0.42409720790626143	-21.228200876818587	0	0	0	0	0	0
cultuur_schepen/noun	0	0	-14.95053623178649	42.296925221979485	0	0	0	0	27.836248380900678	-39.556281611221216	0	0	0	0	0	0
daar/adv	0	0	2.755614476840067	-33.650739141574185	0	0	0	0	-31.306621905104254	19.360978011853735	0	0	0	0	0	0
daarom/pp	0	0	-4.168349822334338	-29.202364187190977	0	0	-23.92085894609603	11.711042258162133	0	0	0	0	0	0	28.32938905255965	6.6975278397085765
dan/adv	0	0	0.46176237587511465	-34.03301492634358	1.5878415967119222	-6.465206868697051	-28.034924568620557	4.932373409615464	-20.238276278825555	24.714529947671256	-5.56156894908084	-7.188107946963105	-2.3652324797429984	-6.449732558870284	22.186631300485402	11.427532748194231
dan/comparative	0	0	-14.944966392277928	-23.81601515096747	0	0	0	0	0	0	0	0	0	0	0	0
dank/verb	0	0	9.13931546417685	-11.215515084836493	0	0	0	0	2.4910795469425473	-2.3900540283840934	0	0	0	0	0	0
dat/pron	0	0	21.022215107813363	-1.42290035583189	0	0	0	0	0	0	0	0	0	0	0	0
de/det	0	0	8.120158103492765	10.953642933903517	0	0	7.053978420163469	5.221868524413278	0	0	0	0	0	0	-21.038083831133232	7.097260143537827
de/name	0	0	-21.45158662067966	40.60029215603212	0	0	0	0	0	0	0	0	0	0	0	0
debat/noun	0	0	-0.605349290263496	22.78881945669896	0	0	0	0	6.962922818929027	-18.7361272494962	0	0	0	0	0	0
debuteer/verb	0	0	-22.120073377068376	18.0777406489866	0	0	0	0	20.436672423370826	-48.54737489891367	0	0	0	0	0	0
delegatie/noun	0	0	6.458495584667613	32.12025103682631	0	0	9.10123559719411	-9.022932808886436	23.508940704591787	-21.562546815318306	-12.709858537594098	-20.25293955388624	0	0	-23.386017441946873	-7.754081309657996
denk/verb	0	0	2.7279573667606076	-42.86286815658758	-3.9739853045457516	-5.404478073535162	-29.900936876845506	5.894283317995096	-28.51948386922316	34.28468289575301	-3.5771987836121553	-10.80836121808946	0.492836764198728	-5.084375918274908	27.676295973137766	2.085705386106116
derde/num	0	0	33.95312659315887	9.634488873856434	0	0	0	0	0	0	0	0	0	0	0	0
deze/det	0	0	2.107952214296126	2.518769524178742	0	0	5.494036204748194	4.566928024196789	0	0	0	0	0	0	-3.7992002190047907	9.129686487793284
die/det	0	0	2.0100243783542138	1.8532854559170946	0	0	0	0	0	0	0	0	0	0	0	0
die/pron	0	0	-8.469610270292657	0.379433547373774	0	0	0	0	0	0	0	0	0	0	0	0
dj/noun	0	0	-25.72978753430821	14.550704721079002	2.6755513305203	16.949982054762536	25.46024544819778	1.8989654532830589	8.186653489710825	39.73957101036703	23.19026598653244	-4.813852640482916	-11.708507719057637	-4.896310659216717	8.206932247253215	-19.537234549324857
doe/verb	0	0	-0.6403186779111817	-45.66637475140172	0	0	0	0	-32.511157740392434	31.99269444486514	0	0	0	0	0	0
donderdag_nacht/noun	0	0	16.420493260734137	1.0493769770330068	0	0	17.523006323685763	-3.3663241113492677	39.36326172445148	-19.751740792215323	3.007398026233083	22.818160740100854	0	0	-27.695290092143207	26.05315603331232
doordat/comp	0	0	11.08873018184456	-26.92089127776782	0	0	0	0	0	0	0	0	0	0	0	0
draai/verb	0	0	31.39911782653186	-20.215567635023202	2.6168606490018727	16.357001476265637	27.06326062992238	16.598876759856648	5.259178957325841	38.07528284666716	22.348309562476718	-5.400083076016851	-10.7951672560346	-3.8725135831300332	2.806567642468953	20.26326008050907
duik/verb	0	0	39.56680090677389	13.243108587104981	0	0	0	0	40.160910435357046	6.911378646488285	0	0	0	0	0	0
duizenden/noun	0	0	-2.5776675137512854	-5.469981652951948	14.196168387922533	4.183913572524501	19.803634371498507	16.403915458766374	-26.019164732553456	-5.1623128360902	10.325351207829101	-21.759690169695315	-6.89376873261351	4.766742039247356	34.252781120563526	-15.995012032089978
durf/verb	0	0	4.5201839789757745	-28.192238779051344	7.842029374821176	-5.790485690939293	-28.128595864040097	-4.654175773643467	-24.136120875029352	34.42326437017757	12.01305004858539	14.900688240438148	0.19639486601494102	-4.3170033822468445	16.626212875192792	5.759760163576861
dus/adv	0	0	-4.94247935540487	-31.095619706906884	0.49450442785987136	-7.325606947009991	-24.440699003346158	9.939906809879213	-17.735898478576612	25.892073620796864	-4.5541842986254055	-4.6818653293490025	-3.0239435660356473	-7.115503576817692	27.074696607718817	8.098156746443646
dus/vg	0	0	-3.8625973322580642	-32.08106802921937	0	0	0	0	0	0	0	0	0	0	0	0
een/det	0	0	1.1911987491533418	3.686046426959509	0	0	4.713446475512971	3.3841441920974096	0	0	0	0	0	0	-3.004716416275636	8.777313171999118
eerste/num	0	0	34.73605165194322	8.581367739707298	0	0	5.674081704812487	25.08863095437577	0	0	0	0	0	0	-3.385435070607685	33.103566831116815
eet/verb	0	0	0.37180995691267416	-47.5053252404389	0	0	0	0	-48.28705748917789	18.542426525557005	0	0	0	0	0	0
eind/noun	0	0	29.54685428969108	-3.4056275735616666	0	0	2.9280740971050907	28.109227945701605	48.825003283180386	-22.685592142766225	-25.66765182211109	1.0834194824067334	0	0	-7.9282276620994585	25.786917010863398
eindelijk/adj	0	0	15.600762929055474	-18.847833899384895	0	0	0	0	-7.849817483895199	33.464174756249044	0	0	0	0	9.368312998464488	21.34825642699722
eindig/verb	0	0	34.002806838237525	12.746624078383306	0	0	8.148099831045656	23.155909152553086	40.60312791904925	33.394985261331584	-26.40113682662582	-4.2828511732443175	0	0	-4.047792092069844	31.396680635749338
emotioneel/adj	0	0	-19.006544647593522	-16.028412294084323	0	0	-15.40897830911184	9.064006295936993	4.308319929005729	14.839498600787117	5.361026726855449	-3.618390113244739	0	0	17.98828441400329	-9.036342941399964
en/comp	0	0	-3.2901176233793747	-34.53993925280702	0	0	-27.38722070669266	6.423077823221264	0	0	0	0	0	0	26.590131360242076	11.42199553502142
en/vg	0	0	-14.085542157822216	0.6073997842570888	0	0	0	0	0	0	0	0	0	0	0	0
ene/adj	0	0	-5.226879921915606	-13.127472884024453	0	0	0	0	-20.230394008662323	-9.983556995582493	0	0	0	0	0	0
energie_markt/noun	0	0	13.423504683225904	14.19053029729268	0	0	0	0	2.5266645647226365	-41.44731953023204	0	0	0	0	0	0
enkel/det	0	0	-1.546188538052946	-3.9689771198959143	0	0	0	0	0	0	0	0	0	0	0	0
er/adv	0	0	3.7425101239733367	-32.81802523233157	-0.6720886533743379	-9.37297640965207	-28.47832699933478	9.568331637438032	-31.288211380346773	20.113179675740508	-7.158536306907584	-3.944991607578922	-3.6913707201818196	7.379673492654622	25.522535833963058	16.425210297059582
er/fixed	0	0	-25.906720188611203	-34.85687785070501	0	0	-31.860452452690954	19.275671245263737	0	0	0	0	0	0	37.63297152982919	15.895199081619122
er/noun	0	0	-1.3183204982001042	-32.01939459625214	0	0	0	0	-27.9670180563329	26.75193916415721	0	0	0	0	0	0
evenals/comp	0	0	3.6402662107497386	13.541090781283964	0	0	12.943558715783656	17.171197754546572	0	0	0	0	0	0	-8.719855423611522	-17.42165059974277
evenmin/adv	0	0	-8.533030860402857	-40.333505433497514	0	0	-14.30555397768059	0.7362070002380354	-27.04850740993919	21.62435899360399	-1.7564847278760687	2.18963647982428	0	0	3.3201984353397	6.628356503065138
extreem-rechts/adj	0	0	-12.40838024955847	37.36932582770626	7.308744829210941	4.896448663946679	5.5310977978132865	-32.28815238546517	13.781227419038803	-20.567182114426373	7.158713020774213	15.399107449241892	5.259793958226498	11.824375602506516	-24.944994273436482	-34.74580924539535
familie/noun	0	0	-12.392069600166648	-2.84137717909656	0	0	0	0	-39.952243577422294	-26.945590964046538	0	0	0	0	0	0
felicitatie/noun	0	0	-18.969231013708082	36.1473738633209	13.263349461920063	-1.7139683413551714	19.32632828440169	-7.502215888840685	-29.907063093941474	-46.541271267483125	5.14212889662791	-22.223434446540708	8.904697704214762	-1.0261378404522041	33.975361428203136	-23.83794549051381
finale/noun	0	0	27.86092235312225	15.342038884989172	0	0	0	0	42.64097846731071	27.89982599034315	0	0	0	0	0	0
fluister/verb	0	0	0.3851741379137909	-16.962646061128794	-7.6954482291150565	11.145150471599482	-27.229503040430906	-12.665960774097694	-29.08591545071617	46.30706731617824	16.156649690124837	14.666188779752632	2.882263398766648	-9.4141797950425	10.349285846298818	2.2714057362222566
ga/verb	0	0	12.40747694036746	-35.04096372828362	0	0	0	0	-15.150436913648187	41.78585622473385	0	0	0	0	0	0
ga_door/verb	0	0	13.01141517923587	-41.77070975709801	0	0	0	0	36.5313048182172	40.48288308673435	0	0	0	0	0	0
ga_om/verb	0	0	-28.89365764689037	-21.49310364545758	0	0	0	0	4.860601445332157	-10.28525971592738	0	0	0	0	0	0
ga_uit/verb	0	0	22.57678240690648	-21.201755104951737	0	0	0	0	0	0	0	0	0	0	0	0
geboren/verb	0	0	-14.43879881711651	-5.392135762785345	0	0	0	0	58.46987938088182	-25.78824545158363	0	0	0	0	0	0
gedoopt/prep	0	0	30.881833046842697	31.774414307057285	0	0	22.604746062542223	32.517667000837825	0	0	0	0	0	0	-44.84582184871928	3.224197406852609
geef_uit/verb	0	0	13.271062075511825	-25.176190465064508	0	0	0	0	6.604446519830453	-60.15523092418702	0	0	0	0	0	0
geen/det	0	0	-15.239405954265928	-40.37584252597664	0	0	0	0	0	0	0	0	0	0	0	0
geld/verb	0	0	-15.267903126206377	-29.154311749173765	0	0	0	0	-11.002446647382806	-28.366799857467313	0	0	0	0	0	0
genoeg/adv	0	0	-10.226020542480939	-31.75757112185696	0	0	0	0	-10.177223050047035	22.04261473444231	0	0	0	0	0	0
gestoken/adj	0	0	-26.89387924469448	-5.4710971973758324	0	0	-24.959431910806153	24.757419166173264	-50.47255632727025	32.318215869011446	22.00488118153213	-10.737427660860762	0	0	-32.687437610243016	19.585964436539623
gevoelig/adj	0	0	-18.986619511483134	-17.76734216342112	0	0	0	0	-8.011825537863773	5.8425738852723725	0	0	0	0	0	0
gewoon/adj	0	0	-0.49668978243466333	-36.423592391128665	0	0	0	0	-15.704844449618987	31.338023944077534	0	0	0	0	0	0
gisteravond/adv	0	0	6.2391578681636455	35.831494282738454	10.082618894719372	1.9329174097923933	7.636569116411186	-11.59885802047414	39.88066721282402	-17.171609587998194	0.11163991056217852	11.222085688763428	4.19781425109894	0.9287724367124113	-14.808865239625373	-15.77343457356477
gisteren/adv	0	0	5.906994383799401	35.911278872976496	10.320499726113212	2.099000945350741	7.18758486738793	-11.697759989933793	40.10554546438984	-16.758166388834898	-0.013788060601592498	11.672818994035206	3.662451651761003	0.4191048954533721	-14.537874923473947	-15.959806842801896
glijd/verb	0	0	15.815392930551125	-11.49159866784426	0	0	0	0	0	0	0	0	0	0	0	0
