_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
hoopvol.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-0.5868913751643373	-0.7433033564197483	LEMMAPATH2	NA	NA	LEMMAPATH	387	no	NA	NA	5000	all	238	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-0.5852632089253543	-0.8625100387458473	LEMMAPATH2	NA	NA	LEMMAPATH	387	no	NA	NA	5000	nav	238	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.5785659269888279	-0.4642102599868532	LEMMAPATH2	NA	NA	LEMMAPATH	387	no	NA	NA	FOC	all	238	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.6508409578425528	-0.5443806170527558	LEMMAPATH2	NA	NA	LEMMAPATH	387	no	NA	NA	FOC	nav	238	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.5467126632589103	-0.279318105815431	LEMMAPATH2	NA	NA	LEMMAPATH	265	selection	NA	NA	5000	all	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.5742847386742875	-0.32690803518794215	LEMMAPATH2	NA	NA	LEMMAPATH	265	selection	NA	NA	5000	nav	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.5526539543438473	-0.10243496273709304	LEMMAPATH2	NA	NA	LEMMAPATH	265	selection	NA	NA	FOC	all	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6621270007250057	-0.04840111912551553	LEMMAPATH2	NA	NA	LEMMAPATH	265	selection	NA	NA	FOC	nav	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.8647812099464132	0.4150340582168617	LEMMAPATH2	NA	NA	LEMMAPATH	265	weight	NA	NA	5000	all	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.8721404976650795	0.49108743558324974	LEMMAPATH2	NA	NA	LEMMAPATH	265	weight	NA	NA	5000	nav	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-0.8764312312568816	0.4391760831569481	LEMMAPATH2	NA	NA	LEMMAPATH	265	weight	NA	NA	FOC	all	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.9200789003768026	0.5946636877671986	LEMMAPATH2	NA	NA	LEMMAPATH	265	weight	NA	NA	FOC	nav	234	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-0.2594391036287365	-1.209726213572027	LEMMAPATH3	NA	NA	LEMMAPATH	604	no	NA	NA	5000	all	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-0.2706156709159993	-1.3229864839473382	LEMMAPATH3	NA	NA	LEMMAPATH	604	no	NA	NA	5000	nav	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.24721085403392049	-0.8008175923505803	LEMMAPATH3	NA	NA	LEMMAPATH	604	no	NA	NA	FOC	all	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.30674002675080103	-0.8644688642075067	LEMMAPATH3	NA	NA	LEMMAPATH	604	no	NA	NA	FOC	nav	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.33746483106276043	-0.5849679632576928	LEMMAPATH3	NA	NA	LEMMAPATH	380	selection	NA	NA	5000	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.3881193994913034	-0.6945637312989046	LEMMAPATH3	NA	NA	LEMMAPATH	380	selection	NA	NA	5000	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.23481790650178433	-0.26234406879391003	LEMMAPATH3	NA	NA	LEMMAPATH	380	selection	NA	NA	FOC	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3151218725652227	-0.2746915340990572	LEMMAPATH3	NA	NA	LEMMAPATH	380	selection	NA	NA	FOC	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.6313954658211054	0.2743829214581797	LEMMAPATH3	NA	NA	LEMMAPATH	380	weight	NA	NA	5000	all	228	2	hoopvol.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
hoopvol.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.6755922986050568	0.3406579809060259	LEMMAPATH3	NA	NA	LEMMAPATH	380	weight	NA	NA	5000	nav	228	2	hoopvol.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
hoopvol.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSall	-0.5856344136761774	0.3116537456245272	LEMMAPATH3	NA	NA	LEMMAPATH	380	weight	NA	NA	FOC	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7006489815035591	0.46266591805041185	LEMMAPATH3	NA	NA	LEMMAPATH	380	weight	NA	NA	FOC	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.3362885028920699	-0.441224461389935	LEMMAPATHweight	NA	NA	LEMMAPATH	604	no	NA	NA	5000	all	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	-0.3791624229378284	-0.5333394057245662	LEMMAPATHweight	NA	NA	LEMMAPATH	604	no	NA	NA	5000	nav	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	-0.2502146727277958	-0.20434332487265905	LEMMAPATHweight	NA	NA	LEMMAPATH	604	no	NA	NA	FOC	all	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.2975238120469397	-0.1979489318945435	LEMMAPATHweight	NA	NA	LEMMAPATH	604	no	NA	NA	FOC	nav	229	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.33208336725918414	-0.14883449604313628	LEMMAPATHweight	NA	NA	LEMMAPATH	380	selection	NA	NA	5000	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	-0.372513847328456	-0.17349249017645169	LEMMAPATHweight	NA	NA	LEMMAPATH	380	selection	NA	NA	5000	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	-0.29206204900460303	-0.05123756502213751	LEMMAPATHweight	NA	NA	LEMMAPATH	380	selection	NA	NA	FOC	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.34166063450736855	-0.02221282014011351	LEMMAPATHweight	NA	NA	LEMMAPATH	380	selection	NA	NA	FOC	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.6689634766162278	0.3462794424570808	LEMMAPATHweight	NA	NA	LEMMAPATH	380	weight	NA	NA	5000	all	228	2	hoopvol.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	-0.7014662678178372	0.4111986662260177	LEMMAPATHweight	NA	NA	LEMMAPATH	380	weight	NA	NA	5000	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	-0.577537354406077	0.3354792401855967	LEMMAPATHweight	NA	NA	LEMMAPATH	380	weight	NA	NA	FOC	all	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6846448079198418	0.5008342466536275	LEMMAPATHweight	NA	NA	LEMMAPATH	380	weight	NA	NA	FOC	nav	228	1	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	-1.4821917520890506	-0.6005014148744284	NA	LEMMAREL1	NA	LEMMAREL	157	no	NA	NA	5000	all	193	3	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	-1.4312153503786946	-0.5479435617494709	NA	LEMMAREL1	NA	LEMMAREL	157	no	NA	NA	5000	nav	193	3	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	-1.639881401255315	-0.8533572001610791	NA	LEMMAREL1	NA	LEMMAREL	157	no	NA	NA	FOC	all	193	3	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	-1.7602996155437365	-0.8049526145512612	NA	LEMMAREL1	NA	LEMMAREL	157	no	NA	NA	FOC	nav	193	3	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	-0.7532761130412153	-0.2850801160162692	NA	LEMMAREL1	NA	LEMMAREL	122	selection	NA	NA	5000	all	159	3	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
