cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!!/punct			0.08638425	1	592
!!/punct	0.55575275	1.0	0.3412623	2	912
!.../num	2.6248286	1.0	1.72892	1	114
!/name	-1.1245377	4.0	-0.27867907	23	19257
!/noun	-0.35621056	3.0	-0.57311165	6	6683
!/punct	-0.09729913	81.0	0.024695206	226	142029
!?/num			0.6862631	1	323
"""/punct"	0.067586236	3291.0	0.15457954	8916	4844510
$15/num			2.6357062	1	45
$34/num			3.7898884	1	14
$5/num	2.8814125	1.0	1.9810143	1	87
%/noun			-0.19591601	1	789
%Michael/noun	7.344443	1.0	6.4289455	1	1
&#9827;A/noun			3.11113	1	28
&#9827;H/noun	3.9558244	1.0	3.0599272	1	30
&/name	-1.5776414	7.0	-0.6188053	45	52896
&/noun			-1.0403948	1	1846
&/punct	-1.6356033	1.0	-0.58976936	7	8058
&/verb			2.4243436	1	64
&Mason/name			6.4289455	1	1
&Young/name			1.4456816	1	147
&quotEr/noun	7.344443	1.0	6.652089	1	1
'/det	2.1947706	1.0	1.2913841	1	174
'/name			-0.05431453	1	662
'/punct	-0.10850484	1557.0	0.018570183	4385	2720890
'11/num			1.309456	1	169
'21/name	2.994165	1.0	2.1121244	1	79
'40-'45/num			1.7412744	1	110
'40/num			1.1722319	1	193
'46/name	3.6067734	1.0	2.6984446	1	42
'47/name			2.3590646	1	59
'50/num			-0.18979327	1	756
'58/name			2.72149	2	82
'68/noun			0.7747037	2	574
'82/noun			1.147266	1	198
'85/num			2.9585333	1	33
'86/num			2.288195	1	63
'92/name			1.2235663	1	186
'93/noun			-0.05949905	1	662
'94/noun	0.4401938	1.0	-0.47294238	1	999
'95/noun	0.26357505	1.0	-0.6490164	1	1191
'96/name			1.226864	1	184
'98/noun	-0.517573	1.0	-0.7356973	2	2605
'99/noun			-0.27759057	3	2518
'a/noun	1.9096298	1.0	1.00598	1	230
'n/det	3.478464	1.0	2.5959659	1	49
's/adv	-1.2940161	11.0	-0.6511844	52	62265
's/det	-0.3601549	5.0	0.07225343	19	11206
'shopping'_trend/noun			6.4289455	1	1
't/name	-1.3466825	3.0	-0.7829629	13	17963
(/adj	1.2864887	1.0	0.3841774	1	430
(/name	-0.82475185	1.0	-1.7240443	1	3563
(/noun	0.03368393	2.0	-0.1815316	4	3006
(/punct	-1.6010379	354.0	-0.99974877	1579	2759129
(/verb			1.4905227	1	143
(Ver)Bouwkrant/noun	5.398533	1.0	4.4830356	1	7
(ex)neonazistische/adj			6.4289455	1	1
)/name	-0.13513897	1.0	-1.0458832	1	1772
)/noun			-0.61275023	2	2313
)/punct	-1.260666	487.0	-0.98791903	1583	2758869
)/tag			-1.8330067	1	3950
***/num			-1.1437887	1	2003
*/name			-0.56739265	2	2286
*/tag	-1.2533126	21.0	-1.0625087	60	117193
*Kleuren/noun	7.344443	1.0	6.4289455	1	1
*La/noun	5.147218	1.0	4.231721	1	9
*Piets/noun			5.7870917	1	2
*lieven/noun	6.5335126	1.0	6.3801556	2	3
+/name			-0.8430012	1	1471
+/prep	-1.5907531	2.0	-2.0875707	3	15336
+78/num			1.569521	1	132
,/name			-0.91152096	16	24958
,/noun			-1.5003788	2	5599
,/punct	-0.008998143	11569.0	-0.06645459	27126	18092245
,/tag			1.1194412	1	204
"-""Ik/name"	3.870925	1.0	2.9694793	1	33
--/punct	-0.1238994	43.0	-0.09921217	106	75440
--Is/noun	4.0863466	1.0	3.170849	1	26
--Maar/noun			2.9025853	1	34
--Misschien/noun	6.2458305	1.0	6.0234804	2	3
-/name	-1.3534976	6.0	-1.5634779	12	36107
-/punct	-0.41720727	447.0	-0.34174472	1190	1059446
-15/2/name			4.8195076	1	5
-15/num	2.160555	1.0	1.9431223	2	179
-19/num			1.390047	1	161
-70/num			1.2216477	1	184
-A/noun	3.6555636	1.0	2.7425694	1	40
-De/name	0.031555958	1.0	0.5112623	4	1530
-De/noun			0.9836102	2	474
-Er/name	3.5461488	1.0	2.645893	1	47
-H/noun	3.0870588	1.0	2.1991966	1	72
-Het/name			0.1318364	1	563
-IEPER/name			6.4289455	1	1
-Langzamerhand/name			6.4289455	1	1
-Na/name			1.90336	1	93
-Ouderenbonden/name			6.4289455	1	1
-Pavement/noun			6.7856207	2	2
-Sterke/adj			5.3471403	1	3
-Van/noun			2.1114576	1	75
-Wie/noun			3.944039	1	12
-Zegt/noun			6.4289455	1	1
-_onder/adv			5.042651	1	4
-actrices/noun			4.1263604	1	10
-bedek/verb			6.4289455	1	1
-beleid/noun			3.8079069	1	14
-boor/verb	7.344443	1.0	6.4289455	1	1
-chatboxen/noun			6.4289455	1	1
-en/noun	1.2742828	2.0	0.36562574	2	867
-gebruikers/noun			2.9853277	1	32
-hartenH/noun	1.978467	1.0	2.1648583	3	214
-hartenV/noun	2.2279472	1.0	2.0076983	2	167
-ierland/noun	6.5335126	1.0	5.8137603	1	3
-in/noun	1.494398	1.0	0.5874323	1	348
-klaveren10/noun	3.026955	1.0	2.1154656	1	75
-klaverenA/noun			1.0585402	1	215
-klaverenB/noun			1.757052	1	107
-kost/noun	5.9581485	1.0	5.042651	1	4
-lid/noun			4.8195076	1	5
-liefst/adj			4.8603296	1	5
-llll/noun	4.0720263	1.0	3.8582437	2	28
-maak/verb			3.1844022	1	26
-met/noun	1.8822014	1.0	0.97127694	1	236
-munten/noun			2.359919	1	59
-om/noun	3.2948344	1.0	2.386772	1	58
-politici/noun			4.8195076	1	5
-ruitenB/noun	2.5908527	1.0	1.6792424	1	116
-ruitenH/noun	2.6634698	2.0	2.4436722	4	216
-ruitenV/noun			1.3358092	1	164
-schoppenH/noun	2.061874	1.0	1.1493016	1	197
-stuur/verb			5.7357984	1	2
-vader/adj			4.9028893	1	5
-verdedig/verb			5.9906907	1	2
-verwacht/name			6.4289455	1	1
-vrouwen/noun	1.8031794	1.0	1.5924654	2	256
-wagens/noun			4.2713866	1	9
-walvissen/noun			6.4289455	1	1
-zege/noun			5.7357984	1	2
-zetels/noun	7.344443	1.0	6.4289455	1	1
......................../num			3.3470356	1	23
.................../num	4.0532465	1.0	3.1555817	1	27
................/num			2.4252555	1	57
......../num	2.8432453	1.0	1.9380647	1	91
..../punct	-1.3563002	1.0	-1.571387	2	6065
.../name			-0.31562376	3	2586
.../punct	-0.01340142	65.0	-0.030027265	158	103573
../punct	0.16330263	4.0	-0.048468858	8	5416
..?/num			2.2818506	1	66
./name	-0.6449056	1.0	-0.16500594	4	3011
./punct	-0.006040902	17791.0	0.0639245	47438	28225482
//name	-0.30497184	6.0	-0.39873353	13	13088
//punct	-0.2709534	22.0	-0.2612511	54	45910
0,0/num			1.9845313	1	88
0,060/num			6.4289455	1	1
0,1/adj			3.29128	1	24
0,1/num			-1.2073963	1	2099
0,2/num			-0.36294967	3	2720
0,3/num			-0.6540226	2	2423
0,36/num			1.8465325	1	98
0,4/num			-1.3485117	1	2426
0,53/num			1.8840564	1	95
0,7/num	-0.3937728	1.0	-0.6058166	2	2306
0,8/num			-0.5630588	2	2210
0,9/num			0.22149651	3	1512
0-0/noun	-0.8845347	1.0	-0.406091	4	3803
0-0/num	-0.34607166	2.0	0.45302176	11	4405
0-1/name			-1.1162459	2	3818
0-1/num	-1.931925	2.0	-1.232899	10	21461
0-15/num			2.7251778	1	41
0-1_voorsprong/noun	3.8944554	2.0	2.9805467	2	63
0-2/num	-2.147706	1.0	-0.49235967	13	13333
0-3/name	-0.77048004	1.0	-1.6804146	1	3360
0-3/num	-1.6373644	1.0	-0.7548807	6	8010
0-4/num	-0.6359228	1.0	-0.850873	2	2942
0-4_achterstand/noun			5.042651	1	4
0-4_nederlaag/noun	4.125567	1.0	3.903217	2	25
0-5_tussenstand/noun			6.4289455	1	1
0-5_zege/noun			3.10932	1	29
0-6/num			-0.12623335	2	1424
0-7/num			1.4554355	3	437
0.00/noun			2.5873451	1	50
0.05/num			1.7659785	1	109
0.35-1.00u./noun	7.344443	1.0	6.4289455	1	1
0/noun	-0.05556656	1.0	-0.9517775	1	1668
0/num			-3.6671674	2	49075
00.00/name			3.0310872	1	31
011-22.12.15/num			6.4289455	1	1
011-52.38.68/num			4.349504	1	8
015/42.25.44/num			3.438226	1	21
016-81.28.20/num			4.198931	1	10
020.3013629/num			6.4289455	1	1
02een/noun	6.6512957	1.0	5.7357984	1	2
03-213.00.33/num			6.4289455	1	1
03-224.88.44/num			1.718065	1	124
03/num			-0.15425602	2	1627
04/name			-1.3446277	1	2436
04/num			0.805199	2	566
05/num			0.4276546	1	416
050-22.11.50/num			2.4883351	1	58
052-20.26.26/num			2.2969842	1	66
054-34.10.01/num			2.380645	1	60
056-23.98.55/num			1.5765249	1	141
058-53.29.99/num	3.661833	1.0	3.4521415	2	40
059278/name			5.330333	1	3
06-11/num			4.4830356	1	7
06.00/name			4.220671	1	11
08/noun			2.6865256	1	43
09.30/num			2.0844913	1	81
0900-betaalnummer/noun	5.189778	1.0	4.2830143	1	9
1%/num	1.7914834	1.0	0.8865064	1	262
1)HERMAN/noun	7.344443	1.0	6.4289455	1	1
1,1/num			-0.53758544	4	4322
1,12/num			0.71752584	1	304
1,15/num			0.03126634	1	610
1,158/num			6.4289455	1	1
1,2/num			-1.366049	3	7412
1,20/num			0.0037525927	1	622
1,25/num			-0.5864749	2	2265
1,3/num			-1.1156068	3	5767
1,4/num			-1.3563491	2	4888
1,47/num			1.5104257	1	140
1,5/num			-1.7420413	3	10787
1,55/num			1.3559618	2	324
1,6/num			-0.9336255	3	4810
1,7/num	-1.0491974	1.0	-1.2601165	2	4438
