_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
heet.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.0603684387183785	-1.5947659784390265	LEMMAPATH2	NA	NA	LEMMAPATH	334	no	NA	NA	5000	all	330	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.0665518054300902	-1.5123686316705758	LEMMAPATH2	NA	NA	LEMMAPATH	334	no	NA	NA	5000	nav	330	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.8798536829804727	-0.6020336015916788	LEMMAPATH2	NA	NA	LEMMAPATH	334	no	NA	NA	FOC	all	330	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.889898022348055	-0.5370401651775591	LEMMAPATH2	NA	NA	LEMMAPATH	334	no	NA	NA	FOC	nav	330	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.105590491083608	-1.1926720431849018	LEMMAPATH2	NA	NA	LEMMAPATH	232	selection	NA	NA	5000	all	328	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.0841700956751843	-1.157513551523636	LEMMAPATH2	NA	NA	LEMMAPATH	232	selection	NA	NA	5000	nav	328	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.9004442118319754	-0.46775656166013063	LEMMAPATH2	NA	NA	LEMMAPATH	232	selection	NA	NA	FOC	all	328	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9363268599117311	-0.431944591176165	LEMMAPATH2	NA	NA	LEMMAPATH	232	selection	NA	NA	FOC	nav	328	1	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
heet.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.0459119282190388	-0.06184859144178337	LEMMAPATH2	NA	NA	LEMMAPATH	232	weight	NA	NA	5000	all	328	2	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
heet.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.0390443403263756	-0.04682334748050027	LEMMAPATH2	NA	NA	LEMMAPATH	232	weight	NA	NA	5000	nav	328	2	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
