_id	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall.x	heet.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall.y	heet.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.x	heet.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.y	heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.x	heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.y	heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.y
as/noun	-7.384392209004258	-9.879691945590485	2.5628946611616845	1.8245576382255808	1.9254568113485546	3.595774950439121	0.9918488789710759	9.636255419679014	-14.739580762759568	13.432980627252414	-19.30271341244737	12.79117624827361	-13.514975613560853	7.663941659982614	19.48199927737895	-6.420333483834803
atmosfeer/noun	6.128549825945795	2.0079620620084815	-2.2286462706287398	-2.215522481159332	-0.25467474649592226	-7.00233286506315	-1.2082234584941833	-8.397245401551071	-7.997367341403195	-13.040001820058546	-17.685175201178577	23.986403875993666	-14.143876143883261	-19.529185754081155	9.406743879124503	4.912527596490523
auto/noun	-2.8693049618414816	-11.819311135540914	4.968202845868812	0.8829042743867468	5.024946540453086	1.5204702167855826	4.695637399578996	8.734807686383956	5.0396911732196905	-9.405913003679675	-12.279315400831766	12.284434809129758	19.034918738838673	-6.707410987137263	25.004532917256522	-7.641386742635983
auto_verzekering/noun	5.4867986474516925	24.526989446132294	0	0	0	0	14.152965582386091	21.710284810501363	0	0	11.972535802617848	-45.741850162138405	19.66619943722481	5.524962145990447	-10.345602247120217	32.39146331136172
avond/noun	8.183344073272421	8.7647455989215	0	0	0	0	0	0	0	0	0	0	0	0	10.296094225594366	16.912125074363715
bad/noun	-10.25002546567716	-1.7077960169600086	3.0006671690664737	0.6929033352837195	-1.9160653593700152	8.233348597471815	-6.736246256169308	4.581877461357297	3.339980624226206	-2.373708246514874	-29.931816900290123	6.9032279015154	28.169292628553155	0.6329735688725444	8.488189081359973	-2.664549291487544
bak/verb	-15.9608605329839	-5.9401896250784425	0	0	-10.03018283690457	6.7642575282596615	-18.23454079291959	8.800536624395212	25.58116981156847	-4.931527022190713	-41.76462721385738	5.868421255344514	-24.53041371460414	13.187945251041338	-8.480244079313135	-19.1291922415475
beetje/noun	12.932870476711328	-0.6030582030131084	0.8423692999053245	4.558460211430946	8.444190579709643	-0.18080514974165446	20.046740275673002	-12.215956812550342	-2.8553599811841313	6.580601681748349	5.200627510162953	33.08280798264372	-5.028296692394291	16.841199341027036	-1.7886653817517388	7.048364549877339
begroet/verb	4.7245374095538075	14.376276906432985	0	0	0	0	0	0	0	0	0	0	0	0	26.07972270729262	9.176633945874553
behandel/verb	-2.489044823375304	20.894787098195984	0	0	15.023426527016996	2.5376984694855302	10.176711253144703	17.175570060367576	-4.593959415921856	-9.201035543374084	-0.4567520720108082	-6.5906115190801575	-0.5754658608886886	-2.693624837829021	-13.902683965016157	29.844654034869663
behoorlijk/adj	14.606031134032099	0.4151913416154503	-0.9987366092128133	-1.6814633312112697	4.378754959129709	-7.860686418740542	19.821397285854598	-8.49586515892758	-8.10979413348511	1.1875046416002903	3.2280772972657306	35.14131010734468	3.4842612753649713	6.932320842132139	-1.5758885811552372	9.56296023416681
beker/noun	-22.215039979385512	4.944678109055814	0	0	-5.720218894754483	15.212534806452144	-23.788207659273507	-4.983022874870056	7.447297542801422	-18.3662587211498	39.53979617868105	-15.901343963787268	6.751118813213564	27.347184236947193	-26.163851910674765	-5.077443813224333
beleef/verb	11.118983794232333	15.60056339751074	0	0	0	0	8.430807895160951	-15.755961365471608	0	0	31.97348083131596	13.195752365844125	5.806136735289704	-13.402680304968175	4.933672053768525	20.476664210932466
beleg/verb	0.2699110180492797	-15.56820943038355	0	0	0	0	-19.69050588514379	13.930928237067825	0	0	29.35531017951689	-4.095306142120024	12.64795924739303	1.0634729195262302	-10.45193149517304	-27.10880758939852
beloof/verb	17.03502904851141	10.806837610977126	0	0	11.159362409727581	1.819454560858079	12.505102608313061	6.63924779544861	3.3096869199766106	6.7976093311180685	16.413859692756066	-26.579029642661208	13.64000290991778	9.434521932425218	-1.2946225658235002	25.01708747386897
ben/verb	19.021595724350252	-0.78807884113334	0	0	10.315916297104813	-8.224442415123349	16.494428256539283	-7.678665785796008	1.301283453974369	-0.8076869826154975	16.655080679570517	33.6275670051167	-8.844130197696172	19.76450077329424	-6.53368344419918	12.973910139696184
berg_top/noun	2.4229077204850045	8.978821003989625	0	0	2.329076144085349	-6.0058872415615205	3.204588949230244	-6.978642179654796	-6.1337370820839325	-15.061227644022742	-23.606932074774313	-5.746340293528178	-0.48642573053223287	-16.3293498464795	14.7746131552114	9.53984470131447
bewust/adj	16.803715642904045	18.02924254844794	0	0	0	0	0	0	0	0	0	0	0	0	-8.765187551571719	17.2470642011347
binnen/adv	2.5759214274314832	-1.3534763776846503	0	0	3.616238577091775	-3.070996348672643	-0.5476161462263072	-5.090961945589099	-14.519502203589184	0.3118718287762168	-14.790280790484474	9.233731450606776	7.729138356806233	9.63364417743258	7.540021540867088	-5.9349865804938835
blad/noun	-5.252941846967593	0.1440131563221023	0	0	2.2473543677193524	-11.99201492497056	-15.094807296604289	-1.2966346555304256	5.352975964013828	8.280676325002263	-22.4558519192686	-0.28972044379424766	-5.4985206782468845	6.91047657087877	-10.789411728194324	-6.880197229737818
blijf/verb	13.031592678741394	-3.32866596080226	0	0	15.993428348827262	-10.39592282015713	4.741710848543488	-9.488854772645025	-9.990038066729452	4.975825333448581	-6.362851918521194	34.07209538020909	4.37744791503126	15.068580775549462	1.7311882663118576	9.966846734115146
blijf_af/verb	21.342701256058568	-13.544297855284842	0	0	-14.181607618006788	-9.269076818163951	-22.032510395285925	-11.389678126407345	-3.3902539749929366	-21.78582094406882	11.060412116465146	20.965788722583266	-10.304035115769501	22.267436898144	-14.16881865933895	-5.3148452508222634
blus/verb	-5.652679731738292	-11.309883322387773	0	0	0.39705590949118874	2.5181804675292017	3.0874344951775377	11.80158181540413	8.273867877074691	-9.508413973055656	-19.86676329684151	9.869958226074406	23.213191497106777	-4.195974060945703	22.499798188119758	-5.238272715097298
bord/noun	-20.924707810035912	-1.9651685457376986	1.067549711641172	5.5153944592504365	-7.993736986084579	12.511942316859473	-23.585024115585377	0.5163939368890798	-16.104567947116504	-2.9078363971513905	-44.88372784965471	-5.005550923895528	5.222913934125842	27.046568584915246	-16.80719622709241	-12.938165073635638
boter/noun	-17.211916883664472	-4.152730035953924	-0.546055348462133	4.638659872991688	-9.605445057313307	8.111534622417379	-17.96445191049817	6.568131858676525	24.30339316937151	0.8133421567327347	-40.89898303148035	3.920910560959128	-25.43004374710802	4.03674980631306	-10.687718222871872	-18.050690154536596
brandend/adj	-5.712091757102248	-6.580741685033474	0.5963652834301763	1.1442471532231044	0.2561506617192174	3.6329275048032805	0.4268365095254235	7.699589611653337	8.80527070135459	-8.527766958252096	-21.86900225806828	10.783275124171507	22.083593031937504	-6.835168061049163	17.35495293798766	-7.495336703078759
brij/noun	-17.999593164322814	-12.764859793643094	-0.8360605316235454	6.7722219699463375	-9.714115162718043	13.055022093906134	-21.375049477181918	0.4654726213667211	5.06843221607759	-25.085512404722138	-42.55247395148054	-4.434988190543388	26.71767348821277	-16.467247173058233	-14.120057848367209	-11.070276743820333
brok/noun	-26.137514483984226	-1.526572895137326	2.4536751441389435	4.466394984339334	-12.490962156144562	15.868412176322558	-13.134389671621415	0.6501098303420035	-13.039442763826731	8.655893641830138	-32.36350597313416	0.5077215102427163	9.226412560766924	18.447761783004434	-16.75756140633025	-27.635493489518343
bron/noun	-2.971671154467118	17.449432910502246	3.318208816723657	-2.0508019897651817	-1.2345641701071834	10.66738911278551	-6.233335448769396	7.1482770447206905	3.680263138932792	9.25333385714946	14.648646838886657	-36.54339632632461	-2.7395734791229143	-10.25252647680796	1.5723442048724054	-31.715519616233916
brutaliteit/noun	3.3182421066718915	-21.354616810277484	0	0	-7.297914482465469	-6.1066259003769225	14.415362291001573	2.0709702677475823	-6.398051831959798	20.705576102127374	-20.45883693341082	-33.054488400564715	13.053488921294853	-28.918537704226264	-15.699413533838392	17.878457111146776
buis/noun	-8.9304972185999425	6.151589023819242	5.260685655220621	3.6617977189391113	2.487014208734022	7.804946275329322	-2.8284703663496615	5.545037730587062	-6.990525098697812	-18.57891083043842	-26.16828996627981	16.196188242676403	14.904618787598286	-17.597690304701235	10.729144737014103	-9.710605447993647
buitenkant/noun	-4.266465390530383	4.303683530933451	0	0	0	0	0	0	0	0	0	0	0	0	18.005079970538745	-14.165315417385335
chocolademelk/noun	-22.152641682033657	2.032052688877544	1.1643101904289963	7.696453557210315	-4.351373862705928	16.521673136823278	-26.621874909944786	-3.150427309568503	18.552905848926468	10.041661700871678	-44.435252143101515	-10.635573389647623	23.270707538204316	-20.12555236980011	-24.26253046121569	-6.015703448821158
circa/adv	-8.1000979667668	-21.55685417717795	0	0	-11.282860225872023	5.401907594827398	-18.731081811785057	11.990184011922615	-8.569587403987157	-10.639265162365875	-5.973021043423595	-21.50887057873644	3.4512389954173903	-4.433533674223919	-8.898074251026689	-25.464235927555226
daar/adv	20.534401094271242	-5.949433970521329	0	0	13.24490007465143	-5.987353892219938	15.836240711667784	-13.080578962134577	1.2645980375821058	-4.3713201675862186	22.643089308837084	25.204412890080217	-9.073315635410008	-0.0843297034567866	-7.249217290512946	2.501061176635846
daarbij/pp	-1.3376550127104332	-4.9543115898626455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daarna/pp	-8.825339163727946	-0.31247025289204217	0	0	0	0	0	0	-11.763410028826968	1.609396461408317	-6.934947992496881	18.7421748576711	0	0	0	0
dag/noun	8.635559300772135	9.657261808168565	-3.964193769839592	-1.7814833821719942	-2.332961981422119	-11.860676203370906	1.1440920636364176	-17.878202585844857	-7.053524789643239	-11.07089284526601	14.48384038831215	-10.40306495312425	3.170059455593907	-5.796865769647647	9.653080398990973	18.10083232581995
dan/adv	17.622862129040783	-7.489741693604638	0	0	12.39107420080664	-6.323550473223628	14.649406235928648	-12.102959874691576	-3.8676104751193794	2.2677054966895067	20.22105274027027	27.053037576528553	-7.120346911696618	21.247000816911342	-4.610964835150079	-0.8880416918150805
dan/comparative	-2.987536710011262	-20.968031402085014	0	0	0	0	0	0	-8.880431409275063	-11.06303804834216	-1.9608827254103016	31.651324184873157	0	0	0	0
dat/pron	-3.9581619567673667	15.373175350192568	0	0	0	0	0	0	5.930029241580467	6.730932106490861	-3.714704014584917	-9.074514809331585	0	0	0	0
de/det	0.352283407811044	-7.785947455667165	0	0	0	0	0	0	3.6967617305643463	0.1295487083047971	3.1484235273011607	-12.368607225518074	0	0	0	0
debat/noun	2.3195084548838656	21.89388235829864	0	0	0	0	15.410674845126175	16.952903289128518	0	0	21.765930680057636	-38.29342788602339	-7.6655344134613	-13.426739943793812	-9.346424628946579	26.95492573944778
deze/det	16.69026783237486	16.571630894091502	0	0	0	0	0	0	2.7308478091826998	1.197486610050117	7.069410525045991	-7.395825852696313	0	0	0	0
die/det	16.85645387919282	16.855329041905808	0.16839882362920883	-7.588160280247214	0	0	0	0	-3.538200767677326	1.491045912878248	6.839030387172434	-6.367099062516697	0	0	0	0
dien_op/verb	-19.80045371137481	-3.366122621746621	0	0	0	0	0	0	0	0	0	0	0	0	-15.059646357983606	-13.920650365404986
diep/adj	-5.735788699548201	2.623898532461892	0	0	-5.436108212991397	2.4556756989856248	-8.024013604035897	0.4452114429568741	-8.945531666414896	10.281505921725117	-19.107415891868815	-2.9906491117177065	4.570150471070634	20.393650116674433	11.12461892293132	-14.643071963027426
dik/adj	-14.16571722814916	-8.947348692507099	0	0	-6.4668704243329715	4.205753201495703	-11.83959322373571	-1.581482543423743	-9.325254299842001	-12.06748533343346	-35.357430400624914	5.994172977068361	2.156042244217164	-2.397100016798595	-9.285537724398337	-11.03483453334709
doch/vg	14.609550922468426	2.5230350257169416	0	0	0	0	0	0	3.0338874680154726	15.111645030207418	4.041230275118429	38.61086773132166	0	0	0	0
door/part	-6.08348587938095	-1.8122556890071082	0	0	0	0	0	0	-8.559937437854535	6.815399922552302	-24.438851248061603	7.399506544180645	0	0	0	0
door/prep	0.3538330052657129	-5.438510570727895	0	0	0	0	0	0	3.032970553939755	10.149191816043746	-4.873571907844176	10.671509629310227	0	0	0	0
doordat/comp	-0.6918743014643164	-3.900734868620429	0	0	0	0	0	0	-13.413348463825338	-2.108901870461284	-4.02597107429365	12.369341661257014	0	0	0	0
dossier/noun	-0.7304906763616293	20.753317592082475	2.925275498461586	-2.9995785897571654	15.299114007479632	1.7222825591307156	11.839997985486828	16.942225667542655	-5.535461930162419	-9.662262246889858	15.404985414048038	-42.87113276883782	0.24993885822798784	-3.373475214241705	-12.299129500337912	28.639957714359987
draai/verb	-15.410852910007891	-12.761513799815738	0	0	-3.9327622732467162	-0.23954186205465627	-12.86620303707428	-10.73181656460004	-3.8371236471568593	10.638049978897566	-40.31030578952367	24.70923972450307	-7.39446842776268	8.133664347931886	-2.815690410261606	-5.878612753732927
draai_heen/verb	-16.112394040955486	-13.921689025397827	0	0	-12.955685162241743	-1.6044349604912	-14.053552118760836	-11.569627958084473	12.445323101492855	17.57398643015804	-41.43277123159927	25.82260737384395	5.717061006263112	-25.8076615546587	24.425147413559174	-18.81961004098757
dreig/verb	7.004275227070086	-10.457437478495985	0	0	0	0	10.976938071624957	9.819886476509376	0	0	8.515098314808247	-15.0199971684636	11.155258627420404	8.870282275310279	3.749064748111082	-25.811317867253358
drift/noun	25.277069481829784	5.562285933422477	-3.4358314541131905	-7.242403197754456	10.521532265094136	-16.864160205386543	25.03331090973167	5.31142608458912	-15.116607089211369	-16.249191341773766	-27.98619162089205	-26.74526150588518	2.942677276105299	-10.755956727022575	25.83066108537674	15.088460854085424
droog/adj	1.4565995106673133	1.7122617984212525	0	0	-2.2145968497670747	-5.317026631781649	-4.419955601930958	-9.848167306439771	-14.57717754077208	-7.379237777773934	-20.963896537836348	28.236763550851357	-5.769263994477131	-3.720192928515612	4.160821625750603	4.128258540005236
drukkend/adj	5.2395353321792735	4.52208261105628	-3.831834638028774	-3.256394235421207	-3.405496839922682	-7.227211546621987	-3.687662782242587	-13.359078339332857	16.954336355585912	-3.5664544702827583	-20.71670513129048	32.29315744208504	19.184853004563735	-24.68806830961239	4.175671445094012	8.493442665670825
druppel/noun	-6.847228464146525	8.41135522968274	0	0	-3.1704458753006097	10.255754716850706	-17.661477101270396	0.4706983824377431	23.11309076026558	4.961862225652938	-35.27808782447443	0.03864138097769504	-32.225383713427966	2.3227687616466315	-15.388851644265701	-7.444706287780341
dus/comp	20.06674041126844	-8.699531184509796	0	0	0	0	0	0	-10.138337288763974	14.011032265790277	17.92699398836498	25.412850546235788	0	0	0	0
duw/verb	-8.698225093426254	3.7324861352999648	0	0	0	0	0	0	0	0	0	0	0	0	5.181382828618663	-14.936099278445633
echt/adj	21.861856439493646	-4.082272564734119	0	0	9.283188905323328	-11.462804266517914	17.711380075555926	-13.981890555008928	-4.478050186392602	5.078594317401204	23.32814715458588	27.83952038593596	-4.311182102269724	19.25848061404589	-8.985459804256559	5.06590083308979
een/det	-7.768297774222342	1.8381565521495993	0	0	0	0	0	0	9.200010896453065	-5.978980732683479	-6.7354603137493	-3.6859985860190836	0	0	0	0
eerstvolgend/adj	11.962334413681761	19.49099721530734	0	0	-9.82430803767711	-13.46124260845371	11.517746225389951	-4.034082560385342	8.08092443165187	-11.949707362663231	20.62583294311675	-26.04024597851771	14.861302384363695	-9.834361803461896	-3.8166833155900695	21.913753021545617
eet/verb	-23.329623710031505	-2.4654510370701863	0	0	-9.262035778902224	14.55845319695121	-24.76444980931621	2.6017459877351277	-11.003413226562351	11.841968498359368	-40.49203760896758	-6.761194323655433	-9.308147496734712	7.184566016122124	-19.09539426084686	-12.84146878069866
en/comp	19.279021726022833	-7.571533933337162	0	0	0	0	0	0	-3.005563323503313	3.205302324635916	18.959632760985308	25.86341878422582	0	0	0	0
en/vg	-12.045560041942636	0.8008796124982335	0	0	0	0	0	0	-2.634784342702579	11.199370175319357	-27.698424954623754	0.39808527677493516	0	0	0	0
enkel/det	-5.732083645174202	22.40454877344581	0	0	0	0	0	0	-1.8953295632517015	15.09521508564631	3.1101415765093536	-20.178133072760232	0	0	0	0
erg/adj	16.426725369161918	-0.7840674247757402	-0.23836255636210976	-4.723435312937819	11.875012127329441	-11.676121764350675	20.993654277963877	-7.931778825283759	-4.200430363173551	5.693106723288536	5.266948650535868	36.63908294332301	-3.8375650169646427	18.53665251652072	-3.2268805290765807	10.88625620689703
eten/noun	-23.744851233614167	-1.7023326416309206	0	0	0	0	0	0	0	0	0	0	0	0	-20.351009205088253	-12.274032488021435
evacueer/verb	-5.66391827455733	-11.92241076671512	0	0	0.3497116982546426	1.9831381625130828	3.9794751742475722	12.57799114936133	-5.93195848843405	-13.677766553173793	-18.447115621527544	8.933079796532251	1.5079397535341925	-8.751752468587632	23.54070463431206	-4.2977034964402305
even/adj	8.83640290214247	-5.783008631522957	0	0	0	0	13.610247755837376	-12.142047398688666	0	0	1.2202490539051503	40.67464114168332	-0.7243285001453896	19.12277164304109	-4.220507244617281	-1.971864015527566
fiscus/noun	7.85667509666817	-15.451856679143408	0	0	0	0	18.757117875274638	13.659907695265582	0	0	10.793515028788079	0.04044904801145182	7.381998998346162	-2.357232076301088	-12.609255458020238	22.313695147441386
flauw/adj	19.136172964727947	2.5230311263187786	0	0	3.3202361607450515	-20.562876149752714	17.05052097442254	-4.118625289478529	-18.14930368114875	1.0488109077534338	2.817249346106169	28.567459786079905	1.7575610324170914	26.096633281639836	-11.302392031959002	12.584437147253405
full_cd/noun	1.1973000344300653	15.146239328973584	0	0	0	0	13.347127372756065	5.281102445936039	0	0	18.888139985947277	-23.594782899403423	-1.9587465575202943	-25.19537903246113	0.3412543400935942	24.490528757123773
fusie_ploeg/noun	-0.6819715956009954	10.86229139438367	-1.9871450427312374	-3.5283755802565024	0.002721617022178678	-13.19613233786761	5.05480703052967	23.560730833305353	6.778840955932395	-19.400840030142685	36.81084023137422	-26.71272757286336	8.568522848559146	26.626030774945903	17.28946746513753	24.272616254412068
ga_in/verb	0.4615258401235162	-9.298005939841342	0	0	-5.958861406936505	-15.95644802834159	-5.435208597667642	17.123843527168866	0.5972888913298147	3.7438572050425214	4.366855845969554	-14.077656081657032	8.351591205277089	11.884780782783384	-14.63442127309427	5.017095569874073
