_id	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	heet.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall.x	heet.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall.y	heet.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.x	heet.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.y	heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.x	heet.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.y	heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.x	heet.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.y
gas/noun	-7.986122276445788	-8.1247528145948	2.468230580402854	2.2015337088455276	2.823043432678304	5.407852272163184	-1.8307677796958612	10.202706547884608	-11.863552710202896	-12.803928019639386	-19.52105097048691	16.403348232802	4.7562207567964965	-4.826697244256068	17.09160276879739	-3.723920934731623
gedij/verb	7.296681518504464	3.810782427279056	0	0	-2.6791078315751107	-8.327647948524113	-2.379418916623627	-13.938999124254725	0.5225342114465027	24.500086287784328	-15.892889023170543	34.62412137511081	-7.111796641033002	6.1420868704112115	10.88782592251978	7.708300948576703
geef_door/verb	-13.632462925011573	-15.594378459935543	0	0	-14.287462760449136	-0.9831596766717109	-14.026435771745819	-13.829932242798373	4.936955240242741	10.768961814896599	-43.451482733141574	20.7932663845731	15.355874736053616	8.372205087310752	24.444824520144383	-16.30499956122065
genoeg/adv	15.634251981399997	-2.187281554153328	0.5684866719388426	-4.976593439869475	12.782716605045072	-10.527565364211904	22.26463313495139	-10.700626015714448	-2.6037548008440674	9.786421913366233	8.253590544240694	35.478762440422834	-0.5303402786384387	17.28597019138144	-4.336976879991927	8.41161175892128
gesteente/noun	-3.6111756790785035	6.640497953371649	3.1834276280036575	1.8561044287393735	-2.7337261038197807	3.810237990017984	-6.589265378867719	-1.1988621815388572	-4.767967304473642	-16.770771785539438	-23.559140458922602	20.44483110791097	-14.38454192736771	-7.54186257699379	14.502999405424944	-12.080889971706993
getoond/adj	3.5387593799352515	-21.693118561414042	0	0	0	0	14.890186751468656	2.147376319088341	0	0	-16.448044717042816	-26.02900122895204	22.3055966910305	2.0036663503434915	-15.583726625389108	17.68906049974849
giet/verb	-15.391513846409955	-1.5623776184953604	0	0	-7.355260688496634	9.366310216356581	-17.855255574688854	2.6324903915162077	24.94419020888133	3.5442401524748584	-37.304138074879	1.225866180785332	-31.52207849483419	5.599903571277413	-9.792334123205507	-15.157522266601383
giftig/adj	-6.614230266135738	-8.192929614817523	0	0	3.122581498190377	4.268064519992284	-0.1957081837123131	11.281689642752243	-9.75673452714358	-13.631760940836205	-17.352422403431046	15.062313518929066	-9.140988259391914	-21.20067647478942	18.45649426457652	-4.804807066883355
glas/noun	-19.29246692679503	2.3857118592124498	2.561632709625527	6.501644598328972	-3.746402002339527	12.914110576228849	-22.514213479750357	-2.607032857461089	-21.030034747786274	6.146527430901488	-30.825980680274654	3.9971341169521497	-0.805262839704685	1.611989458722042	-21.147489598951378	-7.627777044300722
gloeiend/adj	-6.282768074210165	-5.686174202678215	0.8853064722684906	1.9936630043686003	-0.10981706926651284	4.435374530085562	0.5287332340113216	6.95301163139434	-24.556773837398346	-14.720629674169425	-23.502802871800387	10.805060393976104	-16.120652724065206	-26.60642265291686	17.58071167034661	-8.264827255167594
gooi/verb	-9.77569740971435	4.017054884712051	0	0	0	0	0	0	0	0	0	0	0	0	5.342930456330148	-14.052458467759802
graad/noun	-7.244627578543692	-18.804386791640155	0	0	-1.3194001852819452	-5.903786798084695	-6.37458289039248	-12.61211167811042	-14.057435227878786	-8.6218208244266	-26.553261485942087	-11.524394210518263	-6.22736471932524	-5.62045587608277	11.649330718581881	2.6020637868567595
grijp_aan/verb	9.048518058702664	23.265669796750423	0	0	0	0	0	0	0	0	0	0	0	0	-8.561164143367014	24.740363949522205
grill/noun	-16.81527521845564	-8.571839769722022	0.1013124009560472	2.6799188681421477	-10.121232520805759	4.566699800960969	-16.920637657655526	13.383500856264256	24.047028145502612	-0.9474764996055747	-41.84406620508892	8.879283304126286	-25.476195568346736	7.49063122173913	-6.090667713777577	-19.813366447027043
grond/noun	-2.598865826920531	-0.39441449282628993	3.0870324592919665	3.197593127003546	0	0	-2.211646432704962	1.1860947503055355	0	0	-18.289761073752583	0.7379718090756237	-0.5556072904188193	-5.041617445156929	10.606497158804245	-20.106310987661836
hang/verb	-13.31682359884491	10.807265631617733	0	0	6.48519082729722	-2.575965542500214	-4.015132403555794	-2.626438508631957	-5.319124954179195	8.797376634973823	-31.28310558876616	16.66578293119216	-3.4819674165504786	11.034109633410852	8.50008366377464	-10.461046999129502
hang_ijzer/noun	0.37132597239109444	19.584250817223463	2.3612781755973185	-0.9948394720524003	12.906069640080025	2.645380240650259	13.115624077263623	17.883638503847568	17.214830787216684	10.439651148161767	16.135439947679995	-39.57642384156727	18.203991879899544	24.87433852855602	-10.302534029919558	28.809534050012346
hap/noun	-24.879692460440378	-2.4100320254860317	1.956595137438272	5.361333207945258	-9.340749756898362	15.772581117811669	-25.948539353302536	1.9341322625405173	-15.737601183258986	-15.606846183271172	-39.90850914566006	-7.988770733491645	18.341117736130162	-0.30433940823657146	-20.07183532873	-13.748213741303074
heen/part	-18.209955025448316	-14.546051135521626	0	0	0	0	0	0	-4.59180485668317	12.033589981761619	-42.018056991118584	27.102057370551027	0	0	0	0
heet/adj	-6.237369551711459	-0.42581686716710865	0	0	-0.35182837454674043	-1.4327631709379218	-1.9436319383908593	-1.4695128883497268	16.771835552665422	10.570546857613797	-24.909687994599437	8.256876616036248	17.799353258738225	24.567861099188335	-2.9622214148091195	-4.558720585394262
heet/verb	-6.875847839240274	0.35459639596815123	0	0	0	0	21.960324446067386	-1.260521858942174	0	0	-11.927327471404555	18.49797348028754	-6.281196018815953	7.414005281085565	-8.41604373979301	-1.636493304892303
helder/adj	2.0574850821700683	5.0472498520245095	0	0	-4.123974441081151	-5.819296675900713	-3.8908062544272286	-11.450757546572165	1.847111752396991	13.545372465894348	-21.53847594251232	30.00081132145948	-4.623931160240539	5.040741306977932	6.861769666987083	2.35193072943085
hem/pron	9.753925855941684	-4.5374149035014	0	0	0	0	0	0	-1.4095663898582629	8.987818923697125	13.073963957786543	16.450068294947293	0	0	0	0
herfst/noun	13.73449755501874	10.919389517673038	-5.503753561253928	-2.293289312091737	-5.669173596791307	-12.828093618816277	5.1945358038560725	-14.033056118871254	10.849646434624168	0.6162299159478478	23.51010385431946	-11.080432303513597	9.815496630379553	-17.18654852122116	4.089242868097133	16.50882764545049
het/det	-4.190826507781996	15.35507014973273	-4.173724674018989	-3.4009640386419506	0	0	0	0	6.3947062051326045	6.868710508829812	-4.107855695472063	-9.313345402146291	0	0	0	0
hier/adv	20.02075737067359	-5.613078062050432	0	0	13.32435698212827	-6.349567784146751	16.52584467561946	-12.947000700612069	0.5524458201975398	-2.7124283932327766	22.159501588706906	25.908362067172728	-9.284067240446545	1.0087864160362754	-7.869198847450103	3.5761918202662932
hoe/adj	17.848943483690768	-2.9678577051099775	0.5606981108425639	-6.780191653436147	11.345582154210447	-10.461975453772428	24.005765826180962	-10.3465384861992	-1.9696068127872703	0.01452485268783667	26.491391218213668	27.313278632562888	-8.479209566815305	21.37568372091822	-5.487375182663173	6.879368301985963
ijzeren/adj	-10.071779816823184	6.3810369305111445	0	0	3.308716681473395	10.65405640714779	2.3965169931375088	3.996126784232243	10.300738030249036	-1.4951517795102043	-30.407898134743064	14.913536627144431	5.890188074262866	-15.789216383648402	9.915333985773144	-10.710281249404433
in/prep	0.25541731222921676	-8.399888218157116	0	0	0	0	0	0	8.723611439346366	0.6914021818598249	1.588618991665176	-13.6542972585905	0	0	0	0
inbreuk/noun	-1.4793771437800074	24.717906601733265	0	0	0	0	19.15235530727797	8.832665631729569	0	0	13.698693544113034	1.7342086773322107	3.2914591008546332	-7.2213430438589326	-14.721191021420584	22.47415300641922
juli/noun	12.372688668559913	9.84950803499995	0	0	-8.178212598732136	-11.092295644352504	6.08586066002919	-16.31600520902412	6.694165678414189	-3.6772626325415225	20.646015804844122	-17.5040959955709	13.192062841461606	-12.18194483640821	6.233885681815875	25.741662742731386
jullie/pron	18.64295031614363	-8.285110036870561	0	0	0	0	0	0	-2.2113591911785413	0.08717335139133055	20.580170350791214	24.083482828359777	0	0	0	0
kaas/noun	-20.197900351747784	-4.517350811340061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kachel/noun	-9.255569434118634	-6.579876705097981	1.6017466980033148	1.4237554432137327	0.8879694252683107	6.962060654107295	-3.307632885998672	7.507967436135354	16.821115865690377	-13.539570030722897	-23.721492005025347	13.586284934686073	10.259602552957219	-22.386057524935445	14.16118342322631	-6.832966336247666
karakteristiek/noun	19.939186848876776	4.231742330168601	0	0	0	0	25.393438769301454	-12.77688858806285	0	0	-14.205547629040991	-18.973298012237947	0.3634355137803039	-29.889212999609246	-4.648061802584808	4.9987453144831715
kastanje/noun	-21.475889317542066	-0.30014754471775995	-1.8315342936686299	6.289668045520452	-11.236206343575741	12.653255860540837	-22.942426065791626	-9.76219796884912	-2.387032100909087	-7.21510852370203	-35.389862678226876	-10.160613288415686	-18.85535176038571	10.681730789188636	-22.02538053331999	-20.40712009992212
kern/noun	19.431580461728917	6.682014334761852	0	0	21.11568223156289	0.9806768288621955	1.4871266680234556	22.863767221292907	-12.775034834688405	7.485407430629553	20.24180253871997	-0.8342472080356617	7.8732321708510655	18.402845985410003	12.92811672581302	23.510054669648607
kil/adj	3.6868366840500735	4.230848575087989	0	0	0	0	-1.771816170992689	-12.242659133099565	0	0	-18.70962647075971	31.448741866584605	13.533631937351009	-28.45974564306215	5.330404401241592	6.864874455575418
klimaat/noun	7.188494682331627	2.9155063060519026	-3.004867523574358	-2.6610360436203235	-1.8996134831301776	-8.367088816938523	-1.0530074448754763	-13.792005232391375	0.9057950516101906	-8.730836295396777	-14.809668925970179	34.15163485250675	-13.288438199318676	-10.324965504006038	9.828343268054429	8.88854957395425
koekepan/noun	-17.528462299882577	-7.204471408272166	-1.4248113640657043	4.385951539733833	-11.223034224440209	6.859450576043465	-16.06564554935125	9.693698257218403	27.791262859911676	2.156582139355602	-45.240456252858536	6.884411423736614	-28.654299849076427	9.119402442065802	-7.495148705366731	-22.18056685738213
koffie/noun	-21.136057424058713	3.0464469590303045	1.9941122140169654	6.969078600827937	-4.788258037375461	15.061793678349819	-25.14574187177696	-3.2219901452290887	-21.00256407743291	5.870245822640417	-43.43884622179795	-12.051704074652058	-1.1541181404927334	1.4038915989107363	-22.940671527074823	-6.609986389481897
kom/noun	-17.85837288553196	-1.9087623292496607	-0.4175982986412027	5.863477868481982	-8.140634405872586	11.243249744138453	-20.958363231431726	2.708407346696729	-20.039537128840795	-9.656156742653412	-43.66031735850241	-2.506081987281535	14.453014617646227	-4.85811470738291	-12.400187802402261	-14.071565313507007
kondig_aan/verb	16.688385557902983	11.40464771508051	0	0	-7.127996562471024	-14.541102829950454	7.867295254611599	-13.166385360497717	3.139426786414427	6.599948665416257	16.77069024234266	-25.908956850306854	12.901989612750873	8.72986534214911	2.3762464770311973	22.82018303295738
koningshuis/noun	-0.3389352569431745	24.445366738497565	0	0	17.797727188527027	-1.102465361659575	14.6825039702729	14.756397658633638	12.84046618468242	15.504257764198373	18.339836562961132	-41.524487545694406	4.928229560452361	-22.92126773667619	-11.401721489877888	25.555149835469734
kook/adj	-12.940131825620348	-2.2261565208350245	0	0	0	0	-16.41874231416078	3.522756202289267	0	0	-37.37131949931503	3.0649430388480736	-25.160474371017354	5.698220423160584	-3.8848183381667067	-14.011867938092296
kool/noun	-12.907131162656782	-5.961610209981439	0.7500510720862267	3.1206912448793016	-7.316589791979344	6.352640804736804	-13.683045577776147	7.303512499565258	27.011680036104547	3.923235971972361	-38.05158853022385	7.041878723510053	-29.116406533407464	0.8768237534583423	-5.744831461467637	-15.892088578397134
kop/noun	-20.82132263495069	4.194096954719502	2.1082372696104925	7.57508228954895	-5.216384351259461	14.215188569138586	-24.07047749709278	-3.5370284750701244	-10.303272943564428	18.327237172989324	-43.72453983567918	-14.02038434654697	20.458029647397588	18.374272502844338	-23.786420910516096	-7.7662404086484536
koud/adj	1.2113039007554696	3.046236548441654	0	0	-2.7648583106594145	-4.807140317902746	-3.1653403175192047	-9.985683157387768	-14.859141325068997	-9.63160353383289	-19.631603276946247	28.63677567106202	-7.93110380090285	-5.07941487145077	5.2956039864236315	4.656786278929845
krijg_heen/verb	-14.356983591740224	-0.9052716447491168	0	0	0	0	0	0	0	0	0	0	0	0	19.059211132842314	20.51410623580231
kuip/noun	-15.329846279980044	0.5714305301010717	0	0	-16.36967312001028	10.038484492169047	-8.151065177472542	5.972190506851343	-8.769496656836916	-16.165918673942137	-28.85359661199099	5.527169730132039	-7.069459401036354	-20.442709925597548	19.461967471060785	19.627639010185288
kus/noun	5.734542678520057	13.748350225800095	-4.150195894354019	-7.261975458828005	5.802363513470878	-13.742688033591346	29.0207064107924	1.1019339545644529	5.214380507787595	21.05348764707933	-16.554804536973187	-12.693255423162821	-13.14069922471962	2.4491301924241142	26.046730558431257	8.582311206823155
kus/verb	5.450257098779565	13.572793557933863	0	0	5.590500392082928	-13.709815163812241	29.36507847204256	1.0886804549295777	4.659054211619194	20.640700305576708	-16.146692564793046	-11.58798440469551	-12.705065748447144	2.8023541264185483	25.80761787106096	7.704557742177917
kwestie/noun	0.6717712339638863	21.362960213040594	-2.5723666163804975	-4.941354573190062	16.380641256281475	1.4715262759891932	13.458955095785448	16.550553748075057	0.061385284400656014	6.837113706755923	16.096360283419394	-41.423776935591995	-7.122909910495484	-12.336688523146409	-11.051254575996545	27.46841093627016
laag/noun	-12.899235444831078	-8.321581132337554	0	0	-4.930086516499675	3.9906023034120794	-10.347293767822705	0.6774010280412622	12.155616124674115	12.417908412304929	-32.837982407145226	5.30003332884959	7.1025673245799075	6.700786100740035	11.966100527577321	-16.423253927510743
laat/verb	-15.89703441246911	-2.639405517210375	0	0	-13.565936295484011	4.4324946122695215	-13.078278701025404	12.606352648553953	-1.73843219107364	8.293066054725939	-40.16520691345257	12.104466328406554	-0.7870852294609268	14.212999080257797	-2.928457133202427	-16.56466491554827
lamsvlees/noun	-22.656248943387105	-5.70143973344717	0	0	0	0	-24.840057766950427	8.116285431399083	0	0	-49.09938250868226	-0.44599756732099066	-27.45756183711174	-4.109381733088001	-17.550538852061884	-19.93787044437503
lang/adj	21.11914237636341	0.35240688735797143	0	0	9.09232390705203	-7.332777002195376	14.125319709498909	-8.971207632426161	-9.977578255487273	-7.172131561484739	6.562019539894868	-22.030772677718325	1.63015787386482	-0.5767790201666999	-6.961681853853475	16.511353436489923
latin/noun	1.344269366648172	15.564408062570994	5.754332473725146	-2.5627625388644493	0.30786903116803027	-19.266759252177508	14.21779292696354	5.262082287868446	-1.9157796381490777	23.03477321627031	-21.22439340116581	-36.26195657336696	-17.098209163424254	4.293056987662432	-19.820858653198524	11.695268006424929
leg/verb	-15.629606696933031	5.226404186513798	0	0	-8.56867432285733	4.105730827418006	-19.77305507105124	9.76737434180131	1.4274677817557444	9.982429122474219	-37.147428389338124	12.28757803736269	1.1519175340802479	13.709817495628103	-3.456695560372193	-20.993064355257975
leiding/noun	-7.564778693142859	-3.882583188461067	0	0	-18.310033631077278	12.032658565746013	-12.032733082096424	15.932227365882571	-6.801052782695911	11.801311482476157	-25.16123243505572	17.009640945975338	13.017597115540378	16.137057162106057	3.5746039735877404	-9.309836757088624
licht/adj	0.10608501439278735	-0.1896652606719858	0	0	0	0	-6.465262085481577	-8.852776282855364	0	0	-25.527917589371782	28.154646762839953	5.538436976831631	1.40464446310897	2.5080874440417267	3.1602054284367513
lief/adj	22.08506266464594	-8.545584004760014	0	0	0	0	-0.5214056988700257	-2.152979440091016	0	0	15.862706225600679	23.677499571361878	-4.283980643646551	14.566200828571278	-7.152701422707637	-3.9836382821752507
liter/noun	-17.56519760281998	1.012049089261056	0	0	-4.924144836255478	12.235930443689165	-19.028032579250496	0.2677636450555259	-9.037067571772386	-8.614274023318341	-33.74263138505331	-2.0148122147832193	4.952909826077307	-2.8441258770976416	-17.61475019732368	-5.224975992268601
loop_op/verb	-5.49027906999	-22.38874408195937	0	0	2.132401569138787	0.6814489883570669	8.275778326888084	0.8842814279678709	-9.379877316979346	-9.376785799183523	-8.723449348712311	-21.14254048221424	5.629276971002288	-1.6955661789216572	23.237315373907162	0.5341993834160464
love/noun	19.897491861397555	-15.514685133002372	0	0	4.656629348674195	-17.319986452301112	17.350295485568655	5.62775496831667	-15.378040744771834	14.293960406879213	-20.95050639285402	-43.54908643717955	-14.929462867367013	7.160622147338184	-19.098121237396846	15.372477706276134
lucht/noun	2.235453219463738	-0.24856450632024166	-1.7438974725266965	-0.9560204826462951	0.6812374239454415	-5.518616447575911	-0.4336757724722914	-7.736666499136689	-7.472636205246102	8.879009167629569	-17.972921904884718	25.122519368702683	1.5944202659707978	8.467522979905368	8.545551166112652	4.858474792396991
maar/vg	17.515380067096352	-0.682244220862506	0	0	0	0	0	0	-10.777764324839316	1.1998143760698396	17.499329697729962	29.905935485228362	0	0	0	0
marathon/noun	13.078646568419042	15.264838502590502	4.075950732107301	-4.914450024201311	-14.129035273834578	-9.312692343268658	3.846478116085796	-23.543838081224457	10.985076953142352	-12.767758367790842	26.261862979620727	-26.942528632713813	26.315888666112112	-0.9068974357597992	8.74249836245068	27.02769232905451
matig/adj	-0.8033361525229353	1.941915813644203	-2.428291794540434	3.7525619344963226	-9.654895130744318	2.184406012358846	-7.832107444418446	-10.390060985972546	-17.682451183674644	0.2994449665982532	-24.023196318148095	26.412024526737223	2.8799028579700248	26.110588508757424	2.5998492292290685	0.9814829390641394
meermaals/adv	4.380778467256373	-9.795278159564242	0	0	-10.08006229987671	-4.86130299480863	7.077089941867454	-6.634356274444657	11.27935183036811	6.204669148110638	15.677738545598626	9.27417296956312	2.01654270715472	-20.011885743747534	8.384986215796955	-27.771783248990147
melk/noun	-18.836212042208746	0.1404051580816794	0.8366460637795501	6.515459910193039	-6.506788150779094	12.219100700440627	-20.00553601554852	1.712845537008317	22.100276883022264	0.9420948697485328	-40.73234543519277	-3.0688918810753503	-22.11586133003601	2.8924305913879795	-13.47967312266535	-12.787324331478281
mes/noun	-11.490186459668505	4.279033811276734	-0.5811555305075281	2.3293278131387094	4.544685862372443	11.103160258339408	3.370614157212752	3.620058925557575	10.70839935701062	-6.629385084880763	-31.788801809710066	13.190597539243484	22.35489598827117	-8.977070148293562	13.759254178603499	-22.678976239624685
met/prep	-11.695318558865534	1.8254122304804705	0	0	0	0	0	0	-10.054934403670211	-1.8187060426835968	-29.134090464939487	1.7500185694258317	0	0	0	0
middag/noun	6.676499812368948	8.097338440368043	-2.3968836990836326	-1.479945186313524	-1.2759309994332346	-12.0822027766398	1.3168876740953943	-19.262212073042285	-12.471477974656501	-5.498943297091009	-10.603911941531985	26.45089286727296	11.01320918284823	-2.262955918000427	11.16246197651389	15.754662304064063
middaguur/noun	6.084836514732172	8.520275194362222	-2.7187187539274382	-2.6327188891825677	-0.9490656844244818	-12.592961691170032	1.0842764838080787	-20.334953949116645	-11.657384184923718	-5.7733580406737355	-9.81216032609282	26.7955756123644	9.928514552145216	-1.7994602767006849	11.34990422799664	14.683567831370668
min/adj	-2.019158765570366	-21.070485113558014	0.004843404232965378	-2.7266226380848972	13.019788795572948	-9.246714187282617	21.45624888664075	-9.503764206535257	-10.08680341690409	-4.011798160982176	-0.15036825347189994	33.47646392412565	6.594859558830847	1.7142480161499483	-4.305682953098882	9.726850333416131
mineraalwater/noun	-18.628992420618356	3.365057302380361	3.1811687857597977	7.308003969979147	-3.097120959166602	13.847681268415803	-10.201654234417877	7.585256725655792	-3.634372802445304	-6.3530417854896015	-46.876241487698	-13.81265593782909	-18.846940253667942	9.010574865668078	-20.100927108397276	-5.768714770543133
mix/noun	-13.395895071924047	2.4220905834552955	5.979735566741384	-2.1030168543822256	-1.7625901311244556	-18.280452844913953	-17.892958263658915	-2.536211397716659	-2.1468181290061	22.644587710882444	-26.647591708935153	-1.6288305180583114	-16.883159523947096	3.8839124209409737	-21.70469072007396	8.740157099424026
moment/noun	22.859203959408628	-3.481464086778113	0	0	14.48633618631515	-0.9771612244736082	17.11033177436099	-15.200096636222026	-5.648977808399022	10.360214595190591	25.28081501785164	29.514166008436426	0.7566856495155275	16.009479225420225	-10.42459810392122	6.326454277175561
mors/verb	-20.322334923345846	5.442174736602234	0	0	-2.941630818076394	15.608251638718755	-25.23504471647724	-5.642378167230885	5.542044135025801	-20.37767163442728	-41.88711800203558	-13.52407329376539	8.857872347210963	28.391830416665165	-21.543427524406596	-4.332693287586272
motor/noun	-3.0290900103979075	-11.427360176306268	4.734655004844406	1.0326758264300897	4.9406529577483385	2.132469001663351	4.692206924642925	7.940990940608035	-7.018198180378486	-7.908822795080676	-12.076314334640376	12.913068272878684	6.567529879765334	-4.1043583082692425	25.634739020252546	-7.216021486799503
naald/noun	-8.818763905926803	9.272481518930082	0	0	3.351255578354751	11.816163981905856	4.285438873282449	2.934646280925436	-5.367082728589677	-0.7436395162585839	-30.657360297809184	12.57691357998448	-7.5324300959057995	26.075917646974958	15.305481451251348	-21.960507368942295
nacht/noun	8.644777150143462	8.350289747836078	0	0	-0.3722319843478223	-8.714072655594826	0.6765386554894917	-17.2975279308041	5.1456014203238025	-3.781231371376785	-12.45434433967479	25.782446629968348	12.391582051794018	-8.763119491290512	9.324101959229875	17.07374069960007
nek/noun	-21.863071339436257	-14.298497263320256	0	0	0	0	1.9188461930656207	-0.5768085116990593	0	0	-9.993591150141423	3.7022027894389216	17.244842978197937	22.771682211666374	6.131787352614306	-20.78273832035919
niet/adv	16.20374259944686	-5.2115319202326	-0.40779209290767515	-5.150329847028182	10.848938931313453	-8.172064128024415	16.371324408353534	-8.538377716469588	-5.203389201691867	1.4275047468289437	22.444170291366593	32.757239533859114	-6.300223064283246	22.818643344593223	-6.5669641454410295	12.381846126571109
nieuw_feit/noun	-1.8960093986727038	19.169415645184078	2.71381058182601	-2.138259749761962	14.566722729249065	3.5058073358347808	10.805848093717836	18.91897688178004	-25.719206011520168	-5.381053251576527	14.50180266240546	-39.80289185042864	-28.431920991238204	-8.839854400983874	-15.135065483483073	28.507367080050702
nog/adv	13.77882431345662	-5.151424168363581	-0.31901415295767194	-3.9180274293339155	9.370128127633825	-5.222656081593282	11.167937432604651	-9.152956091767926	-9.706776853336388	3.7479476282424096	22.311147050301862	22.505393122721006	3.88117575453523	13.970802798180554	-1.0932881984179712	18.027797684917374
nu/comp	7.118280976067124	-9.4407285490097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
of/vg	-12.262491840142003	0.110455744946752	0	0	0	0	0	0	-12.740900906857291	12.051788549663453	-28.493567623437603	-0.20075684714816078	0	0	0	0
olie/noun	-13.29944397600249	-4.61910496285259	0.40698588142657116	3.8062748601547027	-8.018193512548772	7.163928996201003	-15.308164015448927	6.63317724997407	-10.777760006749645	-11.662101029095265	-38.7643539688682	5.545074813557666	2.198562569254354	-4.237583922542463	-7.473254192693401	-16.3187272971946
olijfolie/noun	-17.539751343359313	-5.685661941967136	-0.7973939659473815	4.854770905176141	-10.105571781717002	7.657394483568206	-17.92786279770309	7.524611786686637	25.14356145561193	0.5968303637041524	-41.877615685036346	3.991203436619955	-26.21168164697632	5.103573254165534	-10.844597146724364	-18.86390990837116
om/prep	-17.403579415800426	-14.24170990408512	0	0	0	0	0	0	5.268921848013744	-9.988670376779659	-42.3235708512849	27.66575792568901	0	0	0	0
omstandigheid/noun	8.074352119373826	2.3885476343174905	-0.8463886443849087	-6.184461443626909	-1.5715294896050749	-9.62701941405128	-1.3218793327690994	-15.209539353147647	-2.878557657486232	17.54733047974434	-12.941301913315302	35.10114838745898	0.04923551207629074	10.632009442077548	9.788811356439309	9.688496564770018
onder/prep	-4.839701014185384	-3.992964720956909	0	0	0	0	0	0	0.12526204677887687	12.89328032411766	-33.2907297676364	21.65600824065531	0	0	0	0
onderhandeling/noun	3.162191948721147	21.926877130359436	0	0	0	0	16.97549821406444	16.58848677021741	0	0	23.35946780023048	-36.85101036385085	11.999326525929959	7.949018108373735	-6.959802983176314	27.97141043497858
onderwerp/noun	0.5518982849339011	21.140865451998437	2.3477740293738676	-3.1075675214644867	15.843910581428695	1.8184336834921386	13.659884302800231	16.65682829237169	1.5014516136001166	8.170448996844884	15.887019701205114	-40.67209032132395	-6.271509827819931	3.544508935298286	-10.67913424603401	27.538149090257022
ontleen/verb	20.734892315665522	-14.698752476827101	0	0	5.259735591178956	-19.946233430534566	19.805079851121462	2.732941690344212	5.5353881332046955	17.468150913149145	-23.17503081007691	-23.936900209328755	0.34166010244333794	-28.044552737609653	-14.415005560883579	14.202058618993942
ontzettend/adj	19.627327580768462	-2.9487170711851607	1.4646684753222554	-6.66897219635402	10.381055954473103	-12.15343784518609	19.84982512306026	-14.679994073536385	-4.987651999656367	16.018510551022	11.784276887304088	35.090097351186245	-12.092844968664853	14.877366944163532	-7.6008723196157835	6.082666363573618
ooit/adv	23.100632554060347	-5.450374849631382	0	0	5.241397702139925	-10.80240694345316	22.4647730190266	-3.2018478156624455	-4.204118825260307	8.920530470906368	30.757676872257072	29.260114739650447	-4.389083621816772	10.56612895101347	-10.172293957823909	1.4086840885537024
oorlog/noun	6.796694695657401	20.304679599151083	0	0	0	0	-2.8952953516275803	-21.479851495562023	0	0	49.65938816075093	-19.379728783347336	2.7104487368900676	-14.953994508039543	-0.4419252806562863	32.804372921382715
op/prep	-12.548109911005916	8.003754296271111	0	0	0	0	0	0	3.972848844358548	-1.5871684154384482	-35.28819199100055	20.635799301921594	0	0	0	0
oven/noun	-14.584313379192945	-6.738084825589634	0.025772667336379583	3.33676884135826	-9.082253482498277	5.773436352483671	-14.811005194429189	8.605328356503836	24.70705709917781	-8.174174614718952	-40.21620899958742	7.511159193149091	-20.987621269592367	13.815500009866929	-6.300248625751135	-18.334297796780923
over/prep	0.23076861668030285	23.985849273057376	0	0	0	0	0	0	0.6871111059479272	7.482642709048341	18.705572561002956	-39.17206481297561	0	0	0	0
overgoten/adj	-15.453636857673118	2.420968652866155	0	0	-4.487862052062565	9.696888152431903	-28.415801287170463	6.304710459052934	-17.5712398998356	-22.048535191562202	-37.2241681297109	-0.6435407558356752	22.986944364941618	-26.886716346424823	-21.14978324970416	-15.900006269313828
pan/noun	-15.658510474842915	-4.150154163749659	-0.22521066596952252	4.021787891550586	-9.041159912519326	7.267404060162326	-16.807107729359537	6.524711909388164	23.228475561301227	-2.5757290005237055	-40.58279053905761	5.358087438122262	3.8961589246684727	30.529823142149585	-9.14409485662722	-17.96613760297753
pas_op/verb	17.02923041730385	-9.107424203266879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
passage/noun	21.2384526610797	13.612860699834243	4.860033012452242	-3.7739728230049496	3.9874983676105114	-20.355974853150112	18.536704705166144	-2.307585173082473	9.215819738119785	15.675538021929727	-15.784303388869597	-18.860500780306456	8.244007465567023	-25.532631540435453	-12.366996269704497	14.506906310930807
