met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
complete	0.005594546637820385	0.004547830824803494	0.005017177036457499	diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	814	848	834
mcquitty	0.004207451997488732	0.006209331190390513	0.00501603277112971	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	898	769	845
average	0.00559972877651515	0.004533928981169507	0.005010781534886125	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	811	897	874
mcquitty	0.0051541889824321604	0.0048660950006023385	0.005006000485023667	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	849	846	846
mcquitty	0.00558655951586763	0.0045265530739112955	0.005001003978675533	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	827	862	847
ward.D2	0.005613288041962091	0.004496849026892679	0.00499342564739824	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	841	858	849
ward.D2	0.005244685069152888	0.004755202799020671	0.00498796415511664	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	857	844	850
ward.D2	0.0054633709450355806	0.004581943175943141	0.004983986546916034	diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	850	854	851
ward.D	0.005368864464939627	0.00464573038735446	0.0049811893857381415	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds	848	836	840
ward.D	0.0055336786412523735	0.00452639660903899	0.00497960971744238	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	838	842	841
mcquitty	0.0053958519329676	0.004620362742689902	0.004978086840878986	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.50	836	860	848
single	0.0030108758430223664	0.014215025069675091	0.004969223474250198	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	1005	1003	1004
mcquitty	0.005556471590533767	0.0044758263041322	0.004957947214924159	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	829	866	849
complete	0.0051371943658777425	0.0047874145476420925	0.004956140691400948	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	835	838	835
average	0.0028605089379909504	0.018487182863663	0.004954423392573427	diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	mds	963	339	875
ward.D2	0.005497353496351822	0.004508392603966011	0.004953998951372946	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	846	855	852
mcquitty	0.0042546123025946235	0.005919269472973233	0.004950754741924265	diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	mds	894	789	850
complete	0.005542212024592427	0.0044705329485312684	0.004949020779055559	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	818	851	836
mcquitty	0.004935245677199734	0.004960552651245668	0.004947866804886238	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	856	839	851
average	0.005139474235249457	0.00475919477042254	0.004942029860601462	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	836	889	876
complete	0.005380135750793787	0.004565344752983444	0.004939364068110433	diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	825	845	837
mcquitty	0.005500604450060171	0.004478759967546038	0.004937365943821219	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	830	865	852
ward.D	0.005440357057268668	0.004511337369239662	0.004932483865076667	diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	844	843	842
complete	0.005561833276961796	0.004429225746166587	0.004931332121885857	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	816	856	838
ward.D	0.005473381532872708	0.004473077689080705	0.0049229299134875455	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	842	846	843
average	0.004481329364704661	0.005459044041884463	0.0049221037012345415	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	882	845	877
average	0.005284272564632495	0.004606174874712444	0.004921978235588214	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	827	895	878
mcquitty	0.005418853746286408	0.0045074563797981235	0.0049213144823485894	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	833	863	853
ward.D2	0.005448862943794941	0.004485783184518571	0.00492064185323348	diskwalificeren.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	851	859	853
complete	0.005394728385713379	0.004514266332506536	0.004915380705545101	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	824	849	839
ward.D2	0.005072577980840369	0.004763123055690763	0.00491298241835364	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds	863	843	854
complete	0.00550390273779391	0.004434565715819781	0.00491170616441466	diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	819	855	840
complete	0.005452211390529127	0.004467577407789254	0.004911027225690208	diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.30	822	852	841
median	0.004426790078171473	0.005511338085078289	0.004909885715238181	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	40	38	40
ward.D	0.005492574271017795	0.0044371997277004235	0.004908802368086226	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	841	847	844
mcquitty	0.004437975371022617	0.005480282733694945	0.004904361137125551	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds	886	805	854
complete	0.005001767067489051	0.004808623364672343	0.0049032939416005575	diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	837	836	842
complete	0.005468979181132596	0.004435119158696399	0.004898088349387637	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	821	854	843
ward.D2	0.005219016572581405	0.004614064725007925	0.004897931693635702	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds	860	852	855
ward.D	0.0055255662504135996	0.004394483763038328	0.004895542086200756	diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	839	849	845
ward.D	0.005269202454607423	0.004570952202022564	0.00489530366203393	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	854	839	846
ward.D	0.005508566327754539	0.004396974778992349	0.004890399615836376	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	840	848	847
complete	0.005429340945523131	0.004439220068500155	0.004884610684343288	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	823	853	844
ward.D	0.005297373610300089	0.004494818242262423	0.004863207726761476	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	851	844	848
mcquitty	0.004543123757317678	0.005218785735776199	0.004857572071801928	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	878	824	855
average	0.005232424931641237	0.004513494838803777	0.004846443122794671	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	832	899	879
average	0.004740608799281966	0.004946470466937455	0.004841352233531095	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	851	876	880
ward.D	0.005453569796839282	0.004350692602199648	0.004840100112582449	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	843	850	849
ward.D2	0.005448113080184023	0.004344050248054901	0.00483384032395647	diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	852	865	856
mcquitty	0.005357139726051636	0.004390234544596856	0.004825730341834777	diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	837	870	856
ward.D2	0.005399922914710549	0.0043619070759414545	0.004825726732338052	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	853	863	857
mcquitty	0.005240271493608749	0.004467919773972918	0.004823372754400499	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	840	868	857
mcquitty	0.004801346017210265	0.004841281661466314	0.004821231141149824	diskwalificeren.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	861	848	858
ward.D	0.005423772039344761	0.004325707304997784	0.004812903233617444	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	846	854	850
average	0.00285661744402297	0.015031991683223464	0.004800893054933013	diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds	964	446	881
average	0.00285661744402297	0.015031991683223464	0.004800893054933013	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds	965	447	882
single	0.00285661744402297	0.015031991683223464	0.004800893054933013	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	1007	996	1005
single	0.00285661744402297	0.015031991683223464	0.004800893054933013	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	1008	997	1006
single	0.00285661744402297	0.015031991683223464	0.004800893054933013	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	1009	998	1007
ward.D	0.005366417394814568	0.0043427677273554155	0.004800630326947723	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	849	852	851
ward.D	0.005117215393143786	0.004486046001982804	0.004780889056575543	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	860	845	852
ward.D2	0.00531436058859555	0.004326922707663636	0.00477007609898337	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	854	867	858
ward.D	0.005361458679381811	0.0042923391130366174	0.004767698534252193	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	850	858	853
mcquitty	0.005339766798488246	0.004299475934912342	0.004763485988083383	diskwalificeren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30	838	874	859
average	0.0039526818544028215	0.005986749900102398	0.004761583615935924	diskwalificeren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	910	817	883
ward.D2	0.005050604163631566	0.004499064721358313	0.004758907410885434	diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	864	857	859
complete	0.005358326812389635	0.004267693061282571	0.004751225211962057	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	826	861	845
mcquitty	0.004370138396602276	0.005198055841299737	0.004748278066881645	diskwalificeren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds	890	825	860
mcquitty	0.004652391412722029	0.004845450055706459	0.0047469586231517	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds	870	847	861
mcquitty	0.0052357718629124726	0.004339400645154078	0.004745629758766544	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	841	872	862
ward.D	0.005275499542704874	0.004309273298886157	0.004743684528237723	diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.30	853	855	854
ward.D2	0.005202094258539727	0.004359345305714694	0.00474357967405484	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	861	864	860
complete	0.005262767260612368	0.004310418150691295	0.004739222431902797	diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	830	860	846
ward.D	0.00521475406418153	0.004337684236593693	0.0047359544840142875	diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	856	853	855
mcquitty	0.0050153379802138544	0.004485659560112212	0.004735734045325954	diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds	854	864	863
single	0.002896817816790129	0.012953955360661067	0.004734816184241309	diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	1006	1005	1008
average	0.003916857791429725	0.005974541810152772	0.004731672277313638	diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	916	820	884
average	0.004413050298822347	0.005094260879293231	0.0047292507996146045	diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	884	866	885
complete	0.004583738334762708	0.004884069075579028	0.004729140271042457	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	861	833	847
ward.D2	0.005274481022996285	0.004284163025336365	0.004728021351626885	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	856	869	861
complete	0.004915743799981741	0.004551603810847682	0.0047266708972540945	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	842	847	848
mcquitty	0.005144737016434422	0.004364460784340033	0.004722586158033618	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	850	871	864
complete	0.005196430410962859	0.004323427788230486	0.004719900479245889	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	834	859	849
ward.D	0.005289774152130853	0.004253880241996815	0.004715607841839013	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	852	860	856
mcquitty	0.0051845448581304705	0.004312983301151366	0.004708773698203541	diskwalificeren.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	847	873	865
ward.D2	0.00530765473668931	0.004228798148475975	0.004707201051279031	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds	855	871	862
complete	0.0050349118441902286	0.004417642532012479	0.004706122773294938	diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	836	857	850
ward.D2	0.004950791928943368	0.004462606928022413	0.0046940406322953775	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds	871	861	863
mcquitty	0.0051645222170140755	0.004295900887091198	0.004690334740704232	diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	848	875	866
average	0.004759880290725565	0.00462032168043769	0.0046890628093373765	diskwalificeren.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	850	894	886
mcquitty	0.005215524624932691	0.004252261665199695	0.004684891430137296	diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	844	879	867
ward.D2	0.0050167523037119915	0.004381633938844942	0.004677733302167986	diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10	866	862	864
mcquitty	0.005231497929754704	0.004228500591900526	0.004676827811728563	diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	843	880	868
average	0.005082330381172833	0.004322267493647623	0.00467158547147141	diskwalificeren.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	838	907	887
single	0.0027629502440049197	0.015106777589971648	0.004671506495916445	diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20	1011	995	1009
ward.D	0.005049414644946646	0.004344654712092621	0.004670598501391335	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	866	851	857
ward.D2	0.004521857188272737	0.004824581469742886	0.0046683168204724864	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	892	838	865
average	0.005254315669116986	0.004197876535103473	0.004667058811090223	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	829	910	888
ward.D2	0.00522799245503372	0.004209152202902415	0.004663575002075868	diskwalificeren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	859	873	866
ward.D2	0.005238109331471535	0.0041972586157652874	0.004660273906600119	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	858	874	867
ward.D	0.005058365701240415	0.004307185669086096	0.004652650846891844	diskwalificeren.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	865	856	858
ward.D	0.0051647727950536034	0.00422608930035392	0.004648517000075882	diskwalificeren.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	857	862	859
mcquitty	0.005185942110325179	0.004185676272792398	0.0046324282436353455	diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	846	883	869
ward.D	0.0052153804334308315	0.004161623271966842	0.004629292952381486	diskwalificeren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	855	866	860
ward.D	0.005151601290533421	0.004184312800625187	0.004617846953863965	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	858	864	861
mcquitty	0.005191938706749741	0.004157948820488852	0.004617770076675194	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30	845	886	870
complete	0.00519713648900714	0.004153507865090495	0.004617082302692947	diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	833	864	851
ward.D	0.004974621389358469	0.004299556268129057	0.0046125199162897	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	869	857	862
average	0.0049427514016867295	0.004322845898883056	0.00461206157204048	diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	842	906	889
complete	0.005198928450606126	0.004140848837211265	0.004609955069810407	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	832	865	852
average	0.004338669554294252	0.004912987576694809	0.004608002505460958	diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	890	881	890
mcquitty	0.005094201188862332	0.004192997533392257	0.004599874226513427	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds	852	882	871
complete	0.004847178880079555	0.0043662151857234025	0.00459414324036658	diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	845	858	853
mcquitty	0.004989476288533024	0.004252920012632908	0.004591848881741324	diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	855	878	872
ward.D2	0.005108157256981622	0.0041676080122283006	0.004590197464911064	diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	862	878	868
average	0.005044339279642368	0.004196347350398785	0.004581434392943049	diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	839	911	891
average	0.0029780060535818916	0.009923468698712993	0.004581204928070884	diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	958	629	892
average	0.005125031901355585	0.004140241804283441	0.004580301025184917	diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	837	913	893
ward.D	0.004969378842835895	0.004244290586821125	0.0045783035751439105	diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	870	861	863
average	0.004738317887338984	0.004415366688643523	0.0045711452664327175	diskwalificeren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	853	902	894
average	0.004738317887338984	0.004415366688643523	0.0045711452664327175	diskwalificeren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	854	903	895
ward.D	0.005070469333568999	0.00416045734855424	0.0045706075079807295	diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	863	867	864
ward.D	0.004979336157637815	0.0042108240244894575	0.00456294730517679	diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	868	863	865
ward.D	0.005106505773331386	0.0041215616367476825	0.004561470426669297	diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	861	871	866
mcquitty	0.0046523057567322635	0.004468858253681564	0.004558737230442579	diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds	871	867	873
ward.D	0.005117704857193867	0.0041067123495912745	0.004556806412255945	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	859	872	867
complete	0.0036515990464066977	0.0060559614798389415	0.00455602478193521	diskwalificeren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds	911	768	854
ward.D	0.005101760384017501	0.004087060212625315	0.004538384803700286	diskwalificeren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	862	874	868
complete	0.0033223536383737797	0.007157740955269428	0.004538231309419801	diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds	922	685	855
ward.D	0.004815463110339464	0.004282297145266259	0.00453325727457713	diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	876	859	869
ward.D	0.005004578972259906	0.004139633112142827	0.004531198671832641	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.20	867	869	870
