_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
temp.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.1974130813797883	-2.562752311775358	LEMMAPATH2	NA	NA	LEMMAPATH	826	no	NA	NA	5000	all	987	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.2217040430565165	-2.511784823346078	LEMMAPATH2	NA	NA	LEMMAPATH	826	no	NA	NA	5000	nav	987	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.169907134237268	-1.2703314683459888	LEMMAPATH2	NA	NA	LEMMAPATH	826	no	NA	NA	FOC	all	987	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.225528467962831	-1.2080335225934369	LEMMAPATH2	NA	NA	LEMMAPATH	826	no	NA	NA	FOC	nav	987	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.3532385659134265	-1.859688424092945	LEMMAPATH2	NA	NA	LEMMAPATH	673	selection	NA	NA	5000	all	977	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.3876031412178786	-1.862116460707932	LEMMAPATH2	NA	NA	LEMMAPATH	673	selection	NA	NA	5000	nav	977	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-1.221917153099649	-0.9977781347481136	LEMMAPATH2	NA	NA	LEMMAPATH	673	selection	NA	NA	FOC	all	977	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-1.3090572547528956	-0.936025086135846	LEMMAPATH2	NA	NA	LEMMAPATH	673	selection	NA	NA	FOC	nav	977	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.656113576796713	-0.26703587241990306	LEMMAPATH2	NA	NA	LEMMAPATH	673	weight	NA	NA	5000	all	977	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.6633389878793068	-0.26672048152857314	LEMMAPATH2	NA	NA	LEMMAPATH	673	weight	NA	NA	5000	nav	977	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-1.6129534156005048	0.4369890074498075	LEMMAPATH2	NA	NA	LEMMAPATH	673	weight	NA	NA	FOC	all	977	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-1.6997895038791873	0.5402798197809607	LEMMAPATH2	NA	NA	LEMMAPATH	673	weight	NA	NA	FOC	nav	977	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	0.44284895983364697	-2.5179968962251817	LEMMAPATH3	NA	NA	LEMMAPATH	1435	no	NA	NA	5000	all	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	0.3155194297414676	-2.408078248486357	LEMMAPATH3	NA	NA	LEMMAPATH	1435	no	NA	NA	5000	nav	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	0.14807935079945714	-1.152258545213037	LEMMAPATH3	NA	NA	LEMMAPATH	1435	no	NA	NA	FOC	all	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	0.08886690974041118	-1.0743288221016167	LEMMAPATH3	NA	NA	LEMMAPATH	1435	no	NA	NA	FOC	nav	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.17068986398113875	-1.7488717665944304	LEMMAPATH3	NA	NA	LEMMAPATH	1044	selection	NA	NA	5000	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.2400179216110468	-1.728368428669869	LEMMAPATH3	NA	NA	LEMMAPATH	1044	selection	NA	NA	5000	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.1686451162985393	-0.6691993550048223	LEMMAPATH3	NA	NA	LEMMAPATH	1044	selection	NA	NA	FOC	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.22827078022757252	-0.6304054306944173	LEMMAPATH3	NA	NA	LEMMAPATH	1044	selection	NA	NA	FOC	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.7920425127316645	0.1840918804678031	LEMMAPATH3	NA	NA	LEMMAPATH	1044	weight	NA	NA	5000	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.8253745448471002	0.20286888736888736	LEMMAPATH3	NA	NA	LEMMAPATH	1044	weight	NA	NA	5000	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSall	-0.7760201751235563	0.5900664666658882	LEMMAPATH3	NA	NA	LEMMAPATH	1044	weight	NA	NA	FOC	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.837310609781312	0.67391792177993	LEMMAPATH3	NA	NA	LEMMAPATH	1044	weight	NA	NA	FOC	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.442848948027539	-2.517996845649934	LEMMAPATHweight	NA	NA	LEMMAPATH	1435	no	NA	NA	5000	all	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.31551947134074804	-2.4080784605410837	LEMMAPATHweight	NA	NA	LEMMAPATH	1435	no	NA	NA	5000	nav	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.1480793507994565	-1.1522585452130345	LEMMAPATHweight	NA	NA	LEMMAPATH	1435	no	NA	NA	FOC	all	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.08886690974041118	-1.0743288221016167	LEMMAPATHweight	NA	NA	LEMMAPATH	1435	no	NA	NA	FOC	nav	963	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.17068986397298727	-1.7488717667010436	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	selection	NA	NA	5000	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	-0.24001792161137483	-1.7283684286622032	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	selection	NA	NA	5000	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	-0.1686451162985393	-0.6691993550048223	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	selection	NA	NA	FOC	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.22827078022757252	-0.6304054306944173	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	selection	NA	NA	FOC	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	-0.792042512731664	0.1840918804678044	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	weight	NA	NA	5000	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	-0.8253745448471005	0.20286888736888728	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	weight	NA	NA	5000	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	-0.7760201751235563	0.5900664666658882	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	weight	NA	NA	FOC	all	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	-0.837310609781312	0.67391792177993	LEMMAPATHweight	NA	NA	LEMMAPATH	1044	weight	NA	NA	FOC	nav	962	1	temp.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
temp.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	-1.8087230080086591	-0.09703657177814004	NA	LEMMAREL1	NA	LEMMAREL	371	no	NA	NA	5000	all	848	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	-1.7078126848646191	-0.06449755415809547	NA	LEMMAREL1	NA	LEMMAREL	371	no	NA	NA	5000	nav	848	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	-1.863049953227092	0.1848983272459652	NA	LEMMAREL1	NA	LEMMAREL	371	no	NA	NA	FOC	all	848	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	-1.9063250665355616	0.213657889577605	NA	LEMMAREL1	NA	LEMMAREL	371	no	NA	NA	FOC	nav	848	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	-1.3173341090494624	-0.13575489820581338	NA	LEMMAREL1	NA	LEMMAREL	316	selection	NA	NA	5000	all	802	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	-1.2391865381332596	-0.1053278215139886	NA	LEMMAREL1	NA	LEMMAREL	316	selection	NA	NA	5000	nav	802	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	-1.4826384036687392	0.12596060746192683	NA	LEMMAREL1	NA	LEMMAREL	316	selection	NA	NA	FOC	all	802	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
temp.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	-1.4566437302874669	0.14007870251778817	NA	LEMMAREL1	NA	LEMMAREL	316	selection	NA	NA	FOC	nav	802	2	temp.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
