_id	_count.temp.LEMMAPATH2.PPMIno	_count.temp.LEMMAPATH2.PPMIselection	_count.temp.LEMMAPATH2.PPMIweight	_count.temp.LEMMAPATH3.PPMIno	_count.temp.LEMMAPATH3.PPMIselection	_count.temp.LEMMAPATH3.PPMIweight	_count.temp.LEMMAPATHweight.PPMIno	_count.temp.LEMMAPATHweight.PPMIselection	_count.temp.LEMMAPATHweight.PPMIweight	_count.temp.LEMMAREL1.PPMIno	_count.temp.LEMMAREL1.PPMIselection	_count.temp.LEMMAREL1.PPMIweight	_count.temp.LEMMAREL2.PPMIno	_count.temp.LEMMAREL2.PPMIselection	_count.temp.LEMMAREL2.PPMIweight	_count.temp.bound10-10all.PPMIno	_count.temp.bound10-10all.PPMIselection	_count.temp.bound10-10all.PPMIweight	_count.temp.bound10-10lex.PPMIno	_count.temp.bound10-10lex.PPMIselection	_count.temp.bound10-10lex.PPMIweight	_count.temp.bound3-3all.PPMIno	_count.temp.bound3-3all.PPMIselection	_count.temp.bound3-3all.PPMIweight	_count.temp.bound3-3lex.PPMIno	_count.temp.bound3-3lex.PPMIselection	_count.temp.bound3-3lex.PPMIweight	_count.temp.bound5-5all.PPMIno	_count.temp.bound5-5all.PPMIselection	_count.temp.bound5-5all.PPMIweight	_count.temp.bound5-5lex.PPMIno	_count.temp.bound5-5lex.PPMIselection	_count.temp.bound5-5lex.PPMIweight	_count.temp.nobound10-10all.PPMIno	_count.temp.nobound10-10all.PPMIselection	_count.temp.nobound10-10all.PPMIweight	_count.temp.nobound10-10lex.PPMIno	_count.temp.nobound10-10lex.PPMIselection	_count.temp.nobound10-10lex.PPMIweight	_count.temp.nobound3-3all.PPMIno	_count.temp.nobound3-3all.PPMIselection	_count.temp.nobound3-3all.PPMIweight	_count.temp.nobound3-3lex.PPMIno	_count.temp.nobound3-3lex.PPMIselection	_count.temp.nobound3-3lex.PPMIweight	_count.temp.nobound5-5all.PPMIno	_count.temp.nobound5-5all.PPMIselection	_count.temp.nobound5-5all.PPMIweight	_count.temp.nobound5-5lex.PPMIno	_count.temp.nobound5-5lex.PPMIselection	_count.temp.nobound5-5lex.PPMIweight	_cws.temp.LEMMAPATH2.PPMIno	_cws.temp.LEMMAPATH2.PPMIselection	_cws.temp.LEMMAPATH2.PPMIweight	_cws.temp.LEMMAPATH3.PPMIno	_cws.temp.LEMMAPATH3.PPMIselection	_cws.temp.LEMMAPATH3.PPMIweight	_cws.temp.LEMMAPATHweight.PPMIno	_cws.temp.LEMMAPATHweight.PPMIselection	_cws.temp.LEMMAPATHweight.PPMIweight	_cws.temp.LEMMAREL1.PPMIno	_cws.temp.LEMMAREL1.PPMIselection	_cws.temp.LEMMAREL1.PPMIweight	_cws.temp.LEMMAREL2.PPMIno	_cws.temp.LEMMAREL2.PPMIselection	_cws.temp.LEMMAREL2.PPMIweight	_cws.temp.bound10-10all.PPMIno	_cws.temp.bound10-10all.PPMIselection	_cws.temp.bound10-10all.PPMIweight	_cws.temp.bound10-10lex.PPMIno	_cws.temp.bound10-10lex.PPMIselection	_cws.temp.bound10-10lex.PPMIweight	_cws.temp.bound3-3all.PPMIno	_cws.temp.bound3-3all.PPMIselection	_cws.temp.bound3-3all.PPMIweight	_cws.temp.bound3-3lex.PPMIno	_cws.temp.bound3-3lex.PPMIselection	_cws.temp.bound3-3lex.PPMIweight	_cws.temp.bound5-5all.PPMIno	_cws.temp.bound5-5all.PPMIselection	_cws.temp.bound5-5all.PPMIweight	_cws.temp.bound5-5lex.PPMIno	_cws.temp.bound5-5lex.PPMIselection	_cws.temp.bound5-5lex.PPMIweight	_cws.temp.nobound10-10all.PPMIno	_cws.temp.nobound10-10all.PPMIselection	_cws.temp.nobound10-10all.PPMIweight	_cws.temp.nobound10-10lex.PPMIno	_cws.temp.nobound10-10lex.PPMIselection	_cws.temp.nobound10-10lex.PPMIweight	_cws.temp.nobound3-3all.PPMIno	_cws.temp.nobound3-3all.PPMIselection	_cws.temp.nobound3-3all.PPMIweight	_cws.temp.nobound3-3lex.PPMIno	_cws.temp.nobound3-3lex.PPMIselection	_cws.temp.nobound3-3lex.PPMIweight	_cws.temp.nobound5-5all.PPMIno	_cws.temp.nobound5-5all.PPMIselection	_cws.temp.nobound5-5all.PPMIweight	_cws.temp.nobound5-5lex.PPMIno	_cws.temp.nobound5-5lex.PPMIselection	_cws.temp.nobound5-5lex.PPMIweight	variant	sense
heet/adj/algemeen_dagblad_19990104_89/111	4	1	1	5	1	1	5	1	1	1	NA	NA	1	NA	NA	5	1	1	3	1	1	4	1	1	3	1	1	5	1	1	3	1	1	15	4	4	7	3	3	4	1	1	3	1	1	6	1	1	3	1	1	ben/verb;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;hij/pron;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;hij/pron;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ik/pron	NA	NA	ik/pron	NA	NA	ben/verb;hij/pron;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;hij/pron;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;nu/adv;zeg/verb	ben/verb	ben/verb	Stompé/name;Van/name;ben/verb;dit/det;hij/pron;ik/pron;jaar/noun;me/pron;moet/verb;nu/adv;pas_op/verb;voor/prep;word/verb;ze/pron;zeg/verb	pas_op/verb;ze/pron;word/verb;ben/verb	pas_op/verb;ze/pron;word/verb;ben/verb	ben/verb;jaar/noun;moet/verb;nu/adv;pas_op/verb;word/verb;zeg/verb	pas_op/verb;word/verb;ben/verb	pas_op/verb;word/verb;ben/verb	ben/verb;ik/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;hij/pron;ik/pron;me/pron;nu/adv;zeg/verb	ben/verb	ben/verb	ben/verb;nu/adv;zeg/verb	ben/verb	ben/verb	heet	heet_2
heet/adj/algemeen_dagblad_19990116_87/129	2	2	2	3	3	3	3	3	3	1	1	1	1	1	1	13	6	6	9	4	4	5	3	3	2	2	2	9	5	5	5	3	3	13	6	6	9	4	4	5	3	3	2	2	2	9	5	5	5	3	3	kool/noun;op/prep	op/prep;kool/noun	op/prep;kool/noun	kool/noun;op/prep;zit/verb	zit/verb;op/prep;kool/noun	zit/verb;op/prep;kool/noun	kool/noun;op/prep;zit/verb	zit/verb;op/prep;kool/noun	zit/verb;op/prep;kool/noun	kool/noun	kool/noun	kool/noun	kool/noun	kool/noun	kool/noun	ben/verb;dat/comp;heb/verb;het/noun;ik/pron;kool/noun;maar/vg;onjuist/adj;op/prep;wel/adv;zal/verb;zeg/verb;zit/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb;ben/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb;ben/verb	ben/verb;heb/verb;het/noun;kool/noun;onjuist/adj;wel/adv;zal/verb;zeg/verb;zit/verb	wel/adv;kool/noun;zit/verb;ben/verb	wel/adv;kool/noun;zit/verb;ben/verb	dat/comp;ik/pron;kool/noun;op/prep;zit/verb	zit/verb;op/prep;kool/noun	zit/verb;op/prep;kool/noun	kool/noun;zit/verb	zit/verb;kool/noun	zit/verb;kool/noun	dat/comp;het/noun;ik/pron;kool/noun;maar/vg;op/prep;wel/adv;zeg/verb;zit/verb	wel/adv;maar/vg;zit/verb;op/prep;kool/noun	wel/adv;maar/vg;zit/verb;op/prep;kool/noun	het/noun;kool/noun;wel/adv;zeg/verb;zit/verb	wel/adv;zit/verb;kool/noun	wel/adv;zit/verb;kool/noun	ben/verb;dat/comp;heb/verb;het/noun;ik/pron;kool/noun;maar/vg;onjuist/adj;op/prep;wel/adv;zal/verb;zeg/verb;zit/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb;ben/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb;ben/verb	ben/verb;heb/verb;het/noun;kool/noun;onjuist/adj;wel/adv;zal/verb;zeg/verb;zit/verb	wel/adv;kool/noun;zit/verb;ben/verb	wel/adv;kool/noun;zit/verb;ben/verb	dat/comp;ik/pron;kool/noun;op/prep;zit/verb	zit/verb;op/prep;kool/noun	zit/verb;op/prep;kool/noun	kool/noun;zit/verb	zit/verb;kool/noun	zit/verb;kool/noun	dat/comp;het/noun;ik/pron;kool/noun;maar/vg;op/prep;wel/adv;zeg/verb;zit/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb	wel/adv;op/prep;kool/noun;maar/vg;zit/verb	het/noun;kool/noun;wel/adv;zeg/verb;zit/verb	wel/adv;zit/verb;kool/noun	wel/adv;zit/verb;kool/noun	heet	heet_1
heet/adj/algemeen_dagblad_19990119_133/134	4	3	3	10	6	6	10	6	6	2	2	2	2	2	2	7	5	5	5	3	3	3	3	3	3	3	3	4	4	4	3	3	3	14	8	8	10	5	5	5	4	4	4	3	3	8	6	6	5	4	4	motor/noun;sta_toe/verb;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	Ford/name;bijvoorbeeld/adv;dat/comp;de/det;motor/noun;niet/adv;sta_toe/verb;te/adv;toe/part;word/verb	toe/part;motor/noun;de/det;niet/adv;te/adv;word/verb	toe/part;motor/noun;de/det;niet/adv;te/adv;word/verb	Ford/name;bijvoorbeeld/adv;dat/comp;de/det;motor/noun;niet/adv;sta_toe/verb;te/adv;toe/part;word/verb	toe/part;motor/noun;de/det;niet/adv;te/adv;word/verb	toe/part;motor/noun;de/det;niet/adv;te/adv;word/verb	motor/noun;te/adv	te/adv;motor/noun	te/adv;motor/noun	motor/noun;te/adv	motor/noun;te/adv	motor/noun;te/adv	9/noun;AD/name;de/det;januari/noun;motor/noun;te/adv;word/verb	te/adv;AD/name;motor/noun;de/det;word/verb	te/adv;AD/name;motor/noun;de/det;word/verb	9/noun;januari/noun;motor/noun;te/adv;word/verb	te/adv;motor/noun;word/verb	te/adv;motor/noun;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	de/det;motor/noun;te/adv;word/verb	motor/noun;de/det;te/adv;word/verb	motor/noun;de/det;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	9/noun;AD/name;de/det;het/det;installatie/noun;januari/noun;kostbaar/adj;motor/noun;ontwikkel/verb;ook/adv;steeds/adv;te/adv;van/prep;word/verb	te/adv;ontwikkel/verb;het/det;AD/name;motor/noun;de/det;word/verb;steeds/adv	te/adv;ontwikkel/verb;het/det;AD/name;motor/noun;de/det;word/verb;steeds/adv	9/noun;installatie/noun;januari/noun;kostbaar/adj;motor/noun;ontwikkel/verb;ook/adv;steeds/adv;te/adv;word/verb	te/adv;ontwikkel/verb;motor/noun;word/verb;steeds/adv	te/adv;ontwikkel/verb;motor/noun;word/verb;steeds/adv	het/det;motor/noun;ook/adv;te/adv;word/verb	motor/noun;te/adv;word/verb;het/det	motor/noun;te/adv;word/verb;het/det	motor/noun;ook/adv;te/adv;word/verb	motor/noun;te/adv;word/verb	motor/noun;te/adv;word/verb	de/det;het/det;motor/noun;ontwikkel/verb;ook/adv;te/adv;van/prep;word/verb	te/adv;ontwikkel/verb;het/det;motor/noun;de/det;word/verb	te/adv;ontwikkel/verb;het/det;motor/noun;de/det;word/verb	motor/noun;ontwikkel/verb;ook/adv;te/adv;word/verb	motor/noun;te/adv;word/verb;ontwikkel/verb	motor/noun;te/adv;word/verb;ontwikkel/verb	heet	heet_1
heet/adj/algemeen_dagblad_19990211_82/191	4	3	3	8	5	5	8	5	5	1	1	1	2	2	2	14	6	6	4	3	3	5	2	2	2	1	1	9	4	4	3	2	2	15	6	6	4	3	3	5	2	2	2	1	1	9	4	4	3	2	2	adem/noun;de/det;van/prep;voel/verb	de/det;adem/noun;voel/verb	de/det;adem/noun;voel/verb	PvdA/name;adem/noun;de/det;en/vg;in/prep;van/prep;voel/verb;voor/prep	in/prep;en/vg;de/det;adem/noun;voel/verb	in/prep;en/vg;de/det;adem/noun;voel/verb	PvdA/name;adem/noun;de/det;en/vg;in/prep;van/prep;voel/verb;voor/prep	in/prep;en/vg;de/det;adem/noun;voel/verb	in/prep;en/vg;de/det;adem/noun;voel/verb	adem/noun	adem/noun	adem/noun	adem/noun;en/vg	en/vg;adem/noun	en/vg;adem/noun	GroenLinks/name;PvdA/name;SP/name;aan/part;adem/noun;de/det;en/vg;erop/pp;in/prep;nek/noun;van/prep;verkiezing/noun;voel/verb;voor/prep	en/vg;adem/noun;voel/verb;in/prep;de/det;nek/noun	en/vg;adem/noun;voel/verb;in/prep;de/det;nek/noun	adem/noun;nek/noun;verkiezing/noun;voel/verb	adem/noun;voel/verb;nek/noun	adem/noun;voel/verb;nek/noun	GroenLinks/name;adem/noun;de/det;van/prep;verkiezing/noun	de/det;adem/noun	de/det;adem/noun	adem/noun;verkiezing/noun	adem/noun	adem/noun	GroenLinks/name;SP/name;adem/noun;de/det;en/vg;van/prep;verkiezing/noun;voel/verb;voor/prep	en/vg;de/det;adem/noun;voel/verb	en/vg;de/det;adem/noun;voel/verb	adem/noun;verkiezing/noun;voel/verb	adem/noun;voel/verb	adem/noun;voel/verb	GroenLinks/name;PvdA/name;SP/name;Wallage/name;aan/part;adem/noun;de/det;en/vg;erop/pp;in/prep;nek/noun;van/prep;verkiezing/noun;voel/verb;voor/prep	en/vg;adem/noun;voel/verb;in/prep;de/det;nek/noun	en/vg;adem/noun;voel/verb;in/prep;de/det;nek/noun	adem/noun;nek/noun;verkiezing/noun;voel/verb	adem/noun;voel/verb;nek/noun	adem/noun;voel/verb;nek/noun	GroenLinks/name;adem/noun;de/det;van/prep;verkiezing/noun	de/det;adem/noun	de/det;adem/noun	adem/noun;verkiezing/noun	adem/noun	adem/noun	GroenLinks/name;SP/name;adem/noun;de/det;en/vg;van/prep;verkiezing/noun;voel/verb;voor/prep	en/vg;adem/noun;voel/verb;de/det	en/vg;adem/noun;voel/verb;de/det	adem/noun;verkiezing/noun;voel/verb	adem/noun;voel/verb	adem/noun;voel/verb	heet	heet_1
heet/adj/algemeen_dagblad_19990213_174/467	5	5	5	8	7	7	8	7	7	2	2	2	2	2	2	14	10	10	9	6	6	6	6	6	5	5	5	10	9	9	5	5	5	16	11	11	10	6	6	6	6	6	5	5	5	10	9	9	5	5	5	als/comp;eet/verb;niet/adv;word/verb;zo/adv	als/comp;zo/adv;niet/adv;eet/verb;word/verb	als/comp;zo/adv;niet/adv;eet/verb;word/verb	als/comp;dat/comp;dien_op/verb;eet/verb;niet/adv;soep/noun;word/verb;zo/adv	als/comp;soep/noun;dien_op/verb;zo/adv;niet/adv;eet/verb;word/verb	als/comp;soep/noun;dien_op/verb;zo/adv;niet/adv;eet/verb;word/verb	als/comp;dat/comp;dien_op/verb;eet/verb;niet/adv;soep/noun;word/verb;zo/adv	als/comp;soep/noun;dien_op/verb;zo/adv;niet/adv;eet/verb;word/verb	als/comp;soep/noun;dien_op/verb;zo/adv;niet/adv;eet/verb;word/verb	soep/noun;zo/adv	zo/adv;soep/noun	zo/adv;soep/noun	soep/noun;zo/adv	soep/noun;zo/adv	soep/noun;zo/adv	Opta/name;als/comp;dat/comp;de/det;denk/verb;dien_op/verb;eet/verb;niet/adv;ook/adv;soep/noun;waarschijnlijk/adj;word/verb;ze/pron;zo/adv	eet/verb;dien_op/verb;Opta/name;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	eet/verb;dien_op/verb;Opta/name;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	denk/verb;dien_op/verb;eet/verb;niet/adv;ook/adv;soep/noun;waarschijnlijk/adj;word/verb;zo/adv	eet/verb;dien_op/verb;zo/adv;niet/adv;word/verb;soep/noun	eet/verb;dien_op/verb;zo/adv;niet/adv;word/verb;soep/noun	als/comp;eet/verb;niet/adv;soep/noun;word/verb;zo/adv	als/comp;soep/noun;zo/adv;niet/adv;eet/verb;word/verb	als/comp;soep/noun;zo/adv;niet/adv;eet/verb;word/verb	eet/verb;niet/adv;soep/noun;word/verb;zo/adv	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	Opta/name;als/comp;dat/comp;de/det;eet/verb;niet/adv;soep/noun;word/verb;ze/pron;zo/adv	als/comp;soep/noun;zo/adv;de/det;niet/adv;Opta/name;eet/verb;ze/pron;word/verb	als/comp;soep/noun;zo/adv;de/det;niet/adv;Opta/name;eet/verb;ze/pron;word/verb	eet/verb;niet/adv;soep/noun;word/verb;zo/adv	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	Opta/name;als/comp;dat/comp;de/det;denk/verb;dien_op/verb;eet/verb;in/prep;midkap_index/noun;niet/adv;ook/adv;soep/noun;waarschijnlijk/adj;word/verb;ze/pron;zo/adv	eet/verb;dien_op/verb;Opta/name;in/prep;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	eet/verb;dien_op/verb;Opta/name;in/prep;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	denk/verb;dien_op/verb;eet/verb;midkap_index/noun;niet/adv;ook/adv;soep/noun;waarschijnlijk/adj;word/verb;zo/adv	eet/verb;dien_op/verb;zo/adv;niet/adv;word/verb;soep/noun	eet/verb;dien_op/verb;zo/adv;niet/adv;word/verb;soep/noun	als/comp;eet/verb;niet/adv;soep/noun;word/verb;zo/adv	als/comp;soep/noun;zo/adv;niet/adv;eet/verb;word/verb	als/comp;soep/noun;zo/adv;niet/adv;eet/verb;word/verb	eet/verb;niet/adv;soep/noun;word/verb;zo/adv	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	Opta/name;als/comp;dat/comp;de/det;eet/verb;niet/adv;soep/noun;word/verb;ze/pron;zo/adv	eet/verb;Opta/name;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	eet/verb;Opta/name;als/comp;zo/adv;de/det;niet/adv;ze/pron;word/verb;soep/noun	eet/verb;niet/adv;soep/noun;word/verb;zo/adv	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	soep/noun;zo/adv;niet/adv;eet/verb;word/verb	heet	heet_1
heet/adj/algemeen_dagblad_19990507_36/265	4	4	4	7	6	6	7	6	6	2	2	2	2	2	2	16	11	11	8	7	7	5	5	5	4	4	4	8	7	7	4	4	4	16	11	11	8	7	7	5	5	5	4	4	4	8	7	7	4	4	4	als/comp;te/adv;water/noun;word/verb	water/noun;als/comp;te/adv;word/verb	water/noun;als/comp;te/adv;word/verb	als/comp;ben/verb;het/det;houd/verb;te/adv;water/noun;word/verb	water/noun;als/comp;ben/verb;te/adv;word/verb;het/det	water/noun;als/comp;ben/verb;te/adv;word/verb;het/det	als/comp;ben/verb;het/det;houd/verb;te/adv;water/noun;word/verb	water/noun;als/comp;ben/verb;te/adv;word/verb;het/det	water/noun;als/comp;ben/verb;te/adv;word/verb;het/det	te/adv;water/noun	te/adv;water/noun	te/adv;water/noun	te/adv;water/noun	water/noun;te/adv	water/noun;te/adv	66/num;C/noun;als/comp;ben/verb;dan/comparative;de/det;de/fixed;gaten/fixed;goed/adj;heet/adj;het/det;in/fixed;te/adv;water/noun;word/verb;°/noun	water/noun;heet/adj;te/adv;het/det;°/noun;als/comp;de/det;dan/comparative;word/verb;ben/verb;C/noun	water/noun;heet/adj;te/adv;het/det;°/noun;als/comp;de/det;dan/comparative;word/verb;ben/verb;C/noun	C/noun;ben/verb;goed/adj;heet/adj;te/adv;water/noun;word/verb;°/noun	water/noun;heet/adj;te/adv;°/noun;word/verb;ben/verb;C/noun	water/noun;heet/adj;te/adv;°/noun;word/verb;ben/verb;C/noun	heet/adj;het/det;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb;het/det	water/noun;heet/adj;te/adv;word/verb;het/det	heet/adj;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb	water/noun;heet/adj;te/adv;word/verb	66/num;als/comp;dan/comparative;heet/adj;het/det;te/adv;water/noun;word/verb	water/noun;als/comp;heet/adj;dan/comparative;te/adv;word/verb;het/det	water/noun;als/comp;heet/adj;dan/comparative;te/adv;word/verb;het/det	heet/adj;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb	water/noun;heet/adj;te/adv;word/verb	66/num;C/noun;als/comp;ben/verb;dan/comparative;de/det;de/fixed;gaten/fixed;goed/adj;heet/adj;het/det;in/fixed;te/adv;water/noun;word/verb;°/noun	water/noun;heet/adj;te/adv;het/det;°/noun;als/comp;de/det;dan/comparative;word/verb;ben/verb;C/noun	water/noun;heet/adj;te/adv;het/det;°/noun;als/comp;de/det;dan/comparative;word/verb;ben/verb;C/noun	C/noun;ben/verb;goed/adj;heet/adj;te/adv;water/noun;word/verb;°/noun	water/noun;heet/adj;te/adv;°/noun;word/verb;ben/verb;C/noun	water/noun;heet/adj;te/adv;°/noun;word/verb;ben/verb;C/noun	heet/adj;het/det;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb;het/det	water/noun;heet/adj;te/adv;word/verb;het/det	heet/adj;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb	water/noun;heet/adj;te/adv;word/verb	66/num;als/comp;dan/comparative;heet/adj;het/det;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;het/det;als/comp;dan/comparative;word/verb	water/noun;heet/adj;te/adv;het/det;als/comp;dan/comparative;word/verb	heet/adj;te/adv;water/noun;word/verb	water/noun;heet/adj;te/adv;word/verb	water/noun;heet/adj;te/adv;word/verb	heet	heet_1
heet/adj/algemeen_dagblad_19990519_97/373	2	2	2	3	3	3	3	3	3	1	1	1	1	1	1	11	7	7	6	3	3	4	4	4	2	2	2	6	5	5	3	3	3	18	9	9	12	5	5	4	4	4	2	2	2	8	5	5	5	3	3	met/prep;water/noun	water/noun;met/prep	water/noun;met/prep	leiding/noun;met/prep;water/noun	water/noun;met/prep;leiding/noun	water/noun;met/prep;leiding/noun	leiding/noun;met/prep;water/noun	water/noun;met/prep;leiding/noun	water/noun;met/prep;leiding/noun	water/noun	water/noun	water/noun	water/noun	water/noun	water/noun	als/prep;de/det;het/det;leiding/noun;met/prep;neem/verb;regelmatig/adj;spoel_door/verb;van/prep;voorzorg/noun;water/noun	water/noun;met/prep;het/det;leiding/noun;de/det;spoel_door/verb;als/prep	water/noun;met/prep;het/det;leiding/noun;de/det;spoel_door/verb;als/prep	leiding/noun;neem/verb;regelmatig/adj;spoel_door/verb;voorzorg/noun;water/noun	water/noun;leiding/noun;spoel_door/verb	water/noun;leiding/noun;spoel_door/verb	de/det;leiding/noun;met/prep;water/noun	water/noun;de/det;met/prep;leiding/noun	water/noun;de/det;met/prep;leiding/noun	leiding/noun;water/noun	water/noun;leiding/noun	water/noun;leiding/noun	de/det;leiding/noun;met/prep;spoel_door/verb;van/prep;water/noun	water/noun;de/det;spoel_door/verb;met/prep;leiding/noun	water/noun;de/det;spoel_door/verb;met/prep;leiding/noun	leiding/noun;spoel_door/verb;water/noun	water/noun;spoel_door/verb;leiding/noun	water/noun;spoel_door/verb;leiding/noun	al/adv;als/prep;ben/verb;de/det;het/det;kracht/adj;leiding/noun;meest/adj;met/prep;neem/verb;regel/noun;regelmatig/adj;spoel_door/verb;van/adj;van/prep;voor/prep;voorzorg/noun;water/noun	water/noun;met/prep;het/det;leiding/noun;de/det;spoel_door/verb;als/prep;al/adv;ben/verb	water/noun;met/prep;het/det;leiding/noun;de/det;spoel_door/verb;als/prep;al/adv;ben/verb	al/adv;ben/verb;kracht/adj;leiding/noun;meest/adj;neem/verb;regel/noun;regelmatig/adj;spoel_door/verb;van/adj;voorzorg/noun;water/noun	water/noun;leiding/noun;spoel_door/verb;al/adv;ben/verb	water/noun;leiding/noun;spoel_door/verb;al/adv;ben/verb	de/det;leiding/noun;met/prep;water/noun	water/noun;de/det;met/prep;leiding/noun	water/noun;de/det;met/prep;leiding/noun	leiding/noun;water/noun	water/noun;leiding/noun	water/noun;leiding/noun	de/det;leiding/noun;meest/adj;met/prep;regel/noun;spoel_door/verb;van/prep;water/noun	water/noun;met/prep;leiding/noun;de/det;spoel_door/verb	water/noun;met/prep;leiding/noun;de/det;spoel_door/verb	leiding/noun;meest/adj;regel/noun;spoel_door/verb;water/noun	water/noun;spoel_door/verb;leiding/noun	water/noun;spoel_door/verb;leiding/noun	heet	heet_1
heet/adj/algemeen_dagblad_19990904_165/110	3	3	3	4	3	3	4	3	3	1	1	1	1	1	1	13	7	7	8	3	3	6	3	3	3	1	1	8	3	3	5	1	1	19	10	10	14	6	6	6	3	3	3	1	1	9	3	3	6	1	1	een/det;onder/prep;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	een/det;lig/verb;onder/prep;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	een/det;lig/verb;onder/prep;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	zon/noun	zon/noun	zon/noun	zon/noun	zon/noun	zon/noun	die/det;een/det;en/vg;gewoon/adj;hoor/verb;lig/verb;mooi/adj;niet/adv;onder/prep;streek/noun;te/comp;zo/adv;zon/noun	die/det;en/vg;zon/noun;een/det;onder/prep;zo/adv;niet/adv	die/det;en/vg;zon/noun;een/det;onder/prep;zo/adv;niet/adv	gewoon/adj;hoor/verb;lig/verb;mooi/adj;niet/adv;streek/noun;zo/adv;zon/noun	zon/noun;zo/adv;niet/adv	zon/noun;zo/adv;niet/adv	een/det;gewoon/adj;lig/verb;onder/prep;te/comp;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	gewoon/adj;lig/verb;zon/noun	zon/noun	zon/noun	een/det;gewoon/adj;hoor/verb;lig/verb;onder/prep;streek/noun;te/comp;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	gewoon/adj;hoor/verb;lig/verb;streek/noun;zon/noun	zon/noun	zon/noun	ben/verb;daar/adv;die/det;een/det;en/vg;gewoon/adj;hoor/verb;lig/verb;mooi/adj;niet/adv;onder/prep;slecht/adj;streek/noun;te/comp;vervelend/adj;vooral/adv;weer/noun;zo/adv;zon/noun	die/det;en/vg;zon/noun;een/det;onder/prep;weer/noun;zo/adv;niet/adv;daar/adv;ben/verb	die/det;en/vg;zon/noun;een/det;onder/prep;weer/noun;zo/adv;niet/adv;daar/adv;ben/verb	ben/verb;daar/adv;gewoon/adj;hoor/verb;lig/verb;mooi/adj;niet/adv;slecht/adj;streek/noun;vervelend/adj;vooral/adv;weer/noun;zo/adv;zon/noun	zon/noun;weer/noun;zo/adv;niet/adv;daar/adv;ben/verb	zon/noun;weer/noun;zo/adv;niet/adv;daar/adv;ben/verb	een/det;gewoon/adj;lig/verb;onder/prep;te/comp;zon/noun	onder/prep;zon/noun;een/det	onder/prep;zon/noun;een/det	gewoon/adj;lig/verb;zon/noun	zon/noun	zon/noun	een/det;gewoon/adj;hoor/verb;lig/verb;onder/prep;slecht/adj;streek/noun;te/comp;zon/noun	zon/noun;een/det;onder/prep	zon/noun;een/det;onder/prep	gewoon/adj;hoor/verb;lig/verb;slecht/adj;streek/noun;zon/noun	zon/noun	zon/noun	heet	heet_3
