measure	globqual	meanclassqual	classqual_hoop_1	classqual_hoop_2	classqual_hoop_3	model	technique
DR	1.5463303293820023	1.711236016894452	1.6033033665518661	2.145492662752917	1.3849120213785728	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.17360428264727806	0.2115420443573876	0.1669916081560619	0.3361550383611148	0.1314794865549861	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8430986433737173	0.6325453844570401	0.23739144856644123	0.7458916960915263	0.9143530087131527	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k16	0.8457103771741254	0.6551354650645015	0.3062283737024221	0.7467597208374875	0.9124183006535947	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8518876472364845	0.6720782299565948	0.3422459893048128	0.7593220338983051	0.9146666666666666	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.4509955296872181	1.5868547971962224	1.4825510362236123	1.9638958923920853	1.3141174629729697	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.12856347397554516	0.15672802134642005	0.1157145743773639	0.25918781488977566	0.09528167477212061	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8491008546866129	0.6224387752056696	0.17305572075410897	0.7745254583512159	0.919735146511684	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k16	0.8430232558139535	0.6518595412021018	0.30276816608996543	0.7426470588235294	0.9101633986928105	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8511023859861069	0.6683371300240692	0.33689839572192515	0.7522342064714946	0.9158787878787878	hoop.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2461590041934802	1.48158258827347	1.5434591720632493	1.8309330062240887	1.0703555865330716	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.03300210444688178	0.09298597002045975	0.07133729705497885	0.22887794299917655	-0.02125732999277618	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8406524262235683	0.6513615321216586	0.24208039171427057	0.82096344826661	0.8910407563840953	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k16	0.8476646472542505	0.671486585993653	0.31747404844290655	0.7956131605184447	0.9013725490196078	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8577469042585322	0.7014764460826275	0.3957219251336898	0.8012326656394453	0.9074747474747474	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.5421126656101805	1.4839723366509878	1.1436681712048429	1.8049544293984647	1.5032944093496559	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.16626547087151364	0.13497500062767476	-0.011723115120780597	0.2620519676896218	0.15459614931418306	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8839398673173402	0.645933721975112	0.14690922929489134	0.8396520637189385	0.9512398729115061	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k16	0.8874096150087942	0.7017571577207375	0.33780276816608995	0.8211615154536391	0.9463071895424836	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.894170945333736	0.7202781420049615	0.3796791443850267	0.8317411402157164	0.9494141414141414	hoop.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.70913328164774	1.8971083039571772	1.5898998548536525	2.622890467382923	1.4785345896349564	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.22538274107036987	0.23620812024114937	0.10155021681164886	0.42456524701067183	0.1825088969011274	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8689765618285769	0.6849662203853398	0.33179610214102867	0.7938353277371614	0.9292672312778294	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k16	0.8754641391440297	0.7033902649350424	0.35899653979238755	0.8229062811565304	0.9282679738562092	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8832376925400182	0.7236913367641185	0.4053475935828877	0.8332819722650231	0.9324444444444444	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6379875310047123	1.865219088426258	1.6012864500980002	2.60795817008989	1.386412645090884	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.1790617603781718	0.2153385406626306	0.11826668689111611	0.40274972409695053	0.12499921099982517	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9017649650330748	0.6964121531495587	0.23438682277993464	0.9029788539925917	0.9518707826761499	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k16	0.8819132304084425	0.7109503081170432	0.36375432525951557	0.8359920239282154	0.9331045751633987	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8898822108124433	0.7379972943123492	0.42887700534759354	0.8499229583975346	0.9351919191919192	hoop.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4590670328812145	1.9197640246320504	1.5818809304789243	3.1784958204203146	0.9989153229969125	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.03306818026655462	0.10745111881134038	-0.08059495224998461	0.47795019882782297	-0.07500189014381722	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8907914093028946	0.7348632433882861	0.39020516943279226	0.8839867460536212	0.9303978146784451	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k16	0.8849667774086378	0.7314906587427261	0.3944636678200692	0.8754985044865404	0.9245098039215687	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8948353971609786	0.7629149722549523	0.47379679144385023	0.8859784283513097	0.928969696969697	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.666092734848658	1.697923844113936	1.2122123852442672	2.3642440087750183	1.517315138322522	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.13674467460591694	0.15168644960545433	0.013016612417597469	0.3525346448460265	0.08950809155273902	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.88582999559179465	0.6521738499567669	0.14995806252062663	0.8577785725505849	0.948784914799089	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k16	0.8881424662888411	0.6756352185274243	0.22621107266435986	0.8534396809571286	0.9472549019607843	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8966475385080036	0.6980872332497458	0.28342245989304815	0.8576271186440678	0.9532121212121212	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.586117875372511	1.6907675155730864	1.3391223769706775	2.317043454660652	1.4161367150879294	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.1933940742795243	0.15138255873997156	-0.056006043951430835	0.3346347442165228	0.1755189759548227	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8662682703346714	0.6606078188165977	0.22411763675746493	0.8359577063667369	0.9217481133255913	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k16	0.8635245901639345	0.6658768556903141	0.2698961937716263	0.8050847457627118	0.9226496275366042	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8690909090909091	0.6810424621332509	0.30374331550802136	0.814175654853621	0.9252084160381103	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5563987218332536	1.79631913484507	1.7822307996269684	2.2443335644617846	1.3623930404464568	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.16021881679317065	0.1797442615315495	0.1438006566849108	0.25959899607680215	0.13583313183293555	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8932738785919511	0.6932214583206575	0.30250040637160425	0.8215560161468619	0.9556079524435063	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k16	0.874397299903568	0.6934832756632064	0.35250865051903113	0.7941176470588235	0.9338235294117647	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.880655737704918	0.7101660481041987	0.3871657754010695	0.8070878274268105	0.9362445414847161	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4306757144300974	1.8851187595949452	1.8895732262732041	2.6948880645331084	1.0708949879785234	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.047353589951038014	0.11107261429171807	0.05053117772386632	0.3008907729757886	-0.018204107824500698	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8868533478111278	0.677472619025493	0.253194758204255	0.830918408522457	0.9483046903497672	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k16	0.8809787849566056	0.7122510689525737	0.36678200692041524	0.8403539381854437	0.9296172617518623	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8897168405365127	0.7423831192673138	0.44171122994652406	0.853004622496148	0.9324335053592695	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.635363980705356	1.5428726593459425	1.2187163381582846	1.7811743480351332	1.62872729184441	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.1343613004425072	0.12082162586593524	0.036400341008991	0.20180816494721604	0.1242563716415987	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8562746041000018	0.6119831052334831	0.13736107193809452	0.765577010553096	0.9330112332092587	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k16	0.8729267116682738	0.6739824088826081	0.2850346020761246	0.8020937188434696	0.9348189057282301	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8758867362146051	0.6857811374662568	0.32192513368983955	0.7984591679506934	0.9369591107582373	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.515846164138926	1.7315617802637395	1.665922363661995	2.2061196231364977	1.3226433539927258	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.14864940461320772	0.22327412034994507	0.2159058942178631	0.36819919629153397	0.08571727054043814	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
