measure	globqual	meanclassqual	classqual_haken_1	classqual_haken_2	classqual_haken_4	classqual_haken_3	classqual_haken_5	classqual_haken_6	model	technique
DR	1.7611318474557232	1.754497357495521	1.1954277046592534	1.7732654813234403	2.4145851251677457	1.825771840106518	1.7652285717903888	1.5527054219257794	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.0699114971162758	0.06902179382373282	-0.20783545321340888	-0.02509008068573142	0.2752409197841366	0.2852388589422196	0.16431393956404164	-0.07773742144886064	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.49722277277204174	0.3668976245329775	0.141476756437328	0.5938495830126409	0.3306856450373206	0.7699992675262376	0.2030695644068045	0.16230493077753338	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k13	0.5643286754397866	0.4791392703157409	0.2311022311022311	0.6240537240537241	0.41208791208791207	0.800453514739229	0.5078492935635793	0.29928894634776987	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5702207257762814	0.49578564038457085	0.23911845730027548	0.6183838383838384	0.413986013986014	0.8049062049062049	0.5753246753246753	0.3229946524064171	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.7697740459735896	1.8144481845173086	1.273952142430902	1.867088991444026	2.6065637133841486	1.5455725872009156	2.084921578396988	1.5085900942468706	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.0528866645676064	0.07241101873758994	-0.19639515671820484	-0.028862460835814625	0.3290192627785122	0.1845688737802361	0.24550794389918137	-0.09937235047837051	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5167572513010333	0.418444850143972	0.1626540918948499	0.5674935319501991	0.40516663717824003	0.7915011529377177	0.3981362403184474	0.18571744658437767	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k13	0.5623841179396735	0.4944098205895232	0.21944721944721945	0.598046398046398	0.4556213017751479	0.7987092272806559	0.5934065934065934	0.30122818358112474	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5711934156378601	0.5105436967469053	0.22203856749311293	0.5955555555555555	0.46573426573426574	0.8138528138528138	0.6441558441558441	0.32192513368983955	haken.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.6087649985687873	1.5790096324675145	1.206357479725702	1.8423126350279988	2.4095494310440437	1.2728161130920852	1.3850386579195528	1.3579834779957047	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.03323558770738412	-1.6390315921521758e-4	-0.2410666230401831	-0.08488720757351412	0.3186585321241429	-0.01880719225010947	0.002831171585726605	0.022287900198645853	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5377908378341731	0.4005581023284248	0.17515089360289154	0.6439260743820167	0.2908582794179264	0.8243377802356053	0.17334432564264002	0.29573126068946903	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k13	0.5716999050332384	0.48118032222751034	0.22344322344322345	0.6389499389499389	0.3355874894336433	0.8260945403802546	0.4654631083202512	0.39754363283775046	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5823419378974934	0.4986149342833835	0.22975206611570248	0.64	0.34265734265734266	0.8418470418470418	0.5181818181818182	0.4192513368983957	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4998591806640134	1.4954923422859259	1.16966691531192	1.7041123573261305	2.550388478624825	1.0731049530337156	1.1685449629272615	1.3071363864917032	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.07927487973398573	-0.047196675438133426	-0.2260514342728843	-0.11092178439402478	0.34556653878424165	-0.12679923497111037	0.004318570642020757	-0.1692927084170435	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.45970332128215635	0.35636458921503344	0.18918835518328625	0.5645216357102305	0.2884613449025646	0.6352676422382649	0.23227925507736571	0.2284693021784886	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k13	0.5282413060190838	0.459234381697213	0.29603729603729606	0.5945054945054945	0.40321217244294166	0.6762602476888191	0.45054945054945056	0.334841628959276	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5468013468013467	0.4808468774244175	0.30633608815426994	0.6098989898989898	0.4195804195804196	0.6975468975468976	0.487012987012987	0.36470588235294116	haken.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.6729641668903312	1.7084782185425715	1.366744894914538	1.7372290883447652	1.8486297221244687	1.5596533116618754	1.600615780119588	2.1379965140901946	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.06678584520987108	0.06973686463125578	-0.11771988535591581	0.02951275004267175	0.11614093909542761	0.17414679199779487	0.07037775918907227	0.145962832818484	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5272382045281072	0.38603697472482157	0.20308668758698328	0.6317638183726535	0.30844458296253724	0.8048262113061536	0.141013476981026	0.22708707113957585	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k13	0.5694840139284584	0.48729380461765726	0.2723942723942724	0.6382173382173383	0.3609467455621302	0.7767312053026338	0.4152276295133438	0.460245636716225	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5745604190048634	0.49742055132429464	0.2721763085399449	0.6357575757575757	0.37272727272727274	0.784992784992785	0.44935064935064933	0.46951871657754013	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6478874226743143	1.6921023933053607	1.3560667370863688	1.7460025331728006	2.175429767258527	1.3928253947172893	1.653963061535597	1.8283268660615815	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.03770965367511764	0.04353866156608577	-0.1572109671238644	0.010203055540279653	0.24528650477235472	0.09780318723076707	0.07115679090407485	-0.00600660192709729	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4968330530843897	0.3825073410540653	0.17020376408504176	0.5765924153473182	0.2855096005601815	0.7636063610549745	0.26510081576444	0.2340310895124359	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k13	0.5487269931714376	0.46079651393161414	0.22510822510822512	0.6283272283272283	0.3537616229923922	0.7605093319379034	0.4324960753532182	0.3645765998707175	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5522633744855967	0.4675842873703836	0.21763085399449036	0.6292929292929292	0.35734265734265735	0.7659451659451659	0.45454545454545453	0.38074866310160427	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5580715337534503	1.4951807160599844	1.38084691005673	1.723555606483896	2.2342058717837183	1.3330648238118232	1.0796649705531383	1.2197461136706007	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.0030162557384421163	-0.011598526553094289	0.006451365253139368	-0.04606072462301956	0.2688481440596461	0.04800560871763116	-0.18243986957980035	-0.16439568314616243	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5228774291133409	0.37604870586573697	0.30190737752563895	0.6473849012054749	0.3597470691201083	0.7345169844727438	0.13762448666680585	0.07511141620364988	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k13	0.5787093564871343	0.4843100601665566	0.39693639693639693	0.6456654456654457	0.3879966187658495	0.7659166230594802	0.32731554160125587	0.3820297349709114	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5949869060980172	0.5048195674398883	0.4143250688705234	0.6543434343434343	0.40349650349650346	0.7858585858585858	0.36233766233766235	0.4085561497326203	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3425969930982424	1.240741743276418	1.0544330027718578	1.597470161005785	1.7727934445020392	1.141016937253293	0.7442528010878701	1.1344841130376628	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.06367116763830395	-0.12333297922258418	-0.21855737843964915	0.012124140591144994	0.13954859364736583	-0.058054603524904	-0.3781001185986068	-0.236958509010856	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4558483040700257	0.3069861397189699	0.232213171189719	0.6052872608515528	0.23529098793844636	0.641109027228219	0.017154429153880033	0.11086196195200189	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k13	0.4800343689232578	0.360368408913981	0.2787212787212787	0.591941391941392	0.2781065088757396	0.655328798185941	0.14285714285714285	0.2152553329023917	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.48948746726524506	0.37229703946281484	0.27603305785123966	0.5967676767676767	0.2895104895104895	0.6707070707070707	0.15584415584415584	0.24491978609625667	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.539529683821571	1.5054943204167255	1.3176168357404001	1.7603666936565663	1.8405981991591798	1.3009590375942024	1.5665642556564443	1.2468609006935596	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.016989651183403086	-0.008167139290500617	-0.10478116793813896	0.045525927176288325	0.1685227101876342	0.050427785920372434	0.051930667257379	-0.2606287583465387	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.499911814004611	0.3758933987816886	0.20480196692808497	0.6051266229418052	0.2554403401533472	0.7496754222263389	0.2481803223964431	0.19213571804411225	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k13	0.5247922808898419	0.43099394014673587	0.24305106658047834	0.6024420024420024	0.294167371090448	0.7510302197802198	0.40345368916797486	0.29181929181929184	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5283074648928308	0.4401628933430404	0.24331550802139038	0.6002020202020202	0.2881118881118881	0.7565340909090909	0.44675324675324674	0.30606060606060603	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5460751919732882	1.5307921547967627	1.3420459289000921	1.7324188410860393	2.0175149344548338	1.274297790100987	1.488941183375465	1.3295342508631585	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.0010656310310917319	-0.01693443293767844	-0.1627126361749577	0.02295667450633281	0.25210928049096437	0.02214212959829031	-0.0015433499530323142	-0.2345586960936681	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.49076591218799487	0.39178090306624297	0.13583093364576332	0.5626521118086842	0.3572800169520906	0.7395667996564282	0.2866207603193527	0.2687347960151388	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k13	0.5242562315733047	0.4402998374727932	0.20555914673561732	0.602075702075702	0.32882502113271345	0.7350618131868132	0.41679748822605966	0.3534798534798535	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.526829268292683	0.4500159426630015	0.19732620320855615	0.601010101010101	0.33776223776223774	0.7318181818181818	0.44935064935064933	0.3828282828282828	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.5198827947335283	1.4685082900257942	1.2144929857442113	1.7134477514142743	2.0720901420124815	1.3040351617392976	1.017548067045122	1.4894356321993787	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.021251859061883663	-0.027418965846694832	-0.19584714087926358	-0.052049601670131417	0.23261713081267152	0.03963206508448916	-0.23260112903736652	0.04373488060943185	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5180548804878355	0.37726515432604346	0.17747795317741985	0.684573516156922	0.3312435883852243	0.7029512493666428	0.10444566482240077	0.26289895404765123	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k13	0.5525328330206379	0.4462674398326063	0.21396250808015516	0.6737484737484738	0.3816568047337278	0.7371222527472527	0.2919937205651491	0.3791208791208791	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5640059127864006	0.45998914008105185	0.20855614973262032	0.6795959595959595	0.3958041958041958	0.7588068181818182	0.3181818181818182	0.398989898989899	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2883765241479521	1.1880435802056675	1.0523314540345865	1.5448802433758066	1.5729968918753432	1.1074931370029932	0.7413554866419338	1.1092042683033414	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.0626215048574252	-0.12444621552973821	-0.19925659684232153	0.02617452719500988	0.07271265983014268	-0.05855474122542938	-0.3626643728625429	-0.22508876927328803	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4031642608004156	0.2729686824580962	0.19485701716555304	0.5795891522525655	0.15137813601076852	0.5161175537357482	0.025693336334069162	0.17017689924987286	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k13	0.45742875011167694	0.3366444256039036	0.27472527472527475	0.5975579975579975	0.18723584108199492	0.6080013736263736	0.17896389324960754	0.17338217338217338	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.4614929785661493	0.34435722433884197	0.2764705882352941	0.5943434343434343	0.193006993006993	0.6173295454545454	0.2051948051948052	0.1797979797979798	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.212294573695729	1.3027495908815265	1.23590416341806	1.2336512140733549	1.2209406493385966	0.962550070361039	NA	1.8607018572165819	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07801364941193965	-0.023697230085280192	-0.0286404338553492	-0.09936767732972099	-0.11413990560965949	-0.1673990458026186	NA	0.2910609121709473	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.35050003582104844	0.29077077535323337	0.18571980704527494	0.46189571888858394	0.12272824867794886	0.4031548763683276	NA	0.28035522578603145	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.4418604651162791	0.386954206243406	0.2217171717171717	0.5597701149425287	0.24903846153846154	0.4875786163522013	NA	0.4166666666666667	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.45767441860465113	0.4029646780143616	0.19889807162534434	0.5841170323928945	0.279020979020979	0.5005145797598628	NA	0.45227272727272727	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3016021641253175	1.391607095938181	1.2210494566228167	1.3465745664119353	1.3439512261270556	1.0462635235887277	NA	2.000196706940369	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.04127431843067989	-0.01929277205827218	-0.0984450113669982	-0.015200144018545133	-0.09236531988330729	-0.09876021839312583	NA	0.20830683337061556	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4044236125172389	0.34930363586354085	0.21311502435859841	0.48875175282049726	0.16812798820823197	0.513545299342954	NA	0.36297811458742274	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.46298449612403103	0.404879030280787	0.2265151515151515	0.571168582375479	0.19903846153846153	0.5610062893081761	NA	0.4666666666666667	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.48498942917547566	0.4262242491248228	0.2236914600550964	0.6037617554858934	0.23076923076923075	0.5728987993138936	NA	0.49999999999999994	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3003123590363557	1.4018228740884016	1.3003670009004062	1.3699087134533448	1.2655776894642317	0.9566430459623689	NA	2.116617920661656	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.05363098445360379	-0.001444955481454735	-0.06351407895356462	-0.055471292419964735	-0.10025983284881781	-0.1457909672024909	NA	0.3578113940175644	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
