measure	globqual	meanclassqual	classqual_horde_1	classqual_horde_1b	classqual_horde_3	classqual_horde_2	model	technique
DR	1.5667680679534157	1.5493189589350678	1.5367264558814688	1.3704443131243649	1.7058015434266263	1.5843035233078115	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.04612658903551766	0.09312705145800079	-0.03189117859454889	0.10806890607486469	0.22305779961531058	0.07327267873637679	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6645084146008697	0.5142263719395429	0.7850696484688509	0.09073964636797095	0.5912322282699022	0.5898639646514475	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6845973609569614	0.5339871242614693	0.8105909030278778	0.12527233115468409	0.6011790337049853	0.59890622915833	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6872727272727273	0.5371030230273928	0.8074211502782931	0.11212121212121212	0.6017825311942959	0.6270871985157699	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.28674032017917	1.3042788893625206	1.1450201727506604	0.9715291420599699	1.626474503360186	1.4740917392792665	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.0174297838137465	0.00798177978149214	-0.048993871197672165	-0.2388835564182113	0.22523650093884226	0.09456804580300976	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.61129533800415925	0.4594229872110536	0.7379735745756397	0.045019322878696505	0.5102738892812883	0.54442516210859	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k17	0.6273769885312616	0.48144813480947934	0.7516339869281046	0.0915032679738562	0.5337690631808278	0.5488862211551288	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6407547169811321	0.49620666448397543	0.7610389610389611	0.1	0.5308377896613191	0.5929499072356215	horde.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.6141943294002399	1.530365668903623	1.6989580571695053	1.3523961053403297	1.6181079244461047	1.4520005886585514	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.029816837316346642	0.05071867614494854	-0.016327417244332305	0.026842410525552692	0.19640149032932355	-0.004041779030749801	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6419265719039728	0.47912253613227895	0.787307704799515	0.06438373713033016	0.5211326266569497	0.543666075942321	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.6550252805524726	0.4950719939391879	0.7988528744831266	0.08896151053013798	0.5089068307061386	0.5835667600373483	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6584562607204116	0.49621242436368485	0.8033395176252319	0.0808080808080808	0.5055258467023173	0.5951762523191094	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6020642555288052	1.529704485835867	1.6772355491107087	1.3852947862092257	1.650001525469986	1.4062860825535477	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.008628917960811212	0.04590677348612455	-0.05889565698532648	0.04448143058672948	0.21981719454258444	-0.02177587419948925	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6671957422417545	0.5043816660621788	0.8055196912203054	0.06697349000818492	0.5416567982708568	0.603376684749368	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.6579602910346528	0.5054868352569786	0.7931617091280957	0.11220043572984749	0.5162117134435473	0.6003734827264239	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6644253859348199	0.5131337383438224	0.7928262213976499	0.10505050505050505	0.5290552584670232	0.6256029684601113	horde.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.382614553156558	1.434273783776499	1.3134701374006768	1.51336199035478	1.7346716010129344	1.175591406337605	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.09277469181881177	0.0056031908313383255	-0.21325259567947075	0.17043076887884986	0.24929473845252412	-0.18406014832654993	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.597375176603512	0.4441958368698662	0.7471873181396402	0.08841957729933744	0.37934374601581067	0.5618327060246765	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6287581699346405	0.4726164975794239	0.7824907740874127	0.11546840958605664	0.4417531718569781	0.5507536347872483	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6441852487135505	0.4882656092740126	0.7954236239950525	0.12323232323232323	0.4388591800356506	0.5955473098330241	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.196865317870255	1.2506346042516798	1.0504303873828464	1.1015846307839348	1.6259361965356622	1.224587202304276	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.057768136393834484	-0.015257783425149586	-0.15785187495814423	-0.08575538160350067	0.24651816157639725	-0.06394203871535069	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.564958668588611	0.41306095751339506	0.711401589151584	0.05790138051373468	0.4158432812135205	0.46709757917474093	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k17	0.559748427672956	0.42132299542910845	0.6947667956071317	0.10167029774872911	0.4093297449698834	0.47952514339068963	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5881303602058319	0.45134781185201356	0.7172541743970315	0.12121212121212122	0.4285204991087344	0.538404452690167	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6382199096085484	1.6114274643975506	1.695005435828546	1.6380547518801365	1.7540226336102838	1.358627036271236	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.01070459069515485	0.07512969819361029	-0.07253005591636741	0.1771983354859381	0.26159562860919117	-0.06574511540432071	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6134669975613412	0.4615138129573781	0.7559323335348436	0.08260762754680664	0.49383856123526043	0.5136767295126017	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.6550900803125679	0.5072062657153297	0.7870959194488606	0.11909949164851126	0.5186829448760636	0.6039467068878833	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6613887957061388	0.5135531906758322	0.7878378378378378	0.1101010101010101	0.5283018867924528	0.627972027972028	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5501260625459043	1.4709369968631827	1.6679733394659384	1.396838937068796	1.496350874007085	1.3225848369109112	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.02268080600637392	0.008663342311373484	-0.07741059666198258	0.019945467240924275	0.16108953724873498	-0.06897103858218274	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6166858249253583	0.4547888980227954	0.7774143082752035	0.07414174488962715	0.414813497858454	0.5527860410678969	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.6319851433808455	0.48066929696137983	0.7777777777777778	0.11256354393609296	0.44925391540263904	0.5830819507290096	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6413284132841328	0.49052863392486035	0.7842751842751843	0.11717171717171716	0.4634648370497427	0.5972027972027972	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3611072418179564	1.4031784691514755	1.3645366619707082	1.6353874090285843	1.6065933069431557	1.006196498663454	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.11036987828213404	-0.013505262928060653	-0.21202892637184528	0.20413681110421078	0.19428618381860546	-0.24041512026321357	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5786028343833032	0.43753056965027615	0.712819240160379	0.09085298763318428	0.4533641547495875	0.4930858960579538	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.5884282372235488	0.4572579405866494	0.71824765942413	0.14742193173565724	0.41497101985448265	0.5483911513323277	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5955719557195572	0.47173302078962454	0.7162162162162162	0.17373737373737375	0.42984562607204113	0.5671328671328671	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.193039393268739	1.170560561160721	1.1597187237522408	0.9705239905043933	1.5018970513326038	1.050102479053646	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.01992879376691009	-0.033350845251279376	-0.05463074009641845	-0.19190144280163904	0.25617469543391913	-0.14304589354097916	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5291556057715874	0.3707634574790049	0.7038941139470163	0.049058745273585246	0.3765324088554933	0.35356856183992486	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k17	0.5491160793960881	0.422717457632367	0.693649531884826	0.1793754538852578	0.39363669996300404	0.4242081447963801	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5608185172760818	0.4458739515343289	0.6898034398034398	0.21717171717171715	0.4027444253859348	0.47377622377622375	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.7787444520277593	1.6984508717604925	1.8000102277127228	1.3315428931368145	1.6845010346895382	1.9777493315028944	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.13017068230060325	0.12412257937941572	0.10041835130267925	9.807365613922596e-4	0.16342866301852454	0.23166256663506682	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7060264263947252	0.5465063010203677	0.8336260840550782	0.09153544356451561	0.6258050826864017	0.6350585937754751	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.7035799168152109	0.5606474377138565	0.8176201987644373	0.15286855482933914	0.6439830834294502	0.6281179138321995	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7163223140495868	0.570693395664617	0.8281444582814446	0.14242424242424243	0.669162210338681	0.6430426716141001	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.7870229745478048	1.6821546976000472	1.8146138638240892	1.2062800273699166	1.72444030427099	1.983284594935193	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.12797187990072434	0.11156276119717512	0.09247293201215905	-0.08254038947164767	0.19482431017219812	0.24149419207599102	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6820430306908907	0.5198849775377302	0.8158296353070175	0.06886388172765735	0.5806051068883413	0.6142412862279047	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.7015745692216281	0.5486091458101132	0.8246485808935446	0.11474219317356572	0.62719466871716	0.6278511404561825	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7159779614325069	0.5640392935920736	0.8330012453300124	0.11717171717171716	0.6488413547237076	0.6571428571428571	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5644368012304202	1.5345968535605212	1.505059474104113	1.2039071430136787	1.7803423361469284	1.6490784609773645	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.06099199934479185	0.08104129394392509	-0.007910881413758617	-0.01691305118647851	0.2304225621847421	0.11856654619119537	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6684063007807727	0.5070746778641411	0.8021474239610591	0.06389679941885033	0.622563601256982	0.5396908868196727	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6938255100019806	0.538342026756087	0.8296176918255886	0.12854030501089325	0.5833653722927079	0.611844737895158	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7085399449035813	0.5555880426060005	0.839601494396015	0.14444444444444443	0.5978609625668448	0.6404452690166975	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2726797221144488	1.2964803584537143	1.1097325833177596	0.9374517490297405	1.6471200096928658	1.4916170917744918	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.005994740005004768	-0.003422677511812796	-0.07247487992929959	-0.2841636237818802	0.2372235847701699	0.10572420889375872	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5882171653503517	0.4371556939288847	0.7222912763201877	0.04279985946669628	0.4356787414204191	0.5478528985082356	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k17	0.6177213309566251	0.46570915500231785	0.7529769898827111	0.07298474945533769	0.511598103293605	0.5252767773776177	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6365702479338843	0.4874842963337265	0.7637608966376089	0.08484848484848484	0.5265597147950088	0.5747680890538033	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.55708514509931	1.5000067510141641	1.5780205346962997	1.2685461894834378	1.6630475579435857	1.4904127219333332	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.03451307091702483	0.04641865213982553	-0.008349340975023078	-0.012591152813364684	0.21647762002584206	-0.009862517678152185	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6794163155969984	0.4965368539499588	0.8557280049620746	0.06733230111577174	0.56318439834168	0.49990271138030884	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.6818181818181818	0.5224111386280121	0.8248724147193124	0.11365286855482934	0.5590157631680123	0.5921035080698946	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6982782369146006	0.5400366165561284	0.8376089663760896	0.12626262626262627	0.582174688057041	0.6141001855287569	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.5539781380221445	1.495350144710318	1.5712991993307146	1.2459666411956785	1.6852718083052747	1.478862930009604	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.025975732589337996	0.04254701390164397	-0.03171158143696136	-0.03566948520221616	0.24432401848978216	-0.006754896244028766	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6782582746401175	0.5019268321036942	0.839813160392921	0.06273321640822238	0.5826892816042466	0.5224716700093868	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.6799118637353931	0.5211959212908908	0.8194108693705793	0.10348583877995643	0.5337690631808278	0.6281179138321995	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.697107438016529	0.5401357097425936	0.8306351183063512	0.11414141414141414	0.568270944741533	0.647495361781076	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3395232197438105	1.3621417146078378	1.2534834160960184	1.2376464331353896	1.7167510075565169	1.2406860016434267	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.05440708421691218	-0.00530240985026996	-0.13434876179939603	0.025968904802329468	0.2563340204008642	-0.1691638028048775	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6476647719729391	0.4758345575105848	0.8194836137075041	0.08519022624472848	0.4354565063700076	0.5632078837200989	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6471083382848088	0.4879567862600318	0.7999820932939385	0.10784313725490197	0.47097270280661285	0.5730292116846739	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6710055096418732	0.5075165142852491	0.8204234122042341	0.09494949494949495	0.5172905525846702	0.5974025974025974	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.18862270959357	1.2436108290201928	1.0160992292238569	1.0268975329128722	1.6604355651648244	1.2710109887792174	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.05841484953549115	-0.02127070687130937	-0.17188075908387862	-0.15735611073001418	0.270966233956378	-0.02681219162772265	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5471752751358822	0.40111845161832743	0.687880721617856	0.05281088741994198	0.37388181588343417	0.48990038155207766	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k17	0.5628342245989305	0.42497008353584664	0.7001074402363685	0.11074800290486564	0.4084326541073946	0.4805922368947579	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5846418732782369	0.4490908567661186	0.7156911581569115	0.12727272727272726	0.4235294117647059	0.5298701298701298	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.5981558664032798	1.537376630856881	1.6104429863342071	1.2673194526069145	1.8122352776088047	1.4595088068775979	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.046725657676708283	0.061637423067010165	-0.010349355157131094	-0.01614661826490777	0.2866223065275506	-0.013576640837471083	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6428597544023645	0.4951480266971678	0.7638916159993347	0.0787278333398362	0.5673550876481785	0.5706175698013216	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.6757832284205195	0.5268586036020368	0.799902844020491	0.11183732752360204	0.5624614625724503	0.6332327802916038	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6819188191881919	0.5352095663416417	0.8004914004914004	0.11616161616161616	0.5787307032590051	0.6454545454545454	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5916892440109247	1.5305733582589824	1.6069592128198125	1.2678175599741475	1.8262392175112523	1.4212774427307178	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.028820819394614207	0.05072451803541525	-0.041765889216128754	-0.02839454319690859	0.303853200627548	-0.03079469607284967	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6803460191425809	0.522552156144122	0.8078533407895205	0.07301265394509308	0.611432228001219	0.5979104018406554	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.6843691966331428	0.5317444959971782	0.8090443384561031	0.09949164851125636	0.5756566777654458	0.6427853192559075	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7009728279100973	0.5508944424038763	0.8167076167076167	0.10707070707070707	0.6140651801029159	0.6657342657342658	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3383695530525448	1.3354961372348788	1.271845910561976	1.1453308221843796	1.7589928727040205	1.1658149434891392	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.04456293082892719	-0.014053403270587914	-0.11906623918642047	-0.057653252731418546	0.3167019946711514	-0.19619611583566404	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5953565872088868	0.4342495097299104	0.7587117153693028	0.06640073590504518	0.43903745510542	0.4728481325398736	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6143549670790825	0.45676566745749136	0.7699611376081964	0.08460421205519245	0.44321124676285606	0.5292860734037205	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6267024488426702	0.46697449032354693	0.7782555282555282	0.07272727272727272	0.46586620926243566	0.551048951048951	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2352911330379768	1.2346767867093424	1.1152145606519377	0.9054843544552187	1.676995646639874	1.2410125850903397	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.019634439142304293	-0.02395704363052333	-0.09881364456007333	-0.26016203986173536	0.3027325900524272	-0.039585080152711824	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5865679569035731	0.4357133266059944	0.7215270352095758	0.041319512684992656	0.4698124379919579	0.5101943205374512	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k17	0.5833875985818682	0.4433672463407942	0.7215597950892069	0.11256354393609296	0.4350721420643729	0.5042735042735043	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6103321033210332	0.4762967116740702	0.7318181818181818	0.1292929292929293	0.4716981132075472	0.5723776223776224	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.6255654908414294	1.6110717082627999	1.6350193690738808	1.5605539008910383	1.6014557586435105	1.6472578044427697	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.08224200238128859	0.12637313644418924	0.027359652079641042	0.19508136419398986	0.1845022445328182	0.09854928497030792	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6530698521078847	0.4871706636014915	0.8062694709806002	0.09026593811716999	0.5783127683759764	0.47383447693221936	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k17	0.690290874619568	0.5405852794176383	0.8291700241740532	0.18191721132897604	0.6034858387799564	0.5477680433875678	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7065232477446217	0.5585270037110522	0.8414694894146949	0.19696969696969696	0.6281639928698752	0.5675048355899419	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.6424321485732485	1.602011268015437	1.666329015955814	1.4713380309168689	1.7103337140631352	1.5600443111259297	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.067549530123659	0.11564955122699826	-0.002345952643241654	0.163005644787326	0.22881856805909037	0.07311994470481832	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6644217608801457	0.5081726642974745	0.7953852378077138	0.08482734263715594	0.5647237140467061	0.5877543626983225	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k17	0.6935089557451479	0.5473747140352456	0.8202614379084967	0.17102396514161222	0.6366782006920415	0.5615352523988318	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7067314365024289	0.5545795361678229	0.8333748443337484	0.14545454545454545	0.6541889483065954	0.5852998065764023	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5242904305628182	1.574089048283719	1.432600240487149	1.5746410843619059	1.8181298420966785	1.470985026189143	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.01952702739130327	0.09391998700914866	-0.05948521901415314	0.25732704525106354	0.2026611533708777	-0.024823031571193407	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6339927571653297	0.4627274543854305	0.808512774726734	0.10669841371145962	0.5412075631352746	0.39449106596825384	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k17	0.6721049743052437	0.5224755618969847	0.8139940907869997	0.17610748002904864	0.5969498910675382	0.5028507857043527	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.684941013185288	0.5293357954188272	0.8296388542963885	0.1606060606060606	0.615686274509804	0.5114119922630561	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.238817431331138	1.2826740485423587	1.0540839770859698	0.9684610514419799	1.789625660775279	1.3185255048662063	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.015973609586788798	-0.010177130282676985	-0.10913748694092514	-0.25239762981758074	0.303323680961589	0.01750291466620892	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5777118294319198	0.42377917078906474	0.7161855071558074	0.03998113795392843	0.4867757487644474	0.4521742892820758	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k17	0.6053983934540738	0.4517850795851735	0.743038768018623	0.068990559186637615	0.5296680763808791	0.4654429147545543	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6290076335877862	0.4761843753425697	0.7620174346201743	0.08181818181818182	0.5525846702317291	0.5083172147001934	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
