measure	globqual	meanclassqual	classqual_heffen_1	classqual_heffen_2	model	technique
DR	1.3931438733922064	1.3550561035570818	1.2171521093264581	1.4929600977877056	heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.22328545253743703	0.20984007835368548	0.161158551136654	0.25852160557071696	heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8281212350733955	0.8275609163955131	0.8255321763549041	0.8295896564361221	heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k21	0.826221397649969	0.8229775592305051	0.8112326270221007	0.8347224914389093	heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8442424242424242	0.8363243590659144	0.8076555023923445	0.8649932157394844	heffen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.547072986188009	2.4562250507928782	2.1272928709139562	2.7851572306718	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.5346480327464477	0.5195827431301406	0.46503600486420127	0.57412948139608	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9370634727874881	0.9380597039561231	0.9416667478425607	0.9344526600696857	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.9188620902906617	0.9159954669577608	0.9056163135110503	0.9263746204044712	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9232034632034632	0.92237556237949	0.919377990430622	0.9253731343283582	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.3851819610742724	2.302361659205895	2.002495048992805	2.602228269418985	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.5091490010303688	0.4924828236616163	0.4321397676713057	0.5528258796519269	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9444719015380699	0.943846310976471	0.941581241701716	0.9461113802512259	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.9222222222222223	0.9197871714564566	0.9109706083390294	0.9286037345738838	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9316017316017315	0.9297846889952153	0.9232057416267943	0.9363636363636364	heffen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.775556575761618	1.7817959692466707	1.8043868766925506	1.7592050618007906	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.3892082928318791	0.39283295852846617	0.40595674811955745	0.3797091689373749	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9350322480460006	0.93092900043893545	0.9160724142754237	0.9457855866024472	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.9043083900226757	0.9002522418665388	0.8855661881977671	0.9149382955353105	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9152380952380952	0.9114225523102193	0.8976076555023923	0.9252374491180462	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.281722872245451	1.248345068029106	1.1274943975906142	1.3691957384675975	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.17350991241298003	0.15549284713309006	0.09025864525762646	0.22072704900855367	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7654959900979426	0.752672762495264	0.7062438349683245	0.7991016900222037	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k21	0.7529169243454957	0.7352370070359073	0.6712235133287765	0.799250500743038	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7721212121212121	0.7566164393344283	0.7004784688995215	0.8127544097693351	heffen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.4405272288946924	2.390907208841641	2.213452560855305	2.5683618568279774	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.5254409110915768	0.5177120430112722	0.490071514791878	0.5453525712306664	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9587733969949513	0.9577176522138942	0.9539420225731643	0.9614932818546241	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.9401120206807411	0.9371172037838704	0.9264069264069265	0.9478274811608145	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9458853942266264	0.9431251107566897	0.9332535885167464	0.952996632996633	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.2571005119697496	2.216498813028464	2.071296126984207	2.3617014990727214	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.49499948584267506	0.48742167159181893	0.4603213528302828	0.5145219903533551	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9513895520109151	0.9459397591609345	0.9264498220194785	0.9654296963023906	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.9397632383414374	0.9361600550197042	0.9232740943267259	0.9490460157126824	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9472641102972856	0.9436797802587276	0.9308612440191387	0.9564983164983165	heffen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.7759121026480784	1.8034346253361926	1.9018626302038557	1.7050066204685295	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.3921130243940021	0.4020944093858537	0.4377905489329842	0.3663982698387233	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9626404598365836	0.9579673837736407	0.9412551964976922	0.9746795710495891	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.936357481381178	0.9319550981831684	0.9162109820004557	0.947699214365881	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9499353726841878	0.946290093921673	0.9332535885167464	0.9593265993265994	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3222538489512294	1.3003048085106164	1.2218090876128314	1.3788005294084016	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.1948465560577551	0.18482491780748211	0.14898482169209906	0.22066501392286517	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7181430937118359	0.6955909599995208	0.6149384140114109	0.7762435059876307	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k21	0.7298783365134076	0.7065559521699873	0.6231487810435179	0.7899631232964567	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7469194312796208	0.7291910331384015	0.6657894736842105	0.7925925925925926	heffen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	3.414986083732034	3.424539474476833	3.470836675778552	3.3782422731751143	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.6240817630916963	0.6242864161948636	0.6252781966179055	0.6232946357718218	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9098610857774796	0.9038262774048382	0.8745806675989614	0.9330718872107152	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k19	0.9187134502923977	0.9159085872576177	0.9023157894736842	0.9295013850415512	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9159211159211159	0.9118915470494418	0.8923636363636364	0.9314194577352473	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	2.9791230111806173	2.9553806686651907	2.8403216241673546	3.0704397131630268	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.5883533465115411	0.5859761685140472	0.5744559982184999	0.5974963388095945	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.89497463175103	0.8972094817942942	0.9080399089270361	0.8863790546615523	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k19	0.9222500696184907	0.920808864265928	0.9138245614035088	0.9277931671283471	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9190957190957191	0.9176331738437001	0.9105454545454545	0.9247208931419457	heffen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	2.3495238462580117	2.402969681224904	2.6619764199106144	2.143962942539194	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.4957196899500065	0.5111397368727709	0.5858676565753987	0.43641181717014316	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9089222653130076	0.9117873661695813	0.9256720857052849	0.8979026466338778	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k19	0.9223893065998329	0.921404432132964	0.9166315789473685	0.9261772853185596	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.922943722943723	0.9219425837320574	0.9170909090909091	0.9267942583732057	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4505759178655895	1.4168403491922108	1.2533525933135305	1.5803281050708913	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.2521963886744057	0.24044218973723758	0.18347953334942294	0.29740484612505225	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8278738067165614	0.8328927734070768	0.8572154581380362	0.8085700886761175	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k19	0.8469785575048733	0.8469732225300093	0.8469473684210527	0.8469990766389658	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8620490620490621	0.8608484848484849	0.855030303030303	0.8666666666666667	heffen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.8610405670022474	2.8455767753419834	2.770636861911473	2.920516688772494	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.5754217094454797	0.5729702995350965	0.5610903899693932	0.5848502091007998	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9034951276246992	0.9015821486547699	0.8923115582620358	0.9108527390475041	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k19	0.9131439710387079	0.9101274238227147	0.8955087719298246	0.9247460757156049	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9126503126503126	0.9100510366826156	0.8974545454545454	0.9226475279106858	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.513592345834687	2.476637070064226	2.2975461182535315	2.655728021874921	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.5320216666746548	0.5252491907234855	0.49242873034474194	0.5580696511022291	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9233714374421498	0.921578682541045	0.9128907164818447	0.9302666486002453	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k19	0.920161514898357	0.9187174515235457	0.911719298245614	0.9257156048014774	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9187109187109187	0.9166921850079744	0.9069090909090909	0.926475279106858	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.8167480989243159	1.8716874473550669	2.1379319820579368	1.6054429126521972	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.38792889199036473	0.40710049286947414	0.5000090202066967	0.31419196553225165	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9159327148130277	0.917021864022868	0.9223000486551702	0.9117436793905657	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k19	0.9143135616819827	0.912309325946445	0.9025964912280702	0.9220221606648199	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.914959114959115	0.9130015948963317	0.9035151515151515	0.9224880382775119	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.308797261605418	1.2825255580810009	1.1552088410011336	1.4098422751608681	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.1919625731256392	0.1787077501835403	0.1144728390025996	0.242942661364481	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7959020199740912	0.7943961619436758	0.7870985422578166	0.801693781629535	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k19	0.7742133110554164	0.7688891966759003	0.7430877192982456	0.794690674053555	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8128908128908129	0.8064561403508772	0.7752727272727272	0.8376395534290271	heffen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.6077802106561654	2.700089984093817	3.0571372209752994	2.3430427472123343	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.5319858559288242	0.5478570480086455	0.6092456211475772	0.48646847486971395	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9074070009635248	0.9101812647164941	0.9209119075345829	0.8994506218984053	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k20	0.9158188153310105	0.9141652581065065	0.9077694235588972	0.9205610926541159	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9176940133037694	0.9147472274767257	0.9033492822966507	0.9261451726568005	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.2328653454560836	2.2746303734935527	2.4361743498648947	2.1130863971222102	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.4787315401731988	0.48959536868230524	0.5316158374439434	0.4475748999206671	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9292094300371866	0.9306134835819009	0.9360442567265506	0.9251827104372512	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k20	0.9184668989547038	0.9185347088651863	0.9187969924812031	0.9182724252491694	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.926119733924612	0.924685657060198	0.9191387559808613	0.9302325581395349	heffen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.7330695000038234	1.8511364078033408	2.3078102964618514	1.39446251914483	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.3379085459215168	0.3795234001379045	0.5404865155031775	0.21856028477263145	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9166499376578433	0.9124689573262347	0.896297240949258	0.92864067370321135	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k20	0.9018815331010452	0.9006326377960405	0.8958020050125314	0.9054632705795497	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9108647450110865	0.9090751455806536	0.9021531100478469	0.9159971811134602	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.347219933693949	1.3418976568339356	1.3213114916206756	1.3624838220471953	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.21419515362812272	0.21344654647819133	0.2105509905209096	0.21634210243547308	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7570281374200197	0.743685700663917	0.6920781622676707	0.7952932390601632	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k20	0.7630429732868758	0.7468229682733967	0.6840852130325814	0.8095607235142119	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7827050997782705	0.7680251103445718	0.711244019138756	0.8248062015503875	heffen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	3.193567029171422	3.0233978615227195	2.409058324079099	3.63773739896634	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.6074893393244426	0.5909586105755622	0.5312798779736719	0.6506373431774525	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9525031739811637	0.949885159587999	0.9404336838974215	0.9593366352785765	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.9429303091274922	0.9412973867232843	0.9354022600775848	0.9471925133689839	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9504054630815194	0.9474876727550524	0.9369539551357733	0.9580213903743315	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	2.8963533810248068	2.762631338532818	2.2798721003837734	3.2453905766818627	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.5777946904427709	0.5622081586273195	0.5059381369884868	0.6184781802661523	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9501479083471388	0.9494956916251348	0.9471410787134934	0.9518503045367762	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.9338454972257789	0.9315612608679835	0.9233147804576376	0.9398077412783296	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9403329065300896	0.9373975623307174	0.9268004722550177	0.9479946524064171	heffen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	2.3287175240706017	2.359968938770729	2.472791842688139	2.2471460348533197	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.5046560510930345	0.5169119364989391	0.5611577600829677	0.47266611291491045	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9468835030772194	0.9466735448072895	0.9459155598666951	0.9474315297478839	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.9373208950673739	0.9378193426130783	0.9396188227357058	0.9360198624904508	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9487836107554417	0.9470883394680186	0.9409681227863046	0.9532085561497327	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.465421180282193	1.409062370459123	1.2055975146571918	1.612527226261054	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.24919518719811098	0.22852311216223115	0.15389341754117336	0.30315280678328893	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8452103198342007	0.8441907318836945	0.8405098465708505	0.8478716171965387	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k21	0.8422250675771803	0.8390219724253338	0.8274582560296846	0.850585688820983	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8559965855740503	0.8530184387804709	0.8422668240850059	0.8637700534759358	heffen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.6025109119264527	2.489046265275132	2.0794196595678223	2.898672870982442	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.5434669218201201	0.5255535547107344	0.4608832632819349	0.5902238461395338	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9427861844574891	0.944271315442641	0.9496328900161555	0.9389097408691265	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.9279718716338434	0.9257787825874151	0.917861359419801	0.9336962057550293	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9387110542040119	0.9375616362247379	0.9334120425029516	0.941711229946524	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.3475300308215163	2.257989412337148	1.934732603232562	2.581246221441733	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.5074730001348065	0.49078844225097107	0.4305543603991584	0.5510225241027837	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9482830822868842	0.9494145259190431	0.9534992292012439	0.9453298226368423	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.9305326910960714	0.9285889975825041	0.9215719345589476	0.9356060606060607	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9407597097737943	0.9393707896381693	0.9343565525383707	0.9443850267379679	heffen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.7056340493665683	1.7343726328476667	1.8381237901607852	1.6306214755345483	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.362686558438244	0.37466253482824957	0.41789783942267655	0.3314272302338226	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.9156620129382491	0.9086847899262531	0.8834958322727762	0.9338737475797301	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.9016320143080706	0.897042701378072	0.8804745038511272	0.9136108989050166	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9113102859581733	0.9076533092575874	0.8944510035419126	0.9208556149732621	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.4176788035902852	1.4484184883215447	1.5593939603174476	1.3374430163256417	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.24125448001679656	0.25759259757506847	0.3165759711328977	0.1986092240172393	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8193411168760283	0.8039484269802275	0.7483782075258957	0.8595186464345593	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k21	0.8059671158262708	0.79348268232913	0.7484117613987744	0.8385536032594856	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8217669654289372	0.8105406625460101	0.7700118063754428	0.8510695187165775	heffen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.303755185732797	2.2761524838792377	2.176502051763847	2.375802915994629	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.5051495383465904	0.5031530544840351	0.49594540935311515	0.5103606996149551	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.9542420907844839	0.9548631788840467	0.9571054121926381	0.9526209455754554	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.92843932280552	0.9256570396753743	0.9156125260021364	0.9357015533486122	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.9358087921468203	0.9331889367317174	0.9237308146399056	0.9426470588235294	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.123093758307517	2.1019102881813576	2.0254343706072566	2.1783862057554586	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.47148134239012257	0.46972241993716074	0.4633724117595188	0.47607242811480266	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9433471159467928	0.9372527359232496	0.9152509910924922	0.959254480754007	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.9276670121740545	0.9224547256919297	0.9036374880530724	0.9412719633307869	heffen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
