measure	globqual	meanclassqual	classqual_helpen_1	classqual_helpen_2	classqual_helpen_4	classqual_helpen_3	classqual_helpen_5	model	technique
SIL	-0.10897565416265163	-0.0834121783098622	-0.05760999067831856	-0.276469884692908	-0.22593616971155783	-0.061375288019112066	0.20433044155258548	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.2667012891992806	0.21836630576997865	0.41034375863110434	0.19824999912043362	0.07208808763128265	0.2324700350678012	0.17867964839927147	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.3213562753036437	0.2744734465571646	0.4413665743305632	0.2837340264240849	0.11190855927698032	0.29682313892840206	0.23853493382579255	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.331993006993007	0.2865891337183203	0.44473684210526315	0.29427609427609425	0.11074380165289256	0.3248157248157248	0.2583732057416268	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0449610209086484	1.0582850783916984	1.0132035822500438	1.0365602100242495	0.964531481533122	1.1049446621159404	1.1721854560351361	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.09944140564046844	-0.081715162888086	-0.14307637388556418	-0.12322651646112504	-0.19155900304397033	0.006782583216621093	0.04250349573360847	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.24697956578446859	0.19457244938090276	0.3363665551675998	0.282656455488832	0.050840721167728614	0.2038319578787895	0.09916655720156388	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k18	0.28525641025641024	0.22978326825664466	0.3910433979686057	0.3181719731427334	0.07735247208931419	0.2136873715821084	0.14866112650046168	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3032342657342657	0.24481704845341207	0.41004784688995216	0.3468013468013468	0.07851239669421488	0.22604422604422603	0.16267942583732056	helpen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0821811460196344	1.0901667720527235	1.1194062314139013	0.9918926083314461	0.9374007274607336	1.1218464645833353	1.280287828474201	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07192017777959167	-0.06413407709683723	-0.03723946851249552	-0.17847183927988053	-0.22330204213948274	0.009578364026165572	0.10876460042150707	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.23760897240685216	0.19434272027842617	0.32332517327810545	0.25622521769543527	0.07272534584419046	0.185806350024997	0.13363151454940267	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.29762708052181736	0.25117407622793897	0.3910433979686057	0.28384232185401775	0.08825093035619351	0.30867709815078237	0.1840566328100954	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.3090909090909091	0.26494709585618675	0.39473684210526316	0.2882154882154882	0.09917355371900825	0.3464373464373464	0.19617224880382775	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0730899310743294	1.0776801484731968	1.0914958767304597	1.006637415033827	0.9523763208647592	1.1399104497829102	1.1979806799540282	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.06642961347738072	-0.058755370812011	-0.052025782548024826	-0.1536647511713118	-0.18872195787730164	0.03746124409506045	0.06317439344152279	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.2643332488845283	0.21539162515087298	0.36761743245635703	0.23233065590183163	0.09010880252125318	0.28683435358381887	0.10006688129110415	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.30549932523616735	0.25923270566237633	0.40035395506309635	0.27831925492744203	0.10898458266879318	0.33491386122965067	0.17359187442289933	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.3159090909090909	0.26963825069088226	0.4076555023923445	0.28754208754208754	0.10909090909090909	0.3592137592137592	0.184688995215311	helpen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0854465713963013	1.105008256500959	1.1421152857814962	0.9939368455183792	0.9047578880943062	1.0108037742148948	1.4734274888957184	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.10189376834003253	-0.08271986687072465	-0.05689341527010206	-0.19610190203163855	-0.2547253853326133	-0.13693605913927318	0.23105742742000385	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.2559122818596929	0.20811097854529576	0.3847446116895379	0.23448993054353903	0.07172936397035683	0.17257961876524558	0.17701136775779946	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.2968398560503824	0.24985136371716857	0.4062019082794706	0.27951050465670346	0.08559276980329611	0.267425320056899	0.21052631578947367	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.30769230769230765	0.25688730052366415	0.4191387559808612	0.2828282828282828	0.0512396694214876	0.314004914004914	0.2172248803827751	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.052545246460999	1.0752442890701202	0.9955252444937053	1.0915238327854233	0.9555454034438353	1.0536830282368805	1.279943936390756	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.0979097765288067	-0.07507407795952994	-0.14377936964734409	-0.10589942841126941	-0.17914691443028682	-0.044102850236252426	0.097558172927503	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.2198612061767734	0.17706019203128004	0.32415252660855215	0.21312925572933275	0.06623566789071081	0.15419375949505623	0.12758975043274828	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k18	0.2766531713900135	0.228283155983987	0.3831948291782087	0.2884990253411306	0.0720361509835194	0.20562667931088982	0.19205909510618652	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.2818181818181818	0.23646209497884138	0.3973684210526316	0.2754208754208754	0.0793388429752066	0.20147420147420148	0.22870813397129186	helpen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1146095629612562	1.1001521447390654	1.192403206368513	0.997433793316158	0.9562277356675988	1.2119910614200355	1.1427049269230216	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.05740482228881296	-0.06781878939614232	-0.00995840282199927	-0.14756787178412534	-0.19805221723602714	0.053906178047778114	-0.03742163318633793	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.2842509652695786	0.2313266544584661	0.3546910586652103	0.3250072346522019	0.10253533722042636	0.29027138455787754	0.08412825719661444	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.32408540731674146	0.27570600074514323	0.392724234829498	0.34338770903867855	0.1057716755657259	0.3618233618233618	0.17482302246845183	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.34029598308668074	0.291386422328798	0.40920897284533647	0.364274322169059	0.11620553359683794	0.372027972027972	0.19521531100478468	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.081123738045404	1.0858914418135255	1.1342171196334607	0.9908345718408658	1.023844613591645	1.087511579220836	1.1930493247808203	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.08454984544229531	-0.0754379174591642	-0.05543143743134703	-0.16073624734993677	-0.12753387181911358	-0.058923917694035675	0.02543588699861205	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.274751891461877	0.2186494296100693	0.3900509987489363	0.2908869748077182	0.09337828938268884	0.21248923618423107	0.1064416489267721	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.30300557595539235	0.25184946153270854	0.40062276904382166	0.32286857494613724	0.10780574624968217	0.2642075273654221	0.16374269005847952	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.3120507399577167	0.2581249774426392	0.41440377804014167	0.32216905901116427	0.09960474308300395	0.29463869463869463	0.15980861244019137	helpen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1237719518191247	1.1356871334113121	1.2272846189827367	0.9754928544140563	0.9018731796948705	1.0930981439762413	1.4806868699886564	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.11774540944408275	-0.09289602869273056	-0.08602982241853482	-0.25300049024790283	-0.27056609958596817	-0.040206378831459486	0.1853226476202125	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.25504673152764307	0.20754807152967567	0.3346594310201218	0.2668174152113782	0.06999494264482689	0.26443459676726616	0.1018339720047853	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.2955800353597171	0.24679857190997742	0.38816738816738816	0.29886118805786394	0.09636409865242816	0.29239766081871343	0.15820252385349337	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.29640591966173363	0.24733426202117692	0.3855962219598583	0.2953748006379585	0.08932806324110672	0.3142191142191142	0.1521531100478469	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0864428856944088	1.1067953030998463	0.9897169351516816	1.1985493694025282	0.9331711297318044	1.087926191739584	1.3246128894736333	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.10276285116511161	-0.08028178053130916	-0.22304918748649866	0.0018766530457075387	-0.2431840520498754	-0.03144837916725432	0.09439606300137503	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.2644403905747989	0.210594142590407	0.3328923883748766	0.3543519755582871	0.06411399629090439	0.19093254226858655	0.11067981045938038	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k18	0.3014279885760914	0.24743035322344004	0.39112933849775955	0.35333948907356105	0.08110856852275616	0.24321487479382214	0.16835949522930133	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3068076109936575	0.2515930723461408	0.40188902007083827	0.36076555023923446	0.08142292490118577	0.2358974358974359	0.17799043062200956	helpen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2231031745843457	1.345150613563195	1.0042497804716457	1.0535681422975502	0.9275164567804173	1.474962997080868	2.2654556911854935	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07244336489894983	-0.010970623618272796	-0.23218849635255953	-0.15530989346688387	-0.300800132223585	0.20537457830147268	0.4280708256501917	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.30797318239917226	0.32449038076791636	0.3239944667299947	0.234342816187042	0.07463419765046593	0.32086030832777956	0.6686201149442995	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.3477665795694911	0.3481977898244769	0.3746234272550062	0.29177553813612045	0.1035923141186299	0.39482038429406846	0.5761772853185595	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.36963249516441005	0.3703981846651092	0.40165289256198344	0.31025145067698257	0.09437229437229437	0.40935064935064935	0.6363636363636364	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1783581789142987	1.2745795584719266	0.9721878709798157	1.0539913259303963	0.9401591008085255	1.460085894833477	1.946473599807419	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.1031263414578333	-0.04056175491377119	-0.27695999307914976	-0.17647447687642462	-0.2710055630556847	0.1853769172566812	0.3362543411857219	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.2611320593223356	0.2689994972540159	0.2733099158489625	0.2196102827554475	0.05897903431385218	0.2765789301741316	0.5165193231776858	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.30969267139479906	0.3080710100383584	0.33475101896154524	0.2811994525320393	0.10387078808131439	0.32130325814536337	0.4992305324715297	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.3209864603481625	0.31988862432148596	0.3418732782369146	0.30290135396518375	0.09350649350649351	0.3262337662337662	0.5349282296650717	helpen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1791300407109657	1.2735805614877471	1.0095532760591355	0.981213870774723	0.9279372434408764	1.494214216810764	1.9549842003532372	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.08224239928017954	-0.02684244323527234	-0.1854394181853543	-0.23890553998931663	-0.27084946935566645	0.1896979847375606	0.3712842266164151	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.3173541804888835	0.30220799740273013	0.39376339707264896	0.21589812393244895	0.06435186068635175	0.3920059577971846	0.4450206475250164	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.3451847704367301	0.32625545335393863	0.40297713981924504	0.2983700385716063	0.07769423558897243	0.40317460317460313	0.4490612496152662	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.36615087040618954	0.34597650800114405	0.42424242424242425	0.33191489361702126	0.05974025974025974	0.4135064935064935	0.5004784688995215	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.118078304336083	1.1970905038240511	0.9580350743378642	1.0613613439417142	0.9466402299760888	1.239754797981184	1.779661072883405	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.11181333500080093	-0.053383473945246805	-0.2514289131769795	-0.15898303512188552	-0.21275227859698934	0.04654446903579278	0.30970238813382756	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.2585523208244815	0.2571535103236233	0.3155752720356448	0.21407361182588266	0.07106136820012258	0.20062694881612733	0.48443035074033924	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k18	0.3014495458504417	0.29038939550285103	0.3541555909976962	0.2829413960432997	0.12559175717070453	0.26666666666666666	0.4225915666358879	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.32001934235976787	0.31524836356761426	0.368595041322314	0.2796905222437137	0.14025974025974025	0.2987012987012987	0.48899521531100476	helpen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.205053349065573	1.3142000369161602	1.0074433566750547	1.08376364373027	0.9508799734895297	1.381502898883645	2.1474103118023016	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.06130044816197073	-0.001630673068822891	-0.21360405180910683	-0.10444294120040731	-0.25898386401216617	0.13201188773446476	0.4368656039431011	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.27672015748884626	0.27893994476054257	0.30622858965391625	0.24443445913249276	0.07984416615628245	0.25796862211844546	0.5062238867415758	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.3251835261913649	0.3188957286947503	0.35823143717880557	0.28642528306582055	0.08270676691729323	0.36357560568086883	0.5035395506309633	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.34032882011605414	0.33374373334426266	0.37548209366391183	0.2990328820116054	0.08571428571428572	0.38025974025974024	0.5282296650717703	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1610207801932106	1.247843681260381	0.9674345175480498	1.062037061396525	0.9585258985794871	1.4127028197229623	1.8385181090548803	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.09903538497750715	-0.04073325751111244	-0.26753319411612747	-0.14745772968184406	-0.2776735189711126	0.1568269175172619	0.33217123769626	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.2532408970003967	0.2432063897268213	0.30477159373179474	0.2048100103421728	0.07132542877992464	0.26894284746821995	0.36618206831199435	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.303471444568869	0.29092515922244216	0.34449760765550236	0.27560034838870223	0.0732386521860206	0.33500417710944025	0.4262850107725454	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.3209864603481625	0.3089375663530199	0.37575757575757573	0.2700193423597679	0.0658008658008658	0.3527272727272727	0.4803827751196172	helpen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.168397329262751	1.258619735003676	0.9977318622310547	1.0034042875589402	0.9689462370783642	1.4477008140863308	1.875315474063691	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.06730056181850501	-0.010675914103626293	-0.1791795384128101	-0.20527465018093158	-0.23264959473940858	0.18725836986953326	0.3764658429454855	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.3407870397864176	0.3308242591522363	0.43498482738753147	0.20582922827605057	0.11179623740842258	0.3880350691639888	0.5134759335251882	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.3519348015428642	0.33675484366237	0.4209640262271841	0.2657708100037327	0.13088276246170982	0.4177109440267335	0.44844567559249	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.3834622823984526	0.37364431476087795	0.4382920110192837	0.2943907156673114	0.1316017316017316	0.46805194805194805	0.5358851674641149	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0937928044789529	1.17279859568279	0.9421865665234662	1.0750649542288226	0.9787997480700545	1.1171871131892526	1.7507545964023536	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.10265151058149412	-0.04816041856520045	-0.22021674060793625	-0.11838774684494012	-0.17280852805808772	-0.044536465579959224	0.31514738826492106	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.2482705602884815	0.2341831723306553	0.29662704309547205	0.23571816513564808	0.07872810541287177	0.23302675641944948	0.3268157915898351	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k18	0.29407739206171457	0.2758419349696535	0.3456494772284246	0.30434241632449915	0.0960735171261487	0.25764411027568923	0.37550015389350566	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3178916827852998	0.30453919042374705	0.36170798898071627	0.3025145067698259	0.11255411255411255	0.321038961038961	0.4248803827751196	helpen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1655784240113092	1.2811154898701147	0.9705593318239424	1.0584165788914934	0.9723411277134119	1.410665525951544	1.993594884970182	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.1091252178979388	-0.036191401937669274	-0.25593593221562216	-0.18116298318697582	-0.2863408749066762	0.1440526302849546	0.39843015033597323	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.3016132466796832	0.3046877830961032	0.34752773740314563	0.2275789185020488	0.09001373048559112	0.33374190982471885	0.5245766192650118	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.32497503922407645	0.3106243500853466	0.3872293345977556	0.2760675273088381	0.1057716755657259	0.35315139701104614	0.4309018159433672	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.327450110864745	0.32248785015591286	0.37936117936117936	0.2583190394511149	0.11383399209486166	0.37575757575757573	0.4851674641148325	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1382774632241521	1.2352974655648703	0.9546064284387253	0.9981710206696844	0.996098860956688	1.5040033542095632	1.7236076635496909	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.14412872978695038	-0.06800798822212263	-0.302117763787691	-0.2572065145114501	-0.2857266020961861	0.20110436381611013	0.30390657546860395	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.25190903690852573	0.22859350242300663	0.32188350521255477	0.216795161360144	0.08825118222739868	0.26454922554218513	0.25148843777275054	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.3009271145343032	0.2750989362322918	0.37545440177019124	0.26812313803376364	0.10043224002034071	0.3169265756985055	0.31455832563865804	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.3088248337028825	0.288296466745152	0.3766584766584766	0.2555746140651801	0.09407114624505929	0.3611111111111111	0.35406698564593303	helpen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.154911202396545	1.2717376603225155	0.9639470816082109	1.00258206429391	0.925908227618646	1.4784238926902145	1.987827035401596	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.1085143910282471	-0.0300684817965824	-0.25334072608506236	-0.23440075224353218	-0.28479208964080954	0.21491702820037842	0.4072741307861137	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.26152022874430697	0.257051031511972	0.2882369563636754	0.2126798316954938	0.09077092269080149	0.3379157841490266	0.3556516626608626	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.31153901012694335	0.29903722088868473	0.3568831989884621	0.25366876310272535	0.12051868802440883	0.39538661468486025	0.36872883964296704	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.31866962305986696	0.31498559861972497	0.3518427518427518	0.2469982847341338	0.11699604743083003	0.42272727272727273	0.43636363636363634	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1060277762164428	1.1774232254976682	0.9896707473705345	1.0885586281994333	0.9186707822302673	1.1625247122947693	1.7276912573933372	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.11624827047996915	-0.05964925297335492	-0.24095368475263598	-0.11846616701799147	-0.251250662260421	0.0071228572425536775	0.3053013919217202	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.25184765985294516	0.2124801802195495	0.3442235165815338	0.25454451730927874	0.08056225688539431	0.20788806593853792	0.17518254438300285	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k18	0.29485094850948507	0.2642264702451329	0.3786944839576418	0.282025819265144	0.0950928044749555	0.26738141650422353	0.2979378270236996	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.29330376940133035	0.26730834684809035	0.3609336609336609	0.27547169811320754	0.09960474308300395	0.301010101010101	0.29952153110047847	helpen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.115958972624883	1.1055584468746038	1.2542311662866783	0.939271528976044	0.9877264922334467	1.1047464960472155	1.2418165508296346	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07413429826976344	-0.07879321442280586	0.008872374275129966	-0.20016051047554081	-0.18693452386172388	-0.049281529727902194	0.03353811767600764	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.28424101641221683	0.23042826084124202	0.3863264422398278	0.2602511522177634	0.05857415951010902	0.3281097718986269	0.11887977833988289	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k19	0.3195593635250918	0.26978537252221463	0.40888585099111413	0.3181390977443609	0.08229665071770335	0.34013157894736845	0.1994736842105263	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.33048625792811837	0.2824120425029516	0.40566706021251475	0.34155844155844156	0.09256198347107437	0.3604545454545454	0.21181818181818182	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.11449518185821	1.0990732187435641	1.2150490009538824	0.930845357681321	1.0226095404984352	1.2447848606631513	1.082077333921031	helpen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
