measure	globqual	meanclassqual	classqual_herroepen_2	classqual_herroepen_1	model	technique
kNN_k10	0.5960708782742681	0.5800407207574061	0.49779904306220096	0.6622823984526112	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0061374335973914	1.0168542645657155	1.0718362669249426	0.9618722622064884	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.00120645778829907	0.01104037198770658	0.06149262744553641	-0.03941188347012325	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.547967648493218	0.5285730365117317	0.429070244606715	0.6280758284167484	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k24	0.5644915254237288	0.5459644145825557	0.4509122807017544	0.641016548463357	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5882126348228043	0.5693745970341715	0.4727272727272727	0.6660219213410703	herroepen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.174382908738007	1.1645780164749482	1.1142746561688215	1.214881376781075	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.12145280387811526	0.11384123479223365	0.07479057600379764	0.15289189358066968	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.638833470726998	0.6246840259593611	0.5520912223688764	0.6972768295498459	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.6712005649717514	0.6570851063829788	0.5846666666666667	0.7295035460992908	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6665639445300462	0.653458210322712	0.5862200956937799	0.720696324951644	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1210133234388926	1.1138879521382754	1.077331699378587	1.1504442048979637	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.08929610123370998	0.08338182636948177	0.05303902489213704	0.1137246278468265	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6521442446115964	0.6326046639748036	0.5323581198382149	0.7328512081113924	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.6601977401129944	0.6456792335448551	0.5711929824561404	0.7201654846335698	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6696456086286594	0.6555376836675828	0.5831578947368421	0.7279174725983236	herroepen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1325161956385568	1.155215966464989	1.2716756602701633	1.0387562726598147	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.08777808405811582	0.103088770269798	0.1816392473558196	0.024538293183776407	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.65919111575052	0.6449599072103802	0.5719476199174884	0.7179721945032719	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.66590395480226	0.6521545352743561	0.5816140350877194	0.7226950354609929	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6721109399075501	0.6588808578506227	0.5910047846889952	0.7267569310122501	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0377374700503013	1.0503307113940115	1.114939514809569	0.9857219079784539	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.02496565753198545	0.03561843952652407	0.09027184280285265	-0.01903496374980451	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5750656322496589	0.557657125003556	0.4683439139148543	0.6469703360922576	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k24	0.5915536723163842	0.5735515739703869	0.48119298245614034	0.6659101654846336	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6104006163328197	0.5926573687603922	0.5016267942583732	0.6836879432624113	herroepen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.361107326447337	1.3442384617197969	1.2545267720324247	1.4339501514071693	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.22068950232498663	0.21093532647381308	0.1590608458107535	0.26280980713687263	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.762249495790815	0.7515411783549348	0.6945923992641171	0.8084899574457525	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.7698191502539329	0.7602294365880293	0.7092295957284516	0.8112292774476071	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7825174825174825	0.7744098309868851	0.7312918660287081	0.8175277959450621	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.327869498612532	1.3123470766893135	1.229796014643106	1.3948981387355208	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.20455980423514014	0.19497054890456977	0.14397314555562746	0.2459679522535121	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7426057793454569	0.7360669686953396	0.7012923847833521	0.770841552607327	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.7429703951443082	0.7336944174637406	0.6843630816170861	0.7830257533103951	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7507381507381508	0.7429348387318853	0.7014354066985646	0.784434270765206	herroepen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.238235017191778	1.2328737477015335	1.204361541776142	1.261385953626925	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.1648102929353474	0.16169977986679235	0.14515750582038592	0.17824205391319878	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7324409452514412	0.7227640485079432	0.671300552190249	0.7742275448256373	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.7523225566703827	0.7428823074263701	0.6926773455377574	0.7930872693149827	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.75998445998446	0.7523837389418608	0.7119617224880382	0.7928057553956834	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0458782582451027	1.0546854880460237	1.1015239374418304	1.007847038650217	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.033006509758671664	0.040213452694849036	0.078541285582701445	0.0018856198069966302	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6009060822054535	0.5840037745810285	0.49411422948749567	0.6738933196745613	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.6305122011643751	0.6158436637417755	0.5378337147215866	0.6938536127619643	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6286713286713287	0.6151974114488313	0.5435406698564593	0.6868541530412033	herroepen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3250428505398406	1.304004204594305	1.1921168602475931	1.4158915489410169	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.20601965974291336	0.19332138050063466	0.12578962271215255	0.26085313828911677	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7733804067003831	0.7606882544766924	0.6931890812870641	0.8281874276663206	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.7647250092902267	0.7544747268546719	0.6999618611746758	0.8089875925346679	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7749805749805749	0.7668844445974321	0.7238277511961723	0.8099411379986919	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2832215160501443	1.264132856021877	1.1626158913260916	1.3656498207176624	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.18561899273734417	0.1733630694832446	0.10818384126826058	0.23854229769822863	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8072794735174025	0.7947906620956924	0.7283728922620529	0.8612084319293319	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.7507741855567942	0.7385246036580346	0.6733790999237224	0.803670107392347	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.765034965034965	0.7534239785205328	0.6916746411483253	0.8151733158927403	herroepen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.208664414596624	1.1944602947254388	1.1189202026832255	1.2700003867676521	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.14630339100291004	0.13662490525266205	0.08515295830816134	0.18809685219716277	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7201238751077583	0.7072059198428796	0.6385058850251155	0.7759059546606437	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.725349931871671	0.7132791707137722	0.6490846681922197	0.7774736732353248	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7389277389277389	0.7286014250800317	0.6736842105263158	0.7835186396337476	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0265461276978636	1.0299907303627545	1.0483097536260388	1.0116717070994703	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.020215018354628765	0.02314658067154545	0.03873716208423874	0.007555999258852161	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6132619584681841	0.6024477642404757	0.5449359131203908	0.6599596153605608	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.5929796853709897	0.577690021895527	0.4963768115942029	0.6590032321968512	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6151515151515151	0.6005156449003477	0.5226794258373205	0.6783518639633748	herroepen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.271896545928305	1.2560684000135824	1.1734103046811428	1.338726495346022	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.178465958552973	0.16889312156922526	0.11890163954298698	0.21888460359546352	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7422277166429275	0.7317671224900312	0.6771395752471282	0.7863946697329341	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.7341843971631206	0.7215513784461153	0.655578947368421	0.7875238095238095	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7456866537717601	0.7339610389610389	0.6727272727272727	0.7951948051948052	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2072947045499058	1.1949144850632172	1.1302622277438432	1.2595667423825911	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.14075827887617362	0.13244878512216185	0.08905476218454478	0.17584280805977892	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6823062542872069	0.6637840773289563	0.567057153213647	0.7605110014442654	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.684950354609929	0.6703558897243107	0.594140350877193	0.7465714285714286	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7010444874274662	0.6883116883116883	0.6218181818181818	0.7548051948051948	herroepen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.17352339568051	1.1637408594389418	1.1126542812885303	1.2148274375893533	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.12209574887638423	0.11527164384047076	0.07963465087514479	0.15090863680579672	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6764846292773308	0.6593242960314623	0.5697092224141487	0.7489393696487758	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.6729929078014184	0.6590401002506265	0.5861754385964912	0.731904761904762	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6844874274661509	0.6730314422419685	0.6132057416267942	0.7328571428571429	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.126268103068049	1.1290897079628177	1.1438247557466106	1.114354660179025	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.09001036827278035	0.09152367377788105	0.09942649141562915	0.08362085614013295	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6079455647055861	0.594974989639486	0.5272397642942964	0.6627102149846757	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k24	0.6454042553191489	0.6323327067669173	0.5640701754385965	0.700595238095238	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6526112185686653	0.638773069036227	0.5665071770334928	0.711038961038961	herroepen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.3906576906977994	1.3906021021247756	1.390316908576218	1.3908872956733331	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.23677173682227634	0.23659286072468555	0.2356751485718284	0.23751057287754268	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7991159251600716	0.7950536639465287	0.7742124977205255	0.8158948301725317	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.7965536723163842	0.7896409107876073	0.7541754385964913	0.8251063829787234	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8029275808936825	0.7975173911568088	0.7697607655502392	0.8252740167633784	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2941671515572186	1.2945685015534596	1.2966276015341742	1.2925094015727447	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.18956409602999416	0.1893771544849295	0.18841806307981518	0.19033624589004383	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7564571058926544	0.752958742067498	0.735010614616696	0.7709068695183	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.7628813559322034	0.7562242130148065	0.7220701754385965	0.7903782505910165	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7798151001540832	0.7746160371916251	0.7479425837320574	0.8012894906511928	herroepen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.23638834552389	1.2488538209543254	1.3128071296843857	1.1849005122242653	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.15944717459329527	0.16832697957988965	0.21388423994589556	0.12276971921388374	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7596955827704193	0.7505883083961928	0.7038640311719003	0.7973125856204852	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.7509887005649718	0.7435299241010327	0.7052631578947368	0.7817966903073286	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7638674884437596	0.7568678950761818	0.720956937799043	0.7927788523533205	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0098481519088365	1.0386898139278367	1.1866600799383598	0.8907195479173136	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.004861942294352006	0.020460242922112758	0.15037406272832324	-0.10945357688409772	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5629346101607182	0.5519971069252947	0.49588295989138265	0.6081112539592067	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k24	0.5825	0.569614906059475	0.5035087719298246	0.6357210401891253	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5852850539291217	0.571451355661882	0.5004784688995215	0.6424242424242425	herroepen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3605811819034848	1.3437501524423128	1.2573996534676044	1.4301006514170211	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.22552903746611008	0.21619775195470875	0.16832420020056277	0.26407130370885473	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7565664049727294	0.7473294916982525	0.6999401105509362	0.7947188728455687	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.7784604519774011	0.7686152793330845	0.7181052631578948	0.8191252955082743	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7799691833590139	0.7709050188333503	0.724401913875598	0.8174081237911025	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2954095709125906	1.2835758016899077	1.2228634204604913	1.344288182919324	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.19463124652609493	0.18748480046302446	0.15082042500901077	0.22414917591703817	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7573256296040412	0.7471893065985287	0.6951855624832904	0.7991930507137668	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.7592937853107344	0.7477673261167103	0.6886315789473685	0.806903073286052	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7678736517719569	0.7590966778648749	0.714066985645933	0.8041263700838168	herroepen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2022034639978754	1.1931804607459329	1.1468885310185752	1.2394723904732903	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.13920972679783947	0.13276040380962004	0.09967257282658121	0.16584823479265887	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6718058252294065	0.6538045445597698	0.561450148080764	0.7461589410387756	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.6728672316384181	0.6591209406494961	0.5885964912280702	0.729645390070922	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6724961479198767	0.6598588347076588	0.595023923444976	0.7246937459703416	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1102197414991712	1.1300401358899284	1.2317273766772916	1.0283528951025653	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.07322151516257284	0.08773363624713366	0.16218712702879348	0.013280145465473842	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.615591398389878	0.6011313408253213	0.5269449585375955	0.675317723113047	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k24	0.6250706214689266	0.610718800547468	0.5370877192982456	0.6843498817966903	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6359013867488443	0.6216783738844209	0.5487081339712918	0.6946486137975499	herroepen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2664477600732535	1.2592158932962834	1.2221132724405228	1.2963185141520437	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.17665702935339783	0.17185945294707206	0.14724580007983543	0.19647310581430866	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7652656636080537	0.7569542775255793	0.7143132532763625	0.799595301774796	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.7402966101694916	0.7282116461366182	0.6662105263157895	0.7902127659574468	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7561633281972265	0.743833180630493	0.6805741626794258	0.8070921985815602	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2068835959707813	1.2087434716922831	1.2182854427852046	1.1992015005993617	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.14148497554198441	0.1426839538001281	0.14883523355930006	0.13653267404095612	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7115836776753595	0.7062468641063375	0.6788666901435296	0.7336270380691454	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.7049152542372882	0.6930327236531044	0.6320701754385964	0.7539952718676123	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7248073959938367	0.7129403780243646	0.6520574162679426	0.7738233397807865	herroepen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1679919281030864	1.1733446787097825	1.2008066166050058	1.1458827408145593	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.11860515345677548	0.12183619501388991	0.1384128430025639	0.10525954702521592	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6507951976552432	0.6380945897406582	0.572934949135397	0.7032542303459196	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.6772881355932203	0.663959686450168	0.5955789473684211	0.7323404255319149	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.674653312788906	0.6626006990396688	0.6007655502392344	0.7244358478401032	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0636647287833918	1.068000202985496	1.0902430706310742	1.0457573353399179	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.04657232756015881	0.05015374387144482	0.06852796668586872	0.03177952105702093	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.546657644042422	0.5278572540495647	0.43140307930360183	0.6243114287955277	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k24	0.5811864406779661	0.5659686450167973	0.48789473684210527	0.6440425531914894	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5839753466872111	0.5680762835522074	0.48650717703349283	0.6496453900709219	herroepen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.371701977326644	1.375463600626278	1.3951266315107287	1.3558005697418272	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.2115358365552958	0.21263261577865905	0.21836577990078532	0.2068994516565328	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.7771014848172816	0.7604783372734705	0.6735846114762759	0.8473720630706649	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k23	0.7711720226843101	0.757893608332793	0.6884837151316815	0.8273035015339045	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.7879841897233202	0.777198878352634	0.7208211143695015	0.8335766423357664	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.3349220896408989	1.338957919534597	1.360054303069837	1.3178615359993568	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.1898068300970347	0.1915145360866372	0.2004411810322867	0.18258789114098772	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.7418706018884539	0.7266607423124329	0.647154658165051	0.8061668264598149	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k23	0.7409892879647133	0.7295359952862436	0.6696665108306062	0.7894054797418809	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.7658498023715414	0.7565782620173955	0.7081133919843597	0.8050431320504313	herroepen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
DR	1.3408349840010187	1.3161434700960704	1.1870741928656572	1.4452127473264833	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.204535157550517	0.19095001228169986	0.11993675292197402	0.2619632716414257	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.7588540316024196	0.7481170337223889	0.6919918175313193	0.8042422499134585	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k23	0.7516540642722117	0.740796714702848	0.6840423874084464	0.7975510419972496	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.7696442687747036	0.7598575821792211	0.7086999022482894	0.8110152621101526	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
DR	1.2031711486335868	1.2180307194539768	1.2957057487423798	1.1403556901655738	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SIL	0.1236685203322411	0.13458726342489744	0.19166251140923735	0.07751201544055751	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7214238050954364	0.7190937225150495	0.7069137453903008	0.7312736996397984	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k23	0.7317422810333963	0.7253587073114411	0.6919900264921303	0.7587273881307521	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7675889328063241	0.7629356907906473	0.7386119257086999	0.7872594558725945	herroepen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
DR	1.222436218577422	1.2459330010732261	1.3687570913922016	1.1231089107542507	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.128123967074973	0.140863693817439	0.20745771997123846	0.0742696676636395	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.7315707676295573	0.7204627720137027	0.6623982494762809	0.7785272945511245	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
