measure	globqual	meanclassqual	classqual_herroepen_2	classqual_herroepen_1	model	technique
kNN_k23	0.7248424700693131	0.713129273405837	0.6519011999376656	0.7743573468740083	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7345454545454545	0.7240533424663398	0.669208211143695	0.7788984737889847	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2134593372512983	1.20943590230796	1.1884043105586906	1.230467494057229	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.14198128323455772	0.139408628720522	0.1259606619426082	0.15285659549843586	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.679138515644246	0.6642868302142833	0.5866530200122051	0.7419206404163614	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.6844517958412099	0.6707538085991931	0.599150693470469	0.7423569237279171	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.694703557312253	0.681567737654387	0.6129032258064516	0.7502322495023225	herroepen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1928171340957492	1.197404884110021	1.2213863046391695	1.1734234635808727	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.13555488730769008	0.13856776050819453	0.15431687041992226	0.1228186505964668	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7202681606586459	0.7091462524208143	0.651009004813968	0.7672835000276607	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.7091367359798362	0.6969176309733838	0.6330450366214742	0.7607902253252935	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7201581027667984	0.7088055026364422	0.6494623655913978	0.7681486396814864	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0013290206469547	1.023789268936613	1.1411951122689172	0.9063834256043088	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.007387358761215323	0.013010950313606925	0.11963847502290506	-0.09361657439569121	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5986399343536457	0.5870102654174227	0.5262188141598936	0.647801716674952	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k23	0.5841997479521109	0.5714231074165452	0.5046361227988156	0.6382100920342748	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6053754940711462	0.592707865088369	0.5264907135874878	0.6589250165892502	herroepen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2956097057945368	1.2960118311043016	1.2980399413622457	1.2939837208463576	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.18503478793184347	0.1855178605863199	0.18795422701759218	0.1830814941550476	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7011930324741286	0.6900287982162836	0.6337222254375872	0.7463353709949802	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.7190154922538731	0.7064146719090366	0.6428627084307309	0.7699666353873423	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7227272727272727	0.7097955653072849	0.644574780058651	0.7750163505559189	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.192670542186625	1.1928298609838368	1.193633381874122	1.1920263400935516	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.12682949027384494	0.1266397572690497	0.1256828429839954	0.12759667155410398	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6258685593967832	0.6108477572360056	0.5350906680773013	0.68660484639471	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.6533452023988006	0.6377701485375515	0.5592177029764688	0.7163225940986342	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6615203761755486	0.6454531389551116	0.5644183773216032	0.72648790058862	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1710299497663157	1.1807424539367517	1.22972725757895	1.1317576502945532	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.11935166944951427	0.12577115496329241	0.15814769059799968	0.09339461932858516	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6739283212738225	0.6578706006313058	0.5768838356516561	0.7388573656109555	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.6876249375312344	0.6748547865774701	0.6104488078541375	0.7392607653008029	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6906739811912226	0.6770614007327862	0.6084066471163245	0.7457161543492479	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	0.9970934149552978	1.0250386153125575	1.1659796258100408	0.8840976048150742	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.014097484614465177	0.011080073913713274	0.1380625430123524	-0.11590239518492586	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.534781321607938	0.5227410862389803	0.4620164208998893	0.5834657515780712	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k23	0.5523488255872064	0.5367826356025979	0.4582748948106592	0.6152903763945365	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5566614420062695	0.5415761232656104	0.4654936461388074	0.6176586003924134	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2847911468556734	1.283613753129335	1.27629964058693	1.29092786567174	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.1744605726028163	0.17479573568443493	0.17687780937327804	0.17271366199559182	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6930297785018964	0.6884136118946429	0.6597374253950379	0.717089798394248	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k20	0.727363530778165	0.7225867091022455	0.6929125138427464	0.7522609043617446	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7371175166297117	0.731326061079823	0.6953488372093023	0.7673032849503437	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.254702659541728	1.258865971229857	1.2847289680803557	1.2330029743793585	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.161248327972224	0.16349210929461055	0.17743075084276955	0.14955346774645156	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7588388968846879	0.7536689413054383	0.7215525505858568	0.7857853320250197	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k20	0.7587688734030198	0.75203290618573	0.7101882613510521	0.7938775510204081	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7761419068736142	0.769014159575035	0.7247357293868921	0.813292589763178	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2247616916916324	1.2465261397331444	1.38172952908193	1.1113227503843586	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.14269545149417004	0.1578817962260721	0.252221210469706	0.06354238198243815	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7457673428067536	0.7405009221840791	0.7077852789220102	0.7732165654461481	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k20	0.7386991869918699	0.7347306364406228	0.710077519379845	0.7593837535014005	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7543237250554323	0.7495176506120418	0.719661733615222	0.7793735676088617	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0915173095700292	1.1261918594409561	1.341594366214896	0.9107893526670163	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.04639857839198321	0.07262578372983243	0.23555236234374421	-0.09030079488407936	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6811200260546135	0.6754227522911204	0.6400305970936633	0.7108149074885775	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k20	0.662369337979094	0.6571917138948602	0.6250276854928017	0.6893557422969188	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6809756097560975	0.6748192300175884	0.6365750528541226	0.7130634071810542	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.2984317142326463	1.3037067610804456	1.3364759914985922	1.270937530662299	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.18285704666742583	0.18639058178685308	0.20834133025602236	0.1644398333176838	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7234818733759594	0.7169181259332145	0.6761433312131325	0.7576929206532965	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k20	0.7332404181184669	0.7261055585024707	0.681782945736434	0.7704281712685074	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7441241685144124	0.7372439462042746	0.6945031712473573	0.7799847211611918	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2505996876067897	1.2588246071014666	1.3099188039623364	1.2077304102405966	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.15957821879028136	0.16448069564285792	0.19493547609068199	0.13402591519503385	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7648296514636655	0.7576254193666468	0.7128718563397121	0.8023789823935816	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k20	0.7465737514518003	0.739171715197707	0.6931893687707641	0.7851540616246498	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7641685144124168	0.7552125712864427	0.6995771670190275	0.8108479755538579	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2196459691489583	1.25614798352366	1.4829029213058984	1.0293930457414215	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.12405674694896056	0.14763712282391378	0.294121275986502	0.0011529696613255455	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7061727781424482	0.7062981765002643	0.7070771662988186	0.7055191867017099	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k20	0.6990708478513357	0.693326400327573	0.6576411960132891	0.7290116046418568	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7136141906873614	0.7078277399754829	0.6718816067653277	0.7437738731856379	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1056720962790338	1.1434141356041339	1.3778722586842997	0.9089560125239678	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.05241355076435831	0.08031735892585706	0.25365919750486454	-0.0930244796531504	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6517108049100152	0.6487091212410299	0.630062298448849	0.6673559440332109	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k20	0.6495702671312428	0.6444321914812436	0.6125138427464009	0.6763505402160864	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6663414634146342	0.6594000390854016	0.6162790697674418	0.7025210084033613	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2893342857527357	1.2996056220232077	1.3518960612183386	1.247315182828077	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.18053168554066235	0.18677877179875074	0.21858212002174615	0.1549754235757553	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.733786784324409	0.7290098996178943	0.7046912138392737	0.7533285853965149	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k22	0.7371541501976284	0.7280402991629468	0.6816425120772946	0.7744380862485989	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7491071428571429	0.7399502487562188	0.6933333333333334	0.7865671641791044	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2367825969006916	1.25170624054378	1.3276811536358666	1.1757313274516934	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.15173756358718712	0.1607329713436656	0.20652777446755607	0.11493816821977514	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7567093744865576	0.7527542398572535	0.7326190090171607	0.7728894706973465	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k22	0.7347720214568041	0.7265900405744663	0.6849363197189284	0.7682437614300042	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7513798701298701	0.7427453640886477	0.6987878787878787	0.7867028493894166	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.169771451238899	1.2134634378011142	1.435895369390573	0.9910315062116554	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.09502809197596283	0.12473259438427292	0.2759555157356697	-0.026490326967123844	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6549198217649665	0.6419697982568109	0.576042405851655	0.7078971906619668	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k22	0.665143280632411	0.6522057040227061	0.5863416776460255	0.7180697303993865	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.682224025974026	0.6688240615106287	0.6006060606060606	0.7370420624151968	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.015188083161591	1.0545548665689437	1.2549675820972854	0.8541421510406021	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.008573877710679375	0.024984441148585057	0.19582679170484035	-0.14585790940767024	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.563321639014286	0.5520546346806711	0.4946953398913592	0.609413929469983	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k22	0.5863389328063241	0.5738294692545178	0.5101449275362319	0.6375140109728039	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6073051948051947	0.5914126338006935	0.5105050505050505	0.6723202170963365	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4063964829067985	1.414792394217638	1.4578670696384661	1.3717177187968097	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.2432927051422753	0.2480705217464083	0.2725827982371778	0.22355824525563886	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8132321134977216	0.805053392865642	0.7630930000575811	0.8470137856737029	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.8099858757062147	0.8043905686201318	0.7756842105263158	0.833096926713948	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8206471494607088	0.8159679663375072	0.7919617224880383	0.8399742101869762	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.314814620280302	1.3184070965915435	1.3368380620144358	1.2999761311686513	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.2025509207650337	0.20463186080162493	0.21530798794587575	0.19395573365737415	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7990304338331545	0.7903968522078875	0.7461028247391264	0.8346908796766487	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.7830932203389831	0.7756975239517232	0.7377543859649123	0.8136406619385342	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.800693374422188	0.7947734907869286	0.7644019138755981	0.8251450676982591	herroepen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2653976704759382	1.287886696933578	1.4032651804988614	1.1725082133682947	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.1739944043979054	0.1880637968840767	0.26024589746530347	0.11588169630284997	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7846885146489697	0.78079805744577	0.760838320490224	0.8007577944013161	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.7709322033898305	0.7644327485380117	0.7310877192982456	0.7977777777777778	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7891371340523883	0.7839784179985747	0.757511961722488	0.8104448742746615	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.020867108812	1.0570840369191568	1.2428926245993517	0.8712754492389616	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.0023366198185843803	0.028262817503465612	0.18525123506876554	-0.1287256000618343	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6035821100395715	0.593264823260068	0.5403326563043547	0.6461969902157814	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k24	0.6048305084745763	0.5930133134254075	0.5323859649122807	0.6536406619385343	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6297380585516179	0.6174882079473345	0.5546411483253588	0.6803352675693101	herroepen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3602130138220931	1.3517440508410972	1.3082945885907704	1.395193513091424	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.22895085310223295	0.2240997239354269	0.19921132212311765	0.24898812574773616	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8361544131398363	0.8241954816467172	0.7628409635515842	0.8855499997418502	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.8168220338983051	0.8068148562896603	0.7554736842105263	0.8581560283687943	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.833513097072419	0.8243001119820829	0.7770334928229665	0.8715667311411992	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2812950155531708	1.2717346916120111	1.2226860731312796	1.3207833100927429	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.18900389531537884	0.18259544395505622	0.14971730219340107	0.21547358571671138	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.777139236612788	0.7622060514654185	0.6855923189702182	0.8388197839606187	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k24	0.7804519774011299	0.7678036580813736	0.7029122807017544	0.8326950354609929	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7909090909090909	0.7796233329939937	0.7217224880382775	0.8375241779497098	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.21416854339596	1.202101992847813	1.1401953422094928	1.264008643486133	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.14841505223586518	0.1393960483932521	0.09312463737462842	0.18566745941187576	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7113538417655486	0.6928998473988555	0.5982228328219075	0.7875768619758033	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k24	0.7114265536723164	0.6952481025258181	0.6122456140350877	0.7782505910165485	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7284283513097072	0.7155336115918423	0.6493779904306219	0.7816892327530626	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0339948355513235	1.0466022881042543	1.1112840012018994	0.9819205750066093	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.022438859927847356	0.033145695966724245	0.08807641999226655	-0.021785028058818056	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6113752921069971	0.5980719495547465	0.5298200181997216	0.6663238809097715	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k24	0.6036016949152543	0.5862099041931068	0.49698245614035086	0.6754373522458629	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.625808936825886	0.6081746920492721	0.5177033492822967	0.6986460348162475	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2689678809813965	1.263703329203663	1.2366938896483353	1.2907127687589908	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.179140556096441	0.17559340332180323	0.15739496734757477	0.19379183929603172	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7756507185786138	0.768442683995685	0.7314623326571811	0.8054230353341891	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k24	0.7596045197740113	0.7481303969142714	0.6892631578947368	0.8069976359338061	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7769645608628659	0.7663300417387763	0.7117703349282296	0.820889748549323	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1727642465178922	1.1674407672604072	1.1401290041133103	1.1947525304075042	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.1195878853348816	0.11564904726227901	0.0954410954115353	0.13585699911302274	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
