measure	globqual	meanclassqual	classqual_blik_1	classqual_blik_3	classqual_blik_5	model	technique
DR	1.1561522059072418	1.1003264605675496	1.1783433121005567	1.1159457517974687	1.0066903178046236	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.003618707978558836	-0.0157935898848889	-3.519851333142285e-4	0.037944743849574476	-0.08497352837092695	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6997796393017812	0.37282275303577594	0.8407507566421409	0.11218651960233247	0.16553098286285442	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k23	0.7250402576489533	0.4282429772767937	0.8533279656468062	0.18140096618357487	0.25	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7420875420875421	0.47011223344556674	0.8609427609427609	0.20242424242424242	0.346969696969697	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1408127951990508	1.0822550504839437	1.1623989824915348	1.1527477384208424	0.9316184305394537	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.022339149876528065	-0.0398781617541755	-0.018926956652145735	0.07893880947500656	-0.17964633808538732	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6993266523517592	0.352920479033458	0.8475636909567964	0.1126154968101808	0.09858224933339681	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k23	0.7107622114868491	0.40824610842726783	0.84158615136876	0.15458937198067632	0.22856280193236714	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.725117845117845	0.45230078563411896	0.8447811447811447	0.16969696969696968	0.3424242424242424	blik.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.050066233067424	1.1112577813076578	1.0173526908997428	1.3626010035504172	0.9538196494728135	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.12106875766109162	-0.02946997906075306	-0.1663620315508228	0.229130663606243	-0.1511785692376794	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6668893797735282	0.3394860920292955	0.8070339796418939	0.11110163691661917	0.10032265952937347	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k23	0.6879227053140097	0.38186169261048486	0.8196792807300054	0.14444444444444443	0.18146135265700483	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7	0.40904040404040404	0.8265151515151515	0.14303030303030304	0.25757575757575757	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0183323672834872	1.068235842548492	0.9901618147710342	1.3209483445019208	0.893597368372521	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.11222615508121962	-0.05231708509411271	-0.1448748091865756	0.21362193644488897	-0.2256983825406515	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6657023409484624	0.33413426957535763	0.8071448785175575	0.11835799521467796	0.07689993499383757	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k23	0.6794149221685454	0.3608203614242262	0.8154019055287172	0.15096618357487923	0.11609299516908213	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6896969696969697	0.3815824915824916	0.8217171717171717	0.16242424242424242	0.1606060606060606	blik.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.1729849697165449	1.044999247446082	1.2236567757078716	1.0873158452396436	0.824025121390731	blik.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.024606155131005277	-0.06805431434151368	-0.010071574131338568	0.031665163405761004	-0.2257565322989635	blik.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
