measure	globqual	meanclassqual	classqual_both	classqual_haten_1	classqual_haten_2	model	technique
DR	1.0543416866549262	1.0734629094932877	1.1248212529579855	1.0149519720171645	1.0806155035047134	haten.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.03713298188104946	-0.02001001369236788	0.02875341767287277	-0.10844577771535459	0.019662318965378178	haten.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48786378758377763	0.36569591680126445	0.05662823780650036	0.4916564316617079	0.5488030809355852	haten.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k15	0.5245142002989537	0.4105508826583593	0.12291666666666666	0.51925	0.5894859813084112	haten.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5417040358744395	0.4263082696120079	0.13522727272727272	0.5341818181818182	0.6095157179269328	haten.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0683838423438439	1.025110738872043	0.9153615453286572	1.0732928157629782	1.086677855524494	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.01889062191913257	-0.02789383708574171	-0.14620375432084431	0.019715892958168654	0.04280635010545053	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4829740126763088	0.35677073281345595	0.03705246677986215	0.4926322756192891	0.5406274560412165	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.5059417040358745	0.38382703790238837	0.0734375	0.5286666666666666	0.5493769470404984	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5108030982470444	0.3883562730104786	0.07727272727272727	0.5316363636363636	0.5561597281223449	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0813016399124629	1.0393972696605256	0.9389144153623645	1.0107208660820517	1.1685565275371605	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.021058591724712434	-0.023919732169809912	-0.13207714840888382	-0.0507542108444897	0.11107216274394378	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4477753410359747	0.3326217269582174	0.04075154063156974	0.45846901501322584	0.49864462522985664	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.5123318385650224	0.3939492471443406	0.09270833333333334	0.53875	0.5503894080996885	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5123522217692621	0.39753271028037385	0.10454545454545454	0.5485454545454546	0.5395072217502124	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.053139341284482	1.0413660208024467	1.0101405213638623	1.0722331610049116	1.0417243800385658	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.01358789808415875	-0.02826234793652807	-0.06373952284869133	-0.034545119375314	0.013497598414421125	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4874471518393194	0.36030272967459265	0.03747036399696165	0.5066654630932131	0.5367723619336031	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.5054932735426009	0.3789401609553479	0.057291666666666664	0.52875	0.550778816199377	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5174072564207093	0.3892687623902577	0.06363636363636363	0.5403636363636364	0.5638062871707731	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0485635723234537	1.0699208184177722	1.1206060293719171	1.0913939158757524	0.997762510005647	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.04870874884602952	-0.027041508362541898	0.028513826338476173	-0.05900448407324259	-0.050633867352859276	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48075851658366	0.3636204029976199	0.06463611512325615	0.5187305268376432	0.5074945670319604	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k15	0.5077354260089686	0.39387493509865007	0.10364583333333333	0.5395833333333333	0.5383956386292835	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5146351406441092	0.4003160577740017	0.10909090909090909	0.5443636363636364	0.5474936278674596	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0716494409178623	1.0417416204035699	0.9697114706103495	1.0326693686254222	1.122844021974938	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.0045758379711747935	-0.03022653934351718	-0.11270994343760267	-0.05613395707290931	0.07816428247996043	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.43958016762404367	0.32620783881997995	0.03846812776322851	0.46078930945883684	0.4793660792378745	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.4797991071428571	0.3567932098765432	0.04583333333333334	0.48866666666666664	0.5358796296296297	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.47045454545454546	0.34445847362514026	0.026136363636363635	0.47727272727272724	0.52996632996633	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.092281009978018	1.0395748682829389	0.9146213854503328	1.0007679533956948	1.2033352660027894	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.022200224443983972	-0.033600448111107205	-0.1663806654334089	-0.06904678044719056	0.13462610154727786	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5157698580726737	0.37972345720567396	0.03481598759694241	0.5368601334300936	0.5674942505899858	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.5139880952380952	0.3888719135802469	0.07187500000000001	0.5310833333333334	0.5636574074074074	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.51655844155844155	0.3935982042648709	0.08181818181818182	0.5361818181818182	0.5627946127946127	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0403887549294297	1.0283784507033238	0.9929761651437408	1.099216216307567	0.9929429706586639	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.016239126850482705	-0.03223209084020936	-0.07498159327817311	0.011584195484027568	-0.033298874726482526	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.45940327659745744	0.34234443891948113	0.04646162476373987	0.4673493467271682	0.5132223452675353	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.4982142857142857	0.37866640946502056	0.07552083333333333	0.5175	0.5429783950617284	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5098214285714285	0.3915078563411897	0.09204545454545454	0.5225454545454545	0.55993265993266	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0337266050229412	1.0418031270092674	1.0555658615283199	1.109674295657296	0.9601692238421863	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.03662032660684185	-0.03259597769289657	-0.025459469552754688	-0.001984051714060486	-0.07034441181187455	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48107859742636655	0.35972059007974394	0.04953772119664597	0.5287993765299385	0.5008246725126474	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k15	0.5029389880952381	0.3861093106995885	0.0890625	0.5309166666666667	0.5383487654320988	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5130681818181818	0.39448821548821544	0.09318181818181817	0.5392727272727272	0.551010101010101	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0462683959550494	1.0128768685073544	0.929082703343157	1.0387101378240282	1.070837764354878	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.0023720799926740094	-0.03609402291428298	-0.1306855147234472	-0.018510475146748497	0.04091392112734675	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.45800647194986566	0.34344983413357977	0.052281456645893426	0.4553014968118911	0.5227665489429548	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.498015873015873	0.3775332383665717	0.071875	0.49157407407407405	0.5691506410256411	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5043290043290043	0.3828697228697229	0.075	0.49616161616161614	0.5774475524475524	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.068441094855318	1.0266534248006283	0.9273382929872034	1.0241049168075274	1.1285170646071543	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.01477924543457744	-0.03232277974325683	-0.144415983109557	-0.03426730767974125	0.08171495155952777	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.42320294903040806	0.32047655188408175	0.06085620405124088	0.4114799239241865	0.4890935276768179	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.506984126984127	0.4009440289648623	0.1328125	0.49574074074074076	0.5742788461538462	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5029437229437229	0.4002007252007252	0.1409090909090909	0.4888888888888889	0.5708041958041958	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.0551252012423276	1.0394095065215656	1.0000377614957257	1.0511536258725596	1.0670371321964118	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.008104044447162421	-0.027515586523085667	-0.07279644178164842	-0.03406619889382561	0.024315881106217026	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4899035984294751	0.37145797265091024	0.06440492308089128	0.524821326126841	0.5251476687449984	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.5301190476190476	0.4115268874643875	0.10989583333333333	0.5286111111111111	0.596073717948718	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5428571428571428	0.4230089355089355	0.11704545454545454	0.5484848484848485	0.6034965034965035	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.059670965116493	1.0699356620950307	1.0962476852089749	1.0585162571997317	1.0550430438763856	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.023499168590658353	-0.0196380829302408	-0.003479006297726342	-0.06329313685692545	0.007857894363929398	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5202119757091054	0.3921822662164272	0.06991304911670708	0.4974288455959237	0.6092049039366508	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k15	0.5478571428571428	0.43415509259259255	0.14739583333333334	0.5311111111111111	0.6239583333333333	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5594805194805195	0.4421108521108521	0.14545454545454545	0.5462626262626262	0.6346153846153846	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0266219139193553	1.0000157625684987	0.9279830743346702	1.053700389775425	1.0183638235954007	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.002571407788040466	-0.03023801414783178	-0.10391835581244609	0.017896466632874215	-0.004692153263923461	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4117320470156622	0.30762071170458444	0.041643085795168115	0.41781004489760687	0.4634090044209783	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.46416666666666667	0.3574821937321937	0.084375	0.47388888888888886	0.5141826923076923	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4607792207792208	0.3510787360787361	0.07045454545454545	0.46949494949494947	0.5132867132867133	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.039709689328241	1.0146917556130153	0.9553275566679728	1.0125691432534678	1.076178566917605	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.0030976587460807945	-0.03253131268988655	-0.10168289117565404	-0.03936905707929157	0.04345801018528596	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4328629103746115	0.3256270928010591	0.053007974611341824	0.4306957149617103	0.49317758883012525	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.49738095238095237	0.3998815883190883	0.1546875	0.4786111111111111	0.5663461538461538	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.499047619047619	0.3988636363636363	0.14659090909090908	0.4818181818181818	0.5681818181818181	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0392279305880787	1.02735644818398	0.9893378220381231	1.0882584336107433	1.0044730889030737	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.014391015411573546	-0.025256624200539358	-0.057159195737425714	0.012289693625402026	-0.030900370489594382	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.49680281847932817	0.3707947444969577	0.04395120601057293	0.5351187338186768	0.5333142936616234	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.518015873015873	0.3916711182336182	0.0671875	0.5361111111111111	0.5717147435897436	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5261471861471861	0.393541181041181	0.053409090909090906	0.5424242424242424	0.5847902097902098	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0231300707007303	1.0225107578267194	1.0161444593316622	1.0532377981140573	0.9981500160344386	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.03193267306180587	-0.03490333658774332	-0.042902412866248435	-0.029183381440487273	-0.03262421545649425	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.43941099698090896	0.3315201243483735	0.05156541865948495	0.4728723277619273	0.4701226266237084	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k15	0.4722222222222222	0.3627418684710351	0.0828125	0.48009259259259257	0.5253205128205128	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.4828571428571428	0.37398148148148147	0.09659090909090909	0.48444444444444446	0.5409090909090909	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0353314961937357	1.016495827988156	0.9666213940526737	1.0509438460772982	1.031922243834496	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.006738750502191258	-0.03163452464020925	-0.0942460750456752	-0.007849962124856039	0.007192463249903486	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4006366323309927	0.3011589811482996	0.05027708487322384	0.4008023025397187	0.4523975560319562	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.472782874617737	0.3655953123631906	0.09427083333333333	0.47952127659574467	0.5229938271604938	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4683903252710592	0.36208718389569455	0.09318181818181819	0.4738878143133462	0.5191919191919192	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.039362855430894	1.0207588530106169	0.9773962919557326	1.0160219308269705	1.0688583362491475	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.008538641826405001	-0.033531608347885045	-0.09005457302770895	-0.05127117628637447	0.04073092427042827	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.44074950481873365	0.33057782357846033	0.05105680771517782	0.4518997485100608	0.4887769145101423	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.489717125382263	0.38774475199194464	0.13177083333333334	0.4820035460992908	0.5494598765432098	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.504837364470392	0.4029541872626979	0.14659090909090908	0.5011605415860735	0.5611111111111111	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0403021704346098	1.0210441244119306	0.9595852068681916	1.1250417230604957	0.9785054433071046	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.010545239234130884	-0.03318840780934361	-0.09841224620166306	0.04283890524044324	-0.043991882466811	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4676654096189227	0.34855160423107096	0.04052551610295154	0.5179509280335928	0.4871783685566686	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.5047782874617737	0.3810577828123632	0.06822916666666666	0.5102836879432624	0.5646604938271605	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5109257714762302	0.38582784105833745	0.0693181818181818	0.5177949709864603	0.5703703703703703	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.034397833557386	1.0385182976190481	1.0377863528692606	1.1074897320778176	0.9702788079100659	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.038921644891969684	-0.038594850728725844	-0.04160774715811471	-0.013707165079373376	-0.06046963994868944	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.47048857958403484	0.35301561368994794	0.0522238062730685	0.50042559350723	0.5063974412895452	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k15	0.4849388379204893	0.3768522622800105	0.1015625	0.5028368794326241	0.5261574074074075	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.48882402001668057	0.3819545932134584	0.11022727272727273	0.5034816247582204	0.5321548821548822	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0697236552366574	1.0360631994142733	0.9591367838054972	0.9214034514867191	1.2276493629506038	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0036713636065696166	-0.038281137449503046	-0.11823139207531774	-0.14062632619168033	0.14401430591848893	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4524456457785484	0.3372264384627944	0.04645161990375603	0.4444638070283599	0.5207638884562672	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.4861111111111111	0.3644206981858164	0.05625	0.4970588235294118	0.5399532710280374	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4911515151515151	0.3647807792049133	0.04431818181818182	0.5105169340463458	0.5395072217502124	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1007119866609896	1.056084879445814	0.9539629018002986	0.9064850479112944	1.307806688625849	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.005598779592536582	-0.03812751703523709	-0.14019551076175374	-0.14817337946244985	0.17398633911849232	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.46827415221981683	0.347080624551817	0.04207593185897822	0.4444572865014912	0.5547086552949816	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.5025555555555555	0.3736254275853644	0.046875	0.5186274509803922	0.5553738317757009	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5081212121212121	0.3756311743048962	0.03977272727272727	0.5262032085561498	0.5609175870858114	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.0883115056006494	1.1217993982417882	1.2124465004138016	0.978977307562384	1.1739743867491788	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.06668365062993856	-0.02662988629108525	0.08030557079893534	-0.17043581008106148	0.010240580408870392	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5646206851946509	0.4196637895946107	0.05195670803134717	0.5888723720441953	0.6181622887082896	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k15	0.561962962962963	0.4279702548205159	0.08854166666666667	0.5758986928104575	0.6194704049844236	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5713939393939393	0.4357967386898118	0.09204545454545454	0.5901960784313726	0.6251486830926083	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0273943592966397	1.1022081495840172	1.2915571505529353	1.022676894881697	0.9923904033174192	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.1313879281458255	-0.04571614619765426	0.17408198652140228	-0.19081197401677702	-0.12041845109758804	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4635392120327412	0.3490034220396955	0.060575662801027295	0.44427809049640066	0.5421565128216586	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k15	0.4917037037037037	0.3752574420214607	0.08125	0.4861111111111111	0.5584112149532711	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.49058585858585857	0.37366275453823555	0.0784090909090909	0.4857397504456328	0.556839422259983	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.058895575594717	1.0385679285109621	0.9911632232260119	0.9865894459280903	1.137951116378784	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01479493910830963	-0.03454852368160969	-0.08033443093816872	-0.09015631741073785	0.0668451773040775	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4482516616793553	0.3374576849894138	0.05664075807164049	0.46259680384551954	0.49313549305108134	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k15	0.4957037037037037	0.3789291404516116	0.08229166666666667	0.5228758169934641	0.5316199376947041	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5002828282828282	0.3824785096706482	0.08295454545454545	0.532620320855615	0.5318606627017842	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0753403303591365	1.0467008411020453	0.9809777060294086	0.9540848828549305	1.2050399344217968	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.0014936290105421832	-0.028079403614564208	-0.08891568481048577	-0.11721894302978282	0.12189641699657597	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.46432511040634644	0.3425235090208661	0.033972161388329605	0.477085973586415	0.5165123920878537	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k15	0.49955555555555553	0.3715061121800745	0.04739583333333333	0.5080882352941176	0.5590342679127726	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.4974545454545454	0.37143715883408024	0.052272727272727276	0.5094474153297682	0.5525913338997451	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.056283515674569	1.0615047264345945	1.0727144030087492	1.0924430969861296	1.0193566793089048	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.03912020613532612	-0.03156719842167613	-0.011109127917606584	-0.06401873448149233	-0.019573732865929488	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.46391824974782875	0.3426476708164914	0.035414086780386655	0.47712284836341634	0.5154060773056711	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
