measure	globqual	meanclassqual	classqual_schaal_6	classqual_schaal_3	classqual_schaal_1	classqual_schaal_5	model	technique
SIL	0.5036617839204968	0.2570913572697458	0.3561481448244611	0.7111732223976613	0.1770398289653748	-0.21599576710851404	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.830353272266925	0.698764276289184	0.6722252538454827	0.9324158220119365	0.6951167805028432	0.49529924879647363	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8311903537344991	0.6875430228983421	0.5887965527854724	0.9353155972874283	0.7231359649122807	0.5029239766081871	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8450695883920639	0.7299632324612337	0.69377990430622	0.9332479726845924	0.7380681818181818	0.5547568710359407	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	3.7985399435512277	2.1396523403365943	1.3697437169930515	4.97351724261003	1.3175019912308452	0.8978464105124501	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.48439406099894877	0.17070834768675114	0.1470066685832544	0.7277130458199246	0.07599243807572692	-0.26787876173190134	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7823015600776811	0.5901207698460078	0.4460357988340636	0.9235290104340341	0.693569642857592	0.2973486272583417	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8092652913499819	0.6496049200836687	0.5075407817790089	0.9243609806990088	0.7498172514619883	0.41670066639466885	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8184779389991116	0.6899876397819803	0.6593301435406699	0.9209560392658984	0.7403409090909091	0.43932346723044396	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.190722807049437	2.2689204908421208	3.9836584094033056	2.320089983863701	1.500901644710674	1.2710319253908031	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2804192459174567	0.21953493575013047	0.6044839644967186	0.3743420020760006	0.07289324157837174	-0.17357946515056902	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8247355702642233	0.668703450538429	0.6159906223928858	0.9381523514516856	0.5932089300773213	0.5274618982318229	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.8173419433491438	0.6664380052114265	0.5684826100338565	0.9249375394668204	0.6635599415204677	0.5087719298245613	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8374888954693515	0.7199354213584985	0.6660287081339713	0.9255655142979087	0.7346590909090909	0.5534883720930233	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.2661829931453106	2.327625109614064	4.20203695929183	2.4210181729678557	1.3961402126854683	1.2913050935111017	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.3070977153010039	0.25127544982101785	0.6672232009406585	0.4013456917095185	0.10507177634992919	-0.16853886971603466	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8269049099657619	0.6631563291615139	0.5972644634481349	0.9432093285746512	0.564938181020633	0.5472133436026365	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.8193992037640246	0.6700691784723938	0.5964912280701754	0.926804491667353	0.6306652046783625	0.5263157894736842	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8447734675747705	0.7342120339381715	0.7119617224880382	0.9306871532223645	0.7335227272727273	0.560676532769556	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.545818693527858	3.1690832303416596	7.119304470143564	2.5155985994606533	1.8458573936889717	1.1955724580734493	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.2687036335512866	0.2770750096185865	0.7625997578711741	0.33220729259910775	0.30343015519018446	-0.28993716718612034	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8210973339611605	0.7170100762564332	0.8587883287999086	0.9212954806605064	0.6598330373744098	0.42812345819090797	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8351143874888088	0.7299593420339368	0.8076331178824253	0.9272712297174862	0.6750730994152047	0.509859921120631	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8492152798341723	0.7559981119702899	0.8047846889952153	0.9301749893299189	0.7397727272727272	0.54926004228329806	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.834388445176051	3.878997791043334	10.316621702563323	2.7424740479787135	1.4229122441152158	1.033983169516083	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.2961897466675716	0.26003819620456176	0.8752616074369023	0.4055833038010432	0.15810914435743953	-0.398801270777138	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8377900704156731	0.7456223072791868	0.8236623132617915	0.9247168660085525	0.7708597215981278	0.46325032824827544	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8431719907804255	0.7449816481280356	0.8128654970760233	0.9320209757570765	0.7470760233918128	0.4879640962872297	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8553745928338762	0.7648692297977621	0.8047846889952153	0.9345283824157063	0.7738636363636363	0.5463002114164904	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.3411532535311164	2.7817674705900837	5.86994021975269	2.3397263742870704	1.5094043257213725	1.407998962599201	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2949444571041297	0.28097947514975574	0.7125169422497779	0.3572393340255794	0.1339178583695857	-0.07975623404591994	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8440552025588666	0.745182834984609	0.78024793765791	0.9262568560483965	0.7151288281552541	0.5590977180768752	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.8351940457203615	0.7262434875803827	0.7503847337642351	0.9227195715144559	0.677266081871345	0.5546035631714946	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8479929161747344	0.75082175259123	0.75311004784689	0.9249787595581989	0.7323863636363637	0.5928118393234673	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.3513511484771543	2.677333033098767	5.545040551970765	2.410027039656562	1.3926162269089144	1.361648313858825	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.30594144375368654	0.28216173528222954	0.7317943630861818	0.37746603430182984	0.11686190399568759	-0.09747536025478103	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.844269530303958	0.7240997587392688	0.797934725241963	0.9405025660300499	0.5623316868060518	0.5956300568790106	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.835877572719678	0.7270374138408762	0.7602339181286549	0.9235940318084932	0.6626461988304093	0.5616755065959472	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8478748524203069	0.7522044221585904	0.7732057416267942	0.9253186066270178	0.71875	0.5915433403805497	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.606726135989498	3.81374779870469	9.785983499275273	2.3472429828443335	1.7825379614741617	1.3392267512249925	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.2608632825031804	0.29428943392360424	0.8242823900979174	0.3068027401216818	0.26839843839435695	-0.2223258329195392	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8159737393851865	0.7184120519011812	0.9006501253157586	0.9131311880243074	0.6160719400858276	0.443794954178831	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8298587377534746	0.73140627436466	0.827331486611265	0.9171175602557796	0.6524122807017544	0.5287637698898409	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8411452184179457	0.7525157103224908	0.8449760765550239	0.9214953271028037	0.6960227272727273	0.547568710359408	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	2.5713436689551665	3.5301169071127663	9.214109688800592	2.4615911722429624	1.3636105370488094	1.0811562303587012	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.26539379178040357	0.2406004345396633	0.8530453362980153	0.36428631221863983	0.13289619915389364	-0.38782610951189556	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8173906357320607	0.7172585113709443	0.8300597273255533	0.9145722790541173	0.7347794920698649	0.3896225470342418	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8172894357104883	0.705948380665537	0.7737765466297322	0.9139203148057058	0.6734283625730993	0.46266829865361075	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8323494687131051	0.733635947341903	0.8057416267942583	0.9203058623619371	0.7142045454545455	0.49429175475687104	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	3.22965426132689	2.0339837734304553	1.1818559841435727	4.0487331904206885	1.6601317777049545	1.2452141414526063	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.4779835846532989	0.20235423124176266	-0.0295894351664599	0.6650004438079935	0.16583537967039655	0.0081705366551205	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8200016283563253	0.6530407939804528	0.4614786949917204	0.9301971962384598	0.69459557636208	0.5258917083295509	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.82536144922567	0.6648024264842204	0.4739919975377039	0.9315542377069435	0.7225877192982456	0.5310757513939888	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8428190701806337	0.7161070955190361	0.6296650717703349	0.9339308578745198	0.7346590909090909	0.5661733615221988	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	3.114439718864481	2.0393222960876365	1.485191155287501	3.875886310529165	1.626047845339626	1.170163873194253	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.4664930895479714	0.211669968564706	0.14402626349519945	0.6593081392502671	0.16541904096025725	-0.12207356944689984	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8245362809637263	0.6634154209419271	0.5792980964121625	0.9445715851758888	0.6953481192869698	0.43444388289268726	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.8367144789226051	0.6863086348706788	0.5512465373961218	0.9417950196304533	0.7317251461988304	0.5204678362573099	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8472608824400355	0.7276079410282772	0.692822966507177	0.939820742637644	0.74375	0.5340380549682875	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	3.495887499631789	2.1823955236699644	1.5809582702418477	4.43417207481981	1.6364383561670959	1.0780133934511031	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.49279928233971027	0.2183748973181397	0.19483942525578568	0.706676689449753	0.15727215097710254	-0.18528867641008254	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8258930286802345	0.6535876290146838	0.474880047967118	0.942267593130823	0.6960256424293373	0.5011772325314569	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8274568070556413	0.667808826389038	0.5133887349953832	0.9376218323586745	0.7189327485380117	0.5012919896640826	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8415161385845424	0.7113162535960915	0.6248803827751196	0.9353819889031156	0.7289772727272728	0.5560253699788583	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	3.730815722214318	2.1157185137656898	1.357419909731812	4.877810026025507	1.3811622035159692	0.8464819157894704	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.4789595214003641	0.16670732968834046	0.1403645026788896	0.7228371306079944	0.10424107050440673	-0.30061338503792895	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7925238841374412	0.5770433925575837	0.31406702410682424	0.9366035524827386	0.693784221201066	0.3637187724397061	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8153799264719889	0.6567322955300716	0.5176977531548168	0.929330368173956	0.7452485380116959	0.43465252277981775	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.830678116671602	0.7034260445186605	0.6631578947368421	0.9297481860862142	0.7375	0.4832980972515856	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.2049710320056275	2.248581020797483	3.861752651805345	2.349716936583568	1.5090585752107102	1.2737959195903092	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2830214850953696	0.2200238731386732	0.592481111623232	0.37676937409568156	0.07161428844378269	-0.16076928160800352	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8212270495355849	0.661401562085213	0.610372072263957	0.9384146217378431	0.5932654938482189	0.5035540604908326	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.8194182524715697	0.6666213715014767	0.5657125269313635	0.9281223402794937	0.6637426900584794	0.5089079287365701	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8399763103346165	0.7152422549185548	0.6459330143540669	0.9317114810072556	0.7306818181818182	0.5526427061310782	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.289822328041774	2.336267835398517	4.188732082677006	2.4537756303559948	1.4068091050901124	1.2957545234709553	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.3103715694845819	0.2566908229206281	0.668198557466299	0.40205163868698784	0.10716026437983198	-0.15064716885060625	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8199894587341479	0.6426478673212324	0.5731237744387322	0.9479129623523667	0.5626274873855767	0.48692724510825375	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.8233994323485151	0.6726621182243044	0.590335487842413	0.9310325892979711	0.6383406432748537	0.5309397524819801	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8486822623630441	0.7362587051928424	0.7148325358851675	0.9353819889031156	0.7227272727272727	0.5720930232558139	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.556622012503066	3.202777334713486	7.19189325986903	2.5149549221939793	1.9028765698543706	1.2013845869365645	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.26590202157968557	0.27840757602234445	0.7614577994739417	0.32647898093459704	0.31642018385333315	-0.2907266601724941	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8370843977882118	0.74619011564356	0.9077301479987494	0.9279934851122967	0.6666507897119788	0.48238603975121497	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8406956587995504	0.7472050802726269	0.8476454293628808	0.9261181121818631	0.6838450292397661	0.5312117503059975	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8551969203435001	0.7743431084401518	0.8574162679425837	0.9296628254374734	0.7369318181818182	0.5733615221987315	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.961925992996376	4.256297066538696	11.76967728382835	2.7985131960098384	1.458800373141859	0.9981974131747383	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.29842007263112386	0.2622165266355789	0.8843996343505958	0.408738927001715	0.15875514994925427	-0.40302760475924954	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8379294408452101	0.7410479432691726	0.8862663531681437	0.9343722542839449	0.7080726050048485	0.435480560619753	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8503533535249633	0.7626903212906246	0.868882733148661	0.9344370315460011	0.7386695906432748	0.5087719298245614	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8579212318625999	0.7790532488960319	0.8669856459330143	0.9325650874946649	0.7585227272727273	0.5581395348837209	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.344421573143153	2.7335301790240583	5.6571253132305985	2.3642576741501413	1.5093091841987836	1.403428544516709	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2963264659418563	0.27582648870867277	0.7068440213424613	0.3654500240685558	0.1546638319367226	-0.12365192251304852	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8529382381512612	0.7622377164835401	0.8908608664890463	0.9391364738975786	0.6919623750299344	0.5269911505176011	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.8373965216070479	0.7168251578913586	0.7106802092951677	0.9301524840137727	0.6705043859649122	0.5559635522915817	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8559622195985832	0.7628822255849311	0.7942583732057417	0.9330501274426508	0.7335227272727273	0.5906976744186047	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.362121288363849	2.653379939453274	5.3965644519142435	2.4321860657226906	1.3849330147759948	1.3998362254001664	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.3041338050675236	0.27515456488463563	0.7269317911624743	0.37977994387071173	0.1044891466684001	-0.11058262216304364	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8164986190624189	0.6672008085091411	0.7058616588695301	0.9355123374165465	0.5735358434279983	0.4538933943224895	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.8355168223589277	0.7059614227095037	0.6592797783933517	0.9295512925616222	0.6560672514619882	0.5789473684210527	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8530106257378984	0.7427019535096906	0.7033492822966507	0.9348343245539508	0.7267045454545454	0.6059196617336152	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.50579780850005	3.4780493372576853	8.540875126904599	2.3278076972436645	1.7738976521148007	1.2696168727676769	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.25237545590137295	0.27941121415102854	0.8046998321369216	0.3037409981253023	0.26854573859041964	-0.2593417122485293	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8216676939031882	0.7241092877667785	0.8293463221207582	0.912105590960991	0.6853538270122895	0.46963141097307515	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.828244854560644	0.7186290761334018	0.7728531855955678	0.9195223260643821	0.6540570175438596	0.5280837753297973	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8421487603305785	0.7460107778993332	0.7990430622009569	0.9238742565845369	0.7034090909090909	0.5577167019027484	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	2.68149602406124	3.844984223846356	10.461066144836087	2.515971364218994	1.3274569905539113	1.0754423957764307	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.27441951082490396	0.2470377418199528	0.8727541901591752	0.3748579227861279	0.10217149923355721	-0.36163264489904906	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.828268617478047	0.7380461677704258	0.8695157036681851	0.9194558191079478	0.745070441154307	0.41814270715126334	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8287954735323156	0.7346861459060614	0.8448753462603877	0.916352407498497	0.683296783625731	0.49422004623963006	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8402597402597403	0.7544254375998977	0.845933014354067	0.9200509770603229	0.7261363636363636	0.5255813953488372	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.5614204436619374	2.9171530980654987	5.998773932650308	2.6177890805715376	2.053224708753264	0.9988246702868848	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.2967641615813778	0.32031664313912445	0.7462725817639834	0.33058208037900766	0.36829284051690725	-0.16388093010340044	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8059305640329083	0.6585252697471106	0.4747368421052632	0.9000688025340137	0.7802770714841355	0.4790183628650298	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k18	0.8372675875735851	0.7674778558227681	0.8476454293628808	0.9004739336492891	0.8053728070175439	0.5164192532613585	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8450619148293567	0.756865779233031	0.7751196172248803	0.9152951314088755	0.8051136363636363	0.531934731934732	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	2.7056505145221443	3.525961553373741	8.946598081832203	2.6413559396982857	1.575779635228477	0.9401125567359996	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.303101626113665	0.290452619072012	0.8208078292525574	0.36955219277034695	0.17483424092417696	-0.2033837866590334	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7841665363781629	0.6555898058211521	0.4752158173210805	0.86448500545972	0.7749981215604188	0.5076602789433892	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k18	0.8342173262613899	0.7681220172146221	0.8476454293628808	0.894016241234999	0.7922149122807017	0.538611485979907	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8507399577167019	0.7663569323334851	0.7751196172248803	0.9164153382162861	0.8	0.5738927738927738	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	3.800705331803098	4.115342370086143	10.081677214771222	4.137994490675562	1.1546589944968673	1.08703878040092	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.4042248251903093	0.24948847882499603	0.8267995354989113	0.568931776289143	-0.20445641054704927	-0.19332098594102093	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8117712439465212	0.6740401596490703	0.4753013819464863	0.8965904504024492	0.7878071868062313	0.5364616194411144	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k18	0.8614559654951331	0.7900751696793251	0.8424130501692828	0.9214545051412101	0.7993421052631579	0.5970910181436497	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8718816067653277	0.7843315081131557	0.7751196172248803	0.9375269280482551	0.8102272727272727	0.6144522144522144	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	3.8973649918738915	4.514440441738014	12.398845467052503	4.196279278452014	0.7041389871121841	0.7584980343353553	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.4144983821824822	0.16145158448067778	0.8854351352800846	0.6633268399309974	-0.456293156487362	-0.4466624808010088	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7939477757436207	0.6244188807681624	0.4959514170040486	0.9132922664299142	0.7997580552668235	0.2886737843718632	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k18	0.8449418118940762	0.7547787954895195	0.8673437980917205	0.9278013358831518	0.8075657894736842	0.4164042585095217	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8574448807006947	0.758131290297588	0.7875598086124401	0.9379577768203361	0.8221590909090909	0.48484848484848486	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
