measure	globqual	meanclassqual	classqual_stof_6	classqual_stof_1	classqual_stof_4	classqual_stof_2	classqual_stof_3	model	technique
DR	1.3985335101033987	1.1882763090991817	0.9273159304390544	1.8125487765712398	1.0562691826428077	1.085871967252041	1.0593756885907657	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.07320910567728985	-0.05187452921836158	-0.22820448825421302	0.3187727680548062	-0.1469431564684368	-0.10546822088514911	-0.09752954853881518	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.48210671177759723	0.3427415477493652	0.2334615139328905	0.755907584558081	0.1619276130487212	0.28091204812161324	0.2814989790855201	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k31	0.503007986723369	0.37719542815778234	0.3361629881154499	0.7494438264738599	0.18346774193548387	0.3246728545343883	0.2922297297297297	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5215434083601286	0.40982719102350645	0.42392344497607654	0.7390595611285267	0.18421052631578946	0.37221269296740994	0.32972972972972975	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3064369858800116	1.2067089984214694	0.9813065850516843	1.5461237729682333	1.0257132830355982	0.8795219095034523	1.6008794415483791	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.003980230222506854	-0.05333412114348872	-0.21964030007522845	0.1483693802178816	-0.13625937412286032	-0.285208086161755	0.22606777442451859	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.47277789825438615	0.3452403982971985	0.23317711258964785	0.7296646465162524	0.1919251247648473	0.2459730381889145	0.32546206942633044	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k31	0.4520213152162639	0.33810387594089664	0.2558892190152801	0.6812708565072303	0.1920097623089983	0.25026628119293975	0.31108326068003483	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.4850628471207249	0.38549595448146967	0.33875598086124403	0.688526645768025	0.23301435406698565	0.2878216123499142	0.37936117936117936	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1111269663767722	1.1381605180370549	1.2631736838912826	1.1059065215897517	0.8929127248799336	0.8379249978660386	1.5908846619582677	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.15015962494378957	-0.12664005735021405	-0.04808275663734161	-0.1619747930054404	-0.32633357976940086	-0.337721172920915	0.24091201558202757	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.3298541787773073	0.2360160854398844	0.18293746559337848	0.5196011040766592	0.09819860625394664	0.15772615507734086	0.2216170961980968	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k31	0.358287522041282	0.26632999761821174	0.21063242784380307	0.5463153503893214	0.1366192699490662	0.17544126597687157	0.2626416739319965	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.391756796258404	0.3064335007821636	0.2851674641148325	0.5694043887147335	0.17081339712918658	0.19965694682675814	0.3071253071253071	stof.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4698358241799307	1.2988609719487365	1.1617841934890634	1.831172586498909	1.0248428983213607	1.0825867501005115	1.3939184313338382	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.09209622340056822	-0.01544056294832201	-0.15028722867191058	0.3165999897598259	-0.19678693510708692	-0.128650746797391	0.08192210607495255	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4802950716140091	0.3466662939253535	0.25418010121818063	0.7425500348504044	0.13658855618549068	0.31225231187172536	0.2877604655009663	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k31	0.49379652605459057	0.3659912681426973	0.2698960101867572	0.746301446051168	0.1688895781637717	0.32174376141205113	0.32312554489973844	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5084498834498834	0.3910072961744365	0.32870813397129184	0.7409404388714733	0.18927738927738927	0.34819897084048024	0.3479115479115479	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4423729883774368	1.2914883768222545	1.1315073540312217	1.7660427618410408	1.107254064156782	1.063524306279125	1.389113397803103	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.07452624320929037	-0.02159863646895655	-0.18869033950418176	0.28115297618569635	-0.1156410832852587	-0.16853833087030926	0.0837235951292706	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.46559413667647276	0.32860822412157176	0.20318849345655884	0.7381363150569161	0.18519980978363837	0.26128369008737234	0.25523281222337313	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k31	0.49177393507030603	0.36367767431875403	0.2543505942275042	0.7456340378197998	0.20735111662531017	0.30972306755934265	0.30132955536181344	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5093240093240093	0.38918340906122983	0.315311004784689	0.7495924764890282	0.2177156177156177	0.32521440823327613	0.3380835380835381	stof.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.307272748380009	1.2245600340930798	1.0896479384526836	1.521357493074989	1.0358984156107949	0.8660898228481249	1.6098065004788067	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.012478297402420103	-0.0618737025183177	-0.20404440844022395	0.11562045205565351	-0.14427307252154584	-0.2775632557620974	0.20089177207662517	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.45432597687349624	0.32378818986759544	0.20377138291774327	0.7180369429030321	0.1527122725415652	0.23698149359358256	0.3074388573820541	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k31	0.4541524503722084	0.3390196348660887	0.24177631578947367	0.6879032258064516	0.20528329197684037	0.2519400486914181	0.3081952920662598	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.4925990675990676	0.3854843498711594	0.3200956937799043	0.7124764890282131	0.2545454545454545	0.28747855917667237	0.35282555282555284	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0971827369063163	1.1313505674715474	1.2993518084226183	1.0850202700175322	0.8897634208036231	0.7975056950381928	1.5851116430757703	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.17271456088347817	-0.14675625520797092	-0.07163204514156145	-0.18744412317129375	-0.3237983389878942	-0.3608651097845934	0.2099583410454882	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.3116567144639054	0.22500161780788064	0.17284831809119738	0.49032475606580306	0.08301563166979044	0.1448526488589411	0.23396673435367124	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k31	0.3421022022332506	0.24920120201333162	0.18797750424448217	0.5338709677419354	0.11931348221670803	0.15931223371880707	0.24553182214472535	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.35705128205128206	0.26570349950043815	0.21961722488038277	0.5452037617554859	0.11981351981351981	0.18147512864493998	0.2624078624078624	stof.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.533354341692299	1.2685163936080897	0.9447924916863645	2.043355143464212	1.0842063237678157	1.2195992710835875	1.0506287380384685	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.09613980961808194	-0.04646972592502045	-0.26209284197773786	0.36903154348467837	-0.17277770262882716	-0.05375963344947809	-0.11274999505373753	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5009195975245929	0.3536347540934448	0.181737649906801	0.7784731944239832	0.15819998642864164	0.3749952722245919	0.2747676674832063	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k31	0.5102502870863347	0.3657875827985464	0.22352504244482174	0.7823140681003584	0.1772601867572156	0.384357881923311	0.2614807347670251	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5455133862900853	0.41690346864875166	0.36363636363636365	0.7880050505050505	0.19090909090909092	0.42984562607204113	0.31212121212121213	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.4758025768469825	1.2435601051115293	0.925832876766819	1.9282694417328774	1.116454383182405	1.1673237116819464	1.0799201121935986	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.08881486802450766	-0.04293465832432102	-0.2802152834652939	0.3445225098338116	-0.1178941467405885	-0.07295173433466111	-0.08813463691487321	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5141771420108283	0.3582249192603504	0.2026159008841276	0.8102529281259307	0.16924435089791678	0.36171851019519263	0.24729290619858407	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k31	0.5087626578974841	0.36846155651479073	0.2454902376910017	0.7769097222222222	0.1871286078098472	0.35959373097991476	0.27318548387096775	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5358046484260076	0.4066253648701514	0.3583732057416268	0.7827020202020202	0.22248803827751196	0.3927958833619211	0.2767676767676768	stof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3858181330567765	1.2824267117680532	1.151204144408466	1.608632286673929	1.0560406542564127	1.1314246140106035	1.4648318594908554	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.058407377463900144	-0.016578745479473515	-0.153015750217302	0.2166064575172146	-0.16671613283412653	-0.10129293077093797	0.1215246289077843	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5105046839666556	0.37868474692220777	0.274461409216447	0.7666519067121441	0.1556901574127255	0.34846963773701617	0.34815062353270604	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k31	0.5054872638062429	0.3728275837061715	0.2579053480475382	0.7634408602150538	0.22129668930390492	0.33391661594643945	0.28757840501792115	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5371579876434245	0.42085936324516265	0.354066985645933	0.765530303030303	0.28038277511961723	0.3694682675814751	0.33484848484848484	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0834634635682256	1.143049139949663	1.3192381003164078	1.0073882644931906	0.9120352199806805	0.9282874026931541	1.5482967122648823	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.15332985262636925	-0.11198050165350329	-0.01204068732179646	-0.20370135431211167	-0.2865083504095075	-0.2720935189851082	0.21444140276100737	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.36818063282853103	0.2849664218857789	0.22619055984135372	0.5488213277948134	0.10689671816072274	0.14911656745481663	0.3938069361771881	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k31	0.3701847792045099	0.2837643635011906	0.2469758064516129	0.5510332661290323	0.13163200339558573	0.1788648813146683	0.31031586021505375	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.41724036481318033	0.3326425626673889	0.3220095693779904	0.5962121212121212	0.17129186602870813	0.21612349914236706	0.35757575757575755	stof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5187146686816755	1.268024115507971	1.088563422410828	2.014924375057411	1.1177691926519657	1.1184702408751144	1.0003933465445363	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.10041607229267623	-0.040097770628973455	-0.13666993269772362	0.3786577899382887	-0.14465028635035432	-0.1227197543286378	-0.17510666970644023	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.48551017135839414	0.34792024600143784	0.32270159422358474	0.7531285569789224	0.15189234067502838	0.30058392035083087	0.21129481777882275	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k31	0.5019769808957094	0.36943567963324825	0.27774830220713076	0.7610887096774194	0.20877546689303905	0.3201080340839927	0.2794578853046595	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5232715504560165	0.4031439519324326	0.35311004784688993	0.7545454545454545	0.23014354066985646	0.3804459691252144	0.29747474747474745	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.429565281729094	1.2098384059998535	0.9290393826243308	1.8666551051689115	1.103578349588905	1.0765160089204409	1.0734031836966786	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.07540786285557137	-0.05344559502699132	-0.2498603840645369	0.3318857834536257	-0.12328305813556881	-0.12800829419772775	-0.09796202219074883	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5280582708858848	0.40691495383167764	0.5026385314273725	0.766481407868822	0.1959068642213248	0.33813124546507317	0.23141672017579587	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k31	0.5160311619166927	0.39248665479635386	0.3387627334465195	0.7568324372759857	0.227026740237691	0.3492087644552648	0.2906025985663082	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5488084730803178	0.44288921990510866	0.4650717703349282	0.7553030303030303	0.24736842105263157	0.40377358490566034	0.3429292929292929	stof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3321117335615116	1.2177753450763005	0.9730743933315611	1.604061349824124	1.025369037818479	0.89337946549809	1.5929924789092484	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.01479501101733805	-0.04654735908356365	-0.21918717623580505	0.16993538830464228	-0.1392402365186952	-0.2756461218819678	0.23140135091400751	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4775189857151656	0.35448079183171544	0.2927823423016952	0.7312014870487719	0.16419723164963657	0.22724142982984466	0.356981468328629	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k31	0.4744297421442739	0.35744493685331713	0.32491511035653653	0.7131076388888888	0.2033106960950764	0.24627206329884357	0.29961917562724016	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5045601647543395	0.40045702807619393	0.42870813397129187	0.7236111111111111	0.23732057416267943	0.2555746140651801	0.35707070707070704	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1315961953812772	1.1629034673094498	1.3913725204919376	1.12294444365187	0.8756413637998623	0.8546219161251828	1.5699370924783962	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.1550224256510625	-0.12264448307800875	0.014915554099612113	-0.18044943032088925	-0.3544354461539207	-0.3328437831395345	0.23959069012468856	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.34889398816482536	0.2700695811391984	0.35885495217539726	0.5156636406373759	0.09973019707219441	0.15216907356138568	0.22393004224963853	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k31	0.3723248773358388	0.287307763665097	0.311651103565365	0.5474350358422939	0.14786714770797962	0.19358642726719416	0.23599910394265233	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.4024713150926743	0.325610198308808	0.39377990430622006	0.5632575757575757	0.19808612440191387	0.21989708404802744	0.253030303030303	stof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.5905083817462125	1.3506393275792454	1.1815685603105042	2.0915602682785206	1.168277293250307	1.0915474542686796	1.2202430617882158	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.1227697956186008	-0.007936939346369156	-0.13028581254474492	0.39927888266569544	-0.10436422585672947	-0.17088037278175416	-0.03343316821431268	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5184469109345273	0.39330990450791675	0.375569434923964	0.7729114157180306	0.16329023033488363	0.3169365993281498	0.33784184223455566	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k31	0.5205956332330671	0.39537902108942125	0.32661290322580644	0.7733254928315412	0.22089536807278742	0.32786822884966527	0.32819311246730604	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5418883367436422	0.42928417883234166	0.4200956937799043	0.7689393939393939	0.20139860139860138	0.37564322469982847	0.3803439803439803	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5196080910360277	1.2924980116507696	1.0576250424975255	1.9949331782783724	1.0987652148656084	1.0483111630498527	1.2628554595624895	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.10244584212361003	-0.022796254955941998	-0.1917863057954161	0.3687900781026126	-0.12623395527431822	-0.18364500458396907	0.0188939127713808	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5075488804689545	0.38549254523392035	0.29850707449478225	0.7476842890028399	0.176270735342356	0.3673945930678893	0.33760603426173436	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k31	0.5036043978840369	0.37613827962781454	0.24517190152801357	0.7587645609318996	0.20838502894954508	0.32410225197808884	0.3442676547515257	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5303127740426775	0.41660458960359653	0.3253588516746411	0.757070707070707	0.21818181818181817	0.3804459691252144	0.40196560196560194	stof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3498894494957454	1.2182384778091846	0.9504873450385313	1.6560748427842897	1.0480179219647476	0.8871855644744145	1.5494267147839396	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.020865420567116967	-0.050258513355190985	-0.23864816701227382	0.19272539383900933	-0.12611701320132765	-0.27148526126721	0.1922324808658472	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.45941372170968525	0.32116124616580266	0.2211833501619226	0.7429086514854989	0.153375155341528	0.2152298463278296	0.2731092275122341	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k31	0.47449694015143656	0.3564989139041338	0.28745755517826826	0.7183019713261649	0.22580645161290322	0.2511792452830189	0.29974934612031384	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5046477638117509	0.39448757670455786	0.36363636363636365	0.7372474747474748	0.25034965034965034	0.2634648370497427	0.35773955773955773	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.155278959516668	1.1500763531011335	1.2573323687077662	1.2183516858373058	0.9603346962995428	0.8116249337547142	1.502738080906339	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.14015847034935705	-0.12573476607324904	-0.06325752172790451	-0.13193867314332644	-0.2789778235536832	-0.34935633499548574	0.19485652305415468	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.3372432873944163	0.25418049322354863	0.2947008766821417	0.5141911597452624	0.12015785252987059	0.14411252867637514	0.19774004848409335	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k31	0.37686702624209106	0.28747336792064526	0.2943017826825127	0.5646981406810035	0.16459884201819686	0.1860544735240414	0.22771360069747165	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3897106109324759	0.3094414053326665	0.37224880382775116	0.5619949494949494	0.16223776223776223	0.19519725557461406	0.25552825552825553	stof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4833638645320872	1.249477297495585	1.0189675295488714	1.913874159945865	1.1010292830860722	1.1321665415688977	1.0813489733282187	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.08636708347005853	-0.030629949312700525	-0.15283716228235095	0.3030074005674701	-0.11613736666838993	-0.10229886557420151	-0.08488375260603034	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5060965586788183	0.36527922276773805	0.42921464473252213	0.7567532023832262	0.12219025577019946	0.2864810359004277	0.2317569750523147	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k30	0.5217868225445623	0.3831535322233843	0.3692699490662139	0.7680427099781939	0.18575268817204302	0.33451832345841565	0.258183990442055	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5659548505186089	0.45401874460316016	0.5363636363636364	0.7632549268912905	0.22954545454545455	0.3929499072356215	0.34797979797979794	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.417631173031056	1.2031887944303328	0.9743027574486174	1.8028198039104166	1.1290097755031678	1.1958323949612042	0.9139792403282578	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.07252147035910451	-0.039696963637008115	-0.16313028955399686	0.27225220587381804	-0.05433884343397607	-0.020402246265525885	-0.23286564480535982	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5065826120586511	0.36311926026594843	0.38931023283343064	0.7506143687794502	0.10998628582175041	0.3804414433712522	0.18524397052385885	stof.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
