measure	globqual	meanclassqual	classqual_diskwalificeren_1	classqual_diskwalificeren_2	classqual_diskwalificeren_3	model	technique
DR	1.5894741219723438	1.6667667062512919	0.998610069056725	1.7609087277118693	2.2407813219852812	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.1804291162172419	0.19296158541726066	-0.24827470055192988	0.32980665827901556	0.49735279852469627	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6655317874329508	0.5869589375206457	0.43409244391430835	0.795151444145952	0.5316329245016768	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.6994739192048609	0.604858184652478	0.4686147186147186	0.8380889183808892	0.5078709169618261	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7057480635955972	0.628826210009853	0.48352272727272727	0.8310550763105508	0.5719008264462809	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.51647272521711	1.6885047668588904	1.0104100138911656	1.6025641958895636	2.4525400907959423	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.06454843840438867	0.13007869165674332	-0.297950371980947	0.15933064120029033	0.5288558057508866	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6504773462023247	0.5666284291197551	0.40763928881900424	0.7872880152244903	0.5049579833157706	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.709607283598315	0.6213157142569883	0.5089285714285714	0.8335703226214175	0.521448248720976	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7164288626172034	0.6300355286441053	0.5423295454545455	0.8295952222959522	0.5181818181818182	diskwalificeren.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.6293021119157989	1.6269856571556078	0.8357843344059892	1.9204380481730563	2.1247345888877778	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.21296935818495608	0.19711685384309716	-0.3001908084653874	0.40948233458388755	0.48205903541079137	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6937454043050272	0.6536411831196655	0.45280722316724864	0.8047565539225975	0.7033597722691501	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.7066759847028905	0.6507878906373432	0.45163690476190477	0.831895598318956	0.6688311688311689	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7214838972686506	0.6853034953047394	0.5008522727272727	0.822826808228268	0.7322314049586777	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4835847950175438	1.396736545981001	0.9052088639351867	1.744661086685986	1.5403396873218305	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.1238868366252591	0.09230799487123222	-0.2885504526343053	0.29263961666584587	0.2728348205821561	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6125303301489425	0.4785712422233634	0.3417682757829201	0.7882982091616483	0.3056472417255219	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k21	0.6539902548871159	0.5140415405117628	0.4015827922077922	0.8264922425506367	0.3140495867768595	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6560130452507134	0.5239064919265649	0.43011363636363636	0.8143331121433312	0.32727272727272727	diskwalificeren.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5858972435249596	1.6596272032901658	1.0785641535494572	1.7288695255638076	2.1714479307572323	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.16866025693809164	0.16875466635352687	-0.2490720649494815	0.3211691830064338	0.4341668810036283	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6885860899832954	0.559726820761843	0.43820745522800014	0.8539827371862369	0.3869902698712919	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.7056665307786384	0.5870568330235716	0.4688176406926407	0.8602395171738237	0.4321133412042503	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7228699551569506	0.6179230510144578	0.5221590909090909	0.8564034505640344	0.4752066115702479	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.5613856429191686	1.857275277810563	1.0564650202814356	1.5759765146404967	2.939384298509757	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.049570995456508796	0.14279634520057163	-0.31840789963704935	0.13046004337669398	0.6163368918620703	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6915414205985395	0.5975974910284212	0.43208112344682903	0.8402164800072323	0.5204948696312023	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.7118009046260168	0.6186194973002371	0.4926271645021645	0.8453249913103927	0.5179063360881543	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7317570322054627	0.6552203982425449	0.5383522727272727	0.8463171864631719	0.5809917355371901	diskwalificeren.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5707270380138345	1.6174188899834625	0.9098024265866826	1.785311137578573	2.157143105785132	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.18588618326463718	0.18548397202734693	-0.26941582475794024	0.3524012291655886	0.47346651167439247	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.650231247097443	0.5474914236501889	0.39420754455447027	0.8026992806133004	0.4455674457827961	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.7000951216197853	0.6139715149647963	0.4693587662337662	0.8337915126236294	0.5387642660369933	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7092539747248268	0.6343611756248617	0.4883522727272727	0.8329130723291307	0.5818181818181818	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.4848157825380217	1.560224173130305	0.8913359259627567	1.6582870885995038	2.131049504828655	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.08613818205984422	0.12273505953869929	-0.3378581573160092	0.2199855937135956	0.48607774221851147	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6084132820900553	0.48130077482237305	0.34200797303174885	0.7786606600041067	0.3232336914312635	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k21	0.6609787820550153	0.5413051532722236	0.40198863636363635	0.8242487439567732	0.3976780794962613	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6719119445576844	0.568964529166918	0.4386363636363636	0.8161911081619111	0.45206611570247934	diskwalificeren.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4062421719669405	1.54245615893786	1.1567441393957425	1.418966908957621	2.0516574284602167	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.07768414544536595	0.1013932391342892	-0.2554037563590597	0.18387980093525433	0.375703672826673	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6485371094589276	0.5108054478258955	0.4188974802537246	0.808666631633275	0.3048522315906869	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k21	0.676055796055796	0.5505564556619167	0.4598214285714286	0.8244728892210906	0.367375049193231	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6886464646464646	0.5728614835404403	0.49517045454545455	0.8234139960758665	0.39999999999999997	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.369936704131351	1.5666042982708646	1.1899301866907848	1.3236137342108032	2.1862689739110057	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.002641927125096373	0.07480378266292674	-0.24850840250530495	0.041930509797632125	0.43098924069645306	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.652682241677754	0.5175690776030673	0.4399521691946278	0.8052645653804943	0.3074904982340798	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k21	0.6668590668590668	0.5434793693970443	0.4588068181818182	0.8111432931576816	0.36048799685163324	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6863030303030303	0.5713140644509186	0.4948863636363636	0.8198822759973838	0.39917355371900826	diskwalificeren.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4006865644113209	1.4484589438641953	1.0359223281216507	1.5046790505675296	1.8047754529034055	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.12148160768698915	0.11370424901500978	-0.23683991225731174	0.2544970735845214	0.3234555857178197	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6114033344644528	0.48631407436107327	0.36368223927799354	0.7708920281794471	0.32436795562577914	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k21	0.64001924001924	0.5134906095194682	0.4220102813852814	0.7896539910928401	0.32880755608028334	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6424242424242425	0.5176896292883049	0.4173295454545454	0.7935905820797907	0.3421487603305785	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.320037004931888	1.3609079005746627	0.9978117338106431	1.4126522380487183	1.6722597298646267	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.05040813283138639	0.0680127298857271	-0.2728817325641638	0.15653010668631478	0.3203898155350303	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5904974395094308	0.4372020717101518	0.3555216231867422	0.7613220425889635	0.19476254935474976	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k21	0.6291101491101491	0.4870837981326863	0.38649891774891776	0.7963187891245446	0.27843368752459663	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6306262626262626	0.49654216709277205	0.3957386363636364	0.7905820797907128	0.30330578512396694	diskwalificeren.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.240143462747363	1.5748504728762842	1.0072050487998103	1.0955439056627505	2.621802464166292	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0929729491246219	0.07224551860888806	-0.20282289487057567	-0.16613132376798137	0.5856907744652212	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6073449754960286	0.5156916945564816	0.33347986348526193	0.764085081112112	0.4495101390720707	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k20	0.6101010101010101	0.539757610114753	0.3707482993197279	0.740515873015873	0.508008658008658	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6426997245179064	0.5871789321789321	0.3957792207792208	0.7657575757575757	0.6	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2434768610558324	1.539767005006132	0.9835828855036929	1.1341018168522912	2.5016163126624122	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.08697088467735896	0.06134993313128411	-0.2423983861473614	-0.13293658799766878	0.5593847735388825	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5488776418470838	0.4476665236890433	0.25366709775888513	0.7194602163106493	0.36987225699759546	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k20	0.6006253006253006	0.5282141139283997	0.3712585034013606	0.7289682539682539	0.4844155844155844	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.611662075298439	0.5372779745507018	0.387012987012987	0.7396969696969696	0.48512396694214877	diskwalificeren.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.356084661023556	1.5853559402786217	1.0878222206304704	1.294748115539174	2.373497484666221	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.06553852689504124	0.1383735226769449	-0.18578170227575047	0.1036791194481155	0.49722315085846963	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6493107190162715	0.543160796376538	0.41576547697562066	0.8018253427265217	0.4118915694274716	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k20	0.66996151996152	0.5820643509929224	0.42585034013605444	0.8138492063492063	0.5064935064935066	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6783287419651056	0.6023324150596878	0.44545454545454544	0.8103030303030303	0.5512396694214876	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.216711913902266	1.3361328669302526	0.8940270997630174	1.248237432074586	1.8661340689531543	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.03533775483868012	0.045823796048334024	-0.24451514280530337	-0.017425827978248917	0.39941235892855437	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5590275044207225	0.4437335033673381	0.28631974735919896	0.7312873800290405	0.31359338271377485	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k20	0.5953583453583453	0.48748075998075996	0.37916666666666665	0.743015873015873	0.34025974025974026	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6086317722681359	0.5056211465302374	0.39675324675324675	0.7515151515151515	0.368595041322314	diskwalificeren.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3031391426754593	1.6578160025587785	1.0939145064880134	1.1368632740843787	2.742670227103943	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07562791554853104	0.08655096045398653	-0.19631593058035157	-0.14297907172286023	0.5989478836651714	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6145134063158434	0.5394179128677367	0.43019377272627013	0.7290355502915631	0.4590244155853768	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k20	0.6291245791245791	0.5555356283927713	0.4284863945578231	0.7482936507936508	0.48982683982683983	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6490358126721762	0.5799973763610127	0.4496753246753247	0.7646969696969697	0.5256198347107438	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2501879813790964	1.5329769131694904	1.0551730889954254	1.1273965205921455	2.4163611299209005	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.09871125586091867	0.04905927545938957	-0.24856471080397985	-0.1462402109535336	0.5419827481356821	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5598487195603813	0.4450802364210229	0.30909777955669226	0.7241370037167394	0.302005925989637	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k20	0.5835738335738335	0.4892398474541332	0.38375850340136053	0.7164285714285714	0.36753246753246754	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6012855831037649	0.5034454939000393	0.41103896103896104	0.7331818181818182	0.36611570247933883	diskwalificeren.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2584808604704785	1.3859251550772849	1.1646837638684873	1.2051928792502589	1.7878988221131082	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.02294912914137251	0.07585539529474165	-0.14492500943089268	0.04556042654274653	0.3269307687723711	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6020157074617514	0.4752899188202798	0.4185601653879197	0.7510094878785615	0.2563001031943583	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k20	0.6391534391534391	0.5259565038136467	0.45943877551020407	0.7777380952380952	0.3406926406926407	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6529843893480257	0.5480165289256198	0.48409090909090907	0.7822727272727272	0.3776859504132231	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2103810671842459	1.31532443309223	0.9789310130482484	1.2200039211709495	1.747038365057492	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.03929407550719912	0.04188401384621233	-0.18452167271175268	-0.04357994889873316	0.3537536631491228	diskwalificeren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
