measure	globqual	meanclassqual	classqual_herstellen_2	classqual_herstellen_3	classqual_herstellen_4	classqual_herstellen_5	classqual_herstellen_1	model	technique
kNN_k10	0.34473049074818984	0.25590951843346876	0.5215526046986722	0.09333333333333334	0.22440191387559807	0.32987012987012987	0.11038961038961038	herstellen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2363836699754092	1.2218283263212122	1.1083318065373169	0.9519726955543627	1.7713163798677953	1.272008263018908	1.0055124866276777	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.06402939669054881	-0.0699377788967079	-0.11494466521229582	-0.23310645736130514	0.25763305312241874	-0.11225830263731341	-0.14701252239504387	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.3633821546046254	0.2818332433264454	0.45897469125188795	0.03981813624643721	0.4099333814846605	0.4041029630891039	0.09633704456013743	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k14	0.3977861319966583	0.3152888808615883	0.504868913857678	0.08253968253968254	0.4045112781954887	0.4357560568086884	0.14876847290640394	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4036682615629984	0.3235686624189652	0.5013278855975485	0.09090909090909091	0.41913875598086126	0.4478468899521531	0.1586206896551724	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2218881943173028	1.204077033779718	1.1203004446810962	0.9253228653521867	1.6999706196345015	1.2298605808442933	1.0449306583865128	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.06778344062614608	-0.0719220118773818	-0.12443843703469626	-0.2523174249911112	0.27155749971262805	-0.12628885591958486	-0.12812284115414474	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.38783040005501973	0.29264912600979914	0.5186289137601132	0.035804679118212876	0.3420135013006646	0.4391648968380652	0.1276336390319399	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k14	0.4131578947368421	0.3252026346377373	0.5441412520064205	0.08126984126984127	0.34962406015037595	0.44243943191311613	0.20853858784893267	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.4172248803827751	0.33278688143697627	0.5432073544433095	0.0993939393939394	0.34210526315789475	0.44976076555023925	0.22946708463949841	herstellen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2131790399281792	1.205419957127096	1.0865106006911311	0.969930349096672	1.787957051289902	1.218417953731155	0.9642838308266201	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.06358578939996284	-0.06054601494910173	-0.12928906075421254	-0.19703658546270703	0.3110808136162078	-0.12568870319081413	-0.16179653895398277	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.3705022562471338	0.29429571649471137	0.43884742400533105	0.04145309234244622	0.44589670999113046	0.4299308212559845	0.11535053487866462	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k14	0.4100250626566416	0.3324150528717506	0.49288389513108616	0.06412698412698413	0.4639097744360902	0.44411027568922307	0.19704433497536947	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.41259968102073363	0.33629832779970426	0.48702757916241063	0.06787878787878789	0.4779904306220096	0.45486443381180225	0.19373040752351098	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0969697286775466	1.0801983119347207	1.0222043201408422	0.8163097112346234	1.5568038555877977	1.05589946273179	0.9497742099785504	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.12080622767576515	-0.13188211838109531	-0.14824321486454076	-0.32484892705899887	0.2507231151279708	-0.2260968881400325	-0.2109446769698753	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.29599607825668195	0.21305421850125578	0.4536770022309084	0.02257033181016959	0.2202231354411038	0.27527144472711884	0.09352917829697827	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k14	0.3238930659983292	0.245971400152195	0.4772605671482076	0.07746031746031747	0.24862155388471177	0.29974937343358393	0.12676518883415436	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3248006379585327	0.24845472527431783	0.4772216547497446	0.09212121212121212	0.24545454545454545	0.3027113237639553	0.12476489028213165	herstellen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2899459001202633	1.2844116273453763	1.045915372505085	0.8672770444291191	2.3327376916551144	1.1507329058367104	1.0253951223008522	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.03787581343244453	-0.04646006604730252	-0.1852573254394459	-0.3739523245041827	0.5018368294437543	-0.07441978365025047	-0.10050772608638783	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4478240334150185	0.3473804026382553	0.5530532390322196	0.0386357037031011	0.6802674144464192	0.36596360956251917	0.09898204644701755	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k13	0.4790136692575717	0.3958410401329032	0.5498525864379523	0.11616954474097331	0.6970596970596971	0.425123895712131	0.1909994767137624	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4967627494456763	0.41261983405455427	0.5707317073170731	0.13636363636363635	0.7144963144963145	0.4406417112299465	0.20086580086580086	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2881837327177257	1.2799541949806705	1.060241132943037	0.8814870014708902	2.5323248438401076	1.0220325711164202	0.9036854255328981	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.0612157469708273	-0.07485434017501742	-0.15786383339506127	-0.31345013118919784	0.5442512866425124	-0.1987333359382872	-0.2484756869950532	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4070156786661536	0.30897802038107514	0.5423699343585192	0.035636626448399364	0.649161564867104	0.2591275779314688	0.05859439829988448	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k13	0.44266952559635486	0.3477231874444418	0.5477083891718038	0.09811616954474096	0.6234036234036234	0.38461538461538464	0.0847723704866562	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.458980044345898	0.3601996723660999	0.5696230598669623	0.10909090909090909	0.6348894348894348	0.4042780748663101	0.08311688311688312	herstellen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.4347575129287375	1.4360627770028025	1.0757056874766482	0.9048146811412334	2.759503760962148	1.3300764740538553	1.1102132813801275	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.0031619428188094647	-0.008429774231282211	-0.13683895631493134	-0.282875214270437	0.5341146377900832	-0.02151532657276684	-0.13503401178835905	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5130308506439272	0.40173934663328564	0.629098485918587	0.04915259067222458	0.7930448005728593	0.4089678890005364	0.12843296700222087	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k13	0.5577593138568748	0.4590967445240862	0.6460734387563656	0.1546310832025118	0.847935847935848	0.47468218056453354	0.17216117216117216	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.570110864745011	0.47279767758964314	0.653880266075388	0.17662337662337663	0.8643734643734644	0.49162210338680923	0.17748917748917747	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2124807686742378	1.21113225986431	0.9242776020067404	0.8528090502155039	2.1641553464992245	1.2117304792525334	0.9026888213475476	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.09086563016797297	-0.09701546599747314	-0.22145764735208512	-0.3015597839909388	0.40150947984391433	-0.11556613105539293	-0.24800324743286317	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.41090583894973765	0.3158473759577692	0.49427365156505554	0.028942113092786905	0.6087505062056547	0.37945388186737006	0.06781672705797855	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k13	0.4459394264272313	0.3474195255912821	0.5398016617528812	0.05886970172684458	0.6035046035046036	0.4255548373195432	0.10936682365253794	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.45312638580931264	0.35484393074063086	0.5407982261640798	0.06363636363636364	0.6255528255528255	0.43600713012477715	0.10822510822510822	herstellen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.1841638979672626	1.1391723047617883	1.0463426117216899	0.8383757936687681	1.6738940081729625	1.2799978064397317	0.857251303805789	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.046788005796139974	-0.08466654773250182	-0.15483003376624407	-0.34155030675561493	0.29480177830755194	0.05451325944115828	-0.2762674358893603	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.40514155264358304	0.3140605244879578	0.46679930273555686	0.03666673517999767	0.6196900066514783	0.39815109312221053	0.048995484750545534	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k13	0.4455105869740016	0.35590451179711274	0.5226480836236934	0.12244897959183673	0.5975645975645976	0.4458090928679164	0.09105180533751962	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4564079822616408	0.3662763562907035	0.5317073170731708	0.13246753246753246	0.6152334152334152	0.4584670231729055	0.09350649350649351	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1620902946083396	1.1341423422227848	1.0185756852514403	0.8299637871710954	1.8108134126574633	1.1282393189552535	0.8831195070786715	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.08066251129639024	-0.10456993436578077	-0.18090588897262064	-0.34391765068250746	0.3705561603261906	-0.09523448666732544	-0.2733478058326409	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.32997157665665866	0.25540435540486256	0.4072125331958135	0.036525319355147655	0.5029917785787591	0.27315200501285747	0.05714014088173501	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k13	0.39769498793889035	0.3098548967784467	0.496649691771643	0.059654631083202514	0.5337095337095337	0.35251023486317606	0.10675039246467818	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.40585365853658534	0.3165223435811671	0.509090909090909	0.06103896103896104	0.5341523341523341	0.3597147950089126	0.11861471861471862	herstellen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2239005354590065	1.1996979446347942	0.9965971730549035	0.8223663048327592	1.8170943672924957	1.360731742774774	1.0017001352190382	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.07645494144063324	-0.09972034151599328	-0.19112915934222652	-0.3670228016681686	0.25317356438759847	-0.005456168605115208	-0.18816714235205453	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.3950194974202473	0.2848081397797415	0.5893746766355301	0.03863766778788035	0.43653232955291554	0.2802744473726337	0.07922157754974776	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k13	0.4552130796033235	0.34754293989793067	0.6265076387027606	0.11459968602825746	0.4541134541134541	0.4048696401637578	0.13762428048142333	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.462350332594235	0.3553789687505613	0.6330376940133038	0.12597402597402596	0.45995085995085994	0.4124777183600713	0.14545454545454545	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1539110264407952	1.12971823787072	0.9480625119136203	0.8343921509054913	1.6814622819620033	1.301229358738432	0.8834448858340532	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.0996399130090152	-0.1176047905256287	-0.18826965871319376	-0.3074675194656075	0.20186335631070462	-0.06584387724609367	-0.22830625351395314	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.3613968677264929	0.26618397187811904	0.49189338066990507	0.02944637656329338	0.43413051400608293	0.31305270092366877	0.062396887227644984	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k13	0.4211739480032163	0.3259917871108689	0.5511927097292951	0.09968602825745683	0.4662904662904663	0.39086403792286145	0.12192569335426477	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.4355654101995565	0.3401927396475459	0.5678492239467849	0.11428571428571428	0.4899262899262899	0.3964349376114082	0.13246753246753246	herstellen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2106808820776414	1.1970495513663064	1.0915094806097574	0.9140504935618883	1.5714134960986401	1.2639744827182926	1.1442998038429542	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.046945690871171876	-0.0641353134697182	-0.1379158203204479	-0.3274397735628205	0.23670868213108134	0.0012094985021340486	-0.09323915409853797	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.41471955999454563	0.30150630462067834	0.6071864304811952	0.03923436356589372	0.338256215558736	0.3811942947689951	0.14166021872857162	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k14	0.4653377630121816	0.3623764291037631	0.6169435215946844	0.11428571428571428	0.3940797940797941	0.48077601410934745	0.20579710144927538	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.47298097251585625	0.3685340676645024	0.6272727272727272	0.12121212121212122	0.3877149877149877	0.4946127946127946	0.21185770750988142	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1490048550601502	1.1350034634622819	1.0016291766046894	0.8489652103963968	1.8460973445949622	1.1082053636295524	0.8701202220858082	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.09162544499794686	-0.1079344048854181	-0.18329116249981284	-0.3187955482542239	0.385842372190709	-0.11909124103067745	-0.3043364448330853	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.3238837593344746	0.24974564421022658	0.40421071054669844	0.04044936091325305	0.44441340834727555	0.3080900509270371	0.051564690316868764	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k14	0.3708084163898117	0.2847577166458191	0.4754152823920266	0.0692063492063492	0.45585585585585586	0.3611992945326279	0.062111801242236024	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.373615221987315	0.28544061922019454	0.4801268498942917	0.06424242424242424	0.4609336609336609	0.36498316498316496	0.05691699604743083	herstellen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1922993034715879	1.1859579157020075	0.9746255042183178	0.8778248004787746	1.9255067060467803	1.2459125062607022	0.905920061505462	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.10512115968643977	-0.11345162002723373	-0.19655756876524863	-0.2925611838481441	0.31032505305744246	-0.12438794873649531	-0.2640764518437231	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.3575324809608488	0.26300272070977915	0.5002826142880675	0.03559187910852502	0.4185069819355288	0.30748397130904603	0.05314815690772841	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k14	0.40070874861572536	0.30416159237864665	0.5377630121816168	0.07301587301587302	0.41673101673101676	0.38853615520282186	0.10476190476190476	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.41539112050739957	0.3144374060612685	0.5539112050739957	0.06787878787878787	0.42997542997543	0.4121212121212121	0.108300395256917	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1177571974752525	1.0926873457493684	0.9763057220689337	0.8065385222046834	1.5951837295595928	1.2022976828858802	0.8831110720277515	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.1020602411692251	-0.1181731742328862	-0.1668966908680157	-0.315645245726679	0.21027115445125058	-0.10669365864669145	-0.2119014303742954	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.32962716533435843	0.24203753390310123	0.4457199081659885	0.033179431025661704	0.3177670864776476	0.34747955390617324	0.0660416899400351	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k14	0.3821483942414175	0.2872114388932724	0.5149501661129569	0.06984126984126984	0.35263835263835264	0.39717813051146383	0.10144927536231883	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.3930655391120507	0.2950633195931477	0.5287526427061311	0.07272727272727272	0.3547911547911548	0.41548821548821546	0.10355731225296443	herstellen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.5105601182916972	1.534897622816756	1.3031256843690566	1.2461713443782048	2.2909560061512897	1.4582061051443103	1.3760289740409177	herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.0024806619284663384	0.009041369727392107	-0.09115423791226444	-0.210372906958492	0.44685741228092674	-0.07580932753520321	-0.024314091238006538	herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5507888980562043	0.4389534369663751	0.7044847606157617	0.08261899157966794	0.6122304690025177	0.5522513515814784	0.24318161205244987	herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k14	0.575776397515528	0.47541520467836257	0.714920634920635	0.16317460317460317	0.5929824561403508	0.5898078529657477	0.3161904761904762	herstellen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
