measure	globqual	meanclassqual	classqual_harden_3	classqual_harden_5	model	technique
kNN_k10	0.8863097376931369	0.8468704906204907	0.7670454545454546	0.9266955266955267	harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
DR	1.5328743773930007	1.7604939291932407	2.2211959020369263	1.299791956349555	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.2509730659716989	0.3395695613403449	0.5188888679664844	0.16025025471420534	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.9038458149650181	0.8709906261312339	0.8044917239316545	0.9374895283308133	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k25	0.8771663119489207	0.8426816239316239	0.7728846153846154	0.9124786324786325	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.9102407473948976	0.8759462181337181	0.8065340909090909	0.9453583453583454	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0616740696044342	1.2248365124127942	1.5550772966569149	0.8945957281686736	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SIL	0.006410668161912936	0.11776719273198785	0.3431527984618195	-0.10761841299784379	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7942607794734478	0.732511822471414	0.6075319334992978	0.8574917114435302	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k25	0.789808452417148	0.7239409086284085	0.590625	0.8572568172568172	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.8236435501257635	0.7659399050024049	0.6491477272727273	0.8827320827320827	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
DR	1.29106238492245	1.3299822576912028	1.4081284589198007	1.251836056462605	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.1639597715376097	0.18838142409944844	0.23741702569999074	0.13934582249890615	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.8667972926860433	0.8189122899977778	0.7227652373559846	0.9150593426395709	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.7964582984190828	0.7235602560373503	0.577190170940171	0.8699303411345296	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.8574688057040998	0.8116335970966206	0.7196022727272727	0.9036649214659686	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.144573991676724	1.1276191798837771	1.093576053842821	1.1616623059247333	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.10637701595993407	0.09375926798815351	0.06842441969835793	0.11909411627794911	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.8563460483019232	0.788646034582815	0.6527129361704326	0.9245791329951976	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.8400201106083459	0.772648686997509	0.6373753561253561	0.9079220178696619	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.8716577540106952	0.822144217039505	0.7227272727272727	0.9215611613517373	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
DR	1.2287038612854264	1.282692163586531	1.3910938729312687	1.1742904542417933	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.13221000343847858	0.16981831516675025	0.24533106706209887	0.09430556327140163	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.8648193870836454	0.8186908727980262	0.7260706275788695	0.9113111180171828	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.8537400145243282	0.8053980027147567	0.7083333333333334	0.9024626720961799	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.8981818181818182	0.8581731913374584	0.7778409090909091	0.9385054735840076	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
DR	0.9776234427652114	1.072843628972963	1.2640337666341968	0.8816534913117294	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.03868026055780188	0.04108360922713468	0.20123941076381832	-0.11907219230954896	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7446815091865274	0.6590393183563922	0.48708058873682925	0.8309980479759551	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7113122171945702	0.6155148994645068	0.42316595441595445	0.8078638445130591	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7603565062388592	0.6870210613993337	0.5397727272727273	0.83426939552594	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.10
DR	1.0874079971393256	1.2615646827853824	1.615406837748799	0.9077225278219656	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.013672729484839715	0.12275105119232657	0.34437049847103	-0.09886839608637688	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.7629309749566753	0.6826430038159915	0.5195182370539674	0.8457677705780157	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.7839988425925926	0.7076364291426716	0.5524873986412449	0.8627854596440984	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.7927556818181818	0.7160751290594223	0.5602797202797203	0.8718705378391242	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.124868444019274	1.2876877906157502	1.6184953519546226	0.956880229276878	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.041462711044246245	0.13731685963765392	0.3320681456687044	-0.05743442639339659	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.7877968173959684	0.7115421619753985	0.556612068422495	0.8664722555283022	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.7820957977207977	0.704322613142589	0.5463072539995617	0.8623379722856163	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.7999289772727273	0.7227276388532933	0.5658741258741259	0.8795811518324608	harden.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
DR	1.0346112145898336	1.174185484487826	1.4577649534869215	0.8906060154887305	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SIL	-0.008424725077015678	0.09032226556447112	0.29095107194717446	-0.11030654081823223	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.7608077608225299	0.6786757183715828	0.5118042670426743	0.8455471697004913	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.7718349358974359	0.6881646478102379	0.5181678720140259	0.8581614236064498	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.7818181818181819	0.7049624720828909	0.5488111888111888	0.861113755354593	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
DR	1.000238476330914	1.1554580507343302	1.4708248050777788	0.8400912963908815	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.04257432275922164	0.0720107490468783	0.304818513986256	-0.16079701589249937	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7126858717255125	0.6116953602308849	0.4065082892576733	0.8168824312040965	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7256387998575499	0.6290721062771002	0.4328731097961867	0.8252711027580137	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7500710227272727	0.6634811262036393	0.48755244755244753	0.8394098048548311	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
DR	1.0210722852735672	1.1071543671741346	1.2820512954800491	0.9322574388682201	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.005676531217416944	0.06182072428113272	0.19895800529405902	-0.07531655673179358	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.7694767980923181	0.67082218347067	0.47038106169970245	0.8712633052416375	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.7519030448717949	0.654017575926557	0.45513916283147055	0.8528959890216434	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.7758522727272728	0.6969970343792333	0.5367832167832167	0.8572108519752498	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.067283707378168	1.1488282711020739	1.314506114858581	0.9831504273455667	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.031861035395049794	0.08794059257534842	0.20188001033849484	-0.02599882518779799	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.770787437041909	0.6555080527010846	0.4212896210244889	0.8897264843776803	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.7636440527065527	0.6677410952884171	0.47289064212141135	0.8625915484554229	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.7897727272727273	0.7074330904697397	0.5401398601398602	0.8747263207996192	harden.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
DR	1.0149030943834	1.081282658658972	1.2161490749648964	0.9464162423530479	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SIL	8.092823421054932e-4	0.05561196432806636	0.16695709598208208	-0.055733167325949365	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.7357996216160587	0.6333582973830207	0.4252235433857373	0.8414930513803043	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.7201299857549858	0.615910814622051	0.4041639272408503	0.8276577020032517	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.7506392045454545	0.6642309522937795	0.4886713286713287	0.8397905759162303	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0004172642292044	1.1169072260823234	1.353585243815645	0.880229208349002	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.030741991602435403	0.05914512131648433	0.24177290629460696	-0.1234826636616383	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7046982812688211	0.6012780674284512	0.3911544583559541	0.8114016765009485	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7080996260683761	0.6080076141695151	0.40464606618452775	0.8113691621545025	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7284801136363637	0.63886281258009	0.45678321678321676	0.8209424083769633	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
DR	0.9877994915531685	1.0763985669868215	1.256409386915513	0.8963877470581297	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.030713903380277952	0.04251595815333978	0.19130043872957897	-0.10626852242289941	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.7295056907338484	0.6215401555148894	0.4021816077684331	0.8408987032613457	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.7235910790598291	0.6215699233419734	0.41428884505807584	0.8288510016258708	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.7446732954545454	0.6573726796763446	0.48	0.8347453593526892	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.0793094332121616	1.1712362724213556	1.3580082631955912	0.9844642816471201	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.03493180692061145	0.09662791198727239	0.221978728630647	-0.028722904656102208	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.7657828063381886	0.6732650903463118	0.4852925880136094	0.861237592679014	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.7544849537037037	0.6651306376235897	0.4835853605084374	0.8466759147387419	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.782528409090909	0.7035931607659356	0.5432167832167832	0.863969538315088	harden.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
DR	1.1146757942709442	1.1026969715414778	1.0783590459958954	1.1270348970870603	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.07918984504158967	0.07142314128539842	0.05564317174900987	0.08720311082178697	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.7422590500687102	0.6290315187046512	0.3989819311713252	0.8590811062379773	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.7185941951566952	0.6059180776861003	0.3769888231426693	0.8348473322295312	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.7522017045454545	0.6570665983231427	0.46377622377622374	0.8503569728700618	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
DR	1.104233821806897	1.1386174441566046	1.208476232422677	1.0687586558905322	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SIL	0.06858041641384881	0.0932787131970833	0.14345937967730574	0.04309804671686084	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7174042486025419	0.6178790053083418	0.41566898718679257	0.8200890234298912	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7132189280626781	0.6137804305746312	0.4117466579005041	0.8158142032487582	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7318892045454546	0.6449302529930803	0.46825174825174826	0.8216087577344122	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.10
DR	1.1557195872984967	1.3105783858835567	1.6252121353897107	0.9959446363774029	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.06198021282954914	0.14801085789495347	0.32280327961514005	-0.026781563825233116	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.8417983204706343	0.7759642597631395	0.6422061681669597	0.9097223513593193	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.838230056980057	0.7754244532335551	0.6478194170501863	0.903029489416924	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.84140625	0.7871526379379783	0.676923076923077	0.8973821989528795	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.1275153010323204	1.3651085633911124	1.8478377313581817	0.8823793954240432	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.016272477205986718	0.1509996554381466	0.4247310651796778	-0.12273175430338458	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.8513655653259311	0.7924528851581509	0.6727572810077403	0.9121484893085615	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.838497150997151	0.7838730145616977	0.6728906421214114	0.8948553870019839	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.8619318181818182	0.8145630285944422	0.7183216783216783	0.9108043788672061	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
DR	1.1243519656770586	1.3941177025170286	1.942213167842682	0.8460222371913754	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SIL	-0.005356773168406487	0.1478132309548414	0.4590157790147736	-0.1633893171050908	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.8588442001765945	0.802896930114249	0.6892262861780551	0.9165675740504429	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.8439391915954416	0.7940981007030141	0.6928336620644313	0.8953625393415969	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.86953125	0.8251916669717716	0.7351048951048951	0.9152784388386482	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0226122361251762	1.1966820526038286	1.5503477114810913	0.8430163937265661	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.03223678748712569	0.09161532895811408	0.34325137506907744	-0.16002071715284927	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7840633814652703	0.6995083461964546	0.5277139888248927	0.8713027035680166	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7708889779202279	0.6929521888442549	0.5346044269121192	0.8512999507763905	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.8095170454545454	0.7381949987185589	0.5932867132867132	0.8831032841504045	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10
DR	1.071551196889197	1.195359371486378	1.4469061389219195	0.9438126040508361	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.026870005992423077	0.10947344799691802	0.2773026634981141	-0.05835576750427806	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.834277098027182	0.7596739781556652	0.6080993854008372	0.911248570910493	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.7948940527065527	0.7151692477508023	0.5531886916502301	0.8771498038513745	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.8302556818181818	0.7633493208362319	0.6274125874125874	0.8992860542598763	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.104288693702705	1.2022544913086075	1.4012961118412348	1.0032128707759802	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.05807706145132119	0.12156649171482	0.2505608897105001	-0.007427906280860113	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.8366423648816588	0.7660475919844454	0.6226169422885198	0.909478241680371	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.8202234686609686	0.7483360928387106	0.6022792022792023	0.894392983398219	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.84140625	0.7818936037784205	0.660979020979021	0.90280818657782	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10
DR	1.0847382328598958	1.1300325600078134	1.2220591294512013	1.0380059905644254	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.059218260219452604	0.09253595829653793	0.16022905915156843	0.024842857441507424	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.8179493704066466	0.7421383104022328	0.5881094900758044	0.896167130728661	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.7835759437321937	0.7088999498584678	0.5571772956388341	0.8606226040781014	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.8225852272727273	0.7685424523120858	0.6587412587412588	0.8783436458829129	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10
DR	1.0186105929716214	1.0778002166279843	1.198058499612341	0.9575419336436278	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SIL	2.2400253871153954e-4	0.04884835262599767	0.14764068296207108	-0.04994397771007574	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7063218600950519	0.6031907277892291	0.39365445897739865	0.8127269966010596	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.6929531695156695	0.5851636139996994	0.36616261231645847	0.8041646156829403	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7472301136363636	0.6605623695676052	0.48447552447552444	0.8366492146596859	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10
DR	0.9960781397099823	1.0412793987585718	1.1331168774604683	0.9494419200566755	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SIL	-0.010332689064783069	0.029980368572418932	0.11188626345435315	-0.05192552630951529	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.8404009514479388	0.7770220836328228	0.6482523204529046	0.9057918468127409	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k26	0.8063457086894587	0.7262555749466744	0.5635327635327635	0.8889783863605853	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.8274147727272727	0.7604305642001977	0.6243356643356643	0.8965254640647311	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.021386903491447	1.0536522085528182	1.1192071140743343	0.9880973030313018	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.015041644060306128	0.043171539746300024	0.10032434367974793	-0.01398126418714789	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.8156149988198177	0.741927299868872	0.5922126099367916	0.8916419898009522	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k26	0.7907763532763533	0.7115133907723518	0.550471181240412	0.8725556003042915	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.8235085227272727	0.7610419946545601	0.6341258741258741	0.8879581151832461	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10
DR	1.303278559463481	1.3120430112994166	1.329850151537508	1.294235871061325	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.19148143681084615	0.19932260148126962	0.21525385668466973	0.18339134627786954	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.8130814270510222	0.7543882031490959	0.6351384783959759	0.873637927902216	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k26	0.8014378561253561	0.7276362455581142	0.5776901161516547	0.8775823749645739	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
kNN_k10	0.82265625	0.7605631018196464	0.6344055944055944	0.8867206092336982	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.10
DR	1.019047577178257	1.104133882527567	1.2770076457769588	0.9312601192781751	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SIL	-0.002896474722494592	0.06308608205851468	0.1971458799627875	-0.07097371584575814	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10
SCP_k10_b0	0.7172184631502654	0.6208321779591502	0.4249997255073606	0.8166646304109398	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k26	0.7130742521367521	0.6176447707659951	0.4237563006793776	0.8115332408526126	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10
kNN_k10	0.7411931818181818	0.6550404569252737	0.48	0.8300809138505474	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10
DR	1.3338350593946064	1.4827995984755455	1.779555727510802	1.1860434694402888	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SIL	0.16409783314422546	0.23329322284544698	0.37113915665969144	0.09544728903120253	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
SCP_k10_b0	0.821430179531356	0.7293556057007422	0.54593145468385	0.9127797567176343	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k25	0.8007905138339921	0.7189773150825782	0.555995115995116	0.8819595141700405	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
kNN_k10	0.8345670140136543	0.7584871269081794	0.6069264069264069	0.9100478468899521	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10
DR	1.213079130380274	1.403834325274763	1.7838427056551225	1.0238259448944032	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SIL	0.09561393628326856	0.19094532935896777	0.38085747462000635	0.001033184097929186	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
SCP_k10_b0	0.8177502914578775	0.7441914725262055	0.5976530379615361	0.8907299070908749	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k25	0.8013013073882639	0.730841334104492	0.5904761904761905	0.8712064777327936	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
kNN_k10	0.8332734459216673	0.7626414521151363	0.6219336219336219	0.9033492822966507	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10
DR	1.3313773919692156	1.522490924070198	1.9032131573107378	1.141768690829658	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SIL	0.16079121621389936	0.24031217297895519	0.39872793724320027	0.0818964087147101	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
SCP_k10_b0	0.8308989248203523	0.7687844381848135	0.645044555359685	0.8925243210099421	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
kNN_k25	0.8175250836120401	0.7520242914979758	0.6215384615384616	0.8825101214574899	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10
