measure	globqual	meanclassqual	classqual_staal_3	classqual_staal_1	classqual_staal_1b	classqual_staal_5	model	technique
SCP_k10_b0	0.608040073611976	0.3213151642791551	0.3619943474819477	0.7455840463974515	0.029032822581933928	0.14864944065528732	staal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6580605092715819	0.3982120521754668	0.423992673992674	0.7842401500938087	0.05128205128205128	0.3333333333333333	staal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.661402956904687	0.40722690926959215	0.4301948051948052	0.7850997782705099	0.04755244755244755	0.36606060606060603	staal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5287522983362243	1.7822954309094161	1.2212562051974127	1.5109058061644682	1.1359596098695033	3.26106010240628	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.012977528498011731	0.05843647535948859	-0.31820794392148866	0.06899528259811327	-0.09086961074779455	0.5738281735091243	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6963781804793623	0.4408452918493949	0.44847931605544294	0.8235766128353416	0.032315874708031295	0.4590093637987639	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k12	0.733120397480259	0.47331354933371816	0.5224358974358975	0.8536585365853658	0.07100591715976332	0.4461538461538461	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.73658383139352	0.4811706789145813	0.5383116883116883	0.8530376940133038	0.07272727272727272	0.4606060606060606	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.4668979857046034	1.7226164182373798	1.0818879827807402	1.4631163890140593	0.8864942161470131	3.458967085007707	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.006557185796961045	-0.0015912098708434526	-0.34815430623361376	0.0818297140515623	-0.35859008667683956	0.6185498393755172	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6768729565575831	0.3973902673893501	0.3503444914224956	0.8287358286297702	0.02553159309908374	0.384949156406051	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k12	0.7061928843935764	0.4509324451866666	0.40934065934065933	0.8440275171982489	0.05719921104536489	0.4931623931623932	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.712928593897452	0.4572940474159986	0.42727272727272725	0.8483370288248336	0.05174825174825175	0.5018181818181818	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3118973091274184	1.8882441348561994	1.2786650708753386	1.1319267198087226	0.8238352115471226	4.318549537193614	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.19082899164788325	-0.07640217562149965	-0.3332443786984052	-0.19907102543515975	-0.4605331551833456	0.6872398568309119	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6393697182987097	0.35983685437265767	0.3080281677399415	0.7925988549914438	0.01764999987214576	0.3210703948870997	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k12	0.6634726288705527	0.39398582447362934	0.358974358974359	0.8075672295184491	0.02564102564102564	0.38376068376068373	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.66341616860648	0.39500563460929317	0.35746753246753243	0.807450110864745	0.022377622377622378	0.3927272727272727	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0627895814475898	1.1821792133306175	1.1012828257169276	1.0156023137914096	0.9507996181227302	1.6610320956914022	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.20267784149502227	-0.09642014693564507	-0.17324468835801482	-0.2434367280400118	-0.283661587179057	0.31466241583450333	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5672887790975089	0.2592631473399528	0.21087035330652532	0.7356879703018464	0.017865262067737166	0.07262900368370229	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6243456658681572	0.3270743419078316	0.3182234432234432	0.7781738586616636	0.04437869822485207	0.16752136752136754	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6276187480339729	0.33165466647173963	0.3253246753246753	0.7802217294900221	0.048951048951048945	0.17212121212121212	staal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.487889606942077	1.8666214189983794	1.2987235283316405	1.4093108282470719	1.1053380951335543	3.653113224281251	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.017644199392999674	0.049454187183858904	-0.3034866669262423	0.025502717983899543	-0.12954936094780595	0.6053500586255843	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6904562876196657	0.47656860188529204	0.4335068811335876	0.8087629931907173	0.03753586050121691	0.6264686727156463	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k12	0.7198174706649283	0.48141638529513364	0.494567579313342	0.8382642998027613	0.04240631163708087	0.5504273504273505	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7222187981510015	0.48539046758326415	0.5038520801232665	0.838548951048951	0.03916083916083916	0.5599999999999999	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4839308893761622	1.8406119020862863	1.3626379843502185	1.3975098733421856	1.176289312830362	3.426010437822379	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.024703567194236206	0.05406343470510368	-0.3041368627579603	0.014177053776509133	-0.05724608893904449	0.5634596367409104	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7365546275908532	0.4940127681344105	0.5469770947474336	0.8479027517481346	0.03468710251998064	0.5464841235220931	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k12	0.7437635810517167	0.5058837817169792	0.5686657974793567	0.8505300788954635	0.05818540433925049	0.5461538461538461	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7489060092449923	0.5130992947730235	0.5808936825885979	0.8533216783216783	0.05454545454545455	0.5636363636363636	staal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3139023031982902	1.95028094560016	1.598750046100946	1.0490780072445092	1.1163673595729369	4.036928369482248	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.18521195905357865	-0.03009187158341234	-0.29249896050620067	-0.20923385259222663	-0.21003609338580279	0.5914014201505807	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6897434526072286	0.43950852227774584	0.4472648512264062	0.8160642883056266	0.03812695724005405	0.4565779923388965	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k12	0.7012603215993046	0.46552836559355465	0.4634941329856584	0.8224852071005917	0.09664694280078895	0.4794871794871795	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7063174114021572	0.47202241614317886	0.46964560862865945	0.8268356643356644	0.10069930069930069	0.4909090909090909	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0581821468483146	1.212676284459242	1.271829557347426	0.9599598281051916	0.9147955474452101	1.7041202049391402	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.20446949054299318	-0.08499614361857191	-0.08199963721761849	-0.2704826147777265	-0.2961987983038751	0.3086964758249324	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6063890677109329	0.30618487280555784	0.3689057747758518	0.7477680900311836	0.018706429882079118	0.08935919653311677	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6263363754889179	0.3294853860918887	0.36766623207301175	0.7715113412228797	0.03944773175542406	0.13931623931623932	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6290292758089369	0.33144578938011143	0.3704160246533128	0.7743881118881119	0.03916083916083916	0.14181818181818182	staal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.58887663811401	1.7079469536247107	1.2238533165080803	1.6243446969395807	1.229985259745654	2.753604541305528	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.08568376380848908	0.08242439626640312	-0.22555326583255067	0.15198962088032045	0.06221856654909526	0.34104266346874745	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6685726316406857	0.40940989016784185	0.3295098643888461	0.8151619347181475	0.03841883477745904	0.45454892678691483	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k12	0.7173254985754985	0.47320382348524936	0.4375291375291375	0.8462789243277048	0.048323471400394474	0.5606837606837607	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7189393939393939	0.47928343644529897	0.4505785123966942	0.8439911308203991	0.04195804195804195	0.5806060606060606	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.5908012262541382	1.7094033236045587	1.2473140309932522	1.6214016637323065	1.1861618019750275	2.7827357977176486	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.09455386675875761	0.07817272051341005	-0.2252920539594047	0.16633594195891133	0.025498209049686815	0.34614878500444674	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7009994393404546	0.4413403671104531	0.38641890306474247	0.8422445597025435	0.037902981324610084	0.4987950243499163	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k12	0.7299679487179487	0.48941318218991764	0.45244755244755247	0.857473420888055	0.07593688362919132	0.5717948717948718	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7345959595959596	0.4997321673153159	0.468099173553719	0.8579157427937916	0.07412587412587412	0.5987878787878788	staal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.4034653897591316	1.6327896187774509	1.581375964845863	1.2892480260657253	0.9907542111697382	2.669780273028477	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.056170283780723876	0.021513221746800815	0.008928190289534949	0.07333994576541764	-0.2972655585148397	0.3010503094470904	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6933895749826989	0.4349488574380272	0.4029490984955834	0.829098012204079	0.023660054931335214	0.4840882641211113	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k12	0.7224448005698005	0.47822134609189015	0.46503496503496505	0.8464040025015634	0.023668639053254437	0.5777777777777777	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.729040404040404	0.49287922720295224	0.48297520661157023	0.8479822616407983	0.022377622377622378	0.6181818181818182	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1136842735926167	1.3752755519571176	1.5277398689884192	0.9436814901471283	1.0922701051222894	1.9374107435706331	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.15891239359183587	-0.0036240202567650696	0.0532592220578159	-0.2523212287931286	-0.1306682246694897	0.31523415037774216	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6063628242439515	0.3238421683333955	0.3835591525739118	0.7364111089032555	0.029256756160356095	0.14614165569605864	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6634615384615384	0.39022764810757304	0.42657342657342656	0.7932457786116323	0.05818540433925049	0.2829059829059829	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6683712121212121	0.40240393014228937	0.4393388429752066	0.7941463414634147	0.05734265734265734	0.3187878787878788	staal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5002074493788735	1.7778170115758163	1.1767377338052483	1.4768943129675414	1.1443520447380873	3.313283954792388	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.009917876092027135	0.05704339777565921	-0.32558948886913763	0.06459977335155882	-0.09168353296679546	0.5808468395870111	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.713389805457645	0.46367258992572996	0.43264132069498046	0.8442096139027202	0.034785446529058	0.5430539785761611	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k12	0.7257834757834758	0.4736085782052011	0.4937062937062937	0.8473420888055034	0.0670611439842209	0.4863247863247863	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7283459595959596	0.480297138190708	0.5051239669421488	0.846740576496674	0.06993006993006992	0.4993939393939394	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3935547548097291	1.5628559408658347	1.0327807148994788	1.4110052869189638	0.9149100886651901	2.8927276729797065	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-2.2513724992718058e-4	-0.012050537189768413	-0.330955658405148	0.06944952574981404	-0.35050457357416315	0.5638085574704235	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6770813830710558	0.3624890469984846	0.30946643764287884	0.8469671874051559	0.02616380406989048	0.26735875887601324	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k12	0.6836271367521367	0.40740967912637704	0.37948717948717947	0.8284552845528456	0.07297830374753451	0.3487179487179487	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6906565656565656	0.4157112658221306	0.3986776859504132	0.8323725055432373	0.06573426573426573	0.3660606060606061	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2917747914460747	1.8148710816161497	1.260007354245984	1.1291218971765864	0.8972897969451232	3.973065278096905	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.18188166232755548	-0.057265110194824324	-0.31568352607597683	-0.19527080307739877	-0.39139074454915773	0.673284632923236	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6295838444865037	0.370996216430258	0.33307267632695775	0.7672927988781871	0.02408230681814251	0.35953708369774456	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k12	0.6756588319088319	0.4068090342011543	0.3902097902097902	0.8138836772983115	0.03254437869822485	0.3905982905982906	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6777146464646464	0.4107613229342719	0.4046280991735537	0.8126829268292682	0.02937062937062937	0.39636363636363636	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0783448568696794	1.1888395187850747	1.1127568510529344	1.034378532306017	0.90462376444871	1.7035989273326375	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.19371845048105615	-0.10595505627152813	-0.18591054230424064	-0.22468993445984944	-0.34694943864426875	0.3337296903222463	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5857429455440948	0.26645389090060945	0.22181426812441146	0.7572670737904624	0.023289941250797908	0.06344428043676602	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6364405270655271	0.33009715425287656	0.32727272727272727	0.7919324577861163	0.03451676528599606	0.16666666666666666	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6398989898989899	0.3363864812201841	0.3365289256198347	0.7932594235033259	0.03636363636363636	0.17939393939393938	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4603348761986878	1.8611758199717223	1.2001922216554475	1.3907280271400229	1.0453638552772673	3.8084191758141515	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.024571628489880783	0.03753038101478996	-0.320584758537871	0.021854530473066524	-0.1936758644811275	0.6425276166050918	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6934511841220526	0.4573022593578281	0.3632726697633289	0.8353070755312219	0.03414964628822341	0.5964796458485382	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k12	0.7105606258148631	0.469159312004814	0.44241634072142544	0.8397435897435898	0.03550295857988166	0.558974358974359	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7151926040061634	0.4786540190035953	0.4542372881355932	0.8411713286713287	0.03496503496503497	0.5842424242424242	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4269384068539326	1.7592965684896211	1.207314189285376	1.3686772907318985	0.9437527636400407	3.517442030301169	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.010858974338474424	-0.0025111995898962017	-0.3175577807970554	0.05285108553826275	-0.35977869586477185	0.6144405927639797	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6789962104503474	0.3769618809519423	0.3289414794760068	0.8459505219251646	0.027853301382556105	0.3051022210240415	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k12	0.7076053889613212	0.4236978731376547	0.4643633202955237	0.8443663708086785	0.03648915187376726	0.34957264957264955	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7119260400616333	0.427987189364308	0.4742681047765793	0.8473776223776224	0.03636363636363636	0.35393939393939394	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2828070304981545	1.914527967020324	1.4354073302852788	1.0483359614539316	0.9651835587124734	4.209185017629612	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.19947902602629128	-0.0802539850840434	-0.3362679157923863	-0.20755407711483653	-0.4113258026575607	0.6341318552286099	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6317806014254677	0.3495414403625156	0.32628587304166556	0.7828845384125875	0.0252516643503277	0.26374368564548173	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k12	0.6590178183398523	0.3901817353658944	0.3763581051716645	0.8005424063116371	0.03254437869822485	0.35128205128205126	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6590446841294298	0.3917976373908577	0.3768875192604006	0.7999999999999999	0.03636363636363636	0.35393939393939394	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0626951712940844	1.2394990518861444	1.2575928036891955	0.9623237721650679	0.9687194857982269	1.7693601458920873	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.21296970072993132	-0.07768008527838755	-0.1044512033329211	-0.2804261032207237	-0.2764171348108541	0.35057410025094876	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5912492118693926	0.2881995234846234	0.3088829821184391	0.7439310702025459	0.021500834954632887	0.07848320666287584	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k12	0.6189917427205562	0.3087146300660805	0.33485441112559755	0.7741000986193294	0.027613412228796843	0.09829059829059829	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6217565485362095	0.31016534313144484	0.3389830508474576	0.7769230769230769	0.02657342657342657	0.09818181818181818	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1973814907498346	1.648579682981466	1.179773863977984	1.04531000853029	NA	2.720655176436124	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.02608380372415731	0.13743292081260097	0.04894810978929261	-0.10580858846197645	NA	0.4691592411104868	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6861310035887562	0.5722822097125605	0.36022962002667885	0.8243740243899177	NA	0.532242984721085	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k14	0.6982785602503913	0.6077160493827161	0.408994708994709	0.8173280423280423	NA	0.5968253968253968	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7144686299615877	0.6459203142536476	0.42962962962962964	0.8244949494949495	NA	0.6836363636363636	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2421976948762734	1.8107173597112411	1.0910785761075246	1.0895640570034646	NA	3.2515094460227343	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.0015764503909148544	0.13973454562086068	-0.06465731639060743	-0.03180002439511555	NA	0.515660977648305	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6833454673111248	0.6145368267611114	0.25976199075667505	0.8354086022752653	NA	0.748439887251394	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k14	0.6881287726358148	0.6071928277483833	0.3340388007054674	0.8234126984126984	NA	0.6641269841269841	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7022620571916347	0.6445903479236813	0.367003367003367	0.8237373737373738	NA	0.743030303030303	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2500056516444504	1.7312605828665333	1.4804616622720765	1.0124532770749068	NA	2.7008668092526165	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.006806805276155544	0.13923463162719363	0.15482628374059101	-0.08413902298671032	NA	0.3470166341277002	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.687051403588615	0.5949288398940731	0.31482485752085365	0.8317207885723134	NA	0.6382408735890521	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k14	0.7169237648110888	0.6162624926513816	0.3922398589065256	0.8501984126984127	NA	0.6063492063492064	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7249679897567222	0.6389365881032548	0.40774410774410774	0.8508838383838384	NA	0.6581818181818182	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1666478971905048	1.5643397611450813	1.4176959534315252	0.9520199276451113	NA	2.3233034023586074	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.031159186262388658	0.1341972133686613	0.21342521477773635	-0.16278577249465317	NA	0.3519521978229007	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6829299348297819	0.5738932754054233	0.31091825128616524	0.8334346273282097	NA	0.577326947601895	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k14	0.701900290632685	0.5928909465020575	0.38659611992945325	0.8352513227513227	NA	0.5568253968253968	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7148954332052924	0.6234876543209876	0.4164983164983165	0.8369949494949495	NA	0.616969696969697	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.2292489385200795	2.110378749994723	1.1078408310193397	0.9585828507384511	NA	4.264712568226378	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
