_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
herhalen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.424123160232299	-0.8771031537551627	LEMMAPATH2	NA	NA	LEMMAPATH	670	no	NA	NA	5000	all	309	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.576444980601578	-0.849538970105728	LEMMAPATH2	NA	NA	LEMMAPATH	670	no	NA	NA	5000	nav	309	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.3056610472099612	-0.7601271804390836	LEMMAPATH2	NA	NA	LEMMAPATH	670	no	NA	NA	FOC	all	309	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.5050765112054447	-0.8017701954863127	LEMMAPATH2	NA	NA	LEMMAPATH	670	no	NA	NA	FOC	nav	309	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.8718623245307586	-0.23639120846647457	LEMMAPATH2	NA	NA	LEMMAPATH	381	selection	NA	NA	5000	all	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.9660933587462606	-0.21584934203838663	LEMMAPATH2	NA	NA	LEMMAPATH	381	selection	NA	NA	5000	nav	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.8844142876757328	-0.20884905291902395	LEMMAPATH2	NA	NA	LEMMAPATH	381	selection	NA	NA	FOC	all	306	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-1.1059286181732575	-0.2444185278709168	LEMMAPATH2	NA	NA	LEMMAPATH	381	selection	NA	NA	FOC	nav	306	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.8848539837122299	0.1878035723522392	LEMMAPATH2	NA	NA	LEMMAPATH	381	weight	NA	NA	5000	all	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.9756632957610122	0.24077967939177397	LEMMAPATH2	NA	NA	LEMMAPATH	381	weight	NA	NA	5000	nav	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-1.0370483262836794	0.2326566782699151	LEMMAPATH2	NA	NA	LEMMAPATH	381	weight	NA	NA	FOC	all	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-1.1614114167347414	0.2797815614483272	LEMMAPATH2	NA	NA	LEMMAPATH	381	weight	NA	NA	FOC	nav	306	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-1.0671355312642694	-1.3007647665276634	LEMMAPATH3	NA	NA	LEMMAPATH	976	no	NA	NA	5000	all	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-1.137331885293511	-1.291220610529334	LEMMAPATH3	NA	NA	LEMMAPATH	976	no	NA	NA	5000	nav	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.9646733340464464	-1.175701611532465	LEMMAPATH3	NA	NA	LEMMAPATH	976	no	NA	NA	FOC	all	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-1.066057693495296	-1.218406724224547	LEMMAPATH3	NA	NA	LEMMAPATH	976	no	NA	NA	FOC	nav	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.5456365829807641	-0.483067085113303	LEMMAPATH3	NA	NA	LEMMAPATH	501	selection	NA	NA	5000	all	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.5869744279805281	-0.4512982208791174	LEMMAPATH3	NA	NA	LEMMAPATH	501	selection	NA	NA	5000	nav	294	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.5147038660392755	-0.5023520881299653	LEMMAPATH3	NA	NA	LEMMAPATH	501	selection	NA	NA	FOC	all	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6427753345240771	-0.5953693521112813	LEMMAPATH3	NA	NA	LEMMAPATH	501	selection	NA	NA	FOC	nav	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herhalen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.570164241399481	-0.04615467607457415	LEMMAPATH3	NA	NA	LEMMAPATH	501	weight	NA	NA	5000	all	294	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.6429660900175937	0.01214798265339267	LEMMAPATH3	NA	NA	LEMMAPATH	501	weight	NA	NA	5000	nav	294	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSall	-0.5693397028905048	-0.09034774593731468	LEMMAPATH3	NA	NA	LEMMAPATH	501	weight	NA	NA	FOC	all	294	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6534010801141896	-0.07055321828191186	LEMMAPATH3	NA	NA	LEMMAPATH	501	weight	NA	NA	FOC	nav	294	2	herhalen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-1.0404538260240603	-0.6786561898018296	LEMMAPATHweight	NA	NA	LEMMAPATH	976	no	NA	NA	5000	all	294	1	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
