size	max_diss	av_diss	diameter	separation	medoid	medoid_i
48	2.5545859744820456	2.020168622257172	3.2709266071025325	2.265883660108495	herstructureren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	1
12	2.2539867868925083	1.4969177600961128	2.4136393828581144	2.265883660108495	herstructureren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	2
24	3.343034596420424	2.3631343565364995	3.689990431636251	1.957742387374345	herstructureren.bound10-10all.PPMIselection.LENGTHFOC.SOCPOSall	3
24	3.184469181780134	2.1790783737379447	3.503091954103925	2.0111843965459384	herstructureren.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall	4
24	2.5697559159390457	1.932221787437709	3.2097653080848163	2.1116286396965203	herstructureren.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	5
24	2.2281658819740104	1.6108283730450632	2.550989245010508	2.0541620760709103	herstructureren.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	6
24	2.7369180902930736	2.049883271249285	3.3506050557820255	1.957742387374345	herstructureren.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	7
24	2.521283526462471	1.8171324617372961	2.966193126673419	2.0111843965459384	herstructureren.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	8
