_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
heffen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-0.8441801618968917	-1.165736190584764	LEMMAPATH2	NA	NA	LEMMAPATH	515	no	NA	NA	5000	all	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-0.7578806569125537	-1.1001832721714968	LEMMAPATH2	NA	NA	LEMMAPATH	515	no	NA	NA	5000	nav	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.4281408104624865	-0.6827643980411668	LEMMAPATH2	NA	NA	LEMMAPATH	515	no	NA	NA	FOC	all	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.39528462686218585	-0.6689815648349734	LEMMAPATH2	NA	NA	LEMMAPATH	515	no	NA	NA	FOC	nav	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.5582509131326894	-0.9459112073397208	LEMMAPATH2	NA	NA	LEMMAPATH	290	selection	NA	NA	5000	all	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.5377763219131683	-0.9492026647320778	LEMMAPATH2	NA	NA	LEMMAPATH	290	selection	NA	NA	5000	nav	213	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.21252357349407677	-0.5170065426411767	LEMMAPATH2	NA	NA	LEMMAPATH	290	selection	NA	NA	FOC	all	213	2	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall
heffen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.20134498056759667	-0.5349840625404239	LEMMAPATH2	NA	NA	LEMMAPATH	290	selection	NA	NA	FOC	nav	213	2	heffen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall
heffen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.0401831597876121	-0.47547098450680647	LEMMAPATH2	NA	NA	LEMMAPATH	290	weight	NA	NA	5000	all	213	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.02402400347832061	-0.4870005223947349	LEMMAPATH2	NA	NA	LEMMAPATH	290	weight	NA	NA	5000	nav	213	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	0.02510383885002932	-0.40670305962310815	LEMMAPATH2	NA	NA	LEMMAPATH	290	weight	NA	NA	FOC	all	213	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	0.03056627177547303	-0.4356139479357597	LEMMAPATH2	NA	NA	LEMMAPATH	290	weight	NA	NA	FOC	nav	213	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-1.1939633474586413	-0.8414208302003899	LEMMAPATH3	NA	NA	LEMMAPATH	736	no	NA	NA	5000	all	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-1.003800304492594	-0.7396178088110973	LEMMAPATH3	NA	NA	LEMMAPATH	736	no	NA	NA	5000	nav	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.6164729541216211	-0.3399368047853775	LEMMAPATH3	NA	NA	LEMMAPATH	736	no	NA	NA	FOC	all	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.5642836032330315	-0.3085701048199572	LEMMAPATH3	NA	NA	LEMMAPATH	736	no	NA	NA	FOC	nav	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.6832785369701913	-0.5198335328529816	LEMMAPATH3	NA	NA	LEMMAPATH	376	selection	NA	NA	5000	all	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.6341570696988706	-0.5315262847504323	LEMMAPATH3	NA	NA	LEMMAPATH	376	selection	NA	NA	5000	nav	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.2637979272808106	-0.15321350612690138	LEMMAPATH3	NA	NA	LEMMAPATH	376	selection	NA	NA	FOC	all	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2461349558766889	-0.1524028486642263	LEMMAPATH3	NA	NA	LEMMAPATH	376	selection	NA	NA	FOC	nav	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.08043675201490637	-0.10706419427414192	LEMMAPATH3	NA	NA	LEMMAPATH	376	weight	NA	NA	5000	all	207	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.06281163482549564	-0.10884313283298185	LEMMAPATH3	NA	NA	LEMMAPATH	376	weight	NA	NA	5000	nav	207	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSall	-0.03306914934497235	-0.03066795501844712	LEMMAPATH3	NA	NA	LEMMAPATH	376	weight	NA	NA	FOC	all	207	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATH3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.013242660978759	-0.02426857989744084	LEMMAPATH3	NA	NA	LEMMAPATH	376	weight	NA	NA	FOC	nav	207	3	heffen.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall
heffen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.7426636932636407	-1.008148700201096	LEMMAPATHweight	NA	NA	LEMMAPATH	736	no	NA	NA	5000	all	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
heffen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	-0.6500891592819656	-0.9294190894481208	LEMMAPATHweight	NA	NA	LEMMAPATH	736	no	NA	NA	5000	nav	207	1	heffen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav
