_id	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav.x	gemeen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav.y	gemeen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.x	gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.y	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.y
jegens/prep	-12.372482718536999	12.403434263807132	0	0	0	0	-11.370673281295735	10.498170418659775	14.419523844293222	-41.429365129085205	0	0	0	0	-21.238270248115132	13.283543610474332
jij/pron	20.557593767176346	1.2121049058240876	0	0	0	0	0	0	35.02699728000298	-16.153325805628732	0	0	0	0	13.350042182111537	9.90121499221211
jong/noun	1.809082038208745	-6.948289616489473	0	0	11.293232444543257	17.39762327290992	19.335336440528188	1.9758844488479494	-3.0235280614190807	36.12833153906472	-15.600123627995611	-3.1684884077808366	0	0	-1.5450613741531865	29.76868066667854
jood/noun	-17.409682260591328	11.041910707982103	6.2346507732184335	9.268924813502107	11.2868969047689	2.5314160899570166	-9.875564704415574	13.793786368603639	-5.343813654585392	-38.867353822904896	-1.6431953321665738	-13.8844653419747	-7.520703413433618	6.844139165360961	-18.377876723569695	17.4674315127356
jullie/pron	21.594682178054956	0.19671813230838053	0	0	0	0	9.20593051675439	-19.072413409065412	34.36905210812551	-17.02760051598268	0	0	0	0	12.577805747496553	10.81145229910964
kan/verb	24.642692635901085	3.431391177911819	0	0	-9.705962857104511	20.98492488231569	11.493926159630727	-24.46078028336279	26.526811825767986	-13.580565028117308	21.309580366092945	15.004721076041479	0	0	8.200506914894314	8.293180838620202
kanker/noun	-5.766718757229701	-7.653171048797601	-4.585353806172767	-9.020113376967373	-15.477023924274349	3.6643597910315435	13.116391255084466	2.5148712583458424	-11.041498820901818	11.973255457225731	14.208197748827972	-15.658579482751856	-3.7182113891629935	18.874209693351208	-14.29734846154278	9.006117694954279
keihard/adj	16.386722855515057	-9.449262791262298	0	0	-6.761680290967014	2.5582204957263177	-16.913444191491564	-14.259299068046184	3.127355701501731	55.294773917702805	5.142590402497118	-8.586189678844814	0	0	10.257298596187997	-25.243118163205672
kenmerk/noun	-19.945698167568235	17.19431566991528	0	0	6.194345625169942	1.9257580927186435	11.560037595945644	8.255643724812067	18.45649006233777	5.855458549057653	-12.351124691632158	5.934218303255369	0	0	-10.789049857741098	-19.987335842100087
kijk/verb	24.63931258797781	-0.5381738545929353	0	0	-12.177502424235925	16.45930119481614	10.971581366100239	-18.03771205749031	34.20718260325124	-13.45026350392094	15.955956190755396	18.658167457722616	0	0	15.64525995613386	11.436719252008151
kindervriend/noun	24.118525556014653	-11.275797221699355	-6.088842325048771	-5.0317400311933	-23.479719920849814	-9.799134060791074	-17.96834761247342	13.440039807588857	17.106374279350163	44.54882650378708	-31.352662617774847	1.9134836904903916	5.091358171267357	27.50384846460684	46.47095460865042	-12.225446757022716
klank/noun	5.672235274044761	25.251739375629167	-2.1759316716624233	-5.309642018776567	-16.890915447861108	-5.091027685989108	-8.418218559442469	-4.4643162013509485	29.359704440690386	35.614002908814875	-0.6421438906335891	10.511607490443257	15.663016858128946	-2.557565345293113	26.962986250969145	-20.743187176546463
klauw/noun	-18.228078430802793	-18.718507154997294	0	0	-0.9839191586174073	-21.590926077258914	-19.715637869007235	23.054753089718975	8.235942403957841	52.871673573162845	-23.45331881617728	8.622494531125087	0	0	-3.8766438880751792	8.579587402856907
klein/adj	-5.191775056105751	4.435144388563197	0	0	1.904668082158669	6.26393019407875	0.683748056136884	-2.925795665136401	-1.5478071037522558	6.778994883530529	-18.559074720313156	16.31634524212681	0	0	-4.742632606260305	-12.489428942167109
klink/verb	10.153867334996994	22.33401361437122	0	0	-15.634388547928989	-2.8410692835983973	-6.490305111520961	-7.563223290860406	33.26921741683125	36.84839022669105	3.3464676226976087	9.571338232476492	0	0	25.695847999277127	-19.568727248895517
kop/noun	4.828366291856876	0.959637780412396	-7.214003541503594	-9.968008855110918	3.8108566337834078	-16.521760593809596	4.464259231148634	-5.20104306199892	-4.104347316831385	41.371376686083345	6.857071017629893	-3.3049648436585604	-7.838145976827672	12.687449670918237	-0.38136612790981717	24.431319794163826
kop_stoot/noun	-5.948356443434744	-24.52461692650635	-9.677925910576393	4.257370281804641	19.928338653566403	-14.053899394634449	-23.153383105721897	-14.872983979108776	-40.538817804873226	22.526961801522134	-14.622575900452814	-23.46587170866114	-0.37832641020864116	28.019057270288695	-37.09849043142542	10.754616862604884
kruis/verb	-27.430610149046686	5.992538418078937	0	0	0	0	0	0	-14.95340155209715	36.47997295519482	-13.44244181257783	2.4777329697030552	0	0	-35.64735686493036	-13.702215590385478
kunst/noun	-6.885828475869793	25.919250102454026	0	0	-7.00088248621144	-11.511674993390747	-15.604178181107654	2.5090582618393924	17.11969863491369	-1.585824929116621	-2.4080980910830614	25.534369013024598	0	0	41.3571699205173	-7.214775890137609
kwalificatie/noun	7.5956343742562495	-28.449185753631763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kwasi/adj	20.578701999928413	24.621473786655148	-9.07755584836079	-6.875986079155274	2.490019314100728	23.69721245016385	-10.166131878953939	-12.642716006788005	45.61013457139243	4.389416163820449	9.902485356427176	17.85710532526572	-8.916727851900562	30.824685179842742	18.484590600992068	-4.836747961704822
laag/adj	-18.2078115457438	-2.487012793946031	11.056749904242489	-3.9340581800636403	-27.34026309584171	4.505886095444406	29.76822581092084	6.143565138078375	-28.830507220862447	41.44061824302767	-19.777163952002006	12.403246152954429	0	0	-19.16618063204327	-28.889883424618333
lach/verb	17.756417396879602	3.9164849853771386	0	0	-6.17562220871918	8.338763428698433	8.610669928350996	-14.895267846599436	35.01101317800371	-11.253050095466733	12.67102309392238	19.015733912266754	0	0	17.093043016646117	9.57655893353092
leger/noun	-20.435407808207277	11.659636336603866	0	0	13.926318984584805	0.5077488361506197	-9.899971285984366	19.41581724004267	-18.8275279536586	-41.82308809888803	3.404563642710426	-16.184561279119464	0	0	-21.33871676833059	23.189483150285426
leid/verb	-14.981434971933966	27.291482153126843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lek/noun	-17.0422302052734	27.48134023951156	-12.140995408630442	-1.753381701400122	14.660632810046227	-5.598571052117001	15.124397380358308	12.674008338596732	-25.836467330609985	-12.328808690920102	9.533915395590748	-19.88637204288318	-17.988443649527245	7.125073859635395	-21.48889890907085	8.601828294982996
lief/noun	19.63522883121027	-0.32526152814222004	9.598201797131672	-10.004195564630729	3.9185396592761164	18.26691796884719	18.301459779617694	-7.006615648493258	8.233876063423265	-17.937043496220163	11.73336810929582	24.55920144488957	-17.732445063023693	-11.139495742663462	15.048024627013236	25.560527246677673
live_band/noun	7.716215908969989	28.938608891469627	0	0	-20.65767452238866	-3.8600765115373723	11.213462825596908	21.16664012116846	32.66371623735872	40.315067469731154	-24.273805359856585	19.671172215450888	0	0	29.87335665979773	-24.281964736055848
loer/noun	4.089608025029581	-16.82939153071205	2.2192183986758116	13.871537649706823	-22.931938274921418	2.6921587355426273	13.227660666191715	27.118256731402635	53.37908328204531	11.832887318545215	-6.678089219417395	-0.31309717364534684	-21.26059028811802	12.678979784672485	29.73660983027399	10.924272881196122
lot/noun	-12.82495391741956	15.967269904030406	7.088203420148537	9.851742175004809	0	0	0	0	-11.123507679348563	-32.821533584974304	-5.56814830508457	30.358731891443917	0	0	9.158737753473414	-16.842118346556475
louter/adv	0.04954426476713165	-9.8003262126799	0	0	-6.806572055731516	-0.8840084144945609	-5.672739105247054	21.161180298543037	17.630680403672347	-0.09759977007004407	3.297811977768763	29.75853506336943	0	0	20.751802492912024	-32.23870299431117
maak/verb	14.657602591852612	10.742541432281936	0	0	-11.283457805621888	10.234644163818855	-7.4899390085771	-16.346263836614092	36.72874837824879	2.0576740707877517	10.772984605609537	2.2602705400457133	0	0	9.839396187306741	-3.364475564045693
maar/comp	21.431672137316845	5.270812490555505	0	0	0	0	6.5104928828399595	-21.27132362832774	38.23978804530476	-9.64521666649919	0	0	0	0	12.210194874249767	6.56411349513188
maar/vg	19.235400789740194	10.469986550542782	0	0	0	0	3.60443428968201	-21.693812488542747	37.94809649879278	-2.016647208862878	0	0	0	0	12.490883419525774	-1.6603786773110407
machine/noun	-11.551200017898285	-5.962092465806951	-10.868254535868912	-5.771416978551132	10.78937967677142	-8.731761533489458	18.058807565096913	14.54069600345072	-16.420745847130373	21.37420982038069	5.642573413495868	-32.42575231329338	-13.664524560427731	5.716276377467682	-10.510562936420861	-28.363642332237536
man/noun	9.43103151731491	-5.101471978339992	1.6390450427913383	5.426451413201459	0.5108553748539445	15.52416454820025	12.910775581981143	-12.304750818225804	11.618692935572238	-20.05519837868018	21.185927709490933	19.99662732677419	-2.0818319802641656	17.775389114441136	7.713877262625774	26.41762078485657
manier/noun	0.3996802946755675	13.030201045387198	-0.5961859541715738	1.3372694018034816	1.0562888761666567	-3.913836941624272	-3.991389811239933	6.5829334804412385	52.1433509050827	7.646568041198881	16.8004996842644	-7.547401942463356	7.0303807576284125	-27.062619977818915	13.086122785541253	-16.872546446289263
me/pron	19.096054516198485	2.2603634731768736	6.052770823105175	3.0131705571818923	0	0	8.463152837690519	-21.496789228964378	32.67819967658237	-23.047364228522927	0	0	0	0	10.150453309745478	12.11432425709576
meest/adj	2.7044272945483567	11.902242395712635	0	0	1.5215155939337275	-0.08245823597290922	-0.0242405762844064	3.7323912851609857	2.093816894582774	0.8671286059395003	-0.21887007814333595	2.0653362101336574	0	0	-14.302411720772026	-10.981855056038796
mens/noun	10.889568516684783	-6.012712560628383	4.869111678377723	3.5682807800487937	-1.3639258860164625	15.852489258215327	11.440169814347298	-15.541551048523202	29.62360120431803	-18.74005139128869	21.02545994363629	17.892259642276667	-9.316112953094466	8.168790743834776	7.107480181633129	15.525918021737109
merk_op/verb	-8.125203553834858	15.910569792736283	0	0	0	0	0	0	-4.296314127638695	-52.076296439784414	0	0	0	0	-7.612394780824008	16.38499733235761
met/prep	-3.5926100442756845	2.4887981553055454	-3.8512808070888362	2.342406696907893	0	0	2.8705023429913936	-2.367667859710425	5.808769582266719	10.146004424787114	0	0	-3.103009551247827	0.2643980878087688	-6.4649543804272405	-14.778039072700285
metalen/adj	-22.90418183210349	-5.130481940463156	0	0	11.695842560823415	-17.77026044515937	24.96825997488877	11.491861330446902	-21.43511883748714	42.87175023755671	-5.970670930481674	-33.595022233290614	0	0	-31.922782982893366	-16.01929062167497
midden/prep	-32.279021972563314	-4.235684138971765	0	0	0	0	31.220312791179538	15.763677657369492	-18.743758541414927	-1.4396572353873651	0	0	0	0	-13.890212487831832	-3.136996796570277
mik/verb	-17.09024621954042	-1.582349740504701	0	0	0	0	0	0	-32.76036075255894	36.99263073489474	-16.902277419037862	10.838254555709874	0	0	-22.131972933404715	-28.242086985109744
min/adj	14.596047518623715	22.473515513462527	1.4001735540340374	-2.6225945692048143	-7.291569132270623	10.635200999547541	-7.836570052511084	-20.298840026267893	41.78523254545108	5.773141815241012	16.305806618780853	2.5682158216174624	-4.873754510730166	0.416801451052009	10.837882542022527	-10.767277430702435
minstens/adv	-15.489382470492673	-8.03196365542002	0	0	-10.169926288254654	4.100889739407825	2.8173201542739	-31.400299907151705	-60.47283434515001	-3.64383981296849	17.92401987216428	-20.938863714271722	0	0	-24.623465465553004	-15.412131855407306
misdadiger/noun	-19.431712994306594	-14.318627301790421	0	0	17.195664740570603	4.282644836433583	1.1329685416481954	21.31914895092651	-13.837766998688293	-47.30614301031436	-7.588924537926656	-7.926236773793171	0	0	-6.691424402523535	4.647948390214957
misdrijf/noun	-11.856503402588727	-14.361021980163727	0	0	23.375969394714012	-5.721952007655953	-1.4932388330218944	13.607648468813904	-13.543649535470507	-42.21142726712997	10.55959118217376	-25.156080799144235	0	0	-27.426732585399808	10.04690443934292
misschien/adv	21.867068412355067	8.70872458051842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
monarchie/noun	-20.031330509688882	15.956433710432913	4.836349305236402	11.972517606047386	20.74116150111018	-23.818337491939964	-15.084913382235328	17.014366230542258	2.311561511825367	-33.45792343387529	-12.446735639199815	7.301831131043305	0	0	-4.7676486188661364	-24.045121378890155
mond/noun	6.209650443998931	1.7701557435261115	0	0	0	0	0	0	11.382883440995224	51.312247251385216	0	0	0	0	-0.0541616102444199	21.38450843229293
moralisme/noun	3.8837871110608533	27.082059046692244	0	0	0	0	0	0	38.504499020949716	20.242811731084775	-3.0178097754911204	11.378257526978365	0	0	39.44989353267576	-12.362805740418379
muzikaal/adj	-1.543165523024839	22.962119264122187	0	0	-11.476254505851383	-8.792442800486455	-11.804553972300077	-3.2138549501098104	29.501284155781924	27.124151701037288	-3.275784274563982	14.46681417697847	0	0	35.40888082733872	-9.980715907366704
naar/adj	10.057201753485064	2.874468501119214	5.0222827199494375	1.868768553520721	5.192258598487841	15.13843664461825	3.850052578829303	-13.117944687898792	4.219101236454909	19.425789433516307	12.787886553641096	15.062802840214417	-6.388148189546704	3.2805210146942807	21.598055366806925	3.6164566117102526
net/noun	-15.236123389530368	-5.740224124678161	0	0	10.577878284552837	-14.84797821191353	-25.286526104417064	-9.810015561544105	-36.047091482602426	39.30028833144794	-11.397611006966025	-29.19833690084227	0	0	-36.19227012605441	3.0465138742206976
nicht_DIM/noun	-23.434421537201644	-31.988701889569214	8.003675730379603	-11.693136687401697	15.736402166869183	8.463426325974154	19.768000770229328	-4.42094263783521	5.654058930461843	-23.375666805690127	13.189376596289497	32.329879709467235	6.1595343541939	21.881072231306373	16.44279666898226	31.548030384772026
noem/verb	11.741801245297339	-14.499446800861145	0	0	0	0	0	0	22.443828606017554	-32.21911312226076	24.551181896510556	-1.407562392604608	0	0	-6.878720774671199	9.482917688830511
nogal/adv	11.070058497875369	15.727083706655906	1.7682373778335012	1.0772994341527558	-4.650099073082916	4.492092409472107	-3.002090792261197	-13.140626659422614	35.39555236384576	7.248957988684805	10.482554338803391	4.90267102457063	3.4731472008112174	-16.92253713745786	17.68562590548536	-10.04298461681485
nota/noun	9.156454247221175	-19.50366226409697	0	0	0	0	0	0	14.818372049228103	-57.98172076957123	27.99824917913761	25.281869765427878	0	0	-10.049547695784243	27.327606351702382
notabene/adv	-2.576470592188272	-11.907361038335859	0	0	-22.904596144181266	7.437528157059979	-20.334181532943546	-5.635875855934386	-25.138781246096183	-5.888509328219956	-14.570314038668135	14.456375650205837	0	0	-19.379687426382475	-24.723356681247413
of/vg	-2.3878406775355776	0.01332210522267737	-2.7494740167725054	2.2393312493917894	0	0	5.328795263769486	-0.10418165824940587	5.939443693556896	7.421985782252364	0	0	0	0	-7.942249310417101	-7.501780479512298
omdat/comp	16.738133751161563	9.74591844795055	0	0	0	0	0	0	30.477385033313453	-12.789790933657969	0	0	0	0	9.420907516405105	-2.0033101057944718
on_gefundeerd/adj	12.422221731516576	-22.974532011113208	-3.6249861777114507	6.492473746903546	22.854417277695536	4.0588445455528275	-5.554441608718036	30.01422732478917	21.030892701715917	-56.72820452429685	29.348643879741413	-1.9070665078449898	0	0	21.321387397991895	15.00095920069275
onbetrouwbaar/adj	11.43509406759322	9.921391125383941	0.13305793885974204	3.939903561095375	3.366177157903412	10.376975281054015	2.1228032267528194	-8.939557402936096	20.394121664965994	-31.067912780592156	3.3318360298163756	4.349943408799568	0	0	24.102583458748988	-3.072450559141769
onder/prep	-20.68330368268792	2.4685017493317867	0	0	0	0	-6.0812424307614545	14.955879385272988	-13.576726297497926	-4.7240503254064485	0	0	0	0	-15.977025573833416	-8.486486311169879
onderdruk/verb	-4.89537365041269	11.026022933438597	0	0	9.774533306971126	-3.0753577758280355	-12.19184202078272	6.367896275860348	18.975222129747223	-39.18887008153078	2.288078659788952	-4.1349938154143695	0	0	4.28944493554832	-24.108353258174798
ondertoon/noun	4.547457713386799	25.807041363838927	-2.153550847315055	-4.574429441617051	-16.279544186886138	-7.81642962000307	-9.587316434354587	-3.3144005694502074	38.12767531187292	21.320351655239264	-1.6471755030194195	11.502508556075185	-17.142481615309038	-18.749247859890325	38.28700193161703	-12.637665238850037
ondoorzichtig/adj	5.653227617691523	16.788980212151763	-6.267560556070214	-0.16652338953384113	2.837836365312515	-4.63868480583881	18.01151456784384	21.572648829201743	54.15732980278064	7.8917710959296485	1.4864871011000822	5.6509660772871015	0	0	25.404091649498984	-9.404088077745117
onjuist/adj	13.889486310516943	-20.655774990978323	-3.3887485082956648	7.8991544414233825	23.23035544981835	6.315874292456753	-6.251867554311112	28.97900124057306	23.21378772077136	-58.50093280109696	27.917839951677504	-2.0344244318330853	0	0	20.037625274419224	14.689840389742407
ontaard/verb	-13.40080054914278	27.053098371754057	0	0	-7.9480984671828905	-4.0598097078467505	-12.072188884392839	4.903456512298426	30.558745140608973	13.783391251617156	8.54842305907798	-5.905226918415772	0	0	5.369053332083225	-28.715399234316237
ontdek/verb	-2.0111388144393136	5.894622261718541	0	0	3.8150482864641972	3.4705529220487965	11.114568987632756	4.596141100717593	1.1083121788462862	13.044827812113013	-8.282415504246602	3.7514904655801398	0	0	-4.954603890654494	-9.778187256574292
ontsier/verb	-8.631297049103438	-19.051246414865776	0	0	22.326667012975104	-10.854540121270878	-21.030234713681832	-21.670090642081835	-40.25763879079469	18.323513116490002	-5.743077531846422	-21.88024354411981	0	0	24.680729418813165	4.678317334151604
ontsta/verb	-15.532040953175226	27.341176637645777	0	0	0	0	0	0	-3.606976264715604	10.898431282978393	0	0	0	0	3.8317756954013853	-28.822928148152194
ontvlucht/verb	-16.128984594222096	9.688959420554156	0	0	10.556167238455487	5.135304822484578	-11.8064482393992	15.319486090338877	-14.775639171005144	-32.976360890631476	-1.0728843429450996	-18.734892077191738	0	0	-38.503528423777155	-22.712919295421127
ontzettend/adj	16.920652178973544	12.493189306542998	4.843575080732342	0.15743263876855462	-4.5214172175766425	13.91770990550224	6.088384202643764	-16.49963961986323	39.231815914465734	4.238952133548896	13.934143686156025	9.698562359764235	-3.6057553832188303	-26.242583683379898	16.897055488212388	-2.853606656777182
onverbiddelijk/adj	18.299330708347696	-9.531129310738562	0	0	-4.980126650873048	0.5903958630307019	-19.1285671820048	5.875885635096381	3.1588196877609973	56.58006080198693	6.718022973092399	-8.548128236222457	0	0	10.641768410911974	-26.556535716461422
onwaar/adj	12.639653840736125	-23.388609575190593	-3.3254117154875757	5.910787241049486	0	0	0	0	23.177446672325985	-58.68477412623471	29.993490345316236	-1.737130147277932	0	0	21.27733812222539	14.1693616498997
oog/noun	6.256871890764321	2.7716768564281606	0	0	0	0	0	0	12.728713973967091	50.00233076928963	0	0	0	0	1.5182058030551162	22.38262128654981
oog_DIM/noun	6.6263564907147625	3.8398644497760457	-8.709414639320594	-8.944755797613103	-2.8764600747251956	-16.539894442269098	7.086211611705717	-6.417517833205045	13.175916428012746	50.91775774633632	11.544948189914738	21.123023356187687	22.4519945557029	4.8835623505226105	3.712877134684238	21.985015630089254
ook/adv	23.694608104949946	7.109496584215807	6.288960445282442	0.812001703171563	-8.167466449466911	19.451061629689267	7.083323000012044	-25.356062655962806	35.80410313108812	-6.600273711285906	23.493109291280348	10.866792688752843	0.03404877810969727	-19.308210122681928	13.422176896200964	4.359331212375939
op/part	-20.682448446637054	22.945610597878233	0	0	0	0	20.01452019945461	-10.655599952743977	-3.3645788495261875	25.47435644483121	0	0	0	0	-10.908373441136959	-2.006366282030053
op_stoot_DIM/noun	-5.961458168714431	-19.989022470049644	0	0	23.991493352341003	-12.546587261651581	-19.52546564794105	-21.15595297290743	-41.93805723517673	24.0193159702009	-7.950284315497856	-22.36161494380494	0	0	-33.05095424752672	8.675682806393255
opmerking/noun	26.376033578185343	13.666163949529514	3.709701142278254	-3.062386438675616	-15.005314371030991	9.355497816799602	-13.206300476256443	-8.20544918784551	23.676540474426897	-48.7385392119231	22.990162583696755	-3.7350996185698766	-8.212756281868614	-17.333174512661472	4.531984238918454	-14.408710574543447
ouder/noun	6.161293304907027	-6.8374163386632345	0	0	8.974697068387957	17.508122040886047	18.28761506507215	-1.3578161785423226	14.27604410364717	-21.939629262118817	10.370476148138644	30.06627450034646	0	0	12.518626301328949	29.985994391411044
over/prep	-4.868066755905174	14.863184267713198	0	0	0	0	-15.494335792433136	8.317108998460062	30.60060865082799	-38.14179280787343	0	0	0	0	-1.2013479798615132	-19.416376311617423
overdreven/adj	15.59365035671589	-20.20010550924993	0	0	22.70151311865981	7.9378625594965175	-5.808711418420682	27.856743603791458	36.81050684392591	8.600140093855098	20.16079309187146	-0.4056067547625799	0	0	20.39354376369792	-12.225299573232727
overigens/adv	15.090510532129647	-17.827331203275644	0	0	0	0	0	0	33.22931119170251	-6.157403210754138	23.118679552425487	3.049954826000841	0	0	-44.75740259601218	-6.284180169260923
overtreding/noun	-9.399239485760193	-16.291236287230408	-9.201201355129268	3.2495060935987707	22.846079670335406	-7.524720150286541	-2.007491017695405	11.6030270700065	-37.24241259816433	17.520774256995328	8.059400053814022	-25.203908029871762	-3.900772242091063	10.790545776418208	-31.08074186149703	10.845914250154168
overval/noun	-15.592970111407736	-12.297726329855067	-3.3012561523512476	-1.1185276719938388	-3.6047530652672988	-8.780070883301951	-1.2179652819788778	17.405698689344263	-15.258378792217531	-39.40625410106025	14.733426471819502	-25.104084950063925	-1.2434590628811941	15.684998068685141	-23.883912267157815	1.5725655882350889
overvloed/noun	-2.1772211235572785	21.295386706111266	7.654795646598382	-4.585346713465205	0	0	0	0	15.59824950932026	7.785688659762016	-6.568550155130447	13.148026274669364	0	0	37.253964853617454	-9.338188707846419
paal_DIM/noun	-22.969285888439316	-4.398119438774882	13.389771556944899	-2.5317345784071126	11.126083536497942	-18.830344314263577	25.78253592546838	11.012490326888924	-23.577699532493824	40.359909438926096	-5.199110038663119	-34.197936898025574	1.5662694771571437	15.019140031601566	-31.860118805332796	-15.64559425685543
partner/noun	7.243554636058355	-8.107186232241522	-3.812493553484994	10.484318859852415	6.710624705465836	12.353513142238844	16.422638851263905	-0.5139482699514092	1.7392185112907228	-22.100134625005744	3.466194303198639	-20.923833872448697	0	0	12.782446447712612	27.31769499611181
passie/noun	-4.444430857929164	25.970219307016496	0	0	-7.038231079354002	-9.479201258804924	-13.978097106017227	1.7985647162677263	26.503345904972686	23.337188027238486	-4.892775895292869	16.5267004128557	0	0	38.415252762508594	-2.524205387440924
pleeg_ouder/noun	4.675734984698755	-7.804560652234317	9.817539458900713	7.8363205029419065	9.213591295838611	15.713570778393212	19.536994688628376	0.19076534625231176	15.079883408002981	-22.623894539584683	8.944950517884504	30.315922373304247	-19.507490346494166	22.991576479700107	11.289165711908725	29.260632238240735
polder/noun	-28.643949102661207	-2.9950368033437536	0	0	11.984590143034106	-21.959126419374353	30.21350160561051	13.613360813892646	-14.709388845106954	40.45756158385095	-12.60431723222013	-36.83756590185892	0	0	-32.72934710751043	-9.824055964902584
portret/noun	-7.601791219277013	20.15389414715551	4.473112143901168	-9.717985110205065	-15.574448548157932	-13.62847849333961	-5.337570415712308	2.304193338531448	37.61088570321577	30.819835206152717	1.2461743583151654	24.038912520251134	5.573798235085247	-5.0712392900095695	38.82051301222629	-17.05378246298068
producent/noun	-4.935472208606985	-13.426030600861484	-12.135988989008704	-6.488301742059048	10.618307711292811	-8.8088388825046	16.611923719808164	17.153982504937986	-17.537326941427914	19.585396129925833	7.350946917004954	-33.26428235711391	-6.2446118983755445	-3.0778443822979042	-7.6877381023624896	-34.19329695244424
publiceer/verb	10.378208476606428	-18.959690723817925	0	0	0	0	0	0	33.52391643557638	-45.52076182358565	24.489830106452317	27.093467715065078	0	0	-6.993234759616266	18.304030398902036
racist/noun	-20.304086555962037	-13.940765219652182	3.7160431443704844	8.640720737167875	17.551513807499735	3.8325665661149326	0.5277534249110545	20.921701790604494	17.086910726506517	-33.39402874019595	-8.159733882409851	-7.451695866220295	-15.180234793229952	-19.63703794412153	-5.354577029482365	4.959474003274135
rap/adj	11.954031878799128	26.338326746912024	7.557244896756434	-8.024467209417201	-11.075050397132205	-14.137069512148656	-0.009695226502288724	-26.6932321159893	-0.6922849729147084	48.5033906724709	-26.68949480844782	-8.868585542907427	2.4129277437307493	5.1506990272782005	22.25669292401835	-19.607470560255198
rauw/adj	5.04162972952308	24.157671192203697	-1.6841189597834085	-4.880741331718576	-15.328646870014417	-5.488099858819401	-8.068762651979029	-3.4001253889328806	29.314047338296163	34.23918255756375	1.1019808352843028	11.740275472316503	0	0	26.928521221306614	-17.806145113613603
reactie/noun	8.780937832977013	18.174819386494054	3.1015332783417078	-2.552061703581296	0	0	0	0	21.321403759886596	-47.58301293428326	21.793903712192737	-2.6258226961173268	-3.7240226502965097	-12.199394579922195	3.9288997250336237	-15.888825477268242
recht/noun	4.358577653260101	-9.344024452836464	9.68415211254446	7.99827252900297	9.65884277862554	14.520748691418133	-5.321196356031242	17.47234463644015	-5.8829964555214245	-30.329376128070933	0.06305342156648332	-10.770656534302528	10.353520978570641	-9.834505124192779	-19.26326070859278	-10.250552183991868
reduceer/verb	-2.714861019286385	-11.506394416822372	0	0	0	0	0	0	3.07250359620108	3.824408546929845	-13.572793220984824	13.704798469030376	0	0	-18.72894954637112	-23.582191984784746
regeer/verb	-16.18871091317694	14.714287614885704	0	0	0	0	0	0	3.34536499951742	-40.549757918458454	0	0	0	0	-24.356228900265624	-23.141053930240602
reis_bureau/noun	-14.155251067807422	6.582625705928766	-1.613642797126286	-10.424726478134872	0	0	0	0	-36.73806820014538	-28.191587211122506	-15.880908386931678	20.182605528674284	0	0	-19.934389984206334	30.1347153286924
respect_loos/adj	8.348311924260466	10.622294512145965	10.34482379412204	2.4739989384102894	1.6355827035395898	10.946988057869495	-5.672954119944216	-12.627333612987401	32.221596941050336	8.91626039677231	6.120405585069911	3.1973339442145576	0	0	25.428897535573096	-5.406734427440043
rivale/noun	3.690389987392137	-12.511912424024398	-6.316953424219887	5.072287325593534	-19.57478178182617	14.961107713101592	-20.67161722692185	-10.084734096152447	-28.834766680424277	-36.36605581795049	-17.126952283071343	-18.64081399880936	-0.9897655483503278	-2.916788418828764	-29.405411924629036	16.037876601114657
roep_af/verb	-10.08507652975709	-24.487620334400198	0	0	17.723292639179164	-10.317611570537222	-27.119018331397225	-12.801235860944962	20.561780111168716	-38.395680316040135	-15.780822246905034	-27.47324240744186	0	0	1.7589380904421923	-23.89057603860426
ronduit/adv	11.059711685564332	17.182686956899804	0.7521540852649004	-0.4610749595224489	-2.626324585259002	7.4146021065499825	-3.7439032173388243	-10.598561331551368	33.35060525359055	11.043342075167475	10.088433671648989	6.582616397928944	-11.819623115971993	-8.096949532670399	19.67601006875412	-10.14206607176583
rotzooi/noun	13.029652660930322	3.8690701565342884	10.927723014919989	-6.47691673133069	4.972239792423188	-8.459301067918949	19.99511403708937	-24.63124116617091	-16.652166761299192	25.000115690919408	8.98689706458524	14.224100135636547	-28.520026104272738	-9.064175166855314	4.211461897674476	-4.003660205835045
