_id	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav.x	gemeen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav.y	gemeen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.x	gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.y	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.x	gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall.y
aanmerkelijk/adj	16.93911037681387	22.091219575749363	0.5190313943212134	-3.858017105980433	-12.402785875592196	6.896222102748605	-6.259844627260377	-22.301502939072815	18.443164359402182	10.23292792556269	13.438286855711526	2.21729458716893	-8.77204068747076	0.08464102396047435	12.537134106622782	-12.22620616900531
aantijging/noun	14.704949766759684	-21.36115770189519	0	0	23.06070557294457	2.4419269601427334	-8.1502130210094	27.664521472469172	21.484865123900597	-55.540198582631966	26.76534188398193	-3.2420071072282464	0	0	-10.883364284926515	13.531309160089995
aas/verb	-21.691738229072985	-21.333594956711533	0	0	0	0	0	0	-43.67442293009502	-11.650676758884108	-14.300248436553604	-10.997786378013695	0	0	9.137386061460514	-34.88674666037731
ach/tag	27.93858502651466	2.305612128955998	0	0	0	0	0	0	36.953730674725044	-10.708834000075418	0	0	0	0	14.596050687591946	7.951267755846744
af/adv	24.14029288220857	19.0122057774071	0	0	0	0	0	0	1.9215735739050777	30.309044385439165	0	0	0	0	28.080797950641077	-32.34608516823481
affiche/noun	-9.643807594203016	22.237836354427124	0	0	-16.750525158069227	-15.7597848033762	-21.34792648814964	2.277897672893842	39.24903973641187	32.549261032906905	-0.7089217906467536	26.644169000098653	0	0	41.38328483755703	-17.385750855791184
agressief/adj	6.8136728987270345	12.763216970186273	-1.9901567528597397	0.673280197889719	0	0	0	0	24.050258610992497	12.821389811305398	4.825777442317668	1.4953624094094542	0	0	23.30819250146576	-6.0825113400737285
alle/det	-8.293338985110868	-1.2593942353040446	0	0	0	0	6.740794445956158	5.370353228339756	-4.083252482006128	-0.4795282395069097	0	0	0	0	-17.03315609933865	-12.908615363206223
als/comp	23.143300666177332	3.6877510549827064	0	0	0	0	10.921222960755046	-21.93022810007837	31.943535961456313	-13.925431069808546	0	0	0	0	6.132378315098607	9.273773227739161
als/comparative	19.018517046149782	15.76499843223232	0	0	0	0	-4.082290257802391	-15.834890849202399	43.54215326685094	3.9340732384509245	0	0	0	0	17.053670985317655	-5.445259902583953
als/prep	9.950141168373762	-13.208970100440434	0	0	0	0	2.0654663499323944	2.992462067831755	-3.59866670294477	-6.072351094599461	0	0	0	0	-9.04129112721442	-4.518073979212181
alsof/comp	15.67907216889113	2.8533398677830557	0	0	0	0	0	0	22.722020426415302	16.80850692274828	0	0	0	0	3.9293934321726436	11.292149264104317
ambtenaar/noun	-26.321078332558923	-13.703827948643376	-2.141444351196523	8.626715642332526	18.926219673751206	8.29493818456838	-4.08124100774789	24.079638264144585	-7.772780556216586	-58.10691499995251	27.504521232273508	22.75654710953077	0	0	-9.711373362550493	23.77585644807547
bad/noun	-16.62055332806722	-18.628295568617276	0	0	-1.4219461898022612	-20.824523053751594	-20.71245345776273	21.778910491398285	-15.27060184410595	49.557093539368836	1.9007573228307202	34.543407010876045	0	0	38.54179858561013	-31.564815467867763
bas_lijn/noun	32.02929108409627	13.479476159461095	-6.206097658153802	-3.516571066746343	-22.54166697378717	-2.0494447296096263	11.079472610683831	23.31420107142499	30.254332187971713	38.51978171529959	10.27964498883887	-2.8107290120047015	-26.533989847553592	-8.17525548849447	26.09215256898674	-22.222610880537
baseer/verb	13.322584618752405	-18.684448948237996	0	0	0	0	0	0	32.31468664257404	-44.182225456858376	27.311651144840702	-0.5991684448415522	0	0	-5.6608100391832075	13.697347508966248
bedien/verb	-11.88546210235867	-3.6110902134361353	0	0	0	0	0	0	3.96234995600045	11.88872018281775	-16.47721916288196	11.699081788933917	0	0	-9.665889754393987	-26.701796706273534
bedrieger/noun	-19.75024569046935	-15.94132193690663	3.4034387990080974	6.917245869789889	2.3337953428508778	13.534314275070708	3.5276463102929223	20.39468372846525	22.29068386516465	-27.917414502377596	-8.882543933033071	-5.487820448048374	-18.36568277372512	-15.741329532752049	-7.20449742607763	6.163919837660484
been/noun	4.756917653751662	-1.5372780249365436	14.104215093158636	-0.48137327829787263	0	0	0	0	-38.7052502538196	39.85710090423419	-10.739341607355172	-26.92736008483677	0	0	-38.15997429622618	1.803813366831549
beetje/noun	16.79025257931069	16.832745997786922	3.498479648592216	1.9311711277861787	-8.868943361739934	8.258954213172954	-1.1817559017016372	-19.807199928383227	34.859694156768136	5.02610319409422	12.262080923462637	5.617175059465769	8.005466640746107	-16.505433432298997	16.599638925136762	-8.151349813559781
bega/verb	-10.632005420571849	-14.934006072036931	0	0	22.249910067226132	-6.132869722593238	-2.42409737095919	13.281781066969414	-11.189519460180875	-43.03811750833151	9.458356847131828	-26.048247565242363	0	0	-28.28096382027978	10.919124204121768
begeer/verb	0.7677972752770008	-13.382871049176456	0	0	-19.924419551459028	2.5227796797348043	-28.178574561499424	-5.9140268936269775	35.80909577406953	-31.444424282043624	-6.514182992796812	34.36451271313464	0	0	25.30695415093195	20.88955706408585
behalve/comp	-1.3956533810626959	3.245880231387572	0	0	0	0	1.9405740978856478	0.5023019072830969	4.5680728442089125	7.328739089607078	0	0	0	0	-13.282332721829695	-8.059726640849304
beklijf/adj	2.747411356592773	21.002475245019557	0	0	-14.82448691267023	-7.174920160262501	-9.30298882331564	0.09005702276420478	38.20781630944679	25.486386489128417	1.1048676940056716	17.59347801372945	0	0	35.02959298763121	-12.876047721618338
ben/verb	17.537521661008057	9.073607063736764	0	0	-2.637948494969683	17.629704475396775	3.469102359107388	-20.00914203106751	40.96572742050494	-3.3028977047537365	21.457465891206535	6.411792542320628	0	0	12.538662591174898	-0.1507787298686435
beschouw/verb	10.669322260043167	-13.688377187704079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
besmet/verb	-7.681429235835315	-7.5604878464405925	0	0	0	0	0	0	-9.20829634458559	36.858433115609	12.695271701427227	-16.47189493735725	0	0	-16.618309352532066	8.045489691364885
bespreking/noun	8.24421101618228	-18.432015308203948	-13.353272590014404	3.440190383243632	-24.237923912632596	-15.61540226385365	-29.539627917323504	10.806694480494567	5.670744331799732	-52.71719671020233	26.99994377766931	27.39561377766748	-8.367153526008252	-12.642790803560748	-9.167216354999766	29.882157315183928
beveilig/verb	-11.800870188869126	-6.8497209882424945	0	0	12.355704136808678	-11.986594987073621	18.461388095114508	13.578986679208729	-23.234718211766925	-34.39130512170523	4.733852392161272	-32.059594980017586	0	0	-12.8006526426367	-27.432423363425116
bevind/verb	-21.39836464006173	-8.060112022591333	0	0	26.96740462520883	-5.505645729440118	22.757040956091405	11.813708345314334	-10.936931513383437	-51.89942348011551	12.714323699024082	-28.601046643520526	0	0	-19.898618404020542	3.0200784412073793
bezet/verb	-21.367825604713897	10.920762561492847	0	0	14.415433602558462	1.4035997009361354	-9.210296188366248	20.083291212627707	-20.483832699059978	-40.19696076776663	2.0200532150592614	-16.696873358022266	0	0	-22.62299401148652	23.84565909382
bijtend/adj	2.0195195017977707	23.159157273947244	0	0	-14.420178625989182	-9.229781080530765	-8.1604426353894155	-1.1915205750227318	21.340007217780926	41.28343635782141	-0.5790458947639223	16.456452817057745	0	0	32.94378816018106	-10.911326030673516
bijzonder/adj	13.413990506622726	15.368555807220668	0.14637317641453218	0.2952382356089728	-4.756995606223953	10.879521648940287	-1.6550800776048786	-15.104230447902971	40.63797531416468	6.880186110317768	12.632414468071369	7.88613091915827	1.7420088665093596	-12.911079076585814	15.947054173738854	-11.683006754246877
binding/noun	-20.112562327305984	18.275050312787805	0	0	0	0	0	0	-7.133740402004755	-16.76837279923892	-13.647134219526759	8.500935777771657	0	0	39.8548566450052	3.622652658761583
blaas_in/verb	-0.7975028437628285	28.790240375190194	0	0	-11.174017122776604	-0.6084691816907163	-27.666397873187158	1.3941402642748297	27.775234706806213	24.397615981881646	-9.762605257782313	11.706180855992267	0	0	-4.284760840623019	-40.01369279805778
blessure/noun	-3.731994775743832	-27.494260815871463	-12.019585462478375	4.807680362852075	24.461809198908096	-14.955215271985315	31.3621852458327	-2.499617706245688	-44.23169546474076	30.163704342795622	-10.123525568489438	-21.345573977704174	15.291913251498082	14.026722870260427	-39.5303585126332	17.303785311924624
blok/noun	-23.41673920631939	0.3829392990454578	14.14476271256888	-1.7360216530434458	12.412431479648719	-13.537930365793754	24.465045170628002	13.499950636436983	-25.433323278046544	45.62163277720937	-3.7488895706736463	-27.753579510584252	-2.42671227317494	7.2102066107619285	-37.92806053432842	-1.6646961873479962
bluesy/noun	7.253127483229582	27.893913640584902	-1.8385046519799406	-5.872508047502566	-18.91064040387373	-4.2478669720375555	-6.584906905832267	-3.6300054716810877	31.85683749634534	39.62014154149062	-24.543202507625004	19.070221321928603	-23.93026712036429	-9.568723996168215	28.945454043241735	-23.971095797117172
bocht/noun	-24.685845822131203	-3.169330146924739	0	0	12.411489268201237	-19.925176301250783	28.423788350949472	9.177746298537581	-19.72410672357472	36.76891006329711	-7.066080521342328	-38.60615003995543	0	0	-38.56672288036968	-9.553039415990591
boos/adj	12.763759707460983	0.5632947031751387	0	0	-14.417737972735306	14.913342698072256	7.073490947486326	-12.758130509778056	41.09219714775442	-29.874250335671853	15.136147122105163	24.634864756209478	0	0	20.817427593216703	21.990127320773897
broodje/noun	-2.697494474995439	-7.620586526645204	-5.6484757285723415	-10.363637111023822	3.163340730416574	-15.66252171978315	7.103234742346219	17.354065578733287	2.3663185817966377	38.17478836209272	-20.340241256196716	-5.4939619183029835	-14.533061501905213	22.127039572090787	-23.785615420993317	33.26279841792117
brug/noun	-26.425606799809525	-1.4741660282554139	0	0	13.583239562010732	-18.54919974146784	30.114868983732098	11.047353073870749	-20.8771107907279	38.288310128012135	-9.829762536440297	-37.90911661040699	0	0	-35.60789300906531	-9.089916985275154
brutaal/adj	6.368729153627408	11.957637774675785	-2.4863081656375097	0.5618888330555927	-2.357432763646173	2.093775483578295	-6.615394200518652	-10.03062227668462	24.424747411497798	13.481264488569733	5.936423205762888	1.1841961187269738	0	0	23.657543354194843	-7.169288807187085
buitenlander/noun	-18.09917691829976	9.283500613645018	5.583950569750987	8.153386506702988	12.484472054652354	3.4758488243836267	-9.326244061965248	14.446485905547599	-31.224344995104143	-40.92725482721752	-2.681426115584904	-15.22997350934204	0	0	-20.460664037674146	17.84326573255272
campagne/noun	24.308824988462586	-14.356363630329557	-4.6244967784353115	-3.3458792866432847	-20.893664245098435	-15.553947962731586	-23.24044392075142	11.558919266230909	3.7976034418661606	-50.39511119581667	-24.164037053968514	-2.5728777265283767	-6.394577659917103	-9.639173566740826	-15.500792732398128	-5.428956467655387
cd-rom/noun	-13.282172200002178	5.111502488669801	1.0151518693207617	-6.723735082183349	0	0	0	0	47.98299431933081	20.511418764877753	-14.785263357796591	18.892488467034482	0	0	37.38653644024649	-21.01116951160439
chagrijnig/adj	9.543750995027034	8.364271483536893	9.56258254807791	3.4823527697926693	-14.06091342988095	12.350083236416408	5.86008846085057	-10.840362902944157	38.2821833136665	-30.919514268571152	4.693616015947793	8.073512477996212	0	0	25.86369118336591	1.5530921626504726
chaotisch/adj	4.425127700612449	16.757147842754566	0	0	0	0	0	0	31.448912294206732	11.975503284432857	6.361889945170967	6.85705958525249	0	0	24.33397853034763	-10.033607409284219
charmant/adj	4.181134404480587	8.92717831416701	0.7209248325841225	9.742546309368304	-11.588553736212265	-11.566143731231978	-8.611732262615863	-10.262334168838184	23.194164863645984	25.53425041874441	5.614821726161663	13.149956548074508	6.689676785745006	15.137267923443709	20.638651996144386	-16.564339857507345
chef/noun	-26.22230241501424	-14.450972468624533	-1.0509109335503606	7.959615334197956	18.202807380014324	6.987686561731192	-4.201971408359544	22.204290566624582	-6.144634090357563	-59.907933283168774	-5.136661660909253	-12.22753852954813	-4.040793960782605	-6.626355046755956	-1.4577814451024615	37.31566503428362
collega/noun	6.457015338509479	-11.264577923871082	3.531976146372555	5.254239254952475	-16.73661994627445	13.146277460366656	-15.061996015228583	-7.851348931713657	-3.8054844587041075	-58.87070594599385	28.6781423674859	20.744540672445414	0	0	0.59519065409764	35.48731364007166
commentator/noun	6.017155282210995	20.66835768841315	0	0	0	0	0	0	11.296209375811529	-51.77352067971514	-2.145478653562195	-5.41116272673442	0	0	-11.826542597164359	20.90383175395183
complot/noun	-22.41514686033514	14.434541291925566	4.399331670079483	11.512132562667446	21.155246854842748	-23.2534150675352	-15.526991618408193	18.056486438798267	-5.043404224224494	-42.069105557532026	-24.395479562202663	4.061630897881927	-18.568712122821392	-4.800367555067345	-6.187724008009804	1.581346847267491
criticus/noun	-2.7558109832452318	17.218190801392044	1.661979581992108	2.0188544861123088	-4.434627434605693	3.4665018021806593	-15.929964820321695	-7.318523031809561	11.25074783313775	-50.78579682831981	-0.6998020611504504	-5.554797131365412	-1.9160035283422407	-8.088816919676276	-11.427045803243242	21.692442246800987
daad/noun	-1.439938580777149	13.759035079285631	-0.9183980529347937	2.13055781610028	0.017991427479201218	-1.803663281239928	-6.307046045319842	8.542896198946098	13.772117505077725	-43.43325111151504	15.902625638614627	-9.237521250119027	-12.005917408444773	-14.843801089788348	10.778999375181067	-16.725814309358004
dan/adv	23.80510929676268	4.867095261375459	0	0	-8.139786438489741	21.92633463091683	10.180921805566111	-23.521532545754653	39.01522474728246	-14.839059902382797	21.374937445227033	13.120136200640882	0	0	10.882608009848473	8.024333006100292
dan/comparative	15.103032648169227	22.676737158860792	0	0	0	0	-7.726181823043641	-20.841124639974876	16.652338776001105	11.114242006960179	0	0	0	0	10.66053459808971	-11.31030124845808
dat/comp	17.599777481117464	6.334958078970615	6.604405413193108	4.400636195293559	0	0	15.160467717038594	-20.354155611774235	32.992661491120394	-9.129274817273137	0	0	-5.515650925402275	-13.688621316746366	2.2752515733493994	6.889076929567492
dat/det	20.27733394008681	6.869254324356275	7.015272970172545	3.14194709852097	0	0	5.099887773610268	-23.494876133265215	40.98276482672651	-6.680426250816368	0	0	15.219397699405036	-21.749365594703164	11.664213986171472	3.0131661139034245
dat/noun	23.454244332891662	10.812407479493418	0	0	-3.718816892423298	22.739183212544553	3.499094162991291	-25.48796138112235	43.00519083462816	-6.21006039596094	21.362765456865525	9.154976054925186	0	0	9.882572715337801	1.3191625459288625
dat/pron	-6.734598686765754	2.4005059930586667	0	0	0	0	-0.2902735508329874	-0.3062898183517666	25.67761377581356	-4.066624734685144	0	0	0	0	-7.875899727238202	-12.043713906704085
de/fixed	-26.24071051170727	21.159370002507377	0	0	0	0	18.26516139243301	-15.192585868756414	16.86937394526745	64.31382525599051	0	0	0	0	9.093350895029237	21.115712268846647
deel_uit/verb	-7.926252212716748	-23.856446911554627	0	0	0	0	0	0	-34.87726981265978	20.95479798856072	-15.408257718074893	-25.549970254700092	0	0	-33.080163370084925	13.283308400498337
deler/noun	-2.5423488899972404	-14.523094671944653	10.39673221799091	-2.530685932636241	-24.762844497173663	-1.6535800905935885	6.45241297503205	13.022902620647004	20.90547011124496	4.697420479260876	-14.378159962100785	5.841307023348028	18.187973090093706	8.361871183000206	-11.624632421060214	-21.11989902937426
des/adj	-21.757673977278593	-13.684935956553808	0	0	21.45721887727827	4.066389697725366	-4.814011459462756	31.25370338856631	16.492419772713156	-33.719951966459924	-21.944166626925856	2.408113308916508	0	0	-4.061075704778501	4.90210190282678
die/det	14.901918562778027	5.93397544542151	0	0	0	0	3.4645575642084823	-15.943559222613349	12.267282288837357	5.450159625273142	0	0	0	0	0.8228801776257663	-4.155164124795325
die/pron	-4.982960058271097	-0.3449961604361277	0	0	0	0	6.358895102495474	3.443478790880322	0.7642994591843835	-5.303641246467274	0	0	0	0	-9.63367854200492	-10.105429316264953
dier/noun	-8.151210568009825	-5.809015533642697	0	0	4.625027245004555	0.8429997025451161	14.11303608990271	8.57123953346167	-6.170251451433609	38.68898357070859	-12.619548796482787	-0.04400390335362312	0	0	-25.803469021957667	-7.213310991914229
dijk/noun	-27.692178661583437	-2.053672353042101	-12.930425998344294	-1.2860417944802782	14.100896399271427	-19.725114020677875	30.020699686926026	12.281319566217473	-16.075483227867952	39.9605381471592	-11.819681736056658	-37.254457295315774	7.240623896318659	0.18663582042136706	-34.903262053270005	-9.93074989700616
ding/noun	28.83783413228302	9.275313448380038	7.631748252665166	2.161060502543823	-7.997630772709666	16.277858602698625	15.749731524233441	-23.814473879890027	48.812890413719224	-6.607505912089319	26.22702242124176	11.517584989913235	10.230751453644462	-21.762539902425573	3.5878683331421075	0.44031214664190665
ding_DIM/noun	27.725141661299933	9.103600776095819	5.937188578211663	-2.8338221580900784	5.475349277386462	-11.439381624177058	17.39721992943133	-24.344085372694874	49.0952853213763	-5.417065317037412	27.175952810742977	13.504806255085002	24.91433125402233	-4.700547846929756	4.0846909297725835	-0.9535914073041397
doe/verb	23.393267005754353	1.747804804765939	0	0	-5.857047963422297	21.66096901651462	9.433053277344213	-25.48557520540238	40.825861535952264	-13.181912759890837	23.2823560870125	13.562297369071436	0	0	9.87518186954722	6.670134050105413
dom/adj	12.982686214686284	7.410141891459873	0	0	0	0	0	0	30.79658009814187	5.492484020580581	10.188128934780734	9.864034764858097	0	0	21.53009378902336	-0.6780126945424001
door/adv	24.327718572911245	20.68170708346721	1.088887893643501	-1.344674768549087	-1.9675851982211652	9.926221664684318	-4.929787875623433	-27.36906374821771	-11.402739432040788	5.359710212142648	14.85332730838103	-3.057255078662566	-10.524575125013246	-22.659756201636768	25.437644338296693	-30.064279554237213
door/comp	0.3003705128415275	-3.4940670805305456	0	0	0	0	16.08940194435035	-11.854288626118603	25.280485720417158	-16.552745881406587	0	0	0	0	5.383649300629592	17.702215695866848
door/prep	-5.852109185410973	0.1420161289585633	0	0	0	0	4.75326817600871	3.1692238593624675	-11.555321410901746	4.98678173297118	0	0	0	0	-10.847359903712828	-9.227923110773059
doortrapt/adj	-22.353777109322756	-22.55271074283741	-0.34189594947399116	10.767467923746063	0.05806369113067084	-12.747942127044976	3.1744398475899858	25.075707796552457	49.90469725966004	12.75607027232189	-13.29802762131398	-9.041214775069887	0	0	10.567258029822808	-33.44160645423185
drempel/noun	-18.7674465198081	-1.618362214899044	11.158593168071036	-3.313167549383877	-27.18879198027769	4.117116223440948	30.09600865049752	7.462877786141349	-27.861585830148844	40.14354696522051	-19.91215717055163	11.717961242039927	-10.200137893817965	5.069305885566756	-30.011245781918205	-23.936662898367707
