cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/punct			-0.66592735	4	142029
"""/punct"	-0.10195943	98.0	-0.06401557	253	4844510
$0,92,50/num			9.772564	1	1
&/adj			6.1323495	1	41
&/name			-0.3887025	2	52896
'/punct	0.25486046	79.0	0.19117914	184	2720890
'apitherapie'_luik/noun	10.688876	1.0	9.772564	1	1
's/adv			-1.25881	1	62265
't/name			-0.0042941817	1	17963
(/punct	-1.3533124	16.0	-0.8775429	63	2759129
)/punct	-1.0134541	22.0	-0.8066854	67	2758869
*/tag			-1.120088	2	117193
*Info/noun			3.7832265	1	426
,/punct	-0.22459117	329.0	-0.13314402	896	18092245
--/punct			-0.32042086	3	75440
-/punct	0.15687226	28.0	0.04729917	62	1059446
-hoe/name			8.673951	1	3
-in/noun	4.8388314	1.0	3.9310505	1	348
-water/noun			8.673951	1	3
.../punct	-0.15020789	2.0	0.19690596	7	103573
./name			1.7923177	1	3011
./punct	-0.0103036305	625.0	0.038537823	1633	28225482
//name			0.37993523	1	13088
//punct			-0.21346985	2	45910
0-4/num	3.401658	2.0	2.4927452	2	2942
0.04-0.45u./noun			5.582909	1	81
00-41-33-853.1009/num			9.772564	1	1
1,3/num			1.129399	1	5767
1.579/num	8.337502	1.0	7.425962	1	11
1/name	-0.24057417	1.0	-0.44147176	2	56531
1/num			-0.7887891	3	118827
10/num			-0.5332495	3	91258
11%/num			4.5549145	1	187
11/num			-0.8237096	1	40771
110/num			1.0706519	1	6110
116/num			2.267787	1	1841
12-jarig/adj			4.251503	1	259
13/name	2.1257544	1.0	1.2184025	1	5263
13/noun	0.75480527	1.0	-0.14761859	1	20739
13/num	0.096708044	1.0	-0.80880624	1	40176
14/06/noun	10.688876	1.0	9.772564	1	1
14/num	0.6066781	2.0	-0.29934072	2	48120
15/num			-1.3209941	1	66844
1525/noun			6.131038	1	40
16/num	0.785214	2.0	-0.12112715	2	40303
1634/noun			6.351564	2	62
1649/noun			5.949372	1	46
17/num	0.14800894	1.0	-0.064829335	2	38139
1772/noun	6.429724	1.0	5.521928	1	71
18.30/num			2.6885889	1	1247
18/noun			-0.4500863	1	28146
18/num			-0.2373548	2	45254
1879/noun			4.036637	1	313
1880/noun	5.009771	2.0	4.506339	3	587
18de/num			1.8144591	1	2907
1901/noun			3.1137187	1	786
1905/noun			3.0768886	1	817
1906/noun			3.267004	1	675
1919/noun			2.8341339	1	1040
1920/noun			3.084396	2	1617
1931/noun			2.7087455	1	1183
1932/noun			2.5229225	1	1428
1962/noun			1.5887197	1	3629
1975/noun	2.0302706	1.0	1.1214256	1	5784
1992/noun			0.7619007	2	16536
1995/noun			-0.41554236	1	26842
1997/noun	0.19090952	1.0	0.37945893	3	36388
1998/noun	-0.15232559	1.0	0.03667967	3	51305
1999/noun	0.4507779	2.0	-0.45718327	2	56174
19de/num			1.4554082	1	4147
2,5/num			0.95215976	2	13769
2/noun	0.73524857	1.0	-0.16614367	1	21190
2/num			-1.1438402	2	111933
20.30/num			0.5362049	1	10670
20.47-22.50u./noun			9.772564	1	1
20/noun			-0.088194974	2	39184
20/num			-1.4851106	1	78788
200/noun			2.3480108	1	1695
2003/noun	0.18686163	1.0	-0.7170952	1	36639
2007/noun			1.404358	1	4393
20ste/num			1.5002487	1	3978
21.00/num			1.7713931	1	3073
21.07/num			5.4056506	1	81
21.35-23.38u./noun			8.38627	1	4
22/noun			-0.021979023	1	18321
24/noun			0.7794999	2	16437
24/num			-0.8343566	1	41130
25-jarige/adj			1.2904798	1	4941
3/name	0.39562148	1.0	0.19184162	2	29860
3/num			-1.690357	1	96814
32/num	0.73275506	1.0	0.52004075	2	21246
33/num			0.6434579	2	18802
34/num			0.0147988135	1	17620
35/num			-0.6174218	1	33039
37/num	1.056468	1.0	0.15246756	1	15370
40/num			-0.13676788	2	40859
42/num	1.100271	1.0	0.19422832	1	14677
43/num			0.3001631	1	13237
45/num			-0.29127017	1	23856
5,09/num			6.314671	1	32
500/num			-0.21530394	1	22123
55/num	0.91022265	1.0	0.004363486	1	17736
6,8/num			2.8427536	1	1042
6/noun			-0.09746777	1	19732
60/num			-0.639368	1	33710
65/num	0.89264715	1.0	-0.013636824	1	18043
69/num			0.9533789	1	6875
720/num	4.680678	1.0	3.7752414	1	410
747/num			3.7403173	1	431
747AM/name			2.6621943	1	1361
82/num			0.966754	1	6772
892/num			5.7199097	1	59
9/num			-0.9807039	1	47693
90/num	0.68573034	1.0	0.8770826	3	22181
:/punct	-0.093017414	45.0	0.03125501	126	2182842
;/punct	-1.4043162	4.0	-1.4011902	10	715025
?/punct	0.072118945	20.0	0.15655047	54	826450
A/name			-0.7280321	1	37251
AA/name			1.4418628	2	8644
AAN/name			2.9223847	1	1094
AC/DC/name			4.291925	1	243
AD/name	1.9946465	1.0	1.1307135	1	6046
Aarde/name			2.2948747	1	1806
Abano/name	7.321581	1.0	6.405268	1	29
Abrahams/name			3.0435166	1	859
Adams/name	2.2730243	1.0	1.3657436	1	4556
Adri/name			2.4210205	1	1600
Affleck/name			3.4402616	1	574
Agalev/name	0.8766823	1.0	-0.028727649	1	18542
Ajax_aandeel/noun			6.4279366	1	29
Aken/name			1.8866328	1	2712
Akoestische/name			7.151525	1	14
Alain/name			0.4714645	1	11202
Alan/name			1.8353677	2	5724
Albanees/adj			0.7004286	1	8894
Algarve/name			4.176181	1	277
Algemene/name			1.0854337	1	6056
Alkema/name	6.2258463	1.0	5.3147345	1	87
Alleingang/noun	5.9363647	1.0	5.027197	1	117
Almeers/adj			4.941454	2	257
Aloe/name			7.4952965	1	10
Alphonse/name			3.6792197	1	448
Alsem/name			6.5738907	1	25
Amerika/name			-0.25466454	2	45923
Amerikaan/noun			-0.04603102	3	56013
Amerikaans/adj	-1.6486267	1.0	-0.15362322	11	231449
Amma/name	6.882214	1.0	5.9659014	1	45
Amsterdam/det			3.8903563	1	369
Amsterdam/name			-1.3976153	2	146502
Amsterdams/adj	-0.10668331	1.0	-0.3112934	2	49844
Anciaux/name			0.63495004	1	9518
Anderzorgs/det	10.688876	1.0	9.772564	1	1
Andreas/name			1.6465778	1	3440
Angela/name			2.1511483	1	2082
Annie/name			1.1473596	1	5682
Antigone's/det			7.469979	1	10
Antwerps/adj			-0.19036883	2	43848
Apeldoorn/name			1.6691301	1	3404
Arbeit/name			4.8377304	1	140
Arcen/name			4.854775	1	139
Aristoteles/name	4.4047422	1.0	4.1903844	2	540
Arm/name	4.473269	1.0	3.564477	1	504
Armstrong/name	1.1866598	1.0	0.28275248	1	13580
Ashton/name			4.5535603	1	188
Ashtons/det			8.673951	1	3
Assenede/name			1.9539927	1	2599
Astmacentrum/name			7.1442785	1	16
Astrid/name			1.624364	1	3601
Atkins/name	4.626255	1.0	3.7164826	1	431
Attention/name			5.185558	1	102
Auden/name	6.0378966	2.0	5.123616	2	210
Australië/name			0.016219888	1	17632
Autopresse/name			9.772564	1	1
Ayurvedische/adj			6.058992	1	41
Azië/name	1.3814662	1.0	0.47709218	1	11101
BVIRH/name			7.2876573	1	12
Babyboomers/adj			8.38627	1	5
Bad/name			2.1940603	1	1993
Baden-Baden/name			5.0885825	1	109
Baile/name			7.480029	1	10
Bain/name			4.7211065	1	158
Bakker/name			0.6359238	1	9456
Bali_olie/noun	9.995729	1.0	9.079416	1	2
Balkom/name			3.3693209	1	624
Ballard/name			4.103718	1	292
Bank/name			-0.5189341	1	30269
Barak/name			0.9002449	1	7259
Bart/det			4.527647	1	197
Bart/name	-0.118616566	1.0	-0.32776436	2	50275
Bastenier/name			7.6931224	1	8
Bear/name	4.3438983	1.0	3.4336164	1	572
Beckers/name			2.2018628	1	1973
Begijnendijk/name			2.334386	1	1761
Belg/noun	0.10424167	1.0	-0.7993914	1	40188
Belgisch/adj	-0.45096686	2.0	-0.43873668	5	139420
Belgisch_Nederlands/adj			3.1004043	1	820
België/Frankrijk/Duitsland/name			8.673951	1	3
België/name			0.055259127	7	118651
Belliot/name	3.2424374	1.0	2.335593	1	1733
Ben/name			0.044701297	1	17129
Berg/name			0.74369735	1	8483
Berlijns/adj			1.722642	1	3187
Bert/name			0.75887316	3	25214
Bertus/name			3.2726264	1	682
Bervoets/name	2.9138632	1.0	2.0082042	1	2404
