_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
staal.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.297342604880534	-0.577901256050374	LEMMAPATH2	NA	NA	LEMMAPATH	438	no	NA	NA	5000	all	310	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.1903357246293351	-0.4527594170169967	LEMMAPATH2	NA	NA	LEMMAPATH	438	no	NA	NA	5000	nav	310	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.7572091826679772	0.0173048840616483	LEMMAPATH2	NA	NA	LEMMAPATH	438	no	NA	NA	FOC	all	310	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.7612787747535368	0.09198745840781548	LEMMAPATH2	NA	NA	LEMMAPATH	438	no	NA	NA	FOC	nav	310	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.2699561154195014	-0.4365327570779196	LEMMAPATH2	NA	NA	LEMMAPATH	310	selection	NA	NA	5000	all	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.163816547615116	-0.32375084543244687	LEMMAPATH2	NA	NA	LEMMAPATH	310	selection	NA	NA	5000	nav	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.752160779967696	0.1287622649544665	LEMMAPATH2	NA	NA	LEMMAPATH	310	selection	NA	NA	FOC	all	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7450420113302945	0.189265145726732	LEMMAPATH2	NA	NA	LEMMAPATH	310	selection	NA	NA	FOC	nav	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.8771764378135019	0.5903455719664324	LEMMAPATH2	NA	NA	LEMMAPATH	310	weight	NA	NA	5000	all	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.810731265961007	0.614568525089663	LEMMAPATH2	NA	NA	LEMMAPATH	310	weight	NA	NA	5000	nav	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-0.6071130424380403	0.8193968958641572	LEMMAPATH2	NA	NA	LEMMAPATH	310	weight	NA	NA	FOC	all	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6075021605669835	0.8618340624227612	LEMMAPATH2	NA	NA	LEMMAPATH	310	weight	NA	NA	FOC	nav	308	1	staal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-0.9128926693830436	-1.241097895895806	LEMMAPATH3	NA	NA	LEMMAPATH	706	no	NA	NA	5000	all	305	2	staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-0.8288018370526694	-1.033453187711686	LEMMAPATH3	NA	NA	LEMMAPATH	706	no	NA	NA	5000	nav	305	2	staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.4101570969523045	-0.3877962879446936	LEMMAPATH3	NA	NA	LEMMAPATH	706	no	NA	NA	FOC	all	305	2	staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.4071322854238954	-0.3121191770069179	LEMMAPATH3	NA	NA	LEMMAPATH	706	no	NA	NA	FOC	nav	305	2	staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
staal.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.8969082365006543	-0.9050788506715898	LEMMAPATH3	NA	NA	LEMMAPATH	475	selection	NA	NA	5000	all	305	2	staal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
