cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name			-0.052728493	4	19257
!/punct	-1.8215766	2.0	-0.85574	13	142029
"""/punct"	-0.43393514	276.0	-0.3700922	732	4844510
&/name			-0.6585579	6	52896
&/punct	0.34142116	1.0	-0.5605291	1	8058
&Poor-staalindex/name	9.321467	1.0	8.404097	1	1
'/punct	-0.78151613	110.0	-0.5089019	359	2720890
'50/num	2.6965725	1.0	1.7853571	1	756
'58/num			5.0437207	1	30
'60/noun	5.149005	1.0	4.239759	1	65
'70/num			1.1322187	1	1447
'99/noun	1.5112668	1.0	0.5989476	1	2518
'killer'_soort/noun			8.404097	1	1
's/adv	-0.61627454	3.0	-0.5478361	8	62265
's/det			-0.20388795	2	11206
't/name			-1.3727618	1	17963
(/adj			2.3593278	1	430
(/punct	-0.5097036	146.0	-0.44111034	383	2759129
)/punct	-0.49517187	145.0	-0.45291966	375	2758869
*/tag	-0.93451613	4.0	-0.6167535	13	117193
+/prep	0.79173654	3.0	0.39840546	5	15336
+27,6/num	8.628321	1.0	7.710949	1	2
,/punct	0.30085534	2184.0	0.1476477	4662	18092245
-'ze/noun			8.404097	1	1
-'zo'n/noun	8.222856	1.0	7.305484	1	3
--/punct	0.28914958	9.0	0.579795	29	75440
-/punct	-0.11192454	84.0	-0.16509917	197	1059446
-De/name			1.1001183	1	1530
-Hamers/name	9.321467	1.0	8.404097	1	1
-Ongeveer/noun	8.222856	1.0	7.305484	1	3
-en/noun	2.55816	1.0	1.647629	1	867
-gespaard/noun			8.404097	1	1
-onder/adj			4.9814634	1	31
-prothesisten/noun			7.710949	1	2
..../punct	0.6207243	1.0	-0.28938377	1	6065
.../punct	-0.13132262	8.0	-0.47841454	14	103573
./name			0.42385012	1	3011
./punct	-0.019817835	2430.0	0.04589965	6464	28225482
//name	-0.1197068	1.0	0.11007983	3	13088
//num			2.0241432	1	614
//punct	0.6944702	8.0	0.4329655	15	45910
0,0005/num			6.3246546	1	8
0,01/num			3.2069812	1	183
0,1/num			0.76775414	1	2099
0,4/num	1.5320647	1.0	0.6266387	1	2426
0,7/num	2.276399	2.0	1.774799	3	2306
0/num			-2.3851643	1	49075
0017175343090/num	9.7914715	1.0	9.001933	1	1
011/22.20.37/num			6.2068715	1	9
013-52/num			8.404097	1	1
015/25.98.90/num			7.710949	1	2
02-345/num	8.222856	1.0	7.305484	1	3
03-820.34.11/num			8.404097	1	1
04-246.32.49/num			8.404097	1	1
050/38.63.80/num			6.101511	1	11
06-26674855/num			7.710949	1	2
070-22.22.15/num			7.420147	2	6
072-5114365/num			7.710949	1	2
081/61.25.32/num			8.308786	1	2
1,1/num			0.74441785	2	4322
1,2/num	0.41537905	1.0	0.6091014	3	7412
1,20/num			1.978903	1	622
1,3/num	1.3594655	2.0	0.8595436	3	5767
1,4/num	0.8311831	1.0	1.3119485	4	4888
1,45/num	3.3819544	1.0	2.4767702	1	381
1,5/num	0.7330123	2.0	0.5207911	4	10787
1,5_liter_fles/noun			7.305484	1	3
1,6/num	1.5412688	2.0	1.5523505	5	4810
1,7/num	2.3141215	4.0	1.6313248	5	4438
1,8/num	1.529196	2.0	0.623417	2	4868
1,80/num			2.1448016	1	527
1,9/num	2.4665856	3.0	1.5617331	3	2861
1-mei_optocht/noun			6.1903424	1	10
1.000/num	1.3412015	3.0	0.7222014	4	8825
1.027/num			5.3836713	1	21
1.050/num			2.9660168	1	232
1.100/num	2.809165	2.0	1.9045347	2	1359
1.150/num	3.8135984	1.0	2.9061086	1	248
1.200/num			1.1244153	2	2952
1.276/num	7.314933	2.0	6.4196525	2	15
1.300/num	1.9562082	1.0	1.7413466	2	1598
1.400/num			1.067029	1	1562
1.425/num			4.608607	1	45
1.500/num	1.5843419	3.0	1.3707073	6	6921
1.500mensen/noun			8.404097	1	1
1.507/num	7.242026	1.0	6.3246546	1	8
1.569/num			6.458186	2	14
1.600/num			1.1273323	1	1467
1.650/num			3.1318662	1	202
1.700/num			2.141746	2	1073
1.714.214/num			8.404097	1	1
1.770/num	5.741427	1.0	4.837384	1	36
1.775/num			5.3267837	1	22
1.800/num			1.1022063	1	1507
