_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
herstellen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.1553929939179142	-0.38373495706887706	LEMMAPATH2	NA	NA	LEMMAPATH	489	no	NA	NA	5000	all	238	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.14510849049103	-0.2955880948341079	LEMMAPATH2	NA	NA	LEMMAPATH	489	no	NA	NA	5000	nav	238	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.917956270847168	-0.3106454273074099	LEMMAPATH2	NA	NA	LEMMAPATH	489	no	NA	NA	FOC	all	238	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.9372820063339536	-0.24059223014244965	LEMMAPATH2	NA	NA	LEMMAPATH	489	no	NA	NA	FOC	nav	238	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.0274690718481103	-0.18390738353437133	LEMMAPATH2	NA	NA	LEMMAPATH	298	selection	NA	NA	5000	all	235	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.052177797694121	-0.13513822697712816	LEMMAPATH2	NA	NA	LEMMAPATH	298	selection	NA	NA	5000	nav	235	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.7343174963416362	-0.10727474347252176	LEMMAPATH2	NA	NA	LEMMAPATH	298	selection	NA	NA	FOC	all	235	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8132191379731222	-0.05282639985506764	LEMMAPATH2	NA	NA	LEMMAPATH	298	selection	NA	NA	FOC	nav	235	1	herstellen.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.5410711827985464	0.3114697150514276	LEMMAPATH2	NA	NA	LEMMAPATH	298	weight	NA	NA	5000	all	235	2	herstellen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herstellen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.558509581160406	0.3804798882835648	LEMMAPATH2	NA	NA	LEMMAPATH	298	weight	NA	NA	5000	nav	235	2	herstellen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
