_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hoop.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.2265533216885551	0.12329719888853846	type	base	foc_boundaries	foc_foc_pos	foc_foc_win	LEMMAPATH	LEMMAREL	foc_ppmi	foc_minimum_features	foc_context_words	soc_length	soc_soc_pos	soc_soc_win	soc_length_num	tokens
hoop.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.2771287134834666	-0.4251146363620976	NA	NA	BOW	bound	445	lex	10_10	1	weight	5000	5000	all	4_4	300	hoop
hoop.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.2607219229766806	0.6158169061599397	NA	NA	BOW	bound	445	lex	10_10	1	weight	FOC	334	nav	4_4	300	hoop
hoop.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.2024648923668901	0.5359394810218686	NA	NA	BOW	bound	445	lex	10_10	1	weight	FOC	445	all	4_4	300	hoop
hoop.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.461933875016254	-0.02462510408013775	NA	NA	BOW	bound	445	lex	10_10	1	selection	5000	5000	nav	4_4	300	hoop
hoop.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.4742865753496588	-0.6086237630054746	NA	NA	BOW	bound	445	lex	10_10	1	selection	5000	5000	all	4_4	300	hoop
hoop.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.4558222426015612	0.24634227304498585	NA	NA	BOW	bound	445	lex	10_10	1	selection	FOC	334	nav	4_4	300	hoop
hoop.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.3950334726339915	0.19647117526206212	NA	NA	BOW	bound	445	lex	10_10	1	selection	FOC	445	all	4_4	300	hoop
hoop.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.7039243538038298	-0.8134026922785333	NA	NA	BOW	bound	1049	lex	10_10	1	no	5000	5000	nav	4_4	309	hoop
hoop.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.547277754017436	-1.6965929732474114	NA	NA	BOW	bound	1049	lex	10_10	1	no	5000	5000	all	4_4	309	hoop
hoop.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.7106194480195422	-0.6152148967652735	NA	NA	BOW	bound	1049	lex	10_10	1	no	FOC	812	nav	4_4	309	hoop
hoop.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.6647836679299726	-0.6055961096962229	NA	NA	BOW	bound	1049	lex	10_10	1	no	FOC	1049	all	4_4	309	hoop
hoop.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.32322675594826417	-0.5527482305606871	NA	NA	BOW	bound	582	all	10_10	1	weight	5000	5000	nav	4_4	311	hoop
hoop.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.5467044571971441	-0.8713887173239826	NA	NA	BOW	bound	582	all	10_10	1	weight	5000	5000	all	4_4	311	hoop
hoop.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.12192612290402545	-0.14495039073112254	NA	NA	BOW	bound	582	all	10_10	1	weight	FOC	334	nav	4_4	311	hoop
hoop.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.13112587604022496	-0.1565462608840374	NA	NA	BOW	bound	582	all	10_10	1	weight	FOC	582	all	4_4	311	hoop
hoop.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.46307269223883335	-1.004154256256024	NA	NA	BOW	bound	582	all	10_10	1	selection	5000	5000	nav	4_4	311	hoop
hoop.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.8686358760049897	-1.3747498322468321	NA	NA	BOW	bound	582	all	10_10	1	selection	5000	5000	all	4_4	311	hoop
hoop.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.039259819532562294	-0.7129252826399618	NA	NA	BOW	bound	582	all	10_10	1	selection	FOC	334	nav	4_4	311	hoop
