	file	token_id	left	target	right	type
1288	de_morgen_20010430_01_222		zitten drie generaties theatermakers om de tafel verzameld voor een	doorlichting	van het Gentse theater vroeger én nu . Gent /	doorlichting/noun
1289	algemeen_dagblad_20000527_94		de verkiezing van een nieuwe president vereenvoudigt , kan het	heilzaam	zijn dat daarbij ook andere partijen worden betrokken . In	heilzaam/adj
1290	parool_19991020_84		te klappen . Na enig aandringen wordt zelfs geïrriteerd de	hoorn	"op de haak geknald . 	 Het Algemeen Dagblad reageert"	hoorn/noun
1291	het_nieuwsblad_20000413_01_103		"niet ten val . 	 Ik heb mijn werk als"	helper	gedaan en kon er dan theoretisch uitstappen , maar ik	helper/noun
1292	de_standaard_20010726_01_48		frank ) . Daarom wil De Post haar financiële poot	herstructureren	. De facto zal de Financiële Post bijna helemaal ontmanteld	herstructureer/verb
1293	de_morgen_20010406_01_111		mooie meisjes aanwerft als muzen , ze in karige Griekse	gewaden	hult en zo zijn werk verkoopt . Waarom zou ik	gewaad/noun
1294	nrc_handelsblad_20010403_80		te meer over de service . Het laagst scoren typische	dienstverleners	als luchtvaartmaatschappijen , banken , grootwinkelbedrijven , hotels , en	dienstverlener/noun
1295	nrc_handelsblad_20010403_80		maar niet hoe . En dat komt omdat de meeste	dienstverleners	er nog steeds van uit gaan dat technologie de kosten	dienstverlener/noun
1296	nrc_handelsblad_20010403_80		ingewikkelder en dus duurder gemaakt . Bij een typische financiële	dienstverlener	als Charles Schwab duurt het gemiddelde telefoontje bijna twee keer	dienstverlener/noun
1297	nrc_handelsblad_20010403_80		lang als vijf jaar geleden . Fortune Koeien met gouden	hoorns	bestaan alleen op de bull markt van weleer . Het	hoorn/noun
1298	nrc_handelsblad_20010403_80		zand van de nieuwe economie heeft gestoken . De gouden	hoorns	blijken niet meer te bestaan omdat de prijs van veel	hoorn/noun
1299	de_standaard_20041231_01_76		kathedraal van de heilige Knud en het stadhuis symboliseerden de	hemelse	en aardse macht . Odense laat niets onverlet om de	hemels/adj
1300	het_laatste_nieuws_20001019_01_257		WedstrijdWhat Lies Beneath Wie graag een lekker avondje gaat	huiveren	in de bioscoopzetel , mag zeker What Lies Beneath niet	huiver/verb
1301	nrc_handelsblad_20010120_15		zei secretaris-generaal Kofi Annan vorig jaar juli dat conflictpreventie de	hoeksteen	moet worden van de collectieve veiligheid in de 21ste eeuw	hoeksteen/noun
1302	de_standaard_20000814_01_88		aanloop naar de Olympische Spelen in Sidney brengt Canvas een	drieluik	over de commercie in de sport . Van de principes	drieluik/noun
1303	volkskrant_20031219_100		dat de jury met deze voordracht wilde protesteren tegen de	heksenjacht	op de schrijver . Makanin doelde op de dreigende strafrechtelijke	heksenjacht/noun
1304	volkskrant_20001006_126		en mens moesten immers geen andere machten staan - de	hervormden	daarentegen hebben altijd de hand van de Almachtige in het	hervormd/adj
1305	volkskrant_20001006_126		Na de dagen van Troelstra heeft het republikeins ideaal weinig	hartstocht	meer kunnen opwekken in socialistische kringen . Drees en Den	hartstocht/noun
1306	algemeen_dagblad_20030611_21		", reageert hij . 	 De brief is van een"	gewichtig	"persoon die destijds betrokken was bij de waarheidsvinding . 	"	gewichtig/adj
1307	het_laatste_nieuws_19990331_01_587		niet naar Maarkedal tegen Brakel omdat de rood-zwarten te fel	gehandicapt	zijn . Elst is klaar met haar huiswerk . Steven	handicap/verb
1308	de_morgen_20020314_01_79		"gestaan . 	 De Spaanse wet verbiedt me overigens over"	hangende	zaken te spreken . En Pinochets beroep loopt nog voor	hangend/adj
1309	het_nieuwsblad_19990629_01_41		de nu zesjarige Kevin , overleefde , maar is blijvend	gehandicapt	. De getroffen familie kijkt met gemengde gevoelens tegen het	handicap/verb
1310	nrc_handelsblad_20011027_64		waarmee de sporen verstoven maar de mededeling is later uitdrukkelijk	herroepen	. De Amerikaanse autoriteiten wensten kennelijk de indruk te laten	herroep/verb
1311	volkskrant_20000125_38		. Hij had echter toen wel problemen met een onregelmatige	hartslag	. De klachten werden uiteindelijk zo ernstig dat Norman een	hartslag/noun
1312	volkskrant_20040322_81		, inclusief Hans Wiegel en ik : dit wordt een	hachelijk	avontuur . Ik kon best begrijpen dat de koningin er	hachelijk/adj
1313	de_standaard_19990222_01_30		met in de namiddag zelfs buien van smeltende sneeuw of	hagel	. In de Ardennen vallen sneeuwbuien en wordt opnieuw een	hagel/noun
1314	algemeen_dagblad_20010912_85		de spaarders ziet deze vorm toch al appeltje voor de	dorst	". 	 Ook kwam uit wat iedereen verwachtte : tegen"	dorst/noun
1315	nrc_handelsblad_20010924_23		. Amanoellah zag zich genoodzaakt de meest aanstootgevende maatregelen te	herroepen	, maar de burgeroorlog was niet meer te stuiten .	herroep/verb
1316	het_nieuwsblad_20020117_01_299		de toren , maar in de praktijk bleek dit een	hachelijk	karwei en dus bijna onmogelijk . Nu heeft Natuurpunt de	hachelijk/adj
1317	de_standaard_20030927_01_176		, tot in het kleinste boerengat . En ook als	hefboom	voor de Vlaamse film heeft de BRT toen een heel	hefboom/noun
1318	nrc_handelsblad_20010202_85		voort uit een ouderwetse minachting voor 19de-eeuwse bouwkunst . De	herwaardering	voor de 19de-eeuwse architectuur in het laatste decennium is helemaal	herwaardering/noun
1319	de_morgen_20010203_01_231		Sydney aan wielrennen , tafeltennis en zwemmen meededen , niet	gehandicapt	waren . ( Belga	handicap/verb
1320	de_standaard_20010804_01_57		beschuldigen de fietsers zelfs van agressie . Stuntende scholier of	hulpeloos	slachtoffer : hoe gevaarlijk is de ' zwakke ' weggebruiker	hulpeloos/adj
1321	parool_20001130_82		is wel echt een lied over Amsterdam . ' De	dorst	is gelest en de zinnen gestreeld / De buit is	dorst/noun
1322	volkskrant_20020104_136		de dubbele lei , die tijdens zo'n zitting in het	duister	door een geest met een echte griffel wordt beschreven .	duister/noun
1323	nrc_handelsblad_20020801_47		19.55-20.25u. Chinas Ströme - Chinas Zukunft . Slot van een	drieluik	over China belicht de 5464 km lange Huang He ,	drieluik/noun
1324	de_morgen_19991224_01_16		ervan , zo wordt voorspeld , zal afhangen van het	humeur	van de vrouwelijke kiezers . Kandidaten van beide partijen zijn	humeur/noun
1325	de_standaard_20011207_01_25		De politie had eerder deze week bekendgemaakt dat Yassin onder	huisarrest	was geplaatst . Maar ze stelde de maatregel pas woensdag	huisarrest/noun
1326	nrc_handelsblad_20020311_31		altijd : ` Akela wij doen ons best , wij	dip	, dip , dip , wij dop , dop ,	dip/noun
1327	nrc_handelsblad_20020311_31		` Akela wij doen ons best , wij dip ,	dip	, dip , wij dop , dop , dop ,	dip/noun
1328	nrc_handelsblad_20020311_31		wij doen ons best , wij dip , dip ,	dip	, wij dop , dop , dop , doef !	dip/noun
1329	nrc_handelsblad_20020311_31		een zogenoemde horderoep . Hierin blijkt djb ( dus niet	dip	) een afkorting te zijn van Doe Je Best ,	dip/noun
1330	de_standaard_20031004_01_93		, 3680 Maaseik . Telefoon : 089/75.60.19 SINT-TRUIDEN Vakbonden verwerpen	heksenjacht	op werkweigeraars De vakbonden ACV , ABVV en ACLVB verzetten	heksenjacht/noun
1331	volkskrant_20010301_142		gevonden . ' Ter Veldhuis ( 1951 ) is een	dwarsligger	, en ook zijn muziek wordt in avant-garde kringen lang	dwarsligger/noun
1332	parool_20000108_136		in Hollywood even de stilte met deze opmerkelijke kruising tussen	horror	en science fiction , waarin een megalomane supercomputer een kind	horror/noun
1333	parool_20000108_136		magiër probeert zijn apocalyptische plannetjes te dwarsbomen . Low budget	horror	met hoge amusementswaarde . Ponette BBC2 , 01.25 uur (	horror/noun
1334	de_standaard_20030926_01_46		kapitaalvlucht naar belastingparadijzen is . Fiscale amnestie zou dan een	hefboom	kunnen zijn om maatschappelijke en politieke weerstanden tegen de aanleg	hefboom/noun
1335	parool_19991105_24		. Jammer genoeg geeft de afwerking van het werkelijk schitterend	gestileerde	interieur aanleiding tot dezelfde conclusie . Niettemin krijg je in	gestileerd/adj
1336	parool_20020913_18		1 , 20.30 uur Analyse over de regering-Bush . De	haviken	binnen zijn kabinet sturen aan op een oorlog met Irak	havik/noun
1337	de_morgen_20010203_01_283		onderhandelaars zich door het wachten op de resultaten van een	doorlichting	zélf hebben opgelegd . De directie hoopte dat die doorlichting	doorlichting/noun
1338	de_morgen_20010203_01_283		doorlichting zélf hebben opgelegd . De directie hoopte dat die	doorlichting	de vakbonden en piloten zou aanzetten om snel akkoord te	doorlichting/noun
1339	de_morgen_20010203_01_283		niet mals voor de bestuurders . Ze schrijven in hun	doorlichting	zwart op wit dat de bestuurders hun verantwoordelijkheid niet hebben	doorlichting/noun
1340	de_morgen_20010203_01_283		hebben hun verantwoordelijkheid niet genomen , zo blijkt uit de	doorlichting	. Foto Tim	doorlichting/noun
1341	algemeen_dagblad_20020206_161		zonder uitermate complex te worden of een aanslag op je	hardware	te betekenen . Het hanteren van de wapens en besturen	hardware/noun
1342	volkskrant_20020416_127		eten . De winst van Citigroup , de grootste financiële	dienstverlener	ter wereld , steeg in het eerste kwartaal met 37	dienstverlener/noun
1343	algemeen_dagblad_20001201_37		zullen niet in de rij staan om zich aan zo'n	hachelijk	avontuur te verbinden . De dure adviseurs van de Boston	hachelijk/adj
1344	het_nieuwsblad_20041116_01_232		uitzondering als Steels niet te na gesproken . Het werden	droeve	juli-tijden , wanneer een compact peloton op de Tourwegen richting	droef/adj
1345	het_nieuwsblad_20010329_01_353		Sint opnieuw zijn ronde laten doen . SINT-NIKLAAS Vanwaar deze	doortastende	"actie van de jongeren ? 	 De Sinterklaasstoet is een"	doortastend/adj
1346	de_morgen_20010817_01_34		Skeletor de Tovenares van de planeet Eternia gevangennemen : de	heerschappij	over het universum ligt in zijn bereik . Alleen He-Man	heerschappij/noun
1347	de_standaard_20030108_01_3		tot 29 maart ) Liefhebbers van fantasy , sciencefiction ,	horror	en meer van dat fraais kunnen hun hart ophalen aan	horror/noun
1348	de_standaard_20030108_01_3		een eenmalig concert . Met haar honingzoete stem zingt deze	hemelse	sopraan om het even welk repertoire met de grootste bravoure	hemels/adj
1349	volkskrant_20020524_102		zijn dood , tegen een collega-natuurkundige . Het stemde hem	droef	dat de Nobelprijs voor de Vrede die hij in 1975	droef/adj
1350	het_laatste_nieuws_20020314_01_394		al die potjes en tubes moeten jongleren om tot een	harmonieus	geheel te komen . Weinig vrouwen zijn bereid om een	harmonieus/adj
1351	het_laatste_nieuws_20020314_01_394		gels zijn verwerkt geven geen kleur , maar wel een	hemelse	glans . - MAKE-up Bourjois Christian Dior Estée Lauder Lancaster	hemels/adj
1352	algemeen_dagblad_20020112_199		de Twentse bossen geschoten , vertelt de ober . De	hagel	waar we op bijten levert het bewijs . De haas	hagel/noun
1353	algemeen_dagblad_20020904_154		is weer populair bij de Nederlandse consument . Na een	dip	in 1999 zitten de uitgaven aan pluimveevlees weer in de	dip/noun
1354	volkskrant_20020705_67		, de Amerikaanse onafhankelijkheidsdag . President Bush wil met zijn	geste	niet-Amerikaanse militairen danken voor hun inzet in de strijd tegen	geste/noun
1355	de_morgen_20000318_01_122		"plan niet haalde . 	 Sabir hoopt opnieuw schapen te"	hoeden	", 	 zoals mijn vader deed 	 . Hij zoekt"	hoed/verb
1356	nrc_handelsblad_20040429_156		menigeen shockeerde . In deze uitvoering cirkelen de dansers wat	doelloos	om solisten en koorleden heen . Het best geslaagd zijn	doelloos/adj
1357	parool_20010606_68		niet over te laten aan het allochtonenpastoraat van de Amsterdamse	hervormde	diaconie . Toegegeven : er gaat niets boven menselijk contact	hervormd/adj
1358	het_nieuwsblad_20000304_01_199		"is . 	 Charleroi , Geel en Beveren is een"	drieluik	"waarin Broos het maximum wil halen . 	 En dat"	drieluik/noun
1359	parool_20020211_27		van Leefbaar Nederland ( LN ) onderschrijft en de uitspraken	herroept	die hij zaterdag in de Volkskrant deed . Daarin pleitte	herroep/verb
1360	parool_20020211_27		het partijbestuur en Fortuyn , die weigerde zijn woorden te	herroepen	, kwam het tot een breuk . Vanuit veel van	herroep/verb
1361	algemeen_dagblad_20010713_116		is geleden ? ' Barend lijkt zo'n sympathieke , wat	hulpeloze	grijsaard , maar ondertussen ... Ergens lezen we dat Nathalie	hulpeloos/adj
1362	de_morgen_20040330_01_36		Onze politie ziet haar job als die van een openbaar	dienstverlener	"wiens beleid er ook een is van openheid . 	"	dienstverlener/noun
1363	het_laatste_nieuws_20020916_01_361		naar huis . Woordvoerder Ivan Willockx verloor er zijn goede	humeur	niet bij . andquot; Deze situatie is niet meer van	humeur/noun
1364	algemeen_dagblad_20011127_118		. Elf nummers , de een heftig , de ander	hard	, soms catchy of in ballad-vorm , af en toe	hard/verb
1365	het_nieuwsblad_20000328_01_461		in Vlaanderen voor informaticalectuur , standaardsoftware , computertijdschriften en add-ons	hardware	. Sprekers tijdens het seminarie zijn Jo Lernout , Peter	hardware/noun
1366	nrc_handelsblad_20001213_80		stoffen en materialen zo natuurgetrouw mogelijk konden maken . Met	haarfijne	penselen en turend door een vergrootglas maakte hij zijn eindeloos	haarfijn/adj
1367	nrc_handelsblad_20040224_94		Dat vind ik helemaal niks . De dieren hebben geen	hooi	om in te wroeten , ze leven bovenop elkaar en	hooi/noun
1368	nrc_handelsblad_20010119_176		meer te weten dan dat hij een zeer verstandig ,	doortastend	en rechtschapen vlootvoogd was . Het eerste deel van het	doortastend/adj
1369	nrc_handelsblad_20010119_176		verspreiden waarin De Ruyter verdacht werd gemaakt . ` Het	humeur	van Tromp is bot ' , hadden de Hollandse regenten	humeur/noun
1370	nrc_handelsblad_20020221_55		22.42-23.10u. Seks , het enigma . Tweede deel van een	drieluik	over seks geeft een gesprek met de Amerikaanse biopsycholoog David	drieluik/noun
1371	de_morgen_20021227_01_133		. Een rederij die vanuit Oostende passagiers overzet , is	gehandicapt	wegens de langere reisduur van twee uur . Je zou	handicap/verb
1372	het_nieuwsblad_20020709_01_487		we ook aan de kant . Toen ze ons voorbijreden	hinkte	Pantani nog achter het kopgroepje . De massa stuwde hem	hink/verb
1373	parool_20001108_3		dreigt te gaan . Dat is het stuk ; een	gestileerde	catastrofe naar vertrouwd Kageliaans model . Toch is Entführung een	gestileerd/adj
1374	parool_20010710_11		stadswijken zie je steeds vaker vrouwen lopen in een lang	gewaad	en totaal gesluierd met alleen een gazen doekje voor de	gewaad/noun
1375	het_laatste_nieuws_20040830_01_120		( foto ) . Het gezin leerde onder meer papieren	hoeden	plooien . andquot; Het evenement wordt elk jaar beter en	hoed/verb
1376	de_standaard_20031212_01_21		ZIJN HIER FUIVEN GEHOUDEN . HET LAWAAI WAS NIET TE	HARDEN	". 	 GENT RONNY Christiaens , die op de Verloren"	hard/verb
1377	de_standaard_20031212_01_21		vooral van de mensen op straat , was niet te	harden	". We zijn gevlucht . 	 ( kvk"	hard/verb
1378	nrc_handelsblad_20031205f_115		Haar bekendste roman En de akker is de wereld ,	gesitueerd	in Noord-Afrika , die in 1946 verscheen en een jaar	gesitueerd/adj
1379	volkskrant_20011013_209		zwaarste deel van een omvangrijke reorganisatie . ' Dit is	hel	. ' De actrice , die een trainingssessie met bestuurders	hel/adj
1380	de_morgen_20001216_01_149		Het personeel beseft wel dat de rijkswachters beroepshalve enigszins '	gehard	' zijn , maar heeft sommige ongepaste en niets ter	hard/verb
1381	het_nieuwsblad_20030211_01_113		zware geweld van een jeep werden de voertuigen uit hun	hachelijke	positie bevrijd . Mundala start derde episode DENDERLEEUW Net als	hachelijk/adj
1382	parool_20010503_104		van de band of niet , uitleggen als lef of	domheid	. Wat nog sterker geldt voor het evenement waar het	domheid/noun
1383	het_nieuwsblad_20021107_01_692		"Sabena 	 Optimisme is mijn sterkste wapen 	 	 Ik"	huiver	ervan als ik zie hoe vies de mensen in de	huiver/verb
1384	het_nieuwsblad_20021107_01_692		zo goed vriendelijk kan zijn tegen de mensen . Ik	huiver	ervan als ik zie hoe vies de mensen in de	huiver/verb
1385	het_nieuwsblad_20040818_01_336		"weerklinkt er Turamuziek . 	 Wie het niet meer kan"	harden	, kan altijd de Theatro-kelder uitvluchten naar de zaal boven	hard/verb
1386	de_standaard_20020130_01_51		om niet vermoord te worden . Wie heeft toen de	heksenjacht	geopend op de schuldige(n) ? En de uitvoerder van de	heksenjacht/noun
1387	nrc_handelsblad_20030718_02		op de gedachte gekomen de belangstellende een blik in het	duister	van de deel te gunnen . Sinds 1971 organiseert men	duister/noun
1388	de_standaard_20010102_01_50		tot gouden tijden voor zakenbanken , advocaten en andere financiële	dienstverleners	. Er werd zoveel geld geïnvesteerd dat kapitaal totaal ondergewaardeerd	dienstverlener/noun
1389	algemeen_dagblad_20020511_173		"en smijt die met wellust op de pottenbakkersschijf . 	"	Hard	"gooien 	 , gebiedt hij , 	 dan hecht de"	hard/verb
1390	algemeen_dagblad_20030607_02		GroenLinks-Kamerlid Duyvendak is de stabilisatiemacht in Irak namens de rechtse	haviken	in de Amerikaanse regering en niet namens de internationale gemeenschap	havik/noun
1391	nrc_handelsblad_20001027_155		Rijk , Italiaanse vorstendommen en Amerikaanse koloniën vielen onder zijn	heerschappij	. Met Keizer Karel V. De utopie van het keizerschap	heerschappij/noun
1392	nrc_handelsblad_20001027_155		bleek een illusie . De laatste vijfendertig jaar van Karels	heerschappij	groeide de Hervorming in Noord-Europa uit tot een massabeweging .	heerschappij/noun
1393	nrc_handelsblad_20001027_155		lieflijke landschap troost bieden tegen de gedachte aan zijn vervlogen	heerschappij	, die meer oorlog dan vrede had gebracht , die	heerschappij/noun
1394	nrc_handelsblad_20001027_155		dat Karel V aankleeft . Juist de kwetsbaarheid van Karels	heerschappij	wordt de lezer helder voor ogen gebracht door de aandacht	heerschappij/noun
1395	volkskrant_20030728_33		tussentijds nog wat gegeten hebben . ' Maar de vrouwen	gehoorzamen	"hun echtgenoten , die zeggen : 	 u eet niet"	gehoorzaam/verb
1396	algemeen_dagblad_20000603_150		( SNFC ) doen er alles aan het vertrouwen te	herwinnen	van de reizigers in de nachttreinen . Er is een	herwin/verb
1397	de_morgen_20040323_01_91		ze wel hun normale niveau , terwijl wij in een	dip	zitten . Hoe dan ook , tien punten voorsprong en	dip/noun
1398	de_standaard_20011024_01_95		telecomconcern Alcatel investeert zwaar in China terwijl het in Europa	herstructureert	en banen schrapt . Alcatel betaalt 312 miljoen dollar (	herstructureer/verb
1399	volkskrant_19990917_164		. En bovendien dat de eenheid niet zozeer door één	harmonische	vorm wordt bewerkstelligd , maar door op een aantal verschillende	harmonisch/adj
1400	de_standaard_20031024_01_129		belangrijke NAND-operatie uitschakelde . De programmaatjes die op die manier	gehandicapt	waren , verloren meer dan de helft van hun vermogen	handicap/verb
1401	nrc_handelsblad_20020703_124		de hoogbegaafde werknemer zeer snel en is hij allergisch voor	domheid	van collega's . Hij/zij denkt in te grote stappen en	domheid/noun
1402	het_laatste_nieuws_20021209_01_316		gaan rusten want een minuut later trapte Deswartes een vrijschop	haarfijn	in de winkelhaak . Vroeg in de tweede helft stelden	haarfijn/adj
1403	het_laatste_nieuws_20021209_01_316		gevaarlijk zijn , maar de kopbal van Verdegem trof de	dwarsligger	. Twee dolle minuten vlak voor de rust leverden Gent-Zeehaven	dwarsligger/noun
1404	nrc_handelsblad_20030712_46		Van de buik van het peloton naar de staart der	hulpelozen	. Toch verdient hij mededogen , van Jan Raas ,	hulpeloos/adj
1405	nrc_handelsblad_20010918_164		en ook de economische tegenwind is nu anders dan de	dip	begin jaren negentig . Destijds betaalde continentaal Europa de prijs	dip/noun
1406	de_standaard_20010309_01_1			Hoekig	en toch rond ( Push corner , het balspel dat	hoekig/adj
1407	de_standaard_20010309_01_1		, maar Hybert wilde verder gaan : hij wilde de	hoekige	bal tastbaar maken . Technisch was het een huzarenstukje ,	hoekig/adj
1408	de_morgen_20010321_01_47		"zijn , 	 weet Kapuscinski . Op dreef , tussen"	droef	"en bozig : 	 Er is veel meer kapitaal nodig"	droef/adj
1409	de_morgen_20010321_01_47		", het is aan Kapuscinski niet besteed : 	 Ik"	huiver	van dat soort bureaucratische journalistiek . Wanneer ik reis ,	huiver/verb
1410	de_morgen_20010208_01_111		vraag die de Arbeiderspartij nu moet beantwoorden is die van	havik	Sharon : gaat links in op zijn aanbod om een	havik/noun
1411	de_standaard_20040511_01_64		en kinderlijke hulpeloosheid . Dance on glasses balanceert op de	haarscherpe	lijn tussen suspense , psychologie en meticuleuze tekstbeheersing . In	haarscherp/adj
1412	algemeen_dagblad_20000829_119		Uit wanhoop reizen ze , nog steeds met hun vier	helpers	, door naar het ministerie van Justitie in Den Haag	helper/noun
1413	volkskrant_20041113_131		van de kabinetsvergadering maatregelen naar buiten waar de vakbeweging van	huivert	: CAO's waarin de lonen stijgen , worden niet meer	huiver/verb
1414	algemeen_dagblad_20011009_80		de Eerste Wereldoorlog werd Hitler 's nachts ergens in het	hooi	in Frankrijk met een ` mannelijke hoer ' betrapt .	hooi/noun
1415	de_morgen_20000822_01_65		voor Vlaanderen . De stRaten-generaal is een initiatief dat een	hefboom	wil zijn om via burgerparticipatie bij te dragen tot de	hefboom/noun
1416	de_morgen_20000822_01_65		vuil , agressie , lawaai . De straat is aan	herwaardering	"toe als een plek waar mensen elkaar ontmoeten . 	"	herwaardering/noun
1417	volkskrant_20010420_39		zijn hersens in . De dagen na deze moord uit	hartstocht	blijkt iedereen begrip voor Chips daad te kunnen opbrengen ,	hartstocht/noun
1418	nrc_handelsblad_20020921_87		Nee , maar in de zomer had ik een middelgrote	dip	. Schlusslicht Hekkensluiter . Duitsland is met minieme economische groei	dip/noun
1419	nrc_handelsblad_20030517_60		de uitslag echter nimmer erkend en legde NLD'ers gevangenisstraffen en	huisarresten	op . Een jaar geleden kwam er een eind aan	huisarrest/noun
1420	nrc_handelsblad_20030517_60		. Een jaar geleden kwam er een eind aan het	huisarrest	van Suu Kyi , maar het lijkt er op dat	huisarrest/noun
1421	parool_20031108_127		van de banken nog wat meer tijd om de financiële	huishouding	op orde te krijgen . Tot 9 februari volgend jaar	huishouding/noun
1422	parool_19990422_32		voorkomen en genezen ervan . Ze vormen de tentoonstelling '	Hemelse	kruiden en aardse kwalen . Afrika als etnofarmacologische schatkamer '	hemels/adj
1423	de_standaard_20020125_01_64		maandenlang onderzoekswerk . De verglijding van de journalistieke normen neemt	hachelijke	vormen aan . De wetten van de concurrentie vegen elke	hachelijk/adj
1424	parool_20020910_113		achterdeur uit de Ronde van Spanje . De Italiaan werd	gediskwalificeerd	nadat hij een collega een blauw oog had geslagen .	diskwalificeer/verb
1425	parool_20010611_127		de lol zoekt ze haar Koen op : een '	harmonieus	existerende Koen ' en ' Koen krijgt de prijs voor	harmonieus/adj
1426	algemeen_dagblad_19990501_140		adviserende stem gehad hebben . Murdani had als opdracht een	heksenjacht	op Soeharto te voorkomen . Wiranto wilde advies over de	heksenjacht/noun
1427	volkskrant_20011203_137		werd geturnd in spotlights . Ze raakte in het omringende	duister	de oriëntatie kwijt en viel hard . Zaterdag was ze	duister/noun
1428	de_morgen_20040217_01_79		krijtlijnen uit , maar die vormen zelden of nooit een	harmonieuze	tekening . Dit gebrek aan coördinatie tussen de verschillende cultuurbeleidsmakers	harmonieus/adj
1429	de_standaard_19990504_01_39		van bombardementen omdat dit een typisch eendimensionale benadering is .	Haviken	en duiven lijken soms erg op elkaar en hebben de	havik/noun
1430	de_morgen_20040503_01_56		met Groot-Brittannië en Nieuw-Zeeland in grote mate verantwoordelijk voor de	hachelijke	situatie waarin Nauru zich bevindt . Het eiland werd in	hachelijk/adj
1431	algemeen_dagblad_19990615_50		na een half jaar kreeg het bedrijf ` een enorme	dip	"' . 	 Opeens belde niemand meer . Rond de"	dip/noun
1432	nrc_handelsblad_20001201_167		, wringt zich in bochten . Zijn blik door de	hoornen	bril is gekweld . Pas als hij lacht , verdwijnt	hoorn/noun
1433	parool_20011024_76		extra materiaal doen recht aan alle facetten van dit opmerkelijke	drieluik	, waarvan in elk geval de eerste twee delen moderne	drieluik/noun
1434	het_nieuwsblad_20040108_01_21		. Want als je schietklaar staat , voel je je	hartslag	sneller tikken en ook de adrenaline voel je zo in	hartslag/noun
1435	nrc_handelsblad_20001215_140		kinderen verwaarlozen en krioelen in een poel van haat en	domheid	. Vooroordeel , stemmingmakerij en de alledaagse mispercepties tussen mensen	domheid/noun
1436	algemeen_dagblad_20040506_06		eerder Fortuyns stijl van debatteren terug in de politiek .	Hard	, harder , hardst en roepen wat de mensen in	hard/verb
1437	de_morgen_20041025_01_71		. Alleen het bonzen van de bal , als één	hartslag	voor ons tweeën . Dan gaat hij uitgeteld zitten op	hartslag/noun
1438	de_standaard_20011114_01_81		5 % . Heel wat adverteerders hebben reeds van deze	hefboom	kunnen profiteren . In onze promotieacties trachten wij dan ook	hefboom/noun
1439	de_standaard_20000418_01_45		rapport zag er in ieder geval goed uit : alle	hardware	werd herkend en was geschikt voor Windows 2000 . Het	hardware/noun
1440	de_standaard_20000418_01_45		van Microsoft , een onmisbare informatiebron . - Behalve de	hardware	moeten ook je programma's geschikt zijn voor Windows 2000 .	hardware/noun
1441	nrc_handelsblad_20000608_110		Hermans te koop en Tanja Rumpff toont een tweetal imponerende	gestileerde	landschappen van Hans Broek , al moet daar wel 22.000	gestileerd/adj
1442	parool_19990617_129		1,3 miljoen gemaakt . Het vervoer naar Servië bleek een	hachelijke	, zo niet gevaarlijke onderneming . Elke dag moesten altenatieve	hachelijk/adj
1443	de_standaard_20000212_01_111		uiteengevallen in twee politieke stromingen : de conservatieven en de	hervormers	. Een openlijke strijd om de macht is het gevolg	hervormer/noun
1444	de_standaard_20000212_01_111		nu gericht op de parlementsverkiezingen van 18 februari waarbij de	hervormers	de conservatieven , die nu de meerderheid hebben , hopen	hervormer/noun
1445	de_standaard_20000212_01_111		op het regime . Alle angst is echter verdwenen sinds	hervormer	én mullah Seyed Mohammad Khatami president is geworden . Khatami	hervormer/noun
1446	de_standaard_20000212_01_111		. Deze middelen worden vaak ingezet om de plannen van	hervormers	te dwarsbomen . Hervormde kranten worden gesloten , vooruitstrevende ministers	hervormer/noun
1447	de_standaard_20000212_01_111		vaak ingezet om de plannen van hervormers te dwarsbomen .	Hervormde	kranten worden gesloten , vooruitstrevende ministers ontslagen en liberalen worden	hervormd/adj
1448	de_standaard_20000212_01_111		"Grote Leider . 	 Toch heeft hij in 1997 op"	hervormer	"Khatami gestemd en niet op de conservatieve kandidaat . 	"	hervormer/noun
1449	de_standaard_20000212_01_111		alleen trouwe volgelingen als Ali Akhbar stappen over naar de	hervormers	, ook prominente revolutionairen verlaten het zinkende schip . ELIAS	hervormer/noun
1450	de_standaard_20000212_01_111		diverse malen nationaal karatekampioen . Hazarti noemt zich nu een	hervormer	en hij claimt dat hij dat altijd al is geweest	hervormer/noun
1451	de_standaard_20000212_01_111		"zal vanzelf duidelijk worden 	 , denkt hij . De"	hervormers	mogen dan wel mooie plannen hebben om de islamitische staat	hervormer/noun
1452	de_standaard_20000212_01_111		tot een scheldkanonnade tegen het regime , zowel conservatieven als	hervormers	. Het lijkt erop alsof die laatste groep wordt ingehaald	hervormer/noun
1453	de_standaard_20000212_01_111		door de eigen aanhang . Twee jaar geleden werden de	hervormers	nog op handen gedragen en pleitte iedereen voor geleidelijke ,	hervormer/noun
1454	de_standaard_20000212_01_111		zo wellicht meer aanhang op de been te krijgen .	Hervormer	Abdullah Nouri moest twee maanden geleden voor de rechtbank verschijnen	hervormer/noun
1455	de_standaard_20000212_01_111		"de conservatieven zijn 	 , zegt Irkhodi . Over de"	hervormers	"is ze evenmin te spreken . 	 Ik stem alleen"	hervormer/noun
1456	nrc_handelsblad_20000306_111		Taiwan en ons streven naar vreedzame hereniging van China zouden	herroepen	, alle steun aan het streven naar democratische politieke verandering	herroep/verb
