	file	token_id	left	target	right	type
2957	de_morgen_19990518_01_26		Deze grappige film toont enerzijds dat filmmaken altijd een bijzonder	hachelijk	avontuur blijft en anderzijds dat wat zich achter de camera	hachelijk/adj
2958	het_nieuwsblad_19990128_01_99		De 295 personeelsleden zijn in staking gegaan . Multinational Nestlé	herstructureert	en wil afgeraken van de Baasroodse vestiging . Maar over	herstructureer/verb
2959	nrc_handelsblad_20030425_158		nog somber uit voor Menem . Hij had zes maanden	huisarrest	wegens verdenkingen geld te hebben verdiend aan illegale wapenleveranties aan	huisarrest/noun
2960	de_standaard_20010410_01_14		kreeg , promoveerde er zaterdag onder protest van astrofysici die	huiveren	bij de idee dat de astrologie een schijn van wetenschappelijkheid	huiver/verb
2961	de_morgen_19990113_01_63		naar de dolfijnen te staren die zich in het vallende	duister	dichter bij het strand wagen . Naast mij zit een	duister/noun
2962	nrc_handelsblad_20040110_163		in het openbaar waargenomen . Tijdens de 24 jaar lange	heerschappij	van Moi had Kenia geen First Lady en de president	heerschappij/noun
2963	de_standaard_20010126_01_67		's werelds grootste producenten van consumptiegoederen , zit in een	dip	. In de laatste drie maanden van 2000 boekte het	dip/noun
2964	nrc_handelsblad_20020628_141		altijd gerespecteerd te worden , verwijzingen naar of afbeeldingen van	horror	en erotiek waren verboden , eerzaam gedrag en respect voor	horror/noun
2965	de_morgen_20031126_01_81		reactie op de crisis in Irak niets anders dan de	heerschappij	over de wereld bereiken . Dat streven bedreigt uiteindelijk de	heerschappij/noun
2966	parool_20020920_22		HET OPTREDEN VAN het kabinet-Balkenende markeert een omslag in het	humeur	"van Nederland . 	 Plotseling , 	 zegt de Rotterdamse"	humeur/noun
2967	de_morgen_20020820_01_8		komen , zeker als er vanwege economische omstandigheden een onderneming	herstructureert	en werknemers worden ontslagen , vindt Desimpel . Met zijn	herstructureer/verb
2968	de_morgen_20020820_01_8		en om een betere bescherming van vakbondsafgevaardigden . Als bedrijven	herstructureren	of overgaan tot collectieve sluiting , dan geldt de bijzondere	herstructureer/verb
2969	de_standaard_20040311_01_152		bedrijven daar echt voor open staan . Alleen de kmo's	hinken	"nog achterop 	"	hink/verb
2970	de_standaard_19990807_01_100		oppositie aan burgerinspecties deelnamen , nu vanop de regeringsbanken even	doortastend	zullen zijn . En zich in deze materie vastbijten zoals	doortastend/adj
2971	algemeen_dagblad_20031108_120		Dopingcontroles mogen daarom niet uitlopen op een	heksenjacht	". 	 De biografie , geschreven door Alje Kamphuis ,"	heksenjacht/noun
2972	het_laatste_nieuws_20000607_01_403		dat dan niet alleen . Gezondheid : U neemt teveel	hooi	op uw vork	hooi/noun
2973	volkskrant_20040227_up.artikelen-A_139		tussen quasi-gezellige planten wordt het wachten in de kapel het	doelloze	wachten zelf - te onrustig voor bezinning , en te	doelloos/adj
2974	de_morgen_20001020_01_59		Palestijnen . De provocatie van Ariel Sharon aan de islamitische	heiligdommen	had niet alleen een golf van geweld tot gevolg ,	heiligdom/noun
2975	nrc_handelsblad_20031030_96		Zijn nageslacht vormt nu met de langharige grijsaard Guthrie een	harmonieus	familie-ensemble	harmonieus/adj
2976	volkskrant_19990723_107		. Kennedy stortte afgelopen vrijdag neer toen hij in het	duister	op weg was naar Martha's Vineyard . Kennelijk raakte hij	duister/noun
2977	het_nieuwsblad_20040813_01_85		eindstreep . Allicht nam ik de voorbije weken te veel	hooi	op de vork . Voor zondag ben ik er echter	hooi/noun
2978	nrc_handelsblad_20040306_53		de sportieve klassificatie van een demente bejaarde dan op het	humeur	van officiële lijstjesmakers . Deze week is de legendarische voetballer	humeur/noun
2979	algemeen_dagblad_20011229_15		1986 ) . 22.00 The Thing**** Net 5 - Beklemmende	horror	over wetenschappers die op een buitenaards monster stuiten ( 22.00	horror/noun
2980	volkskrant_19990308_73		Zeeman achteraf . De ondernemer kan zich dat moment nog	haarscherp	voor de geest halen . ' Natuurlijk . En dat	haarscherp/adj
2981	parool_20020105_99		waren niet thuis toen het ongeluk gebeurde en vernamen het	droeve	nieuws per telefoon . Het beest was achter een bouwvakker	droef/adj
2982	de_standaard_19990728_01_18		maar de Taiwanese president is niet bereid zijn woorden te	herroepen	". Een herenigd China is voor 	 de toekomst 	"	herroep/verb
2983	de_morgen_19990310_01_17		dat gepland te hebben , zouden in sommige gevallen onbewust	gehoorzamen	aan een stille , onuitgesproken kinderwens . Die wens zou	gehoorzaam/verb
2984	de_morgen_20030901_01_86		later testte Björn De Coninck vanop ongeveer twintig meter de	dwarsligger	boven een kansloze Dusan Belic . Na rust ging Westerlo	dwarsligger/noun
2985	nrc_handelsblad_20030617_156		waren nog onbekend toen ze de hoofdrollen speelden in deze	gestileerde	, operateske cultfilm over tienerbendes in Oklahoma , 1966 ,	gestileerd/adj
2986	algemeen_dagblad_19991009_41		een operatie in een privé-kliniek . Sindsdien staat hij onder	huisarrest	. De Spaanse onderzoeksrechter Baltasar Garzon vroeg om zijn aanhouding	huisarrest/noun
2987	algemeen_dagblad_19991009_41		doorzet , bestaat de kans dat hij overlijdt tijdens zijn	huisarrest	. Daarom wordt er op gespeculeerd dat Pinochet afziet van	huisarrest/noun
2988	volkskrant_20000217_68		ambient/easy listening lijkt op papier misschien een sprong in het	duister	, maar horen is geloven . In ieder geval voor	duister/noun
2989	nrc_handelsblad_19990403_57		VS ) . Veel geïmiteerde misdaadklassieker met komische intermezzi ,	gesitueerd	in de vervreemde Midwest van de jaren dertig . Warren	gesitueerd/adj
2990	nrc_handelsblad_19990403_57		van afgeschreven high school . Hij herstelt de orde en	herwint	gevoel van eigenwaarde . SBS6 , 0.40-2.35u. , met reclame	herwin/verb
2991	nrc_handelsblad_20040320_265		dan 3 Mohs ? En als de mesjes dan een	hardheid	hebben van 5,5 of misschien wel 6,5 waarom zouden dan	hardheid/noun
2992	parool_20000606_92		Of was het een niet door een constructieve gedachte onderbouwde	geste	? Veel van mijn collega's hebben van het opschrijven van	geste/noun
2993	parool_20000606_92		. Mijn persoonlijke leven verloopt op dit moment veel te	harmonieus	om voor derden interessant te zijn en ik kan niet	harmonieus/adj
2994	volkskrant_20031212_21		vertwijfeld dat ze vermorzeld zullen worden door de veel grotere	hervormde	en gereformeerde kerken . Nederland telt veertienduizend lutheranen , terwijl	hervormd/adj
2995	nrc_handelsblad_20010110_48		schreef ze de deels in Nederland en deels in Suriname	gesitueerde	lunchvoorstelling Orgeade Overzee . Het was een klapper . De	gesitueerd/adj
2996	parool_20020124_74		snoezelkamer ' . Het hoofd van de kinderkliniek noemt de	geste	van Máxima ' een blijk van waardering '	geste/noun
2997	volkskrant_20000923_192		op het erf is buiten gebruik . Wel ligt er	hooi	klaar voor de winter . Een eindje verderop staat een	hooi/noun
2998	de_morgen_20010420_01_82		op de gevaarlijke impact van de luchthaven op Oostende ,	huivert	"bij het zoveelste incident : 	 Het type vliegtuig dat"	huiver/verb
2999	het_laatste_nieuws_20020418_01_148		vijver voor het kasteel Mariadal . Het park zelf wordt	geherstructureerd	. Er komen 170 nieuwe bomen , 12.000 heesters ,	herstructureer/verb
3000	algemeen_dagblad_20000325_78		iconen.IBM was in de jaren 80 de koning van de	hardware	en Microsoft een decennium later hét symbool van het softwaretijdperk	hardware/noun
3001	het_nieuwsblad_20040205_01_181		ben al op heel jonge leeftijd geconfronteerd met de menselijke	domheid	. Vandaar dat ik er zo wanhopig van word wanneer	domheid/noun
3002	de_standaard_20041203_01_63		Bruid zonder bed van Edith Kiel . De foto is	haarscherp	, theatraal belicht . Hij is gemaakt tussen de filmopnamen	haarscherp/adj
3003	nrc_handelsblad_20010111_40		gezamenlijke staat van Servië en Montenegro te handhaven en te	herstructureren	. Deze redenen zijn veel belangrijker dan de redenen om	herstructureer/verb
3004	de_morgen_20011013_01_110		grote vanzelfsprekendheid geïntegreerd in grotere gehelen , net als Bergs	harmonische	waagstukken . In het pianokwintet van Brahms slaat de balans	harmonisch/adj
3005	volkskrant_20010120_6		en je medemens . En ik geloof dat er een	heilzame	werking uitgaat van iemand die mediteert . Door zen heb	heilzaam/adj
3006	volkskrant_20010209_76		De politie betrad 17 jaar geleden voor het laatst de	heiligdommen	van motorclub Hells Angels . Maar volgens korpschef Kuiper moet	heiligdom/noun
3007	het_nieuwsblad_20011003_01_648		"in opleidingen , wetenschappelijk onderzoek en nieuwe ontwikkelingen . 	"	Hinken	"	 In België bedraagt het extra budget of ontwikkelingsbudget dat"	hink/verb
3008	het_nieuwsblad_20011003_01_648		buurlanden gaat dat van 15 tot 20 procent . We	hinken	op financieel gebied dus achteraan wat ons niet belet om	hink/verb
3009	de_standaard_20030616_01_3		de verkiezingscampagne werd Kirchner nog geprofileerd als alternatief voor de	doortastende	maar corrupte ex-president Carlos Menem . Nu willen we het	doortastend/adj
3010	algemeen_dagblad_20030919_143		20.30 Raising Cain*** V8 -Fraai	gestileerde	thriller van Brian De Palma , met een John Lithgow	gestileerd/adj
3011	het_nieuwsblad_20030517_01_781		vergeet ook de krabbenpoten niet . Snijd de groenten tot	haarfijne	julienne van 4 cm lengte . Kruid met peper en	haarfijn/adj
3012	de_standaard_20020214_01_74		wereld moest worden vastgehouden , alsof die opensprong en er	hemelse	muziek klonk , alsof alle sterren van de wereld voor	hemels/adj
3013	volkskrant_19990702_134		overtuiging ' dat de politieke geschiedenis een functie heeft te	herwinnen	als een vorm van geschiedschrijving die samenhang brengt in verschillende	herwin/verb
3014	nrc_handelsblad_20030617_07		nog mee , 's avonds bonkt het om de paar	hartslagen	. Drie weken geleden is ze naar de cardioloog gegaan	hartslag/noun
3015	nrc_handelsblad_20030617_07		liep ze een dag met een holterkastje rond om haar	hartslag	te meten . Ze kan bètablokkers gaan slikken , die	hartslag/noun
3016	volkskrant_20011206_70		wijken voor padden die het terrein doorkruisen . Nu Defensie	herstructureert	, komt er nog meer natuur . De milieubeweging is	herstructureer/verb
3017	volkskrant_19991021_52		zo eentje die kraakt aan de randen , maar toch	haarscherp	blijft in het midden . In haar keuken zat Dingetje	haarscherp/adj
3018	volkskrant_19991021_52		kruipt waar het niet gaan kan . Zij nam de	hoorn	van de haak . ' Met mij , ' klonk	hoorn/noun
3019	nrc_handelsblad_20030707_73		? Een nieuwe golf buitenlanders staat op het punt de	heerschappij	over te nemen in de sumowereld . Nu komt het	heerschappij/noun
3020	het_laatste_nieuws_20010309_01_649		terrein . Meteen ging de ganse ploeg nog wat meer	hinken	. Oostende hield het te vaak bij individule nummertjes ,	hink/verb
3021	de_standaard_20010119_01_9		Dode Zee is met haar hoge concentratie aan mineralen een	heilzame	attractie . Maar de toeristische bron lijkt stilaan op te	heilzaam/adj
3022	algemeen_dagblad_20000311_52		Kettings symfonie ademt een eerlijke lyriek en heeft een spannende	harmonische	taal . Je vraagt je af wat Ketting dacht toen	harmonisch/adj
3023	de_standaard_20041120_01_134		voor militaire operaties . In totaal gaat het om 15.000	huurlingen	. Zij vormen de tweede strijdmacht in Irak , na	huurling/noun
3024	het_nieuwsblad_19990820_01_231		staan . Vanaop dat platform kunnen dan via een zacht	hellend	talud gemakkelijk de oever bereiken . Mooi meegenomen is dat	hel/adj
3025	volkskrant_20010322_84		. Toeval of tijdgeest ? Midas Dekkers ontwaart een nieuwe	heksenjacht	op het dier . Achter de beestenwaanzin schuilt een idiote	heksenjacht/noun
3026	nrc_handelsblad_20020404_4		de zwerver gretig de tanden in wat hij in het	duister	"heeft gevonden . 	 Die man is zijn zelfrespect kwijt"	duister/noun
3027	het_laatste_nieuws_20030428_01_482		( 14:15 ) Snow Dogs ( 14:15 ) Spirit :	Hengst	van het Woeste Westen ( 14:15 17:30 ) Star Trek	hengst/noun
3028	nrc_handelsblad_20020827_61		en de Montenegrijnse president Milo Djukanovic horen tot die Europagezinde	hervormers	. Maar de grondwet is allerminst naar de zin van	hervormer/noun
3029	nrc_handelsblad_20020827_61		Servische presidentsverkiezingen ) . Maar alle vier behoren tot de	hervormers	". 	 Er is geen behoefte aan zo'n gesprek 	"	hervormer/noun
3030	de_morgen_20020405_01_25		dergelijke zaken de pers haalt , betekent dat meestal een	hefboom	"voor tien gelijkaardige dossiers die minder bekend zijn . 	"	hefboom/noun
3031	de_morgen_20020405_01_25		Fehriye Erdal dan , want die staat nog altijd onder	huisarrest	op haar geheime schuiladres ergens te lande . Fermon veert	huisarrest/noun
3032	volkskrant_20000619_57		' Overigens is het paard van Voorn , de 12-jarige	hengst	Lando , bij de Deense eigenaar al maandenlang te koop	hengst/noun
3033	algemeen_dagblad_19990713_27		voor dit particuliere initiatief . Minister Hermans en staatssecretaris Adelmund	diskwalificeren	zich met dit alles op beschamende wijze . Het is	diskwalificeer/verb
3034	volkskrant_20031218_extra-artikelen_57		nemen naar een ' fantastische ' verbeeldingswereld tussen licht en	duister	, tussen verstilde momenten en special effects . Amstelveen ,	duister/noun
3035	de_morgen_20010627_01_1		het hier in Wimbledon warm is . Het is gewoon	hemels	in vergelijking met thuis , in Florida . Minister van	hemels/adj
3036	nrc_handelsblad_19991002_126		Maar wie op de lange termijn een appeltje voor de	dorst	heeft , is beter af	dorst/noun
3037	algemeen_dagblad_20001021_195		pc-spel . In het web Een lezer van DC-Comics zal	huiveren	bij het idee , maar als je toch een karakter	huiver/verb
3038	de_morgen_19991213_01_19		momentje toch nog wel nodig . Turkije heeft alvast een	geste	naar Europa gedaan door aan te kondigen dat het de	geste/noun
3039	de_standaard_20000824_01_43		een verplicht adres opgelegd . Ze wil doorgaan tot haar	huisarrest	wordt opgeheven . Binnenlandse Zaken , verveeld met de situatie	huisarrest/noun
3040	de_standaard_20031112_01_46		twijfelen wij niet aan . Maar hoe dat op een	harmonieuze	manier kan gebeuren in het voorbeeld van Wittouck , daar	harmonieus/adj
3041	het_nieuwsblad_20010519_01_587		te laten . Later viseerde men expliciet de joden .	Herroepen	Jan Verstraete kreeg voor zijn onderzoek niet alleen inzage in	herroep/verb
3042	het_nieuwsblad_20010519_01_587		van de Orde tot schrapping na de oorlog meteen werd	herroepen	. Volgens geschiedkundigen is dat nooit gebeurd . Verstraete :	herroep/verb
3043	de_morgen_19990401_01_19		van superieure ironie . Zodra een interviewer naar zijn ziel	hengelt	"- 	 part of the game , nietwaar ? 	"	hengel/verb
3044	het_nieuwsblad_20040317_01_628		die berg begonnen . Het vergt tijd onze positie te	herwinnen	"	 , besluit Verheyen . ( KV"	herwin/verb
3045	de_standaard_20010929_01_68		ook de eerste uiting van een onontbeerlijke stijlbreuk . Oude	gewaden	moeten worden afgelegd . De factor die de werfkracht van	gewaad/noun
3046	de_morgen_19990318_01_8		geweest : alle begrippen , instellingen en personen worden wel	gesitueerd	en toegelicht , maar niet altijd wanneer ze voor het	gesitueerd/adj
3047	volkskrant_20031007_38		wordt gebruikt om alles wat iemand zegt bij voorbaat te	diskwalificeren	. Het is een echo van het oude marxistische idee	diskwalificeer/verb
3048	parool_19990604_106		achter elkaar gezet kan het wat geforceerd aandoen , dat	hengelen	naar de tijdgeest . Maar het aardige is dat tamagotchi	hengel/verb
3049	algemeen_dagblad_20020826_127		niet-alledaagse hobby : hij traint zijn hond Muts in het	hoeden	"van schapen . 	 's Ochtends trainen , douchen ,"	hoed/verb
3050	de_morgen_20021010_01_82		vaderlandse verleden is opeens veel minder roemrijk dan onder de	heerschappij	"van Slobodan Milosevic . 	 Ons basisdoel was niet te"	heerschappij/noun
3051	parool_20000527_72		een toetsenbord , een plat beeldscherm en een Easyjet-muismatje .	Helle	tl-verlichting , slijtvast linoleum . Sfeer speelt een te verwaarlozen	hel/adj
3052	het_nieuwsblad_20000129_01_790		worden , naargelang de context . Een Chinees personage krijgt	hoekige	ideogrammen , terwijl de tekst van een westerling wordt geschreven	hoekig/adj
3053	het_nieuwsblad_20020517_01_282		brocante en curiosa . Dagelijks kan men kijken naar het	hoeden	van schapen met een border collie en demonstraties door een	hoed/verb
3054	het_laatste_nieuws_20031015_01_490		niet kent ( Starcevic , nvdr ) . Dan is	hel	wel een extra stimulans om als kleine Belg te tonen	hel/adj
3055	de_standaard_20030825_01_42		open instelling zijn Het Internationaal Monetair Fonds legt zijn oude	gewaden	af . De kritiek die het de jongste jaren over	gewaad/noun
3056	parool_20000906_57		stukken van ' zijn ' hand . Twee jaar geleden	herriep	hij zijn beslissing dat straatartiesten niet meer op het Stationsplein	herroep/verb
3057	volkskrant_20020722_85		de 21 kilometer lange klim was Armstrong plotseling al zijn	helpers	kwijt . Waar de nummer twee van het klassement Beloki	helper/noun
3058	volkskrant_20020722_85		te veel van het goede voor een aantal van Armstrongs	helpers	. De kopman zelf kon wel een stootje hebben ,	helper/noun
3059	parool_20010320_92		helderheid , een enorme ( door Busoni nadrukkelijk uitgewerkte )	harmonische	reikwijdte en een dito dynamiek . Paik speelt het andermaal	harmonisch/adj
3060	parool_20010804_103		tamarinde . Die tamarinde schijnt fantastisch te zijn tegen de	dorst	, een oudere Surinaame dame bij Tropics , Surinaams eethuisje	dorst/noun
3061	de_standaard_20000504_01_116			Gestileerd	schaakspel om bij te mijmeren Reflection , heet de installatie	gestileerd/adj
3062	de_standaard_20000504_01_116		potgrond waarin bloemen gezaaid zijn . Boven dit schaakbord hangen	gestileerde	schaakstukken in de vorm van acht witte en acht zwarte	gestileerd/adj
3063	nrc_handelsblad_20000721_2		landschap dat geen midden kent tussen zinnelijke weekheid en helse	hardheid	; dat in geen enkel opzicht klein of banaal is	hardheid/noun
3064	algemeen_dagblad_19990505_98		, dat zich tot dan toe voornamelijk op installatie en	hardware	had gericht . De koop van Wang bewijst dat Risseeuw	hardware/noun
3065	de_standaard_20030124_01_49		moord , misdrijf en levensbeëindiging totaal verkeerd is . Ik	huiver	als ik de vrijzinnige moraalfilosoof Freddy Mortier hoor zeggen dat	huiver/verb
3066	de_standaard_20030124_01_49		kind het recht heeft thuis te sterven . Maar ik	huiver	als hij stelt dat men niets mag toedienen , behalve	huiver/verb
3067	het_nieuwsblad_19990306_01_553		de hele operatie . Beiden pleiten ze alleszins voor een	herwaardering	van het statuut van lid en voorzitter van een districtsraad	herwaardering/noun
3068	het_nieuwsblad_19990306_01_553		"als bruto jaarwedde krijgen . 	 Logisch dat er een"	herwaardering	"komt 	 , zegt De Preter . 	 Filip Dewinter"	herwaardering/noun
3069	algemeen_dagblad_20000103_7		op een eervolle vermelding in de geschiedenisboeken als Ruslands grote	hervormer	, een moderne Peter de Grote , die afrekende met	hervormer/noun
3070	algemeen_dagblad_20000103_7		aanvoeren . Hier ontpopte het gedisciplineerde partijlid zich tot een	dwarsligger	. Eén van zijn eerste daden was de zuivering van	dwarsligger/noun
3071	algemeen_dagblad_20000103_7		het tij te keren . Jeltsin nam een groep jonge	hervormers	in de arm en gaf in 1992 de prijzen vrij	hervormer/noun
3072	nrc_handelsblad_20020427_38		zijn vieren , de breed uitgedijde , in een vormloos	gewaad	gehulde moeder tussen haar ranke meisjes in . Ik had	gewaad/noun
3073	volkskrant_20010606_130		Zijn borst beweegt , op de monitor is de	hartslag	te zien en soms maakt hij geluiden . Het Universitair	hartslag/noun
3074	volkskrant_20040617_56		brachten . Stelios vindt echter niet dat hij te veel	hooi	op zijn vork neemt . Waarom niet eerst een ding	hooi/noun
3075	de_morgen_19990415_01_19		vrijelijk met elkaar te vermengen . De auteur sleept de	hoekstenen	van zijn Revistische bolwerk aan en bekent zich openlijk tot	hoeksteen/noun
3076	nrc_handelsblad_20020710_58		, heeft Israël het kantoor van de belangrijkste gematigde Palestijnse	hervormer	dichtgegooid . Gisteren bestormden Israëlische politieagenten de burelen van Sari	hervormer/noun
3077	nrc_handelsblad_20020913_143		", in de woorden van zoon Roel , 	 een"	haarscherpe	intuïtie voor alle manieren waarop de mens met natuurlijke en	haarscherp/adj
3078	nrc_handelsblad_20020913_143		acteur en regisseur ook was , als persoon was hij	hulpeloos	.	hulpeloos/adj
3079	de_standaard_20020208_01_14		. Ik heb voor een van mijn boeken , Aan	hartstocht	geen gebrek , met veel gehandicapte of chronisch zieke mensen	hartstocht/noun
3080	algemeen_dagblad_20010509_37		over de macht . Vandaag het tweede deel van een	drieluik	: de gemeente Rotterdam . De aanleg van een zeewering	drieluik/noun
3081	het_laatste_nieuws_20011114_01_112		mag niet vergeten dat het overgrote deel van de werknemers	gehandicapt	is . De uitbreidingsplannen kaderen in het voornemen om zo	handicap/verb
3082	het_laatste_nieuws_20030414_01_195		Laurent Op het stadhuis zat hij er zenuwachtig en wat	hulpeloos	bij , als een acteur in een operette die zijn	hulpeloos/adj
3083	nrc_handelsblad_20000126_93		als regenwater of sneeuw en vertoont de structuur gelijkenis met	hagel	. Vooralsnog wordt er van uit gegaan dat de blokken	hagel/noun
3084	nrc_handelsblad_20020917_42		ze niet . De pijn aan de benen was te	harden	. Het ging tijdens dit traject steeds beter met Salomo	hard/verb
3085	het_nieuwsblad_19990422_01_635		"we het hebben . 	 Die contradictie vormde ook de"	hoeksteen	van de brievenrelatie tussen Alfred de Musset en Georges Sand	hoeksteen/noun
3086	volkskrant_19990313_127		3 , 12.05 uur . NETWERK Eerste deel van een	drieluik	over de delicate verhouding tussen Nederland en Desi Bouterse .	drieluik/noun
3087	nrc_handelsblad_20010316_108		van 49,90 voor 14,95 . De Slegte . Zeer verzorgde	heruitgave	van een beroemd boek uit 1941 met zes ` briljante	heruitgave/noun
3088	nrc_handelsblad_20031213_271		te zijn , maar zij mag geen echokamer van de	hartstochten	van de wereld worden , want dan zou zij tekortschieten	hartstocht/noun
3089	nrc_handelsblad_20010719_95		een volgende serie noten . Dit maakt zijn spel wat	hoekig	maar ook onsentimenteel en ongelikt . Daar waar de leider	hoekig/adj
3090	de_morgen_20010630_01_326		Terwijl daaruit bleek dat mijn vrouw voor 50 procent lichamelijk	gehandicapt	"was en voor 20 procent psychisch . 	 In 1993"	handicap/verb
3091	algemeen_dagblad_20001027_119		meisje in een badkuip in het Witte Huis gaat een	doortastende	rechercheur tot actie over . Wesley Snipes profiteert van de	doortastend/adj
3092	algemeen_dagblad_20001027_119		producent bent . 22.05 Scream Veronica - Meesterlijke mix van	horror	en satire van griezelspecialist Wes Craven . Te zien is	horror/noun
3093	algemeen_dagblad_20001027_119		3 - Stemmige reisfilm over twee mannen die tijdens hun	doelloze	omzwervingen door Bretagne bizarre ontmoetingen met het andere geslacht hebben	doelloos/adj
3094	de_morgen_20031018_01_95		dispuut over Gene Robinson stelde de voorbije maanden conservatieven en	hervormers	recht tegen over elkaar . De Welshe aartsbisschop Rowan Williams	hervormer/noun
3095	de_morgen_20000511_01_83		Nederlandse Opera , bijzonder genuanceerd ; de klank van de	hoorns	snijdt in je vlees , de grote cantilenes van de	hoorn/noun
3096	de_standaard_20030613_01_6		de minister van Financiën , dus . Milburn was een	hervormer	, een medestander van Blair in diens poging de partij	hervormer/noun
3097	het_nieuwsblad_20000627_01_139		Schone de centrale figuur . Studente Ann Saelens maakte diens	gewaad	. Voor de scène werd inspiratie gehaald bij het schilderij	gewaad/noun
3098	het_nieuwsblad_20000627_01_139		"ben je echt iemand anders , 	 bekijkt hij zijn"	gewaad	". 	 Ik deed ook wat opzoekingswerk . Filips de"	gewaad/noun
3099	de_standaard_20011120_01_74		invloedrijke zakenmensen die niet noodzakelijk bereid zijn de regering te	gehoorzamen	. Voor de Russische oliebedrijven is het technisch moeilijk om	gehoorzaam/verb
3100	algemeen_dagblad_20020621_108		. Ik hoor Martijn nog schreeuwen . Ik gooide de	hoorn	neer en rende naar buiten . Die is dood ,	hoorn/noun
3101	algemeen_dagblad_20020621_108		meer , denkt men . Maar zelfs als er geen	hartslag	meer wordt gevoeld , kan iemand nog worden gered .	hartslag/noun
3102	nrc_handelsblad_20011201_164		. Hij geeft ronduit toe dat hij Videla , die	huisarrest	heeft , geregeld opzoekt om hem ' solidariteit en erkentelijkheid	huisarrest/noun
3103	de_morgen_20020308_01_27		in het stadscentrum past in de integratie in een globale	herwaardering	"van het terrein 	 , heet het verder in het"	herwaardering/noun
3104	de_standaard_20000209_01_74		wat extra turbo-effect . Brusselvolgde de algemene tendens , maar	hinkte	- - zoals wel vaker gebeurt - - duidelijk achterop	hink/verb
3105	de_standaard_20041106_01_94		de tocht . De directie is van plan om te	herstructureren	. Ook wordt de productie teruggeschroefd en wordt het ploegenstelsel	herstructureer/verb
3106	de_standaard_20000520_01_119		het niet goed kunnen uitleggen . De rechthebbenden lijken wel	hulpeloos	, terwijl de digitale technologie hun feitelijk veel macht geeft	hulpeloos/adj
3107	de_standaard_19990422_01_67		wanstaltige compositie geen bindmiddel vindt . Een besluiteloos vertelperspectief ,	doelloos	kabbelende zinnen , zinledige herhalingen , een inleidend tafereel waar	doelloos/adj
3108	het_laatste_nieuws_20021202_01_130		huis , maar zag de man niet . Met een	dwarsligger	( een treinbils ) beukte hij de voordeur in ,	dwarsligger/noun
3109	het_laatste_nieuws_20021202_01_130		gesloopt worden . De dochter en kleindochters van slachtoffer keken	hulpeloos	toe naar de verwoede pogingen van de brandweer om het	hulpeloos/adj
3110	het_nieuwsblad_20000417_01_327		. Minstens veertig mensen zijn opgepakt . De meesten liepen	doelloos	langs de rijksweg N16 . Vermoedelijk zijn de Chinezen slachtoffer	doelloos/adj
3111	algemeen_dagblad_20000607_32		Gebleken is dat iemand daarna een grote rust uitstraalt en	harmonieuzer	"tegen de dingen aankijkt . 	 Er zijn wetenschappelijke bewijzen"	harmonieus/adj
3112	de_standaard_20000629_01_79		een geschenk voor de lokale haven , dan wel een	geste	aan de Nederlandse wegvervoerders . Zegt de Antwerpse schepen van	geste/noun
3113	parool_19990803_43		bestaan , dat de aanleg van de Noord/Zuidlijn een uiterst	hachelijke	onderneming is . Dat het debat rond de metro-aanleg in	hachelijk/adj
3114	de_morgen_20010629_01_242		Loemij vlakbij zijn , is het net alsof hun dans	hoekiger	en verbetener wordt . Hun witte transparante kleedjes , ontworpen	hoekig/adj
3115	algemeen_dagblad_20030607_04		Mijn	hartslag	"schoot direct omhoog . 	 Inwoners van een deel van"	hartslag/noun
3116	de_standaard_20000926_01_14		"als de regering in de vorige bedeling 	 . Hij"	huivert	voor meer extremistische voorstanders van de Afrikaanse Renaissance , die	huiver/verb
3117	parool_20010905_109		onze oplage altijd omhoog , nu rekenen we op een	dip	". 	 Maar het ene voetbalblad is het andere niet"	dip/noun
3118	nrc_handelsblad_20000819_139		ter wereld . Dat de stof ook voor planten een	heilzame	werking heeft , is nog niet zo lang bekend .	heilzaam/adj
3119	de_standaard_20040512_01_105		Maar één ding hebben ze wel degelijk gemeen met de	hemelse	Godsgezanten : ze beschermen tegen onheil . Financieel onheil ,	hemels/adj
3120	de_morgen_19990813_01_92		te maken moeten er vele goden en godjes zijn ,	helpers	, deskundigen voor zenuwen en bloed , designers voor nieuwe	helper/noun
3121	de_morgen_20030131_01_5		nog eens een uitbrander kreeg van je ouders , wat	huisarrest	en een verplichte diepere duik in de boeken . Leerkrachten	huisarrest/noun
3122	nrc_handelsblad_20020514_68		"de vrees van VlD'ster Avontroodt dat euthanasie op een 	"	hellend	"vlak 	 zou kunnen raken . Zo kan er volgens"	hel/adj
3123	de_standaard_20030614_01_207		maken aan zijn ( Marokkaanse ) collega-speurders ? Een vriendelijke	geste	of een verkapte bedreiging , niemand durft het met zekerheid	geste/noun
3124	de_morgen_20040731_01_119		stamgasten in The Coke ) nooit mochten weten dat dit	hemelse	lawaai bestond . Dit was onze muziek . Wie die	hemels/adj
3125	de_standaard_20040804_01_44		van wat in hun ogen een symbool van de eeuwenlange	heerschappij	van de gehate prins-bisschoppen was . DE RONDE VAN WALLONIE	heerschappij/noun
3126	algemeen_dagblad_20030517_131		stel . Intens , direct en toch toegankelijk . Deze	heruitgave	is uitgebreid tot dubbel-cd , met als extra's b-kanten van	heruitgave/noun
