_id	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.x	grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.y	grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav.x	grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav.y
Ian/name	16.91281560540964	-15.671775316870155	0	0	0	0	0	0	-39.84027581253259	-37.58898957327242	0	0	0	0	39.77784858751793	3.7658217551886763
Kadett/name	2.0612847085513764	27.96809593879735	0	0	30.095684626526005	6.127843359038774	0	0	-36.469045095339304	-0.22077431000735645	0	0	0	0	38.153246915653156	-0.334598539439045
Mercedes/name	2.449810105245885	26.788259798445118	0	0	28.8003160778806	4.420957422166898	0	0	-39.48223200343543	-0.4037207548385987	0	0	0	0	37.70100101610313	-1.6781005184887208
Mondeo/name	3.7721813686052936	29.328396686257562	0	0	29.128539128417827	7.631826809678946	0	0	-40.61915521892747	2.9876564154448007	0	0	0	0	40.60578675359154	-2.967620549933306
Opel/name	3.9544450396582365	27.009517875570612	0	0	28.204079378634177	5.936092267078634	0	0	-37.68522168968849	1.68900156418038	0	0	0	0	38.80055535841058	-1.66453210733823
Peugeot/name	3.042148630725736	28.558206082032957	0	0	28.564982142009242	6.819548815485213	0	0	-39.3763770273226	2.9260134712558683	0	0	0	0	39.027318391645366	-2.8797757297512745
Sierra/name	4.744518052633815	30.10651385680442	0	0	29.0595586363416	8.942359647414095	0	0	-42.44772838135641	2.287387864969522	0	0	0	0	17.07442786538221	-33.93519037563125
Smog/name	-21.2904832787334	10.839130323513741	0	0	-9.528875129568126	12.493179701145278	0	0	42.271719027306226	3.3711384895397773	0	0	0	0	22.733001053714766	-20.21848418188391
Volkswagen/name	3.514926710147742	27.52919638338332	0	0	27.426718037433613	5.989026829885603	0	0	-38.48083198687657	0.9534652068087694	0	0	0	0	38.32934936898667	-2.4001774180628277
aangezicht/noun	-7.152342333696426	-21.197867629010656	0	0	-5.106121666203917	5.341821643787246	-18.834295195731197	-0.09049553618099858	-14.675745211947351	30.81835435917152	12.517322955178894	-23.93265351668639	0	0	-6.489299332089217	8.351731679918277
aanvaardbaar/adj	19.393618797749127	13.982236473522736	0	0	-20.18613027587632	14.836512462396412	-17.80542887970509	20.057020914185447	23.61242136850047	-25.31339032148897	-22.01463581650119	-24.044341320056432	0	0	14.989719344694416	40.87619771587351
achter/part	8.004160264841774	25.534382302157606	0	0	23.532829339254068	5.336912953425921	0	0	-30.723043132275212	-5.336628617132455	0	0	0	0	14.617657132604736	-8.17131206314675
achter/prep	-0.6380966785791434	3.3926118888140717	0	0	-7.943980985440107	-1.2777116983456176	0	0	19.986320553815258	18.443686315210527	0	0	0	0	2.6997021346602064	-26.235533284989874
achtergrond/noun	-2.8057293755913144	-10.478696678037856	1.9966336815680887	-1.585445357668358	4.865784943678428	-4.903153977626821	3.6664732367821458	1.9036352721941454	-2.7246725502651987	19.670471501994243	-2.2928114784685647	-2.787658179500599	3.2072539479015263	-4.07218796386775	-9.319859122680766	6.648112211399068
afschuwelijk/adj	15.643060700946437	-7.255698805851679	0	0	0	0	0	0	0	0	0	0	0	0	2.8774932417523638	12.757250019282935
afwezig/adj	-15.252828483576254	-3.1400082420696083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alles/noun	20.794181112433936	2.9708254527683295	2.5712832320376835	-6.712860320276649	9.230769860288623	15.364316586323268	-8.711753781160368	4.280075776233664	-8.979244050140109	-30.32707897330466	-20.598175573437455	-12.24654291788105	1.038232216653972	-4.791798199869992	-5.316816638520041	24.689078663765525
als/comparative	14.17088498739806	6.057835421325836	0	0	10.830687231124234	10.487484990848792	0	0	0.3003285828172607	-13.698581576934387	0	0	0	0	1.6208664726656197	21.516865380968866
als/prep	12.902742772104487	-4.879625336621444	0	0	1.4333672402440765	1.0787248574429549	0	0	5.537987988630709	-3.0719171173117195	0	0	0	0	11.876453472991832	19.821239731105766
altijd/adv	19.73839004047504	2.7230608531949563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aluminium/noun	-7.288175564903856	-0.573484594412093	2.7366262466265474	3.8136179769417673	-14.53132240009323	-8.13311074696635	-5.444289705883547	-16.555667511351864	22.185691765695346	29.635617168750546	17.20086723717886	-0.9989690528439545	8.181559744676742	-6.457419755029345	-4.518713698500945	-17.002745814274448
ambtenaar/noun	11.962142571525817	15.557376050187008	4.5662653455604065	-0.8517833233462889	0.9438481990456873	23.278467646049194	-19.88229991853488	8.27424739420755	18.349499302527928	-13.717932901139037	-20.60103246368634	0.2831253824570906	-0.20757170478653164	-0.9993739620426706	17.136840273271606	27.06117377208498
annexeer/verb	-20.51836089181282	3.176833217074424	0	0	16.472645368347514	1.4204344773053983	-10.932442155627056	-1.9089986035563775	-44.352280484270615	-10.750516199378595	-5.657786159301382	-19.308987526583792	0	0	-17.435068851063605	-8.65772719153369
anoniem/adj	11.762770606932936	15.478993036398977	0	0	0.7967786452647713	23.3739973344235	-19.912989090065867	8.363277079586425	18.788757397617623	-9.198930926572558	-21.853151398278204	1.3033563608307697	0	0	14.83491695242493	24.356346136905124
arbeid/noun	21.37509216299538	14.058808170465387	0	0	0	0	0	0	18.512262092949577	-23.22473382426924	-18.960575739196088	-20.99584397496368	0	0	19.801018855123893	30.39912613431857
asfalt/noun	-4.727963879581585	5.4753180704478135	0	0	-17.476531676398874	-0.912682869040931	-11.599761887087288	-11.117670372582026	27.328822476704232	19.07360253225363	16.40245120914439	-11.852488673373102	0	0	9.207339279578736	-25.31535360385103
baard/noun	0.5738714520975109	-18.729916146323788	-5.597650069621694	-0.5033912648334218	1.7037014232806358	-17.12599842179908	12.716893676914161	-6.470984405399973	-5.345442323098958	39.733230771936576	6.895701093231669	18.310956827569974	-1.5714058996288456	7.155843958558758	-24.297592274893578	5.777970925033031
baard_DIM/noun	0.8146685783314314	-19.680556881254564	-6.660822573482441	-0.8809495395561125	1.4814661314643447	-18.443032109224013	13.966411250115208	-6.716159970023197	-6.163400959684538	41.47015248602605	8.40746937132438	18.646236712840402	5.993008754033765	-1.7752168832630457	-25.736276636000564	4.870333228466135
bak/noun	-8.49951784243479	-4.937253319586309	3.659639210640913	1.9611657458600023	-10.047853999493798	-8.370508925482937	-3.095853215483695	-9.733393255558557	20.297515829065638	34.29452710956844	16.532740042495217	4.119953837555741	3.336606990644733	0.6525962440217005	-12.562204233251043	-17.051264156949326
basketbal/noun	-17.290759813850563	-13.815412098366673	0	0	0	0	0	0	37.735692460486675	-14.570890456553816	-2.260849346711597	-26.35579634285831	0	0	17.327627271609455	19.000055502009232
bastion/noun	-13.742765740243373	0.32969245160967603	6.270668813720609	-1.4071570187245606	-13.09739830181946	-14.96555788353193	-1.9428845253060403	-18.01098089856314	-45.95448216468869	-9.029119054072424	24.088701066703045	-11.440474721252288	-0.8985793943065785	4.845385929305117	-16.751504445288173	-8.346370223080417
bedrukt/adj	8.92211096132233	-15.20405708825387	0	0	0	0	0	0	5.370513360969898	35.06319891143274	-1.6647655988947172	26.860759227237168	0	0	-21.608394754807104	-1.8633728568619736
beeld/noun	8.802555393849476	1.1838750260926871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
begeef/verb	-2.7908098280252056	7.408711014154227	0	0	-12.146488201252899	0.4246370845855747	-14.052422699356168	-14.646877576642813	39.18164768885503	8.37137886005743	12.607366377391685	-10.817005147099355	0	0	9.531098125687546	-19.582828057794128
behuizing/noun	-5.7994041028317795	-1.6136882444121343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bekleed/adj	-8.666990031908066	-0.9696261376829666	0	0	-17.482049866608904	-7.842602882658891	-4.008372456987524	-16.49463424102836	24.021184491631484	29.516954578684388	18.686175454894748	-1.5478915580005776	0	0	-6.272624973073818	-18.138544437792824
beleef/verb	11.49756219403427	1.3899742746640804	0	0	4.307226483097639	15.189914635049439	-11.119741021257871	12.258623616962797	0.554083687398408	-30.60961185784993	-22.60033379219658	-8.554374339107786	0	0	15.909736024990885	16.529415510845347
ben/verb	16.089560256224043	3.2784732317871845	0	0	7.307373279365202	12.010215494493856	-6.306857387636752	8.1697277472952	1.7343096317231597	-23.44814056937924	-18.164259171205373	-7.891535985607561	0	0	-0.9370185157034143	25.29465353144325
berg/verb	-18.21172477271364	1.1266776279467436	0	0	0	0	0	0	40.59739069584083	19.79268155937379	5.347565955016377	-9.002148798259382	0	0	-11.321740823876366	-27.42332769522757
besta/verb	-11.092840791364154	-0.48709402066920127	0	0	-16.540780964908706	-11.491339333141168	-6.9700108541005354	-6.753907321405312	-3.8974953549963764	2.3734857971333123	9.84848788461885	-2.900609756281596	0	0	-1.6542785964392903	-11.496909027262651
bestaan/noun	14.183864264097062	11.869127885771832	-0.5340289642373726	-6.949291124379684	1.5679643734900217	16.380647310590227	-13.155955862612554	7.4852729378421	25.889306919326792	-5.458101545699895	-23.27302226245856	-3.8582291938552693	1.5817272118494432	-1.7926478554466116	-4.227967202791637	30.731442957111796
beton/noun	-7.396473643484779	0.8768667450344344	1.8670602153982525	3.363144686338198	-15.209270426898883	-5.810881170699847	-6.7279678873603235	-14.488027716248217	24.653140259198068	26.721999097632082	16.169211187528965	-4.675753283504136	-2.3833490085481395	-3.1345377013308067	-1.4941598152415896	-18.15085933235971
betonnen/adj	-5.088009795003774	3.210917725163712	0	0	-16.104284401065936	-3.102627174694603	-9.366343054923755	-13.638356790632145	25.97450267019075	25.970649656223618	16.556689954158443	-6.023650482027324	0	0	-0.8643882473813326	-20.620817901052003
bevind/verb	-3.9475430307293733	8.304737465476716	0	0	0	0	0	0	39.040529273104326	10.686804219052364	13.206103097355976	-10.066935953946102	0	0	-2.474772240259877	-28.162527248536293
bij/noun	7.682530219703286	-4.131880976701884	0	0	9.403736433604132	-9.225781860535538	7.163872728455658	-16.026393531112085	5.364679486115513	21.655941885381434	8.185579651020491	12.098039513080316	0	0	-2.327760998349308	-2.397562992820711
blad/noun	-5.898950683376421	-9.016244982744086	-0.003366497244390944	1.9981140195533804	-5.686474894913455	-12.489372228971254	-0.2658769578469175	-15.925389672389402	14.163124662168931	33.33147111362674	4.88167510575984	3.3860008815521203	-1.0694313012130694	-2.8901145421809793	-13.82275742213489	-7.143333931722266
blauw/adj	0.5746883383976772	-7.032744242805854	0	0	0.0018980073936711536	-7.895014353036695	4.891024748935277	-7.237579259403401	4.1584714082916125	28.524681481734643	4.25576891181787	8.805588378161225	0	0	-10.407468969339643	-1.6370195408142905
blijf/verb	-16.443566880493115	12.24085293841173	0	0	-7.767678672603419	16.552606889657348	1.1859138288550986	12.868435855458019	-18.10809609795218	9.29367881198553	-9.07979806633853	-15.514089307602216	0	0	21.124396247059295	-9.388769773984526
bloem_DIM/noun	-3.0918609385949196	-8.651577950567981	0	0	0	0	0	0	11.102181750496214	35.5059991635023	1.8833471963343202	7.8864846162686915	0	0	-15.996536188552312	-4.886361675567515
blok/noun	-7.237653459864891	2.0688389009248263	1.485352955185916	4.015454483371355	-16.623147655990188	-5.041316195988992	-7.964767963412915	-16.082674476927718	23.662453597726163	24.74521710706165	17.87311723590615	-4.37771146084851	3.1673954143040994	-0.42276235956317365	-2.488320626068031	-19.617741786064673
boom_rij/noun	-7.075175938119923	5.949294272352629	0	0	0	0	0	0	31.22436943288742	18.229631961469554	19.059696382085388	-14.043538292510235	0	0	11.13345284488518	-28.17788280964878
bos/noun	-11.560115910035496	7.49990318046517	0	0	-11.323313685448825	-16.490171402212642	-14.24136014691838	-4.448401809894783	33.2835036665559	11.57897247311326	7.744710952160276	-13.099318889385222	0	0	2.108463490431523	-31.919928005536686
bot/noun	-19.359445729325465	-6.190109057635485	0	0	0	0	0	0	0	0	0	0	0	0	-16.128813215553922	-20.480020462917263
brij/noun	-15.92370257528608	2.1757296232158025	3.9986374621601533	0.008710134106601987	-9.218211230113642	-12.154177664514496	-1.7224730833806974	-6.88825321515264	44.9758276244409	21.847271208785678	5.663737477445653	-4.463305365220559	-10.279178297536106	3.6874820706981923	3.59585046867623	-10.65233437581222
bril/noun	-0.17096018095256285	-18.144162934572535	0	0	0	0	0	0	-5.227647149317696	37.94375781308592	4.490942271285877	17.38028062728442	0	0	-24.721945974387907	7.004212988706133
broek/noun	5.698617371267043	-19.25089994591083	0	0	6.992771712366291	-18.11081938979404	11.10973007539325	-11.640091238470129	2.637528899141816	39.93472611085014	2.9213467383230975	22.596639536765018	0	0	-28.86308838031942	11.04640641401738
brommer/noun	-0.4790966484508449	24.667781039632455	-5.2248951302303555	5.872892722010522	23.893036170090696	3.663275159853962e-4	19.96794667984969	8.867511152092332	-31.58047978599956	-1.969350063654605	17.05308545116745	-21.809410827316928	-3.42129805320414	5.201370994836506	35.522819674216365	-2.796671604412424
brood/noun	-20.911534072632584	-3.8916854277634423	4.01826163052265	1.6378714869161186	-26.19914504394551	-4.252898713765023	-5.508732780203061	20.104886087077112	-21.57885582610157	37.73508604470956	-23.295737050589885	14.244188090059989	-1.2434728558877897	-1.6429404692813077	-21.34964266214594	-18.267355040684894
bureaucratisch/adj	16.351773162121503	-5.157278145602378	0	0	14.403355306864194	6.777735960606698	-4.12894658681649	10.522082054236071	23.071458885945876	-16.340111147032	-15.101899773839513	-0.4671241105503922	0	0	4.138342764433422	31.625765148325804
chauffeur/noun	2.8544122930581817	25.236635316839912	0	0	27.588255230523608	3.1692783481501725	19.05264357449878	10.479845586172516	-34.30710223782586	4.897660398157116	18.929139050990532	-21.16841626583702	0	0	33.25635697023016	-5.044987515816196
circuit/noun	-10.11917836028141	11.925744592629247	0	0	-17.683157066776236	-15.328982187058068	-15.95343147239788	9.114408392317685	32.68972983190432	2.6839910173146593	-11.24300470194381	-16.179758766473313	0	0	10.441640336704264	-13.644144690760339
complex/noun	-7.179530996814147	3.653588351798279	0	0	0	0	0	0	28.980829478993	23.175942153157127	18.452493225021982	-8.16725107386304	0	0	3.8150374162403544	-23.36318285439666
daarentegen/adv	13.549355242452114	8.25685870776842	0	0	5.142852028422236	5.016070779141443	-4.948236732641612	12.807191323362943	2.122384969235518	-11.306795498285165	-13.223918681972028	-5.624556455293885	0	0	-2.47894715454067	21.237471599256924
daarin/pp	-5.761854154014449	-6.258603858590989	0	0	-2.267089954878365	-3.7767928964340864	0	0	10.67506129691485	15.217853132815005	0	0	0	0	2.012845225380811	3.2462383046052707
dag/noun	-20.541525947874682	16.520794220459038	4.176316528063841	-4.830601310976894	-5.132654897668247	17.391289149474133	1.402494474775566	15.009244557161527	-9.08415858424974	-46.34165646417891	-7.566094246720204	-13.558730809264683	-0.9233930406861538	0.1736344324934907	25.79570711296924	-12.019312891282167
dan/adv	20.313296772474565	-0.5138789421016448	0	0	12.131448898536904	15.958357835629723	-6.413815835953261	2.550097206584505	-10.593983885285782	-25.36219689320966	-14.633031233201306	3.8474115030792744	0	0	7.0531358578423085	14.458580480999077
dan/comparative	17.04426436442938	5.832991721765535	0	0	8.898042188318223	10.394790686373035	0	0	0.577816818899537	-39.86990355804633	0	0	0	0	2.02714595798816	24.710407893771315
dat/pron	10.252885020893784	-8.01867942516395	0	0	-2.824895213213993	-1.3552612933483714	0	0	18.98417247645613	8.853557147147002	0	0	0	0	5.236585132528655	-0.328409756747549
deprimeer/adj	9.88991205683509	3.1388439426955625	0	0	1.4093521165236347	12.339199313517886	-0.5557195459728307	9.298024651192673	-11.566322202151168	14.843834986929126	-9.056008754603713	-6.433613371742947	0	0	-0.736219948303989	14.386857135679849
deur/noun	-2.9208742103310144	2.089226205931059	1.9653125182099584	5.627788276025392	-11.627188623610676	-2.6083629959181875	-7.298546494451383	-10.632335311622123	30.29558946999424	26.615184185445205	21.201289737439602	-6.687136875086963	-3.9017763081961827	0.43580742765793934	5.261477984920372	-20.5697400731709
die/det	13.592017990728094	-1.4979946627471166	0	0	-0.009448253122368959	2.862023098452662	0	0	-0.6177011465958021	-2.962790823948194	0	0	0	0	12.287855207447693	15.111627488179696
die/pron	11.936519625317217	-3.6356576076069875	0	0	0.4477154376122762	1.2235883596902388	0	0	5.050703436594237	-2.3017451941901235	0	0	0	0	11.7920601401968	18.219042104618495
dien_op/verb	-22.777736329993218	-4.718660780467814	0	0	-27.298133565582063	-5.117970578392772	-6.774790335572634	20.688214111102255	-25.535321332312467	38.24467883931999	-24.838160358335063	15.384977389747968	0	0	-21.060578407394594	-21.247303745858083
dik/adj	-0.3895170204067767	-4.456407531813512	0	0	-3.9469086206811523	-8.213195514587714	2.0239887858552366	-6.709556872661798	7.625604637560701	29.6135559971878	7.149739132961634	7.283534506457589	0	0	-7.923788409038262	-5.104379320048755
dito/adj	3.353247533333089	-18.369121183595574	0	0	4.884011930497551	-16.092528670441684	10.534474320634603	-8.701710942176986	1.3918613992579218	36.09861456386283	3.113782108535196	18.90227999464157	0	0	-24.047570870095274	9.783780148753976
doe_voor/verb	-7.701574082014882	12.894726858142851	0	0	0	0	0	0	0	0	0	0	0	0	29.229786719523737	-14.21236930264378
doek/noun	-0.6002017003921727	-11.346734093685754	2.645549991394932	-1.4264197347192946	2.5081613121205506	-6.942075823531096	4.360389257838306	-0.7885522701993047	0.597880928855319	22.65500842672904	2.5049522056004325	2.4598733814198033	-2.395348258214508	0.6033810582905873	-12.67412638687219	4.773828448904867
doem/verb	21.723862587306943	-11.022279541847452	0	0	-8.928946702353983	17.10939283023538	-17.528553124036982	3.7220611608171104	14.403977927302911	-8.59611908332594	-9.264324458421916	-16.50444793311585	0	0	13.261545653573815	1.3864592280395795
dompel_onder/verb	-20.186668942260876	5.084178152169735	0	0	-3.2229909845534537	11.19854536328238	2.3319804986354193	8.915101589200772	43.99824478132884	26.494901135476063	0.6516159002542458	-6.458743155718673	0	0	-9.855627423614697	-32.619393918700936
donkerblauw/adj	5.866128193951734	-14.24059562087293	0	0	5.318234038285235	-13.256188161977077	9.790935999396305	-11.66805889369058	3.0444095496134373	35.13148317514027	1.3560414150224784	20.858368429809605	0	0	-26.225514269104522	11.254902861740366
doods/adj	11.267090645833715	3.5553117868867705	0	0	-0.3506035060563738	11.68192625291685	0.03467120467265953	7.594704566359632	-11.764833540719145	11.828550083676717	-8.32086704137637	-4.138507870566133	0	0	-2.4205330091796093	16.110000649072724
door/prep	-15.168285784770044	5.677835954095409	0	0	-8.18819428705205	1.1122652203488304	0	0	20.611744570729865	3.2274193846811037	0	0	0	0	6.333164387578942	-10.29935794990511
doos/noun	-7.038942737329585	-5.3798443583835995	-1.7005217404084076	3.9941550336074982	-9.392621778976338	-7.298691579816824	-1.8891824666521777	-11.217695928583934	19.212316840912194	34.74139793160205	17.772083182960476	5.242274811803229	-4.193523430826078	-3.3654250187962345	-11.473543041527682	-18.0371600258898
draag/verb	4.043490635489671	-18.504172564438473	0	0	6.034410611439404	-16.649663220036345	10.590516711969318	-10.324110136248928	1.5187598047682669	37.7946542828212	2.8564566980807915	20.468810580492523	0	0	-26.34055140185355	9.75938869668251
draai/verb	23.434163078426266	3.6134659284127646	0	0	10.49207740219105	21.964640776677317	-5.237814456312408	-3.795007094817874	-7.009685077772012	-0.8251585049195475	11.677583363179039	7.462304905627528	0	0	22.091182096989634	0.4237539543262205
dreig/verb	-10.982997456018891	11.65076356602904	0	0	0	0	0	0	0	0	0	0	0	0	-27.682319418770472	-12.092459577949255
droog/adj	-18.61088123903894	12.856620672717535	0	0	-4.773759196605121	14.475610108055081	2.813579966330516	13.24333480474769	-20.926362040332517	15.091933390926407	-5.485348787695532	-13.312128472072272	0	0	19.752598881602896	-15.067893640397134
druk/noun	-13.260767284619533	4.244057571430182	-4.223078174580329	-6.35815848771159	3.130736071097999	3.5758153929428356	-9.057249835042471	18.740167696085724	14.343856405081045	-24.07719712739806	-18.91718288477883	-19.90095014681425	-3.148939356445451	-1.3894377939124793	18.656324135606226	33.376219302985675
dun/adj	0.061093382250026466	-5.114850722419241	-2.782151077802232	-0.02879216952845424	-3.3025274978944554	-7.849475286438064	2.91875024232309	-6.136519301385566	6.779610135292619	29.684661224516173	6.34090829326024	7.856575876324683	2.3321331439794313	1.303248661975186	-8.492337276340116	-4.6078180682351695
duur/adj	2.982109083136606	-6.363161413902569	0	0	6.480248964333155	22.559386253664588	4.781984738167505	-5.380437171598881	10.263747817660809	23.303983415827165	6.863445681989553	9.705394567174846	0	0	1.5316710303755088	-5.808654613228692
een/det	5.349134024082408	-4.407012647005467	0	0	-0.47519709091941503	0.09110367261839226	0	0	7.1907189637754385	12.581391962243732	0	0	0	0	4.597124371638665	3.157485385511082
eerst/adv	-18.346054464651314	16.123277615652658	0	0	-3.0563969708447494	16.675747662714063	0.2354505903719216	15.460078704693851	-12.157739475523318	-16.71189796649987	-7.11487746564395	-10.646741904957752	0	0	23.65550019631574	-10.678067602550193
eeuwig/adj	4.206864929799072	-0.07261166039293918	0	0	12.569342094971766	-1.4514628010823074	-13.554809402248981	1.9150609707091253	21.29392977164103	-1.2419877081835229	-0.08053569426038366	8.457139098603662	0	0	-4.820796500842919	2.9704661506031105
en/vg	2.4347656682258565	-4.186923391648897	0	0	-2.67935476347499	-6.211969257519107	0	0	7.221859263479509	21.76089893221176	0	0	0	0	-3.056228282448185	-3.604403581570334
enigszins/adv	9.097710254541951	6.15557983952486	0	0	6.077245462227336	9.23165629841319	-5.790153882837706	5.962749226896938	3.615341465460407	-12.707024916558625	-13.752649744611032	-7.412951089778686	0	0	-1.4963139677609392	19.975252397314325
er/fixed	9.264823955911599	-1.6701483615636092	0	0	0	0	0	0	0	0	0	0	0	0	-5.740669897076258	17.766619234680427
erg/adj	15.449565345383851	5.212147935539394	-2.9045331495948465	-4.751487953764187	6.860256681566948	10.778963478305332	-6.615208436450856	7.435186800023241	6.5623109741743315	-14.548122398523812	-17.19576356627488	-7.788868477297737	0.0841875730378386	-5.616325343790913	0.21725113038191307	22.887442789211462
even/adj	20.825034845858184	-0.4273205991147932	0	0	12.49503078403316	15.362096635613424	-5.980854373192634	3.243170787163079	-13.905580729058407	-17.80736283399983	-15.627111133388143	3.6927190256535556	0	0	7.3797382271573815	13.937125112384377
even/adv	14.108060543766381	5.5174023415886815	3.0930549338616657	-2.5170450832568974	10.562228341605133	11.745521589871606	-4.946675076750177	4.757560418989881	0.5689299406210624	-14.31541761506093	-17.129632636262738	-5.52993330484212	-4.672260285094877	1.1922148006232887	2.1629830831766803	20.767148303698377
figuur/noun	7.915545127911671	0.4859913341993109	0.03149333797258414	0.14357456049475892	4.754931494958268	-0.4758154324064017	-0.10932189283710568	0.38966940618310486	2.551865610617972	16.667419126864534	-4.045184005391554	0.8705750641612592	2.8777166273665786	-3.2902350039971457	-0.030398301683488328	8.78535909024658
fleur_op/verb	6.053175855648923	3.6955397765808375	0	0	0	0	0	0	0	0	0	0	0	0	-3.277169629028104	13.208635045242481
fotografeer/verb	0.5245205952462014	-11.668336352499907	0	0	0	0	0	0	1.626642992889719	22.045627129178936	1.6847229702540192	3.1526489857804854	0	0	-13.317217146457415	6.994499112157991
gans/adj	3.6357224318375025	7.8211732234625915	0	0	4.322008265932476	18.682460989389686	-11.239778009333206	14.41100850441252	-11.867575776156752	-2.616247502762019	-24.823341759181382	-14.563991687718428	0	0	-1.486487369926496	-42.19557631716314
gans/noun	-9.5864881287024	15.925576666931914	8.453988062059969	3.0553177861519063	-26.120015904927936	2.631631775841701	-4.950234891905881	25.522547733506034	29.66185709118893	40.52525667815582	-18.19942366117453	21.36488661295219	-0.5256721718613385	9.425872420939813	-14.485582809621297	-21.251217934072393
garnaal/noun	-21.527521080680486	-5.930306802393302	7.572791014999539	0.3364146199166276	-27.65360336874273	-2.9526816805596106	-5.184941150118996	22.031957212276065	-24.11040834904725	39.50589158063977	-23.338032813818984	17.06581875543861	-3.6335289507670976	-4.851135938035821	-19.301838780294357	-20.9538853893948
