_id	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.x	grijs.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall.y	grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	grijs.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav.x	grijs.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav.y
gast/noun	-4.346355475205348	19.451664207665836	0	0	12.599575074052389	-10.28237546191585	17.256837078501633	-1.990087398892377	13.378759295475916	2.053022163887317	-3.8940707173924958	11.280662402051018	0	0	6.995738933359662	7.34628601897594
gat/noun	-3.289920507633899	-3.026807737291102	0	0	-11.051881636028691	-4.343418640321305	-5.201179658615363	-10.803279446227382	24.947283720943307	32.088295644189834	15.225603403298201	-6.391064037391544	0	0	9.009041246092686	-19.10613853286612
gebied/noun	-9.425611302708273	10.30322110240037	6.223055194091816	-2.3935183798074955	-17.969233057020652	5.033776142504477	-14.941028521443663	-6.33971880038524	31.39764206751364	3.90992848879165	8.963675125891537	-11.877503855140459	-0.6396867684156415	2.7485922243950993	9.896911491716695	-32.74414705987122
gebouw/noun	-7.000381774567554	3.2296512118991143	0	0	-15.631894456712132	-4.190141553031379	-8.399391279323652	-14.770240721576537	28.583097755835507	23.745643014555455	18.55629416757406	-7.457307903874498	0	0	3.7162995038433992	-22.93183607747923
gebreid/adj	5.016253370393947	-21.62050987935518	0	0	6.56190177062946	-20.826469305343906	14.24928646028006	-12.251300040541565	3.754604300844899	43.50876711388833	5.6051733700302435	23.519741522721652	0	0	-29.926224942521674	8.539916898887643
gegeerd/adj	15.600987310011574	6.436430356112292	0	0	0	0	0	0	2.9538991461269335	-20.21797396234662	-18.57291385592421	-9.102388037296594	0	0	-10.974007632332345	22.552460800479135
gekleed/adj	5.996230699920936	-15.729515290692198	0	0	7.2356569256454675	-14.593000205886996	8.970168970663103	-10.30178195877367	-0.1213700558264559	36.63468052534417	0.3221121333542812	19.61645895856994	0	0	-23.48572561418251	12.828746341438714
gekleurd/adj	-0.8583190862358964	-7.067353181247061	0	0	0	0	0	0	0	0	0	0	0	0	-10.130514807028355	-3.5452473694092297
genoemd/adj	0.076897839249903	14.34234169039237	0	0	9.5979211374965	1.948106322742964	-7.59561014330097	14.353024948870914	6.830668079571314	-28.534007828457224	3.5765850712439913	-23.3785075666041	0	0	1.7621132703683562	8.988202270213483
gestoken/adj	6.933152333805759	-15.51381400816343	0	0	6.568564192260856	-14.561116959580033	8.253269241708384	-11.437127448623768	-0.7433858058899188	37.3796081571369	0.2514739290995597	18.85930382849359	0	0	-23.6918348067418	12.135742305066639
gevel/noun	-5.643088517948823	2.2694596774858407	1.3510855339902677	4.508852373763815	-14.79007655799435	-3.667729783444732	-8.311748017567153	-13.820510030482511	27.779067552460678	25.97465252863572	19.055578417154234	-6.0698611174714285	-3.0945306834997512	1.972028766410805	2.4636111640128475	-21.799808320845028
gevuld/adj	-8.793444583595546	-5.2952022367143625	0	0	-9.885664198268906	-9.017891207070067	-2.436678019632128	-9.587749897125352	14.980565319976199	26.73882050205583	13.341040320568402	2.8125683534014696	0	0	-11.764434846858437	-15.250287845429533
gewaad/noun	2.3810104260523497	-15.865460978745583	-5.926169237293597	-1.5121253622341269	3.561768497190563	-18.804127878060086	13.980229498556948	-8.72333488596161	-3.716331742860764	41.37642625417839	6.949481446957876	20.265889780593437	4.672408978765376	5.248991878809978	-27.181402846239894	6.567391455491865
gewoon/adj	19.768767422768093	0.4841490463793519	0	0	9.601762994679532	17.94466079043629	-6.0805110938108005	0.41836838483214295	-16.911907991896935	-24.42491725582412	-14.063295170378396	6.175931781484076	0	0	9.658636885272138	10.390355139837501
gezet/adj	6.076783262959903	-6.9279934067608355	0	0	8.861490580325036	-11.543831101803663	6.665808287250913	-2.1053229250967114	-3.689138679469431	28.75953318505767	9.187069780838353	10.370059011938494	0	0	-7.947803617016878	-1.3979707342496255
gezicht/noun	-2.5485109955685905	-17.33279899245987	0	0	-0.8846797359195739	-14.117981072080733	9.724133105899812	-2.879156892817247	-10.669838915787912	33.658771995462686	2.4555604132090743	13.848459136470733	0	0	-5.666149222693875	9.536062442757716
glans/adj	-1.0662612687833353	-8.636396928949889	0.7391753824571987	1.954883634217417	0.011842387600638646	-5.936001821892963	3.1522935031728463	-8.667243197069194	2.397244080178645	27.35561196871281	3.9591670333420095	5.028236584443875	4.170503995008239	-7.4772609359494835	-13.236952943013094	-5.311103042755649
glijd_af/verb	9.883388649619237	13.241344623588422	0	0	-0.5904837850960934	14.730982462431866	-14.95430200641612	11.825759264056307	24.898056783133427	-15.665222077503508	-29.05204607892249	-4.145098880445485	0	0	-6.4836079607920025	5.694346295343983
golf/noun	-17.673520788979747	4.759961261283716	-0.7317613810022756	-2.2581880919243056	-7.224216927352101	-9.91700945709866	10.361682817652687	1.2461091969726759	40.96489239410101	22.478340571962526	3.3182902066281814	-7.240212310829228	1.1162905904135152	1.8554967156691933	-8.90144598700428	-29.642820435288154
graniet/noun	-9.077281840897719	1.2951226441486436	1.0911626805637813	3.7057636807958123	-17.02516498478266	-6.502277935919755	-6.84678430593401	-16.697317410768015	22.375570430175646	26.810478138336336	16.387548094235964	-2.890518595880999	2.588223868910504	4.799394800717312	-3.609260346916436	-19.02899182553303
groen/adj	0.04221190179006176	-7.946739692700873	0	0	0	0	0	0	4.350294638041243	26.662391740470913	3.5782685868919497	7.035526427063704	0	0	-13.397026296154717	-1.7418010227661727
groot/adj	13.92996386578165	-2.670840813718283	0	0	-2.720961227227085	1.9864121513059425	-8.953507828796097	-3.8776406653619135	10.466661350659408	12.045814267931807	10.278118260691055	2.011356900051369	0	0	-19.57624795394614	-11.514532526758423
haar/det	-2.546077790185562	-22.955389008682634	0	0	2.122614196706051	-13.907158959540633	0	0	7.208838181162683	4.3706965439912935	0	0	0	0	-19.855550100894945	7.046018388394641
haar/noun	-0.9300554108830972	-18.4615475762771	-4.620779333602892	-0.5529502116031372	0.8008356531372343	-16.08522152783902	12.02218235459446	-5.361882464231735	-6.684829922065862	37.57531518493621	6.61484716623423	16.639825407635996	6.1407394614598685	0.522214510047525	-23.57226556307632	4.973092287556887
haar/pron	-1.3580097983889816	-22.993981738668065	-4.621833491883118	-0.662117580336161	1.0257902816242652	-14.864083258973329	0	0	-6.556459774403256	33.532509258618525	0	0	1.8113878712044622	-4.882735957619215	-21.31533520733607	5.841571398588703
haar_kleur/noun	-1.5411640853965376	-15.626657055087449	-5.825174246194611	-2.720714246549882	4.700282572641376	-9.976266211135526	8.11624613505932	2.4535874705653886	-9.407030450170652	39.550024193593245	10.963339737644027	15.62145729003497	-0.44797647945469266	9.806030126533884	-18.59616568788311	3.4650317448320314
handel/noun	-3.8894702221660054	12.681061112284155	4.361843671160253	3.7069608098460427	-16.773040824127133	-14.569103100924101	-2.9331914855985723	-20.92057409835762	17.69542163764725	-39.45753180612175	-24.34603249953312	9.669845420441359	0.9617963892803715	0.46479372504448313	-7.075117650058004	-11.245809562207146
hang/verb	-0.575920828342262	-3.3050783994883206	0	0	-7.198922913507853	-0.5279129141862472	0.5613045532925457	-5.280831947282047	6.6452410215303495	31.624649564355853	9.30005728025384	6.895864183769054	0	0	-10.082251792539903	-5.392419318527849
haring/noun	-20.99654792617998	-5.309628890431324	0	0	0	0	0	0	0	0	0	0	0	0	-19.92724668780171	-20.245181488385107
heb_over/verb	7.292927777782029	9.860386143455148	0	0	0	0	0	0	-1.584062324475225	-35.78707113685471	-1.5673053642449173	-20.322175781003242	0	0	10.265999400695486	4.199160852073273
heel/adj	3.7093507545761266	7.578613723420084	0	0	4.370181937996024	18.522152942127153	-11.125690601244292	14.03138138796989	-11.509849593964276	-2.3047711875312973	-25.220706883571403	-14.279651805333232	0	0	-1.7635187342175207	-42.36448345953603
heer/noun	2.060571781276559	-24.56022920306437	-4.987256248416209	2.23401202560889	10.191175502090985	-14.04361974054655	17.30002931995277	-6.229846241521953	-3.1276684314197034	47.331817736998254	-3.3918948788914216	16.753772676147133	3.5536593776141507	-3.9487428394122572	-23.634773242353077	18.197812051320053
helemaal/adv	18.716007438176142	-1.0448784192101639	0	0	11.283595528843016	15.98625719019674	-7.500606893751172	2.968339844825062	-4.844232569858995	-23.059625269338262	-10.826470302187854	-21.143601483292667	0	0	5.579475445637973	13.953085718152506
help_mee/verb	5.476788707396865	3.8470893143040406	0	0	0	0	0	0	-4.544678199353507	-9.300062163114857	3.214307440027329	-18.808541787403506	0	0	17.915186129438993	10.254878699979875
hemd/noun	5.76720228260377	-17.842005797674787	0	0	0	0	0	0	1.0166299954923035	40.10689454933956	1.7928267971679428	22.365806249259332	0	0	-29.35595228200825	11.941845177574871
hemel/noun	-19.37664256558742	9.189488329879477	1.7947703195100182	-3.5640569708218455	-7.11435135827958	9.023448947519931	5.366401177221142	8.81996062565949	-17.037491854141365	19.977935074464405	-1.384394249880848	-9.68174807584336	4.8403434114221255	-4.726491635647058	17.852295362333944	-18.12894393806472
herinner/verb	10.846648494749559	0.15018171198094776	0	0	0	0	0	0	0.3442167508544592	-28.736835274488104	-23.843519196907835	-9.256601263973344	0	0	-2.0082786297714024	10.935843093964817
hersencellen/noun	-11.671466712067064	-13.645338162529246	8.225104638806222	4.5342917266654705	-29.750006161329825	2.14109181372971	-5.974793559795661	27.868859741183893	-14.759113844253275	3.941938458087368	-20.309581970111616	24.462651292679045	5.017028021300447	9.269681110741342	-23.685963306531097	-7.211954257377325
hobbel/verb	-5.619601670189474	9.314421013730522	0	0	0	0	0	0	39.65563877162814	16.87138253588628	10.244306560824109	-14.964237628501584	0	0	6.047517779086232	-33.28516454826634
hoed/noun	2.215410916853086	-17.98184431531097	-5.52099932058691	0.7383367369083392	4.244218205574563	-17.247877933506608	11.785379045458788	-8.395388081509154	-2.3794197335620066	38.87619989352654	4.775326606533773	19.94199801023552	-4.065753567340143	-6.812313822892333	-26.373082173824518	8.144702016209667
hoekig/adj	7.889404920101082	-7.126246354037206	0	0	0	0	0	0	-5.166476256596266	25.5302085966203	-5.281866746918471	8.917208384562688	0	0	-10.322413300283483	15.794766801103012
hoofd/noun	-2.6556461348025686	-20.36093909821155	-3.9408396886081367	-0.01716105993119259	0.34261472292662537	-13.142990665587138	9.119656745036348	-5.402718395869421	-7.988840968026954	34.7093587441583	4.971354702627289	15.270228397390106	1.6633958192077385	-3.6504247134864065	-10.452297712769319	2.1271845965826266
hout/noun	-8.059899303149512	-0.16076810453577284	1.4415094775927988	2.6421045940431718	-15.221597108229068	-7.5610515528703415	-5.123887647409455	-14.97704040679321	21.493175610556076	28.457402989061865	16.290199698826434	-1.6806554183842617	-2.1660513070372036	-3.379205374881536	-4.125328113812004	-16.07323032853282
huis_DIM/noun	-8.454648167486027	4.335484395788568	0	0	0	0	0	0	0	0	0	0	0	0	5.476649365791811	-22.774275394803972
ideaal/noun	4.9946467542691915	0.9199842226679933	0	0	13.185432177248021	0.2007899388532615	-14.416993827847405	3.1762506079022126	26.955483357423866	-11.165453367083376	-1.1503112997089415	6.864446192531012	0	0	0.2743103630248779	33.97930346818257
imago/noun	9.419243398023005	10.061674082793953	0.6085094704423037	-1.4194467106625774	25.535324000997644	10.157060778361673	-3.6671709549762257	9.074776510478069	22.19785945216426	-14.186445536114094	-15.198102861797674	-2.3503136844978765	3.570965853583196	-6.717226363881018	-0.6146783233187499	31.02063842867549
in/prep	0.9586462735950138	-1.2789589374906611	0	0	0.23003734099218257	-9.297757417731207	0	0	15.059835751210635	20.699259157872685	0	0	0	0	-3.9769752051892198	-29.566922142058775
inclusief/prep	2.327123333322439	-13.296191688030806	0	0	-4.167491562537386	-19.315176747181475	0	0	8.438707484826777	18.505770839146972	0	0	0	0	-4.136744523156921	-3.827275488278918
inderdaad/adv	14.543937321528855	3.295648816717289	0	0	8.873445258480636	13.735280936728145	-8.576830039010671	5.759293601059509	-2.9444818337437617	-26.76052104633141	-20.129526748436085	-10.519109759578694	0	0	-3.8591722560702704	23.116760708297488
indrukwekkend/adj	4.950204440176971	-9.158074716588926	0	0	5.846918088819889	-1.563853088831493	1.6493239929753039	-0.521796612922173	0.5586549275036633	15.796424494252278	-3.234927820923111	3.943879736956414	0	0	-10.166916288722517	11.159713077074754
inhoud/noun	-7.028329611939778	-6.357733046638155	0	0	0	0	0	0	12.765493467404857	16.24780380951326	18.609654610777028	4.521791798391217	0	0	18.282596766369988	-29.316606874067382
inmiddels/adv	2.08938355479946	4.0002374327330275	-3.680523204056995	-3.1487871471278503	6.694954497706935	6.469503961676989	-10.275462722203171	1.6662104300571399	-1.5072840853628016	-24.337205560846517	-11.890948880425343	-20.90969555675861	0.6033491641402202	-1.2330920437577388	-6.886126240343641	36.09658792754144
jas/noun	5.016519486526818	-18.393120697245415	-6.0333709515092995	0.6939243227525344	5.900087384586946	-17.821038780817428	12.150692898348485	-10.320882602067115	1.9765610076189348	40.89955197408499	3.8436282424259995	21.53055513506641	-4.47889824962051	-5.397495814588787	-28.806806113813806	10.16542847326323
jeans/noun	7.147683145069048	-19.413669289452894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kaal/adj	7.595621447134002	-5.420455525875926	0	0	-4.584046704869726	-6.2798896598565594	7.231396948166977	-3.7116463195156086	-6.627823818933015	26.857016225364756	0.24171075776946302	11.452266618571336	0	0	-2.4292662705357784	2.990141163360206
kabeljauw/noun	-20.852970531869644	-6.086353904404561	0	0	0	0	0	0	-24.574616399409635	40.36026497755956	-22.42244716561984	17.455218623738066	0	0	-18.568248125519318	-20.909673913237285
kapsel/noun	-0.5469025092085877	-16.769170792882193	-5.300185474816543	-1.3391260632587443	2.5985142700483665	-15.473498756263643	10.998787865992966	-6.136827709526843	-7.50639525964359	39.05397151743399	5.601908028947416	17.204890374801494	6.877859228293685	1.4290633860482338	-22.37218382266758	8.505671322391981
keurig/adj	5.0173500114421445	-12.68965223531758	0	0	8.476131316111537	-13.774107673792281	8.427012251339466	-8.661251944673465	-1.3108253762273527	32.617265953141754	-1.058968059654353	17.64206137859449	0	0	-20.995770448910907	12.27489435847896
kijk/verb	-14.127290246897893	-4.926121405557151	0	0	0	0	0	0	-20.93816676533961	-30.175184645580803	-10.476397605127715	6.0140953783227715	0	0	8.735527053055744	-4.790362103757614
kijk_uit/verb	-15.236885786744354	9.650088377678262	0	0	-4.30536204634769	10.639176909557614	3.6839938683236872	16.15454515990494	-22.216697783809973	-30.610051425362606	-9.385665998702068	4.849550160484446	0	0	9.38322679838288	-4.588388019535149
kil/adj	10.025682192378708	3.855265449829474	0	0	1.630305910849525	11.43029067302411	-1.2088909828480379	8.585767851595692	-11.766248982607397	13.90719034974605	-8.495017107793544	-5.826547501078286	0	0	-1.734210238833343	14.005056430168608
kimono/noun	9.349183474749259	-17.358243227962248	-5.128834999304904	3.311084018970815	10.224693662183075	-19.68042803496659	10.34716970671641	-14.871656980222879	4.3505515634083425	46.00560562720941	0.8916332501172501	27.021047822822116	-2.7567028134326836	-8.040188853289047	-32.422577529177325	15.196245573154254
klassiek/adj	4.273246991328777	-7.367112981645023	0	0	0.5796891520362394	-3.7291056172264834	4.333554321135837	-3.4523599689601965	1.9439393000546703	13.320436910354331	-2.3172760338652902	10.023631192517136	0	0	-13.112066639810433	16.568413039352237
klei/noun	-9.238135857396015	-0.07910175240821266	1.8481272281981629	2.0731895107706144	-15.83684209969584	-8.535960999469959	-4.393241572582862	-15.193889839298864	20.483842303351626	27.492767285921964	15.19191133801605	-1.5652283886185423	9.598745791295713	-0.2062877559593182	-3.0992102054805155	-15.641761456851524
kleur/noun	-1.7617091162405354	-10.021217100368515	0	0	4.184304768429147	-5.91826581504848	4.79588091028116	1.4075401556899414	-2.1200480066056437	21.443763401305326	0.42571689145962965	2.0729924629856296	0	0	-13.681489411941543	1.7455087372292306
kleurrijk/adj	3.858953095330722	-10.028382870254676	0	0	5.212673812337904	-2.3054225815486786	2.4014394804786225	-0.0987299818805718	-0.7445312799509161	16.87504548636073	-1.9389490890324683	3.3402500625645946	0	0	-11.523008064483502	10.983941896042515
klinker/noun	-6.1682227009706	5.7167400294623425	0.2083978590111881	4.3837309822989425	-15.864461387029435	0.9758975951857002	-11.440559384758775	-12.06827187047077	27.233253385119728	17.730169636420893	17.63966093169689	-12.377086838235295	2.8306904745773367	7.400598341734883	9.854858018802583	-24.982658609926652
kom_tegemoet/verb	7.181699520729887	7.26763885768934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kort/adj	3.270447552069293	-21.652203826227908	-4.66522366569496	0.562456735129605	3.1994737621158458	-21.380792360554697	15.995255659586743	-10.586489442654177	7.300797714253653	37.761541340946906	8.013615939842733	22.889110303099777	0.1808596176733625	-3.537883932227859	-30.431641495611117	5.891453399628052
kous/noun	5.723033064267853	-20.717230624689815	-7.2190519679742815	0.7157407320734487	7.025665361245222	-19.682241329308496	13.064147502349122	-13.07508034001458	4.555291738143979	42.02645522262926	4.227366771886838	24.459868501008938	0.6440986229122795	8.268892248786452	-31.669335676915637	11.107383684840244
krijt_streep/noun	9.963414194286601	-18.67161378456321	-6.512395020436586	3.5075099691958673	10.638358313812509	-17.65942180859009	9.241527693561006	-13.722201886326866	-0.5584595834376669	45.93308591927394	-2.0014763928110644	24.16321766808971	5.6238958099007474	5.568181318677028	-28.85422844410006	17.04903227354445
krul/noun	-1.7316818204956106	-18.404095267374615	-4.135916707533218	-0.9339955536682457	-0.31882564301475064	-15.974723200343087	11.730006360240266	-4.456487337503223	-7.478385560599975	37.24966875989689	6.866036689385776	15.743003742158505	3.1902820573665602	6.532334438251228	-22.907418480098517	4.4207228252539
kubus/noun	-6.151761489121344	-2.06196260517495	3.1714059936223715	4.621310337212128	-12.346462253798233	-6.955300988326155	-9.76387043283135	-15.98934463141811	22.032044868848732	31.860485523083582	18.829979454491497	1.5436080602030693	-5.079666092687029	-9.615472913079886	-5.203960213774514	-22.160958794734377
kuif/noun	-0.3845781367930212	-19.76978886719862	-4.747650806401328	-1.9315803377768936	0.37615154511439186	-18.424885359877425	13.84590432444341	-5.5353829717810346	-7.375032468200425	40.76123164097207	8.604284869406936	17.483027356764367	9.849187429240079	-4.756518973390953	-25.289764946846898	3.708811936028891
kweek/verb	-21.847216023491868	-7.087501006426173	0	0	-28.297802329156337	-1.4683853364986168	-4.414976931321575	23.320610979969718	-22.349951638393254	41.4271033732075	-23.490098217207258	19.259819024933947	0	0	-17.78544110457612	-15.93913401416753
laat_achter/verb	8.017590180750057	25.524574853419285	0	0	23.359906914760526	5.344185154234234	14.848707977661833	8.988063580677087	-30.49889529314745	-5.244537387627176	14.08489714378023	-19.72035329236505	0	0	14.388201757322674	-8.308103498027492
lang/adj	2.2875223510387275	-21.778170509092188	0	0	2.444715920993531	-20.933507960517257	16.280271713954086	-9.584478698709779	8.150513424734264	37.22279775866282	8.944700877288058	21.99198227352514	0	0	-28.94396467713088	5.204325884274468
langs/prep	-1.749994318958127	6.006931945616436	0	0	0	0	0	0	30.720599080519055	15.320121131505058	0	0	0	0	4.949778871423559	-27.169119962724714
lauw/adj	-22.529697569300204	-3.1658550383804656	0	0	-26.738249158565026	-6.164837059589339	-8.026804648073364	19.54209986322925	-26.544225222298124	36.72916465829564	-25.928917093352265	14.63756416739078	0	0	-21.701364215461936	-22.693516150584326
leg_aan/verb	-4.76553373290907	6.667601265833892	0	0	-16.287484423822544	0.029156374652837175	-13.126987003685452	-12.278477765242318	26.664632325407112	15.788328547774746	17.035260701689964	-13.361349829243045	0	0	9.71917165985429	-26.944574422866303
leid/verb	14.15673737503978	11.978492488358201	0	0	0	0	0	0	13.83103698168487	-10.652970894446327	-20.13040650561262	-4.073470416924897	0	0	-2.74527749545669	28.949808500129205
licht/noun	-17.243812098380907	7.634259163793131	2.3225430929469173	-3.4505035753708677	-4.814269731712947	7.795905354865638	4.350193134530407	6.9056739091599875	-4.192123835802757	18.463320763866466	-2.2658543126103092	-6.509998194945832	-5.776575287692413	-0.36743220577319735	-16.131256092424863	-1.6277125393712382
lig/verb	-4.488605194816262	7.660943858707139	0	0	-15.32077855257356	-1.3465604506530147	-12.68778703104731	-13.104512079238686	39.96800487761187	11.443566619523184	13.998993930883243	-10.257537326710978	0	0	-2.529457230613319	-24.35366895331943
lijk/verb	16.208668784873726	2.2979798434172736	0	0	0	0	0	0	0	0	0	0	0	0	-1.9931049924086062	26.122402658263596
lok/noun	-1.8620290996995112	-19.082320895917512	-4.324727241780929	-1.2522646809527087	-0.3851778322464544	-16.730256247724792	12.50474780311967	-4.340455415831461	-8.656070899670095	37.04967576997465	7.8030523929549975	16.07610173855221	7.438496245569209	1.83819714403267	-23.531265132994825	3.4788149842660263
lucht/noun	-19.34139544918489	9.347153118719994	1.894364886491201	-2.858248028661209	-7.282929971250173	9.09022339798838	5.501859689836503	8.814504374674307	-17.441771265162046	19.656073515717672	-1.059266707616228	-10.223281586204108	0.6790491159233241	-2.525235419942561	17.205769565592668	-18.464086752326246
lul/noun	20.933090373596016	-4.571024884941728	-5.119058448697287	6.049004743798418	17.522048056199804	16.8218299272535	19.34280944293754	2.7827149033028236	-15.622042811601107	-25.29034888920722	-14.637959766986924	8.708330392255382	8.665956246146642	5.82398869021597	-8.865260506388061	26.91443181353568
maar/adv	19.145070043433297	0.897656414339067	0	0	7.032551032376669	13.81300183115026	-5.327162554063292	1.8382786843414907	-10.721252061549894	-27.982293536846754	-13.980005042352243	3.206849295641734	0	0	7.697507598938675	16.13287649183006
maar/vg	15.895189105771491	4.171994720789685	0	0	6.848441915377925	12.130156994180593	0	0	-5.46503768968502	-25.57026050445717	0	0	0	0	-1.2987541249679269	22.920616916110905
man/noun	0.4489117854554137	-24.35834469439581	-4.8790559631280255	1.4580205829182222	12.248649565897594	-12.28571147680401	17.25450200699555	-4.394162153287705	-6.431649986948163	31.015145164454033	-5.054868335592386	17.275495514782197	0.8308632616489318	-1.1826010065571604	-22.586435917825362	18.139889386086406
mantel/noun	2.907024171607832	-16.77085825216154	0	0	4.730452471006375	-18.69003012063214	13.675584940414401	-10.242090789747897	-2.1169495383013897	40.8420407592799	5.899152399409478	21.30682580990039	0	0	-28.63444287305961	7.710334574909251
marginaal/adj	15.232391393837366	11.017671688828507	0	0	9.482929488633376	4.482091128454916	-11.539518424211042	5.850652649746831	3.0127264927152932	-7.886985141945725	-21.990775538672803	-3.358188473207319	0	0	3.6831835074174135	28.037875715039764
marmer/noun	-8.359514149507152	1.3327977237590258	1.117866607848536	2.9419789213254335	-15.932000403383064	-6.924102190415772	-6.079681562624361	-15.636127596080712	22.748276475872622	28.069950468294966	17.394365037615664	-2.702240003067311	6.580979728490095	6.919419416303419	-3.8920598240683955	-18.143290818932492
massa/noun	-16.099752434922074	2.8945687103092332	3.849727947858422	0.4637932826219303	-8.85505085839665	-11.497185897008587	-2.278387064246802	-7.366268450678819	44.900838288347785	21.115831958658703	4.980434607254338	-4.7057055627066875	-3.7717481583058676	2.8885805004243337	4.27172205090628	-10.413013524362848
matras/noun	-6.916468018268329	-3.6499734018166223	0	0	-11.067601139493647	-5.842102032493864	-3.771947300954987	-11.997605208200634	22.831069794843703	34.42415197161155	21.42184605794696	-1.5437740478272832	0	0	-7.119146406533544	-20.93722665582983
met/prep	1.5403552225853674	-6.27746380295929	0	0	-1.7519873243786819	-6.465850677451388	0	0	7.508094644909647	24.366896490367967	0	0	0	0	-7.300186054894574	-2.908598099075151
meter_lang/adj	-4.509189488831774	-4.120877289241484	0	0	-12.21251359775838	-12.126560098652426	0.7452792585506776	-13.890540732485599	25.685873003427563	34.947117691853855	21.34254904129274	0.7215219023898591	0	0	-27.75621517680762	-2.539837620080519
midden/noun	-5.039999920354113	3.9464425890893544	0.0951244108644797	3.038200230942183	-16.81429658918257	-2.539266490536293	-9.546155049805058	-12.522694986221213	24.805767232145545	21.871794885706148	15.416850488672571	-8.322534628868931	-2.1258879806982134	-0.2634849598426201	-1.234466770466517	-27.796957820755473
middenmoot/noun	6.650658303802749	14.679544765058049	-4.270479834168716	6.89838921846962	-5.030616346344557	22.03804603637741	-17.212333800084764	12.924982396014148	-42.59569422880762	17.38213280852521	-30.383533076902445	-5.9648879348916015	-4.507105034052386	-1.8527273703726252	-4.484025509733353	44.2269297302842
middenstand/noun	-0.678118375759777	10.556252600738267	0	0	0	0	0	0	0	0	0	0	0	0	12.082455120038693	-31.620659495525974
minnaar/noun	-1.8703414282715065	-24.798713017010925	0	0	0	0	0	0	0	0	0	0	0	0	-17.89152096963914	23.917901200607822
mist/noun	-20.212509457433217	11.890154123862652	2.793948175165495	-5.171329997581956	-7.6466564026342825	11.82722184424058	4.6971496148536716	11.571531450076094	-17.254134405817155	15.614928544764627	-4.364425302177719	-10.610505859052706	9.036271415022608	-1.4151120438420375	22.52211782653055	-18.448483660525135
mist_bank/noun	-19.5843743838788	13.228153040725086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mistig/adj	-22.018026315338616	13.19305594262978	0	0	0	0	0	0	-16.487216240754723	14.820851940705836	-5.269073093827493	-9.639890068419005	0	0	23.383697559488077	-17.76962752712281
monster/noun	15.629518693885096	-6.687035348628427	6.140317768663256	2.2231113849691324	14.94560894652804	5.4360745171849105	-2.968981644677271	10.792197784054048	40.26750726379786	-6.7763464377994715	29.47695322244943	-16.949134598375398	-9.180987807496459	-1.8686523596087081	-12.885985183189492	28.738540318042055
mooi/adj	3.514009105256044	-8.90270505667023	0	0	3.7980015883473603	-2.332129904609444	2.650548777098673	-2.1769227810153153	0.8406692758160763	17.655459056839334	-1.6138162161222795	5.482308757379844	0	0	-11.30306372062516	9.524588646201636
morgen/adv	-18.556620271793143	14.632523061263145	3.809591099898346	-4.775880383508937	-4.981194441548128	16.414822499109658	1.8502286139853363	14.724997868027677	-22.143364079602993	11.616971889768168	-6.550533305543591	-14.433095464636622	-4.320480619380341	-0.25660675996343685	25.152605504867598	-14.007302018957022
mouw/noun	7.159095503680009	-20.87031976255608	0	0	8.403651900233278	-19.917149604158997	11.693679536359651	-13.68900727822825	5.241966045190928	40.11030843207959	3.0167294853058113	25.560302221776507	0	0	-33.1635131440314	10.467709799609201
muis/noun	-11.58153456296564	-13.307304035939858	8.169247822224133	4.207582460089382	-29.360360947167997	2.2499487978154256	-5.6152537679621615	27.590030171573655	-14.529380932943248	3.8396957860929115	-20.053876346197075	24.295330553539273	-4.120101095057404	8.172642512569801	-23.38425952251033	-7.41770502266508
muis_DIM/noun	-11.16290613402886	-11.85151334222451	7.618868926063414	3.157666190899983	-28.114527589547375	3.4467136856840432	-4.001672180296416	27.237413250289222	28.258277555400173	43.36882310794477	-17.841022847132336	23.796201068334923	-7.369768552398888	7.7026337891014265	-22.501769275877937	-14.698763479142436
naar/adj	9.908325861492767	7.264224154972384	0	0	6.418464696933853	7.409348927726417	-9.735919325501694	1.926277419223216	-29.69636527328836	11.660820628974328	-12.134732844769623	-7.202431408423359	0	0	0.6442454846531889	17.920002897848487
