_id	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	hemels.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	hemels.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	hemels.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	hemels.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	hemels.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hemels.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	hemels.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	hemels.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	hemels.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.x	hemels.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav.y	hemels.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.x	hemels.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.y	hemels.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	hemels.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y
harmonie/noun	-8.857547399523304	-2.1011764356811278	3.426124409952608	0.06459699714741884	-0.8181695563171126	-3.525913794346149	2.6411683070871144	7.542414226282942	-3.578966452594689	-1.646042630474263	-5.151976640126583	-19.78410533737974	-15.670335032219334	-15.178054758833515	-6.594001540667014	1.8337296900191788
haven/noun	21.701826810549253	4.188325152321617	-0.18635555978704643	-2.7510442475467594	-1.02430460331266	-9.301500266660259	-11.361962072266584	-5.402680766633895	1.207383047009923	31.28004831308658	25.81165519214352	-3.9323655741603196	-11.708150494740401	-5.047056819222534	0.8008349053838555	21.590339403602005
heerlijkheid/noun	15.447070568096782	-17.820062948208864	4.573008455997644	2.7770909064257205	-4.5156897794239566	8.678846738418294	-16.072383743593164	-10.502131901682253	-14.045871530344245	-20.43947217222453	26.818101559231682	34.96554838568396	-29.506471476544124	0.1253476903898778	16.217997664181453	-16.708054391168975
helderheid/noun	-7.834550953571141	-2.141912539547113	5.934878209387886	4.195486498707622	-0.3249431587757163	-3.141271584697485	2.0873418392608603	8.057651472142142	-2.465795481332898	-1.2770593247918345	-3.9918561521784914	-17.944109219891885	19.049729213858768	13.886988616244896	-5.886880785695329	1.5682506635999593
hels/adj	4.199280856528944	7.932237812053318	0	0	0	0	-6.006307700205024	-13.600759486236562	-6.821427492385856	-13.779034350661894	-2.1518333421559803	-12.298546268440132	-9.286205587404098	6.707053403462098	-14.013843824258435	-12.027379281552431
herrie/noun	11.117749056891093	6.5054919744619415	2.7346453386546052	2.0359723769993647	5.303413969153874	-3.470153112591786	-5.899474263704894	9.568797130080467	13.10229913356392	-10.770982677881415	-9.858147365013787	-21.09369564242076	9.591824990225199	-12.959223426876944	10.50611246059438	2.813548695244141
het/det	-13.96285889636905	4.484833909950389	-0.3941374807093491	-1.718873031064103	-4.875418031545607	2.6993103423642753	0	0	3.185890149396201	10.205826032754858	-13.702012594426666	0.833224992355056	0	0	0	0
hier/adv	13.492316183987759	-6.02343010095079	0	0	0	0	-15.995132790155811	2.1857199702839094	8.041005235311086	14.5086572140104	-6.646288360482316	23.53501028064208	3.3061912875268913	0.13031411266423634	7.11489771704173	-14.153431683352792
hoeksteen/noun	-4.435706120903736	-14.096517273069189	0	0	0	0	0	0	0	0	44.86309245465818	-21.38613258615413	28.230970477389224	-6.0721833721118825	-12.059002713869587	2.51922624288494
hoop/noun	-6.547087465866632	-15.420812975380146	0	0	0	0	0	0	0	0	33.90381760953345	-24.848910742238353	0.2925027364063386	-9.401732205632271	-15.45164311590859	-0.6857313730972165
hoor/verb	7.75609918385444	12.360120112878485	0	0	0	0	-5.77587922865009	13.199856717280422	12.963361765691152	0.53655489012214	-13.117482738090635	-24.31040478746012	9.832410107072402	-6.772286797164606	13.392663310479644	0.002483018181794768
horror/noun	20.910595842941117	21.670289274863947	0	0	0	0	9.504170595447208	10.383926130385108	-24.708607508714387	-9.216378342583859	9.050056190231468	-28.51326345221434	21.520593501368865	5.894559267795798	-3.4968375412500845	-5.726191021296239
hulp/noun	-1.1502162847959168	-26.072896762513402	-0.16774497792294898	1.6192872551292066	4.164126659695377	7.670928416555681	10.927093849865672	-19.935499703250827	-14.501722731825915	17.651513873289968	-13.571213702091807	41.6134526188762	-8.82396277017669	-15.995382425886694	-28.44516304987181	5.127965679165519
hun/det	4.0849314604145714	-17.934069280733162	0	0	0	0	0	0	-6.930819870683417	15.152496296055993	35.024649108351255	7.2136126853783855	0	0	0	0
iets/adv	17.61776260030136	-3.9061065410802516	-3.167220475845013	-3.1126416198311206	2.401483390820674	2.3717695268394197	11.816671886470637	14.961754861429416	12.6988800109906	11.779111924587271	-24.207167649381958	3.0105419077617133	-14.096717162766094	2.4347755114352303	-0.7722388073658237	-16.51590740884672
iets/noun	16.676543156164215	-5.198343115474086	-1.7727851851969576	-0.398512729671235	-3.6704718075942684	-4.4126830036527656	-15.051048522591856	4.97581548486246	11.08345343963612	12.394147969950291	-23.458870350977694	9.95320349226374	-4.178941820321609	12.219218405399916	-2.2510839656848773	-18.57592085564764
ijl/adj	5.826422471974873	10.270768741579591	-3.9499373166621847	7.017352350390022	2.6198301153539827	-4.436507928696187	-4.734168989634601	11.120254129940374	12.194564066533342	-7.6428886184857125	7.15054410482508	-9.818928300364826	24.088671104169336	13.606571457596537	9.303560829265598	1.132515906803068
interventie/noun	-5.971563274655064	-25.991828413846644	1.8859668568456267	4.237633425689139	6.055646956165746	7.506973035802356	10.825104861650045	-12.007566191083706	-19.147021299459077	9.08039150181015	-36.72225071515106	0.021985324376719795	-8.261681575647318	-18.807418600494977	-23.568801583143966	9.910229837635706
intro/noun	13.30031058249431	16.650636973697026	0	0	0	0	-1.5822352109609366	19.505353203168387	22.376468707775285	-6.687739742706811	-12.992985750246934	-30.831359017967113	17.959087669039935	-14.03533940113059	17.28492729685925	-1.935114442384791
je/pron	14.042375603828548	-7.159611969878497	0	0	0	0	0	0	0	0	-20.218130231923364	21.318905490646518	0	0	0	0
keer_terug/verb	-7.487655567671496	-21.82537552083093	0	0	0	0	-3.176156552456757	-16.107486453444466	-4.321040180210714	18.493123646329586	2.450370468291798	46.64246072579997	-0.3598683799361114	1.7759932572273205	-23.471972661838855	-1.8292382492700248
kijk/verb	10.78892581677643	-6.8759268709359445	0	0	0	0	-15.337635771704209	-4.049119282172391	11.2442655283052	20.37841859032135	6.84100018104623	23.500189815200816	3.5064186495037006	-5.600077126104472	12.743061730432562	8.799892289357212
klank/noun	7.129483461200076	8.952786167344437	4.455540777697867	-0.1512933214911632	1.6402824462204049	-4.037087132533905	-2.854046696067481	10.565067958326516	11.056610747603816	-5.362850247311534	-7.88256000168643	-22.404297317419715	19.182133029360337	-6.467347686381616	8.340358929550593	-1.9719213793744383
kleur/noun	-1.7233673352403638	10.969151100811745	-4.348444107717661	-2.284554030401744	2.292682153126677	-2.261516834583739	-3.337935038139025	1.9491948024222456	4.173513478859655	-14.68665751359355	13.070692082509384	4.4849399960468865	-4.855545433348816	3.366984816634451	6.788248955008211	8.765949631451113
kleurrijk/adj	-2.4852694072636963	4.992712164765905	0	0	0	0	-2.1447548624219213	2.9533528249328604	3.3249931250198332	-11.935336364120879	7.8735900476082445	-16.88202167312208	14.179651295945689	-7.91187206141381	4.390098671988305	7.529432231004105
klink/adj	9.022257923933356	14.085003572674031	6.650702395157039	1.7368034225623419	4.682519158470606	-6.350233448128883	-1.1767331928357594	13.283102176740645	14.7384019161843	-0.34858811918750615	-10.700832071317913	-23.821786910766807	-9.229868687188139	10.220499489575813	12.023982577097215	-4.0586311357384295
klink/verb	8.605249798623236	12.21069777963629	0	0	0	0	-2.9776944487332035	13.832465730014519	13.771773809385648	-0.9916898637656291	-11.35629539967527	-24.315339314352453	13.80644842546464	-4.805405281007133	12.401513893379905	-1.4560070624182464
komedie/noun	18.784656807313844	21.464030951687167	4.143411456275927	-4.140574419795378	2.0168893973278017	4.649169954910415	8.70321314468953	10.029509068854717	-23.297947051908945	-10.943881386140609	8.789929166541068	-29.230465733248735	21.959193280304365	4.95087856134578	-2.6204675024947397	-4.873923927119455
komst/noun	-19.64377481225038	-18.28878400255946	0	0	0	0	-17.44261427748396	9.921137427664169	8.34636211405117	28.89593037239246	-33.67447658436713	-1.3800059558280846	-1.9555958275311076	0.8277655146742938	-19.476404480859756	8.155822312492653
koning/noun	-20.235388615323753	-13.561428818410683	0.901115918539521	1.6088756379194624	-0.43589224415491773	8.127764209692872	0	0	0	0	47.03738195632377	-8.816629346118294	0	0	0	0
koninkrijk/noun	-16.23299116475151	-14.257249101889343	0	0	0	0	0	0	0	0	45.43012451050544	-6.659428587981721	17.868808004499193	16.792764298082943	-18.32923848542786	-9.851631155877424
koor/noun	13.275991348410255	12.307580163017468	3.2688617432555174	-0.3004578257704894	4.490193320275971	-4.898826620210567	-0.4728709134482269	15.948295980418617	18.783347885511827	-2.846570777504391	-8.431406906019713	-32.484525543501306	-1.3512675748426253	13.651086465582718	14.870549122524064	-4.8015936775765615
koor_DIM/noun	11.238472377244607	10.673389427934858	-3.781178066474971	7.151473447531073	5.273585190291498	-7.209739480479015	-3.8129777904317277	16.837419966582868	15.957758639718788	-4.83786584277635	-9.595169619855685	-28.35589953683928	23.814361543639627	13.859282199359978	11.15872077355904	-5.149784734473006
kortom/adv	-3.9008329777686894	-0.9373503054981509	0	0	0	0	0	0	0	0	3.0379099429256233	-4.772609245358219	-6.313670880603891	-10.982225527314313	-9.039849452942462	-3.8815684901030756
kroon/noun	-22.14894170100089	-10.667699429475398	-2.8980769698244044	-3.6107098886493034	5.485491257182313	4.523701677403527	7.748129394551622	-5.3755208756890225	20.384354429570568	10.417358432785829	-54.30306991203994	30.864960988751953	-15.89496091237409	2.8638718183860172	-21.775912822778576	-4.037714086678582
kunst/noun	-5.013850564318135	-11.54731073514415	1.6339076104331733	-2.192998496924039	-1.1868640148153828	-0.6185967833818683	-9.356725264058515	1.9075552410893575	-13.368623263519494	-4.8072201509522445	17.09411004396619	-27.88997694002373	7.207169168196338	15.54273974202505	-8.691051066343526	-1.9372271523250135
laag/noun	-3.712528232370476	18.514964266633108	0	0	0	0	-10.003020094655074	-9.622976971210361	0.35808034293426405	-20.7515228636345	13.642055610621666	10.368439011489487	-20.854732431918308	-15.101470128412009	14.253504034723033	13.852161662950454
laat/verb	16.400912069364082	-0.028838864207489066	0	0	0	0	-16.54377280811576	1.1636529660471535	6.629981369338093	15.942042715595425	1.1339741783775352	17.52242988856913	2.0466247510206492	-9.454629180967842	18.353562422879257	6.984587303710251
landschap/noun	-5.943548236135141	4.274860995615459	-5.764195777839321	-0.010247112119899201	-1.626400395822035	1.5495533682059504	-6.216814631955364	-2.21382374680886	6.66317317302002	-15.141062926090203	21.87800472864568	-8.57237735098254	7.577871793822602	17.55917444801885	0.36605723210376834	12.034595172849656
legende/noun	-17.016049909272475	-13.232433760412997	0	0	0	0	3.827746616622076	-11.90457403534719	-7.716708080828337	-5.366738111309439	32.81376638697415	-10.70950658318618	8.418704291915864	1.4114567231482402	-17.793049306876817	-8.168570844409222
leid/verb	4.814395033218286	-11.240072761367529	0	0	0	0	7.8501939314731874	2.271921802701969	-5.269624089406161	8.093372882292185	-27.376095106523795	-12.37085440104876	-9.371467676354873	3.9357835417941445	-3.087462910940973	5.981827538583815
lente/noun	1.165819536298219	15.241180400513837	0	0	0	0	0	0	0	0	35.49162143425491	-35.03690195431965	1.078208837811255	9.801352628420023	4.826368625735909	20.427202985415427
let/verb	1.603436389427114	-9.240596607401597	0	0	0	0	0	0	0	0	-19.15935203605518	20.128799321231956	-1.5667876320713388	-5.945850140352599	-5.716381019629455	18.2564419123318
leven/noun	-8.337853191753345	-14.025490589923358	0	0	0	0	-1.4053668869341867	-9.850881134720456	-13.627032532732052	-2.3182405768606764	37.2183203892546	-6.788502461358022	11.212116163520792	0.3048068419813606	-12.57843890281379	-2.7533978811134756
lever_op/verb	4.84055242617041	-9.717009433469952	0	0	0	0	6.9226535814191195	2.4586096774363932	-4.085580650581538	7.367407794150657	-25.51830658770703	-11.512025236079706	-16.395085423768503	0.25608051139318966	-2.705100884572625	6.844106273450146
lichaam/noun	-6.545658012381927	-7.464630717875627	1.1329176264402143	0.17086286965213698	2.992496691860187	-0.5502858114382688	-0.4927573473937623	-6.905214159794236	-13.31071009771753	-9.700560430037633	29.631201245171763	-18.01459873320124	11.466767354891255	1.9816077569066766	-9.18657313874821	-6.812265626174413
licht/adj	3.54511742662603	11.028325095468727	0	0	0	0	2.623527301595003	12.247875086477508	7.1408471063100585	-8.375734869850733	8.230277892113977	-7.336814822854454	-12.86759759827534	3.596190114842734	7.557719022288814	1.8836179360429235
licht/noun	-1.6545322875767652	12.266990327600551	-5.098501571530142	-0.9961998688496526	1.5216663567874051	-2.3849054507931653	-4.006738038027708	1.2973452285192772	5.068558488280964	-16.32435717386957	13.753396901698808	6.398977787376906	-13.436868893941398	-0.7536372927305395	10.604033528770387	12.079324355409803
lied/noun	11.609734055941587	12.62722262063399	0	0	0	0	-1.4711152845318498	14.753707605255016	16.366808002455905	-3.2896196901981103	-8.575349659180526	-30.461354533306302	14.750227537952476	-3.399796008640147	13.947460827357046	-2.473166185450384
liefde/noun	-8.273678720592876	-13.048791814597882	0	0	0	0	-0.642945539708258	-10.27352703518007	-12.88050010077777	-3.4119401484540535	34.80947938525863	-20.54348449775783	12.745343303739848	3.867762634830752	-11.810143441392356	-2.7582288120247287
lof_trompet/noun	-9.27371169427468	-17.78651303500171	-1.4062956691521276	5.871160742944703	-5.192272027859673	6.286084200291675	5.465610073969046	-3.4313421070296495	17.77211074507629	-18.44745613309293	1.8551220898226777	36.7301739670108	16.23999927663372	7.616109861079975	23.004805725916952	12.9622403803575
lucht/noun	-2.620838381256365	13.90193441397233	0	0	0	0	-5.506891729224913	0.711683598816421	4.2231580579829675	-18.23633676037396	11.061675778274667	11.207521062410978	-5.841627329155012	-5.998043460333887	12.168361874467218	12.572734640110973
maak_waar/verb	-13.82978598450672	-26.37067386465765	0	0	0	0	2.5157105291597683	-23.49736684367537	-7.387839776176861	24.89349828236088	-2.8958306062510575	55.82264559092581	-3.911114331208308	1.3186912226362144	-28.809214787021258	-6.556613809640628
maal/noun	-23.081124077799615	10.763169550169875	-2.814121267021154	-2.2664198160487055	8.825155765903975	0.6659584621341671	12.104024969473988	-0.2582188568324387	17.42197364103432	24.001956557795022	-57.366216688888244	12.073394884007293	-11.588504086628136	1.0987668700523183	-15.83004079607619	18.271487309821005
maar/adv	14.982856817657941	-7.441353149752228	-2.5232267064790723	-3.683939521527123	-2.7719259655981565	-5.787871610252999	-18.213275458229063	4.457686082820074	11.996694067158849	16.043774790997375	-21.002369262305926	19.938751850116837	-17.341971037349474	-0.7916735905323192	3.3719153672780706	-18.724373964610905
maar/vg	14.407398643975396	-3.545039269786149	0	0	0	0	0	0	14.003003691286533	13.550509047301517	-26.965689242489045	17.309434389148294	0	0	0	0
maatschappelijk/adj	0.1788678460072962	-20.93987044045162	0	0	0	0	13.18219678504153	-16.478349846341594	-0.19932072720994629	20.779736471662343	24.37493552561614	-27.500612289853894	29.279214109643455	3.3399343802411825	-25.749419746458187	2.4794530808640016
mag/verb	16.448401970716727	-7.80377466558431	0	0	0	0	-18.44270723729966	5.594267203011992	12.983192179744629	16.674808347360567	-24.487134883085936	27.402412271624296	-4.585527301616025	-1.570498738810289	3.1265850108135447	-19.581175296366574
mandaat/noun	-4.884252266363177	-28.792093771240825	1.4367132311943633	6.640484657986367	2.7875991658901262	10.536977867158626	7.267942412701828	-20.903219454031284	-16.142710453282096	11.786406460951374	-24.73837264678908	38.42816988077306	-4.148674145914265	-17.34525889479644	-25.79676870586469	7.939364064475625
meest/adj	-1.3830969522336907	-1.6151300647711064	-1.26544113004742	1.861805209556186	-3.6532728865970108	-1.4404110924122546	-8.410498768148724	7.4875802027903084	6.197225016962916	6.465867929983571	-3.8020593226800496	-6.867492689075726	7.349883999326406	-5.071754963858617	0.8094039553891013	-4.122184713551529
melodie/noun	9.226396955842691	10.461739778427603	4.964213127909039	-0.2652101165213678	2.6921116694298495	-5.565044376876597	-2.3587346386323356	13.044276917776202	14.340987968310428	-4.107589301016945	-8.446301688277412	-26.15123846039969	18.527056626742045	-5.0641267458518655	10.445661512973922	-3.291695579923325
menselijk/adj	-6.813891434293322	-8.572730613177923	0	0	0	0	-0.02995157030265305	-7.6641375573268675	-11.579158120404019	-7.543115264174602	29.986987392155758	-16.20976988923517	2.6081844707209374	-16.658059015390414	-9.673211300830847	-6.017800511935447
menu/noun	-15.702062418312316	19.15253028559346	-2.3626009578338705	-5.32980129432738	-8.802583648091959	3.1717820613579	19.84782252770755	13.473873916314721	-12.798526846876353	-29.005576370615984	21.134446704577474	38.12833277208727	-21.104836567241655	1.4164949714950985	19.35675965260621	-18.777323580731274
met/prep	1.8888977540547252	3.420519914638477	0	0	0	0	0	0	5.186000346310396	-6.292992205757753	2.5269643419182692	-2.6092709245822987	0	0	0	0
minstens/adv	-21.868085289263202	11.855793707887464	-2.8326166637429737	-4.174528638190695	9.673199708666148	-0.08120748099050727	11.318155741838384	-2.1713956579876723	14.651998655816943	23.93513323061658	-49.310080650210786	23.93135459294487	-19.815481302179474	0.8777871781574326	-0.21663001347452795	-9.315779545625254
missie/noun	-5.74818162422306	-29.299090289089968	1.2116413141776803	3.7170231799939644	2.4904468073995667	10.652110915400485	6.133988376729373	-19.381421941404213	-17.439290471174893	10.422074247890547	-37.40546263282228	1.0340521961084248	-9.82419580010194	-16.799303492872593	-24.152473355482055	7.1828353380576875
modder/noun	-2.470495826761202	17.33051856740763	2.8469740458390507	4.284451480238771	6.1520609688933	-3.5221298700835266	-11.383147764315439	-9.611199716581394	-0.8418768354764382	-21.15032981076678	16.81580430013298	18.03154342722969	-5.022163363100025	-23.72276293119444	15.273172938645578	13.187031761299554
moment/noun	-3.2840497372520407	-19.692874441715066	-1.9743021758846515	-0.5687172563432913	-5.87716135676762	-3.5753606804407525	-13.21534870004622	7.363970733097008	-18.331791751285692	-4.676915353140638	-17.81662411689419	-1.5963526905645296	-6.98505477663066	-3.4210577102194395	-2.5156626805656526	-11.536307746313266
monument/noun	-10.05920544761135	6.625665871722916	1.7495557344376498	1.2502959285360604	-3.8782924670777983	2.474508052816614	-6.263553478708575	-5.009851212667548	11.549869530711677	-21.11252428779679	17.022050055366428	-14.691672410008314	2.4374122815020964	6.207155922961103	-0.43436984823396835	16.51012414784849
monumentaal/adj	-3.3933636778716725	5.604476662220042	0	0	0	0	-5.550659822495241	-3.760278380998074	1.5641626405693758	-12.161711553615861	14.661340885304949	-14.121476198976657	5.914292828256743	16.170013897938972	1.4296634590765402	16.88250431201501
muziek/noun	8.642528615209367	9.014759625946407	2.847825242756894	-0.8884381552369491	2.372285681592559	-4.712665744673291	-2.542780322840329	11.590831207865502	11.728029458826981	-4.105925969880729	-7.021510739167096	-25.657598698948036	15.57002757545262	-5.826327004700203	8.720676011788425	-3.261260446157254
naam/noun	16.095207008721122	16.48560127734176	-0.6571331799293109	-0.4822455281376253	5.301606919164186	-8.249652715309674	-3.5998012447509535	21.841512839204988	17.866916786090144	2.0323010641293315	-8.071584285730637	-3.797913650298935	5.157358502382353	-3.8176294571172837	22.445712826755138	-2.76207486889692
naar/adj	6.999818694423742	-1.6182585912368324	-3.4524302529239415	-2.004531854459136	-3.3994927713531116	-7.53287229246858	13.574070984509829	12.125327552128317	-10.914689996088407	9.948006512221385	-7.034497761741097	48.09548725038942	-15.239076177866306	8.351157948617491	12.014162604288897	-15.780636106827247
naar/prep	6.146189657153739	-1.1568829138673817	0	0	0	0	0	0	-10.16280542445421	9.454230944725744	-7.562992261420734	46.53409419897296	0	0	0	0
natuur/noun	-6.449467068105985	2.1500258858836165	0	0	0	0	-2.5211011922978672	-6.559080729134175	-12.55476974900305	-6.301164212553163	23.359926190795683	-9.583475404209882	-16.166015155456144	-7.836596648285316	0.04274684560169622	11.295220085296862
nergens/adv	11.88304385680063	-1.6095957485491668	0	0	0	0	0	0	0	0	-6.083738021883961	22.39822664903748	-2.684980796919724	9.913241592349653	8.259751477574806	-13.26562365785031
noop/verb	-23.574848755461513	-15.555070487950278	0	0	0	0	-15.601426719697825	-15.097135237204492	-1.7858661584589666	11.579527997972871	-26.273755819855392	48.40851018628105	2.2018492083566943	-11.394013455327554	21.02087220065966	22.871004174431192
nul/noun	-22.765069363241064	9.252627839119212	-3.691467131696315	-4.918225594134729	8.994904462428094	1.9530125033784758	13.08093256189415	0.4188787109894917	19.167745815378826	23.893530114180155	-36.22020628151831	-17.250260002557578	-20.51163213037627	5.779291808416566	-15.840276946587672	16.913414073368983
of/adj	-24.851828938795077	2.4238257651341972	0	0	0	0	-7.089658985748478	-19.258979460562646	22.729605294837405	15.85354953557446	57.127135503321874	-2.885777217481635	23.325810839921935	-18.854843900590776	-22.986695304072263	16.291511177265953
of/vg	3.144273541303904	4.790713675450384	-1.725385108155381	-2.296725879949069	-0.8247533649287139	-6.323195975839409	0	0	0	0	12.873272374023568	33.0369729934089	0	0	0	0
omarm/verb	-10.969483982239831	-14.548750992214796	0	0	0	0	0.8877348324602367	-13.372234973507018	-12.294419686055516	0.9643098898425142	37.03180983095339	-22.376481898287963	18.607095772627034	17.733580060778838	-13.562187005314232	0.8864213711471924
onbezorgd/adj	8.908059481227019	-13.693537196321145	0	0	0	0	4.0798663728520985	-6.02608806508764	-14.650902096238411	0.126312288609222	-19.09541745744992	-11.122866601785251	-6.430446274830247	16.320861724335327	-5.387543889917137	-3.3602729383446226
onderwerp/noun	-2.7015437501443107	-12.498670960783912	0	0	0	0	-9.938052486207681	2.7287056643077996	-18.367434893571932	-1.8245294817016298	15.635381238711423	-27.462783381015576	1.0961606473382592	-5.735564931988296	-3.283258066436009	-1.0136736900688683
onthul/verb	-11.55310390677254	6.845999080759827	0	0	0	0	-5.783309637902678	-6.147763417777761	13.329138869115182	-20.801203460316223	16.515460876018796	-16.261444379396455	6.464742245880093	0.04114750921105808	-1.138226381632158	17.74633765218306
ontken/verb	-23.335341281848212	-2.500805720954503	0	0	0	0	19.236142052991173	-1.0650200783624413	3.1801911601486905	13.516413218590484	-36.91376139367147	29.97585405344902	-0.7670319862269415	-14.011784841681374	-10.718716735729927	-20.125488377389324
ontketen/verb	-22.947270193690194	-15.51873261477132	0	0	0	0	0	0	0	0	-25.149801372659663	48.24263023008254	3.605460398498626	8.088807694904379	21.081869589961673	22.85903189637037
ontluik/adj	-8.921848564353908	-15.490491221767186	0	0	0	0	2.480963457310041	-7.984075707062412	-15.785153567935973	-2.1589669695920986	28.086417239040927	-15.674225740639804	14.98069032629767	20.08918404546615	-10.531106666293866	-2.6701693291061797
ooit/adv	-17.43396943765325	-8.52167007943212	0	0	0	0	-6.558189212333174	-7.955011697986308	0.10164103858852389	8.932740587274063	-5.787355319676176	-4.0848483387960135	5.691238342900516	-3.2514816288216615	-16.904079154554157	-5.279383410417116
oor/noun	8.88012177374539	7.296210201096289	0	0	0	0	-6.763250129828724	14.507139374368185	14.908491904516492	1.9322081054037274	-15.327005479214497	-21.938634080777785	-8.6555357357345315	10.134152393865515	13.213772692702557	2.9238223852110687
op/adj	3.715336584390293	-0.8125166148830728	0	0	0	0	17.883283223255546	-12.58804273468736	-9.272732194188793	8.647019319862634	-7.596051248239502	45.99431655439136	-4.79667251187945	-4.486116167508812	-7.577432335603173	11.015004553054125
optreden/noun	9.457560985045355	17.412641785393806	2.256347130075153	-0.8698314615737791	5.975017487521149	-5.973492272150832	1.112470636562262	14.013045264245589	9.518441172858482	-2.5516801238328157	-4.573679531041221	-35.09695660645935	15.677076519317458	-4.664539016955285	10.117090549184535	-6.735330702763658
orgasme/noun	-1.09883351225236	-17.23551452111976	-3.292308828675588	-6.111160945096084	2.7042035189117706	1.375692108300589	-10.421385994652411	-0.861303502863564	-2.298822560109869	15.064067909147136	43.42853215923624	19.215802902189658	-24.283141618774327	7.4329910263408925	-14.908721168287899	11.799403759606419
over/prep	-0.6749766324946186	-7.328851250115212	0	0	0	0	0	0	2.9823369126129076	4.82544061470498	13.448209350473924	-26.33050499523561	0	0	0	0
overkant/noun	20.156411425593376	4.597359465270717	0	0	0	0	-11.256994631283726	-3.4544589313401923	2.1563425634103304	29.483116692426126	22.982231783893937	16.372737012048184	-9.333123962066118	-2.9168374519469915	2.5572947744197343	21.12936662687866
pad/noun	-6.954923435961045	8.490278203892665	-4.854894616850121	-2.551570659498491	0.12724722672592248	-7.9272945670684445	-18.450158487832088	-5.267701592128558	12.028315901947531	-16.925620590472423	25.61866200096295	18.92708638770859	-18.10743346002848	-10.481434239798443	7.250132955381238	20.79907322332548
paradijs/noun	-9.721854794103969	-9.22553763279224	6.353830147203511	-2.499238660079411	-0.4391288323577626	3.98504397788209	-4.574198900058219	-12.996624541005646	-7.529051291674162	-11.836408209813932	36.15202375602772	-14.834930723131599	18.91823138658969	4.1605691261954645	-15.449056907918216	-9.70972860906723
paradijselijk/adj	-4.452262062408784	2.9066814837652633	6.522087838348476	-2.6241572434222595	-1.023937542458745	2.368630093228812	0	0	0	0	0	0	0	0	0	0
partner/noun	8.159332398187534	-22.89254607778235	0	0	0	0	18.104198904011177	-12.589521847021388	-10.389410949056968	19.73483577412808	40.17179219070475	18.74682674385235	-7.308372700461168	-10.840476128502115	-8.157089068038596	11.390760047044596
passage/noun	12.84663443253525	8.040960373883252	2.1427632857353758	0.27243173811254173	1.3648496802975327	-5.573480673995503	3.3120673170370756	18.490491220099628	9.713803566841777	-6.88999205872988	4.890592312202483	-27.670411193623675	9.348753720969068	8.80730716011288	0.44694975788620045	-2.321470986917265
patent/noun	-3.089982907948539	-21.13789373120493	-2.4135771200822878	4.4059894020610635	4.50285889993483	2.726440796465656	10.9257736288918	5.216853377842825	-21.23075336110294	-4.143692412013409	-40.91567140374063	-2.934932122726654	1.5268912478027175	8.233201831797578	12.802249579828493	-11.78651864364402
perfectie/noun	-7.746035063692157	-3.5342520380812936	4.992464486250875	-1.3892836123789516	-1.358463104418898	-2.929639527004106	2.29636611564086	6.316953908874288	-3.682375573955314	-0.13122095510934384	25.104453154720225	-15.73618290193009	22.24442459248297	-0.31696119301718684	-6.991558064036577	0.08063454070996623
piano_spel/noun	12.659708824030382	10.228967351769866	1.8105864128226568	-5.929711600627292	3.412552628425713	-7.463699751174181	-5.249391839626218	16.713611281746893	17.17112145347008	-6.286144528375732	-11.25634107885355	-28.814165362844026	25.804805106048594	-10.953803049286318	12.893688522511145	-6.0679140474977675
plaats/prep	2.8737390484404126	5.661172063431184	0	0	0	0	0	0	4.495755221881396	-8.152745503850625	14.243596102775387	33.00874657832395	0	0	0	0
plaats/verb	-8.561280302161775	12.644661042828442	0	0	0	0	-3.298475281449266	-3.2976682483619895	8.885691570672995	-19.835300356723906	18.59858640156748	5.476868313121537	-7.142959935170613	2.4379324907773685	7.881913089800616	17.472887589980868
plafond/noun	-6.081509331774374	15.36405673424491	0	0	0	0	-2.3814529247803766	-0.8297454184259694	5.7603421251486076	-20.544519099070822	18.626951900035078	8.465389774096218	-22.245929375378896	0.22393431551588755	11.70302769884439	15.878766458246648
plek/noun	3.6803682528584196	1.3949104371674639	-2.3785279752250026	-1.9472377084074108	-3.1281623329704313	0.8199390854076648	-8.578598270875572	-4.8428096165099435	10.44188228407489	-24.07622362554762	-16.650204841227893	-4.06962859555945	-9.878439721679452	-0.2887690938575123	-2.1850829957404674	13.232124846548386
