cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/punct	0.28664503	4.0	0.6364175	14	142029
"""/punct"	-0.024141047	101.0	-0.21510442	207	4844510
&/punct	1.7564956	1.0	0.8575204	1	8058
'/punct	1.0329443	164.0	0.6130739	267	2720890
'80/num			2.4082658	1	1666
'82/name	7.050792	1.0	6.1688933	1	40
's/adv	-0.2998124	1.0	-0.516081	2	62265
's/det	1.4225062	1.0	1.2141616	2	11206
't/name	0.9468041	1.0	0.73843485	2	17963
(/punct	-0.9427416	23.0	-0.68063635	73	2759129
)/punct	-0.92133695	23.0	-0.61799073	77	2758869
*/tag	-0.9057361	1.0	-0.665041	3	117193
,/name			0.40223747	2	24958
,/punct	0.34418112	554.0	0.28011942	1289	18092245
--/punct	0.20014662	2.0	0.42230815	6	75440
--Josef-Haubrich-Kunsthalle/name	8.433957	1.0	7.5195603	1	10
--al/noun			9.822145	1	1
-/name			-0.65518457	1	36107
-/punct	0.338069	32.0	0.23242651	71	1059446
-dochters/noun			6.3962555	1	31
-en/noun	3.9732344	1.0	3.0656786	1	867
.../name			1.978964	1	2586
.../punct	0.5906046	4.0	0.60316277	10	103573
./name			1.8418996	1	3011
./punct	0.03576043	624.0	-0.06083937	1407	28225482
//name			0.42951706	1	13088
//punct	1.8218626	6.0	1.6278715	12	45910
0-1/num			-0.14228411	1	21461
02/548.24.24/num			3.3734937	1	649
03/248.28.28/num			4.689293	1	181
03/281.22.08/num			8.435851	1	4
050-33.03.23/num			9.352142	1	2
051/24.33.88/num			9.128999	1	2
09/237.04.07/num			7.288449	1	13
09/267.99.99/num			5.1859612	1	104
1/name			0.013575202	3	56531
1/noun			-1.2994816	1	69141
1/num			-0.73920727	3	118827
10/num			-0.88913274	2	91258
100/num	0.06483739	1.0	0.5482333	4	43355
105/num	2.649555	1.0	2.4367907	2	3270
11-17u./noun			2.426946	1	1682
11-17u/noun			4.8908544	6	847
11-19u/noun			5.7031083	1	62
11.00-12.00u./noun			5.88543	1	52
11/noun	0.22874863	1.0	0.42603967	3	36830
11/num	0.13007133	1.0	-0.08098058	2	40771
110/num	2.023967	1.0	1.1202338	1	6110
1178/noun			8.435851	1	4
12/noun			0.0097459685	1	18653
12/num			-1.1202661	1	57411
120.000/num			2.2498999	1	1980
120/num			0.38088804	1	12795
