cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name	1.6802201	2.0	0.77299273	2	19257
!/punct	0.10476901	3.0	0.5830857	12	142029
"""/punct"	-0.18965009	77.0	-0.12888433	204	4844510
'/punct	-0.11096841	47.0	-0.1197657	116	2720890
'e'/noun	7.1565986	1.0	6.246664	1	40
's/adv	1.192288	4.0	0.8375009	7	62265
't/name			0.14610654	1	17963
(/punct	-1.2643795	15.0	-1.286758	36	2759129
)/punct	-1.4661185	12.0	-1.1974156	39	2758869
*/tag			-1.6628344	1	117193
*versste/noun			9.922964	1	1
,/punct	0.50100964	583.0	0.3308284	1226	18092245
--/punct	0.99909985	4.0	0.523127	6	75440
-/punct	-0.4569115	13.0	-0.058233477	48	1059446
-Na/name	6.3124404	1.0	5.397379	1	93
-en/noun			3.1664975	1	867
-sta_op/verb			9.922964	1	1
-vegen/noun			9.922964	1	1
.../punct	0.69641066	4.0	0.70398164	10	103573
./punct	0.1590411	635.0	0.13870828	1553	28225482
//name			0.53033596	1	13088
//punct	1.2345214	3.0	1.3232253	8	45910
0,33%/num			8.561988	1	4
0-1/num			-0.041465227	1	21461
1-0/num	0.48782858	1.0	-0.42557254	1	31566
1/num			-1.0438535	2	118827
10/num	-0.5726711	1.0	-1.481461	1	91258
100.000/num			0.6469769	1	10904
100/num			-0.7372422	1	43355
12.00/noun			3.3641286	1	723
120/num	1.3907	1.0	0.48170692	1	12795
15-love/noun			9.229817	1	2
15.30/noun	3.079752	1.0	2.1706293	1	2359
1609/noun			5.908385	1	56
17.30/noun			1.6898333	1	3818
18-jarige/adj			1.6137061	1	4170
180/num			1.1504782	1	6553
19/noun	0.7965853	1.0	-0.10849397	1	23205
19/num	0.4598196	1.0	-0.44923675	1	32622
190/num			2.299298	1	2080
1934/noun			2.4999335	1	1693
1939/noun			2.320588	1	2018
1955/noun			2.189741	1	2309
1990/noun			0.44232988	1	13235
1998/noun	0.0011458108	1.0	-0.91153187	1	51305
1999/noun	-0.088897906	1.0	-0.9999297	1	56174
2./num			-0.79746956	1	45325
2.10/noun			5.6802	1	71
2.674,03/num			9.922964	1	1
2/name			-0.8411435	1	49039
2/noun	0.88872	1.0	0.6774042	2	21190
2/num			-1.6865866	1	111933
20-20/noun			4.8584723	1	161
20/num			-1.3347099	1	78788
2000/noun			-0.01102473	3	62906
2002/noun			-0.9124489	1	51756
2003/noun			-0.5666945	1	36639
2004/noun			-0.23423456	1	26354
21/num			-0.57542455	1	36979
22/num	0.30013642	1.0	0.48969266	3	38168
25/num	-0.32183176	1.0	-1.2301275	1	71011
26-jarige/adj			1.6065421	1	4198
27/num	0.6583304	1.0	-0.25042227	1	26724
28/num			-0.2654726	1	27077
3,5-2,5/num	8.031441	1.0	7.1165786	1	17
30/num	-0.115553975	1.0	-0.33122125	2	57761
31/noun			0.36127388	1	14497
31/num			0.11792534	1	18484
32/num			-0.022705676	1	21246
34/num			0.16519953	1	17620
35/num	0.44219962	1.0	-0.4670211	1	33039
39/num			0.48181012	1	12844
3B/noun			3.0988626	1	938
3FM/name			3.4511592	1	663
4,9/num	3.7329793	1.0	2.8233912	1	1228
4-2/noun			2.129522	1	2471
4./tag	4.8612494	1.0	3.9431932	1	397
4/noun	0.91967684	1.0	0.014074114	1	20560
4/num			-0.6989504	2	83383
42ste/num			3.929003	1	408
43-jarige/adj			3.140801	2	1830
45,95/num			7.131799	1	17
46/num			0.17111126	1	17422
48-jarige/adj	3.626281	1.0	2.7206013	1	1383
5/noun			0.08522157	1	19088
50/num	0.050889418	1.0	-0.16463879	2	48857
6/noun			0.052932955	1	19732
6/num	-0.19230983	1.0	-1.1035994	1	62429
60.000/num			1.6385486	1	4041
65/num	1.0461185	1.0	0.1367639	1	18043
7/noun			0.09042535	1	18997
747AM/name			2.812595	1	1361
8/noun	0.92403954	1.0	0.71090317	2	20423
80/num			-0.35092553	1	29331
88-92/num			9.229817	1	2
95/num	2.0210767	1.0	1.1104858	1	6806
:/punct	0.26112467	55.0	0.13286558	120	2182842
;/punct	-0.69122905	7.0	-0.6089356	19	715025
?/punct	-0.2852353	12.0	-0.09851392	36	826450
AK-47's/name			7.9770546	1	7
AM/name			2.8245063	1	1309
AP/name	1.6726213	1.0	0.8347862	1	11649
Aarschot/name			0.8191576	1	9452
Aat/name	4.5484667	1.0	3.6389236	1	547
Abedellah/name			9.922964	1	1
Abu/name	2.5254366	1.0	1.6166159	1	4121
Adrie/name			3.637246	1	549
Advice/name			6.389278	1	35
Afrika/name			-0.00586419	1	20848
Ahmet/name	4.38401	1.0	3.4762135	1	649
Ahoy/name			1.8578093	1	3244
Air/name	1.5820038	1.0	0.67656714	1	10646
Ajax/name	0.81460947	2.0	0.8224491	5	45888
Alasdair/name			6.8050146	1	23
Alaves/name			3.577767	1	583
Albert/name			-0.10300167	1	23148
Alfons/name			2.1022038	1	2548
Algerijns/adj			1.9980963	1	2852
Ali/name			1.343191	2	10850
Alkyonis/name			7.525069	1	11
Almere/name			1.1285866	1	6824
Alphenaar/name			5.493339	1	85
Altyn/name			9.229817	1	2
Amal/name	5.4026394	1.0	4.4905534	1	232
Ambassador/name			5.430403	1	90
Amerikaan/noun			-0.9942426	1	56013
Amerikaans/adj			-1.7079706	2	231449
Amsterdam/name	-1.0374299	1.0	-0.55406743	4	146502
Amsterdams/adj			-0.85403985	1	49844
Amundsen/name	6.1328177	1.0	5.2215757	1	111
An/name			1.9255201	2	6063
