_id	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	dof.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	dof.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	dof.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	dof.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	dof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	dof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	dof.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	dof.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	dof.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.x	dof.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.y	dof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.x	dof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall.y
beetje/noun	-8.367071812411982	6.048431097385771	-6.4199223317258856	6.660776165812002	-11.4533219582265	-3.1027223634147743	-4.135678242882892	-3.0797146501999717	17.882821673279796	2.061741627579101	-12.819385054000227	1.2706013074972715	-19.430161504107264	12.227370662796869
begeleid/adj	15.704325894168296	-15.305936060606484	17.744765410421312	-4.43092549993257	9.042285817570976	-6.411482990327512	22.417074464273316	-17.53452839197585	-9.63596226330745	-23.13981109712903	0.2414122752127237	-19.401440451366337	-9.000953972959127	-33.28626886852531
begin/verb	-6.936338768320353	-8.7998651632518	-3.616435527764219	-15.546604654927698	10.787897751222754	-12.936754214774087	-19.10077060541841	-33.142235328971935	-29.0467628046049	-2.3641143114282896	5.553732991418674	-10.321639304756747	27.39111505884573	-34.78241344864507
beland/verb	-1.534550832222546	-16.023262719447153	4.78686034425984	-14.94136497636368	13.221244138293807	12.521729738217608	31.553568000082883	15.22209122614868	-14.390227365719793	13.70609317998026	8.433106062722905	-5.762302830851099	31.50882769838078	-9.697152056615126
berusting/noun	-18.212990060944087	-11.850945705088026	-14.558740363891474	-7.181745880000324	-9.533152687229803	-17.834610460937306	2.166148892090607	-26.38753509075806	8.76087718049708	-8.414316134621561	-16.111318967165897	30.497127779758987	-24.39938511375595	-8.431128462577373
beteken/verb	-7.030764988616165	-20.45894545235615	1.5810267879896571	-26.061005486085392	18.11916450422873	-7.945376816853021	-22.767713356678588	-10.709112166480269	-23.108412254963646	4.476435150969395	8.442670573674533	1.5854867897802611	-30.352810682949755	5.199040567785345
beton_blok/noun	17.50719868718457	7.368446285402683	5.211952321028475	-17.898683598245768	11.750285709903054	11.169105254486135	2.390100125688882	36.457767810641876	-14.955208757411858	7.9497432563824075	31.286017352300977	-7.143237236030182	24.738428028200815	-11.536546715361727
bewust/adj	3.0129921609542683	4.648985221687517	3.0704953211320527	-5.153289455815766	-16.628534626991904	0.6587589878855696	8.571973920808613	-10.153242649214363	-12.919310521243117	0.3470128997855351	-5.210133736941797	-6.8702255159643375	-26.229655390139396	17.096613756406853
blad/noun	14.97816830943236	16.982318089737795	12.634674787246489	23.519251826445206	-2.47047015677631	20.99119883644452	19.38559021832546	26.407558322662027	-4.349401355556631	22.93772017062178	0.7511756533410686	-9.629875330893741	19.022392332085143	24.81808537911845
blazoen/noun	10.604359616398336	25.998144618283177	0	0	0	0	4.4804130074884965	23.10719341009031	14.22084493506536	20.153043209466272	-8.865491002152014	-12.635704853490575	9.96242828622312	29.80353451899648
bleek/adj	3.93863075289183	15.14963430699808	2.423019578827927	18.73078639984463	-3.2561090267164583	13.236919591317148	7.549066313201887	16.627442031335626	7.378130731137179	17.70291423696706	13.820278792000387	10.633864281789842	9.42596688076512	15.550649911698896
blik/noun	-0.3401915151152278	16.711235581234234	-3.7520519673666093	21.042439047297947	-1.6951261987866322	8.674353168739872	4.4493293474532205	13.396117988522416	2.8229475613128536	12.152132031082166	-18.573478451980247	-13.688363490687502	8.10041048207693	9.046822382601908
bol/noun	12.544418577338343	17.616728685754673	9.779433867439257	19.991874160259698	-2.641508263637569	16.638803218548386	10.018575792048013	29.07122435417665	-2.861681902474715	27.048574883600136	16.537799675758137	8.81636703474515	17.69709709851411	22.174486402005382
bom/noun	6.538543075518426	-18.905465931007186	7.475619754281828	-18.403387624051472	14.05005524579624	8.412622254602521	2.065726795945436	38.02034127836903	-15.766520140889032	5.7335448385159555	17.011827328334643	-12.837735198872586	17.98342463989786	-23.698747270546114
bonk/verb	18.05633426140123	3.4250455128871935	3.2143212526124505	-8.499497942511825	6.079767941096829	18.953503486121907	-3.8362211888292466	34.45213317214192	-11.856172658837416	9.3434957259758	7.500117635979764	30.961991198513562	16.804452449454892	-10.845138375481328
bont/noun	13.197992503212669	23.90246878708748	9.583449319521568	24.967134471596914	2.5141792082521985	21.628268122847924	15.777269554180332	22.2501814651873	4.645748807158429	25.89571918851579	-26.889340908609892	-15.155842109376039	18.048420436759535	30.253845473478787
boor/verb	14.513602098957598	6.697159029654193	15.01921925206891	14.68865982258727	8.595017258950788	13.585933534098231	5.066226367279478	35.71398084727618	-14.409706752570612	10.463075077383166	13.634810836101295	-9.457743905017514	26.09295548600221	-2.559920212782212
boven/prep	9.785168945147348	10.24041372877693	11.750014576903537	15.183637668250384	0	0	22.17363670511828	18.612403036483638	0	0	0	0	0	0
breek_af/verb	-10.536628916676305	20.498310983578456	-4.772540818012639	-19.314269376920308	15.82514797217496	12.407087232655252	-16.56308514130193	19.67746359976583	-11.603774585869724	14.15626396356303	3.903717217233716	-9.666225488363521	24.207006304788013	-1.9297954831807396
bril_glas/noun	3.8040420350668747	20.961199076037055	0	0	0	0	12.099312262643421	14.518466218838308	3.7716871499793077	16.18206027743881	-22.936761761803535	25.87758419549128	11.691532298806719	16.011337452355814
brok/noun	11.687540335771939	2.585479423084444	2.4644235225684907	-21.743618039881294	10.544105282202828	8.465332596368453	0.8732494560194114	31.246639476690692	-7.185112307335851	25.459460588660264	15.525861416321758	12.826421578596625	27.5895092443607	25.046990769441148
buur/noun	-5.0020007256757975	-16.454699998160486	1.9818885175905974	-14.685115817130972	9.663788041249118	4.727312355750237	-11.877038246428011	-21.276895942898307	-12.107511213893577	-7.356143582674082	12.977384889003693	13.017217666199182	-10.776588638292692	-16.429193762140216
by/noun	21.81587830318233	-11.29762916608617	-11.300849224584576	-30.91959114758214	18.80631721752774	-19.760024986133327	-24.669521546310314	25.364394110702303	-25.62962247531443	18.13140551908905	-4.780355300147609	-24.336389028842724	4.42685174579839	-44.58339150659817
cd/noun	18.541656300821025	-11.732167767644489	14.32740841154373	-2.137039313253274	5.522051490884605	-5.8721470227771215	24.56185255392591	-13.833373550531512	-7.1841500835779915	-26.54495299925434	-4.91913817610529	-21.01728379633406	-13.465062858572125	-31.40218373276353
ceremonieel/noun	-29.34676560105745	10.698920170378424	-25.72882482193675	-15.41165820708233	2.4409526088373754	-24.476937355227548	-24.4154342331798	7.594213931728535	25.82894716254261	-11.68307794901983	-26.817497285803512	8.864705569038382	-14.372520298966263	27.65975466711322
contrasteer/verb	7.217213542523667	12.11292556758642	-1.5892098361648537	16.216921931817165	-7.180954886296098	8.742281244280747	7.414789671896778	11.030881783909123	12.339861210427776	10.563654480714979	-2.9050279722868524	-31.79155051855909	-7.094485002390116	19.50520155732407
coupé/noun	-6.152723577060117	16.400370576818045	-3.3189654524565966	27.149637984220547	-13.069909773441198	15.095627233916515	-4.906224035475771	22.995203825733828	-2.094559512601335	32.953499825365746	12.502274328011003	-4.806064798853976	19.86968569318958	-5.106368334480305
daar/adv	-20.52302388856684	5.576236388126731	-7.730473910470127	-14.698557299539596	-17.6508521829626	-10.004619147378227	-17.856853136837533	-8.95669095926971	-6.309665477403519	2.551966444689185	9.460236835394737	-0.9050684230852049	-2.890747216871721	-4.003568981284122
daarbij/pp	7.583979093846597	-3.3043769162873273	0	0	0	0	-11.91779795946343	10.22379011740572	0	0	0	0	0	0
daarin/pp	10.173984602780349	-4.976312753413499	0	0	0	0	0	0	0	0	0	0	0	0
daarna/adv	-8.16832169539323	-17.397629112984944	0	0	0	0	-22.649571364753275	-21.81233205242106	-10.030281681914628	0.23399109798388615	8.612150632903557	15.799704032728295	-3.930054578347608	-12.240249914194152
dan/adv	-18.588619624467924	7.930492520375773	-19.802506998662096	3.7990972086609216	-16.96324412038158	-8.33322363856522	-10.91880445493254	-10.045155082212336	-5.58891116032466	-2.5442068347368507	-16.81249547612073	3.0967836234765507	-4.864682759309679	-10.64442055068835
dan/comparative	-13.951740475325868	3.9325990955948873	-1.4963229386723196	3.992785622420422	0	0	-0.009712728083607043	-0.7426804636620294	0	0	0	0	0	0
dat/pron	28.7951963597079	17.04861317040037	9.550166729915631	7.389609644660554	0	0	28.719150006793004	31.34448619678203	0	0	0	0	0	0
dauw/noun	18.961772608425903	22.749902052426727	16.647413553622126	23.051219945281677	-7.186997712682723	20.280558747348998	15.149095649462387	33.390002933943165	-3.6680385437180965	29.67023633084283	30.83247731002623	14.6018032132619	25.757371507010205	13.551105091621094
deels/adv	-11.748547838916883	24.916530354280976	10.511122359854193	31.495330047153725	1.0092728385554528	27.466160237137114	19.845382966209854	6.466489241342529	-2.28035810752544	1.161572556123017	-6.443321730911078	21.34429200819717	-33.861507172429675	-23.889111285861464
den/adv	-27.4162763318696	17.09671368596002	-17.04747506541948	-25.78962843476957	7.167034990486135	-26.130013321127382	-22.6378843036113	14.94666336112869	26.94673292960759	-17.557297745658282	-35.04513744701366	-10.436329038335348	-46.97480684884585	3.372519113751614
dicht/adj	5.6941590829173725	-5.302050576289415	0	0	0	0	15.384916904166527	10.990598735184028	6.129355172349517	32.67854205633809	3.078971144833536	4.275229432876551	37.54695571522027	1.8745443211936006
die/det	3.8955962150169374	3.0956752499300575	2.542702128877607	-3.792944600573465	0	0	8.699179958751122	-6.919419409695152	0	0	0	0	0	0
die/pron	4.816706319967238	3.152342206766405	3.2047954301201638	-3.0596685823630723	0	0	9.356621601530266	-6.027627045439889	0	0	0	0	0	0
dikwijls/adj	-11.630024172869765	-0.5277656214490628	-11.695317187016556	4.467555576153691	-11.267073870875278	1.4403210022815576	1.34268979017094	-5.740021289791885	14.453806192021556	-1.3135987260211268	-14.536576039798637	22.85690996398948	-19.57967995037653	7.457738275367998
dof/adj	3.9536992775513355	-2.1038766996321883	2.6338492483794336	0.8254354068615608	-2.611900811772336	0.5617546781051501	9.182391591843093	-1.6697097804540446	-1.3180375048400432	-0.788268822383394	7.505770832985182	30.97900206414702	-10.248912283601445	1.4794202676030959
donker/adj	5.563528181885815	14.057160166535018	3.24719760060337	16.95228535141286	-4.037350387579738	12.267256917809556	8.710251206041248	17.264962334667835	8.189801149356544	16.475695553010496	2.0282625641010905	-11.389206341946622	4.163333532811458	18.837557543028826
dooier/noun	22.889006584627353	22.056115380475266	14.216700123002704	27.766810016071783	-11.182191604837845	20.637549015285547	8.645599493958374	23.109361604377202	12.564001411008023	24.014190520094964	16.17656492867483	33.08773251908765	4.800591894047682	31.58535262587103
door/prep	8.808661349831551	-4.6485649186958815	24.118497821826903	-3.8259683680938337	0	0	9.454145423967274	2.3252008682755805	0	0	0	0	0	0
doorbraak/noun	-13.125991131259461	-14.638502070085433	11.589210793771247	-24.972141845442156	19.36601521252379	-12.778321217492882	-25.245318209484882	-17.194054394422302	29.110815394132093	-4.3455173068750215	4.1801554111958215	-11.483960974131946	-37.88777774286513	-6.26415831400062
doordat/comp	9.299602646407191	-1.0822111559916445	0	0	0	0	18.713586934956645	5.795047552074357	0	0	0	0	0	0
dreun/adj	12.370298464481964	-17.54689181563217	14.453513656945244	-7.533109076201281	10.350470046908859	-3.2368262849353022	22.754224918484276	-21.871998118440178	-14.857683891800788	-22.71598932077156	17.654432758081608	-23.00146932458025	-5.913087901957094	-30.114301911693225
dreun/noun	4.043180152933556	-19.574374668153755	11.889646860086605	-17.128347225153913	13.937093972909794	4.96106881066084	-19.412838385594952	-17.10805559231554	-17.605821123413325	-9.392150647424812	14.887052104043594	17.26228823110631	13.930915091090288	-19.532154422867166
dreun/verb	11.340856825185076	-16.06768591831056	13.507700290632862	-9.799684167003324	11.266659273599752	-1.5206581630177163	22.95442620994352	-25.443089740747162	-16.44508259580218	-20.140774523583005	-32.177291726669665	1.9266821260665983	15.152045466418988	-13.376380994506514
drie/num	-13.952744466623843	-29.07750767806262	-0.8055301241358642	-34.28984160375758	0	0	-33.42100659415771	-28.048929679189524	0	0	0	0	0	0
drijf/verb	-21.72189801293834	-15.471173262908177	0	0	0	0	0	0	0	0	0	0	-22.073660489694028	-13.86336868893094
dring_binnen/verb	15.286260137161069	5.836313859728663	0	0	0	0	0	0	0	0	0	0	26.86168918932485	-1.4699542446262996
dring_door/verb	7.465887392032634	-9.910630348130592	6.6944608028233095	-8.036178355204136	3.528514141751158	1.9450993647501327	10.451771464150331	-13.864931218956631	-8.962152503365642	-11.690995408178557	-2.6856453743208317	27.75060568442168	37.799357192979166	-5.339266399638414
dringend/adj	13.199529386321633	-2.7181101301149604	-32.08732844440626	-2.4169309104343117	24.677108212932758	-2.002212659606962	16.773028343906837	40.97929911017733	-30.405477252625644	-15.438103771450788	-6.878393068264014	-9.835745489493643	39.67673591967879	-11.155570305157548
droef/adj	-4.138062114575315	15.064349458582987	-4.357161230429747	19.412547580732785	-1.2796961639060436	7.311443961121209	-5.9673336195324325	13.077922275708065	0.5693114435018086	12.389001026810737	-20.61609806390958	-15.682447042685657	-1.9062917525196152	9.729613766873475
droog/adj	-0.020529279549146295	3.4458748283027028	5.662157083499253	9.961083867261651	-0.3061786554692904	4.210792250151536	10.428297409414444	7.167011453729273	10.604156891384722	7.41759406166829	9.846910224663217	6.993373395946359	-0.6195598151569212	21.230668911125424
droog/verb	19.26847540867087	18.652428849143664	14.643665137290537	18.21477804128853	-4.988271719386957	17.08093510072094	16.729127836150397	31.16003339428953	-2.3839585602180122	19.709433710656736	-4.92080150407814	-33.090071694794254	14.920143014765015	31.988967298234844
druk_uit/verb	-18.97398514588398	-14.264597698374724	-17.298023903222184	-1.3045771752399344	-14.555781837209341	-16.963749944968864	2.081561469159447	-32.28704643869405	9.1805281282578	-3.9611454380089386	4.181176026290292	-24.522091554726025	-29.134538720117835	-7.239773290342628
drum/noun	13.985921015306936	-16.764381456840812	16.288553335297685	-6.90957700967781	9.57871310395213	-4.36777372113438	22.752955755953202	-20.2985218046269	-12.258489279050295	-22.568613651533898	-0.667351715958827	-25.076638422874602	-6.41123758232996	-31.89630157378534
dus/comp	-16.8402327390021	11.980575814417708	0	0	0	0	-11.576169206364904	-8.38244319436966	0	0	0	0	0	0
duur/adv	-27.39468800546376	17.098952625295965	-17.184584001888112	-25.80851426287523	7.23152230794189	-26.045400055175396	-22.60999094945877	14.974242157274285	26.89179758382401	-17.588611070232602	-35.18093482169642	-10.505388316371619	-46.97812858865857	3.2929279608389517
dwaal/verb	-4.752927971189913	15.88768047965696	-3.7412686990250537	26.269309638762923	-12.615491860319365	14.601640171430663	-4.573027959215713	21.663161079677955	0.42970258216639323	10.94637692210849	15.575103384773394	-17.879485860784282	3.1522462512868943	8.625240326720135
e/noun	26.546310365130896	-18.021835446595166	25.47830742534779	12.455210149095798	10.673494244967136	22.675682707127343	-32.718347242323674	-9.7822013574262	2.1284433248222423	-36.41000634327453	13.218296398516028	-13.445635274792602	9.008139944381984	-0.7996937749709253
een/det	3.4859764381857463	-3.378744380623013	2.2122285798321233	2.3767855375914233	0	0	8.435092411879024	-1.080559103271299	0	0	0	0	0	0
eerlijk/adj	-23.075245189669626	11.563470194251359	-24.477299636013175	6.025033648478713	-19.666985233587983	-3.0431335616896598	-9.226054313290176	-7.780667692667277	23.67800685972899	-4.291229194638335	-5.624623603956364	7.0592290236200705	-29.60725708682204	15.081331411671538
eindig/verb	-9.54653091104535	-24.143373667534963	0	0	0	0	-29.327999849482246	-21.841835952433055	7.404183040569944	-30.150589807714283	7.231768803372891	6.150505675953752	22.81659677273378	-38.24549023733553
ellende/noun	-2.328548951791106	-28.601946066972072	-19.24854731563409	-15.09459077071116	-4.127455276277968	-23.544821292550978	-25.7432738832721	-3.981906986945428	2.601989444329649	-14.26730383810832	-0.9581573146380152	-7.589145755545606	-33.87977952518284	-14.000914132565086
en/vg	4.151153725492815	-1.4167711042724365	3.6405269938096505	0.7393372972054342	0	0	10.502551525043994	-1.3689093320750292	0	0	0	0	0	0
enigszins/adv	-7.639628982255991	8.128030520763232	-4.789221813402284	8.87569291416162	-10.130254506911047	-4.001673743614601	-4.502990877716224	-0.9473766630370568	17.57302741210769	3.869094449133738	-16.1232726809775	-4.867568342178159	-18.15959991796935	13.529094573933369
enkel/adv	1.6772061564345524	31.772104654745014	0	0	0	0	0	0	0	0	0	0	-9.515303247003242	-0.1584311000101854
enthousiasme/noun	-18.89112867045907	-7.503948391938115	-7.3735795467166225	-4.8449661769931645	-18.48720629537775	3.305077483991245	1.9590285868883826	-20.299141064001688	13.517002293291775	-14.165969883937558	-7.0517087533311456	-7.464173551954701	-19.120117869654315	-11.56477424839784
er/adv	-21.011406895912334	5.423985187256905	-7.970047559666372	-14.845602510017407	-17.708531463292772	-10.160607845223192	-17.808905391429537	-8.385512534935238	-6.526916454912802	2.4964133014768364	19.039889013615852	-5.6411208523325245	-2.814769421421512	-4.282004690828839
er/fixed	-3.35854390694276	25.51237439917525	0	0	0	0	0	0	0	0	0	0	0	0
even/adj	-7.796970068428811	-11.530383640188443	-3.66936765210058	-11.383445656645705	-15.303470535429392	-6.847878888065889	-9.72334971372466	-14.08495873140977	-7.159432412404981	-1.968613895558012	-3.0998713712803467	4.857275539899467	-3.578394001527827	-8.753454753148786
explosie/noun	6.23326625942154	-18.058490693629803	8.678728244542482	-18.846381754153114	14.287775683085453	7.1728577674191625	-18.070275094029295	-16.04049809853719	-16.50445154963895	-6.490130695160446	16.875871999527455	-13.253001343777726	16.194737474297206	-23.583724189650127
flank/noun	15.685359405910084	9.573577261706854	0	0	0	0	0	0	0	0	0	0	30.65453927021169	17.637386616538006
ga_samen/verb	2.485706440279887	-6.783249421246552	15.520538198898434	3.209746314174717	6.956267544653795	-9.703022993263811	25.611369575409793	-8.654236889337499	-1.2352458392955064	-25.571347767499493	-14.184188475613016	-6.142369161992261	-3.131578316446759	2.219572694394212
ga_schuil/verb	18.942091877473185	26.068417704012777	10.064108004509567	11.408142407727997	-7.072281406144193	23.80780372211594	18.874587788607272	17.654147337936028	1.426817758262851	20.97073549281715	-8.009620317384707	-19.20880025879079	14.960409199147271	19.034801917347124
gast/noun	12.602389883790648	-0.05440143847895641	0	0	0	0	13.146228578953282	-3.4734834816190867	-26.664770638586226	12.828894700218498	-5.2501305204953885	-2.987294223799456	-33.639736841124915	5.903078042422264
gebakken/adj	22.700701394115626	20.393611192050603	0	0	0	0	0	0	0	0	0	0	0	0
gedrag/noun	-11.708141013951268	-5.47498726280904	0	0	0	0	1.8370344872012356	-9.50577045151374	12.296521637177177	-0.8684401050796525	-7.585056933337067	-1.7527078208834257	-22.95566063596951	2.4929477881276156
geef/verb	-17.916534351981404	21.872511681548314	16.858093390031833	6.555933847008694	-9.383384029488504	10.254534668891468	-1.9138521598307907	6.688170993310074	3.930520365004939	-23.333963876770294	-9.064801592958016	-2.0976520179824263	-0.1902216860694397	27.421566481846714
geel_groen/adj	7.795011335553374	24.95333145177627	13.028938856903526	27.71384637650509	-10.572399899928008	21.38498071358084	9.821456429459204	22.516844914227846	11.089590383775064	23.913258001682543	12.30220813988931	24.960383434470312	12.677567564049916	26.5254411758612
gek/adj	-16.861698589201833	5.699115165334447	-15.442393740786418	6.018784982504752	-15.369919482099835	0.08476352932459269	-1.7965342489841991	-13.704991379771743	18.64382316192835	-6.001732450297147	-21.02984974322623	1.2015643901691153	-13.915102507479281	3.0696400666414894
