measure	globqual	meanclassqual	classqual_dof_1	classqual_dof_2	classqual_dof_3	model	technique
DR	1.4723861363918538	1.4570872754022803	1.147600762857232	1.6307372357552248	1.592923827594384	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
SIL	0.15279032512598417	0.1400694854620975	-0.06355118565208234	0.2781382731662785	0.20562136887209637	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
SCP	0.7595835210608299	0.7539428447961303	0.7452022503524348	0.8055713341640178	0.7110549498719383	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
kNN	0.7664381520119224	0.7620837839404128	0.7605083088954057	0.801330376940133	0.7244126659856996	dof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
DR	1.5332385330779033	1.5269558336310727	1.6829121478350004	1.5649675417036484	1.3329878113545695	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
SIL	0.1991696303886252	0.19611426434242077	0.2788310241584155	0.21379131154325548	0.09572045732559131	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
SCP	0.6740635679960114	0.6656933422633223	0.6280751870546742	0.7452048560664031	0.6237999836688898	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
kNN	0.7031296572280179	0.6975504744668192	0.6592375366568914	0.7521064301552106	0.6813074565883555	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
DR	1.217104646803128	1.2290106903693003	1.394554217727253	1.102730766924761	1.1897470864558868	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20
SIL	0.05177825369135007	0.06083395837515954	0.18192227573741265	-0.034646723919278775	0.03522632330734475	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20
SCP	0.6126757922936128	0.6057228701433865	0.6543374485488525	0.6623753096197723	0.500455852261535	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20
kNN	0.6348137108792846	0.62881838657261	0.6637341153470185	0.6784922394678492	0.5442288049029622	dof.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	tsne.20
DR	1.9249932171624422	1.9221724251249783	2.1100578511520385	1.9253615868208565	1.7310978374020398	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20
SIL	0.32838658384260183	0.3239518820694365	0.40529819874223283	0.3534271242379338	0.21313032322814285	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20
SCP	0.7839808766220183	0.776041723190313	0.7652234337289672	0.8466889834173768	0.716212752424595	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20
kNN	0.7903743315508022	0.7842592287499862	0.7794721407624633	0.8382697947214076	0.7350357507660878	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20
DR	2.0209303071328684	2.0237742654612014	2.3311788558277495	1.963777990891598	1.7763659496642568	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20
SIL	0.35941656661688615	0.356785662849461	0.46263776410447305	0.3676898956440909	0.24002932879981917	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20
SCP	0.7776682471632217	0.7683021426061795	0.732455774468941	0.8542853845205759	0.7181652688290215	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20
kNN	0.8027926322043969	0.795210349233546	0.7880742913000978	0.862316715542522	0.7352400408580184	dof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20
DR	1.6535451056738255	1.657655318699097	2.1275929407190595	1.5680131565901565	1.2773598587880752	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20
SIL	0.21168053616935337	0.20925828151956885	0.4412419379398588	0.2039232900096518	-0.017390383390804	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20
SCP	0.7788222639891429	0.7704306577541054	0.763125024220946	0.8446322018127943	0.7035347472285759	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20
kNN	0.7951277480689245	0.7869759574725143	0.7782991202346041	0.8592375366568915	0.723391215526047	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20
DR	1.2815684011131645	1.2933993738223206	1.469897775762479	1.169791623629109	1.240508722075374	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20
SIL	0.04995044164224159	0.060735993829729724	0.20752439833282627	-0.05033636580980614	0.025019948966169055	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20
SCP	0.6965407513395068	0.6885969953528872	0.6771814860458286	0.7593527487567108	0.6292567512561222	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20
kNN	0.7248960190136661	0.7180154206069392	0.7079178885630498	0.7793255131964809	0.666802860061287	dof.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20
DR	1.585716571399153	1.606686735612899	1.9023776790659181	1.3895543349495183	1.5281281928232606	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20
SIL	0.19771108394493472	0.20574223042879514	0.3711126997882351	0.11662758181453667	0.12948640968361363	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20
SCP	0.740689132891954	0.7328743144937112	0.7191841635660521	0.8027627440243666	0.6766760358907148	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20
kNN	0.7626856803327391	0.7548938094244365	0.752297165200391	0.8233137829912024	0.689070480081716	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20
DR	1.5797585155262073	1.5703804699751873	1.7922679862053623	1.6270128092235132	1.2918606144966862	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20
SIL	0.20466947524517504	0.20018710646342217	0.32205518403108574	0.22544803609044306	0.05305809926873766	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20
SCP	0.7298809363555403	0.7293313197100044	0.7351057645866674	0.7334766029679287	0.719411591575417	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20
kNN	0.7639334521687463	0.7600105806158723	0.7679374389051808	0.7934017595307917	0.7186925434116446	dof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20
DR	1.5772655054147178	1.5659989420026588	1.8172453573899123	1.635787020360974	1.24496444825709	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20
SIL	0.21163301395563652	0.2054292063987066	0.34091197383867483	0.24418446476044053	0.031191180597004393	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20
SCP	0.6961749816485008	0.6854311886783726	0.6654547666362305	0.7816456554505956	0.6091931439482917	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20
kNN	0.7247177658942364	0.7176161762606126	0.7401759530791788	0.7771260997067448	0.6355464759959142	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20
DR	1.165875293555169	1.1751866337927745	1.3436552652004405	1.0745253584116912	1.107379277766192	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20
SIL	0.018610014824944142	0.027218470264816087	0.18803373102496107	-0.06642291281065238	-0.03995540741986043	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20
SCP	0.5819025119915694	0.5748585812348737	0.5597460910882208	0.6381698032958887	0.5266598493205114	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20
kNN	0.6103980986333928	0.6019400236507884	0.6013685239491691	0.6759530791788856	0.5284984678243105	dof.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20
DR	1.399292373208481	1.3765878097418867	1.1669205762347308	1.5990525341649282	1.3637903188260012	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20
SIL	0.1383454408423574	0.12426774400658623	0.039913120881986036	0.2569875646992826	0.07590254643849009	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20
SCP	0.6986345789504097	0.6915545491321403	0.6962776989594573	0.7529144498487452	0.6254714985882184	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20
kNN	0.7199643493761141	0.7135647888819328	0.7239491691104594	0.7683284457478006	0.6484167517875383	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20
DR	1.6010198164468898	1.5972323745938526	1.8241076341676767	1.6044168365576852	1.3631726530561956	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
SIL	0.19259047749883537	0.19293003406309994	0.2695995254635241	0.18119911194119545	0.12799146478458026	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
SCP	0.7431520470482748	0.7372610322571653	0.7118624998953196	0.7916680224150758	0.7082525744611005	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
kNN	0.7492572786690433	0.7438701989082562	0.7636363636363637	0.7887096774193548	0.6792645556690501	dof.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20
DR	1.1561101568386962	1.1554888248866004	1.008960563136873	1.1776671284391789	1.2798387830837492	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
SIL	0.010556085062777746	0.011663486428910496	-0.09251592375677876	0.013887852791942924	0.11361853025156733	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
SCP	0.5689836170012004	0.5626699789008989	0.542888273841378	0.620129981156051	0.5249916817052674	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
kNN	0.6095068330362448	0.6051769964963151	0.6134897360703813	0.6420821114369502	0.5599591419816139	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20
DR	1.0997035733335319	1.1126790562745223	1.0708757726734794	1.0040137806876959	1.263147615462392	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20
SIL	-0.015518223062807859	-0.002834421367190691	-0.020414901463508946	-0.11171788989500728	0.12362952725694415	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20
SCP	0.5024868058565718	0.49657192057827476	0.48489598779584586	0.5496193099008063	0.45520046403817205	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20
kNN	0.527926322043969	0.5234477797181676	0.5413489736070382	0.5605571847507331	0.46843718079673136	dof.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.20
DR	1.079703661774185	1.1192055113108905	0.9518664945983484	1.18224881209413	1.2235012272401933	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.029861875983229126	-0.003674019034027351	-0.12595842616943448	0.056633510930616936	0.05830285813673549	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.4621060056177484	0.41345302163123776	0.5495039632553015	0.450104189646585	0.24075091199182672	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.5278127812781278	0.4770424836601307	0.6367424242424242	0.48636363636363633	0.30802139037433157	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1209757372109395	1.0906079743207489	1.152392325195527	1.1512305624676502	0.9682010352990695	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.013305763022719788	-0.02588781882366774	0.06174859609742153	0.039471281383246626	-0.17888333395167139	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.4884455230571913	0.40958862270596075	0.6323760199460253	0.4652800764445019	0.13110977172735494	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.5148514851485149	0.44945781342840163	0.6268939393939393	0.5075757575757576	0.21390374331550802	dof.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0812110314390087	1.139368787543789	0.9956071030741706	1.064772937647755	1.3577263219094415	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.049434636467525224	-0.0030541589075567207	-0.10612615834834177	-0.0814329089545295	0.1783965905802011	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.43885225663758426	0.38639838466474713	0.5625307684007735	0.37785823589841727	0.21880614969505052	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.47146714671467144	0.4258813626460685	0.5704545454545454	0.43232323232323233	0.2748663101604278	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0564636342055498	1.098355166481523	0.913451272754795	1.1773539004633795	1.2042603262263942	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.07146189958140792	-0.051092891182308295	-0.1179223901622152	-0.050332648020831865	0.014976364636122171	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.4176566207732616	0.3675357576485739	0.523287273100011	0.37984682062746383	0.19947317921824675	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.4673267326732673	0.4121880570409982	0.5928030303030303	0.4106060606060606	0.23315508021390374	dof.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.1093755360028592	1.1160406050527154	1.0420669289611695	1.201304393726528	1.1047504924704485	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.005622297283540759	-0.005654292931229513	-0.05074376631033983	0.06808282470924333	-0.03430193719259204	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.45077696649156357	0.3940266456881776	0.5350717282918018	0.46557321623710574	0.1814349925356251	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.5008100810081008	0.4552040007922361	0.5704545454545454	0.5095959595959596	0.28556149732620323	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0688758399296392	1.0918096813059888	1.0339478154629698	1.0643044108913717	1.1771768175636248	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.025606456157295152	-0.011117476550590281	-0.0404927327972769	-0.04020979216269063	0.04735009530819669	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.46741355595696493	0.41002950004313954	0.5810639703661106	0.4360148193738901	0.213009710389418	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.50981098109810985	0.4596182412358883	0.6132575757575758	0.47575757575757577	0.2898395721925134	dof.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0918670299050492	1.1265936142059536	1.116606483226629	0.9582891955726757	1.3048851638185561	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.0410237441696327	-0.014425723167156668	0.015449485558110019	-0.2045589648373328	0.14583230977775277	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.3894591011258313	0.32794250927872615	0.5357787980926216	0.31585044734856105	0.13219828239499581	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.4554455445544554	0.3961229946524064	0.5916666666666667	0.3924242424242424	0.20427807486631017	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0725189223165668	1.094284349612295	0.9755213187357166	1.1723551812073154	1.1349765488938528	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.06002760553940742	-0.045880003924605645	-0.10471978868869371	-0.025083921577671423	-0.007836301507451803	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.4231938250998233	0.36933728093213025	0.5451387860930409	0.368793296771539	0.1940797599318108	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.479027902790279	0.41935531788472963	0.6098484848484849	0.4257575757575757	0.22245989304812833	dof.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.105354914281048	1.0922820609883996	1.0405730279190264	1.2340341743732124	1.0022389806729604	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.0029856677858071264	-0.01816935572908822	-0.03431209986245226	0.08582570700702227	-0.10602167433183467	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.44932947347993074	0.3920027880779043	0.5718037480110583	0.45217838866683396	0.15202622755582063	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.47787610619469023	0.4287561327561328	0.5789090909090909	0.4857142857142857	0.22164502164502164	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0385567055611078	1.046857828313773	1.007614094083976	1.0563836102953421	1.076575780562001	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.03825721566912338	-0.030713154568214347	-0.06130385479004362	-0.02906308780486537	-0.001772521109734049	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.42096037253030727	0.38230585823832464	0.5170140522729936	0.4042783576663551	0.22562516477562516	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.4567980691874497	0.4164617604617604	0.5498181818181818	0.44935064935064933	0.2502164502164502	dof.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0203627097099077	1.046899383792283	0.9278970226989082	1.068443398097019	1.1443577305809225	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.07641977420244751	-0.05080064432731774	-0.14268281055199264	-0.06177106601179831	0.05205194358183772	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.3900701932578608	0.3424418148439803	0.523313607036054	0.34895251899628316	0.15505931849960378	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.4411906677393403	0.392992784992785	0.5694545454545454	0.40865800865800866	0.20086580086580086	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0373880517551732	1.071412191497196	0.8724074794778316	1.1631459466263867	1.1786831483873697	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.07864077637405462	-0.05953489735119976	-0.14267371514408914	-0.04753197418876202	0.011600997279251872	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.40029265817811144	0.3575671369273493	0.5033929451155268	0.3860926352073004	0.1832158304592208	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.4732099758648431	0.42633189033189034	0.5898181818181818	0.4528138528138528	0.23636363636363636	dof.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.5502849387264235	1.5280166019657135	1.8267630995866193	1.6718106171190303	1.0854760891914907	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.20897492792786113	0.19705349874329925	0.3586061320667117	0.27381550317191733	-0.04126113900873131	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7983443539563511	0.7925616157987428	0.7779180941939414	0.8423652775352866	0.7574014756670006	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7994652406417112	0.7943963269054178	0.7757575757575758	0.8388363636363636	0.768595041322314	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.7888175720984594	1.786432849695849	1.9243375923213677	1.7875193724545297	1.6474415843116494	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.2727232358172869	0.2682627928262981	0.3436365087825522	0.2949662245955226	0.16618564510081957	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7924019617171993	0.7876893608541086	0.7688051829331636	0.8292157596030417	0.7650471400261203	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7873440285204991	0.7821326520335318	0.7438905180840665	0.8304	0.7721074380165289	dof.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.3630175765070174	1.3988493013128611	1.6320999336438788	1.0709908971981783	1.4934570730965262	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.09520439444057789	0.11960837445392827	0.2795452144371371	-0.1038322224109706	0.18311213133561835	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7487818416970285	0.7413934612262538	0.6836031927223262	0.8103068603229211	0.7302703306335143	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7648841354723708	0.7601635001036761	0.7305962854349951	0.8032	0.746694214876033	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.2493194628525655	1.2525902835790728	1.3528947059721006	1.2119850604905216	1.1928910842745961	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	0.061152301640611306	0.0602802650337873	0.15552753132785563	0.05462099125589013	-0.02930772748238386	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.708706116346152	0.6968121721004835	0.6429941083117596	0.8024510169144884	0.6449913910752024	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7277480689245395	0.7192292603453894	0.678396871945259	0.7952	0.6840909090909091	dof.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.8204075872377707	1.82706184384588	1.8970901529112347	1.7625348989861298	1.821560479640276	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.30103361108523097	0.30319642595031515	0.349717978494461	0.27958336001260903	0.2802879393438754	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.808594971882569	0.8038461869542132	0.7839308718424628	0.8465555823278872	0.7810521066922895	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.8052117263843648	0.8009173518439194	0.7761485826001955	0.8402909090909091	0.7863125638406537	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.5066733932401541	1.520778253381886	1.9079105106262053	1.3574804452571905	1.2969438042622625	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.1660731009230889	0.17091131287858924	0.37049463799423754	0.10747619146744503	0.03476310917408515	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7906428084488603	0.7838657359013688	0.767707386480977	0.8434544767280755	0.7404353444950538	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7922416345869114	0.787153495081295	0.7622678396871945	0.8333090909090909	0.7658835546475996	dof.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.5473060286992424	1.5471499346384172	1.6019455597455186	1.5423926673118873	1.497111576857846	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.1928393016916852	0.19252044221831713	0.23683987392635922	0.19031522364864586	0.15040622907994627	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7138146923768063	0.705335130494573	0.6279663063297847	0.786243485897483	0.7017955992564513	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7283387622149837	0.7232613075298105	0.6854349951124145	0.7707636363636363	0.713585291113381	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.208804451410834	1.217033522259189	1.1779319535355435	1.1512024534939	1.3219661597481236	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.02412054831937798	0.03038565925155687	0.03130220624211621	-0.02314365308569749	0.0829984245982519	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6513841610496359	0.6404508773000431	0.5797027135488692	0.7404372874703115	0.6012126308809489	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6827953805152502	0.6763019129314164	0.6256109481915934	0.7373090909090909	0.6659856996935648	dof.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.6890092003219057	1.7315003247154934	2.082149450877486	1.3327022248439315	1.7796492984250627	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.21799925854313212	0.22979414743218643	0.37961517830255015	0.11200114325914749	0.19776612073486163	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7978173621759868	0.7911104242784996	0.7602461091046435	0.8507494667785089	0.7623356969523465	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.8096256684491978	0.802527936254036	0.7798631476050831	0.8642909090909091	0.7634297520661157	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.7983352027160313	1.786009902671639	1.8421918709654783	1.880351307323392	1.6354865297260464	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.2948041732044092	0.28815035153639734	0.32493831103702536	0.3382079091825725	0.20130483438959426	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7986017480098593	0.7905190501163253	0.7824695284340774	0.8584529194090994	0.7306347025057992	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.8116458704693998	0.8046785746023283	0.7759530791788856	0.8661818181818182	0.771900826446281	dof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.8437084653958102	1.8614487335941539	1.8984575064802738	1.7097307354016205	1.9761579589005676	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.30722705459453015	0.3136416123606239	0.33480903331622064	0.25773102367947065	0.34838478008618035	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7895597859792685	0.7803191007950973	0.7370378537921598	0.8625908819132345	0.7413285666798975	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.8023172905525847	0.7953815989810125	0.7626588465298143	0.8571636363636363	0.7663223140495867	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.2312334899855417	1.2340254274242446	1.403424688129597	1.188043558241275	1.110608035901862	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	0.03808457244943558	0.04352205146447567	0.2024290082587605	-0.02292128265913758	-0.04894157120619592	dof.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
