measure	globqual	meanclassqual	classqual_heilzaam_1	classqual_heilzaam_2	model	technique
SIL	0.04924779682240429	0.04871866413119504	0.0450525304849596	0.052384797777430485	heilzaam.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5895056260686117	0.5865138628732729	0.5657852178769975	0.6072425078695484	heilzaam.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6747891283973758	0.6712412302773748	0.6466593647316539	0.6958230958230958	heilzaam.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0854804678534842	1.0920118134705783	1.1372647081033023	1.0467589188378545	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.05082378631660024	0.05451916137117796	0.08012283139218072	0.028915491350175196	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6530053397623483	0.6492104948855033	0.6229176410959343	0.6755033486750722	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.69456419868791	0.6907324630216196	0.664184008762322	0.7172809172809173	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.074273759959138	1.0675675856001612	1.0211033775415357	1.114031793658787	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	0.048274505014711463	0.04164635973182629	-0.004277218299592434	0.08756993776324501	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6499262271895543	0.6413991575242489	0.5823187462717759	0.7004795687767219	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6894095595126523	0.6832992905282063	0.6409638554216868	0.7256347256347256	heilzaam.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0491433084580635	1.0472628744571253	1.0368442536411162	1.0576814952731344	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.032776164376823895	0.029859514725020266	0.01369969908664881	0.046019330363391724	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.649860056949724	0.639926265231165	0.5848876894932026	0.6949648409691274	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6978270509977826	0.6876024113627419	0.6309523809523809	0.7442524417731029	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1049351248768036	1.1069586435933882	1.1181700310771685	1.095747256109608	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.06523947788835188	0.06524019361382145	0.06524415911980153	0.06523622810784138	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6355587314465292	0.6270919234648171	0.5801812305931698	0.6740026163364645	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6904656319290465	0.6851722657507782	0.6558441558441558	0.7145003756574004	heilzaam.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1255158286590174	1.1285627978183856	1.145444653971641	1.11168094166513	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.075454032916107	0.07556249125696848	0.07616340909147136	0.07496157342246562	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6580220637014401	0.651315382899023	0.6141567460207658	0.6884740197772802	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6917960088691796	0.6825596579728811	0.6313852813852814	0.7337340345604808	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1163660185825042	1.1042073796232716	1.036841947551849	1.1715728116946944	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.07236968056965863	0.061331070986001934	1.7120707655270004e-4	0.12249093489545117	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.637848861410534	0.6209291462967479	0.5271847787744195	0.7146735138190763	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6898447893569845	0.6772002790597831	0.6071428571428571	0.7472577009767092	heilzaam.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.098515136237941	1.1079215312893753	1.1732129792934487	1.042630083285302	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.060034105181975037	0.06752487153428191	0.11951960268558844	0.015530140382975378	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6121593925304724	0.5981848403787493	0.5011850077962011	0.6951846729612975	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6313559322033898	0.6228056138947229	0.5634563456345635	0.6821548821548822	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1131307408932032	1.1140763490303112	1.1206399819820023	1.10751271607862	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07340268687844921	0.0745530597518235	0.08253800087289215	0.06656811863075485	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5996519297840726	0.5894720278575045	0.5188115321319144	0.6601325235830945	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.648382126348228	0.6406347301396806	0.5868586858685868	0.6944107744107744	heilzaam.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0365019700811375	1.0336422180162743	1.0137921742719305	1.0534922617606184	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.025258839484921188	0.022964147821576884	0.007036288040716403	0.03889200760243736	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5413694767261115	0.529680243215856	0.4485432106152595	0.6108172758164525	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5855932203389831	0.5755288862219555	0.5056705670567057	0.6453872053872054	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0669582397517914	1.0544212285998817	0.967399621780743	1.1414428354190203	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	0.046902338415545856	0.036279768102945094	-0.03745336700804845	0.11001290321393864	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5536680277446969	0.5423387153022201	0.4636999583485577	0.6209774722558825	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5976887519260401	0.5889802313564689	0.5285328532853285	0.6494276094276094	heilzaam.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.063615368500597	1.0715018410268096	1.1262432385616963	1.0167604434919226	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.03980519266647913	0.04656689652212226	0.09350107622599807	-3.672831817535474e-4	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5613988659009065	0.5528539604527736	0.4935422638127914	0.6121656570927556	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.5932973805855162	0.5847791445811248	0.5256525652565256	0.6439057239057239	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.092047288465992	1.0976814442874825	1.1367891141072413	1.0585737744677237	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.05635679254556124	0.06070318759523777	0.09087228264593364	0.03053409254454189	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5557861953830145	0.5448777719607645	0.46916047997102894	0.6205950639505001	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6022342064714946	0.5922732273227322	0.5231323132313231	0.6614141414141413	heilzaam.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.038135045818608	1.0337152417757953	1.003036601949213	1.064393881602378	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.026517546604870202	0.02297272655883767	-0.0016324949371528666	0.047577948054828206	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5506965997437965	0.5436202873485716	0.49450235425230504	0.5927382204448383	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5819722650231125	0.5704597126379305	0.49054905490549056	0.6503703703703704	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.035930975586045	1.0264389854416918	0.9605534067926511	1.0923245640907324	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.026175546735379033	0.017726682352112066	-0.040918376308211594	0.07637174101243573	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5514160230067717	0.5452912875071896	0.502778417568913	0.5878041574454661	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5862095531587057	0.5765436543654365	0.5094509450945094	0.6436363636363636	heilzaam.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.095360412888755	1.1014527904594664	1.1437410583032268	1.059164522615706	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.06136383601096013	0.06619666512616453	0.09974218486699507	0.032651145385333986	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5814556054329104	0.5721873971579996	0.5078551279556776	0.6365196663603215	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.623728813559322	0.613894722805614	0.5456345634563456	0.6821548821548822	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1213346591484306	1.1300109227380406	1.1902343994188633	1.0697874460572179	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07623371938013122	0.08252443706207088	0.12618941861906385	0.03885945550507791	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5995556048348786	0.5894335224583231	0.5191743624328204	0.6596926824838258	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6341294298921417	0.624096409640964	0.5544554455445544	0.6937373737373738	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.099593131003987	1.0982313464125997	1.088778959248853	1.1076837335763463	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.06432637021616595	0.06297662680915156	0.0536078196310516	0.07234543398725152	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5388557672372077	0.5325292128778996	0.488615482619172	0.576442943136627	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5975346687211094	0.5886868686868687	0.5272727272727272	0.6501010101010101	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.058152209942878	1.0487489982008893	0.9834796461094386	1.1140183502923398	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	0.03905196086817508	0.030840989849194138	-0.02615280898843828	0.08783478868682655	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5133685871776628	0.49799001506075413	0.39124463213162397	0.6047353979898843	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5729583975346687	0.5600193352668601	0.4702070207020702	0.6498316498316499	heilzaam.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.098515136237941	1.1079215312893753	1.1732129792934487	1.042630083285302	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.060034105181975037	0.06752487153428191	0.11951960268558844	0.015530140382975378	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6121593925304724	0.5981848403787493	0.5011850077962011	0.6951846729612975	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6313559322033898	0.6228056138947229	0.5634563456345635	0.6821548821548822	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1131307408932032	1.1140763490303112	1.1206399819820023	1.10751271607862	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07340268687844921	0.0745530597518235	0.08253800087289215	0.06656811863075485	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5996519297840726	0.5894720278575045	0.5188115321319144	0.6601325235830945	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.648382126348228	0.6406347301396806	0.5868586858685868	0.6944107744107744	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0365019700811375	1.0336422180162743	1.0137921742719305	1.0534922617606184	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.025258839484921188	0.022964147821576884	0.007036288040716403	0.03889200760243736	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5413694767261115	0.529680243215856	0.4485432106152595	0.6108172758164525	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5855932203389831	0.5755288862219555	0.5056705670567057	0.6453872053872054	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0669582397517914	1.0544212285998817	0.967399621780743	1.1414428354190203	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	0.046902338415545856	0.036279768102945094	-0.03745336700804845	0.11001290321393864	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5536680277446969	0.5423387153022201	0.4636999583485577	0.6209774722558825	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5976887519260401	0.5889802313564689	0.5285328532853285	0.6494276094276094	heilzaam.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0851361979133738	1.0827644977826938	1.0663021086403262	1.0992268869250612	heilzaam.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.05641723592683291	0.055311449470152985	0.047635990535551134	0.062986908404754835	heilzaam.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
