measure	globqual	meanclassqual	classqual_geestig_3	classqual_geestig_2	classqual_geestig_1	model	technique
SIL	0.02123823744465649	-0.009119474236357897	-0.12371289043379827	0.02200487661950318	0.0743495911052214	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6171577032223797	0.40052544985640937	0.08000037591205801	0.761998494854143	0.3595774788030272	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6167933884297521	0.4203472222222222	0.14545454545454545	0.7525568181818182	0.36303030303030304	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.030033739118477	1.0134408364710175	0.939480198049457	1.027277992580515	1.07356431878308	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.009663122423949694	-0.039884644823543244	-0.14008516285981557	-0.0050096486678905955	0.02544087705707643	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.555646427778167	0.3348776225840372	0.044435075901050766	0.7134007074409705	0.24679708441009027	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.604694214876033	0.3867240338164251	0.06640316205533597	0.7510416666666666	0.3427272727272727	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0083334961445503	1.0056197936453564	1.000209167397657	1.0097567255856097	1.0068934879528024	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.033156393072266685	-0.03274198509260967	-0.02518600574331669	-0.031487371141714515	-0.0415525783927978	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5502765389080283	0.34055974712454057	0.06477892207409146	0.7001675290456958	0.2567327902538345	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5999338842975206	0.4056466842336407	0.13201581027667983	0.7337121212121211	0.3512121212121212	geestig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.156549457283561	1.186216982369261	1.2200081574585624	1.133881407215751	1.2047613824334695	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.023104082920407148	-0.014303361181646346	-0.05822657387613504	0.05131700441205539	-0.036000514080859386	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5854142122621366	0.3805534923907503	0.0951945530875685	0.7273596833787314	0.31910624070595106	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6179834710743801	0.41745031840140534	0.11778656126482213	0.7512310606060606	0.3833333333333333	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1107349976274004	1.1728133342951208	1.3127496608770381	1.0827080426277556	1.1229822993805687	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.016501367044798213	-0.020904924608330086	0.055450867502950904	0.009671913559008255	-0.12783755488694942	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5847328854383539	0.3780196391374643	0.09693691060891493	0.7298838950252546	0.30723811177822324	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6164628099173554	0.41230072463768114	0.11383399209486166	0.7539772727272727	0.3690909090909091	geestig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0574987539701082	1.0712979826463247	1.0882980947818741	1.0473147725179595	1.0782810806391405	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.014444666911233365	-0.03494753361948719	-0.04961414366363255	0.0036556767830614734	-0.05888413397789049	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5514738893013161	0.3376339168263782	0.07567229313353488	0.7097052225382929	0.22752423480730685	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5861157024793389	0.3770954106280193	0.11541501976284585	0.7392045454545454	0.27666666666666667	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.023973551066979	1.0358565364613395	0.9760695917105232	0.9943418551035412	1.1371581625699538	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.02959424288208645	-0.018965139779320354	-0.08416018072698896	-0.05938347211511138	0.08664823350413928	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5608132374765147	0.36298057710901455	0.09765734579744566	0.7007610471282154	0.2905233384013825	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5865123966942148	0.39219861660079053	0.12648221343873517	0.7225378787878788	0.3275757575757576	geestig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0476955292720793	1.051664146021828	1.056743021654547	1.0448196862267616	1.0534297301841749	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.010193867182625587	-0.03624282554763887	-0.04499705735742818	0.015437818193820663	-0.07916923747930911	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5816602368577855	0.3639122018523312	0.06425093011322841	0.7336805968055821	0.29380507863818306	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6025401069518717	0.3811321060741221	0.05454545454545454	0.7511004784688995	0.3377503852080123	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0452251440275246	1.0285109122588891	1.0572668096332336	1.071117655362288	0.9571482717811457	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.03973174174639375	-0.036939905257494306	0.01922131671071298	-0.02730307727371712	-0.10273795520947877	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5526783729343392	0.33720380364891883	0.07428234313547032	0.7123481568332716	0.22498091097801454	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.5899732620320856	0.38376957332703365	0.10988142292490118	0.7366507177033492	0.3047765793528505	geestig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0135622083670353	1.024979739518716	1.0450457243534381	1.0067874263949976	1.0231060678077117	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.04363936948255107	-0.03670323239718978	-0.014071753010178214	-0.044885644834486385	-0.05115229934690475	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5546814626586871	0.3400535742193925	0.055277879618149464	0.707434189867052	0.257448653172976	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5818850267379679	0.3608664859039136	0.0458498023715415	0.7332057416267942	0.3035439137134052	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0396562179989626	1.0244107188944083	1.0205385750701246	1.0550013950681836	0.9976921865449164	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.014658577842026288	-0.031231381388149994	-0.028173913673052088	0.0040195453468818585	-0.06953977583827975	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5259294363201947	0.31713614891486475	0.05602361845999596	0.6789050273719218	0.21647980091267643	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5625	0.3561579805345077	0.09011857707509881	0.7114832535885167	0.26687211093990754	geestig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.1137522676178828	1.1346844177294877	1.1387958884654783	1.0923521132725347	1.17290525145045	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.002206046204608849	-0.01323048939104709	-0.044367812673729856	0.010264121630646314	-0.00558777713005773	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5796141647801	0.37472020902558356	0.08023565698398459	0.7192218280464301	0.324703142046336	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6068850267379678	0.40100491397314886	0.09644268774703557	0.7447846889952153	0.3617873651771957	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0513829791612492	1.0664164183970446	1.1069893389569916	1.0463517593743097	1.0459081568598327	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.02998284615681219	-0.031232455114078832	-0.0029046590263537486	-0.020853109346638907	-0.06993959696924384	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5481965808471471	0.3384744620138672	0.07247483203129998	0.7008288867717275	0.24211966723857423	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6010695187165775	0.39760180245616383	0.11146245059288537	0.7414354066985646	0.3399075500770416	geestig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0377158583390458	1.0478542319482405	0.9772578500786928	1.0074030306581283	1.1589018151079005	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.04446407803998907	-0.028531592684373774	-0.09976443184707033	-0.08118822036822444	0.09535787416217345	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5283735714314267	0.32543327311357695	0.06287002140700766	0.6746507088465437	0.23877908908717949	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5717245989304812	0.38047435531281476	0.14624505928853754	0.7132057416267943	0.28197226502311246	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.04513711684265	1.060831203891582	1.108295338757839	1.0412885869288016	1.032909685988105	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.049548227343069184	-0.01843646110491276	0.04042779580492172	-0.0668585005554815	-0.02887867856417851	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5794520275293452	0.372696048504373	0.09440334602327681	0.7255135218285941	0.2981712776612481	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6072192513368984	0.403043819100911	0.1272727272727273	0.7511961722488039	0.33066255778120185	geestig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0964207970872832	1.1506236181887237	1.234646878028822	1.0612530485765077	1.1559709279608417	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.029562725899124242	0.0013337090597720289	0.06818082578663523	-0.04429641438570173	-0.019883284221617416	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5859541336387198	0.3778889054628899	0.07373560032082933	0.7261030377212003	0.33382807834664	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6117685950413223	0.40022919411506364	0.08695652173913043	0.7531249999999999	0.3606060606060606	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0734571330572542	1.0722030646158403	1.0741453053025298	1.075360123152176	1.0671037653928148	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.027510277262481456	-0.021586396463448905	-0.003483832302088646	-0.028853611204082405	-0.032421745884175665	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.559402783549081	0.3587148072068984	0.07534370727699269	0.6973849799091234	0.3034157344345792	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6048925619834711	0.4017254062362758	0.10513833992094862	0.7418560606060606	0.35818181818181816	geestig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0716669633914955	1.0622033888254596	1.0759733985333315	1.0857789446197865	1.0248578233232606	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.01903071971182416	-0.016073624081026867	0.006694628004303824	-0.015852229924299747	-0.03906327032308468	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5395997938800068	0.34726818593058867	0.1020671283969354	0.6792284363650191	0.2605089930298116	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5943801652892562	0.4039506477821695	0.14308300395256918	0.7275568181818182	0.3412121212121212	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0241388585604982	1.0292675117586136	0.9969181962659343	1.009515206435046	1.081369132574861	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.05313345689878897	-0.03032310213802067	-0.04402655964336752	-0.08168579522066549	0.034743048449971003	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5336801008596643	0.33009775814790127	0.055092341818057965	0.6771427872504061	0.2580581453752397	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5787768595041322	0.38323177426438293	0.13359683794466404	0.7206439393939393	0.29545454545454547	geestig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.2059261055710477	1.1825869321485232	1.194605791057585	1.235194107171688	1.1179608982162963	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.04565372484746645	-0.012472120132253656	-0.008120672046648304	0.11165794180943263	-0.1409536301595453	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6036680748829709	0.39157421415925386	0.09191208623135874	0.7595560389403758	0.32325451730602695	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6329256198347107	0.4272131844763424	0.09672727272727273	0.7733971291866029	0.4115151515151515	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.2096103990482123	1.1647223540768388	1.0797299894409365	1.2367952741143091	1.177641798675271	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.06289085988282346	4.831964001957116e-4	-0.09638344014899655	0.10641992854251034	-0.008586899192926652	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.588134695956976	0.3825421498236025	0.07969241059463861	0.7359129906979408	0.3320210481782281	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6397355371900826	0.43287187666135035	0.11781818181818181	0.785645933014354	0.39515151515151514	geestig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1222481845184245	1.0833619082728827	1.0110469538855267	1.1461519279957024	1.0928868429374188	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.03324120381517933	-0.026311513660069247	-0.12049743726145057	0.07430764002950778	-0.03274474374826495	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5843299756033632	0.36692658006992385	0.07628279348629405	0.7485681280796836	0.27592881864379387	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6082644628099173	0.4082052099946837	0.13018181818181818	0.756555023923445	0.3378787878787879	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0482153507833525	1.0866853202318578	1.2446299917348451	1.047830104110824	0.9675958648499043	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.053444834149012944	-0.015758736519116846	0.15695450152348528	-0.048979609724734946	-0.15525110135610087	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5577304193758055	0.3594330970710774	0.10117073757323727	0.7093760282355067	0.2677525254044882	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5776528925619835	0.3774322169059011	0.10545454545454545	0.7277511961722488	0.2990909090909091	geestig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.2265293047948718	1.1823191671495301	1.0954399607898704	1.2524500566101524	1.1990674840485673	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.06776399463995804	-0.009903418982334758	-0.1205774205352625	0.12459618633903484	-0.033729022750776605	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6017516900460675	0.3896859456508006	0.09697909102894105	0.7594808671656723	0.3125978787577885	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6248595041322313	0.4211717171717172	0.12654545454545454	0.7727272727272727	0.36424242424242426	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1939622347514767	1.129105951564933	1.04713349078359	1.244232426556875	1.0959519373543345	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.0486549770830539	-0.019366507369241667	-0.09774001941791818	0.10342453342058605	-0.06378403611039286	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5961051775426306	0.3766911508483336	0.0794058806028581	0.7607978653278722	0.28986970661427053	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6244628099173554	0.4114120148856991	0.088	0.7750239234449761	0.3712121212121212	geestig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1482587490615686	1.1302268950183962	1.0288266654727842	1.141071139847442	1.2207828797349625	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.024832828906769043	-0.013421185452130363	-0.10533688998877642	0.042754232162598285	0.02231910146978705	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6017997086838915	0.3923839091951727	0.06080100140011735	0.74610654832264	0.3702441778627607	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6216859504132232	0.4126135034556087	0.08436363636363636	0.7665071770334928	0.38696969696969696	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0517836707137076	1.0451682481334639	1.0949642360163268	1.072569023406289	0.9679714849777757	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.020711088458361407	-0.029968796108683842	0.04154547864419575	0.008868659431235042	-0.14032052640148232	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5683853807506959	0.3578883662948275	0.08362830075919556	0.7293312638457252	0.2607055342795617	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6096528925619834	0.4054843168527379	0.11345454545454545	0.758755980861244	0.34424242424242424	geestig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.1835557480166872	1.1989217595902815	1.2778706167528384	1.1869208125493753	1.1319738494686309	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.02910666108422258	0.002194735885353509	0.05177483158641726	0.07196822087713137	-0.1171588448074881	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5952213652785494	0.3876834431146265	0.11851072738863919	0.7566615507842684	0.28787805117097187	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6340662947161142	0.4417548826972911	0.2020979020979021	0.7861970490242741	0.336969696969697	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1768909325897585	1.1808771284971329	1.2738698130366068	1.19658380794751	1.0721777645072816	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.019338387866151843	0.010704597389071013	0.11823765735819865	0.05687012411503842	-0.14299398930602403	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6225493681796758	0.39475684540237305	0.10107796647881367	0.8002030051421579	0.28298956458614755	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6390548080078766	0.4407228954872934	0.16993006993006993	0.7898143741075678	0.3624242424242424	geestig.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0927519343550267	1.029289259405978	0.9569089767612843	1.144695605596565	0.9862631958600846	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.034228302580973896	-0.019268158052360894	-0.08689561442879608	0.07629814789141728	-0.04720700761970389	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.577209062991719	0.356781392972847	0.06924768161835725	0.7482494724321974	0.2528470248679864	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6051197899573351	0.40636278206958837	0.14125874125874124	0.7578296049500238	0.32	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1151418675729892	1.0689390797726015	1.0425029570846953	1.15977376717198	1.0045405150611288	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.040720874089474196	-0.014180708271085906	-0.03739553256301694	0.09588367560639113	-0.10103026785663191	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6129724769930761	0.38422052415219377	0.08105543900166831	0.7892333336316331	0.28237279982328	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.63629799803085	0.420285985102739	0.10069930069930069	0.7940980485483103	0.36606060606060603	geestig.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.16254971201032	1.1306353893298289	1.1281632304705977	1.197212118905304	1.0665308186135847	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.04468704864624197	0.0033321083850029734	-0.006270931436253599	0.0879546086781978	-0.07168735208693527	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5955003000287569	0.3855275912106928	0.1295769233352591	0.761816154420216	0.26518969587660335	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6216481360366253	0.42857808857808855	0.15664335664335663	0.7651515151515151	0.36393939393939395	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1375430381121032	1.1354711543684985	1.2600937459178283	1.1719344255306148	0.9743852916570525	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.014864696124704506	-0.003472431847839607	0.10980196224627067	0.06432340887615291	-0.1845426666659424	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5898855577865372	0.38117544611274207	0.1293807034523845	0.7558753688010973	0.25827026608474446	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6028122956180509	0.4101952214452214	0.15524475524475526	0.7501893939393939	0.32515151515151514	geestig.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1022240632041194	1.0732816838399797	0.9806106752374221	1.1103662836183423	1.1288680926641745	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.03042552259133673	-0.008891177609991948	-0.10680645268745159	0.04869157468800612	0.03144134516946963	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.570468414440442	0.37079486938624784	0.08105779684690713	0.7166902107402509	0.3146366005715855	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6149771092217136	0.42954691142191137	0.16153846153846152	0.7510416666666666	0.37606060606060604	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0516428727100142	1.0426196686154054	1.079924528441169	1.071231910830384	0.9767025665746635	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.023506387764849934	-0.037428114699517144	0.01034238673272682	0.004196409062102399	-0.12682313989338065	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.556549896534382	0.34338184312197906	0.08022645430380049	0.7245442342494788	0.22537484081265782	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.600654022236756	0.39481206293706295	0.11608391608391608	0.7565340909090909	0.31181818181818183	geestig.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.2162212983701308	1.2109081728397664	1.1317614031543146	1.2017116480529175	1.2992514673120672	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.0633323685199565	0.0028071305505071122	-0.10477789846408124	0.10256565455816563	0.010633635557436946	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6025407788490867	0.38249604144063326	0.08066765992782593	0.7681799204415015	0.2986405439525724	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6270765206017005	0.41663995726495723	0.11118881118881119	0.781155303030303	0.35757575757575755	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.2087731215593007	1.2160576330660173	1.1798704008687826	1.1913950565995537	1.2769074417297157	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.04398210431076514	0.006049740784550397	-0.048868127280155445	0.07179208583066932	-0.00477473619686268	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6160579810912805	0.40551025995634166	0.1144351576035536	0.77396263113451	0.3281329911309613	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.637083060824068	0.43646707459207457	0.13286713286713286	0.7807765151515151	0.39575757575757575	geestig.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1479737602375488	1.111649268261507	0.9919210884512268	1.1573117732296136	1.1857149431036802	geestig.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.029596955065094386	-0.011134983547100576	-0.1250938835750479	0.045295897765323605	0.04639303516842255	geestig.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
