measure	globqual	meanclassqual	classqual_geestig_3	classqual_geestig_2	classqual_geestig_1	model	technique
kNN	0.6713286713286714	0.4155163059163059	0.10259740259740259	0.8178909090909091	0.32606060606060605	geestig.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0676578027325399	1.0931169817803803	1.0887570231702826	1.0470921333925216	1.1435017887783367	geestig.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.030450619678331996	-0.03682684463809657	-0.05600515212455631	-0.028713906760024388	-0.025761475029709012	geestig.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6076037385420767	0.3496444357230929	0.0813696116701394	0.7633573303711035	0.20420636512803572	geestig.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6383001613770845	0.39435036075036073	0.13376623376623376	0.7844363636363636	0.26484848484848483	geestig.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0756196570620145	1.1408411799538711	1.1185779048948359	1.02106591922052	1.2828797157462575	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.0454571196032557	-0.035365713540042344	-0.08559873299747131	-0.061778091813746765	0.04127968419109105	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6220052258020563	0.3645875637637146	0.07243731153769942	0.7733157832254358	0.24800959652800847	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6514254975793438	0.39479134199134197	0.08051948051948052	0.7984	0.3054545454545454	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0778229376741868	1.046929782253941	1.0346580091497415	1.0998202548471447	1.0063110827649369	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.02514400467657036	-0.03557561359414558	-0.03510074567390575	-0.016938352606839797	-0.05468774250169118	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5926155591719714	0.3279587868853702	0.0669313198835038	0.7548067347212202	0.1621383060513867	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6345346960731576	0.37297777777777774	0.08181818181818182	0.7892363636363636	0.24787878787878787	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0303575172133668	1.0310903987874904	1.0595862436657995	1.0361064639391273	0.9975784887575442	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.041884813916065106	-0.036954289063988524	0.009974249095889062	-0.035900473709325684	-0.08493664257852894	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6151610852201793	0.3611423423503526	0.05477025958923905	0.7836107292168625	0.24504603824495622	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.639090909090909	0.4016349541930937	0.08242424242424243	0.7891472868217054	0.3333333333333333	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0983475596839802	1.0661594850685907	1.099343897784803	1.135952238808489	0.9631823186124804	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.008494403074398341	-0.03753563327545427	0.011503818619096181	0.02974662399310085	-0.15385734243855984	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.56941459827601	0.3246630731576184	0.05817937797253399	0.7382019647965831	0.1776078767037381	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6267676767676768	0.381759455015269	0.07272727272727272	0.7861874559548978	0.2863636363636364	geestig.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0872511311967177	1.1102144041277817	1.0822299442306669	1.0594502881554062	1.1889629799972719	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.005104149474801844	-0.025149974940960544	-0.10598585131122541	0.015153132489810076	0.015382793998533706	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6242496885639985	0.4093287428678104	0.08697501084622276	0.7525152144039451	0.38849600335326334	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6564646464646464	0.42622190901260665	0.08242424242424243	0.7942212825933755	0.402020202020202	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.040977060624783	1.062321129691603	1.0961137347378698	1.0286406165082054	1.0622090378287339	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.06729644662474092	-0.028565754652421588	0.021018955749201648	-0.0923318367662215	-0.014384382940244906	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5691641847165	0.32674273113717567	0.05966745269221699	0.735638223577329	0.184922517141981	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6138383838383838	0.3858859916999452	0.10303030303030303	0.7632135306553911	0.2914141414141414	geestig.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0963723233745855	1.0910210783427807	0.9928506158207833	1.074652027361208	1.2055605918463508	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.009598407216030046	-0.030311232443961462	-0.17296564543082313	0.012847385934703559	0.06918456216423519	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5983576132961163	0.3839965925724545	0.07841067549949893	0.7449253938399366	0.3286537083779279	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6142809917355372	0.41400060386473425	0.13122529644268774	0.7519886363636363	0.35878787878787877	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1128909282933497	1.1023104589516157	0.9963480347630687	1.0946515148152567	1.2159318272765218	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.02123823744465649	-0.009119474236357897	-0.12371289043379827	0.02200487661950318	0.0743495911052214	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6171577032223797	0.40052544985640937	0.08000037591205801	0.761998494854143	0.3595774788030272	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6167933884297521	0.4203472222222222	0.14545454545454545	0.7525568181818182	0.36303030303030304	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.030033739118477	1.0134408364710175	0.939480198049457	1.027277992580515	1.07356431878308	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.009663122423949694	-0.039884644823543244	-0.14008516285981557	-0.0050096486678905955	0.02544087705707643	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.555646427778167	0.3348776225840372	0.044435075901050766	0.7134007074409705	0.24679708441009027	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.604694214876033	0.3867240338164251	0.06640316205533597	0.7510416666666666	0.3427272727272727	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0083334961445503	1.0056197936453564	1.000209167397657	1.0097567255856097	1.0068934879528024	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.033156393072266685	-0.03274198509260967	-0.02518600574331669	-0.031487371141714515	-0.0415525783927978	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5502765389080283	0.34055974712454057	0.06477892207409146	0.7001675290456958	0.2567327902538345	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5999338842975206	0.4056466842336407	0.13201581027667983	0.7337121212121211	0.3512121212121212	geestig.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.1388603332496272	1.109479119564398	1.002623221723312	1.1407379494380179	1.1850761875318645	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.014297348558587535	-0.006739362908202476	-0.10667979729836026	0.009073512704914308	0.07738819586883852	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6355821837750286	0.4114009759740477	0.07141081666850603	0.7831448869662048	0.37964722428743225	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6360330578512396	0.4280580259112868	0.11699604743083003	0.7741477272727273	0.393030303030303	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1109100929198568	1.1391433054862126	1.2061088154651354	1.0990947480125177	1.1122263529809848	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.010487670900941288	0.02015076197925049	0.09514190048253729	-0.022659063152803503	-0.012030551391982319	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6434695208457123	0.43670223835596117	0.09910354295562199	0.7728374728625446	0.438165699249717	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6487933884297521	0.44146546991655683	0.11778656126482213	0.7826704545454545	0.42393939393939395	geestig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0311816177074162	1.0330093973392644	1.011658400949117	1.0232167741180997	1.0641530169505768	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.036015935266742655	-0.029102768793164892	-0.03945416887014349	-0.04640672775590802	-0.0014474097534431653	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5374283795770122	0.33398985933140424	0.06827410670508079	0.6833391791826785	0.2503562921064535	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5754049586776859	0.3823998133509003	0.11778656126482213	0.7103219696969697	0.3190909090909091	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0660708532476149	1.0902243481151608	1.1645016465498548	1.060724718975074	1.0454466788205539	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.04803073821862145	-0.007626403732127804	0.07221452162777205	-0.06942244725841158	-0.025671285565743877	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5950966792027652	0.38079855455704015	0.1116902741968284	0.7518211144376957	0.27888427503659635	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6156694214876033	0.4169716183574879	0.15968379446640316	0.7588068181818182	0.3324242424242424	geestig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0157154055559436	1.0384686212999399	1.0942566667036164	1.0067036466812809	1.0144455505149226	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.04730193573945237	-0.023474939575999405	0.04458372705741565	-0.05403746442079644	-0.06097108136461742	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.578275495595107	0.3538554507985735	0.08469207804034436	0.7459499017606358	0.23092437259474036	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6096528925619834	0.4011605182257356	0.12173913043478261	0.7571969696969697	0.3245454545454545	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1005246622733882	1.1361583453663535	1.2313678118315081	1.0886090075530601	1.088498216714492	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.0373496041275265	-0.0014431203337435573	0.09606561334928282	-0.048916301371761235	-0.051478672978752256	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5722653225452218	0.35788991933853526	0.08703227846228706	0.7285831251674565	0.25805435438586216	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.608595041322314	0.4037582345191041	0.1233201581027668	0.7518939393939393	0.33606060606060606	geestig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0481916619505374	1.0808693146990573	1.1157855128086582	1.022577987609756	1.1042444436787575	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.027480760977946717	-0.03367256999330116	-0.03364232846762862	-0.020764491086692403	-0.04661089042558246	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5541597277090402	0.33875230841441717	0.07160408306284403	0.7126353081720924	0.23201753400831499	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5816198347107437	0.3672477492314449	0.08774703557312252	0.7355113636363636	0.27848484848484845	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0220457396986922	1.0400024501536718	1.0705003605658194	1.0111412934122332	1.0383656964829626	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.05145012241751196	-0.03529350732995106	-0.0019900237837114495	-0.059618054738044865	-0.044272443468096875	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5523443983501657	0.33928740926971385	0.07330336907500976	0.7086000040418368	0.235958854692295	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5804297520661157	0.3779251756697409	0.12015810276679842	0.7275568181818182	0.28606060606060607	geestig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.0963723233745855	1.0910210783427807	0.9928506158207833	1.074652027361208	1.2055605918463508	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.009598407216030046	-0.030311232443961462	-0.17296564543082313	0.012847385934703559	0.06918456216423519	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5983576132961163	0.3839965925724545	0.07841067549949893	0.7449253938399366	0.3286537083779279	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6142809917355372	0.41400060386473425	0.13122529644268774	0.7519886363636363	0.35878787878787877	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1128909282933497	1.1023104589516157	0.9963480347630687	1.0946515148152567	1.2159318272765218	geestig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
