measure	globqual	meanclassqual	classqual_grijs_2	classqual_grijs_1	classqual_grijs_4	classqual_grijs_3	classqual_grijs_5	classqual_grijs_6	model	technique
SCP	0.5499000826269409	0.5053137881414339	0.6679776782884949	0.6660622794439767	0.11645353301912827	0.803577193456472	0.405865864418841	0.3719461802216903	grijs.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.5944113263785394	0.5556730715204133	0.6165289256198346	0.6873087308730873	0.24980237154150198	0.8296296296296296	0.48744588744588746	0.4633228840125392	grijs.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.69533023004871	1.89580972399734	2.6064492792839484	1.3138989758928956	1.3995464133462534	2.8842045065656885	1.6615223338658587	1.5092368350293954	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.055891365792320485	0.035100289992785055	0.3463733271813806	-0.240131497323694	-0.22640043670491047	0.4746600937959881	-0.03384192670251165	-0.11005782028954227	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.5864086619266161	0.5066181272814351	0.3902292844676697	0.7639653179145667	0.14972378298734218	0.8121138347023007	0.3985255255290893	0.525151018087642	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6318181818181818	0.5566132453788311	0.48016528925619834	0.7933393339333933	0.22529644268774704	0.7663299663299663	0.4952380952380952	0.5793103448275863	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.3052153943278189	1.2644761865882876	1.1750942885974194	1.3299391186957723	1.1994065669714515	1.0565305695441425	1.5564033665099284	1.269483209211011	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.01757001885176524	-0.0773892716524237	-0.17220152368099945	0.07317173190931202	-0.1866423035090826	-0.23893598425102788	0.08516519345361472	-0.02489274383635896	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.43910040099444847	0.3482620095365377	0.08970637159016759	0.6158418565527216	0.11141673498751263	0.47411999211150213	0.3420753466747054	0.45641175530261663	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5162444113263785	0.4264680043922061	0.2322314049586777	0.7000900090009	0.22213438735177865	0.5124579124579125	0.41038961038961036	0.48150470219435737	grijs.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.6218198324864534	1.8849640124562568	1.883504621141124	1.0311848009531337	1.0627274715392	4.420028651254875	1.2382515184001943	1.6740870114490134	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.05489401242580246	0.05147061134800187	0.2778542355354222	-0.25727238426744153	-0.28508986200369574	0.6716985661257406	-0.23710835996325308	0.13874147266123874	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6024538822540091	0.4778051312054485	0.36589795020305776	0.7873454393354943	0.05422566101414458	0.8432746371601046	0.3438742166103651	0.4722128829095246	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6410946196660482	0.5468533175855457	0.4509090909090909	0.7955056179775281	0.2688311688311688	0.85	0.35777126099706746	0.558102766798419	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.5870076244397833	1.7638025841906058	1.7831269586511842	1.1570795945587409	1.0629633811529415	3.6959467569492284	1.4271529842067208	1.4565458296248182	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.05813572386532528	1.5876469506612723e-4	0.21027663716073325	-0.19829308577241553	-0.44370801708266017	0.5716413977502511	-0.15149602484397265	0.012531680958460724	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5973407568035853	0.4709343329441693	0.1760634942574267	0.7517345216785145	0.047586184357818466	0.8557146119794885	0.4320551197157132	0.5624520656760543	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6493506493506493	0.5583258340782333	0.42787878787878786	0.7658835546475996	0.18311688311688312	0.8333333333333334	0.48914956011730204	0.6505928853754941	grijs.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.7834206381383964	1.9418364682968619	1.3527983857265486	1.2994495102647705	1.2191143304756265	3.846361967768173	1.7201748581260938	2.2131197574199586	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.029713524017824827	0.0566674608112762	-0.10699546547115793	-0.09971028196294777	-0.29754578629455686	0.5747321443856244	0.05950147253577536	0.21002268167492005	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6557478113989812	0.5191894738758266	0.12947577735117494	0.8119363382240012	0.0756993720424497	0.9365129851200125	0.5089016123279497	0.6526107581893716	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7012987012987013	0.6087196608872705	0.43636363636363634	0.8308478038815117	0.312987012987013	0.8878787878787878	0.5043988269794721	0.6798418972332015	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.4575146317788508	1.4980821986769048	0.9812891134012507	1.3299936955911478	1.7008930412027374	1.235225640887627	1.6351331424216413	2.105958558557025	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.004367525617101406	-0.027117477237478146	-0.3647720850244097	0.019774050162271888	0.07225057182875241	-0.028997413584935156	-0.08222932413017582	0.22126933732362752	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5287671691844023	0.4048539450489649	0.060706568295146694	0.6972376550103566	0.14625340415492286	0.5272410617527782	0.3781909543381066	0.6194940267424784	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5717068645640074	0.46605734857984416	0.2084848484848485	0.7250255362614914	0.2753246753246753	0.5606060606060606	0.4340175953079179	0.5928853754940712	grijs.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.6297226992336216	1.727418575421644	1.4693892190207016	1.349132915976782	1.089230991632463	3.9456770359319697	1.201453603507641	1.309627686460307	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.016240760960669783	0.0410501033718894	0.0990131429347201	-0.05254287723723344	-0.2331881411338253	0.6542209778935307	-0.1218380404990313	-0.09936444172682439	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5887616924552573	0.45648268106366097	0.24848855995981867	0.7844983219815675	0.06134758459271995	0.8414882879506058	0.2905426170905232	0.5125307148067307	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6416512059369202	0.5529149495536182	0.35757575757575755	0.7814096016343207	0.3688311688311688	0.8121212121212121	0.40703812316715543	0.5905138339920948	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.8156264210385031	2.021272543546424	2.0928447658002267	1.353208040954797	1.1161871032361372	4.055500243148863	1.2935473279377074	2.216347780200813	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.03150341425652686	0.06171420621159194	0.264137593804555	-0.03420594572865077	-0.3921345490695309	0.6163788872449248	-0.2645984904079667	0.18070774142622015	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6040190216081333	0.4979665117434665	0.3071187965118524	0.7320686701520992	0.05762761936494237	0.8686242334705139	0.4323490121832478	0.5900107387781436	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6314471243042672	0.5509556894272134	0.41818181818181815	0.7342185903983657	0.2025974025974026	0.8386363636363636	0.4504398826979472	0.6616600790513834	grijs.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.6750847162152942	1.8092316322712496	1.2352853895054732	1.2329547052543177	1.219378506353763	3.7272595372106303	1.7996323392496627	1.6408793160536501	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.02272913802949968	0.05170283847623021	-0.11312465052717974	-0.10978915535805867	-0.24717101898628832	0.6008682635031964	0.10444986988710155	0.07498372233860999	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6335636922125184	0.49426307807776415	0.08953882461518396	0.8035924258721796	0.09036230997760318	0.9079592431338919	0.4443363668680392	0.629789297999687	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6927643784786642	0.5938919791181952	0.3939393939393939	0.822267620020429	0.2675324675324675	0.8727272727272727	0.5302052785923753	0.6766798418972332	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.242638857005307	1.2771503892531295	1.1177131622952174	1.1444053214232068	1.465689052044837	1.2836873634743724	1.5786163056834457	1.0727911305976985	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.055974827296481455	-0.08250109437753812	-0.21925343339259867	-0.027604796995122038	-0.05268851126391841	0.015614809831050293	-9.796753348943134e-4	-0.21009495910974563	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.4779295043911519	0.3305900172800505	0.10340976920989473	0.6989587368393989	0.10139195003045157	0.5429982421261791	0.3897864133056889	0.1469949921686898	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.5681818181818181	0.4681580041214124	0.2509090909090909	0.706435137895812	0.24285714285714285	0.5818181818181818	0.46803519061583576	0.5588932806324111	grijs.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.6878215030374828	1.9248343773514274	2.3655665092936777	1.2847513203571463	1.1162338200496682	3.945574725567612	1.3184134117424036	1.518466477098057	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.0024794913080709393	0.05493187111770964	0.32490276387361333	-0.07852749724486366	-0.32833622554153463	0.6120988654627849	-0.20785083572712076	0.007304155883378658	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5349884381706729	0.45091846721688783	0.3475945838615055	0.7202429513286137	0.07897852015061405	0.8560332883396238	0.27524536870744626	0.4274160909135238	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.591286133221617	0.5280773922802908	0.4949494949494949	0.7403162055335968	0.22545454545454544	0.8242424242424242	0.34949494949494947	0.5340067340067339	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.688312937543143	1.8865890184907945	2.0712723531405812	1.3347011596563247	1.1164607560678625	3.697232675281647	1.2810317300308207	1.818835436767531	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.024704973673248785	0.06905151431693496	0.3110894251792728	-0.01978039993599862	-0.3194305787225137	0.6057843615749483	-0.23983290845865124	0.07647918626455216	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.549853567921286	0.48381616989193854	0.32747744493574016	0.6861118764544061	0.09063327312268922	0.9243150689835399	0.2997119855688609	0.574647370286395	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6011730205278593	0.5350830771482945	0.45454545454545453	0.7434782608695653	0.1809090909090909	0.8795454545454545	0.3823232323232323	0.5696969696969697	grijs.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.574427791350847	1.6930563471421176	1.2491375654369332	1.2868030794325094	1.163822181579322	3.5219747554307754	1.5209355499197406	1.4156649510534252	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.024302577406330204	0.03923247858024673	-0.037278887290156465	-0.032333515708306386	-0.26629843710177087	0.5576320941583078	0.05477483615163549	-0.04110121872822923	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6141451856441985	0.4996149404598959	0.15589417247809392	0.8201933742301318	0.12224135355091108	0.9006651039126182	0.44222754935849556	0.5564680892291248	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6509426057813155	0.5680217635290099	0.4343434343434343	0.8189723320158102	0.24454545454545454	0.8545454545454545	0.46515151515151515	0.5905723905723905	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.46872412575467	1.4463266735923896	1.1695621726536223	1.453455080386026	1.3842876609221724	1.5949512797620429	1.6593956623698363	1.4163081854606376	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.002513871501861298	-0.050856136918214195	-0.22554540748991347	0.06824786700833281	-0.13914487196577324	0.03406186002854493	0.039481724246796364	-0.08223799333727258	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.47743758281905424	0.36203313424487643	0.082766929942698	0.6930159357281267	0.12522036956905225	0.5323087811295651	0.34743591128809925	0.3914508778117171	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.550062840385421	0.4520062948323818	0.20909090909090908	0.7310276679841897	0.25272727272727274	0.5651515151515152	0.4409090909090909	0.5131313131313131	grijs.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.6116487788375875	1.8863716326950555	1.8801089369625872	1.1366298951260727	1.2735406884466933	3.6940242026219305	1.6966371239395315	1.6372889490735174	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.04786124114135259	0.05030823657206743	0.11246068239337965	-0.2164212132420036	-0.181075695419633	0.603660122608623	-0.007343350878693167	-0.009431126029268318	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.567145831887467	0.4765538538204779	0.5505636284301638	0.7102238948195287	0.08918717852199004	0.8057238740635274	0.3504369864972483	0.3531875605904088	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6087858450274557	0.5317143177773677	0.5706293706293706	0.7322314049586777	0.22803030303030303	0.8041055718475073	0.4152892561983471	0.44	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.640572693912019	1.8915049207064114	1.793527235399342	1.216361402955973	1.1381095072836338	4.314288860551598	1.4756725463821572	1.4110699716657646	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.02824007425778052	0.0374337642301378	0.1083016968797959	-0.138452575585135	-0.2574165054482112	0.6905083333525988	-0.09359137340327348	-0.08474699041494821	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.5741501059372555	0.47776683240426404	0.4637202738027507	0.7302889993485924	0.07440867604094778	0.848932837616641	0.28774608028455034	0.46150412733210205	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6037217815741306	0.5235263473899837	0.5482517482517483	0.7355371900826446	0.2265151515151515	0.7999999999999999	0.3793388429752066	0.4515151515151515	grijs.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.3138960832031246	1.4274014504690642	1.0555793240222249	1.1200594769973693	1.0639838808070399	3.017229406326166	1.11650299885727	1.1910536158043155	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.056575297789087195	0.005853603040557747	-0.13505769264569373	-0.16394739323418958	-0.11474906281165412	0.5745060875649012	-0.08501879200018267	-0.0406115286298346	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.506370285979869	0.39333742973492464	0.13701785824037208	0.6867249049926658	0.10640178249007572	0.815134647104246	0.20493150616721215	0.409813879414976	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.5648566198901769	0.4788013281928238	0.40069930069930065	0.7064208518753973	0.20227272727272727	0.7777126099706745	0.3111570247933884	0.47454545454545455	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1166319630085706	1.2124487538473414	1.009084249135134	0.9717771984839197	1.219722272956707	1.8804404992043893	1.012782570744716	1.180885732559182	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.15931844548423757	-0.085187348469105	-0.23071273851439383	-0.26416379096680226	-0.04075595338388721	0.28742061998360097	-0.2676766389256957	0.004764410992548023	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.36690013892882917	0.27544991007412567	0.15787708687451332	0.5170601272355712	0.0905817663574467	0.5894180147391509	0.13664601005232319	0.16111645518574866	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.4583892617449664	0.38556450473605897	0.45384615384615384	0.5832167832167832	0.14166666666666666	0.535483870967742	0.24462809917355371	0.35454545454545455	grijs.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.4911895571761569	1.7263386195744244	2.029533839470308	1.1111481671569419	1.1696300261806554	3.1909999420619464	1.4596374942230088	1.3970822483536853	grijs.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.09777814528059262	6.502201631578922e-4	0.271338716959784	-0.2500385294035883	-0.3171242361089866	0.5174881764552446	-0.14173177474487972	-0.07603103217862664	grijs.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.5483336368442684	0.45789002361164427	0.45669956188109495	0.7079748855310838	0.10881452426963938	0.7663319113596917	0.2811724099631472	0.4263468486652085	grijs.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.5936785069235401	0.516522259421492	0.48391608391608393	0.7291799109980928	0.23563636363636364	0.7595307917888563	0.3690522243713733	0.5218181818181818	grijs.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
