measure	globqual	meanclassqual	classqual_staal_3	classqual_staal_1	classqual_staal_1b	classqual_staal_5	model	technique
DR	1.6027223580881544	2.032276195973398	1.5646037372786576	1.4712268167763416	1.2348886538332937	3.858385576005298	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.040314181897037886	0.061720105307252	-0.2147666692847992	0.08591741003425775	-0.08681846639739349	0.46254814687694296	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7092916735133755	0.47994286962917565	0.39672618231210793	0.8405450790070459	0.04659125486071304	0.6359089623368358	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7381313131313131	0.5033556096527272	0.4928925619834711	0.856940133037694	0.07692307692307693	0.5866666666666667	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.5709576810459533	2.0780985043628455	1.414274856703889	1.4381043511771674	1.0304595561767604	4.4295552533935645	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.03430642029639933	0.02540273296118322	-0.27415250671329605	0.09875716831481898	-0.2791616782041239	0.5561679484473339	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6546960933940151	0.36360473167759105	0.2688629576811907	0.8212402767492566	0.026989946392750583	0.3373257458871663	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6938131313131313	0.42242403568345915	0.37785123966942147	0.8390243902439024	0.02797202797202797	0.4448484848484848	staal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4308706980412669	2.123780532912226	1.798175273498924	1.1307240788249169	1.050328427769943	4.51589435155512	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.07855844157811602	-0.040682142599982526	-0.22751220493200558	-0.06241793033733649	-0.3879961714378464	0.5151977363072584	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6563678131408566	0.43467426917798807	0.312944144223091	0.7920580538893829	0.027660987009485855	0.6060338915899925	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6928030303030303	0.469398642746758	0.4029752066115702	0.817649667405765	0.05454545454545454	0.6024242424242424	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0286946677440383	1.2439974802522045	1.2438949712940814	0.9181964722657355	1.2944565435511244	1.5194419338978766	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.18824225508618894	-0.08538815771118546	-0.058466995419146954	-0.24709950573112058	-0.09855295176374754	0.06256682206927322	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6037878386091071	0.2936211004088758	0.31284628737887743	0.7569688480052688	0.032150560632941014	0.07251870561841607	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6554924242424243	0.36974581220700953	0.39173553719008264	0.7950332594235033	0.06433566433566433	0.22787878787878788	staal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6528089298951498	2.3060901510969996	1.5833425478434786	1.4600723858401248	1.123908659503949	5.057037011200445	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.006286554042917871	0.03514188434835364	-0.28275651549830216	0.060731980469057124	-0.23301741657841263	0.5956094890010722	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7081682879595438	0.4832409105227323	0.3908219896641332	0.84351859551002	0.04003308097711944	0.6585899759396566	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.721848998459168	0.49025147169214967	0.4477657935285054	0.8496503496503497	0.07692307692307693	0.5866666666666667	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.6767595659330903	2.237876779735323	1.7014339219900139	1.491721912734184	1.1969782795579509	4.561373004659143	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.010743652642781099	0.03414324102446788	-0.28820108425432606	0.0698361090578476	-0.16163086358905515	0.5165688028834051	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6828454150931313	0.4578091893578372	0.345765078716969	0.823049323864792	0.04566843922399703	0.6167539156255909	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7135285053929121	0.48471973647821104	0.4425269645608629	0.840034965034965	0.0951048951048951	0.5612121212121212	staal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.478416606800292	2.2594911027847324	1.9493513834626113	1.1256817897859484	1.232306731020378	4.730624506869993	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.07655111269456082	-0.03534929059180921	-0.23469624200492054	-0.056390412506926835	-0.3741817263332477	0.5238712184778582	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.67932187082545	0.4517997370941415	0.3996826974774858	0.8071180311168066	0.03392551334689053	0.56647270643538306	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7047765793528505	0.48527349768875194	0.44745762711864406	0.8248251748251748	0.043356643356643354	0.6254545454545455	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0412939785511381	1.2359168145918378	1.2824670409338825	0.9269893299905	1.155387846090919	1.5788230413520494	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.1900061312592723	-0.07398635897012648	-0.027228321752857994	-0.26319978466085586	-0.1914887066965942	0.18597137722980214	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6110664892042367	0.2964418094159843	0.3191793651562118	0.769371962665503	0.027287555512322408	0.06992835432990001	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6428967642526965	0.342408315554502	0.41540832049306625	0.7817307692307692	0.02097902097902098	0.15151515151515152	staal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2460995451198558	1.6846644367589025	1.1241585734813644	1.1299776673690345	NA	2.799857069426309	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.002185029616489214	0.15090346212637282	-0.019027012909611538	-0.04328055026278857	NA	0.5150179495515186	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.652038351596883	0.5431013794528314	0.33642002572794194	0.7854591148168132	NA	0.5074249978137392	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7038839095177123	0.6086139169472503	0.42154882154882156	0.8224747474747475	NA	0.5818181818181818	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2395695031141913	1.703123095024069	1.0866540775341398	1.124095006693087	NA	2.8986202008449804	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.019246214565033986	0.14571264089117394	-0.0272016113380822	-0.01082761469430529	NA	0.4751671487059093	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6809279546834803	0.5952307847877337	0.3103291497238207	0.8228638154488706	NA	0.6524993891905099	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7222364489970123	0.6625897867564534	0.4148148148148148	0.8359848484848484	NA	0.7369696969696969	staal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3471165020776372	2.1057518525557652	1.7293954890032943	0.9669035465612309	NA	3.6209565221027704	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.04347920664114017	0.13006901778519742	0.04467237399607086	-0.13066976279646125	NA	0.4762044421559826	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7000560310298818	0.5771007664160586	0.3885037302077313	0.8371376328879122	NA	0.5056609361525322	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7537345283824157	0.6907042648709315	0.4925925925925926	0.8546717171717172	NA	0.7248484848484849	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.123371501961007	1.3125768258992303	1.3808791937675349	0.9795184821340721	NA	1.5773328017960837	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.030904585593134446	0.08269314623784745	0.17893717417098318	-0.13397223336983813	NA	0.2031144979123973	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6446671128097261	0.4666234278721514	0.3762854855428543	0.787914006496539	NA	0.23567079157706092	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6988476312419974	0.6031200897867565	0.47138047138047134	0.801010101010101	NA	0.536969696969697	staal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.1769027747564007	1.6991630104885356	1.0856783431611392	1.0222984509135258	NA	2.9895122373909415	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07761908445633764	0.1176681988573569	-0.14077940263473498	-0.12664757546532027	NA	0.620431574672126	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6932687326741808	0.5515253889103457	0.4167067752210911	0.8263258397287782	NA	0.4115435517811679	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7410157917200171	0.657847923681257	0.4952861952861953	0.8443181818181819	NA	0.6339393939393939	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2118892920357363	1.8981565889382652	1.0897676979046655	1.0094142052954103	NA	3.59528786361472	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.06845497106265824	0.12331984265907887	-0.16621246342948898	-0.10579857118026888	NA	0.6419705625869945	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6421567523167668	0.5517662180089808	0.31675244542710745	0.7720663803210077	NA	0.5664798282788273	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6884336320956039	0.6252581369248036	0.41986531986531983	0.7916666666666666	NA	0.6642424242424242	staal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.2641136978304823	1.9689883644449233	1.3128366275634569	1.0034969981619872	NA	3.5906314676093256	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.11902386274939954	0.05997371591121467	-0.26787976518940265	-0.13646193131193843	NA	0.5842628442349851	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6669181632495716	0.5813769335928864	0.33816434938115875	0.7961488149970053	NA	0.6098176364004954	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7148100725565514	0.6563131313131313	0.45959595959595956	0.8123737373737374	NA	0.6969696969696969	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1104914339930716	1.4141603697352587	1.1440252217374591	0.9944222880207496	NA	2.1040335994475674	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.04352181558705914	0.088040753355139	-0.023127167032914106	-0.09558155896698607	NA	0.3828309860653172	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6473373102924995	0.5277904195762585	0.3127822583731303	0.7901842646109976	NA	0.4804047357446477	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.70183525394793	0.6127665544332211	0.3855218855218855	0.8285353535353536	NA	0.6242424242424243	staal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1891840381576109	1.6299091928015583	1.1453848064107708	1.0562265196845477	NA	2.6881162523093565	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.06676147630933184	0.11287361768928977	-0.1329152404851789	-0.10556864201582479	NA	0.577104735568873	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6855404142756303	0.5331550811153777	0.4478505247233831	0.8120441568160599	NA	0.33957056180668993	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7152874031797799	0.6280069662138628	0.4824451410658307	0.8185454545454546	NA	0.583030303030303	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1613797136216235	1.5692470039736885	1.1713056009097422	1.0222623712569416	NA	2.514173039754382	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.07227955347401596	0.05729153958803502	-0.23582594433139265	-0.06337736370309076	NA	0.47107792679858845	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6369954330516222	0.4815976311982044	0.35742411484554454	0.777843342431364	NA	0.30952543631770474	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7056665307786384	0.6243092998955068	0.480564263322884	0.8044848484848485	NA	0.5878787878787879	staal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.254748354497465	1.8588113841734453	1.4347050549441365	0.9960744696483835	NA	3.145654627927816	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.12837678065323585	0.0504656773605921	-0.22302951587982991	-0.15784228432641148	NA	0.5322688322880177	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7047260101757368	0.5870678460909761	0.4879707656126112	0.8129859575833563	NA	0.4602468150769606	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7442315532001631	0.684224312086381	0.5147335423197492	0.8373333333333334	NA	0.7006060606060606	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1042474798871835	1.3574440203915832	1.169568229447339	0.9990427646739637	NA	1.903721067053447	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.05064604417884281	0.07267033510089377	-0.026467807466558413	-0.09945272007674189	NA	0.3439315328459816	staal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
