measure	globqual	meanclassqual	classqual_herhalen_2	classqual_herhalen_4	classqual_herhalen_1	classqual_herhalen_3	model	technique
SCP	0.6010483345975791	0.5753056718198543	0.7070282261711143	0.30769673216393834	0.3616156858216363	0.9248820431227283	herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.6210812443370582	0.5913882255593486	0.6989374262101534	0.32867132867132864	0.4611764705882353	0.8767676767676768	herhalen.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.497643353048515	1.7352472836700383	1.3699455819526338	1.727168839496507	1.1537377580341177	2.6901369551968943	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.013610332262196061	0.11749801159351554	0.04019573023972187	0.2517899944728941	-0.30710612004292787	0.48511244170437406	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.6128405122845956	0.5437542677521684	0.7316318851633644	0.166437854489382	0.43869787218301676	0.8382494591729105	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.6329205678042887	0.566798750862922	0.7439197166469894	0.22447552447552446	0.47657754010695186	0.8222222222222222	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3003207219306376	1.4385856752984407	1.1543683859783995	1.6551494468108257	1.3178821424653795	1.626942725939158	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.09319413410687129	0.036710967966795974	-0.22895763844276049	0.21279371892383048	-0.08556888220209871	0.24857667358821262	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.524777884139381	0.4222772810245258	0.6317667333183855	0.18195608344215652	0.4983938971688578	0.37699241016870333	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5633947447900937	0.465752429388793	0.6693034238488784	0.23006993006993007	0.5272727272727272	0.43636363636363634	herhalen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.6560372540204156	2.0979174179784326	1.248644326477604	1.504588299850989	1.307611382559254	4.330825663025884	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.03435208856306136	0.16000029132029206	-0.04122855692681836	0.09372903147548375	-0.1407714951126773	0.7282721858451802	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.6529708206363277	0.5831200406435105	0.7702189739156309	0.1325397936495287	0.4696834729248975	0.9600379220839851	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6884324977348233	0.6223911783403762	0.7892561983471075	0.21608391608391608	0.5433155080213904	0.9409090909090909	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3816751612311657	1.6555119668853857	1.1494660005788797	1.5280690470120473	1.1660041367530216	2.778508683197594	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.047477597422081734	0.09227196044902901	-0.16974749017628968	0.1263287405231282	-0.1282536302586391	0.5407602217079166	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5769231826711969	0.5273485331428044	0.6566591021611041	0.1432649633788261	0.44209315898457957	0.8673769080467078	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.614074297795228	0.554526682467859	0.7051948051948052	0.2020979020979021	0.4855614973262032	0.8252525252525252	herhalen.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4761036876599491	1.6557252456949585	1.421044963011973	1.6937406879939454	1.1422403803796306	2.365874951394285	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.016488329286822225	0.10411183244299908	0.0771901174147835	0.24643639823194305	-0.3298493202920321	0.4226701344173019	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.6185491062486896	0.5284849128956113	0.7765029764853907	0.20683876638886195	0.41736718753504637	0.7132307211731459	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.6590017825311942	0.5754588942185033	0.7878401852924146	0.24825174825174823	0.5086729362591431	0.757070707070707	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3480857623367448	1.4208617485789208	1.3268124362906772	1.6296784804205344	1.2482868920139754	1.478669185590496	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.03782873720956218	0.017332140299615936	-0.012837754419298972	0.19437828012807215	-0.20733864124029067	0.09512667672998124	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.5637541231604022	0.42640111451379886	0.7371969002812866	0.1953320862243553	0.4678332769667433	0.30524219458281016	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5888888888888889	0.4628940403374842	0.7442964678633468	0.21818181818181817	0.503239289446186	0.38585858585858585	herhalen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4498105953311755	1.7599121611772293	1.265613471118518	1.6876351527851288	1.0578786761633192	3.028521344641951	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.008803772449971223	0.1320483765063339	-0.017135767357991775	0.2804618421531141	-0.3300171434265712	0.5948845746567845	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5731180064256074	0.5011353204540888	0.716246505069342	0.16607115338777254	0.35697074983008636	0.7652528735291546	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.6084967320261437	0.5411438742456752	0.7293572669368847	0.1965034965034965	0.43113897596656214	0.8075757575757576	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3270929944670977	1.556521374305082	1.1337473417697643	1.3949110260175868	1.1513149080987146	2.546112221334263	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.0554126539199214	0.0775192685052796	-0.17412260308004188	0.10538662990999204	-0.11757540181316128	0.49638844900432955	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.548372419560907	0.4827683769491367	0.6483744052588054	0.09355793585526327	0.4071684397490007	0.7819727269334774	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5762923351158645	0.513928447153793	0.6639258830341632	0.14755244755244754	0.4603970741901776	0.7838383838383838	herhalen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.7281807880367819	2.1122288964087805	1.3991267575425164	1.264159670717497	1.0783944435116053	4.707234713863504	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.06507868049895926	0.1300861195065072	0.09209880972821767	-0.03439667757327969	-0.2703940498074198	0.7330363956785106	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.6775312641253297	0.5971586913672495	0.8004226378031929	0.11558547776563322	0.472626649900172	1	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.6965990843688685	0.619357352247456	0.7969270166453265	0.14015151515151514	0.5418660287081339	0.9984848484848485	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.8153898706452793	2.4028106860356027	1.129478247244813	1.251101924947556	1.3490543535420338	5.881608218408008	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.0030411096633592245	0.14050477219700486	-0.19889552143447523	-0.02551333783368649	-0.007533761618310656	0.7939617096744918	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.6573196636607126	0.5849695070138168	0.742017916237643	0.10381432876181183	0.5272782577910012	0.9667675252648111	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.6606278613472858	0.592800175588352	0.7475032010243278	0.14166666666666666	0.5188995215311004	0.9631313131313132	herhalen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.7502208893019742	2.2276653450505384	1.181003847081999	1.2715668184922004	1.3962497892471446	5.061840925380809	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.014161723543326253	0.151265023707436	-0.16835761297121793	0.007925864912955263	0.002395327126961936	0.7630965157610448	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.701523935242263	0.6173850303175905	0.7961401830927913	0.12433469882439839	0.580534165241824	0.9685310741113485	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.7147155003270111	0.6437898256096922	0.7961587708066581	0.20303030303030303	0.6007177033492823	0.9752525252525253	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.5947593479590663	2.0720610167411446	1.070555462325694	1.2157619937997937	1.151914431024238	4.850012179814853	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.0425962351560147	0.1112739308608687	-0.24571081192556063	-0.013976523960180402	-0.04968929101874795	0.7544723503479638	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.5720891259893868	0.5294872852898365	0.6695259755716184	0.14409931831136913	0.3388511588114487	0.9654726884649095	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.5908436886854153	0.5451987910985316	0.6804097311139564	0.19015151515151515	0.39760765550239235	0.9126262626262626	herhalen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.7524860530686317	2.1683323462721695	1.2429986149006305	1.2055874636589559	1.4415115318581952	4.783231774670896	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.038763022581705185	0.15213678473576434	-0.1288595231883991	-0.06371856599045889	0.04407274854621942	0.7570524795756959	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.6760121875433741	0.5943551363220683	0.7820342423737486	0.12541569891811097	0.5238401800520035	0.9461304239444098	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.6752125572269457	0.6042046203323075	0.7606914212548015	0.1568181818181818	0.5488038277511962	0.9505050505050505	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.5932617735512817	1.9346652451931652	1.1574673201759766	1.2460158291568595	1.4148907937667334	3.9202870376730914	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.011545867912224592	0.1385390142210905	-0.18122367042738993	-0.02442176504403586	0.05441952791340768	0.7053819644423801	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.6684744663524946	0.6055240003037543	0.7547078600880894	0.15526835542313405	0.5126158174498255	0.9995039682539683	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.6694571615434924	0.6069559101017589	0.741101152368758	0.16287878787878787	0.5526315789473684	0.9712121212121212	herhalen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.6796940587709173	2.0818840476201093	1.191720535887258	1.2443775074481813	1.3943449691587027	4.4970931779862955	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.019284124767224645	0.14727056558836252	-0.16142485562436412	-0.015620284966521455	0.02694041292871471	0.7391869900156209	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.6823394406859229	0.6036044075986287	0.7772201167203794	0.12065622255310068	0.5458468028690259	0.9706944882520088	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6983649444081098	0.6333452669766606	0.7704225352112676	0.20681818181818182	0.5940191387559809	0.9621212121212122	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.6114825318054253	2.0843967115351076	1.0802970626121928	1.2842760418370622	1.2184710311501268	4.754542710541048	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.03155476723932789	0.12998055169741132	-0.24794399006427392	0.034512745520615014	-0.01983022109749922	0.7531836724308034	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.6185306766704938	0.5681961855346614	0.6983774264033139	0.17707653865944317	0.4557047165642018	0.9416260605116868	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.6396991497710922	0.5810913527416492	0.714596670934699	0.16742424242424242	0.5105263157894737	0.9318181818181818	herhalen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.5781103575855109	1.9826765555487627	1.1337478183342113	1.1202009394049897	1.332368639883513	4.344388824572336	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.015542662239058239	0.13628578343401002	-0.173571858572897	-0.10270509466572707	0.09029623086890755	0.7311238561057566	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.6306920513862196	0.5635742917292108	0.7200096539651842	0.13053656324574303	0.49402004093676644	0.9097309087691497	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.6426904176904177	0.5856305522948277	0.7150326797385621	0.19272727272727272	0.5297117516629711	0.905050505050505	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4534982270757215	1.7708331646813915	1.0888910626378412	1.1388614866816713	1.3122330766340042	3.5433470327720493	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.015594973412586479	0.11161381570483989	-0.2103622659222677	-0.07620891082243707	0.06707794570078204	0.6659484938632823	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.6075311497128709	0.5468339774455782	0.6999235293503066	0.1138135262933825	0.4444787699584322	0.9291200841801912	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.6318796068796069	0.5775767865165282	0.7052881758764111	0.17163636363636364	0.50509977827051	0.9282828282828283	herhalen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.5331684219890092	1.9040346949979134	1.1199003140566681	1.1795443338725198	1.3387719077611895	3.977922224301276	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.00918920791190288	0.12504079619807915	-0.1988593048971051	-0.04218615356964527	0.04514371280975104	0.6960649304493159	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.7090070517294208	0.6211301893217083	0.7951349247740697	0.12897333593710203	0.6263317510070551	0.9340807455686063	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7096437346437346	0.6346600799965219	0.788235294117647	0.17963636363636362	0.6177383592017738	0.953030303030303	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3090793129479525	1.5439473242017705	1.057664657062864	1.1708334029520293	1.1802492283403527	2.767042008451836	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.06259644170130685	0.07057146670795918	-0.23174957477802402	-0.026114663462642795	-0.04050867388246103	0.5806587789549645	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.550360176221025	0.49119442551772485	0.6379319183292734	0.08349389234130355	0.401195940393486	0.8421559510068364	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5885135135135136	0.5171204802689737	0.6815210932857991	0.09963636363636363	0.4585365853658536	0.8287878787878787	herhalen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2996716618707158	1.3938219318669036	1.2945246298218134	1.7141342485698914	1.1259012514312794	1.4407275976446299	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.006887143038057932	0.039655840975952164	0.06890533972779246	0.25832285982204406	-0.2599135129282199	0.09130867728219204	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.4803198339796801	0.3605340280571734	0.6583409992721275	0.2204260904669941	0.35857591937841765	0.20479310311115428	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5311097992916175	0.4147614869524982	0.7078088578088578	0.26666666666666666	0.40224719101123596	0.2823232323232323	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2254329727602908	1.288930160036998	1.1967567853596355	1.5172652847817867	1.1673959600890882	1.2743026099174815	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.06103966070620478	-0.010832370663437917	-0.049527335381101135	0.16004423902853002	-0.18597501367900196	0.03212862737782141	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.46133172163426656	0.3273131959861191	0.660922137122698	0.17500005166402688	0.32493234059632875	0.1483982545614228	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.49799291617473435	0.37475627784616544	0.6773892773892773	0.20875420875420875	0.3775280898876404	0.23535353535353534	herhalen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1542416320219306	1.2161240331872358	1.1250589700599751	1.4925995435292962	1.1096392711011194	1.1371983480585526	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.08502392623283164	-0.025794661302711748	-0.10776535117273982	0.1842608254096885	-0.14873110344727694	-0.030943016000518728	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4014421416430705	0.28722640822500034	0.5614691716234401	0.15836345760710635	0.30816127104371327	0.1209117326257417	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.45696576151121604	0.34193919896167085	0.6159673659673659	0.2074074074074074	0.36710929519918284	0.17727272727272728	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1173008537517286	1.196977894695861	1.08945674601919	1.4009449345526677	1.0120290756226344	1.285480822588952	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.12219743160506309	-0.03895211641106132	-0.14291107507994086	0.14490936387373515	-0.25611680918320917	0.0983100547451696	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.387485854189503	0.2760265270342525	0.558801505748713	0.1512543317285374	0.2623194621348271	0.13173080852493263	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.4135773317591499	0.3034855178113605	0.5713286713286713	0.16902356902356902	0.3139938712972421	0.1595959595959596	herhalen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2684085327103454	1.3442443427427486	1.26793074397374	1.7652508004152418	1.1478243101029353	1.195971516479077	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.020392967452214528	0.0158885603821393	0.043073577418989206	0.3001316655642348	-0.20943580217701752	-0.07021519927764931	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5061256613070381	0.3599739223693231	0.7033205021236512	0.20015192670884033	0.40105983219075514	0.13536342845404573	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5293909973521624	0.3959861563221615	0.7180081065431384	0.24579124579124578	0.4130745658835546	0.20707070707070707	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2247630842873631	1.3175002560638511	1.1931460795073674	1.716050088115279	1.1284062517782405	1.2323986048545175	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.058611830058839534	-0.001828578917156088	-0.03775254508027905	0.2607548105584245	-0.20628092215795005	-0.02403565898881973	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4759226197336356	0.3375513249094349	0.6528010231316597	0.17109093740690431	0.39629421412200183	0.13001912497717386	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.4996175345689909	0.3713850286302515	0.6678633468442385	0.2303030303030303	0.41818181818181815	0.1691919191919192	herhalen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1581063157851113	1.2530296479474496	1.1130560288075588	1.6961561228999509	1.0944190168594636	1.108487423222825	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.08235752831175003	-0.0275326014876537	-0.09105003045676194	0.2524705202062264	-0.15461308050913947	-0.11693781519093979	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.42509929098981214	0.30337805436555776	0.6012229148228009	0.19119935926473366	0.31400118164217594	0.10708876173252062	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.4664313033245072	0.3544470986734638	0.6202663578459756	0.2518518518518518	0.38304392236976503	0.16262626262626262	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1198627955972444	1.2026846057789549	1.0540838712638332	1.334610078302781	1.0814785450788724	1.340565928470333	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.12630293520928976	-0.04881832864033427	-0.17475330167285535	0.0548677905760592	-0.19544920826155407	0.12006140479701313	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.3941588758884479	0.28544471608896843	0.5247326581656745	0.10988030174318414	0.3431570681200188	0.16400883632699637	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.43042071197411	0.3227057033514129	0.5726693688477128	0.15757575757575756	0.35199182839632276	0.20858585858585857	herhalen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.3872225191181962	1.563679010300254	1.3595323869130371	1.7767176246744665	1.0366288792013874	2.0818371504121256	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.01866500929897285	0.0756204743667773	0.11348770490074644	0.17245758141974588	-0.32465909056687087	0.34119570171348773	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.549888813116901	0.44110879268732417	0.7199514577603172	0.21134774275259915	0.40290647257671997	0.4302294976596603	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5855962219598583	0.4885494603191232	0.7426573426573426	0.27946127946127947	0.44167517875383044	0.4904040404040404	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3013582943587139	1.358761238221526	1.2759260895929891	1.5582008425266636	1.2465927017012348	1.3543253190652158	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.03360186040185796	-9.95428136620056e-4	-0.04070827251307469	0.097144584806962	-0.08390070542013857	0.023482680579771032	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.5490622167306126	0.39625862383944915	0.726756812291443	0.1573639058561334	0.49538450184679333	0.20552927536342683	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.5641086186540731	0.42600679075398173	0.7257575757575757	0.19663299663299663	0.510929519918284	0.2707070707070707	herhalen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1461219744047986	1.1984389373741509	1.1588973780078387	1.4100857821945894	1.0198763738417156	1.2048962154524596	herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.061879069983793396	-0.03575040805596795	-0.041137014199073375	0.09910158733712791	-0.1524969585853967	-0.04846924677652965	herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.45063610646960955	0.3269598534651194	0.638239532820065	0.17602292388174118	0.3152672503809513	0.17830970677772015	herhalen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
